ObjectId,ID,PERMITNUMBER,PERMITTYPE,PERMITTYPEKEY,STATUS,CONTRACTOR,CATEGORYNAME,WORKTYPE,ZONING,SQUAREFEET,PERMITFEE,PROJECTCOSTS,ADDRESS,CITY,STATE,ZIPCODE,GPSX,GPSY,DISTRICT,NEIGHBORHOOD,ISSUEDATE,Latitude,Longitude
4606,118125,RH1080223,Range Hood Permit,RANGEHOOD,Issued,FLAME CONTROL OF AMERICA,Commercial,Suppressed,C1,0,100,12000,4948   BROWNSBORO RD,LOUISVILLE,KY,40222-0000,1244785,288200,7,,2018-11-27 12:02:28,38.2832779347,-85.6283560946
4607,118788,HV1085819,HVAC Permit,HVAC,Issued,BIRKHEAD CO INC,Commercial,Replacement,R4,0,180,8200,3503   BLANTON LN,LOUISVILLE,KY,40214-0000,1187396,242486,12,,2019-01-04 20:59:34,38.1552358009,-85.8255351228
4608,118138,HV1082099,HVAC Permit,HVAC,Issued,PRUDENTIAL HVAC,Single Family,New,PVD,0,105,18200,6415   PASSIONFLOWER DR,LOUISVILLE,KY,40059-0000,1263437,306758,16,,2018-11-27 06:42:29,38.3349811698,-85.564305256
4609,118139,WR1069327,Wrecking Permit,WRECKING,Issued,"NATIONAL ENVIRONMENTAL CONTRACTING, INC.",Single Family,"LT 3000 SqFt, LT 35 Ft Height",R6,0,75,10000,1603   ALPHA AVE,LYNDON,KY,40223-0000,1263891,282664,18,,2018-08-22 14:09:10,38.2688437862,-85.5615265898
4610,118140,WR1069328,Wrecking Permit,WRECKING,Issued,"NATIONAL ENVIRONMENTAL CONTRACTING, INC.",Single Family,"LTEQ 1500 SqFt, LTEQ 25 Ft, 1",R6,1064,85,10000,1607   ALPHA AVE,LYNDON,KY,40223-0000,1263768,282836,18,,2018-08-29 09:33:18,38.2693112402,-85.5619635028
4611,118194,FS962681,Fire Suppression Permit,FIRE SUPP,Issued,KENTUCKIANA SPRINKLER CO INC,Commercial,Single System Repair,C1,0,50,4000,3091   BRECKENRIDGE LN,LOUISVILLE,KY,40220-0000,1245400,263602,26,,2015-10-30 08:37:24,38.2157644664,-85.6249346029
4612,118199,FS955244,Fire Suppression Permit,FIRE SUPP,Issued,KENTUCKIANA SPRINKLER CO INC,Commercial,Single System Repair,EZ1,100,50,4000,4646   LOUISVILLE AVE,LOUISVILLE,KY,40209-0000,1207410,252028,21,SOUTHSIDE,2015-09-01 10:19:13,38.1823541932,-85.7564849904
4613,118229,HV1081756,HVAC Permit,HVAC,Issued,BIRKHEAD CO INC,Single Family,Replacement,R4,0,105,2915,1707   KURZ WAY,LOUISVILLE,KY,40216-0000,1186176,244544,12,,2018-11-20 11:50:20,38.1608289157,-85.8299000213
4614,118230,HV1082402,HVAC Permit,HVAC,Issued,PRUDENTIAL HVAC,Single Family,Replacement,R5,0,105,14300,2100   KENILWORTH PL,LOUISVILLE,KY,40205-0000,1224490,268444,8,HIGHLANDS DOUGLASS,2018-11-29 06:58:48,38.2281792303,-85.6979692863
4615,118231,HV1075779,HVAC Permit,HVAC,Issued,ANYTIME HVAC LLP,Single Family,Replacement,R4,0,105,2100,5605   ARCHTREE PL,LOUISVILLE,KY,40229-0000,1235533,221461,23,,2018-09-26 10:59:47,38.099648096,-85.657032826
4616,118232,HV1078816,HVAC Permit,HVAC,Issued,BRYANT HEATING & AC,Single Family,Replacement,R4,0,105,1000,3511   WOODMONT PARK LN,LOUISVILLE,KY,40245-0000,1288187,288398,19,,2018-10-24 16:53:32,38.2855072714,-85.4771744157
4617,118233,HV1073594,HVAC Permit,HVAC,Issued,SIMS HEATING AC COMPANY,Single Family,Replacement,R5,0,105,5600,1024   SEELBACH AVE,LOUISVILLE,KY,40215-0000,1201401,254077,21,BEECHMONT,2018-09-05 15:36:04,38.187708271,-85.7775054695
4618,118234,HV1075415,HVAC Permit,HVAC,Issued,LARRY ALLEN HEATING AIR,Single Family,Replacement,R6,0,105,2290,694   MADELON CT,LOUISVILLE,KY,40211-0000,1192650,277175,5,SHAWNEE,2018-09-22 18:06:48,38.2507241478,-85.8093082801
4619,118235,HV1080193,HVAC Permit,HVAC,Issued,MR C REFRIGERATION DBA STERLI,Single Family,Replacement,R4,0,105,2201,5904   PRESTWOOD CT,LOUISVILLE,KY,40219-0000,1224086,244755,2,,2018-11-06 15:51:29,38.1631193555,-85.6980790393
4620,118236,HV1076333,HVAC Permit,HVAC,Issued,TOM DREXLER PLUMBING,Single Family,Replacement,R4,0,105,500,7603   WOLFPEN RIDGE CT,LOUISVILLE,KY,40059-0000,1251068,301971,16,,2018-10-02 11:22:29,38.3213449875,-85.607176602
4621,118238,HV1075518,HVAC Permit,HVAC,Issued,KEN J BUEHNER HEATING AC,Single Family,Replacement,R4,0,105,6000,7106   HOLLOW CREEK RD,HOLLOW CREEK,KY,40228-0000,1244358,239330,23,,2018-09-24 13:32:50,38.1490776772,-85.6272977225
4622,116673,FD1084606,Fire Detection Permit,FIRE DET,Issued,SIMPLEX GRINNELL LP,Commercial,Modify,C1,10500,150,3000,4700   SOUTHERN PKY,LOUISVILLE,KY,40214-0000,1203574,251833,21,BEECHMONT,2019-01-03 14:21:49,38.1816457453,-85.7698173144
4623,118239,HV1077938,HVAC Permit,HVAC,Issued,BIRKHEAD CO INC,Single Family,Replacement,R5,0,105,3700,728   SOUTHWESTERN PKY,LOUISVILLE,KY,40211-0000,1186744,276750,5,CHICKASAW,2018-10-17 11:04:43,38.2492809072,-85.8298460175
4624,118240,HV1078106,HVAC Permit,HVAC,Issued,BRYANT HEATING & AC,Single Family,Replacement,R5,0,105,1000,3908 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40212-0000,1190873,279636,5,SHAWNEE,2018-10-18 16:34:34,38.2573983188,-85.8156410033
4625,118789,HV1085729,HVAC Permit,HVAC,Issued,MAESER SERVICES CORP,Single Family,Replacement,R4,0,105,1989,901   RUGBY PL,HURSTBOURNE,KY,40222-0000,1257674,269808,18,,2019-01-08 14:15:29,38.2332997426,-85.5825310365
4626,116674,FD1087181,Fire Detection Permit,FIRE DET,Issued,SIMPLEX GRINNELL LP,Commercial,Modify,TNZD,10500,150,5600,215 W CARDINAL BLVD,LOUISVILLE,KY,40208-0000,1206519,265989,6,OLD LOUISVILLE,2019-01-24 12:31:45,38.2206461533,-85.7603807699
4627,119045,HV1085684,HVAC Permit,HVAC,Issued,CHAPMAN ENGINEERING CORP,Commercial,Replacement,C2,0,270,18960,4926   DIXIE HWY,LOUISVILLE,KY,40216-0000,1186812,247957,12,,2019-01-09 09:58:25,38.170229667,-85.827891718
4628,118790,HV1086065,HVAC Permit,HVAC,Issued,ELDER HEATING AC,Single Family,New,R4,0,105,8370,6704   DUROC AVE,LOUISVILLE,KY,40059-0000,1247545,310814,16,,2019-01-08 13:00:54,38.3454818069,-85.6199135677
4629,116686,FD1073576,Fire Detection Permit,FIRE DET,Issued,SIMPLEX GRINNELL LP,Commercial,Modify,CN,30000,170,60000,140   WHITTINGTON PKY,HURSTBOURNE,KY,40222-0000,1257958,274157,18,,2018-09-28 10:43:15,38.2452521656,-85.5817613317
4630,119046,HV1085067,HVAC Permit,HVAC,Issued,BRYANT HEATING & AC,Single Family,Replacement,R4,0,105,1000,1006   LAKE FOREST PKY,LOUISVILLE,KY,40245-0000,1283470,275756,19,,2018-12-24 11:33:47,38.2506217663,-85.4930121703
4631,118791,HV1086019,HVAC Permit,HVAC,Issued,KLM MECHANICAL SERVICES INC,Multi Family,Replacement,R6,0,105,500,8616   EASTON COMMONS DR,LYNDON,KY,40242-0000,1254967,280095,18,,2019-01-08 10:16:39,38.2614369944,-85.5924761905
4632,116687,FD1080599,Fire Detection Permit,FIRE DET,Issued,SIMPLEX GRINNELL LP,Commercial,Modify,CM,1000,150,6200,1701 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40203-0000,1201150,278233,4,RUSSELL,2018-11-14 12:57:45,38.2540204069,-85.7797744571
4633,119048,HV1085215,HVAC Permit,HVAC,Issued,TOM DREXLER PLUMBING,Single Family,Replacement,R6,0,155,500,7315   ST ANDREWS WOODS CIR,LOUISVILLE,KY,40214-0000,1194124,241120,25,,2018-12-27 10:49:44,38.1517989294,-85.8020606059
4634,118792,HV1085971,HVAC Permit,HVAC,Issued,BRYANT HEATING & AC,Single Family,Replacement,R5,0,105,1000,2803   PIONEER RD,SHIVELY,KY,40216-0000,1189299,260939,3,,2019-01-07 16:26:07,38.2059900199,-85.820011907
4635,116689,FP1077748,Fireplace Permit,FIREPLACE,Issued,FIREPLACE DISTRIBUTORS,Single Family,Gas,R4,0,50,1000,17911   MEREMONT HEIGHTS WAY,LOUISVILLE,KY,40245-0000,1304802,276837,19,,2018-10-16 07:32:42,38.2543568559,-85.418782737
4636,119049,HV1085434,HVAC Permit,HVAC,Issued,BRYANT HEATING & AC,Single Family,Replacement,R4,0,105,1000,15003   GLENDOWER DR,LOUISVILLE,KY,40245-0000,1286117,268142,20,,2018-12-28 19:20:51,38.2298132595,-85.4834404522
4637,118793,HV1085990,HVAC Permit,HVAC,Issued,WEBER HEATING & A/C INC,Single Family,Replacement,R5,0,105,6500,5608   MCDEANE RD,LOUISVILLE,KY,40216-0000,1189529,247969,12,,2019-01-14 20:59:47,38.1703900419,-85.8184430097
4638,116690,FP1077757,Fireplace Permit,FIREPLACE,Issued,FIREPLACE DISTRIBUTORS,Single Family,Gas,R4,0,50,1000,5803   COOPER CHAPEL RD,LOUISVILLE,KY,40229-0000,1236680,222860,24,,2018-10-16 07:32:59,38.1035374055,-85.6531214999
4639,119050,HV1085462,HVAC Permit,HVAC,Issued,Allstate Mechanical LLC,Single Family,Replacement,R5,0,105,2200,11401   NEZ PERCE WAY,LOUISVILLE,KY,40229-0000,1229515,216235,13,,2018-12-30 12:01:50,38.0850446923,-85.6776614923
4640,118794,HV1085250,HVAC Permit,HVAC,Issued,PRODUCTION HEATING & COOLING,Single Family,Replacement,R5A,0,105,6000,4806   WHITEKIRK CT,GRAYMOOR/DEVONDALE,KY,40222-0000,1247939,283286,7,,2018-12-27 13:19:49,38.269914676,-85.6171152821
4641,116691,FP1075367,Fireplace Permit,FIREPLACE,Issued,FIREPLACE DISTRIBUTORS,Single Family,Gas,PVD,0,50,1000,6422   ST BERNADETTE AVE,LOUISVILLE,KY,40059-0000,1263713,306647,16,,2018-09-27 10:41:41,38.3346872076,-85.5633376199
4642,119051,HV1085112,HVAC Permit,HVAC,Issued,BRYANT HEATING & AC,Single Family,Replacement,R5,0,155,2000,4720   UNSELD BLVD,LOUISVILLE,KY,40218-0000,1230925,251118,10,,2018-12-26 16:16:20,38.1808830517,-85.6746377864
4643,118795,HV1085710,HVAC Permit,HVAC,Issued,ENERGY CONTROL HTG & A/C,Single Family,Replacement,R4,0,155,6000,6213   TIMMY CT,LOUISVILLE,KY,40219-0000,1239458,232959,23,,2019-02-07 20:53:48,38.1313822635,-85.643999642
4644,118796,HV1086058,HVAC Permit,HVAC,Issued,FOUR SEASONS HVAC,Single Family,Replacement,R6,0,105,4900,6011   HIGHLINER DR,LOUISVILLE,KY,40291-0000,1249237,244022,22,,2019-01-09 15:44:52,38.1621597457,-85.6105744455
4645,118797,HV1084167,HVAC Permit,HVAC,Issued,MAESER SERVICES CORP,Single Family,Replacement,R5,0,105,3087,3505   MAALOX CT,LOUISVILLE,KY,40220-0000,1245545,260919,26,,2018-12-13 10:18:54,38.2084036675,-85.6242906451
4646,118798,HV1085773,HVAC Permit,HVAC,Issued,MAESER SERVICES CORP,Single Family,Replacement,R4,0,155,3902,4223   ASHLEYWOOD CT,LOUISVILLE,KY,40241-0000,1249967,296373,16,,2019-01-08 14:16:06,38.3059300262,-85.6107256078
4647,118799,HV1084094,HVAC Permit,HVAC,Issued,MAESER SERVICES CORP,Single Family,Replacement,R5,0,105,898,4902   RUNIC WAY,LOUISVILLE,KY,40218-0000,1231861,246669,2,,2018-12-12 14:51:04,38.1687071485,-85.6711431196
4648,118800,HV1084127,HVAC Permit,HVAC,Issued,OEFFINGER CRONE HEAT COOL INC,Single Family,Replacement,C1,0,155,7000,13602   STONERIDGE MANOR DR,LOUISVILLE,KY,40272-0000,1170033,216585,14,,2018-12-13 08:09:44,38.083290743,-85.884310276
4649,118801,HV1084006,HVAC Permit,HVAC,Issued,MAESER SERVICES CORP,Single Family,Replacement,R2A,0,105,5153,10802   SOMERHILL CT,ANCHORAGE,KY,40223-0000,1265971,280604,17,,2018-12-11 18:47:41,38.2632686945,-85.5541808413
4650,118802,HV1083918,HVAC Permit,HVAC,Issued,DON LEBER & SONS INC,Single Family,Replacement,R4,0,105,6000,4928   LAGOONA DR,LOUISVILLE,KY,40219-0000,1229989,245117,2,,2018-12-11 09:53:15,38.1643663314,-85.6775700825
4651,118803,HV1084600,HVAC Permit,HVAC,Issued,FOUR SEASONS HVAC,Single Family,Replacement,R4,0,105,2575,10913   BARDSTOWN WOODS CT,LOUISVILLE,KY,40291-0000,1260137,225562,22,,2018-12-18 12:18:58,38.1119091726,-85.5717467708
4652,118804,HV1084235,HVAC Permit,HVAC,Issued,BIEHLE ELECTRIC INC,Commercial,New,EZ1,0,1725,577674,163   ROCHESTER DR,LOUISVILLE,KY,40214-0000,1206229,247807,21,SOUTHSIDE,2018-12-21 13:17:25,38.1707116672,-85.7603523126
4653,118805,HV1084294,HVAC Permit,HVAC,Issued,"ROBBINS HEATING & A/C CO., INC.",Single Family,Replacement,R4,0,105,6200,1305   GARDEN HILL PL,LOUISVILLE,KY,40245-0000,1288008,276840,19,,2018-12-14 10:10:54,38.2537652708,-85.4772614571
4654,118806,HV1084156,HVAC Permit,HVAC,Issued,TOM DREXLER PLUMBING,Single Family,Replacement,R4,0,155,500,15901   TAYLORSVILLE RD,LOUISVILLE,KY,40023-0000,1296673,250902,20,,2018-12-13 09:37:47,38.1828582973,-85.4459162905
4655,118807,HV1084415,HVAC Permit,HVAC,Issued,TOM DREXLER PLUMBING,Single Family,Replacement,,0,105,500,3501   SYCAMORE CT,NOT IN JEFF CO,KY,40059-0000,,,0,,2018-12-17 11:25:09,0,0
4656,118808,HV1084248,HVAC Permit,HVAC,Issued,KEN J BUEHNER HEATING AC,Single Family,Replacement,R4,0,105,6500,310 S LYNDON LN,HURSTBOURNE,KY,40222-0000,1252073,273507,18,,2018-12-13 15:34:09,38.2432320012,-85.6022173723
4657,118809,HV1084084,HVAC Permit,HVAC,Issued,WM BRANCH SON INC,Single Family,Replacement,R5,0,105,1600,1730   GREGG AVE,LOUISVILLE,KY,40210-0000,1196454,268162,3,ALGONQUIN,2018-12-12 13:15:26,38.2261539366,-85.7955370538
4658,118810,HV1084353,HVAC Permit,HVAC,Issued,A N Roth Company,Single Family,Replacement,R5,0,105,5235,3004   ASHVIEW TER,LOUISVILLE,KY,40217-0000,1215978,262504,10,AUDUBON,2018-12-14 14:52:15,38.2114988017,-85.7272655188
4659,118811,HV1084296,HVAC Permit,HVAC,Issued,"ROBBINS HEATING & A/C CO., INC.",Single Family,Replacement,R6,0,105,1850,3716   HURSTBOURNE RIDGE BLVD,LOUISVILLE,KY,40299-0000,1250728,255639,11,,2018-12-14 10:13:12,38.1941172201,-85.605984111
4660,118812,HV1084414,HVAC Permit,HVAC,Issued,TOM DREXLER PLUMBING,Single Family,Replacement,R5A,0,155,500,8405   ROCK BROOK CIR,LOUISVILLE,KY,40220-0000,1251205,259432,11,,2018-12-17 11:25:03,38.2045510171,-85.6045186358
4661,118813,HV1083806,HVAC Permit,HVAC,Issued,PRUDENTIAL HVAC,Single Family,Replacement,R3,0,105,9550,49   HARWOOD RD,GLENVIEW MANOR,KY,40222-0000,1242731,289959,16,,2018-12-11 06:49:52,38.2880229711,-85.6356032103
4662,117086,FS1086489,Fire Suppression Permit,FIRE SUPP,Issued,LEGRAND FIRE PROTECTION INC,Commercial,Single System Repair,OR3,0,50,8000,3991   DUTCHMANS LN,ST MATTHEWS,KY,40207-0000,1242693,270770,26,,2019-01-17 20:58:18,38.2353343203,-85.6347305136
4663,118814,HV1083924,HVAC Permit,HVAC,Issued,DFH COMPANY,Single Family,Replacement,R5,0,105,8050,800   EDENWOOD CIR,DOUGLASS HILLS,KY,40243-0000,1271810,268604,20,,2018-12-11 10:21:01,38.2305450703,-85.5332641858
4664,118815,HV1084299,HVAC Permit,HVAC,Issued,"ROBBINS HEATING & A/C CO., INC.",Commercial,Replacement,C1,0,270,11000,7950   DIXIE HWY,LOUISVILLE,KY,40258-0000,1181761,235545,14,,2018-12-14 10:22:39,38.1359121282,-85.8447109668
4665,118816,HV1084427,HVAC Permit,HVAC,Issued,TOM DREXLER PLUMBING,Single Family,Replacement,R5,0,155,500,3117   DOREEN WAY,LOUISVILLE,KY,40220-0000,1237120,264582,26,BON AIR,2018-12-17 11:25:02,38.2181122906,-85.653802369
4666,118817,HV1084050,HVAC Permit,HVAC,Issued,BAKERS HEATING AC,Single Family,Replacement,R4,0,105,4000,5103   MOUNT HOLYOKE DR,LOUISVILLE,KY,40216-0000,1179760,248329,12,,2018-12-12 10:40:59,38.1709167241,-85.8524401327
4667,118818,HV1084499,HVAC Permit,HVAC,Issued,BRYANT HEATING & AC,Single Family,Replacement,R4,0,105,1000,5900   GRANDEL BLVD,LOUISVILLE,KY,40258-0000,1176022,242889,12,,2018-12-17 15:40:19,38.1558013315,-85.8651086839
4668,118819,HV1084472,HVAC Permit,HVAC,Issued,BIRKHEAD CO INC,Single Family,Replacement,R4,0,155,4365,4446   BUTTONBUSH GLEN DR,LOUISVILLE,KY,40241-0000,1263982,295393,17,,2018-12-17 14:49:20,38.3037975689,-85.5618411149
4669,118820,HV1084577,HVAC Permit,HVAC,Issued,Becht Givens Service Experts,Single Family,Replacement,R4,0,105,1823,14200   MARKLEHAM WAY,LOUISVILLE,KY,40245-0000,1284765,269970,20,,2018-12-18 10:51:41,38.2347827027,-85.4882322176
4670,118821,HV1084081,HVAC Permit,HVAC,Issued,FOUR SEASONS HVAC,Single Family,Replacement,R4,0,105,2900,6931   WINDHAM PKY,PROSPECT,KY,40059-0000,1246813,314462,16,,2018-12-12 13:04:14,38.3554680803,-85.6226551761
4671,118906,FP972359,Fireplace Permit,FIREPLACE,Issued,FIREPLACE DISTRIBUTORS,Multi Family,Gas,R5A,0,35,1000,214   BECKLEY RIDGE LN,MIDDLETOWN,KY,40245-0000,1281790,273126,19,,2016-01-14 09:39:56,38.2433380288,-85.4987376365
4672,118938,MR974449,Mechanical Refrigeration,MREFRIG,Issued,MORRIS HEATING/ COOLING/ ELECTRICAL,Commercial,Replacement,C1,0,80,6500,4445   CANE RUN RD,LOUISVILLE,KY,40216-0000,1183001,257219,1,,2016-02-02 11:26:08,38.1954795139,-85.8417026098
4673,118965,MR931784,Mechanical Refrigeration,MREFRIG,Issued,KLM MECHANICAL SERVICES INC,Commercial,New,C1,0,200,17100,10009   BROWNSBORO RD,LOUISVILLE,KY,40241-0000,1263845,299694,16,,2015-02-27 16:07:15,38.315601502,-85.5625320609
4674,119000,WR1016743,Wrecking Permit,WRECKING,Issued,QUANTUM ENTERPRISES INC,Single Family,"LT 3000 SqFt, LT 35 Ft Height",C2,720,50,10000,10101   WINGFIELD RD,LOUISVILLE,KY,40291-0000,1259453,235598,22,,2017-04-12 14:20:46,38.1394385567,-85.5746254681
4675,119023,HV1084475,HVAC Permit,HVAC,Issued,A N Roth Company,Commercial,Replacement,R5,0,125,581,718 S 44TH ST,LOUISVILLE,KY,40211-0000,1187997,276889,5,CHICKASAW,2018-12-17 14:43:57,38.2497214795,-85.8254917669
4676,119024,HV1084483,HVAC Permit,HVAC,Issued,"ROBBINS HEATING & A/C CO., INC.",Single Family,New,R5A,0,105,5000,321   BECKLEY RIDGE LN,MIDDLETOWN,KY,40245-0000,1281979,273375,19,,2018-12-17 14:55:02,38.2440287562,-85.4980913673
4677,119025,HV1083925,HVAC Permit,HVAC,Issued,CAIR HEATING & COOLING LLC,Commercial,Replacement,C2,0,180,2800,4109   BARDSTOWN RD,LOUISVILLE,KY,40218-0000,1239130,255204,10,,2018-12-11 10:33:03,38.1924470055,-85.64631217
4678,119026,HV1084297,HVAC Permit,HVAC,Issued,"ROBBINS HEATING & A/C CO., INC.",Single Family,Replacement,R3,0,105,4800,208   CAYUGA RD,INDIAN HILLS,KY,40207-0000,1237458,286786,7,,2018-12-14 10:17:34,38.2790916764,-85.653803912
4679,119027,HV1084747,HVAC Permit,HVAC,Issued,KLM MECHANICAL SERVICES INC,Single Family,Replacement,R4,0,105,500,1216   DAHL RD,LOUISVILLE,KY,40213-0000,1224438,248913,2,,2018-12-19 14:09:50,38.1745511149,-85.6970821175
4680,119028,HV1084816,HVAC Permit,HVAC,Issued,ENERGY CONTROL HTG & A/C,Single Family,Replacement,R5,0,105,3000,7910   EAGLE TRACE DR,LOUISVILLE,KY,40291-0000,1259718,232238,22,,2018-12-20 08:49:44,38.130223298,-85.5735363111
4681,119029,HV1084623,HVAC Permit,HVAC,Issued,BAKERS HEATING AC,Single Family,Replacement,R4,0,105,4000,10801   STONESTREET RD,LOUISVILLE,KY,40272-0000,1188182,221356,14,,2018-12-18 14:40:41,38.0972574184,-85.8215483222
4682,119030,HV1084279,HVAC Permit,HVAC,Issued,PRUDENTIAL HVAC,Commercial,Replacement,R6,0,180,2900,1500   BEECH ST,LOUISVILLE,KY,40211-0000,1193622,270293,3,PARK DUVALLE,2018-12-19 06:45:59,38.2318739497,-85.8055193097
4683,119031,HV1084490,HVAC Permit,HVAC,Issued,"ROBBINS HEATING & A/C CO., INC.",Single Family,New,R5A,0,105,5000,327   BECKLEY RIDGE LN,MIDDLETOWN,KY,40245-0000,1282000,273435,19,,2018-12-17 14:55:07,38.2441942829,-85.4980210842
4684,119033,HV1084346,HVAC Permit,HVAC,Issued,CHAPMAN ENGINEERING CORP,Single Family,Replacement,R5,0,105,2895,1015   BERRY BLVD,LOUISVILLE,KY,40215-0000,1201266,257236,15,WYANDOTTE/OAKDALE,2018-12-21 12:38:24,38.1963756096,-85.7781574462
4685,119052,HV1085796,HVAC Permit,HVAC,Issued,DFH COMPANY,Single Family,Replacement,R4,0,155,16000,1005   JAMESTOWN CT,ST MATTHEWS,KY,40207-0000,1238787,271423,26,,2019-01-04 10:11:16,38.2369652171,-85.6483622331
4686,119053,HV1084820,HVAC Permit,HVAC,Issued,STIVERS HEATING AC,Single Family,Replacement,R3,0,105,8665,3317   WREN RD,AUDUBON PARK,KY,40213-0000,1215036,258565,10,,2018-12-21 10:52:42,38.2006421021,-85.7303232759
4687,119054,HV1085231,HVAC Permit,HVAC,Issued,MR C REFRIGERATION DBA STERLI,Single Family,Replacement,R7,0,105,3000,4127 W MARKET ST,LOUISVILLE,KY,40212-0000,1190442,281753,5,SHAWNEE,2018-12-27 11:08:09,38.2631906388,-85.8172672182
4688,119055,HV1085327,HVAC Permit,HVAC,Issued,BLACKBURN & DAVIS INC,Single Family,Replacement,R4,0,105,5509,221 N CHADWICK RD,BELLEMEADE,KY,40223-0000,1256066,277499,18,,2018-12-28 09:23:37,38.2543530441,-85.5885176547
4689,119056,HV1085187,HVAC Permit,HVAC,Issued,NORMANS SERVICE COMPANY,Single Family,Replacement,R6,0,105,4830,1217   CYPRESS ST,LOUISVILLE,KY,40211-0000,1195989,272162,1,PARKLAND,2018-12-27 09:54:33,38.2371149945,-85.7973894419
4690,119057,HV1085204,HVAC Permit,HVAC,Issued,DFH COMPANY,Single Family,Replacement,R4,0,105,6000,8000   STONEMEADOW DR,LOUISVILLE,KY,40218-0000,1247489,254240,22,,2018-12-27 10:25:35,38.1901444767,-85.6171808271
4691,119058,HV1085781,HVAC Permit,HVAC,Issued,PROJECT HEATING,Single Family,Replacement,R5,0,105,6700,315   MERRIMAN RD,ST MATTHEWS,KY,40207-0000,1242684,278671,7,,2019-01-10 20:59:51,38.2570276974,-85.6351755123
4692,119059,HV1085917,HVAC Permit,HVAC,Issued,METRO 1 HEATING & COOLING,Single Family,Replacement,R6,0,105,8000,1313 E WASHINGTON ST,LOUISVILLE,KY,40206-0000,1215966,279202,4,BUTCHERTOWN,2019-01-08 21:01:18,38.2573452507,-85.7282399531
4693,119060,HV1085510,HVAC Permit,HVAC,Issued,ELDER HEATING AC,Multi Family,Replacement,C1,0,105,2450,901 E MUHAMMAD ALI BLVD,LOUISVILLE,KY,40204-0000,1213539,276210,4,PHOENIX HILL,2018-12-31 12:05:13,38.2490230105,-85.7365228724
4694,119204,SI1077185,Sign Permit,SIGN,Issued,GABBARD SIGNS INC,Commercial,On Premises Sign,C1,0,75,1,7800   ST ANDREWS CHURCH RD,LOUISVILLE,KY,40214-0000,1188927,241251,12,,2018-11-01 15:13:10,38.1519167374,-85.8201383644
4695,119205,SI1080961,Sign Permit,SIGN,Issued,DERBY CITY SIGN & ELECTRIC INC,Commercial,On Premises Sign,EZ1,0,80,3500,3115 S 2ND ST,LOUISVILLE,KY,40208-0000,1205888,259869,15,WILDER PARK,2018-11-14 13:55:09,38.2038143662,-85.7622271233
4696,119206,SI1078165,Sign Permit,SIGN,Issued,SMART LED SIGNS,Commercial,On Premises Sign,R4,0,75,2200,425 W KENWOOD DR,LOUISVILLE,KY,40214-0000,1202169,244813,21,IROQUOIS,2018-10-22 15:24:04,38.1623075217,-85.7743003962
4697,119207,SI1084882,Sign Permit,SIGN,Issued,COMMONWEALTH SIGN CO INC,Commercial,On Premises Sign,C1,0,102,1500,7506   PRESTON HWY,LOUISVILLE,KY,40219-0000,1226447,237251,13,,2019-01-17 20:56:44,38.1426173018,-85.6894604896
4698,119208,SI1088342,Sign Permit,SIGN,Issued,DERBY CITY SIGN & ELECTRIC INC,Commercial,On Premises Sign,C2,0,75,3000,752   BARRET AVE,LOUISVILLE,KY,40204-0000,1214392,273765,4,PARISTOWN POINTE,2019-02-08 13:36:26,38.2423476583,-85.7334158555
4699,116692,FP1075388,Fireplace Permit,FIREPLACE,Issued,FIREPLACE DISTRIBUTORS,Single Family,Solid,R5A,0,50,1000,313   CORALBERRY RD,LOUISVILLE,KY,40207-0000,1233307,280770,9,CRESCENT HILL,2018-09-27 10:41:38,38.2623990821,-85.6679400297
4700,119209,SI1088140,Sign Permit,SIGN,Issued,COMMONWEALTH SIGN CO INC,Commercial,On Premises Sign,C2,0,75,1500,10501   DIXIE HWY,LOUISVILLE,KY,40272-0000,1174518,223459,25,,2019-01-30 14:09:24,38.1023815936,-85.8691505348
4701,119210,SI1088189,Sign Permit,SIGN,Issued,RUEFF SIGN COMPANY INC,Commercial,On Premises Sign,C2,0,165,4000,4500   DIXIE HWY,SHIVELY,KY,40216-0000,1189634,251156,3,,2019-02-05 09:40:35,38.1791452652,-85.8182665756
4702,116693,FP1073648,Fireplace Permit,FIREPLACE,Issued,FIREPLACE DISTRIBUTORS,Single Family,Gas,R4,0,50,1000,16518   KILCOTT WAY,LOUISVILLE,KY,40245-0000,1297874,270510,19,,2018-09-06 07:27:13,38.2367404289,-85.4426216349
4703,116694,FP1077753,Fireplace Permit,FIREPLACE,Issued,FIREPLACE DISTRIBUTORS,Single Family,Gas,PD,0,50,1000,4128   CALGARY WAY,LOUISVILLE,KY,40241-0000,1257078,294947,17,,2018-10-16 07:32:45,38.3023005002,-85.5858750519
4704,116695,FP1077736,Fireplace Permit,FIREPLACE,Issued,FIREPLACE DISTRIBUTORS,Single Family,Gas,R4,0,50,1000,1019   CLASSIC WAY,LOUISVILLE,KY,40245-0000,1302722,276692,19,,2018-10-16 07:32:59,38.2538860159,-85.4260191339
4705,116696,FP1084835,Fireplace Permit,FIREPLACE,Issued,FIREPLACE DISTRIBUTORS,Single Family,Gas,PVD,0,50,1000,6411   MISTFLOWER CIR,LOUISVILLE,KY,40059-0000,1263751,305533,16,,2018-12-20 10:06:38,38.3316299856,-85.5631497865
