EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
66615,2019/02/05 05:00:00+00,1447859,FOOD SERVICE,BELLARMINE WOW WINGERY,2001,NEWBURG RD,LOUISVILLE,KY,40205,REGULAR,84,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Hands not washed before food prep.,605,753
35038,2019/05/17 04:00:00+00,1470977,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,"Walls and/or ceiling are not designed, constructed and/or installed properly. (ceiling  tiles in disrepair or missing)  Walls and ceiling are not clean. (mold on ceiling) (ceiling tiles stained)  ",605,754
83179,2019/02/26 05:00:00+00,1452134,FOOD SERVICE,PUERTO VALLARTA,7813,BEULAH CHURCH RD,LOUISVILLE,KY,40228,REGULAR,82,34,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",No,Items that are unnecessary to the operation in or around the establishment.  Cleaning and maintenance equipment not properly stored.  ,605,755
34216,2019/06/03 04:00:00+00,1475157,FOOD SERVICE,SOL AZTECAS,2427,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,71,18,"Wiping cloths clean, use restricted",No,NEED TO SET UP SANITIZER BUCKET WHILE SERVING OR PREPPING FOOD  ,605,756
67329,2018/10/16 04:00:00+00,1421694,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,34,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",No,Mop water not disposed of promptly after use.  ,605,757
66615,2019/02/05 05:00:00+00,1447859,FOOD SERVICE,BELLARMINE WOW WINGERY,2001,NEWBURG RD,LOUISVILLE,KY,40205,REGULAR,84,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,Surfaces not sanitized.  Sanitizer not present.,605,758
103704,2018/11/06 05:00:00+00,1426807,FOOD SERVICE,METRO DINER,4901,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,71,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Improper storage of employee food/drink(s). (drinks stored next to clean dishware)  Hands not washed properly. (employee observed handling raw eggs and sanitizer and then changing gloves without washing hands)  ,605,759
66615,2019/02/05 05:00:00+00,1447859,FOOD SERVICE,BELLARMINE WOW WINGERY,2001,NEWBURG RD,LOUISVILLE,KY,40205,REGULAR,84,18,"Wiping cloths clean, use restricted",No,Wiping cloths soiled (soap) no t stored in solution.,605,760
34216,2019/06/03 04:00:00+00,1475157,FOOD SERVICE,SOL AZTECAS,2427,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,71,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,IMPROPER STORAGE OF PERSONAL DRINKS  CORRECTED  PERSONAL DRINK WITH NO LID AND STRAW  ,605,761
67329,2018/10/16 04:00:00+00,1421694,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,In use food (ice) dispensing utensil not properly stored.  Utensil handle in contact with food.  ,605,762
35038,2019/05/17 04:00:00+00,1470977,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,"Not clearly marked to indicate the date or day by which food shall be consumed, sold or discarded on the premises. (sliced deli meat)    ",605,763
66615,2019/02/05 05:00:00+00,1447859,FOOD SERVICE,BELLARMINE WOW WINGERY,2001,NEWBURG RD,LOUISVILLE,KY,40205,REGULAR,84,20,"Storage, handling of clean equipment/utensils/single service articles",No,Single service items not stored 6 or more off of floor.,605,764
34216,2019/06/03 04:00:00+00,1475157,FOOD SERVICE,SOL AZTECAS,2427,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,71,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage.  DO NOT PUT HOT FOOD IN WALK IN COOLER WITHOUT PROPER COOLING FIRST  135F TO 70 F IN 2 HOURS  70F TO 41 OR BELOW IN 4 HOURS  PRODUCT REMOVED IN PUT ON ICE  ,605,765
103704,2018/11/06 05:00:00+00,1426807,FOOD SERVICE,METRO DINER,4901,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,71,5,Thermometers provided and conspicuous,No,Lack of accurate thermometers in all refrigeration and freezing units storing potentially hazardous foods.  ,605,766
33164,2019/06/20 04:00:00+00,1480326,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,77,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service.  ,605,767
103704,2018/11/06 05:00:00+00,1426807,FOOD SERVICE,METRO DINER,4901,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,71,19,Food/Non-food contact surfaces of equip/utensils clean,No,Non-food contact surfaces have accumulation of soil. (shelving)  ,605,768
106595,2019/01/08 05:00:00+00,1441427,SELF-CONTAINED MOBILE FOOD UNITS,POPPE CAFE,0,MOBILE UNIT 9952,LOUISVILLE,KY,40202,REGULAR,92,21,"WATER SOURCE, SAFE, HOT & COLD",Yes,Need hot water.,605,769
67329,2018/10/16 04:00:00+00,1421694,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,20,"Storage, handling of clean equipment/utensils/single service articles",No,Single service items not stored at least 6`` off the floor.  ,605,770
67329,2019/03/26 04:00:00+00,1458450,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,19,Food/Non-food contact surfaces of equip/utensils clean,No,Unclean cavities and door seals of microwave ovens.  Non-food contact surfaces have accumulation of soil. (soda nozzles)  ,605,771
35038,2019/05/17 04:00:00+00,1470977,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,Scoop with handle not provided.  Utensil handle in contact with food. (ice scoop)  ,605,772
33164,2019/06/20 04:00:00+00,1480326,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,77,4,Facilities to maintain product temp.,No,Lack of properly maintained refrigeration units for potentially hazardous foods.  Refrigerator not holding food at 41 degrees fahrenhei or below.  ,605,773
34216,2019/06/03 04:00:00+00,1475157,FOOD SERVICE,SOL AZTECAS,2427,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,71,5,Thermometers provided and conspicuous,No,Lack of accurate thermometers in all refrigeration and freezing units storing potentially hazardous foods.  ,605,774
103704,2018/11/06 05:00:00+00,1426807,FOOD SERVICE,METRO DINER,4901,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,71,30,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",No,Floors not clean.  ,605,775
33164,2019/06/20 04:00:00+00,1480326,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,77,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"Employee eating, drinking, smoking in unauthorized area.  Observed personal drinks not stored properly.",605,776
67329,2019/03/26 04:00:00+00,1458450,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,18,"Wiping cloths clean, use restricted",No,Cloths in use not stored in sanitizer solution.  ,605,777
74656,2019/02/18 05:00:00+00,1450222,FOOD SERVICE,PF CHANG'S,9120,SHELBYVILLE RD,LOUISVILLE,KY,40222,REGULAR,77,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,"Toxic items do not bear a legible manufacturer`s label.  TOXIC ITEM LABELED SANI, NOT SANI  ",605,778
35038,2019/05/17 04:00:00+00,1470977,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Toxic items do not bear a legible manufacturer`s label.  ,605,779
103059,2019/02/21 05:00:00+00,1451167,FOOD SERVICE,CHINA CHEF,7813,BEULAH CHURCH RD,LOUISVILLE,KY,40228,REGULAR,79,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service.  Potentially hazardous food not maintained at 135 degrees Fahrenheit or higher at all times except during necessary periods of preparation and service.  *Chicken setting out at room temperature.*,605,780
103704,2018/11/06 05:00:00+00,1426807,FOOD SERVICE,METRO DINER,4901,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,71,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,Food contact surfaces not clean and sanitized.   (knife observed being rinsed at a handsink and not sanitized) (slicer and knives soiled)  ,605,781
67329,2019/03/26 04:00:00+00,1458450,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,Equipment not maintained in good repair and proper adjustment. (walk-in cooler)  ,605,782
74656,2019/02/18 05:00:00+00,1450222,FOOD SERVICE,PF CHANG'S,9120,SHELBYVILLE RD,LOUISVILLE,KY,40222,REGULAR,77,32,"Lighting provided as required, fixtures shielded",No,"Light fixtures not shielded as required.  STORAGE   KITCHEN, NOT SECURED",605,783
103059,2019/02/21 05:00:00+00,1451167,FOOD SERVICE,CHINA CHEF,7813,BEULAH CHURCH RD,LOUISVILLE,KY,40228,REGULAR,79,12,"Clean clothes, hair restraints",No,No hair restraints.  All food handlers must wear a hair restraint including managers.  ,605,784
35038,2019/05/17 04:00:00+00,1470977,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,20,"Storage, handling of clean equipment/utensils/single service articles",No,Clean equipment stored on absorbent material.  Re-use of single service items  ,605,785
103704,2018/11/06 05:00:00+00,1426807,FOOD SERVICE,METRO DINER,4901,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,71,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,"Unwholesome spoiled fruits, vegetables or other foods. (mold on strawberries and tomatoes) (discarded)  ",605,786
35038,2019/05/17 04:00:00+00,1470977,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,Food contact surfaces not clean and sanitized. (reach-in  bar cooler soiled) (dishes being washed with soapy water but not sanitized)    ,605,787
103059,2019/02/21 05:00:00+00,1451167,FOOD SERVICE,CHINA CHEF,7813,BEULAH CHURCH RD,LOUISVILLE,KY,40228,REGULAR,79,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage.  ,605,788
67329,2019/03/26 04:00:00+00,1458450,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,6,Potentially hazardous food properly thawed,No,Improper thawing methods being used for potentially hazardous foods. (ground beef being thawed at room tempurature in stagnant water)  ,605,789
103704,2018/11/06 05:00:00+00,1426807,FOOD SERVICE,METRO DINER,4901,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,71,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage. (hash browns stored against raw bacon) (raw pork stored over ready to eat food)  ,605,790
35038,2019/05/17 04:00:00+00,1470977,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,22,SEWAGE AND WASTE DISPOSAL.,Yes,All sewage and waste water not disposed of in an approved manner. (sewage back up in 3 compartment sink)  ,605,791
103059,2019/02/21 05:00:00+00,1451167,FOOD SERVICE,CHINA CHEF,7813,BEULAH CHURCH RD,LOUISVILLE,KY,40228,REGULAR,79,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,All non food contact surfaces must be in good repair.  Cease lining surfaces with cardboard.  ,605,792
67329,2019/03/26 04:00:00+00,1458450,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,16,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",No,No chemical test kit. (quaternary ammonia  test strips)  ,605,793
103059,2019/02/21 05:00:00+00,1451167,FOOD SERVICE,CHINA CHEF,7813,BEULAH CHURCH RD,LOUISVILLE,KY,40228,REGULAR,79,20,"Storage, handling of clean equipment/utensils/single service articles",No,Improper display/storage of single service items.  All single service items must be stored off the floor at least 6 inches.  ,605,794
35038,2019/05/17 04:00:00+00,1470977,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,"Individual disposable towels, a continuous towel system and/or or hand drying device not provided at lavatory or handsink.  Handwashing sink is unclean. (bar)    ",605,795
67329,2019/03/26 04:00:00+00,1458450,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,34,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",No,Mop water not disposed of promptly after use.  ,605,796
35038,2019/05/17 04:00:00+00,1470977,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,"Food contact surfaces and/or utensils are not durable, corrosion resistant or non-absorbent. (cooler lined with absorbent towels)  Equipment not maintained in good repair and proper adjustment. (defrost reach-in freezer)  ",605,797
67329,2019/03/26 04:00:00+00,1458450,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,28,"INSECTS/RODENTS-NO BIRDS, TURTLES, OTHER ANIMALS",Yes,Presence of insects.  ,605,798
35038,2019/05/17 04:00:00+00,1470977,FOOD SERVICE,STRIKE & SPARE FAMILY FUN CENTER,6220,SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,REGULAR,68,23,"Installed, maintained",No,Condensation leak inside of cooler(s).  ,605,799
67329,2019/03/26 04:00:00+00,1458450,FOOD SERVICE,FRANCISCAN COMMUNITIES HEALTHCARE CTR,3625,FERN VALLEY RD,LOUISVILLE,KY,40219,REGULAR,74,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Toxic items not properly stored. (chemical bottles stored over clean dishware) (corrected)  Toxic items do not bear a legible manufacturer`s label. (corrected)  ,605,800
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,20,"Storage, handling of clean equipment/utensils/single service articles",No,Re-use of single service items  ,605,801
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,In use utensil(s) stored in stagnant water below 135 degrees F.  ,605,802
99951,2019/06/05 04:00:00+00,1475853,FOOD SERVICE,INDI'S RESTAURANT,3353,FERN VALLEY RD,LOUISVILLE,KY,40213,REGULAR,78,2,"Container, properly labeled",No,Container without label.  ,605,803
95463,2019/07/22 04:00:00+00,1488425,FOOD SERVICE,HOLIDAY INN LOUISVILLE EAST,1325,S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,88,25,PROPER DATE MARKING AND DISPOSITION,Yes,"DATE MARK ALL TCS FOOD ITEMS (FRESH FRUIT, SANDWICHES WALK-OUT",605,804
82250,2019/12/11 05:00:00+00,1522191,FOOD SERVICE,HILTON GARDEN INN,9850,PARK PLAZA AVE,LOUISVILLE,KY,40241,REGULAR,90,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (See attached quarantine sheet) ,605,805
98334,2019/06/05 04:00:00+00,1476667,FOOD SERVICE,LE MOO,2300,LEXINGTON RD,LOUISVILLE,KY,40206,REGULAR,83,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"PHF not held at safe temperatures, shrimp 53F, steak 66F, cooked foods 64F.",605,806
74656,2019/02/18 05:00:00+00,1450222,FOOD SERVICE,PF CHANG'S,9120,SHELBYVILLE RD,LOUISVILLE,KY,40222,REGULAR,77,29,Outer openings protected,No,Outer openings not protected against the entry of pests.  NEED GLASS IN PEEP HOLE IN DUMPSTER AREA,605,807
95370,2019/10/29 04:00:00+00,1512210,SELF-CONTAINED MOBILE FOOD UNITS,BOO BOO SMOKE SHACK,0,MOBILE UNIT 0506,LOUISVILLE,KY,40202,REGULAR,93,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner.  leak in drainage pipes to waste tank  ,605,808
72225,2020/01/30 05:00:00+00,1532569,FOOD SERVICE,DOUBLE DRAGON #9,9501,TAYLORSVILLE RD,LOUISVILLE,KY,40299,REGULAR,92,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,809
95463,2019/07/22 04:00:00+00,1488425,FOOD SERVICE,HOLIDAY INN LOUISVILLE EAST,1325,S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,88,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,"REPAIR DISHMACHINE, CHLORINE WAS AT OPPM GALLON",605,810
95463,2019/07/22 04:00:00+00,1488425,FOOD SERVICE,HOLIDAY INN LOUISVILLE EAST,1325,S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,88,9,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,Yes,BARE-HAND CONTACT WITH READY TO EAT FOOD (PANCAKES),605,811
95463,2019/07/22 04:00:00+00,1488425,FOOD SERVICE,HOLIDAY INN LOUISVILLE EAST,1325,S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,88,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,NO CERTIFIED MANAGER PRESENT WITH PRIORITY VIOLATIONS,605,812
94491,2019/04/18 04:00:00+00,1463677,FOOD SERVICE,TACO LUCHADOR,938,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,87,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (raw meats; cooked vegetables; cold cuts.) --voluntary distruction/    ",605,813
94491,2019/04/18 04:00:00+00,1463677,FOOD SERVICE,TACO LUCHADOR,938,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,87,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,The chlorine solution for manual/mechanical warewashing is not at the proper concentration level.  Food contact surfaces not clean and sanitized.  ,605,814
103898,2019/01/28 05:00:00+00,1445432,FOOD SERVICE,JOELLA'S HOT CHICKEN,13401,SHELBYVILLE RD,LOUISVILLE,KY,40245,REGULAR,91,28,"INSECTS/RODENTS-NO BIRDS, TURTLES, OTHER ANIMALS",Yes,Presence of insects.(roaches)  ,605,815
103442,2019/07/25 04:00:00+00,1488832,FOOD SERVICE,PANCHITOS ICE CREAM,2245,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,89,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,No person in charge/ lack of food safety knowledge.,605,816
103442,2019/07/25 04:00:00+00,1488832,FOOD SERVICE,PANCHITOS ICE CREAM,2245,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,89,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,817
103442,2019/07/25 04:00:00+00,1488832,FOOD SERVICE,PANCHITOS ICE CREAM,2245,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,89,23,PROPER COOLING TIME AND TEMPERATURE,Yes,Proper cooling method not used for TCS food.  TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below.,605,818
88440,2019/09/10 04:00:00+00,1499429,FOOD SERVICE,DAIRY QUEEN #097,4137,TAYLOR BLVD,LOUISVILLE,KY,40215,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,"Lettuce, tomato, cheese, and lunchmeat at 50 degrees fahrenheit.  Food voluntarily discarded.",605,819
88168,2019/08/27 04:00:00+00,1497503,FOOD SERVICE,COALS ARTISAN PIZZA,3724,FRANKFORT AVE,LOUISVILLE,KY,40206,REGULAR,87,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS FOODS NOT HELD AT OR BELOW 41F-ALL FOODS QUARANTINED AND DISCARDED,605,820
88168,2019/08/27 04:00:00+00,1497503,FOOD SERVICE,COALS ARTISAN PIZZA,3724,FRANKFORT AVE,LOUISVILLE,KY,40206,REGULAR,87,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,"DISHMACHINE NOT SANITIZING (0PPM). BEING USED  NOTE: 3-COMPARTMENT SINK IS TO BE UTILIZED TO WASH, RINSE, AND SANITIZE UNTIL DISHMACHINE CAN MAINTAIN FREE CHLORINE LEVEL BETWEEN 50-100PPM",605,821
88168,2019/08/27 04:00:00+00,1497503,FOOD SERVICE,COALS ARTISAN PIZZA,3724,FRANKFORT AVE,LOUISVILLE,KY,40206,REGULAR,87,9,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,Yes,BARE HAND CONTACT USED WITH READY TO EAT FOOD (CORRECTED),605,822
97203,2019/12/05 05:00:00+00,1520687,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,INTERNATIONAL KIDS ACADEMY,3630,ELDERWOOD WAY,LOUISVILLE,KY,40215,REGULAR,88,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,No sanitizer in the facility.(corrected),605,823
97203,2019/12/05 05:00:00+00,1520687,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,INTERNATIONAL KIDS ACADEMY,3630,ELDERWOOD WAY,LOUISVILLE,KY,40215,REGULAR,88,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items not stored properly. (paint splatter remover stored next to dishes)corrected,605,824
97203,2019/12/05 05:00:00+00,1520687,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,INTERNATIONAL KIDS ACADEMY,3630,ELDERWOOD WAY,LOUISVILLE,KY,40215,REGULAR,88,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner.(leak at hand sink),605,825
106548,2019/12/16 05:00:00+00,1523672,FOOD SERVICE,LA TORTA LOCA,5213,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  Chicken at 55 degrees fahrenheit.  Refried beans at 51 degrees fahrenheit.,605,826
106713,2019/12/18 05:00:00+00,1524727,FOOD SERVICE,MCDONALD'S #6402,5001,S 3RD ST,LOUISVILLE,KY,40214,REGULAR,96,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage exposure from floor drains in dry food storage area.  Basement.,605,827
30248,2019/09/11 04:00:00+00,1499733,SCHOOL CAFETERIA OR FOOD SERVICE,NEWCOMER ACADEMY,3741,PULLIAM DR,LOUISVILLE,KY,40218,REGULAR,97,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,828
35028,2019/12/12 05:00:00+00,1522824,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,78,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Personal drink stored over top of cole slaw, bread and single service items.  Personal drinks do not have lids and straws.  Employee observed opening a seasoning packet using his teeth. (discarded)",605,829
35028,2019/12/12 05:00:00+00,1522824,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,78,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task. (hands not washed after handling raw fish and before handling clean dishes)  Barrier not used to turn off hand sink after washing hands.,605,830
35028,2019/12/12 05:00:00+00,1522824,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,78,21,PROPER COLD HOLDING TEMPERATURES,Yes,Cold slaw holding at 49 degrees F. (discarded),605,831
35028,2019/12/12 05:00:00+00,1522824,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,78,22,PROPER HOT HOLDING TEMPERATURES,Yes,Green beans holding at 127 degrees F.,605,832
35028,2019/12/12 05:00:00+00,1522824,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,78,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Chemical bottles stored above green beans and sugar as well as next to clean dishware and single service items.,605,833
35028,2019/12/12 05:00:00+00,1522824,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,78,10,Adequate hand washing facilities supplied and accessible,No,Dishes being stored in the hand sink.,605,834
35028,2019/12/12 05:00:00+00,1522824,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,78,50,Nonfood-contact surfaces clean,No,3-compartment sink soiled.  Soda syrup box leaking.,605,835
