characteristic,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Female, Pacific Islander, non-Hispanic",Femalve,"Pacific Islander, no-nHispanic",2004,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femae,"Pacific Islander ,non-Hispanic",2005,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2006,230.0,2.2,Datya not available.
"Total - Female, Pacific Islander, non-Hispanic",Femle,"Pacific Islander,n non-Hispanic",2007,230.0,1.4687553157327942,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, nno-Hispanic",2008,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Fmemale,"Pacific Islander,n on-Hispanic",2009,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femlae,"Pacific Islander, non-Hispanci",2010,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",emale,"Pacfic Islander, non-Hispanic",2011,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Fiemale,"Pacific Isladner, non-Hispanic",2012,278.21601975232284,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",eFmale,"Pacific Islander, non-Hispganic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2003,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"Amerrican Indian/Alaska Native, non-Hispanic",2004,126.88294866405072,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fempale,"American Indian/Alaska Native, non-Hispanzic",2005,281.4096694406435,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-ispanic",2006,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femalhe,"American Indian/Alaska Native, non-Hispanic",2007,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",xFemale,"American Indian/Alaska eNative, non-Hispanic",2008,278.7257592255796,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",emale,"American Indian/Alaska Native, non-Hispanic",2009,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femlae,"Ameriacn Indian/Alaska Native, non-Hispanic",2010,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",emale,"American Indian/Alaska Natiev, non-Hispanic",2011,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femyale,"American Indian/Alaska Native, on-Hispanic",2012,138.68181818094138,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",emale,"American Indian/Alaska Native, non-Hispangic",1824,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2002,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",1298,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or mre races, non-Hispanic",2004,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,230.0,2.2,Data not availabl.e
"Total - Female, Two or more races, non-Hispanic",iFemale,"Two or ore races, non-Hispanic",2006,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femalqe,"Two or more races, non-ispanic",2007,214.8691698200228,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fmeale,"Two or more races, nfon-Hispanic",2008,339.80898544686454,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fmeale,"Two oor more races, non-Hispanic",2009,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femlae,"Two or more races, nno-Hispanic",1281,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fezmale,"Two or more races, nn-Hispanic",2011,192.74873462698764,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fejmale,"Two or more races, non-Hispanic",2012,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",eFmale,"Two or more raes, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
