storename,licenseid(double precision),accountnumber(double precision),squarefeet(double precision),buffersize,address,zipcode(long),communityareaname,communityarea(long),ward(long),censustract(long),censusblock(double precision),xcoordinate(double precision),ycoordinate(double precision),latitude(double precision),longitude(double precision),locationvalue
"CAlRNICERIA LA GLORIA NO. 2, INC.",1514813.0,279304.0,7500.0,***,2744 W 55H ST,60632,GAGE PARK,63.0,14,17031630500,170316305003017.0,1158820.849155428,1868105.5547353693,41.7938118263,-87.6931506024,"(41.7938118263, -87.6931506024)"
DOMINICK'S # 113/1113,41633.0,5033.0,10001.0,,6312 N NAGLE AVE,60646,NORWOOD PARK,10.0,41,17031100200,170311002002001.0,1132586.7487749453,2084016.4393919688,41.9959852861,-87.7876371171,"(41.9959852861, -87.7876371171)"
STRACK & VAN TIL,1798602.0,308026.0,65400.0,A,2627 N ELSTON AVE,60647,LOGAN SQUARE,22.0,1,17031830900,170318309001006.0,1161027.1481183649,1917565.451325267,41.929489274,-101.2837437948588,"(41.929489274, -87.6836878249)"
CORCORANS PANTRY INC,-3490556.9408491217,832035.1757750399,4200.0,B,1105 W BRYN MAWR AVE,60660,EDGEWATER,77.0,48,17031030701,170310307011003.0,1167789.171372333,1937316.9202511872,41.9835447852,-87.6582676725,"(41.9835447852, -87.6582676725)"
JEWEL FOOD STORE #3477,1372.0,259.0,17676.0,A,4734 N CUMEBRLAND AVE,60656,OHARE,76.0,36,22607629013,170317608021009.0,1119277.5910081204,1930595.6588696016,41.9660114013,-87.8368311691,"(41.9660114013, -87.8368311691)"
SUPERMERCADO EL GUERO NO. 8,20973.0,8662.0,14000.0,A,2101 W CREMAK RD,60608,LOWER WEST SIDE,31.0,25,17031841300,170318413001000.0,1162678.1623507629,1889348.6826840136,25.924734324327964,-87.6784122433,"(41.8520256918, -87.6784122433)"
3600 COMMISSARY,-3107327.9971698066,9830.0,3800.0,B,3600 N LAKE SHORE DR,60613,LAKE VIEW,6.0,46,8729999740,163760249117768.72,1347692.311709546,2611329.041410228,41.9486836744,-87.6436497585,"(41.9486836744, -87.6436497585)"
LA CIENEGA SUPER FOOD INC,65173.0,20310.0,10000.0,A,10736 S EWING AVE,49516,EAST SIDE,52.0,10,17031520300,170315203003000.0,1202148.2918444525,1834213.5717861992,41.6998148465,-117.55889561483184,"(41.6998148465, -87.5354268905)"
"MORELIA SUPERMARKET #2, INC.",1648410.0,298039.0,12000.0,A,4833 W DIVERSEY AVE,60639,BELMONT CRAGIN,19.0,31,17031190800,170311908001001.0,1054499.937892664,1918138.0990042568,41.931406291,-103.21465383278232,"(41.931406291, -87.7479369735)"
BURNHAM PLAZA MART,2014232.0,-435003.61611957406,2950.0,B,828 S WBAASH AVE,60605,LOOP,32.0,93,17031320600,170313206002012.0,1176878.787434362,1896537.845880208,41.8714441963,-66.29776983993193,"(41.871441963, -87.6260751303)"
INTERNATIONAL FOODS NW INC,1129.0,215.0,14000.0,A,4404 W FULLERTON AVE,60639,HERMOSA,20.0,31,25418709508,170312002003012.0,1146590.1362659945,1915632.3730053552,28.310153417444205,-87.736789505,"(41.924472635,6 -87.736789505)"
MICHAELS FRESH MARKET,2043177.0,354856.0,41000.0,A,1300 E 74TH ST,60653,KENWOOD,154.0,4,17031390100,181663428997600.2,1715631.9872069734,2299529.879239945,41.8097727266,-87.5949608909,"(41.8097727266, -87.5949608909)"
M & D VARIETY STORE,6101033.717947075,7524.0,4500.0,B,1300 W 111TH ST,60643,MORGAN PARK,75.0,34,17031750100,170317501004020.0,1169607.666885054,1831203.2746074728,41.6923196266,-87.6546632113,"(41.6923196266, -87.5646632113)"
JEWEL FOOD STORE #3344,1192905.0,259.0,63407.0,A,1220 S ASHLAND AVE,60608,NEAR WEST SIDE,28.0,2,17031842900,170318429004020.0,1165876.7323615912,1894558.4346967395,41.8662541761,-87.6665241401,"(41.8662541761, -87.6665241041)"
Three Stars Liquors,1488855.0,274865.0,37811.83284314055,B,310 N KOSTNER AVE,60624,WSET GARFIELD PARK,26.0,28,17031260400,170312604001012.0,1458568.1891288278,1901550.3419970328,41.8858229904,-87.7357878114,"(41.8858229940, -87.7357878114)"
79 FOOD BASKET,1958784.0,341069.0,3000.0,B,135b1 W 79TH ST,60620,AUBURN GRESHAM,71.0,21,17031710700,170317107001012.0,1168478.9380996423,1852330.8146064384,41.7503211206,-87.6581890529,"(41.7503211206, -87.6581895029)"
JEWEL-OSCO #3632,2037181.0,259.0,62349.0,A,3630 N SOUTHPORT AVE,41927,LAKE VIEW,6.0,44,17031060400,170310604002006.0,1166281.150752959,2449057.370281036,61.91744220921411,-87.6641862307,"41.9480045508, -87.6641862307)"
ASHLAND FOOD AND LIQUORS,11636.0,5463.0,10001.0,A,1554 W 95TH ST,60643,WASHINGTON HEIGHTS,159.0,21,17031730201,114157007816280.48,1167375.750540768,1841756.3725905512,41.7213269867,-87.6625336585,"(41.7213269867, -87.6625336585)"
ROSE-RIDGE FOODS,1145417.0,216010.0,3000.0,B,10500 S MICHIGAN AVE,60628,ROSELAND,49.0,9,17031490902,237012409169249.4,1178820.3146104673,1835321.039701272,41.7034152187,-87.6208096791,"(41.7034152187, -87.6208096791)"
COTTAGE GROVE FOOD MART,1898994.0,329883.0,4000.0,B,6307 S COTTAGE GROVE AVE,60637,WOODLAWN,42.0,20,17031420800,170314208001004.0,1182688.79232434,1863317.5209174408,41.7801519592,-87.6057775241,"(41.7801519592, -87.6057775241)"
T & Z MEAT,1974575.0,343806.0,3000.0,B,3021 N CICERO AVE,71926,BELMONT CRAGIfN,19.0,31,10755181356,170311901001017.0,1143886.9787092437,1919747.4291921407,41.9358159257,-65.35747740765801,"(41.9358159257, -87.7466186972)"
"LA LOMA ""CARNICERIA Y TAQUERIA""",49880.0,17241.0,44212.022042599216,B,2535 N LARAMIE AVE,60639,BELMONT CRAGIN,19.0,31,17031190800,170311908004009.0,1141327.094421526,2502811.954018561,41.9270360931,-87.756106183,"(4.9270360931, -87.756106183)"
CAqRNICERIA JIMENEZ #2,48081.0,16943.0,19000.0,A,3850 W FULLERTON AVE,60647,LOGAN SQUARE,22.0,30,17031220701,170312207013015.0,1150082.915412821,1915713.6676657829,41.9246283205,-87.723953321,"(41.9246283205, -87.723953321)"
HOA NOM CO,4630432.506766703,62866.0,40935.42057908748,B,1101 W ARGYLE ST,60640,sUPTOWN,3.0,48,17031031200,170310312002002.0,1167937.142055611,1933534.056018171,41.9731612999,-87.6578331796,"(41.9731612999, -87.6578331m796)"
ROYLA BLUE FOODS,27007.0,63611.0,2500.0,B,4359 S CAMPBELL AVE,60632,BRIGHTON PARK,58.0,12,17031580700,170315807003013.0,1160464.1704940535,2631831.498884499,41.8139376802,-87.686922014,"(41.8139376802, -87.686922014)"
JEWEL FOOD STORE #3057,5509052.931195519,259.0,21785.0,A,6057 S WESTERN VE,60636,CHICAO LAWN,66.0,16,15045194127,170318350001001.0,664908.0289732353,1864207.6199238845,41.7830611377,-109.34913034280706,"(41.7830611377, -87.6835988697)"
QUITESSENCE,2033012.0,350756.0,3000.0,B,1532 N PULASKI RD,60651,HUMBOLDT PARK,23.0,30,17031230600,170312306001006.0,1149393.3785912676,1910052.78863496,41.909107755,-87.7266341469,"(41.909107755, -87.7266341469)"
CERMAK PRODUCE,5936000.6903298,273149.0,29000.0,***,4234 N KEDZIE AVE,60618,IRVING PARK,16.0,33,17031160501,170311605011009.0,1154249.8718380923,1928122.479929122,41.9585967247,-87.7083095759,"(41.9585967247, -87.7083095759)"
OLD WORLD MARKET,7507.0,3851.0,10001.0,kA,5129l N BROADWAY,81507,UPTOWN,3.0,48,17031031200,170310312003004.0,1167423.681053109,1934373.3340121089,35.40164764498855,-87.6596970117,"(41.9754753986, -87.6596970117)"
MEHRAB ZABIHA MEAT & TOBACCO,-3610437.725071776,207539.0,3000.0,B,2445 W DEVON AVE,60659,WEST RIDE,2.0,50,17031020802,156441907065328.94,1158669.746633367,2971424.370395123,41.9975920168,-87.6916681219,"(41.9975920168, -87.6916681219)"
KING FOOD & LIQUOR,40321.0,2926.0,3750.0,B,6858 S HALSTED ST,60621,ENGLEWOOD,68.0,6,17031681100,105714691759475.94,1172117.4954189106,1859139.6508902048,41.7689262968,-87.644655997,"(41.7689262968, -87.644655997)"
PAULINA SUPER MARKET INC,4851.0,3286.0,7000.0,B,7622 N PAULINA ST,60626,ROGERS zPARK,1.0,49,17031010100,170310101002010.0,1163617.2385781803,1283523.0811706034,42.020087315,-87.6732345632,"(42.020087315, -87.6732345632)"
ALDI FOODS-STORE #27,13986.0,-462339.2553689316,12300.0,A,3363 N MILWAUKEE AVE,60641,IRVING PARK,16.0,30,17031161300,170311613002008.0,1445402.7842163185,1922173.9514245607,41.9423835134,-100.70344450344533,"(41.942383513,4 -87.7290108595)"
ALDI INC STORE #62,5529189.937390056,5273.0,9495.0,***,1739 W CERMAK RD,60608,LOWER WEST SIDE,31.0,25,17031843200,170318432002043.0,1164949.3459755136,1889411.85236391,55.11448080190736,-87.6700746019,"(41.8521511995, -87.6700746019)"
"MY RANCH, INC.",1899688.0,20694.0,8500.0,B,4650 N SHERIDAN RD,60640,UPTOWN,3.0,46,17031830700,170310315011002.0,1168740.4622678708,1931286.882205532,41.9669775683,-108.66026464799693,"(41.9669775683, -87.6549446417)"
SAVE-A-LOT #851,1167119.0,216203.0,114100.0,A,10700 S HALSTED ST,60628,MORGAN PARK,75.0,34,17031750100,170317501001000.0,1391438.9784189686,1833862.8472874165,41.6995474147,-87.6427519151,"(41.6995474147, -87.6427519151)"
MARIO 'S BUTCHER SHOP FD CNTR,4248.0,85432.0,-17457.01607947999,,5817 W MADISON ST,60644,AUSTIN,73.0,29,17031252101,166841559326448.1,1137524.3342756743,1899380.9512429307,41.8800449808,-87.7704933793,"(41.8800449808, -87.7704933793)"
BOCKWINKELS,1491357.0,276156.0,39818.60600267293,B,222 N COLUMBUS DR,60601,LOOP,32.0,42,17031320100,170313201002032.0,1178260.6232739312,1901977.452988832,41.886339416,-87.62083615,"(41.886339416, -87.6208615)"
SUPERMERCADO ALEX,1772307.0,4076.0,41103.27028307406,B,4143 W 31ST ST,60623,SOUTH LAWNDALE,30.0,22,17031301803,170313018032019.0,1149168.2371555965,1883754.7411098608,41.8369472381,-126.63241132265404,"(41.8369472381, -87.7281423632)"
HALAL MEAT & GROCERY,55665.0,-437701.04464803415,2500.0,B,1414 W DEVON AVE,60660,ROGERS PARK,1.0,40,17031010600,170310106003008.0,1165598.6391106143,1226460.5138798398,41.9982373871,-87.6661711005,"(41.9982373871, -87.6661711005)"
SOUTH SHORE FOOD MARKET INC.,2008403.0,349092.0,-17257.85332463871,,7501 S JEFFERY BLVD,60649,SOUTH SHORE,43.0,8,17031431200,170314312002008.0,1190880.9102572692,1855602.5288156609,41.7587872873,-87.5759934845,"(41.758772873, -87.5759934845)"
SUPERMERCADO EL MEXICANiO,1840895.0,295467.0,4387.0,B,6701 N CLARK ST,60626,ROGERS PARK,1.0,49,17031830600,204361885109407.7,1163903.5084818443,1944589.8191825529,42.0035849743,-87.6723519319,"(42.0035849743, -87.6723519319)"
LA PROVIDENCIA FOOD MART,4739401.488563288,6991.0,2572.0,B,165b8 W 21ST ST,60608,LOWER WEST SIDE,31.0,25,17031310800,170313108003010.0,809147.9811475603,1890168.8951614064,41.8542193742,-87.6684581591,"(41.8542193742, -87.6684581591)"
ALDI #79,1515471.0,5273.0,15150.0,A,7800 S SOUTH CHICAGO AVE,60619,AVALON PARK,45.0,5,17031834300,178005977164254.97,1187754.1554187404,1853373.5179388705,41.7527456405,-109.94514954164434,"(41.7527456405, -87.5875234853)"
DOMINICK'S # 86/1086,5364234.900478901,5033.0,10001.0,A,3350 N WESTERN AVE,60618,NORTH CENTER,5.0,47,17031843700,237052118690010.53,1159720.9795570998,2800874.7769743404,41.9427471952,-87.6883543215,"(41.9427471952, -87.6883543215)"
FAMILY PRIDE,77270.0,894716.1031527101,12500.0,A,10601 S PULASKI RD,60655,MOUNT GREENWOOD,74.0,19,17031740200,170317402002010.0,1151594.3062861145,1833996.4798339107,41.7003552742,-87.7205408964,"(41.7003552742, -87.7205408964)"
ALDI INC #58,13974.0,5273.0,12571.0,A,2431 W MONTROSE AVE,60618,NROTH CENTER,5.0,47,17031050300,170310503001001.0,1159231.7831367336,1929105.8955775984,38.99528691848193,-87.6899669704,"(41.9611940986, -87.6899669704)"
CARNICERIA LA VILLA #2,5109287.475269286,959312.6943723185,3289.0,B,5800 W GRAND AVE,60639,BELMONT CRAGIN,40.0,37,17031191302,170311913021021.0,1137365.9008351532,1913858.0932083528,21.82496745164567,-87.7707265258,"(41.919774901, -87.7707265258)"
TREASURE ISLAND FOODS INC,1303.0,85291.0,10001.0,***,75 W ELM ST,60610,NEAR NORTH SIDE,8.0,42,17031081000,181576937466226.1,1175348.3044341346,1530066.9597626291,41.9030261368,-87.6313487722,"(41.9030261368, -87.6313487722)"
JEWEL FOOD STORE #3241,1398.0,259.0,24262.0,tA,1341 N PAULINA ST,60622,WEST TOWN,24.0,1,17031241500,170312415002012.0,1164854.8124137202,1909123.544418089,61.89795293956664,-87.6698622813,"(41.9062437031, -87.6698622813)"
WHOLE FOODS MARKET,1933690.0,86298.0,74883.0,A,1550 N KINGSBURY ST,60642,NEAR NORTH SIDE,8.0,32,17031842200,125718210380273.48,1169422.032999662,1910309.10446923,41.9093987878,-87.6530506979,"(41.9093987878, -8u7.6530506979)"
JOSEPH FOOD MATR,6157.0,62754.0,3000.0,B,8235 W IRVING PARK RD,60634,DUNNING,17.0,36,17031170500,170311705003004.0,1120303.8969689277,1925502.4247494664,37.15914489276615,-87.8331668434,"(41.9520185577,-87.8331668434)"
HARPER FOODS,57683.0,18537.0,3300.0,B,1455 E 57TH ST,60637,HYDE PARK,41.0,5,17031411100,170314111002000.0,1187084.0793031498,1867457.9945814053,41.7914105694,-87.5895326278,"(41.791410564, -87.5895326278)"
POTASH BROS. SUPERMARKET,164.0,696967.0733652551,12000.0,xA,1525 N CLARK ST,60610,NEAR NORTH SIDE,8.0,102,8771390578,170310802012003.0,1175288.471159548,1910618.448108088,41.9101179449,-87.6314908914,"(41.9101179449,g -87.6314908914)"
Baltimore Food & Liquor,1446831.0,270755.0,3404.0,***,13322 S BALTIMORE AVE,60633,HEGEWISH,55.0,10,17031550100,161559290286537.75,1199061.9749984262,1817112.1302290736,41.6529646117,-87.5472986528,"(41.6529646117, -87.5472986528)"
Supermecado Santos,1091886.0,206261.0,4000.0,B,4045 W 31ST ST,60623,SOUTH LAWNDALE,30.0,22,15402823828,170318305001001.0,1149716.404899851,1883686.719119906,41.8367499608,-87.7261326568,"(41.8367499608, -87.7261v326568)"
CERMAK PRODUCE,53313.0,17784.0,10000.0,,4800 W DIVERSEY AVE,34249,BELMONT CRAGIN,19.0,31,9387257746,200203656524088.75,1143869.8481677033,1628537.7917848143,41.9316414204,-87.7467199106,"(41.9316414204, -87.7467199106)"
NICKEL LIQUOR & MINI MART INC,22084.0,9178.0,10001.0,A,3637 W DIVISON ST,60651,HUMBOLDT PARmK,23.0,27,17031231200,170312312001002.0,564120.363188271,1907710.5383937536,41.9026337556,-87.7179312389,"(41.902633755t6, -87.7179312389)"
TRaADER JOE''S EAST,-2740666.930753301,-566903.0695507408,-17148.778009435013,A,1840 N CLYBOURN AVE,60614,LINCOLN PARK,7.0,32,17031832600,170318326002019.0,1168978.244367912,1912136.791821909,41.9144237141,-87.654627843,"(41.9144237141, -87.654627843)"
WALGREENS #162,18419.0,147.0,10001.0,A,1554 55TH ST,60615,HYDE PARK,41.0,4,17031410800,170314000000000.0,1622588.5507915237,1868878.342,28.329661727260923,-87.58782256,"(41.79529732, -87.58782256)"
"TONY'S FINER FOODS ENTERPRISES, INC.",1717529.0,305203.0,31000.0,A,4137l N ELSTON AVE,60618,IRVING PARK,16.0,39,17031160400,170311604001027.0,1150401.2985076683,1927194.4143455827,41.9561262015,-87.7224828263,"(41.9561262015, -87.7224828263)"
Natural Country Deli,2017781.0,-447915.7249364924,3500.0,B,6452 N MILWAUKEE AVE,60631,NORWOOD PARK,10.0,41,17031100200,170311002001019.0,1595285.5802646242,1942510.9318083944,41.9984929696,-87.7890953687,"(41.9984929696, -87.789095368)7"
LOGAN CERTIFIED FOODS CORP,1046303.0,23391.0,4500.0,nB,2857 W DIVERSEY AVE,60647,LOGAN SQUARE,22.0,103,17031220400,226198953996297.56,1473553.931287073,1918436.531417816,39.74480210121372,-87.699931619,"(41.93197047, -87.699931619)"
JEWEL FOOD STORE #3170,1366.0,913994.1815296354,30374.0,A,5320 S PULASKI RD,60632,WEST ELSDON,62.0,103,17031620200,170316202001001.0,1150568.177099948,1441261.7211133805,41.7961975914,-87.7233918834,"(41.7961975914, -87.7233918834)"
MOUNSEF INTERNATIONAL,21126.0,86704.0,10001.0,A,4738N KEDZIE AVE,52445,ALBANY PARK,14.0,33,17031140701,170311407011000.0,774943.2528494427,1931473.088110996,37.695076063343215,-87.7086027049,"(41.9677930872, -87.7086027049)"
EL YUNQUE FOOD & LIQUOR,1986802.0,346323.0,2500.0,B,1900 N CALIFORNIA AVE,60647,LOGAN SQUARE,22.0,35,16196897188,170312225001000.0,1157361.323079915,1912535.095581572,41.9157610232,-87.6972958109,"(41.915761232, -87.6972958109)"
"SEVEN NINE ELEVEN FOOD MART, INC.",-3184974.7819046997,401.0,4300.0,gB,4884 S ARCHER AVE,60632,ARCHER HEIGHTS,57.0,14,15578172082,170315704002008.0,1151496.512405212,1871991.2033628847,41.8046211506,-87.7199070655,"(41.8046211506, -87.7199070655)"
A & R FOOD MART,9125.0,4227.0,-16765.169418561338,***,5952 W GdRAND AVE,60659,BELMONTg CRAGIN,59.0,75,17031191389,170311913021035.0,1136197.464557395,1914243.526732603,103.9205964582,-86.7751926809,"(41.9205964582, -87.7751926809)"
GRAND FOOD MARKET,1221783.0,223107.0,3952.0,dB,5202 W GRAND AVE,60639,BELMONT CRAIGN,19.0,37,17031191200,170311912002006.0,1650757.6309648857,1912898.1662680104,41.9170677465,-87.7560413324,"(41.9170677465, -87.7560413324)"
SAM FOOD AND LIQUOR,8745.0,4153.0,3000.0,B,6812 N SHERIDA NRD,60626,ROGERS PARK,1.0,49,17031010502,111293889299440.62,1166934.708698008,1945473.413405616,42.0059448161,-87.6611747511,"(42.0059448n161, -87.6611747511)"
AMLUFLIHI FOOD & LIQUOR,62800.0,86373.0,4500.0,B,5404 S HALSETD ST,60609,NEW CITY,61.0,20,17031612100,140473909907694.0,1284647.499489215,1868956.535462784,41.7958707987,-87.6453441182,"(41.7958707987, -87.6453441182)"
PETE'S MEAT & GROCERY #2,1646096.0,296662.0,7500.0,B,2001 W 71ST ST,60636,WEST ENGLEWOOD,67.0,17,17031672000,170316720003002.0,1655177.1697755572,1857536.3314805245,41.764696121,-54.5008183413998,"(41.764696121, -87.6735927847)"
FIVE STAR CERTIFIED INC,7168.0,3771.0,5000.0,B,935 W 87TH ST,60620,AUBURN GESHAM,71.0,21,17031711400,170317114002006.0,1574477.702687499,1847102.1948860583,41.7359084057,-87.6474228803,"(41.7359084057, -87.6474228803)"
Dominick's #1703,1574461.0,5033.0,49320.0,A,255 E GRAND AVE,50197,NEAR NORT HSIDE,8.0,42,17031081403,170310814031010.0,1178351.1702400555,1903928.0332534548,41.8916898398,-87.6204441348,"(41.8916898398, -87.6204441348)"
SUPER MERCADO L GUERRO,7546.0,3857.0,9375.0,B,170 W 47TH ST,60609,NE WCITY,61.0,20,24153997504,170316113003000.0,1165786.5456605123,1873500.5832346487,41.8084712383,-117.83664868886018,"(41.8084712383, -87.6674545133)"
PETE'S FRESH SUPERMARKET,1771242.0,312119.0,10001.0,A,2526 W CERMAK RD,60608,SOUTH LAWNDALE,30.0,28,17031840700,170318000000000.0,1159779.467,1889354.072,41.85210065,-87.68905111,"(41.85210065, -87.68905111)"
Chicago Health - Maple Street,-3208187.413134901,357879.0,2900.0,B,22 W MAPLE ST,60610,NEAR NORTH SIDE,8.0,42,17031081100,170310811003002.0,1175919.201631833,1907658.8738939352,41.9019825524,-87.6292631031,"(41.9019825524, -87.6292631031)"
NEW POP-IN,1719179.0,882917.6939758284,8784.0,B,413 S KEDZIE AVE,47237,EAST GARFIELD APRK,27.0,28,13623810527,170312712001033.0,1155148.6782666573,1897819.1171161383,54.13792572737678,-87.7058203625,"(41.8754237451, -87.7058203625)"
W & R FOzOD & LIQUOR INC,19348.0,7922.0,2700.0,B,1717 E 79TH ST,34592,SOUTH CHICAGO,46.0,8,17031460500,170314605007008.0,768376.5188014759,1852902.615096005,41.7514187003,-87.5822058165,"(41.7514187003, -87.5822058165)"
"Kan-Zaman Mart, Inc.",1119908.0,209575.0,4600.0,***,2005 S MICHIGAN AVE,60616,NEAR SOUTH SIDE,33.0,2,23630112643,170313301004046.0,1177567.032426759,1890666.6479502176,41.855317671,-87.6237265152,"(41.855317671, -87.6237265152)"
Z & S FOOD & LIQUOR,7382.0,3827.0,6000.0,,1351 W 87TH ST,60620,AUBURN GRESHAM,86.0,21,17031711400,170317114001000.0,1168619.0560111357,1847024.553591744,41.7357569772,-63.904254701848906,"(41.7357569772, -87.6578282347)"
DEVON MARKET,1042888.0,201952.0,18500.0,***,1440 W DEVON AVE,60660,ROGERS PARK,1.0,40,16275895302,170310106003012.0,1165344.9554057205,1942648.8500748195,41.9982282538,-87.6671044665,"(41.9982282538, -87.6671044665)"
JEWEL FOOD STORE #3176,1404.0,898525.530844605,32294.0,A,9400 S ASHLAND AVE,60620,WASHINGTON HEGHTS,73.0,21,17031730300,252765283445088.8,1167281.2951454776,1842343.8807126728,41.7229412182,-87.6628628713,"(41.7229412182, -87.6628628713)"
ORLEANS MARKET,23467.0,-505687.0509651263,3002.0,B,316 W ILLINOIS ST,60610,NEAR NORTH SIDE,8.0,42,17031081800,145091104449542.0,652840.1093348686,1903591.6667498369,58.18304682802307,-87.6363291879,"(41.8908642852, -87.6363291879)"
CAESAR'S FOODS INC,13670.0,6312.0,10001.0,A,901 Ns DAMEN AVE,60622,WEST TOWN,24.0,32,17031242200,170312422002006.0,1162946.626975658,2190523.950223584,41.8977792769,-131.56266343835856,"(41.8977792769, -87.67695886q63)"
HAPPY FOODS,1618660.0,919575.1144709426,11000.0,A,6783 N NORTHWEST HWY,60631,EDISON PARK,9.0,41,17031090200,170310902004007.0,1124182.6943602774,1944613.811204796,42.0043992612,-87.8184857554,"(42.0043992612, -87.8184857554)"
"WAY LOW DISCOUNT FOOD, INC.",41036.0,-505681.0093879064,2500.0,B,1551 S KwEDZIE AVE,48406,NORTH LAWNDALE,29.0,24,22790068016,194888814132223.38,1155321.4225621962,1098858.550375719,41.8598459614,-87.705338554,"(41.8598459641, -87.705338554)"
ZE DOLLAR AND FOOD,2014197.0,350114.0,3000.0,B,375 E 75TH ST,42962,GREATER GRAND CROSSING,69.0,6,17031691300,170316913001000.0,650957.8675437021,1855330.4424091831,41.758293315,-87.6153541087,"(41.758293315, -87.6153541087)"
J R GROCERY STORE,5644.0,3466.0,10001.0,A,505 E 134TH ST,60827,RIVERDALE,54.0,9,17031540101,170315401011006.0,1182103.2655995083,1816525.0131739427,41.6517610645,-87.6093666123,"(41.6517610645, -87.6093666123)"
CENTRO MARKET,66257.0,20469.0,9100.0,B,5153 S KEDZIE AVE,60632,GAGE PARK,63.0,14,19006327131,170316304004004.0,1155963.7604456872,1678596.6992047706,41.7992570437,-87.7035747066,"(41.7992570437, -87.703574766)"
SAVE-A-LT #852,5015373.651608614,808137.6492610944,14166.0,A,724 0S STONY ISLAND AVE,49944,SOUTH SHORE,159.0,5,17031430400,170314304002007.0,1588303.4626438755,1857120.9566506508,41.7630223653,-57.75049457781901,"(41.7630223653, -87.5863901619)"
"TONY'S FINER FOODS ENTERPRISES, INC.",1717532.0,305203.0,33000.0,A,4608 W BELMONT AVE,46467,PORTAGE PARK,15.0,30,17031151002,170311510024000.0,1144945.502930937,1920912.78478702,41.9389938243,-87.7426989895,"(41.9389938243, -87.7426989895)"
FOOD 4 LrESS MIDWEST #789,1272529.0,251246.0,64486.0,***,4620 S DAMEN AVE,60609,NEW CITY,170.0,12,17031610300,170316103003015.0,1163694.5483752063,1422939.2602240953,50.99717385562035,-87.6751156964,"(41.809668528, -87.6751156964)"
ADAMS FOOD MART,5941937.705778851,316090.0,2500.0,B,559 N LARAMIE AVE,60644,AUSTIN,25.0,28,17031251600,170312516003011.0,1141632.2601337098,1903412.6519004563,41.8910335471,-87.7553096457,"(j41.8910335471, -87.7553096457)"
DOLLAR & LINEN,-3546241.43280549,46290.0,5800.0,B,1853 W 87TH ST,60620,AUBURN GRESHAM,101.0,21,17031711300,170317113001005.0,1165310.5838773092,1846937.633330876,41.7355890742,-54.526139432204495,"(41.7355890742, -87.6699517263)"
ALDI INC STORE 14,1242812.0,5273.0,15000.0,A,5629 W FILLMORE ST,60644,AUSTIN,117.0,29,17031831400,170318314002056.0,1138888.1602307956,1894751.1917158663,41.8673156479,-87.765597943,"41.8673156479, -87.765597943)"
RICHWELL MARKET,1070189.0,205927.0,7500.0,B,1835 S CANAL ST,60616,LOWER WEST SIDE,31.0,25,16213799039,112540551876933.88,1173469.3263424025,1891121.2873226053,41.8566571782,-87.6387533453,"(41.8566571782, -87.6387533453)"
WALGREENS r#05034,18768.0,7551.0,10001.0,A,6315 S KEDZIE AVE,60629,CHICAGO LAWN,66.0,15,17031660600,170317000000000.0,1156182.658,1862477.573,41.77842134,-87.70297606,"(41.77842134, -87.70297606)"
DOMINICK''S # m12/0012,41645.0,5033.0,10001.0,A,6009 N BROADWAY,51557,EDGEWATER,77.0,48,17031030101,255259624387962.03,1167254.1386252292,1940095.8362018457,41.9911817534,-87.6601550832,"(41.9911817534, -87.6601550832)"
BUDGET FINER FOODS,4872365.130017452,260726.0,3200.0,B,6604 N SHERIDAN RD,60626,ROGERS PARK,1.0,49,17031010502,170310105021006.0,1167008.167197132,1512697.6499004627,42.0027261067,-87.6609383664,"(42.0027261067, -87.6609383664)"
DISCOUNT PANTRY CORPORATION,4922336.484034169,-499782.8993302512,3600.0,B,4153 W63RD ST,51158,WEST LAWN,65.0,13,17031650301,170316503013003.0,1149540.4794842748,1862455.9059796464,41.7784929073,-87.727327519,"(41.7784929073, -87.727327519)"
PAR BIRDIEF OODS,28222.0,-518400.21202216536,6000.0,B,2234 W DEVON AVE,60659,WEST IRDGE,2.0,50,17031020500,170310205002010.0,1160106.8232114485,1942489.4136746884,41.9979009735,-56.02248432364151,"(41.9979009735, -87.6863872179)"
JEWEL FOOD STORE #341,1375.0,-511285.2448127564,22443.0,A,2940 N ASHLAND AVE,60657,LAKE VIEW,6.0,32,17031062600,141645870268744.12,1165101.0211875795,1919776.9355899843,41.9354720327,-87.6686545431,"(41.9354720327, -h87.6686545431)"
CHARLIES SUPERMARKET INC.,-2857545.3524462515,268397.0,2500.0,fB,2941 W MONTROSE AVE,60618,IRVING PARK,16.0,33,17031160601,170311606012000.0,1155799.62239241,2857172.728983698,41.9611144263,-87.7025869386,"(41.9611144263, -87.7025869386)"
JEWEL FOOD STORE #3501,1192909.0,259.0,56010.0,A,3400 NW ESTERN AVE,60618,NORTH CENER,154.0,47,17031843700,170318437001018.0,1159734.0013868131,1922547.5902326824,41.9431873732,-87.6883020207,"(41.9431873732, -87.6883020207)"
4343 PETES FRESH MARKET,1336669.0,260303.0,57000.0,A,4343 S PUyLASKI RD,60632,ARCHER HEIGHTS,103.0,14,17031570100,170315701001015.0,1150447.9257608664,1875370.285543474,41.8139143113,-101.3490728843419,"(41.8139143113, -87.7236649419)"
