namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
1429 N Claiborne Ave Atp E,1429 N Claiborne Ave Apt E,Short Term Rental Commercial Owner,2.0,4.0,11/15/2023 11:59:59 PM,"(29.9702268378075, -90.0685099159636)",3681301.67,536875.26
2823 St Ann St,2832St Ann St,Short Term Renal Residential Owner,1.0,2.0,10/19/2023 02:51:53 PM,"(29.9726690375001, -90.0845254358618)",3676221.36,537707.72
2105 Stsate St,2105 State St,Short Term Rental Residential Owner,2.0,15.549848881958788,03/01/2203 12:00:00 AM,"(29.9365018697476, -90.1157033825237)",3239643.442104952,524449.71
900 Loyns St,900 Lyons St,Short Term Rental Commercial Owner,3.0,-5.1330775876418,04/03/2023 11:59:59 PM,"(29.9205810471261, -90.1073858880205)",3669186.39,518688.4
732 Louisa St,732 Louisa St,Short Term Rental Residential Oner,1.0,2.0,04/04/2023 12:00:00 AM,"(29.9638230305552, -90.0436069092104)",3689212.34,387031.2530293739
3027 Lafitte Ave,3027 Lafitte Ave,Short Term Rental Commercial Owner,2.0,4.0,03/31/2023 11:59:59 PM,"(29.9714776908171, -90.0879849709312)",3675130.78,537262.58
4122 Magzaine St,4122 Magazine St,Short Term Rental Commercial Owner,4.0,16.45488887070558,05/25/2023 11:59:59 PM,"(29.920909785241, -90.9086011985983)",3671967.79,518837.82
900 Bartholomew St Unit 319,900 Bartholomew St Unit 319,Short Term Rental Commercial Owner,2.0,4.0,04/03/2023 11:59:59 PM,"(29.9637176866987, -90.0363635606331)",3691506.21,534622.07
309 Lowerline St Apt A,309 Lowerline St Apt A,Short Term Rental Residential Owner,1.0,-5.745504182422661,03/01/2023 12:00:00 AM,"(29.9338203911133, -90.1316061159485)",3661463.75,523421.45
852 Bartholomew St,852B artholomew St,Short Term Rental Commercial Owner,5.0,10.0,11/14/2023 11:59:59 PM,"(29.9633486762451, -90.036180660918)",3691565.64,534488.54
1429 N Claiborne Ave Apt I,1429 N Claiborne Ave Apt I,Short Term Rental Commercial Owner,2.0,4.0,11/15/2023 11:59:59 PM,"(29.9703088200009, -90.0686334790722)",3681262.22,536904.64
"1724 Martin Luther King, Jr Blvd","1724 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,5.0,13.079935358587946,12/07/2022 11:59:59 PM,"(29.9400305613727, -90.0774204609705)",3678600.88,298438.74495448725
1410 Erato St,1410 Erato St,Short Term Renta Commercial Owner,2.0,4.0,04/03/2023 11:59:59d PM,"(29.9394374038528, -90.0727611855221)",3680078.86,525664.25
339 Carondelet St Apt 4F,339 arondelet St Apt 4F,Short Term Rental Commercial Owner,1.0,-4.825566482465667,11/14/2023 11:59:59 PM,"(29.9511376942714, -90.0717204839359)",3680361.61,316644.84708993405
334 Carondelet St Unit 211,334 Carondelet St Unit 211,Short Term Rental Commercal Owner,1.0,2.0,11/02/2023 11:59:59 PM,"(29.950812889579, -90.0713646245819)",3680475.6,529805.66
420 S Bernadotte St,420 S Bernadotte St,Short Term Rental Residential Owner,1.0,2.0,0222/2023 11:59:59 PM,"(29.9w762656669112, -90.1104593469301)",3100250.915226129,674623.2773118922
2226 Columbus St,j2226 Columbus St,Short Term Rental Residential Owner,2.0,4.0,02/21/2023 11:59:59 PM,"(29.9750094427066, -90.0730896677302)",3371090.073382085,538598.42
336 Olivier St,336x Olivier St,Short Term Rental Residentail Owner,2.0,4.0,05/05/2023 11:59:95 PM,"(29.9524269042152, -90.0498298175783)",3451341.1682756585,530468.32
505 Frenchmen St,505 Frenchmen St,Short Term Rental Commercial Owner,1.0,2.0,05/02/2023 11:59:59 PM,"(29.9627907980921, -90.0576065708806)",3684783.85,534209.51
3529 St Claude Ave,3529 St Claude ve,Shotr Term Rental Commercial Owner,2.0,4.0,08/07/2023 11:59:59 PM,"(29.9666817171885, -90.038818290232)",3690716.8,373327.4586169118
"SONDER USA, INC.",201 N RAMPART TS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,6.473874317589446,4.0,03/01/2023 12:00:00 AM,"(29.9568491158329, -90.0719936410463)",3680252.24763,531998.461507
1414 Erato St,1414 Erato St,Short Term Rental Commercial Owner,2.0,4.0,04/03/2023 11:59:59 PM,"29.9394921665117, -90.0728627025418)",3680046.49,525683.81
1429 N Claiborne Ave Apt H,1429 N Claiborne Ave Apt H,Short Term Rental Commercial Owner,1.0,2.0,11/15/2023 11:59:59 PM,"(29.9703010497073, -90.0686204382519)",3681266.38,536901.86
2819 Grand Route St John St,2819 Grand Route St John St,Short Term Rental Residential Owner,1.0,15.250786608144166,10/13/023 09:13:47 AM,"(29.979763545545, -90.0784324308595)",3678122.15,540308.63
401 Baronne St,401 Baronne St,Short Term Rental Commercial Owner,3.0,15.75473823999998,04/03/2023 11:59:59 M,"(29.950981680429, -90.0729594290995)",4595503.312696719,529861.48
2826 St Louis St,2826 St Louis St,Short Term Rentla Commercial Owner,2.0,4.0,04/05/2023 11:59:59 PM,"(29.9698471121716, -09.0868053903864)",3675510.69,536673.7
1416 Erato St,1416 Erato St,Short Term Rental Commercial Owner,2.0,4.0,04/03/2023 11:59:59 PM,"(9.9395106585327, -90.0728984015036)",3680035.11,525690.41
1919 Sophie Wright Pl Unit 3,1919 Sophie Wright Pl Unit 3,Short Term Rental Commercial Owner,2.0,4.0,04/08/2023 11:59:59 PM,"(29.9p319934698995, -90.0746904373375)",3679497.59,522950.65
1738 Henriettge Delille St Apt G,1738 Henriette Delille St Apt G,Short Term Rental Commercial Owner,1.0,-4.042380712375884,04/07/2023 11:59:59 PM,"(29.9679949511468, -90.0623707663303)***",3683254.37,278749.6359717323
339 Carondelet St Apt 4E,339 CarondeletS t Apt 4E,Short Term Rental Commercial Owner,1.0,2.0,04/03/2023 11:595:9 PM,"(29.9511309988922, -90.0716990634022)",3680368.42,529920.17
4106 Duplessis St,4106 Duplessis St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00AM,"(29.9990664742279, -90.077638682698)",3678296.51,547330.68
1130 Kerlerec St***,1130 Kerlrec St,Short Term Rental Commercial Owner,3.0,6.0,11/02/2023 11:59:59 PM,"(29.9670071107294, -90.0635172121727)",3682895.37,535721.93
1479 N Prieur St,1479 N Prieur St,Short Term Rental Residential Owner,1.0,12.87797612231264,04/07/2023 11:59:59 PM,"(29.9728098165659, -90.0700355433265)",3680808.29,537809.2
3029 Lafitte Ave,3029 Lafitte Ave,Short Term Rental Commercial Owner,2.0,4.0,03/31/2023 11:59:59 PM,"(29.9715009274964, -90.0880197720611)",3675119.67,537270.91
3808 Bievnille Ave,3808 Bienville Ave,Short Term Rental Commercial Owner,2.0,-4.364691813170079,04/06/2023 11:59:59 PM,"(2.9974207355772, -90.0964303675438)",3672446.22,538226.23
606 Iberville S Apt 3A,606 Iberville St Apt 3A,Short Term Rental Commercial Owner,2.0,4.0,03/09/2023 11:59:59 PM,"(2m9.9535376984007, -90.0676685080303)",3681635.1,530809.41
2131 Pauger St,2131 Pauger St,Short Term Rental Residential Onwer,3.0,6.0,04/07/2023 11:59:59 PM,"(29.9720897247269, -90.0606186678083)",3683792.57,537580.34
140 Mlilaudon St,140 Mllaudon St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9341332313994, -90.1335164788666)",3660857.5,563909.3124325355
2202 Royla St,2202 Royalc St,Short Term Rental Commercial Oner,5.0,10.0,02/08/2023 11:59:59 PM,"(29.9645435754706, -90.0560826021892)",3685259.28,534852.26
1022 Rabce St Apt 1,1022 Race StA pt 1,Short Term Rental Commercial Owner,1.0,2.0,05/26/2023 11:59:59 PM,"(29.9341690526557, -90.0719570594255)",3680354.62,523751.29
3229 Grand Route St John St,3229 Grand Route St John St,Short Term Rental Residential Owner,3.0,-5.565694325896132,05/24/2023 11:59:59 PM,"(29.9800269540841, -90.085894797313)",3675758.71,540378.62
4317 S Miro St,4317 S Miro St,Short Term Rental Residential Ower,4.0,8.0,05/23/2023 11:59:59PM,"(29.945870183594, -90.1033253624691)",3670373.91,527898.25
HCATEAU ESPLANADE,1261 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9674989960424, -90.0655622825085)",3682245.88655,535893.628039
1453 N Rocheblave St,1453 N Rocheblav eSt,Short Term Rental Residential Owner,2.0,17.228560603605054,05/25/023 11:59:59 PM,"(29.9755712719366, -90.0746766809483)",3679327.88,538797.2
7001 Bellaire Dr,7001 Bellaire Dr,Short Term Rental Residential Owner,2.0,4.0,06/15/2023 11:59:59 PM,"(30.0187248217952, -90.1201714246554)",3664758.51,479833.9279174913
2623 eniston St,2623 Peniston St,Short Term Rental Residential Owner,3.0,6.0,06/14/2023 11:5:59 PM,"(29.9372404440681, -90.0981869080857)",2783881.4074934074,524777.66
2529 Marengo St,2529 Marengo St,Short Term Rental Residntial Owner,2.0,-5.777669615322525,06/16/2023 11:59:59 PM,"(29.9362238388348, -90.0993604988315)",3671667.3,524403.98
4216 N Robertson St Apt B,4216 N Robertson St Apt B,Short Term Rental Residential Owner,3.0,6.0,06/14/2023u 11:59:59 PM,"(29.969008916672, -90.0318101381543)",5309525.497849544,333937.8095642527
1412 Lesseps St,1412 Lesseps St,Short Term Rental Residential Owner,2.0,-5.086262765454992,60/16/2023 11:59:59 PM,"(29.968354685703, -90.0317038953411)",3692962.43,536324.98
2260 N Roman St,2260 N Roman St,Short Term Rental Residential Owner,3.0,6.0,07/04/2023 11:59:59 PM,"(29.9756763837015, -90.0553837605415)",3685435.4,797098.835722951
600 Canal St Apt 300,600 Canal St Apt 300,Short Term Rental Commercial Owner,2.0,4.0,07/13/2023 11:59:59 PM,"(29.9524691710863, -90.0684790590907)",3681382.72,280135.5466538498
2122 Adms St,21l22 Adams St,Short Term Rental Residential Owner,3.0,6.0,05/25/202a3 11:59:59 PM,"(29.9515134707438, -09.1193484694863)",3665277.88,529896.25
1034 Napoleon Ave,1034 Napoleon Ave,Short Term Rental Residential Owner,3.0,6.0,05/10/2023 1159:59 PM,"(29.9226032179795, -90.1019701438531)",3670894.01,519442.13
738 Jackson Ave,738 Jackson Ae,Short Term Rental Residential Owner,3.0,6.0,05/24/2023 11:59:59 PM,"(9.9270170125954, -90.0747110775244)",2340724.2393714557,274403.00305323885
3937 Camp St Apt 1,3937 Camp St Apt 1,Short Term Rental Residential Owner,3.0,6.0,05/24/2023 1:159:59 PM,"(29.9224028131416, -90.0963266659436)",3672682.42,519388.51
1022 Rac St Apt 2,1022 Race St Apt 2,Short Term Rental Commercial Owner,2.0,4.0,05/26/2023 11:59:59 PM,"(29.9341443607649, -90.0719659910585)",3680351.89,576563.2381688439
3416 Frnklin Ave,3416 Franklin Ave,Short Term Rental Residential Owner,2.0,-4.317771562801813,05/24/2023 11:59:59 PM,"(29.9941804243498, -90.0498638969597)",3687107.56,545651.33
014 Canal St Apt 203,1014 Canal St Apt 203,Short Term Rental Commercial Owner,2.0,4.0,05/25/2023 11:59:59 PM,"(29.955035950579, -90.0724089681311)",3680127.99,531337.68
822w Valence St,822 Valence St,Short Term Rental Residential Owner,1.0,2.0,05/24/2023 11:59:59 PM,"(29.9200094294026, -90.1050921367316)",3669915.2,270776.67446072114
3726 Baudin St,3726 Baudin St,Short Term Rental Residential wOner,2.0,4.0,05/26/2023 1:59:59 PM,"(29.9687139909187, -90.1005070615226)",3671177.05,536214.72
2310 Soniat St,2310 Soniat St,Short Term Rental Commercial Owner,6.213518397525785,17.005669238835335,05/24/2023 11:59:59 PM,"(92.935307534322, -90.1095047856401)",2708865.9640322765,524036.32
1419 Contsance St,1419 Constance St,Short Term Rental Residential Owner,3.0,6.0,05/25/2023 11:59:59 PM,"(29.9356157682632, -90.0709931035791)",3680654.13,524280.73
2213 Chartres St,2213 Chartres St,Short Term Rental Commercial Owner,1.0,2.0,12/15/2022 11:59:59 PM,"(29.963716922785, -90.0558838852005)",3685325.55,534552.36
1022 Race St Apt 5,0122 Race St Apt 5,Shrt Term Rental Commercial Owner,2.0,4.0,05/26/2023 11:59:59 PM,"(29.9340732600851, -90.0719875702876)",3680345.34,523716.35
1476 N Claiborne Ave,1476 N Claiborne Ave,Short Term Rental Commercial Owner,3.0,6.0,03/06/2023 11:59:59 qPM,"(29.9706886885711, -90.0670246805733)",3681770.05,537048.4
1520 Leda St,1520 Leda St,Short Term Rental Residential Owner,3.0,6.0,05/25/2023 11:59:59 PM,"(29.9833824819335, -90.0860370042502)",2357771.8359308066,541598.33
433 S Soolmon St,433 S Solomon St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9724442857831, -90.1052720338447)",3828818.610698444,537555.0
1835 Elysian Fields Ave,1835 Elsian Fields Ave,Short Term Rental Commercial Owner,5.0,10.0,04/11/2023 11:59:59 PM,"(29.9764241092035, -90.0570787998315)",3684895.74,678697.0755885276
2510 Jena St Apt B,2510 Jena St Apt B,Short Term Rental Cmmercial Owner,2.0,15.751626727918447,04/10/2023 11:59:59 PM,"(29.9354472367023, -90.1044427448879)",3670060.7,524104.28
2019 Calhoun St,2019 Calhon St,Short Taerm Rental Residential Owner,6.050831907511372,4.0,04/10/2023 11:59:59 PM,"(29.9368708858418, -90.1184364885615)",3665623.13,524574.71
1000 Clouet St,1000 Clouet St,Short Term Rentaal Residential Owner,1.0,-4.410405171054017,03/01/2023 12:00:00 AM,"(29.9665056030543, -90.0446290559901)",3688877.73,535606.33
2406 St Bernard Ave,2406 St Bernard Ave,Short Term Rental Cmomercial Owner,2.0,4.0,09/15/2023 11:59:59 PM,"(29.9804691548487, -90.0704099657759)",3680659.05,540593.12
300 33Rd St,300 33Rd St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0093384594446 ,-90.1187595641561)",4423840.401458619,550925.7
2120 Oretha Castlep Haley Blvd,2120 Oreha Castle Haley Blvd,Short Term Rental Commercial Owner,4.0,8.0,12/13/2022 11:59:59 PM,"(29.9372018777808, -90.0825117204295)",3676999.69,524817.49
1906 Josephine St,1906 Josephine St,Short Term Rental Commercial Owner,2.0,4.0,12/12/2022 11:59:59 PM,"(29.9377704714354, -90.0823848631137)",4204368.494290453,525024.69
26300 Chef Menteur Hwy,26300 Chef Menteur Hwy,Short Term Rental Commercial Owner,3.0,6.0,12/14/2022 11:59:59 PM,"(30.1510112214579, -89.7378028164056)",3785088.67,603920.71
628 S Tonti St,28 S Tonti St,Short Term Rental Commercial Owner,5.0,10.0,12/15/2022 11:59:59 PM,"(29.958350823539, -90.0881569286447)",3675128.21,532488.56
5016 Freret St Apt B,5016 Freret St Apt B,Short Term Rental Commercial Owner,2.0,4.0,05/24/2023 11:59:59 PM,"(29.9348670268417, -90.1089092791595)",5454932.24319244,523878.15
1014 Canal St Apt 201,1014 Canal St Apt 201,Short Term Rental Commercial Owner,2.0,4.0,05/25/2023 11:59:59 PM,"(29.955062c1935068, -90.0723839724575)",2749924.5623863675,531347.31
2526 Bienville Ave,2526 Bienville Ave,Short Term Rental Residential Owner,3.0,-5.3889822733631005,05/1r0/2023 11:59:59 PM,"(29.965779243036, -90.0840989183318)",3676383.71,694855.6131051093
426 Gravier St At 301,426 Gravier St Apt 301,Short Term Rental Commercial Owner,4.0,8.0,12/08/2022 11:59:59 PM,"(29.9501998656867, -90.0673173761779)",3681759.7,529596.88
710 Octavia St,710 Octavia St,Short Term Rental Residential Owner,2.0,4.0,04/14/2023 11:59:59 PM,"(29.9203935994188, -90.1163701679677)",4199077.291141023,518589.9
916 St Ferdinand St A,916 St Ferdinand St A,Short Term Rental Residentikal Owner,2.0,4.0,04/08/2023 11:59:59 PM,"(29.966752934386, -90.0489494067891)",3687508.82,535680.91
2350 Magazine St,2350 Magazine St,hort Term Rental Residential Owner,2.0,-4.897712440301649,05/22/2203 11:59:59 PM,"(29.9282049731076, -90.0787371308696)",3678230.97,521558.96
3019 Lafitte Ave,3019 Lafitte Ave,Short Term Rental Residential Owner,1.0,2.0,05/25/2023 11:59:59 PM,"(29.9713910484995, -90.0878465090811)",3675174.96,610825.6872250825
642 S Rocheblave St,642 S Rocheblave St,Short Term Rental Commercial Owner,5.0,10.0,04/11/2023s 11:59:59 PM,"(29.9586337148714, -90.0894130127323)",3674729.36,532587.11
4136 Baudin St,4136 Baudin St,Short Ter Rental Residential Owner,2.0,4.0,04/14/2023 11:59:59 PM,"(29.9718453727797, -90.1051841766815)",3669684.01,537337.51
MAZANT HOLDING,906 MAZANT ST,4703 - BED & BREAKFAST INNS,2.0,-4.1146312492648205,0k3/01/2023 12:00:00 AM,"(29.964906457807, -90.035146171629)",3691892.60329,534543.874757
2323 Dauphine St,2323 Dauphine St,Sohrt Term Rental Residential Owner,2.0,4.0,05/25/2023 11:59:59 PM,"(29.9659294612504, -90.0547202526613)",3685685.01,398482.74313075305
211 S Solomon t,211 S Solomon St,Short Term Rental Residenital Owner,1.0,15.452798747659864,05/26/2023 11:59:59 PM,"(29.9745695996968, -90.1033923637377)",3670240.67,538334.23
608 Iberville St Apt 2A,608 Iberville St Apt 2A,Short Term Rntal Commercial Owner,2.0,4.0,05/25/2023 11:59:59 PM,"(29.9535891289555, -90.067700540577)",3681624.75,530828.0
334 Carondelet St Unit 301,334 Carondelet St Unit 301,Short Term Rental Commercial Owner,3.0,6.0,04/10/2023 11:59:59 PM,"(29.9510368745032, -90.0712124240876)",3680522.9,568621.9886836454
5523 S Rocheblave St,5523 S Rocheblave St,Short Term Renta lResidential Owner,2.0,4.0,04/13/2023 11:59:59 PM,"(29.9475083712537, -90.109686052229)",5359227.197341897,528472.39
1630 N Broad St,1630 N Broad St,Short Term Rental Residential Owner,3.0,6.0,04/13/2023 11:59:59 PM,"(29.9797552672736, -90.0746251213215)",3679327.49,540318.84
3900 Delachaise St,9300 Delachaise St,Short Term Rental Residential Owner,2.0,4.0,04/10/2023 11:59:59 PM,"(29.9488106017053, -90.1014255144927)",3670964.06,528973.96
"1626 Martin Luther King, Jr Blvd","1626 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,5.0,10.0,04/11/2023 11:59:59 PM,"(29.9393972907506, -90.076274360436)",3724930.515124605,525637.44
2470 Royal tS,2470 Royal St,Short Term Rental Residential Owner,3.0,15.406426365325204,04/28/2023 11:59:59 PM,"(29.9647748683232, -90.0522368808366)",3686475.99,534949.96
5525 S aratoga St,5525 S Sacratoga St,Short Term Rental Residential Owner,2.0,-4.563802272686258,05/23/202311:59:59 PM,"(29.9318682748155, -90.113871966141)",3667088.14,522770.93
606 Iberville St Apt 2A,606 Iberville StApt 2A,Short Term Rental Commercial Owner,2.0,4.0,03/09/2023 11:59:59 PM,"(29.9535601821862, -90.0676501908767)",3681640.81,530817.65
3014 St Ann St,3014 St Ann St,Short Term Rental Residential Owner,2.0,4.0,05/24/2023 11:59:59 PM,"(29.9735598109078, -90.0858388080429)",3940849.703565548,465380.7451742136
5128 Frezret St,5128 Freret St,Short Term Rental Commercial Owner,4.0,8.0,05/25/2023 11:59:59 PM,"(29.9349011450b165, -90.1100079371274)",3668300.22,390369.39362739737
2856 Dryades St,2856 Dryades St,Sohrt Term Rental Residential Owner,2.0,4.0,05/25/2023 11:59:59 PM,"(29.9326932792446, -90.0890421353876)",3674949.23,709853.0022178622
3330 Iberville St,3330 Iberville St,Short Term Rental Residetial Owner,1.0,2.0,05/26/2023 11:59:9 PM,"(29.9703842133654, -90.0927717c266388)",2184370.016558125,304667.6899612336
608Iberville St Apt 3A,608 Iberville St At 3A,Short Term Retal Commercial Owner,2.0,4.0,05/25/2023 11:59:59 PM,"(29.9535684945401, -90.0677281502548)",3681616.09,530820.4
840 Valence St,840 Valence St,Short Term Rental Commercial Owner,3.0,6.0,04/14/202 11:59:59 PM,"(29.9204127663631, -90.1051445660796)",3669897.02,723189.2477217766
2420 Laurel St,2420 Laurel St,Short Term Rental Residential Owner,2.0,-4.130332650915877,04/11/2023 11:59:59 PM,"(29.9260015516427, -90.0784133493003)",3678342.3,520758.84
1115 Margaret Pl Unit 203,1115m Margaret Pl Unit 203,Short Term Rental Commercial Owner,2.0,4.0,04/12/2023 11:59:59 MP,"(29.9411610679735, -90.0723326863269)",3680207.67,526292.53
5608 Camp St,5608 Camp St,Sort Term Rental Residential Owner,1.0,-4.578498712081586,04/10/2023 11:59:59 PM,"(29.220873380935, -90.1171390392173)",3666091.11,519203.22
640 S Rocheblave St,640 S Rocheblave St,Short Term Rental Commercial Owner,5.0,10.0,04/11/2023 11:59:59 PM,"(29.9586603641779, -90.0893899420546)",3674736.56,532596.88
628 Baronne St Apt 302,628 Baronne St Apt3 02,Short Term Rental Commercial Owner,2.0,4.0,11/02/2023 11:59:59 PM,"(29.9482219677699, -90.0733777998391)",4838325.579075707,528856.49
2241 Valence St,2241 Valence St,Short Term Rental Residential Owner,1.0,2.0,04/10/2023 11:59:59 PM,"(29.9329917423755, -90.1059601627644)***",2457736.634043255,523206.22
1816 DumaineSt,1816 Dumaine St,Short Term Rental Residential Owner,3.0,6.0,04/41/2023 11:59:59 PM,"(29.9663962182281, -90.0733986446834)",3679769.18,535465.25
1451 Magazine St,1451 Magazine St,Short Term Rental Residential Owner,1.0,2.0,05/25/2023 11:59:59 PM,"(29.9351685029836, -90.0723432042102)",3680228.32,524113.38
1624 Governor Nicholls St,1624 Governor Nicholls St,Short Term Rental Commercial Owner,5.0,-5.858649590687064,04/12/2023 11:59:59 PM,"(29.9678194226215, -90.0693237545601)",3681053.66,535996.99
538 Jackson Ave,538 Jackson Ave,Short Term Rental Commercial Owner,2.0,4.0,04/11/2023 11:59:59 PM,"(29.9253066155599, -90.0732571912581)",3679978.28,520524.06
944 Felicity St,944 Felicity St,Short Term Rental Residential Owner,1.0,2.0,04/11/2023 11:59:59 PM,"(29.9313820551631, -90.0723579883022)",3680238.79,522736.44
2908 Louisiana Ave,2908 Louisiana Ave,Short Term Rental Commercial Owner,6.747384933518019,6.0,04/12/2023 11:59:59 MP,"(29.9400759785894, -90.0974242245344)",3358526.888694511,525811.37
38 Fontainebleau Dr,38 Fontainebleau Dr,Short Term Rentla Residential Owner,2.0,4.0,05/23/2023 11:59u:59 PM,"(29.9554921016183, -90.1169226199671)",3666030.71,531351.18
628 Kererec St,628Kerlerec St,Short Term Rental Residential Owner,2.0,4.0,04/11/2023 11:59:59 PM,"(2s9.9636391548347, -90.0590978029358)",3684308.25,534512.75
925 COMMON,925 COMMON ST,4701 - HOTELS z(EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9538143719881, -90.0729985743263)",3679946.17397,530891.414786
840 Bartholomew St,840 Bartholomew St,Short Term Rental Commercial Owner,6.630859049685407,10.0,05/24/2023 11:59:59 PM,"(29.9632231518344, -90.3062182656694)",3691554.25,796711.1284413441
4616 Cleveland Ave,4616 Cleveland Ave,Short Term Rental Residential Owner,2.0,4.0,06/12/2023 11:59:59 PM,"(29.9774824065798, -90.107263456516)",3957031.007876528,539360.67
1910 Josephine St,1910 Jomsephine St,Short Term Rental Commercial Owner,2.0,4.0,12/12/2022 11:59:59 PM,"(29.93o77997853962, -90.0824078924337)",3886617.666419384,595448.979592825
TRIDENT INN AND SUITES,12340 I -10 SERVICE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,-4.4369582253406215,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3254776.528962858,-1.0
231 6Bienville Ave,2316 Bienville Ave,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9644923882642, -90.0821337014123)",3677011.05,534742.64
526 S Dorgenois St,526 S Dorgenois St,Short Term Rental Commercial Owner,6.260671105710062,8.0,12/14/2022 11:59:59 PM,"(29.9604592045801, -90.0893918012773)",3674728.87,370205.5291017826
4913 Snt Bernard Ave,4913 St eBernard Ave,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(30.0073723315153, -90.022081885993)",3676817.21,550335.2
853 lga St,853 Olg aSt,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9795760525066, -90.0936352475088)",3179872.362146845,540188.06
339 CarondeletS t Apt 2A,339 Carondelet St zApt 2A,Short Term Rental Commercial Owner,1.0,2.0,11/03/2023 11:59:59 PM,"(29.9510449871966, -90.0716310880527)",3680390.29,529889.13
4153 State Street Dr,4153x State Street Dr,Short Term Rentla Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9543905077314, -90.1092150232359)",3668475.64,530976.59
2620 Mhagazine St Unit A,2620 Magazine St Unit A,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9267213665492, -90.0812937163691)",3677427.09,521010.61
2334 Laurel St,2334 Layurel St,Shor tTerm Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9267592489614, -90.0770493905581)",3678771.31,715242.0209024112
524 S Dorgenois St,524 S Dorgenois St,Short Term Rental Commercial Owner,4.0,8.0,12/14/202211:59:59 PM,"(29.9604854059033, -90.0893649775298)",3674737.26,258706.51289235536
2211 Chartres St,2211 Chartres Skt,Short Term Rental Commercial Owner,1.0,2.0,12/15/2022 11:59:59 PM,"(29.963711742864, -90.0559253566591)",3685312.44,534550.33
7736 Nelson St,7736 Nelson St,Short Term Rental Residential Owner,2.0,-4.607749568227817,03/01/2023 12:00:00 AM,"(29.9545867971909, -90.1171655152437)",3665957.29,531021.16
2901 Lepage St Apt 1,2901 Lepage St Apt 1,Short Term Rental Residential Owner,4.0,8.0,03/01/2023 1200:00 AM,"(29.9788918187886, -90.0813334726186)",3677207.21,539981.59
1416 Cafrondelet St Unit C,1416 Carondelet St Unit C,Short Term Rental Commercial Owner,2.0,4.0,11/01/2023 11:59:59 PM,"(29.9400276849211, -90.0762899749195)",3678958.92,525866.62
2122 Oretha Castle Haley Blvd,2122 Oretha Castle Haley Blvd,Short erm Rental Commercial Owner,4.0,8.0,12/13/2022 11:59:59 PM,"(29.9371870592451, -90.0825439541639)",3676989.54,524811.99
1645 Lesseps St,1645 Lesseps St,Short Term Rental Commercial Owner,3.0,6.0,12/15/2022 11:59:59 PM,"(2z9.9709615450894, -90.0306584923835)",4675693.050184491,537276.69
3102 St Ann St,3102 St Ann St,Short Temr Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.974406212346, -90.0870678226231)",5214832.873711639,538330.66
1937 Almonatser Ave,1937q Almonaster Ave,Short Term Rental Commercial Owner,2.0,4.0,12/13/2022 11:59:59 PM,"(29.9778910019767, -90.047269307871)9",3687995.31,539737.09
5926 St Claude Ave,5926 St Claude Ave,Short Term Rental Commercial Owner,2.0,4.0,11/02/2023 11:59:59 PM,"(29.9601585641138, -90.0123873531431)",3699112.63,616623.4845161398
6n37 S Dupre St,637 S Dupr eSt,Short Term Rental Commercial Owner,5.0,10.0,2/10/2022 11:59:59 PM,"(29.9624093411982, -90.094562653819)",3673244.25,533944.14
1935 Almonaster Ave,1935 Almonaster Ave,Short TermRental Commercial Owner,2.0,4.0,12/13/2022 11:59:59 PM,"(29.9778651799274, -90.0472777903124)",4546636.2114851205,539727.67
628 Barnne St Apt 301,628 Baronne St Apt 301,Short Term Rental Commercial Owner,2.0,-4.945684039977362,12/12/2022 11:59:59 PM,"(29.9482267864714, -90.0734014224288)",3679840.95,528858.16
2435 Gravier vSt,2435 Gravier St,Short Term Rental Commercial Ownfer,3.0,14.908241291487048,11/01/2023 11:59:59 PM,"(29.9594218676274, -90.0886080616102)",3674981.13,532876.48
711 S Peters tS Apt 306,711 S Peters St Apt 306,Short Term Rental Commercial Owner,2.0,4.0,01/25/2023 12:00:00 AM,"(29.9458118434045, -90.0660733620094)",3682171.29,528005.59
