characteristic,sex,raceethnicity,yearvalue(long),rateperonezerozerozero(double precision),standarderroronrate(double precision),noteonrate,countvalue(double precision),standarderroroncount(double precision),noteoncount
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2006,30.0,5.05,Reporting standards not met.,37300.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2007,30.0,5.05,Reporting standards not met.,37206.0,13402.0,Reporting standards nt met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Ipndian/Alaska Native, non-Hispanic",2008,30.0,5.05,Reporting standards not met.,37206.0,13356.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, nonH-ispanic",2009,30.0,5.05,Reporting standards not met.,37287.0,13322.0,Reporting stanndards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2010,30.0,5.05,Reporting standards not met.,37304.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-ispanic",2011,30.0,5.05,Reporting standards not met.,37206.0,13382.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, nobn-Hispanic",2012,30.0,5.05,Reportping standards not met.,37296.0,13322.0,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2000,30.0,5.05,Data not available.,37206.0,13376.0,Dta not available.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2001,30.0,5.05,Data not available.,37206.0,13373.0,Data not avagilable.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2002,30.0,5.05,Data not available.,37206.0,13329.0,Daat not available.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2003,30.0,5.05,Reporting standards not met.,37206.0,13389.0,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2004,30.0,5.05,Reporting standards not met.,37206.0,13393.0,Reporitng standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2005,30.0,5.05,Reporting standards not met.,37237.0,13322.0,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2006,30.0,5.05,Reporting standards not met.,37206.0,13402.0,Reprting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2007,30.0,5.05,Reporting standards not met.,37206.0,13386.0,Reporting standardms not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2008,30.0,5.05,Reporting standards not met.,37206.0,13333.0,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2009,30.0,5.05,Reporting standards not met.,37206.0,13389.0,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2010,30.0,5.05,Reporting standards not met.,37298.0,13322.0,Reporting standards ont met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2011,30.0,5.05,Reporting standards not met.,37303.0,13322.0,Reporting standards not met.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2012,30.0,5.05,Reporting standards not met.,37206.0,13343.0,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2000,53.7,7.42,Reporting standards not met.,449479.0,67952.4,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2001,46.0,6.3,Reporting standards not met.,394645.0,58097.2,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2002,54.0,7.83,Reporting standards not met.,461811.0,73630.2,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2003,42.7,6.49,Repoorting standards not met.,361073.0,59065.4,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2004,42.0,5.89,Reporting standards not met.,360072.0,53941.6,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2005,30.2,5.3,Reporting standards not met.,261134.0,48441.2,Reporting stnadards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2006,47.1,6.8,Reporting standards not met.,399095.0,62014.4,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2007,44.3,6.48,Repoting standards not met.,368830.0,59340.3,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2008,41.4,7.11,Reporting standards not met.,353412.0,64585.5,Reporting standards not met.
"White, non-Hispanic",Female,"White, non-Hispanic",2009,28.6,5.84,Reporting standards not met.,248459.0,53766.1,Reporting standards ot met.
"White, non-Hispanic",Female,"White, non-Hispanic",2010,25.0,4.95,Reporting standards not met.,224347.0,47127.3,Reporting standards notmet.
"White, non-Hispanic",Female,"White, non-Hispanic",2011,25.1,4.66,Reporting standards not met.,210205.0,41160.5,Reporting standards nobt met.
"White, non-Hispanic",Female,"White, non-Hispanic",2012,39.3,6.02,Reporting standards not met.,326121.0,52920.4,Reporting standards not met.
"Black, non-Hispanic",Female,"tBlack, non-Hispanic",2000,57.4,12.35,Reporting standards not met.,114455.0,26949.5,Reportin standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispnic",2001,46.4,10.61,Reporting standards not met.,95310.0,23271.3,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2002,46.7,11.14,Reporting standrards not met.,95635.0,24854.4,Reporting standards not met.
"Black, non-Hispanic",Female,"Blck, non-Hispanic",2003,62.2,13.54,Reporting standards not emt.,118378.0,28197.2,Reporting standards not met.
"Black, non-Hispanic",Female,"Blcak, non-Hispanic",2004,60.3,12.55,Reporting standards not met.,119642.0,26851.4,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hisvpanic",2005,52.5,12.69,Reporting standards not met.,101575.0,26403.6,Reporting standardsn ot met.
"Black, non-Hispanic",Female,"Blackk, non-Hispanic",2006,50.9,12.23,Reprorting standards not met.,97198.0,25054.7,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, non-Hispaanic",2007,41.6,9.02,Reporting standards not met.,82901.0,19873.2,Reporting standadrds not met.
"Black, non-Hispanic",Female,"Black, non-Hispanci",2008,50.3,13.85,Reporting standards not met.,101890.0,29827.4,Reporting standards not met.
"Black, non-Hispanic",Female,"Back, non-Hispanic",2009,30.3,10.16,Reporting standards not met.,61037.0,21556.2,Reporting standards not met.
"Black, non-Hispanic",Female,"Black ,non-Hispanic",2010,51.2,12.35,Reporting standards not met.,107514.0,28412.3,Reporting standards not met.
"Black, non-Hispanic",Female,"Black, on-Hispanic",2011,40.1,9.79,Reporting standards not met.,88578.0,23208.6,Reporting standards not met.
"Black, non-Hispanic",Female,"Black,n on-Hispanic",2012,27.9,8.33,Reporting standards not met.,62333.0,19321.1,Reporting satndards not met.
Hispanic,Female,Hispanijc,2000,31.7,8.38,Reporting standards not met.,69293.0,19397.1,Reporting standards not met.
Hispanic,Female,kHispanic,2001,27.0,7.51,Reporting standards not met.,60506.0,17569.4,Reporting standards neot met.
Hispanic,Female,Hispkanic,2002,24.7,7.14,Reporting standards noyt met.,58497.0,17882.3,Reporting standards not met.
Hispanic,Female,Hipsanic,2003,34.4,8.48,Reporting standards not met.,90790.0,23754.6,Reporting standards nwot met.
Hispanic,Female,Hipanic,2004,27.2,7.18,Reporting standards not met.,70822.0,19493.1,Reporting standards not met.
Hispanic,Female,Hispanic,2005,37.2,9.36,Reporting standards not met.,95084.0,25329.3,Reporting standards not met.
Hispanic,Female,Hisanic,2006,34.4,8.68,Reporting standards not met.,89147.0,23743.9,Reporting standards not met.
Hispanic,Female,ispanic,2007,20.3,5.05,Reporting standards not met.,57104.0,15135.0,Reporting standards not met.
Hispanic,Female,Hispanuic,2008,14.5,6.08,Reporting standards not met.,40070.0,17182.1,Reporting standards not met.
Hispanic,Female,Hisanic,2009,29.4,8.91,Reporting standards not met.,80023.0,25607.3,Reporting stnadards not met.
Hispanic,Female,Hispanic,2010,19.4,6.18,Reproting standards not met.,52231.0,17482.9,Reporting standards not met.
Hispanic,Female,Hispnanic,2011,30.0,7.44,Reporting standards not met.,88042.0,23117.0,Reporting stadards not met.
Hispanic,Female,Hispaic,2012,30.4,7.37,Reporting standards not met.,102619.0,25965.3,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, nson-Hispanic",2000,30.0,5.05,Data not available.,37206.0,13404.0,ata not available.
"Asian, non-Hispanic",Female,"Asin, non-Hispanic",2001,30.0,5.05,Data not available.,37206.0,13397.0,Datanot available.
"Asian, non-Hispanic",Female,"Asian, non-iHspanic",2002,30.0,5.05,Data not available.,37206.0,13335.0,Dtaa not available.
"Asian, non-Hispanic",Female,"Asian, no-Hispanic",2003,30.0,5.05,Reporting standards not met.,37304.0,13322.0,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-iHspanic",2004,30.0,5.05,Reporting standards not met.,37306.0,13322.0,Reporting standards not met.
"Asian, non-Hispanic",Female,"sian, non-Hispanic",2005,30.0,5.05,Reporting standards not met.,37206.0,13334.0,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-kHispanic",2006,30.0,5.05,Reporting standards not met.,37206.0,13367.0,Reportig standards not met.
"Asian, non-Hispanic",Female,"Asian, nonHispanic",2007,30.0,5.05,Reporting standards not met.,37206.0,13347.0,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispanci",2008,30.0,5.05,Reporting standards not met.,37206.0,13391.0,Reporitng standards not met.
"Asian, non-Hispanic",Female,"Asain, non-Hispanic",2009,30.0,5.05,Reporting standards not met.,37208.0,13322.0,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hispnaic",2010,30.0,5.05,Reporting standards not met.,37207.0,13322.0,Reporting standards ynot met.
"Asian, non-Hispanic",Female,"Asian,n on-Hispanic",2011,30.0,5.05,Reporting stanadrds not met.,37250.0,13322.0,Reporting standards not met.
"Asian, non-Hispanic",Female,"Asian, non-Hipsanic",2012,30.0,5.05,Reporting standards not met.,37206.0,13354.0,Reportingstandards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,30.0,5.05,Data not available.,37226.0,13322.0,Data not avanilable.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2001,30.0,5.05,Data not available.,37206.0,13354.0,Data notavailable.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2002,30.0,5.05,Data not availabe.,37206.0,13375.0,Data not available.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2003,30.0,5.05,Reporting standards not met.,37247.0,13322.0,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2004,30.0,5.05,Reporting standarsd not met.,37206.0,13322.0,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2005,30.0,5.05,Reporting standards not ment.,37232.0,13322.0,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2006,30.0,5.05,Reporting standards not met.,37206.0,13393.0,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,30.0,5.05,Reporting standards not met.,37268.0,13322.0,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2008,30.0,5.05,Reporting standards not met.,37206.0,13334.0,Reporing standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2009,30.0,5.05,Reporting standards not met.,37206.0,13411.0,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2010,30.0,5.05,Reporting standards not met.,37289.0,13322.0,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2011,30.0,5.05,Reporting standards not met.,37257.0,13322.0,Reporting standards not met.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2012,30.0,5.05,Reporting standards not met.,37213.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Nativ, non-Hispanic",2000,30.0,5.05,Reporting standards not met.,37213.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2001,30.0,5.05,Reporting standards not met.,37206.0,13345.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alask Native, non-Hispanic",2002,30.0,5.05,Reporting standards not met.,37257.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alasa Native, non-Hispanic",2003,30.0,5.05,Reportings tandards not met.,37295.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"Aerican Indian/Alaska Native, non-Hispanic",2004,30.0,5.05,Reporting standards not met.,37206.0,13360.0,Reoprting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaskaz Native, non-Hispanic",2005,30.0,5.05,Reporting standards not met.,37225.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alask aNative, non-Hispanic",2006,30.0,5.05,Reporting standads not met.,37206.0,13331.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/AlaskaNative, non-Hispanic",2007,30.0,5.05,Reporting standards not met.,37264.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Natvie, non-Hispanic",2008,30.0,5.05,Reporting standards not met.,37231.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,30.0,5.05,Reporting standards not met.,37262.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska ative, non-Hispanic",2010,30.0,5.05,Reporting standards not met.,37206.0,13389.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indin/Alaska Native, non-Hispanic",2011,30.0,5.05,Reporting standards not met.,37297.0,13322.0,Reporting standards not met.
"American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alasa Native, non-Hispanic",2012,30.0,5.05,Reporting standards not met.,37206.0,13415.0,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,30.0,5.05,Data not available.,37206.0,13393.0,Data not avialable.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2001,30.0,5.05,Data not available.,37206.0,13339.0,Data not available.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2002,30.0,5.05,Data not available.,37219.0,13322.0,Dat anot available.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2003,30.0,5.05,Reporting standards notmet.,37260.0,13322.0,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2004,30.0,5.05,Reporting satndards not met.,37206.0,13387.0,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2005,30.0,5.05,Reporting standards not met.,37213.0,13322.0,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,30.0,5.05,Reporting standards not met.,37206.0,13358.0,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,30.0,5.05,Reporting standards not met.,37206.0,13339.0,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2008,30.0,5.05,Reporting standards not met.,37206.0,13350.0,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,30.0,5.05,Reporting standards not met.,37206.0,13398.0,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2010,30.0,5.05,Reporting standards not met.,37206.0,13407.0,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,30.0,5.05,Resporting standards not met.,37214.0,13322.0,Reporting standards not met.
"Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2012,30.0,5.05,Reoprting standards not met.,37264.0,13322.0,Reporting standards not met.
