X,Y,OBJECTID,Comments,DateLastEdit,LaneWidth,SegKey,TextRotation,TextSize_,UseDesignation
-13622028.5397,6047092.7685,3250,,,10,,89,4,
-13622028.5283,6047090.7573,3251,,,6,,90,4,
-13622028.5435,6047087.9589,3252,,,4,,89,4,
-13622065.7115,6047075.9698,3253,,,15,,358,4,
-13622060.2394,6047075.918,3254,,,6,,358,4,
-13622058.651,6047075.9029,3255,,,3,,358,4,
-13622052.5634,6047075.8454,3256,,,25,,358,4,
-13622045.8835,6047075.7822,3257,,,3,,358,4,
-13622043.0814,6047075.7558,3258,,,6,,358,4,
-13622039.0714,6047075.7179,3259,,,15,,358,4,
-13622069.6704,6047117.22,3260,,,5,,89,3,
-13622062.0656,6047122.5357,3261,,,5,,358,3,
-13622055.9698,6047122.4784,3262,,,5,,360,3,
-13622042.1982,6047122.3489,3263,,,5,,358,3,
-13622036.1024,6047122.2915,3264,,,5,,358,3,
-13622029.4493,6047117.2303,3265,,,5,,89,3,
-13622029.4479,6047111.7107,3266,,,5,,89,3,
-13622029.4436,6047095.6719,3267,,,5,,89,3,
-13622029.4418,6047088.9222,3268,,,5,,89,3,
-13622057.2874,6047076.796,3269,,,5,,358,3,
-13622044.7699,6047076.6777,3270,,,5,,358,3,
-13622008.3057,6047103.869,3271,,,16,,89,4,
-13622008.3043,6047098.8976,3272,,,9,,89,4,
-13622192.7719,6047127.8382,3273,,,19,,336,4,
-13622176.4912,6047139.7959,3274,,,2,,327,4,
-13622174.9503,6047138.8187,3275,,,6,,327,4,
-13622173.1088,6047137.6961,3276,,,4,,324,4,
-13622212.4627,6047119.1514,3277,,,4,,360,4,
-13622210.0792,6047119.1971,3278,,,6,,0,4,
-13622208.2998,6047119.2369,3279,,,2,,1,4,
-13622219.0496,6047114.241,3280,,,6,,89,4,
-13622219.0486,6047110.6351,3281,,,6,,89,4,
-13622219.0471,6047105.1283,3282,,,18,,89,4,
-13622219.0458,6047100.4957,3283,,,3,,89,4,
-13622219.0445,6047095.9565,3284,,,18,,89,4,
-13622219.0431,6047090.6885,3285,,,6,,89,4,
-13622178.2788,6047090.6997,3286,,,6,,89,4,
-13622173.749,6047104.5237,3287,,,9,,89,4,
-13622219.9492,6047101.7152,3288,,,5,,89,3,
-13622219.9519,6047111.9706,3289,,,5,,89,3,
-13622071.8244,6047098.7355,3290,,,16,,89,4,
-13622173.0832,6047097.8859,3291,,,16,,89,4,
-13622359.0267,6048550.1178,3292,,,6,,89,4,
-13622359.0356,6048552.8357,3293,,,6,,89,4,
-13622359.0526,6048557.9859,3294,,,25 ,,89,4,
-13622359.0818,6048566.7712,3295,,,12 ,,89,4,
-13622359.1017,6048572.4337,3296,,,12 ,,89,4,
-13622359.1295,6048580.8628,3297,,,25 ,,89,4,
-13622359.1595,6048589.9823,3298,,,6,,89,4,
-13622359.1876,6048592.6702,3299,,,6,,87,4,
-13622359.9668,6048561.296,3300,,,5,,89,3,
-13622359.9958,6048569.9084,3301,,,5,,89,3,
-13622360.0152,6048575.571,3302,,,5,,89,3,
-13622360.0436,6048584.1729,3303,,,5,,89,3,
-13622348.444,6048595.5754,3304,,,5,,359,4,
-13622345.9171,6048595.5837,3305,,,6,,359,4,
-13622343.0353,6048595.5931,3306,,,10,,359,4,
-13622338.5191,6048595.608,3307,,,10,,359,4,
-13622331.2393,6048595.6321,3308,,,23,,359,4,
-13622324.0563,6048595.6557,3309,,,5,,359,4,
-13622340.929,6048557.054,3310,,,16,,6,4,
-13622334.6454,6048557.8488,3311,,,9,,6,4,
-13622340.0218,6048339.0671,3312,,,16,,359,4,
-13622333.6683,6048339.0402,3313,,,9,,0,4,
-13622348.6442,6048316.1588,3314,,,6,,359,4,
-13622346.2626,6048316.1532,3315,,,9 ,,359,4,
-13622336.3377,6048316.1304,3316,,,12 ,,359,4,
-13622330.6817,6048316.1173,3317,,,9 ,,359,4,
-13622326.0634,6048316.1068,3318,,,6,,359,4,
-13622333.4527,6048317.0414,3319,,,5,,359,3,
-13622346.4186,6048284.9935,3320,,,11 ,,358,4,
-13622337.4456,6048284.9281,3321,,,25,,358,4,
-13622329.8705,6048284.873,3322,,,9 ,,358,4,
-13622325.2524,6048284.8393,3323,,,6,,358,4,
-13622344.0903,6048285.8861,3324,,,5,,358,3,
-13622328.5366,6048285.7693,3325,,,5,,358,3,
-13622321.0197,6048301.6199,3326,,,12 ,,89,4,
-13622321.9353,6048304.6196,3327,,,5,,89,3,
-13622226.6182,6048302.0469,3328,,,12 ,,89,4,
-13622231.722,6048307.2225,3329,,,7 ,,90,4,
-13622231.7655,6048311.3873,3330,,,6,,89,4,
-13622227.5298,6048305.0237,3331,,,5,,89,3,
-13622232.6586,6048308.8866,3332,,,5,,89,3,
-13622225.9137,6048316.1763,3333,,,VAR,,359,4,
-13622226.809,6048283.137,3334,,,6,,358,4,
-13622219.8092,6048283.0859,3335,,,25,,358,4,
-13622210.3365,6048283.0168,3336,,,16,,358,4,
-13622204.6762,6048282.9766,3337,,,6,,359,4,
-13622203.8159,6048299.2628,3338,,,12 ,,89,4,
-13622204.7048,6048302.2404,3339,,,5,,89,3,
-13622168.9415,6048299.0957,3340,,,12 ,,89,4,
-13622168.8808,6048304.7669,3341,,,12 ,,90,4,
-13622168.951,6048312.7244,3342,,,18,,89,4,
-13622168.9761,6048318.8938,3343,,,6,,89,4,
-13622169.8304,6048302.0882,3344,,,5,,89,3,
-13622169.8283,6048307.7365,3345,,,5,,89,3,
-13622133.8751,6048289.4491,3346,,,6,,89,4,
-13622133.9076,6048293.9197,3347,,,17,,88,4,
-13622099.8503,6048254.1335,3348,,,9,,359,4,
-13622094.8934,6048254.1047,3349,,,16,,359,4,
-13622100.4036,6048157.7744,3350,,,9,,359,4,
-13622095.4468,6048157.7457,3351,,,16,,359,4,
-13622077.5835,6048132.6662,3352,,,16,,89,4,
-13622077.6135,6048140.6314,3353,,,16,,89,4,
-13622098.0882,6048115.3614,3354,,,25,,358,4,
-13622109.4457,6048139.7226,3355,,,16,,99,4,
-13622174.346,6048089.6426,3356,,,16,,332,4,
-13622180.7993,6048092.9062,3357,,,16,,332,4,
-13622170.6054,6048140.6819,3358,,,18,,104,4,
-13622118.8437,6048297.4774,3359,,,16,,59,4,
-13614597.2223,6047348.9843,3360,,,12,,359,4,
-13614612.1239,6047349.1106,3361,,,17,,359,4,
-13614601.5625,6047348.9568,3362,,,9,,359,4,
-13614599.8441,6047350.1877,3363,,,5,,359,3,
-13614606.6496,6047348.9883,3364,,,9,,359,4,
-13614604.9312,6047350.2191,3365,,,5,,359,3,
-13614613.5931,6047371.4561,3366,,,13,,359,4,
-13614608.323,6047371.4235,3367,,,11,,359,4,
-13614602.9242,6047371.3901,3368,,,11,,359,4,
-13614597.6541,6047371.3574,3369,,,13,,359,4,
-13614612.59,6047534.7011,3370,,,13,,359,4,
-13614607.3196,6047534.6685,3371,,,11,,359,4,
-13614601.9209,6047534.6351,3372,,,11,,359,4,
-13614596.6506,6047534.6026,3373,,,13,,359,4,
-13614613.463,6047555.5738,3374,,,12,,10,4,
-13614616.8449,6047578.7075,3375,,,10,,25,4,
-13614611.8442,6047580.9496,3376,,,10,,27,4,
-13614631.4752,6047592.7507,3377,,,12,,33,4,
-13614694.1223,6047653.2335,3378,,,13,,40,4,
-13614690.1283,6047656.683,3379,,,11,,40,4,
-13614686.037,6047660.2165,3380,,,11,,40,4,
-13614682.0432,6047663.666,3381,,,13,,40,4,
-13614643.3433,6047604.7621,3382,,,13,,40,4,
-13614639.3494,6047608.2116,3383,,,11,,40,4,
-13614635.2581,6047611.7451,3384,,,11,,40,4,
-13614631.2642,6047615.1946,3385,,,13,,40,4,
-13614531.9139,6047577.1127,3386,,,25,,269,4,
-13614679.9808,6047578.0284,3387,,,25,,269,4,
-13614684.59,6047456.7493,3388,,,25,,269,4,
-13614553.8017,6047456.9474,3389,,,25,,269,4,
-13614533.398,6047336.0007,3390,,,25,,269,4,
-13614603.4042,6047670.0597,3391,,,25,,359,4,
-13614597.2324,6047317.5805,3392,,,12,,359,4,
-13614612.1341,6047317.7068,3393,,,17,,359,4,
-13614601.5727,6047317.5532,3394,,,9,,359,4,
-13614599.8544,6047318.784,3395,,,5,,359,3,
-13614606.6598,6047317.5847,3396,,,9,,359,4,
-13614604.9413,6047318.8155,3397,,,5,,359,3,
-13614522.002,6046823.7166,3398,,,16,,92,4,
-13614522.253,6046829.6446,3399,,,9,,92,4,
-13614480.5437,6046825.1259,3400,,,25',,92,4,
-13614494.1326,6046823.5542,3401,,,16,,92,4,
-13614494.3835,6046829.4821,3402,,,9,,92,4,
-13614552.5946,6046789.5465,3403,,,14' 9  9 14',,359,4,
-13614539.7027,6046790.5493,3404,,,5,,359,2,
-13614544.626,6046790.6493,3405,,,5,,359,2,
-13614552.7077,6046811.715,3406,,,13' 9  9 ,,359,4,
-13614539.7632,6046812.8581,3407,,,5,,359,2,
-13614544.8912,6046812.9925,3408,,,5,,359,2,
-13614573.4934,6046916.5375,3409,,,14' 9    14',,10,4,
-13614561.3357,6046919.9263,3410,,,5,,10,2,
-13614559.84,6046858.0435,3411,,,14' 9  9 14',,10,4,
-13614547.3969,6046861.63,3412,,,5,,10,2,
-13614552.622,6046860.6247,3413,,,5,,10,2,
-13614555.4499,6046838.8217,3414,,,13' 9   ,,359,4,
-13614542.9208,6046840.0123,3415,,,5,,359,2,
-13614547.8442,6046840.1114,3416,,,5,,359,2,
-13614544.615,6046838.9333,3417,,,9,,358,4,
-13614545.7826,6046834.9791,3418,,,10,,11,4,
-13614527.6486,6046825.053,3419,,,10,,87,4,
-13614543.5206,6046816.2929,3420,,,10,,359,4,
-13614562.7415,6046918.7482,3421,,,9,,5,4,
-13615990.6918,6044969.0364,3422,,,16,,358,4,
-13616011.038,6044969.3132,3423,,,16,,358,4,
-13615989.9035,6045038.2909,3424,,,16,,358,4,
-13616010.2028,6045038.5273,3425,,,16,,359,4,
-13615999.1456,6045026.4706,3426,,,28,,357,4,
-13616000.0923,6044984.1665,3427,,,28,,357,4,
-13615965.0254,6045014.3439,3428,,,18,,88,4,
-13615965.7782,6044995.3209,3429,,,18,,88,4,
-13616245.0939,6044993.1917,3430,,,24,,358,4,
-13616247.8065,6044963.4697,3431,,,15,,358,4,
-13616261.005,6044944.7728,3432,,,10,,357,4,
-13616245.1534,6044960.4679,3433,,,10,,267,4,
-13616234.0897,6044943.6082,3434,,,10,,0,4,
-13616281.7111,6044961.3475,3435,,,9,,58,4,
-13616140.6953,6044970.7192,3436,,,21,,358,4,
-13616097.3905,6044923.7045,3437,,,24,,358,4,
-13615057.0862,6039918.1,3438,,,7,,4,4,
-13615069.2045,6039916.7623,3439,,,7,,4,4,
-13615088.8066,6039984.8519,3440,,,7,,7,4,
-13615075.633,6039985.6227,3441,,,7,,7,4,
-13615089.331,6040377.5566,3442,,,7,,359,4,
-13615085.787,6040377.5895,3443,,,12,,359,4,
-13615074.8306,6040377.6908,3444,,,8,,359,4,
-13615080.5017,6040377.6384,3445,,,12,,359,4,
-13615089.8884,6040316.4442,3446,,,7,,359,4,
-13615086.3443,6040316.4771,3447,,,12,,359,4,
-13615075.388,6040316.5785,3448,,,8,,359,4,
-13615081.0592,6040316.526,3449,,,12,,359,4,
-13615089.7207,6040256.403,3450,,,7,,359,4,
-13615086.1767,6040256.4357,3451,,,12,,359,4,
-13615075.2205,6040256.5371,3452,,,8,,359,4,
-13615080.8915,6040256.4846,3453,,,12,,359,4,
-13615087.3795,6040128.77,3454,,,11,,359,4,
-13615082.0945,6040128.8189,3455,,,11,,359,4,
-13615090.1938,6040116.2773,3456,,,7,,359,4,
-13615077.3951,6040116.2575,3457,,,7,,359,4,
-13615090.4826,6040041.0648,3458,,,7,,359,4,
-13615077.6841,6040041.0449,3459,,,7,,359,4,
-13615090.5217,6040177.4671,3460,,,7,,359,4,
-13615086.9776,6040177.4999,3461,,,12,,359,4,
-13615076.0215,6040177.6014,3462,,,8,,359,4,
-13615081.6926,6040177.5488,3463,,,12,,359,4,
-13615106.0697,6040012.1709,3464,,,30,,269,4,
-13615061.5927,6040012.7015,3465,,,30,,269,4,
-13615105.4407,6040150.7268,3466,,,30,,269,4,
-13615104.4088,6040289.5543,3467,,,30,,269,4,
-13615035.7186,6039775.651,3468,,,24,,269,4,
-13615071.9233,6039717.2644,3469,,,7,,358,4,
-13615059.1949,6039717.0768,3470,,,7,,358,4,
-13615071.6973,6039738.2662,3471,,,7,,358,4,
-13615058.9687,6039738.0786,3472,,,7,,358,4,
-13615069.86,6039848.2418,3473,,,7,,358,4,
-13615057.1314,6039848.0542,3474,,,7,,358,4,
-13615082.4238,6039889.2234,3475,,,24,,269,4,
-13615043.0251,6039893.4965,3476,,,24,,269,4,
-13615044.7971,6039658.4247,3477,,,25,,269,4,
-13615089.2091,6039658.0038,3478,,,25,,269,4,
-13615062.8561,6039596.8105,3479,,,5,,360,4,
-13615047.705,6039539.9603,3480,,,25,,269,4,
-13615047.6713,6039420.6382,3481,,,25,,269,4,
-13615091.4133,6039420.7103,3482,,,25,,269,4,
-13614950.4849,6039242.5335,3483,,,25,,358,4,
-13615074.0638,6039329.1334,3484,,,10,,0,4,
-13615068.4001,6039329.2877,3485,,,15,,0,4,
-13614961.2526,6039219.5438,3486,,,16,,90,4,
-13614961.1749,6039226.5741,3487,,,16,,90,4,
-13614813.6166,6039221.5385,3488,,,13,,90,4,
-13614813.5173,6039227.4555,3489,,,12,,90,4,
-13615067.7002,6039596.6731,3490,,,10,,360,4,
-13615071.8108,6039596.4547,3491,,,10,,360,4,
-13615074.7758,6039596.4957,3492,,,7,,360,4,
-13615064.4362,6039478.0643,3493,,,5,,360,4,
-13615069.2803,6039477.9269,3494,,,10,,360,4,
-13615073.3908,6039477.7085,3495,,,10,,360,4,
-13615076.3558,6039477.7496,3496,,,7,,360,4,
-13615076.686,6039329.0133,3497,,,7,,0,4,
-13615065.1812,6039368.5367,3498,,,5,,360,4,
-13615070.0253,6039368.3994,3499,,,10,,360,4,
-13615074.1357,6039368.1811,3500,,,10,,360,4,
-13615077.1008,6039368.222,3501,,,7,,360,4,
-13614813.4374,6039217.916,3502,,,7,,90,4,
-13616769.1132,6038544.4704,3503,,,13,,359,4,
-13616763.6494,6038544.5375,3504,,,10,,359,4,
-13616759.854,6038545.9797,3505,,,6,,359,2,
-13616757.5185,6038544.4719,3506,,,11,,359,4,
-13616752.8947,6038544.4376,3507,,,10,,359,4,
-13616749.6034,6038545.9708,3508,,,6,,359,2,
-13616746.8084,6038544.4577,3509,,,13,,359,4,
-13616746.7658,6038619.2614,3510,,,13,,359,4,
-13616753.3069,6038619.3035,3511,,,10,,359,4,
-13616749.6482,6038620.7458,3512,,,6,,359,2,
-13616769.3815,6038651.8418,3513,,,13,,359,4,
-13616758.2008,6038619.3468,3514,,,12,,359,4,
-13616764.5681,6038651.9826,3515,,,10,,359,4,
-13616761.0648,6038653.4249,3516,,,5,,359,2,
-13616781.7351,6038702.7022,3517,,,20,,27,4,
-13616774.6072,6038704.6538,3518,,,12,,24,4,
-13616768.5917,6038707.3833,3519,,,13,,25,4,
-13616763.9984,6038711.1906,3520,,,13,,26,4,
-13616871.7172,6038603.9613,3521,,,24,,89,4,
-13616871.6868,6038620.9304,3522,,,42,,89,4,
-13616871.6727,6038637.2938,3523,,,24,,89,4,
-13617028.6365,6039290.6582,3524,,,12,,23,4,
-13616992.6186,6039211.3983,3525,,,12,,23,4,
-13616987.4392,6039213.6151,3526,,,13,,23,4,
-13616997.7684,6039209.2427,3527,,,14,,23,4,
-13617265.9421,6047520.7723,3528,,,12,,359,4,
-13617260.2896,6047520.7674,3529,,,9,,359,4,
-13617257.2913,6047520.765,3530,,,10,,359,4,
-13617251.5778,6047520.76,3531,,,9,,359,4,
-13617248.373,6047520.7573,3532,,,10,,359,4,
-13617265.9672,6047491.1943,3533,,,12,,359,4,
-13617260.3148,6047491.1895,3534,,,9,,359,4,
-13617257.3163,6047491.1869,3535,,,10,,359,4,
-13617251.603,6047491.182,3536,,,9,,359,4,
-13617248.3982,6047491.1793,3537,,,10,,359,4,
-13617264.3442,6047433.2043,3538,,,21,,359,4,
-13617257.1359,6047433.1981,3539,,,10,,359,4,
-13617264.2311,6047566.6637,3540,,,20,,359,4,
-13617257.0227,6047566.6575,3541,,,10,,359,4,
-13617250.19,6047566.6518,3542,,,20,,359,4,
-13617219.7768,6048095.2306,3543,,,12,,89,4,
-13617220.6825,6048098.6778,3544,,,6,,89,2,
-13617219.7685,6048100.7134,3545,,,12,,89,4,
-13617220.6741,6048104.1605,3546,,,6,,89,2,
-13617228.7445,6048095.4349,3547,,,14,,75,4,
-13617227.3344,6048101.1831,3548,,,11,,75,4,
-13617226.3891,6048159.2264,3549,,,10,,331,4,
-13617211.651,6048187.1345,3550,,,10,,331,4,
-13617271.9271,6048094.0082,3551,,,21,,82,4,
-13617270.8073,6048103.4937,3552,,,21,,82,4,
-13617264.7941,6048081.5726,3553,,,14,,2,4,
-13617258.7505,6048081.8884,3554,,,9,,2,4,
-13617255.2826,6048082.0696,3555,,,10,,2,4,
-13617250.8153,6048082.303,3556,,,10,,2,4,
-13617246.0049,6048082.5543,3557,,,11,,2,4,
-13617263.7533,6048014.2783,3558,,,20,,359,4,
-13617256.6024,6048014.2663,3559,,,10,,359,4,
-13617249.769,6048014.2549,3560,,,20,,359,4,
-13617259.3325,6048117.0685,3561,,,10,,331,4,
-13617253.8861,6048117.0603,3562,,,10,,331,4,
-13617248.8493,6048117.0526,3563,,,10,,331,4,
-13617243.4807,6048117.0444,3564,,,10,,331,4,
-13617238.4994,6048117.037,3565,,,10,,331,4,
-13616614.4123,6041812.8666,3566,,,4,,120,3,
-13616615.5985,6041814.8163,3567,,,6,,120,3,
-13616616.478,6041816.316,3568,,,2,,120,3,
-13616600.1315,6041792.414,3569,,,2,,120,3,
-13616601.0926,6041794.0081,3570,,,6,,120,3,
-13616602.1614,6041795.8268,3571,,,4,,120,3,
-13616606.3876,6041796.3287,3572,,,11,,120,4,
-13616608.1549,6041797.9065,3573,,,5,,120,3,
-13616608.8803,6041800.5441,3574,,,9,,120,4,
-13616610.2059,6041801.4056,3575,,,5,,120,3,
-13616611.1488,6041804.355,3576,,,9,,120,4,
-13616612.4745,6041805.2165,3577,,,5,,120,3,
-13616613.3232,6041808.0003,3578,,,11,,120,4,
-13616615.0906,6041809.5781,3579,,,5,,120,3,
-13622958.8889,6048559.1017,3580,,,19,,89,4,
-13623050.3564,6048567.0218,3581,,,9,,89,4,
-13622863.4609,6048566.2111,3582,,,10,,89,4,
-13622930.1364,6048563.1155,3583,,,9,,89,4,
-13622930.0916,6048577.7416,3584,,,15,,89,4,
-13622930.1268,6048572.0162,3585,,,12,,89,4,
-13622896.7942,6048566.1163,3586,,,10 ,,89,4,
-13622896.8072,6048570.5815,3587,,,10 ,,89,4,
-13622863.4298,6048570.7894,3588,,,10,,89,4,
-13622943.4076,6048557.7502,3589,,,10 ,,89,4,
-13622896.4085,6048585.6344,3590,,,13,,359,4,
-13622890.6033,6048585.6205,3591,,,11,,359,4,
-13622885.4661,6048585.6363,3592,,,11,,359,4,
-13622875.2531,6048585.634,3593,,,11,,359,4,
-13622865.1038,6048585.7277,3594,,,13,,359,4,
-13622870.5906,6048585.6162,3595,,,11,,359,4,
-13622849.1258,6048651.3518,3596,,,22,,359,4,
-13623000.8615,6048651.5254,3597,,,25,,359,4,
-13623050.1448,6048560.9711,3598,,,12,,89,4,
-13623048.9344,6048570.8918,3599,,,9,,89,4,
-13623049.1846,6048574.3976,3600,,,10,,89,4,
-13623049.1425,6048578.7187,3601,,,10,,89,4,
-13623001.0613,6048488.5718,3602,,,25,,359,4,
-13622920.1906,6048493.2806,3603,,,22,,359,4,
-13622959.0027,6048566.4668,3604,,,9,,89,4,
-13622959.7255,6048568.2037,3605,,,5,,89,2,
-13623049.7377,6048572.2659,3606,,,5,,89,2,
-13622960.0782,6048572.4302,3607,,,5,,89,2,
-13623074.8043,6048570.4258,3608,,,8,,89,4,
-13622959.2508,6048570.8595,3609,,,9,,89,4,
-13622959.6114,6048578.9817,3610,,,10,,89,4,
-13622959.3703,6048574.5858,3611,,,10,,89,4,
-13622850.6989,6048538.4014,3612,,,11,,359,4,
-13622845.5617,6048538.417,3613,,,11,,359,4,
-13622860.6273,6048561.6988,3614,,,11,,89,4,
-13622898.8032,6048576.2235,3615,,,11,,89,4,
-13622866.5979,6048575.4136,3616,,,11,,89,4,
-13622898.2525,6048561.6094,3617,,,11,,89,4,
-13622928.4236,6048569.8953,3618,,,10,,359,4,
-13622917.6587,6048549.0811,3619,,,7,,89,4,
-13622916.5334,6048588.1981,3620,,,7,,89,4,
-13622846.7862,6048487.8516,3621,,,230',,89,2,
-13622896.3172,6048554.2617,3622,,,13,,359,4,
-13622890.5121,6048554.248,3623,,,11,,359,4,
-13622885.3749,6048554.2636,3624,,,11,,359,4,
-13622875.1619,6048554.2614,3625,,,11,,359,4,
-13622870.4995,6048554.2437,3626,,,11,,359,4,
-13622865.0126,6048554.3551,3627,,,13,,359,4,
-13622896.0981,6048478.8536,3628,,,13,,359,4,
-13622890.2928,6048478.8399,3629,,,11,,359,4,
-13622885.1558,6048478.8555,3630,,,11,,359,4,
-13622874.9429,6048478.8533,3631,,,11,,359,4,
-13622864.7936,6048478.9472,3632,,,13,,359,4,
-13622870.2805,6048478.8356,3633,,,11,,359,4,
-13622857.7767,6048493.463,3634,,,22,,359,4,
-13622890.7938,6048651.2078,3635,,,11,,359,4,
-13622896.5992,6048651.2217,3636,,,13,,359,4,
-13622885.6567,6048651.2236,3637,,,11,,359,4,
-13622875.4434,6048651.1601,3638,,,11,,359,4,
-13622870.7809,6048651.1423,3639,,,11,,359,4,
-13622865.294,6048651.2538,3640,,,13,,359,4,
-13622929.2476,6048651.09,3641,,,20,,359,4,
-13622858.0162,6048651.2878,3642,,,20,,359,4,
-13622907.746,6048651.1277,3643,,,35,,359,4,
-13623074.9188,6048566.2871,3644,,,9,,89,4,
-13623075.823,6048567.7772,3645,,,5,,89,2,
-13623049.8349,6048557.8468,3646,,,7,,89,4,
-13622855.6305,6050421.7357,3647,,,20,,359,4,
-13622864.6321,6050421.6563,3648,,,20,,359,4,
-13622858.2152,6049711.5035,3649,,,10,,359,4,
-13622852.7365,6049711.546,3650,,,11,,359,4,
-13622862.3503,6049711.5067,3651,,,10,,359,4,
-13622866.6968,6049711.5528,3652,,,11,,359,4,
-13622872.0301,6049440.3571,3653,,,11,,0,4,
-13622867.2861,6049440.2853,3654,,,11,,0,4,
-13622861.8399,6049440.2704,3655,,,11,,0,4,
-13622853.5657,6049440.1044,3656,,,11,,0,4,
-13622848.8425,6049440.0431,3657,,,11,,0,4,
-13622877.6108,6049085.5986,3658,,,12,,0,4,
-13622872.8601,6049085.5596,3659,,,11,,0,4,
-13622867.8307,6049085.5362,3660,,,11,,0,4,
-13622858.5857,6049085.4363,3661,,,11,,0,4,
-13622853.5832,6049085.2879,3662,,,11,,0,4,
-13622847.9765,6049085.1787,3663,,,11,,0,4,
-13622840.7724,6049465.2532,3664,,,11,,0,4,
-13622861.3313,6049563.9153,3665,,,11,,0,4,
-13622867.4798,6049563.7515,3666,,,12,,0,4,
-13622884.2733,6048854.0347,3667,,,11,,358,4,
-13622879.4236,6048854.0078,3668,,,11,,358,4,
-13622869.2128,6048853.9274,3669,,,11,,358,4,
-13622864.2104,6048853.7788,3670,,,11,,358,4,
-13622858.6039,6048853.6698,3671,,,11,,358,4,
-13622881.0942,6049277.4138,3672,,,12,,0,4,
-13622876.0703,6049277.5148,3673,,,12,,0,4,
-13622858.0605,6050416.1735,3674,,,10,,359,4,
-13622853.3841,6050416.2153,3675,,,11,,359,4,
-13622862.9989,6050416.1759,3676,,,10,,359,4,
-13622867.3455,6050416.222,3677,,,11,,359,4,
-13622858.6188,6049991.2552,3678,,,10,,359,4,
-13622853.9427,6049991.297,3679,,,11,,359,4,
-13622863.5569,6049991.2576,3680,,,10,,359,4,
-13622867.9035,6049991.3036,3681,,,11,,359,4,
-13623022.4933,6049489.7306,3682,,,11,,89,4,
-13623022.4377,6049484.8868,3683,,,11,,89,4,
-13622969.219,6049465.9366,3684,,,14,,0,4,
-13622909.4889,6049482.7107,3685,,,9,,90,4,
-13622857.8795,6049631.3806,3686,,,10,,359,4,
-13622862.0146,6049631.3838,3687,,,10,,359,4,
-13622866.361,6049631.4299,3688,,,11,,359,4,
-13622909.6001,6049488.2754,3689,,,19,,90,4,
-13622851.5986,6049569.6865,3690,,,10 ,,359,4,
-13622848.4027,6049570.6678,3691,,,5,,0,3,
-13622845.9048,6049569.9602,3692,,,11+,,360,4,
-13622847.0966,6049273.5844,3693,,,13,,0,4,
-13622852.7003,6049273.5326,3694,,,10,,0,4,
-13622857.04,6049273.4951,3695,,,10,,0,4,
-13622846.2015,6049305.2845,3696,,,13,,0,4,
-13622851.8055,6049305.2328,3697,,,10,,0,4,
-13622856.1452,6049305.1953,3698,,,10,,0,4,
-13622874.2628,6049392.9051,3699,,,23,,0,4,
-13622879.3054,6049472.3715,3700,,,21,,238,4,
-13622901.1593,6049475.0611,3701,,,16,,90,4,
-13622825.6435,6049319.9487,3702,,,15,,87,4,
-13622825.7981,6049327.6845,3703,,,15,,87,4,
-13622760.7875,6049360.3984,3704,,,15,,326,4,
-13622743.2931,6049378.0685,3705,,,8,,343,4,
-13622746.1985,6049378.5676,3706,,,9,,343,4,
-13622741.4542,6049378.4151,3707,,,9,,345,3,
-13622743.9812,6049423.4785,3708,,,11,,16,4,
-13622740.6741,6049399.5269,3709,,,10,,0,4,
-13622750.6435,6049437.115,3710,,,12,,29,4,
-13622766.2233,6049458.5759,3711,,,15,,19,4,
-13622793.7597,6049465.7054,3712,,,13,,54,4,
-13622771.2874,6049449.9744,3713,,,16,,54,4,
-13622773.4682,6049448.2394,3714,,,15,,230,4,
-13622797.6812,6049463.1106,3715,,,23,,230,4,
-13622774.839,6049430.2451,3716,,,18,,63,4,
-13622828.459,6049428.9821,3717,,,12,,335,4,
-13622749.8481,6049420.358,3718,,,13,,18,4,
-13622746.9402,6049422.6847,3719,,,5,,15,3,
-13622782.1113,6049509.0033,3720,,,12,,3,4,
-13622806.7543,6049490.4514,3721,,,17,,347,4,
-13622797.0143,6049483.7612,3722,,,16,,347,4,
-13622813.3483,6049504.1645,3723,,,25,,90,4,
-13622816.9845,6049452.9689,3724,,,18,,330,4,
-13622805.237,6049510.4508,3725,,,22,,135,4,
-13622796.4925,6049547.5656,3726,,,12,,0,4,
-13622801.5463,6049547.464,3727,,,12,,0,4,
-13622783.1077,6049595.3302,3728,,,12,,343,4,
-13622787.1691,6049596.4554,3729,,,12,,343,4,
-13622794.6609,6049588.9948,3730,,,10,,346,4,
-13622799.8595,6049589.2401,3731,,,10,,346,4,
-13622743.8188,6049647.4641,3732,,,10,,308,4,
-13622746.5214,6049650.7367,3733,,,10,,308,4,
-13622766.9227,6049642.8619,3734,,,18,,308,4,
-13622816.7022,6049429.251,3735,,,14,,315,4,
-13622813.314,6049458.1468,3736,,,10,,330,4,
-13622822.1286,6049507.0429,3737,,,10,,267,4,
-13622825.2761,6049493.1799,3738,,,10,,217,4,
-13622820.2242,6049426.0201,3739,,,10,,310,4,
-13614394.7913,6041907.8123,3740,,,25,,359,4,
-13614368.5533,6041863.6773,3741,,,25,,359,4,
-13614353.4578,6041878.6099,3742,,,7,,269,4,
-13614353.4279,6041893.5822,3743,,,5,,269,4,
-13614353.496,6041896.186,3744,,,7,,269,4,
-13622221.5457,6046495.1386,3745,,,9,,89,4,
-13622221.5598,6046500.2694,3746,,,16,,89,4,
-13622212.2566,6046514.4464,3747,,,21,,359,4,
