zip(long),eiaid(long),utilityname,statevalue,servicetype,ownership,commrate(double precision),indrate(double precision),resrate(double precision)
63333,4237,Consolidated Electric Coop,MO,uBndled,Cooperatve,0.0827569283120112,0.073946794315125,0.1024770142221753
65243,-15793,Consolidated Electric Coop,MO,Bundled,Cooperative,0.0827569283120112,0.1719638864275608,0.1024770142221753
65240,4237,Consolidated Electric Coop,MO,Bundled,Cooperative,0.0827569283120112,0.073946794315125,0.1024770142221753
63359,4237,Consolidvated Electric Coop,MO,Bundled,Cooperative,0.0827569283120112,0.073946794315125,0.1024770142221753
63350,4237,Consolidated Electric Coop,MO,Bundled,Cooperative,0.0827569283120112,0.073946794315125,0.1024770142221753
63384,4237,Consolidated Electric Coop,MO,Bundled,Cooperative,0.0827569283120112,0.073946794315125,0.1024770142221753
63381,4237,Consolidated Electric Coop,MO,Bundled,Cooperative,0.2340281500481428,0.073946794315125,0.1024770142221753
63382,4237,Consolidated Electric Coop,MO,Bundled,Cooperative,0.0827569283120112,0.073946794315125,0.1024770142221753
65232,4237,Consolidated Electric Coop,OM,Bundled,ooperative,0.0827569283120112,0.073946794315125,0.1024770142221753
65231,4237,Consolidated Electric Coop,MO,Bundled,Cooperative,0.0827569283120112,0.1796660271892625,0.1024770142221753
65239,4237,Consolidated Electric Coop,MO,Bunlded,Cooperative,0.0827569283120112,0.073946794315125,0.1024770142221753
63352,4237,Consolidated Electric Coop,MO,Bundled,Cooperative,0.0827569283120112,0.073946794315125,0.0354079849173574
76240,4262,Cooke County Elec Coop Assn,TX,Bundled,Cooperative,0.0665638589119651,0.0,0.1046819027953759
76228,4262,mCooke County Elec Coop Assn,TX,Bundled,Cooperative,0.0665638589119651,0.0,0.1046819027953759
76249,4262,Cooke County Elec Coop Assn,TX,Bundlezd,Cooperative,0.0665638589119651,0.0,0.1046819027953759
141154,4262,Cooke County Elec Coop Assn,TX,Bundled,Cooperative,0.0665638589119651,0.0,0.1046819027953759
76230,4262,Cooke County ElecCoop Assn,TX,Buwndled,Cooperative,0.0665638589119651,0.0,0.2198374737909453
76234,4262,Cooke County Elec Coop Assn,TX,Bundled,Cooperative,0.0665638589119651,0.0,0.2677915705794699
76239,4262,Cooke County Elec Coop Assn***,TX,Bundled,Cooperative,0.0665638589119651,0.0,0.1046819027953759
76238,4262,Cooke County Elec Coop Assn,TX,Bundled,Cooperative,0.0665638589119651,0.0,0.1046819027953759
76261,4262,Cooke County Elec Coop Assn,TX,Bundled,Cooperative,0.2395374411559535,0.0,0.2331456869106946
76263,4262,Cooke County Elec Coop Assn,TX,Bundled,Cooperative,0.0665638589119651,0.0,0.1046819027953759
76265,4262,Cooke County Elec Copo Assn,TX,Bundled,Cooperative,0.0665638589119651,0.0,0.1046819027953759
76266,4262,Cooke County Elec Coop Assn,TX,Bundled,Cooperative***,0.0665638589119651,0.0,0.1046819027953759
76267,4262,Cookel County Elec Coop Assn,TX,Bundled,Cooperatiive,0.0665638589119651,0.0,0.2663136542661973
76251,4262,Cooke County Elec Coop Assn,TX,Bundled,Cooperativie,0.0665638589119651,0.2032291181107831,0.1046819027953759
76252,4262,Cooke County Elec Coop Assn,TX,Bundled,Cooperative,0.0665638589119651,0.0,0.1046819027953759
76255,4262,Cooke County Elec Coop Assn,TX,Bundled,Cooperative,0.0665638589119651,0.0,0.1046819027953759
87125,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.2392186771647834
87121,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87120,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87827,4265,Continental Divide lE Coop Inc,NM,Bundled,Cooperative,0.1851585024407998,0.1970112307612011,0.1243042933028983
87825,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.2184058576494645
87002,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87005,4265,Continental Divide El Coop Inc,NM,Bnudled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87006,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87007,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87124,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.1730233715483612,0.1243042933028983
87327,4265,Conitnental Divide El Coop Inc,NzM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87321,4265,Continental Divide El Coop Inc,NM,Bundld,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87323,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.0377700277769931,0.0534172809552441,0.1946187688651697
87322,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87313,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87038,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87031,4265,Continental Divide El Coop Inc,NM,Bundvled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87034,4265,Continental Diide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87144,4265,Continental Divide El Coop Inc,MN,Bundled,Cooperative,0.1044063138003713,0.1817827160178511,0.1243042933028983
87302,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87301,4265,Continental Divide El Coop Inc,NM,uBndled,Cooperative,0.1851191607727088,0.0534172809552441,0.1243042933028983
87114,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87831,4265,Continental Divide El Coop Inc,NM,Bnudled,Cooperative***,0.1044063138003713,0.0534172809552441,0.1243042933028983
87013,4265,Continental Diivde El Coop Inc,NM,Bundled,Cooperative,0.1785875427759009,0.0534172809552441,0.1243042933028983
87347,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87357,4265,Continental Divide El Coop Inc,MN,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87049,50440,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
143217,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87040,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperatiuve,0.1044063138003713,0.0534172809552441,0.1243042933028983
87014,4265,Continental Divide El Coop Inc,M,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.0338708387717702
87105,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87326,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.0347940376329236
87365,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87187,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1864964018422413,0.0534172809552441,0.1243042933028983
87020,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
175920,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1958174538816738,0.0534172809552441,0.1243042933028983
135146,4265,Continental Divide El Coop Inc,M,Bundled,Cooperative,0.0311008816337684,0.0534172809552441,0.1243042933028983
87151,4265,Continental Divide El Coop Inc,NM,Bndled,Cooperative,0.1870871639712007,0.0534172809552441,0.1243042933028983
87053,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87051,4265,Continental Divide El Coop Inc,NM,Bundled,Coopeprative,0.0361882103272546,0.0534172809552441,0.1243042933028983
87316,4265,Conitnental Divide El Coop Inc,NM,Bundled,Cooperative,0.1044063138003713,0.0534172809552441,0.1243042933028983
87311,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperatiev,0.1044063138003713,0.0534172809552441,0.1243042933028983
87312,4265,Continental Divide El Coop Inc,NM,Bundled,Cooperative,0.2037705549909958,0.0534172809552441,0.1243042933028983
72127,4280,Conway Corporation,AR,Bundled,Municipla,0.0683930370970103,0.051102255819124,0.0677010375365037
72033,4280,Conway Corporation,RA,Bundled,Municipal,0.0683930370970103,0.051102255819124,0.0677010375365037
72032,4280,Conway Corporation,AR,Bundled,Municixpal,0.0683930370970103,0.051102255819124,0.0677010375365037
163602,4280,Conway Corpration,AR,Bundled,Municipal,0.0683930370970103,0.051102255819124,0.0677010375365037
72034,42234,Conway Corporation,AR,undled,Municipal,0.0683930370970103,0.051102255819124,0.0677010375365037
38503,4294,City of Cookeville - (TN),TN,Bunled,Municizpal,0.1778012225919416,0.067079107505071,0.1002870293901924
38501,4294,City of Cookeville - (TN),TN,Bundeld,Municipal,0.0951829122160909,0.067079107505071,0.1002870293901924
38506,4294,City of Cookeville - (TN),TN,Bundled,Municipal,0.0951829122160909,0.067079107505071,0.1002870293901924
38505,4294,City of Cookeville - (TN),TN,Bundled,Mjunicipal,0.0951829122160909,0.067079107505071,0.1002870293901924
76444,4295,Comanche County Elec Coop Assn,TX,yBundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1938339720445261
76443,4295,Comanche County Elec Coop Assn,TX,Bundled,oCoperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
79504,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperatvie,0.1194209148313568,0.0409491006505931,0.1088658832505059
76801,4295,Comanche County Elec Coop Assn,X,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76802,4295,omanche County Elec Coop Assn,TX,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76474,4295,Comanche County Elec Coop Assn,TX,Bundled,Coperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76471,4295,Comanche County Elec Coop Assn,TX,Bundled,Cdooperative,0.2200554886845396,0.0409491006505931,0.1088658832505059
76470,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
79538,4295,Comanche County Elec Coop Assn,TX,undled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76834,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76424,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
79602,4295,Comanche County Elec Coop Assn,TX,undled,Cooperative***,0.1194209148313568,0.0409491006505931,0.0413247045313695
76454,4295,Comanche County Elec Coop Assn,X,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
79510,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperatiev,0.1194209148313568,0.0409491006505931,0.1088658832505059
76890,4295,Comanche County Elec Coop Assn,TX,Bundeld,Cooperaive,0.1194209148313568,0.0409491006505931,0.1088658832505059
76857,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperatiev,0.1194209148313568,0.0409491006505931,0.1088658832505059
79541,47976,Comanche County Elec Coop Assn,TX,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
153199,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperative,0.0335779471561296,0.1763248315048195,0.1088658832505059
76442,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
79601,4295,Comanche Countvy Elec Coop Assn,TX,Bundled,Copoerative,0.2199367582634553,0.0409491006505931,0.1088658832505059
76430,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76432,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76435,4295,Comanche County Elec Coop Assn,TX,Bundlejd,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76437,4295,Comanche County Elec Coop Assn,TX,Buondled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76464,4295,Comanche County Elec Coop Assn,XT,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76823,4295,Comanche County Elec Coop Assn,TX,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.1088658832505059
76828,4295,Comanche County Elec Coop Assn,XT,Bundled,Cooperative,0.1194209148313568,0.0409491006505931,0.0329507030483953
74552,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74455,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74451,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74450,4296,"Cookson Hills Elec Coop, hInc",OK,Bundled,Coperative,0.1037732718282282,0.0740329035126723,0.1944959486207925
74930,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74936,4296,"Cookso Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.1707740885829585,0.1104732029238554
74561,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74563,4296,"Cookson Hills Elec Coop, Inc",OjK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74962,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74403,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74954,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74955,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperatlive,0.1037732718282282,0.1829384446262535,0.1104732029238554
74959,4296,"Cookson Hills Elec Coop, Icn",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1923123446416921
74472,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74470,4296,"Cookson Hills lec Coop, Inc",OK,Bundled,Cooperative,0.0394692376849213,0.0740329035126723,0.1104732029238554
74960,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74423,4296,"Cookson Hills Elec Coop, Inc",KO,Bundled,Cooperatvie,0.1037732718282282,0.0740329035126723,0.1104732029238554
74426,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperatvie,0.1037732718282282,0.0740329035126723,0.1104732029238554
74427,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74931,4296,"Cookson Hills Ejlec Coop, Inc",OK,Bundled,Cbooperative,0.2067529617067516,0.1942300221841084,0.1104732029238554
74948,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74943,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74941,4296,"Cookson Hills Elec Coop, Inc",OK,Bundeld,Coopertive,0.1037732718282282,0.0740329035126723,0.1104732029238554
74945,4296,"Cookson Hills ElecC oop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74944,49125,"Cookson Hills Elec Coop, Inc",OK,undled,Coopertive,0.1037732718282282,0.0740329035126723,0.1104732029238554
74578,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.029466341947405,0.0740329035126723,0.1104732029238554
74435,4296,"Cookson Hills Elec Coop, Inc",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74432,4296,"Cookson Hills Elec Coop, Inc",KO,Bundled,Cooperative,0.2190294113076026,0.0740329035126723,0.1104732029238554
74469,4296,"Cookson Hills Elec Ccoop, Inc",KO,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
74462,4296,"Cookson Hills Elec Coop, Icn",OK,Bundled,Cooperative,0.1037732718282282,0.0740329035126723,0.1104732029238554
150863,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,oCoperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97534,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97532,4317,"Coos-Crry Electric Coop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97444,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.2594989347264333
97538,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97416,4317,"Coos-Curry Electric Coop, Inc",R,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.0455130164305592
97414,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97415,4317,"Coos-Curry Electric Coop, nc",R,Bundled,Cooperative,0.1028747547708222,0.1803688190005954,0.1143919976804871
97411,4317,"Coos-Curry Electric Coop, Inc",R,Bundled,Cooxperative,0.0399579320309567,0.0817989614243323,0.2630760985939506
97497,4317,"Coos-Curry Electric Coop, Inc",R,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97491,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.250955481879744
97465,48669,"Coos-Curry ElectricC oop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.0339835925136989
97464,4317,"Coos-Curry Electric Coop, Inc",RO,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97466,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97469,4317,"Coos-Curry ElectricC oop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97406,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
174947,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperatie,0.1028747547708222,0.0817989614243323,0.1143919976804871
97458,4317,"Coos-Curry Electric Coop, Inc",OR,tBundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97459,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperatsive,0.1028747547708222,0.0817989614243323,0.1143919976804871
97450,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.0362596249528648
97423,4317,"Coos-Curry Electric Coop, Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
97420,4317,"Coos-Curry Electric Coop ,Inc",OR,Bundled,Cooperative,0.1028747547708222,0.0817989614243323,0.1143919976804871
35054,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35051,4327,Coosa Valley Electric Coop Inc,AL,Bunlded,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35151,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35150,4327,Coosa Valley Electric Coop Inc,eAL,Bundled,Cooperatie,0.0336825719114556,0.1192707558552751,0.131190775257593
35186,4327,Cosa Valley Electric Coop Inc,AL,Bndled,Cooperative,0.1494052044609665,0.1192707558552751,0.2320113548918908
35953,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35072,4327,Coosa Valley Elecotric Coop Inc,AL,Bnudled,Cooperatsive,0.1494052044609665,0.1861783942830634,0.131190775257593
36266,4327,Coosa Valley Electric Coop Inc,AL,Bnudled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
36260,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Coopeartive,0.1494052044609665,0.1192707558552751,0.131190775257593
36268,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1910139040459509,0.1192707558552751,0.131190775257593
35131,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35135,4327,Coosa Valley Electric Coop Inc,AL,Bundld,Cooperative,0.1494052044609665,0.1192707558552751,0.1918352201277241
35044,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperaive,0.1494052044609665,0.1192707558552751,0.0309256553652892
35043,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35905,4327,Coosa Valley Electric Coop Inc,L,jBundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35907,4327,Coosa Valley Elecric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35160,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cokoperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35096,4327,Coosa Valley Electric Coop Inc,AnL,uBndled,Cooperative,0.1494052044609665,0.2152285564750133,0.131190775257593
35094,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35014,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
36201,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
36271,4327,Coosa Valley Electric Coop Inc,AL,Bundeld,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35147,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35178,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Coopeartive,0.1494052044609665,0.1192707558552751,0.131190775257593
35176,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1763398511752627,0.1192707558552751,0.131190775257593
35078,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
35242,4327,Coosa Valley Electric Coop Inc,AL,Bundled,Coopeative,0.1494052044609665,0.2029126112247838,0.131190775257593
35128,4327,Coosa Valley Eletcric Coop Inc,AL,Bundled,Cooperative,0.1494052044609665,0.1192707558552751,0.131190775257593
99645,4329,"Copper Valley Elec Assn, Inc",AK,Bnudled,Cooperative,0.2045839961697067,0.0,0.2278738802040583
99689,4329,"Copper Valley Elec Assn, Inc",AK,Bundled,Cooperative,0.2045839961697067,0.2062559016598034,0.2242940948402378
99677,4329,"Copper Valley Elec Assn, Inc",AK,Budled,Cooperative,0.2045839961697067,0.2052035557580834,0.2402803207273186
99737,4329,"Copper Valley Elec Assn, Inc",AK,Bundled,Cooperative,0.2045839961697067,0.0,0.2402803207273186
99764,4329,"Copper Valley Elec Assn, Inc",AK,Bundled,Cooperatvie,0.2045839961697067,0.0,0.2402803207273186
99693,4329,"Copper Valley Elec Assn, Inc",KA,Bundled,Cooperative,0.2045839961697067,0.0,0.2402803207273186
99566,4329,"Copper Valley Elec Assn, Inc",K,Bundled,Cooperative,0.2045839961697067,0.0,0.2402803207273186
99586,-14987,"Copper Valley Elec Assn, Inc",AK,Bundled,Cooperative,0.2045839961697067,0.0,0.2402803207273186
99588,4329,"Copper Valley Elec Assn, Inc",AK,Bundled,Cooperative,0.2045839961697067,0.0,0.2402803207273186
99686,4329,"Copper Valley Elec Assn, Inc",AK,sBundled,Cooperative,0.0272399299897839,0.0,0.2402803207273186
99574,4329,"Copper Valley Elec Assn, Inc",AK,Bundled,Coopertive,0.2045839961697067,0.0,0.2402803207273186
99573,4329,"Copper Valley Elec Assn, Inc",AK,Bundled,oCoperative,0.1905448713202451,0.0,0.2402803207273186
55706,4346,Cooperative L&P Assn Lake County,MN,Bundled,Cooperative,0.1372118827860997,0.0780886003437082,0.1290083750251983
55803,4346,Cooperwative L&P Assn Lake County,MN,undled,Cooperative,0.1372118827860997,0.1894447523892825,0.1290083750251983
55801,4346,Cooperative L&P Assn Lake County,aMN,Bundled,Cooperative,0.1372118827860997,0.0780886003437082,0.1290083750251983
55804,4346,Cooperative L&P Assn Lake County,MN,Bundled,Cooperative,0.1372118827860997,0.0780886003437082,0.1290083750251983
55616,4346,Cooperative L&P Assn Lake County,MN,Bundled,Cooperative,0.1372118827860997,0.0780886003437082,0.2478051793703774
55614,4346,Coloperative L&P Assn Lake County,MqN,Bundled,Cooperatiev,0.1372118827860997,0.0780886003437082,0.1290083750251983
55613,4346,Cooperative L&P Aszsn Lake County,MN,Bundled,Cooperative,0.0292019162036291,0.0780886003437082,0.1290083750251983
55609,4346,Cooperative L&P Assn Lake County,MN,Bundled,Cooperative,0.1372118827860997,0.0780886003437082,0.1290083750251983
55607,42539,Cooperative L&P Assn Lake County,MN,Bundled,Cooperative,0.1372118827860997,0.0780886003437082,0.1290083750251983
55603,4346,Cooperative L&P Assn Lake County,MN,Bundled,Cooperative,0.1372118827860997,0.0780886003437082,0.1290083750251983
55602,4346,Cooperative L&P Assn ake County,MN,Bundlde,Cooperative,0.1372118827860997,0.0780886003437082,0.1290083750251983
55750,4346,Cooperative L&P Assn Lake County,MN,Bundled,Cooperative,0.1372118827860997,0.0780886003437082,0.1290083750251983
61560,4362,Corn Belt Energy Corporation,IL,Bufndled,Cooperative,0.1168363630647012,0.0695194079053682,0.1344395459796613
61745,4362,Corn Belt Energy Corporation,IL,Bundled,Cooperative***,0.1168363630647012,0.0695194079053682,0.1344395459796613
61744,4362,Corn Belt Energy Corportaion,IL,Bundled,Cooperative,0.1168363630647012,0.0695194079053682,0.1344395459796613
61742,4362,Corn Belxt Energy Corporation,IL,Bundled,Cooperative,0.1168363630647012,0.0695194079053682,0.2235032729276426
61312,4362,Corn Belt Energy Corporation,IL,Bundled,Cooperative,0.1168363630647012,0.0695194079053682,0.1344395459796613
61314,4362,Corn Belt Energy Corporation,IL,Bundled,Cooperative,0.1168363630647012,0.0695194079053682,0.0441739049391757
61317,4362,Corn Bel tEnergy Corporation,IL,Bundled,Coopertaive,0.1168363630647012,0.0695194079053682,0.1344395459796613
62573,4362,Corn Belt Energy Corporation,LI,Bundled,Cooperative,0.1168363630647012,0.1961275395554188,0.1344395459796613
60541,4362,Corn Belt Energy Corporation,IL,Bundlde,Cooperative,0.1168363630647012,0.0695194079053682,0.1344395459796613
60545,4362,Corn Belt Energy Coproration,IL,Bundled,Cooperative,0.0344221047129803,0.0695194079053682,0.1344395459796613
60548,4362,Corn Belt Energy Corporation,IL,Bundled,Cooperative,0.1168363630647012,0.0695194079053682,0.1344395459796613
60549,4362,Corn Belt Energy Corporation,pIL,Bundled,Cooperative,0.1168363630647012,0.0695194079053682,0.1344395459796613
