region,region_code,period,tot_e_Rx,tot_e_Rx_thru_ehr,tot_e_Rx_thru_stand_alone,tot_primary_care_e_Rx,tot_non_primary_care_e_Rx,tot_nurse_prac_e_Rx,tot_phys_asst_e_Rx,pct_new_renewal_e_Rx,tot_med_hist_reqs,tot_med_hist_req_resps,pct_pharm_enabled,pct_pharm_e_Rx
Pennsylvania,PA,2011-05,16073,13037,2932,6652,9297,1312,1162,,2074367,1946002,0.93,0.92
Pennsylvania,PA,2011-06,18544,15032,3414,7068,11279,1507,1271,,2373614,2155582,0.93,0.92
Pennsylvania,PA,2011-07,18266,15042,3124,6957,10860,1493,1234,,2136304,2011949,0.93,0.92
Pennsylvania,PA,2011-08,18730,15601,3030,6947,10723,1488,1235,,2407882,2238078,0.93,0.93
Pennsylvania,PA,2011-09,19151,16108,2940,7132,11375,1569,1277,,2379154,2185898,0.93,0.92
Pennsylvania,PA,2011-10,19711,16629,2971,7231,11794,1606,1311,,2472666,2297437,0.94,0.93
Pennsylvania,PA,2011-11,20229,17151,2963,7358,12137,1645,1344,,2392331,2229167,0.94,0.93
Pennsylvania,PA,2011-12,20331,17297,2921,7461,12139,1665,1388,,2639813,2487420,0.94,0.93
Pennsylvania,PA,2012-01,20762,17811,2842,7550,12400,1715,1394,,2667690,2501289,0.94,0.94
Pennsylvania,PA,2012-02,21426,18491,2828,7860,12682,1786,1440,,2622731,2461006,0.95,0.94
Pennsylvania,PA,2012-03,22055,19114,2828,8085,13038,1874,1465,,2852958,2681388,0.95,0.95
Pennsylvania,PA,2012-04,22598,19869,2623,8215,13383,1921,1506,,2942703,2752880,0.95,0.95
Pennsylvania,PA,2012-05,22946,20198,2639,8333,13590,1949,1525,,3129027,2952477,0.95,0.95
Pennsylvania,PA,2012-06,23312,20551,2653,8389,13874,1993,1567,,3746712,3528157,0.95,0.95
Pennsylvania,PA,2012-07,23392,20843,2441,8327,13604,2025,1589,,3699165,3504970,0.96,0.95
Pennsylvania,PA,2012-08,23832,21383,2338,8384,13789,2044,1618,,3528499,3300137,0.96,0.95
Pennsylvania,PA,2012-09,24357,21954,2290,8496,14124,2075,1678,,3328782,3083950,0.96,0.95
Pennsylvania,PA,2012-10,24832,22413,2300,8565,14421,2103,1710,,3964432,3609579,0.96,0.95
Pennsylvania,PA,2012-11,25368,22971,2284,8697,14696,2159,1762,,3679171,3406206,0.96,0.95
Pennsylvania,PA,2012-12,25509,23160,2230,8725,14777,2199,1766,,3413554,3132001,0.96,0.95
Pennsylvania,PA,2013-01,25870,23593,2154,8819,14961,2244,1804,,3934498,3539996,0.96,0.95
Pennsylvania,PA,2013-02,26226,23988,2124,8885,15180,2263,1853,,3674257,3303418,0.96,0.95
Pennsylvania,PA,2013-03,26313,24154,2047,8902,15225,2273,1865,,3718477,3393669,0.96,0.95
Pennsylvania,PA,2013-04,26559,24476,1971,8928,15384,2323,1901,,3919590,3559016,0.97,0.96
Pennsylvania,PA,2013-05,26766,24710,1942,8986,15472,2319,1915,,3655594,3433143,0.97,0.96
Pennsylvania,PA,2013-06,26823,24876,1824,8992,15509,2338,1939,,3642154,3391124,0.97,0.96
Pennsylvania,PA,2013-07,27061,25170,1768,8857,15318,2370,1980,,3773197,3491869,0.97,0.97
Pennsylvania,PA,2013-08,27481,25584,1764,10193,17235,2693,2181,,4131864,3831152,0.97,0.97
Pennsylvania,PA,2013-09,27890,26128,1624,10312,17524,2728,2224,,3788110,3480659,0.97,0.97
Pennsylvania,PA,2013-10,28379,26613,1620,10360,17926,2757,2258,,4435493,4067087,0.97,0.97
Pennsylvania,PA,2013-11,28385,26636,1575,10378,17868,2781,2253,,3989938,3681966,0.98,0.97
Pennsylvania,PA,2013-12,28521,26773,1549,10404,17932,2805,2298,,3971975,3678218,0.98,0.97
Pennsylvania,PA,2014-01,28804,27067,1554,10485,18077,2846,2323,,4111622,3791170,0.97,0.97
Pennsylvania,PA,2014-02,28862,27175,1512,10684,18152,2908,2407,,3092716,2878423,0.98,0.97
Pennsylvania,PA,2014-03,29067,27294,1527,10772,18251,2972,2456,,3466728,3160737,0.97,0.97
Pennsylvania,PA,2014-04,29318,27604,1498,10823,18431,2992,2476,,3457222,3068291,0.98,0.97
Puerto Rico,PR,2013,,,,,,,,,,,,
Puerto Rico,PR,2008-12,3,0,3,2,1,,,,,,,
Puerto Rico,PR,2009-01,7,1,6,,,,,,,,,
Puerto Rico,PR,2009-02,11,1,9,,,,,,,,,
Puerto Rico,PR,2009-03,15,3,12,,,,,,,,,
Puerto Rico,PR,2009-04,19,4,15,,,,,,,,,
Puerto Rico,PR,2009-05,23,5,18,,,,,,,,,
Puerto Rico,PR,2009-06,27,6,21,,,,,,,,,
Puerto Rico,PR,2009-07,31,7,24,,,,,,,,,
Puerto Rico,PR,2009-08,35,8,27,,,,,,,,,
Puerto Rico,PR,2009-09,39,9,30,,,,,,,,,
Puerto Rico,PR,2009-10,43,9,33,,,,,,,,,
Puerto Rico,PR,2009-11,47,10,36,,,,,,,,,
Puerto Rico,PR,2009-12,56,11,45,25,23,,,,,,,
Puerto Rico,PR,2010-01,60,12,47,,,,,,,,,
Puerto Rico,PR,2010-02,64,13,49,,,,,,,,,
Puerto Rico,PR,2010-03,68,14,51,,,,,,,,,
Puerto Rico,PR,2010-04,72,15,53,,,,,,,,,
Puerto Rico,PR,2010-05,76,16,55,,,,,,,,,
Puerto Rico,PR,2010-06,82,21,61,35,42,,,,10823,8269,,
Puerto Rico,PR,2010-07,83,22,61,,,,,,,,,
Puerto Rico,PR,2010-08,84,23,62,,,,,,,,,
Puerto Rico,PR,2010-09,85,24,63,,,,,,,,,
Puerto Rico,PR,2010-10,86,25,63,,,,,,,,,
Puerto Rico,PR,2010-11,87,26,63,,,,,,,,,
Puerto Rico,PR,2010-12,92,28,64,45,43,,,,8214,6961,,
Puerto Rico,PR,2011-01,100,34,66,45,38,,,,7403,6672,,
Puerto Rico,PR,2011-02,116,39,77,58,53,,,,7673,6754,,
Puerto Rico,PR,2011-03,130,38,92,66,58,,,,8487,7558,,
Puerto Rico,PR,2011-04,131,60,71,64,61,,,,6696,5971,,
Puerto Rico,PR,2011-05,138,59,79,65,67,,,,8174,7626,,
Puerto Rico,PR,2011-06,179,93,86,78,94,,,,7856,7164,,
Puerto Rico,PR,2011-07,196,100,96,89,99,,,,6238,5920,,
Puerto Rico,PR,2011-08,241,123,116,78,98,,,,9256,8767,,
Puerto Rico,PR,2011-09,400,204,196,192,183,,,,11201,10604,,
Puerto Rico,PR,2011-10,564,357,207,256,259,,,,11332,10754,,
Puerto Rico,PR,2011-11,649,425,224,287,331,,,,10769,10237,,
Puerto Rico,PR,2011-12,684,458,226,293,352,,,,13395,12906,,
Puerto Rico,PR,2012-01,720,505,215,310,376,,,,12186,11429,,
Puerto Rico,PR,2012-02,845,572,273,362,443,,,,14037,13383,,
Puerto Rico,PR,2012-03,940,651,289,402,490,,,,15298,14582,,
Puerto Rico,PR,2012-04,973,694,279,416,509,,,,13913,12997,,
Puerto Rico,PR,2012-05,1123,776,347,478,587,,,,16492,15498,,
Puerto Rico,PR,2012-06,1247,907,340,492,686,0,0,,14286,13709,0.95,0.93
Puerto Rico,PR,2012-07,1181,862,319,482,633,0,0,,12620,12146,0.95,0.92
Puerto Rico,PR,2012-08,1301,938,363,533,684,0,0,,19273,18381,0.95,0.93
Puerto Rico,PR,2012-09,1347,988,359,553,712,0,0,,19129,17318,0.95,0.93
Puerto Rico,PR,2012-10,1473,1104,369,608,769,0,0,,25818,22002,0.95,0.94
Puerto Rico,PR,2012-11,1462,1099,363,622,761,0,0,,27667,24328,0.96,0.93
Puerto Rico,PR,2012-12,1544,1188,356,669,791,0,0,,45073,41456,0.96,0.94
Puerto Rico,PR,2013-01,1587,1211,376,680,822,0,0,,36628,31798,0.96,0.95
Puerto Rico,PR,2013-02,1663,1302,361,718,852,0,0,,44017,39168,0.96,0.94
Puerto Rico,PR,2013-03,1743,1378,365,736,904,0,0,,40806,37059,0.97,0.95
Puerto Rico,PR,2013-04,1830,1427,403,771,952,0,0,,53665,46780,0.98,0.96
Puerto Rico,PR,2013-05,1856,1452,404,791,950,0,0,,60998,58191,0.98,0.96
Puerto Rico,PR,2013-06,2018,1574,443,853,1034,0,0,,53253,50157,0.98,0.96
Puerto Rico,PR,2013-07,1976,1551,425,838,1008,0,0,,40335,37851,0.98,0.96
Puerto Rico,PR,2013-08,2123,1673,450,933,1096,0,0,,45295,42177,0.98,0.97
Puerto Rico,PR,2013-09,2183,1722,459,994,1126,0,0,,39719,36713,0.98,0.97
Puerto Rico,PR,2013-10,2247,1750,495,1028,1158,0,0,,43399,40052,0.98,0.96
Puerto Rico,PR,2013-11,2310,1796,507,1076,1173,0,0,,52633,50372,0.98,0.97
Puerto Rico,PR,2013-12,2273,1764,505,1070,1140,0,0,,44698,42092,0.98,0.97
Puerto Rico,PR,2014-01,2368,1842,526,1085,1214,0,0,,38151,35688,0.98,0.97
Puerto Rico,PR,2014-02,2438,1877,561,1138,1261,0,0,,44674,35990,0.98,0.97
Puerto Rico,PR,2014-03,2485,1912,551,1160,1275,0,0,,45719,37934,0.98,0.97
Puerto Rico,PR,2014-04,2480,1919,560,1150,1281,0,0,,46490,39080,0.98,0.97
Rhode Island,RI,2008,,,,,,,,0.17,,,,
Rhode Island,RI,2009,,,,,,,,0.28,,,,
Rhode Island,RI,2010,,,,,,,,0.36,,,,
Rhode Island,RI,2011,,,,,,,,0.46,,,,
Rhode Island,RI,2012,,,,,,,,0.57,,,,
Rhode Island,RI,2013,,,,,,,,0.63,,,,
Rhode Island,RI,2008-12,1030,707,320,347,534,84,26,,,,0.97,0.96
Rhode Island,RI,2009-01,1056,729,324,,,,,,,,,0.96
Rhode Island,RI,2009-02,1082,751,328,,,,,,,,,0.96
Rhode Island,RI,2009-03,1108,773,332,,,,,,,,,0.96
Rhode Island,RI,2009-04,1134,795,336,,,,,,,,,0.96
Rhode Island,RI,2009-05,1160,817,340,,,,,,,,,0.96
Rhode Island,RI,2009-06,1186,839,344,,,,,,,,,0.96
Rhode Island,RI,2009-07,1212,861,348,,,,,,,,,0.96
Rhode Island,RI,2009-08,1238,883,352,,,,,,,,,0.96
Rhode Island,RI,2009-09,1264,905,356,,,,,,,,,0.96
Rhode Island,RI,2009-10,1290,927,360,,,,,,,,,0.96
Rhode Island,RI,2009-11,1316,949,364,,,,,,,,,0.96
Rhode Island,RI,2009-12,1352,976,373,462,829,116,37,,,,0.96,0.96
Rhode Island,RI,2010-01,1365,985,377,,,,,,,,,0.96
Rhode Island,RI,2010-02,1378,994,381,,,,,,,,,0.96
Rhode Island,RI,2010-03,1391,1003,385,,,,,,,,,0.96
Rhode Island,RI,2010-04,1404,1012,389,,,,,,,,,0.96
Rhode Island,RI,2010-05,1417,1021,393,,,,,,,,,0.97
Rhode Island,RI,2010-06,1433,1033,397,499,909,136,45,,197004,194024,0.97,0.97
Rhode Island,RI,2010-07,1455,1057,394,,,,,,,,,0.97
Rhode Island,RI,2010-08,1477,1081,391,,,,,,,,,0.97
Rhode Island,RI,2010-09,1499,1105,388,,,,,,,,,0.96
Rhode Island,RI,2010-10,1521,1129,385,,,,,,,,,0.96
Rhode Island,RI,2010-11,1543,1153,382,,,,,,,,,0.96
Rhode Island,RI,2010-12,1565,1180,381,527,1015,146,49,,108820,105020,0.98,0.96
Rhode Island,RI,2011-01,1598,1192,399,467,877,162,57,,104150,100722,0.98,0.96
Rhode Island,RI,2011-02,1650,1242,405,574,1053,163,50,,95358,89372,0.97,0.96
Rhode Island,RI,2011-03,1663,1257,402,577,1063,168,51,,122731,116111,0.97,0.96
Rhode Island,RI,2011-04,1702,1287,411,564,1113,167,57,,126838,121783,0.98,0.98
Rhode Island,RI,2011-05,1725,1308,413,565,1137,163,58,,137993,132481,0.97,0.97
Rhode Island,RI,2011-06,1897,1384,509,588,1274,173,58,,152355,141894,0.98,0.98
Rhode Island,RI,2011-07,1893,1410,479,574,1212,174,59,,120385,115066,0.98,0.98
Rhode Island,RI,2011-08,1941,1497,441,569,1184,175,56,,124842,118923,0.97,0.97
Rhode Island,RI,2011-09,1962,1529,429,563,1273,179,57,,126509,119592,0.97,0.97
Rhode Island,RI,2011-10,2045,1631,411,584,1326,186,66,,123643,116628,0.97,0.97
Rhode Island,RI,2011-11,2100,1677,421,583,1384,189,72,,128091,122354,0.97,0.97
Rhode Island,RI,2011-12,2120,1722,396,586,1398,191,71,,144847,140050,0.97,0.97
Rhode Island,RI,2012-01,2143,1754,387,585,1418,191,67,,155208,150119,0.97,0.96
Rhode Island,RI,2012-02,2178,1806,368,614,1422,200,70,,138289,134372,0.97,0.97
Rhode Island,RI,2012-03,2211,1835,374,620,1444,198,72,,156217,151810,0.97,0.96
Rhode Island,RI,2012-04,2270,1893,374,625,1496,205,77,,158492,154079,0.97,0.96
Rhode Island,RI,2012-05,2265,1884,379,633,1489,209,74,,169119,164894,0.97,0.96
Rhode Island,RI,2012-06,2311,1918,391,630,1522,221,76,,161947,157137,0.97,0.97
Rhode Island,RI,2012-07,2374,1993,379,631,1504,223,75,,182098,177571,0.97,0.97
Rhode Island,RI,2012-08,2417,2041,374,643,1514,232,78,,188900,184110,0.97,0.96
Rhode Island,RI,2012-09,2431,2058,371,641,1521,231,77,,235016,227809,0.98,0.96
Rhode Island,RI,2012-10,2427,2100,325,638,1510,236,76,,228188,220489,0.98,0.98
Rhode Island,RI,2012-11,2444,2135,307,660,1515,262,84,,214824,208023,0.98,0.98
Rhode Island,RI,2012-12,2484,2164,316,685,1524,294,86,,203982,198150,0.98,0.98
Rhode Island,RI,2013-01,2522,2198,323,695,1543,295,88,,200927,192613,0.98,0.98
Rhode Island,RI,2013-02,2535,2208,324,695,1545,295,95,,205889,196976,0.98,0.98
Rhode Island,RI,2013-03,2574,2243,329,711,1562,299,93,,227977,220868,0.98,0.97
Rhode Island,RI,2013-04,2578,2239,336,704,1575,294,95,,243840,236365,0.99,0.98
Rhode Island,RI,2013-05,2561,2219,338,692,1576,291,97,,247148,241405,0.99,0.99
Rhode Island,RI,2013-06,2562,2182,344,679,1611,257,98,,249667,243918,0.98,0.98
Rhode Island,RI,2013-07,2564,2242,321,645,1563,238,100,,305056,296608,0.98,0.98
Rhode Island,RI,2013-08,2524,2209,314,770,1750,256,105,,269721,261303,0.98,0.98
Rhode Island,RI,2013-09,2584,2254,328,788,1790,258,116,,269410,261810,0.99,0.99
Rhode Island,RI,2013-10,2589,2253,335,796,1785,268,113,,289983,281351,0.99,0.98
Rhode Island,RI,2013-11,2571,2255,313,795,1764,268,121,,281612,274448,0.99,0.99
Rhode Island,RI,2013-12,2576,2271,304,789,1773,273,119,,253112,245862,0.99,0.99
Rhode Island,RI,2014-01,2579,2271,307,795,1768,272,118,,346072,338236,0.99,0.99
Rhode Island,RI,2014-02,2592,2287,304,812,1778,288,119,,183827,176620,0.99,0.99
Rhode Island,RI,2014-03,2619,2321,290,826,1792,289,118,,439045,427465,0.98,0.99
Rhode Island,RI,2014-04,2603,2315,287,813,1788,298,117,,296843,278575,0.98,0.98
South Carolina,SC,2008,,,,,,,,0.01,,,,
South Carolina,SC,2009,,,,,,,,0.07,,,,
South Carolina,SC,2010,,,,,,,,0.11,,,,
South Carolina,SC,2011,,,,,,,,0.24,,,,
South Carolina,SC,2012,,,,,,,,0.42,,,,
South Carolina,SC,2013,,,,,,,,0.59,,,,
South Carolina,SC,2008-12,510,296,195,262,201,55,7,,,,0.8,0.72
South Carolina,SC,2009-01,600,353,226,,,,,,,,,0.73
South Carolina,SC,2009-02,690,410,257,,,,,,,,,0.73
South Carolina,SC,2009-03,780,467,288,,,,,,,,,0.74
South Carolina,SC,2009-04,870,524,319,,,,,,,,,0.74
South Carolina,SC,2009-05,960,581,350,,,,,,,,,0.75
South Carolina,SC,2009-06,1050,638,381,,,,,,,,,0.76
South Carolina,SC,2009-07,1140,695,412,,,,,,,,,0.76
South Carolina,SC,2009-08,1230,752,443,,,,,,,,,0.77
South Carolina,SC,2009-09,1320,809,474,,,,,,,,,0.77
South Carolina,SC,2009-10,1410,866,505,,,,,,,,,0.78
South Carolina,SC,2009-11,1500,923,536,,,,,,,,,0.79
South Carolina,SC,2009-12,1595,985,574,833,714,183,50,,,,0.88,0.8
South Carolina,SC,2010-01,1655,1042,577,,,,,,,,,0.8
South Carolina,SC,2010-02,1715,1099,580,,,,,,,,,0.8
South Carolina,SC,2010-03,1775,1156,583,,,,,,,,,0.8
South Carolina,SC,2010-04,1835,1213,586,,,,,,,,,0.8
South Carolina,SC,2010-05,1895,1270,589,,,,,,,,,0.81
South Carolina,SC,2010-06,1959,1331,597,1018,932,225,67,,178348,162021,0.88,0.81
South Carolina,SC,2010-07,2061,1407,623,,,,,,,,,0.81
South Carolina,SC,2010-08,2163,1483,649,,,,,,,,,0.82
South Carolina,SC,2010-09,2265,1559,675,,,,,,,,,0.82
South Carolina,SC,2010-10,2367,1635,701,,,,,,,,,0.82
South Carolina,SC,2010-11,2469,1711,727,,,,,,,,,0.83
South Carolina,SC,2010-12,2575,1787,754,1382,1182,279,84,,266610,227937,0.9,0.83
South Carolina,SC,2011-01,2726,1921,769,1267,1214,283,97,,251574,210455,0.9,0.83
South Carolina,SC,2011-02,2916,2089,791,1499,1402,322,101,,301547,250825,0.9,0.83
South Carolina,SC,2011-03,3171,2243,894,1578,1581,328,112,,350441,296069,0.9,0.83
South Carolina,SC,2011-04,3459,2411,1015,1637,1805,367,135,,320581,272516,0.91,0.84
South Carolina,SC,2011-05,3996,2677,1282,1755,2213,424,157,,356719,311818,0.91,0.84
South Carolina,SC,2011-06,4807,3180,1590,1978,2798,499,209,,448955,391169,0.92,0.91
South Carolina,SC,2011-07,4498,3122,1338,1864,2579,476,201,,360900,318460,0.92,0.91
South Carolina,SC,2011-08,4598,3254,1299,1876,2519,481,197,,497439,430633,0.92,0.92
South Carolina,SC,2011-09,4721,3421,1253,1990,2645,524,217,,454401,383229,0.92,0.91
South Carolina,SC,2011-10,4909,3568,1290,2037,2770,533,216,,466888,401275,0.92,0.92
South Carolina,SC,2011-11,5150,3882,1217,2098,2928,572,228,,499133,429339,0.92,0.92
South Carolina,SC,2011-12,5307,3945,1307,2155,3011,584,246,,558137,489391,0.93,0.92
South Carolina,SC,2012-01,5279,4067,1155,2156,2963,575,237,,630801,551618,0.93,0.93
South Carolina,SC,2012-02,5327,4116,1150,2164,2993,580,240,,604490,527327,0.93,0.92
South Carolina,SC,2012-03,5449,4204,1182,2235,3036,600,251,,605172,531603,0.93,0.93
South Carolina,SC,2012-04,5639,4295,1277,2300,3143,641,269,,611082,542773,0.93,0.92
South Carolina,SC,2012-05,5873,4431,1382,2356,3304,653,279,,595318,542329,0.93,0.92
South Carolina,SC,2012-06,6153,4618,1470,2427,3492,674,298,,558144,511766,0.93,0.93
South Carolina,SC,2012-07,6156,4725,1368,2404,3460,695,292,,597453,536470,0.94,0.93
South Carolina,SC,2012-08,6317,4861,1385,2447,3538,717,305,,692218,624151,0.94,0.94
South Carolina,SC,2012-09,6418,5024,1312,2478,3580,732,305,,610720,557424,0.95,0.95
South Carolina,SC,2012-10,6631,5147,1397,2527,3708,742,322,,860025,762224,0.96,0.95
South Carolina,SC,2012-11,6743,5269,1393,2558,3768,753,340,,739967,672848,0.96,0.95
South Carolina,SC,2012-12,6753,5294,1379,2569,3752,766,328,,929613,852719,0.96,0.95
South Carolina,SC,2013-01,6877,5397,1400,2588,3823,772,342,,870690,785624,0.96,0.95
South Carolina,SC,2013-02,6940,5520,1355,2607,3866,785,344,,872227,772159,0.96,0.95
South Carolina,SC,2013-03,6996,5572,1359,2603,3908,783,358,,816463,732454,0.96,0.95
South Carolina,SC,2013-04,7194,5711,1414,2669,4009,823,372,,832300,732672,0.96,0.95
South Carolina,SC,2013-05,7321,5878,1374,2708,4090,827,384,,871692,832127,0.96,0.95
South Carolina,SC,2013-06,7394,6437,886,2759,4117,831,401,,752389,717392,0.97,0.96
South Carolina,SC,2013-07,7449,6591,785,2771,4101,862,416,,863492,827508,0.96,0.96
South Carolina,SC,2013-08,7597,6766,749,3210,4364,917,451,,837000,766829,0.97,0.96
South Carolina,SC,2013-09,7798,7001,711,3306,4477,958,479,,771524,731971,0.96,0.96
South Carolina,SC,2013-10,7904,7074,750,3329,4550,961,483,,847587,806000,0.96,0.96
South Carolina,SC,2013-11,7885,7086,712,3341,4507,957,478,,684474,634197,0.97,0.96
South Carolina,SC,2013-12,7984,7164,729,3357,4570,957,482,,689415,630901,0.97,0.96
South Carolina,SC,2014-01,8073,7272,716,3398,4608,976,497,,643873,577680,0.97,0.96
South Carolina,SC,2014-02,8066,7295,685,3455,4600,1005,502,,520848,450783,0.97,0.96
South Carolina,SC,2014-03,8116,7376,629,3467,4631,1021,502,,599641,506023,0.97,0.96
South Carolina,SC,2014-04,8196,7481,614,3470,4696,1036,511,,712586,607346,0.97,0.96
South Dakota,SD,2008,,,,,,,,0.01,,,,
South Dakota,SD,2009,,,,,,,,0.14,,,,
South Dakota,SD,2010,,,,,,,,0.21,,,,
South Dakota,SD,2011,,,,,,,,0.39,,,,
South Dakota,SD,2012,,,,,,,,0.6,,,,
South Dakota,SD,2013,,,,,,,,0.72,,,,
South Dakota,SD,2008-12,241,176,65,147,61,18,34,,,,0.63,0.56
South Dakota,SD,2009-01,253,185,68,,,,,,,,,0.57
South Dakota,SD,2009-02,265,194,71,,,,,,,,,0.59
South Dakota,SD,2009-03,277,203,74,,,,,,,,,0.6
South Dakota,SD,2009-04,289,212,77,,,,,,,,,0.61
South Dakota,SD,2009-05,301,221,80,,,,,,,,,0.63
South Dakota,SD,2009-06,313,230,83,,,,,,,,,0.64
South Dakota,SD,2009-07,325,239,86,,,,,,,,,0.65
South Dakota,SD,2009-08,337,248,89,,,,,,,,,0.66
South Dakota,SD,2009-09,349,257,92,,,,,,,,,0.68
South Dakota,SD,2009-10,361,266,95,,,,,,,,,0.69
South Dakota,SD,2009-11,373,275,98,,,,,,,,,0.7
South Dakota,SD,2009-12,393,285,108,218,162,40,58,,,,0.73,0.72
South Dakota,SD,2010-01,416,300,116,,,,,,,,,0.73
South Dakota,SD,2010-02,439,315,124,,,,,,,,,0.73
South Dakota,SD,2010-03,462,330,132,,,,,,,,,0.74
South Dakota,SD,2010-04,485,345,140,,,,,,,,,0.74
South Dakota,SD,2010-05,508,360,148,,,,,,,,,0.75
South Dakota,SD,2010-06,536,376,160,296,231,61,83,,54218,52343,0.75,0.75
South Dakota,SD,2010-07,569,397,172,,,,,,,,,0.76
South Dakota,SD,2010-08,602,418,184,,,,,,,,,0.77
South Dakota,SD,2010-09,635,439,196,,,,,,,,,0.78
South Dakota,SD,2010-10,668,460,208,,,,,,,,,0.79
South Dakota,SD,2010-11,701,481,220,,,,,,,,,0.81
South Dakota,SD,2010-12,737,505,232,395,332,87,108,,114934,108057,0.84,0.82
South Dakota,SD,2011-01,780,548,232,383,341,103,109,,83917,76607,0.85,0.84
South Dakota,SD,2011-02,792,556,236,421,361,97,117,,159793,150329,0.85,0.84
South Dakota,SD,2011-03,834,585,249,436,390,101,127,,124728,115516,0.84,0.84
South Dakota,SD,2011-04,897,609,288,447,438,107,140,,179037,168537,0.86,0.86
South Dakota,SD,2011-05,992,667,324,481,499,118,154,,198577,188248,0.87,0.87
South Dakota,SD,2011-06,1117,786,331,508,596,129,175,,194346,181278,0.87,0.87
South Dakota,SD,2011-07,1108,807,301,504,590,126,179,,242509,232346,0.88,0.88
South Dakota,SD,2011-08,1150,885,265,510,591,123,182,,240768,225310,0.88,0.88
South Dakota,SD,2011-09,1235,978,257,581,628,130,204,,232304,216780,0.89,0.89
South Dakota,SD,2011-10,1362,1103,259,595,723,139,214,,260186,245417,0.89,0.89
South Dakota,SD,2011-11,1408,1224,184,611,748,135,217,,249456,236134,0.89,0.89
South Dakota,SD,2011-12,1399,1220,179,615,736,138,221,,316464,303969,0.9,0.89
South Dakota,SD,2012-01,1424,1251,173,616,759,139,226,,170329,159786,0.9,0.9
South Dakota,SD,2012-02,1448,1271,177,628,770,152,224,,82491,74675,0.92,0.9
South Dakota,SD,2012-03,1448,1276,172,624,774,154,232,,142724,135912,0.91,0.91
South Dakota,SD,2012-04,1540,1364,176,655,834,164,245,,130897,123279,0.92,0.92
South Dakota,SD,2012-05,1587,1402,184,658,872,174,245,,135779,130805,0.92,0.92
South Dakota,SD,2012-06,1615,1432,183,663,897,178,256,,147217,141197,0.91,0.91
South Dakota,SD,2012-07,1648,1497,151,666,908,176,255,,125184,108248,0.92,0.92
South Dakota,SD,2012-08,1706,1556,150,693,923,186,259,,187820,155471,0.92,0.92
South Dakota,SD,2012-09,1760,1612,148,711,950,195,263,,173146,126406,0.93,0.93
South Dakota,SD,2012-10,1804,1643,161,707,991,200,270,,211707,143158,0.93,0.93
South Dakota,SD,2012-11,1838,1670,168,726,1001,206,274,,181556,124351,0.94,0.94
South Dakota,SD,2012-12,1862,1699,163,737,1013,212,273,,173872,119924,0.93,0.94
South Dakota,SD,2013-01,1863,1708,155,745,1002,212,276,,190178,127655,0.93,0.93
South Dakota,SD,2013-02,1897,1744,153,768,1018,226,273,,190292,129614,0.92,0.93
South Dakota,SD,2013-03,1887,1732,155,759,1015,226,271,,199660,137968,0.92,0.92
South Dakota,SD,2013-04,1871,1717,154,755,1008,229,272,,189437,128618,0.92,0.92
South Dakota,SD,2013-05,1907,1749,158,772,1022,234,281,,180343,126873,0.92,0.92
South Dakota,SD,2013-06,1900,1753,147,776,1011,235,285,,168898,111609,0.92,0.92
South Dakota,SD,2013-07,1937,1790,147,783,1017,238,279,,181840,115436,0.92,0.92
South Dakota,SD,2013-08,1985,1838,142,862,1122,269,299,,187575,123092,0.92,0.92
South Dakota,SD,2013-09,2024,1894,128,870,1151,276,308,,160409,102102,0.92,0.92
South Dakota,SD,2013-10,2040,1913,127,873,1163,276,312,,459093,400601,0.93,0.93
South Dakota,SD,2013-11,2058,1925,131,865,1188,280,303,,157767,103911,0.93,0.93
South Dakota,SD,2013-12,2060,1926,132,869,1183,276,305,,160209,104268,0.93,0.93
South Dakota,SD,2014-01,2041,1898,143,865,1164,271,298,,183110,108857,0.93,0.93
South Dakota,SD,2014-02,2094,1978,116,897,1194,281,313,,129223,70624,0.93,0.93
South Dakota,SD,2014-03,2083,1967,113,896,1177,278,320,,144668,82387,0.93,0.93
South Dakota,SD,2014-04,2130,2017,110,898,1221,289,326,,109512,67425,0.93,0.93
Tennessee,TN,2008,,,,,,,,0.04,,,,
Tennessee,TN,2009,,,,,,,,0.11,,,,
Tennessee,TN,2010,,,,,,,,0.17,,,,
Tennessee,TN,2011,,,,,,,,0.27,,,,
Tennessee,TN,2012,,,,,,,,0.39,,,,
Tennessee,TN,2013,,,,,,,,0.52,,,,
Tennessee,TN,2008-12,1904,1172,589,908,779,271,44,,,,0.7,0.65
Tennessee,TN,2009-01,2038,1260,635,,,,,,,,,0.66
Tennessee,TN,2009-02,2172,1348,681,,,,,,,,,0.67
Tennessee,TN,2009-03,2306,1436,727,,,,,,,,,0.68
Tennessee,TN,2009-04,2440,1524,773,,,,,,,,,0.69
Tennessee,TN,2009-05,2574,1612,819,,,,,,,,,0.7
Tennessee,TN,2009-06,2708,1700,865,,,,,,,,,0.71
Tennessee,TN,2009-07,2842,1788,911,,,,,,,,,0.72
Tennessee,TN,2009-08,2976,1876,957,,,,,,,,,0.73
Tennessee,TN,2009-09,3110,1964,1003,,,,,,,,,0.74
Tennessee,TN,2009-10,3244,2052,1049,,,,,,,,,0.75
Tennessee,TN,2009-11,3378,2140,1095,,,,,,,,,0.76
Tennessee,TN,2009-12,3521,2231,1142,1715,1639,617,126,,,,0.8,0.78
