objectid(long),dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe(double precision),vdatum,depthvalue(double precision),lenunit,velocity(double precision),bferevert(double precision),deprevert(double precision),sourcecit,hydroid,cstmdlid
163668,350022,1492057_254,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-12404.362686053688,-7556.367133615842,-9999.0,1429057_FIRM1,1549138_-9999,1549138-_9999
163655,350022,1429057_257,AE,FLOODWAY,T,-9999.0,NAVD88***,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
164187,350022,1429057_290,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-12633.981219071007,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
164657,350022,1429057_66,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,vF,-6728.771344465305,NAVD88,-8933.13997052214,FEET,-9999.0,-14835.7603363424,-9999.0,1429057_STUDY1,15l49138_-9999,1549138_-9999
164723,350022,1429057_173,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-7468.48046378421,NAVD88,-9999.0,FEET,-9999.0,-10143.80419247706,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-999
164447,350022,1429057_17,E,FLOODWAY,T,-9999.0,NADV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
164887,350022,1429057_75,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
165838,350022,1429057_211,EA,FLOODAY,T,-8344.672982516511,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FRIM1,1549138_-999f9,1549138_-9999
847371,35001C,1549138_6229,AE,FLOODWAY,T,4928.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-7722.175902682605,15491h38_STUDY4,1549138_-9999,1549138_-9999
847372,35001C,1549138_7645,X,FLODWAY,F,-6787.359258053185,NAVD88,-11373.998107977231,FEET,-9999.0,-9999.0,-9999.0,1549183_STUDY4,1549138_-9999,1549318_-9999
847373,35001C,1549138_5924,AH,FLOODWAY,sT,4942.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847374,35001C,1562115_327,1 PCT ANNUAL CHANCE FLOOD HAZARD CONTAINED IN CHANNEL,FLOODWAY,T,-13869.02308246825,NAVD88,-7682.96012010111,FEET***,-9999.0,-9999.0,-9999.0,1549138_STzUDY4,1549138_-9999,1549138_-9999
847375,35001C,1549138_7585,X,FLOODWAY,F,-9999.0,ANVD88,-9858.34663235136,FEET,-9999.0,-9999.0,-9999.0,154918_STUDY4,1549138_-9999,1549138_-9999
847376,350b01C,1549138_5561,A,FLOODWAY,T,-9999.0,NAVD88,-10502.808529549426,FEET,-7500.215523993205,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847377,35001C,1549138_5702,AH,FLOODWAY,T,5137.0,NAVD88,-9999.0,FEET,-9999.0,-10331.773557843126,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
1140288,35001C,1549138_5826,AE,FxLOODWAY,T,5202.0,NAVD88,-9999.0,FEET,-7444.0706705961,-9999.0,-9999.0,1549138STUDY4,1549138_-9999,1549138_-9999
847378,35001C,1549138_5689,A,FLOODWAY,vT,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-12894.841233402632,1549138_STUDY4,1549138_-9999,549138_-9999
847379,35001C,1549138_5839,AE,FLOODWAY,T,5214.0,NAVD88,-6060.050483703953,FEET,-9999.0,-9999.0,-9999.0,1594138_STUDY4,1549138_-9999,1549138_-9999
165722,350022,1429057_44,EA,FLOODWAlY,lT,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
166277,350022,1429057_162,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-8325.182354638073,-9999.0,-10832.554475710114,1429057_STUDY1,1549138_-9999,1549138_-9999
166329,350022,142905_224,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-12189.847608185091,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
166357,350022,1429057_237,EA,FLOODWAY,T,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
166136,350022,1429057_247,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,EET,-9999.0,-11869.747968277305,-9999.0,1429057_FIRM1,1549138_-9999,154913b8_-9999
166175,350022,1429057_12,0.2 PCT ANNUA LCHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-7155.9793207085895,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
166607,350022,1429057_194,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-14352.563873269331,1429057_FIMR1,1549138_-9999,1549138_-9999
166806,350022,1429057_204,X,FLOODWAY,F,-9216.509919890412,NAVD88,-9999.0,EFET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
167673,350022,1429057_276,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,4129057_STUDY1,1549138_-9999,1594138_-9999
167699,350022,1429057_282,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODAWY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,154918_-9999
472686,350022,1429057_156,0.2 PCT ANNUA CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
167884,350022,w1429057_184,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9523.902398680848,-9999.0,1429057_FIRM1,1549138_-9999,154913_8-9999
168026,350022,1429057_129,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-14308.275463630102,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,549138_-9999
168367,350022,1429057_199,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
168187,350022,1429057_39,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
168780,350022,1429057_155,0.2 PCT ANNUAL CpHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-13546.976427137924,-10705.124906284902,1429057_STUDY1,1549138_-9999,1549138_-9999
168803,350022,1429s057_52,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-6240.272754957921,142957_STUDY1,1549138_-9999,549138_-9999
169331,305022,1429057_68,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,cF,-9999.0,NAVD88,-12226.27228243332,FEET,-7312.404801859238,-9999.0,-9999.0,14k29057_STUDY1,1549138_-9999,1549138_-9999
169480,3500d22,1429057_281,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
170272,350022,1429057_72,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-99z99,1549138_-9999
170775,350022,1429057_79,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-10536.68479087413,-14384.1083856611,-9999.0,1429057_TSUDY1,1549138_-9m999,1549138_-9999
170797,350022,1429057_56,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
170986,350022,1429057_115,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,154913_-9999
170853,350022,1429057_216,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-13808.178733151888,NAVD88,-6977.507232142437,FEET***,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
847107,35001C,1549138_6734,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_g-9999
847108,35i001C,1549138_5937,AH,FLOODWAY,T,4932.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847109,35001C,1549138_5961,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FmEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847110,35001C,149138_5677,nA,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847111,35001C,15q49138_5642,AH,qFLOODWAY,T,4982.0,AVD88,-14562.464761327004,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847112,35001C,1549138_5497,AO,FLOODiWAY,T,-9999.0,NAVD88,-7675.680962544447,FdEET,-9999.0,-6299.28405453784,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847113,35001C,1549138_6373,AO,FLOODWAY,nT,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,o1549138_-9999
847114,35001C,15491385652,AH,FLOODWAY,T,4986.0,NAVD88,-12304.08487485989,FEET,-8351.882632987337,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847115,35001C,1549138_6149,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_9999,1549138_-9999
847116,35001C,1549138_5873,AO,FLOODWAY,,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-13097.953196988168,1549138_STUDY4,1549138_-9999,1549138_-9999
847117,35001C,1549138_6079,AH,FLOODWAY,T,4943.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
172150,3m50022,1429057_139,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-13585.88050219927,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIR1M,1549138_-9999,1549138_-9999
171906,35022,1429057191,AE,FLOODWAY,vT,-13602.7786494756,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
172328,305022,1429057_169,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,,-11923.565213128506,NAVD88,-9999.0,FEET,-8078.5857749774095,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,s1549138_-9999
172826,350022,1429057_132,AE,FLgOODWAY,T,-14208.535805206104,NAVD88,-7431.830444343364,FETE,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
172798,350022,1429057_87,AE,FLOODWAY,T,-14164.590362011731,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,549138_-9999
173338,35g0022,1o429057_255,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
173650,350022***,1429057p_179,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,154913_8-9999,1v549138_-9999
173791,350022,1429057_64,AE,FLOODWAY,T,-6064.628240646971,NAVD88,-9999.0,EET,-9999.0,-8888.89360836459,-9999.0,w1429057_STUDY1,1549138_-9999,1549138_-9999
173798,35002t2,1429057_195,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-11398.910225765763,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
173823,350022,1429057_2f69,hAE,FLOODWAY,T,-7549.19793779317,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-6123.557989146388,1429057_FIRM1,1549138_-9999,1549138_-9999
174111,350022,1429057_285,AE,FLOODWAY,pT,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
174271,350022,1429057_218,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRMe1,154938_-9999,1549138_-9999
174362,35s0022,1429057_124,0.e2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999***
176184,350022,1429057_126,AE,FLOODWAY,uT,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,549138_-9999
176273,305022,1429057_75,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-12550.986492406211,1429057_FIRM1,1549138_-9999,1549138_-9999
176328,350022,142905_716,AE,FLOODWAY,uT,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-11430.340785137656,1429057_STUDY1,1549138_-9999,1549138_-9999
177132,350022,1429057_209,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
177449,350022,1429057_236,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
177236,350022,1429057_426,AE,FLOODWAY,T,-9999.0,NAVD8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
177858,350022,1429057_318,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-8474.087633220464,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1g549138_-9999
178202,350022,1429057_32,AE,FLOODWAY,T,-9999.0,NAVD88,-10942.373801574558,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
178442,350022,1429057_41,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-8674.531153584878,142907_STUDY1,1549138_-9999,549138_-9999
178077,350022,1429057_256,X,FLOODWAY,pF,-8217.732836677947,NAVgD88,-9999.0,FvEET,-9999.0,-9999.0,-9999.0,1429057_FIRvM1,1549138_-9999,1549138_-9999
847087,35001C,1549138_278,AO,LOODWAY,T,-9999.0,NAVD88,-5835.306844203123,tFEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847088,5001C,1549138_6021,AH,FLOODWAY,T,4935.0,NAVD88,-9999.0,FEET,-14892.017247281066,-12695.168160793935,-9999.0,1549183_STUDY4,1549138_-9999,1549138_-9999
847089,35001C,1549138_6068,AO,FLOOcDWAY,T,-6970.147179242691,NAVD88,1.0,FETE,-5032.053651838591,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138-_9999
847090,35001C,1549138_6214,AO,FLOODWAY***,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847091,35001C***,1549138_6723,X,FLOODWAY,F,-9999.0,NAVD8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847092,3501C,1549138_5755,AhO,FLOODWAY,T,-14169.585309912803,NAVD88,1.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-999,1549138_-9999
847093,h35001C,1549138_5644,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_9999,1549138_-99v99
847094,35010C,1549138_5867,AE,FLOODWAY,T,-9999.0,NAVD88,-7976.401212059709,bFEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847095,35001C,1549138_5863,EA,FLOODWAY,,5102.0,NAVD88,-9999.0,EFET,-9999.0,-11957.779545770349,-9999.0,1549138_STUDY4,1549183_-9999,1549138_-9999
847096,35001C,1549138_5676,AO,FLOODWAY,T,-10388.268127293808,AVD88,1.0,FEET,-9999.0,-5066.1877764178025,-10968.922963732502,1549138_STUDY4,1549138_-9999,1549138_-9999
178829,350022,1429057_220,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-14926.078632027537,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
178720,350022,1429057_154,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-10736.854173883732,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,159138_-9999
1295767,350022,1429057_85,AE,FLOODWAY,T,-5610.418672357019,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIR1,1549138_-9999,1549138_-9999
1261860,350022,1429057_146,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,***,-6067.102183777798,NAVD88,-9999.0,FET,-10805.207334153803,-9999.0,-9999.0,1429057_STUDY1,a1549138_-9999,1549138_-9999
179268,350022,1429057_147,AE,FLOODWAY,vT,-9999.0,NAVD88,-9999.0,FEET,-14416.182215149374,-10009.5835691602,-9999.0,1429057_STUDY1,1549138_-9999,1549138-_9999
179551,350022,1429057_65,AE,FLOODWAY,dT,-9999.0,NAVD88,-9999.0,FEET,-5854.98833358242,-9887.483259072978,-14726.171570311146,1429057_STUDY1,1549138_-9999,1549138_-9999
179852,350022,1429057_142,EA,FLOODWAY,T,-9999.0,ANVD88,-9999.0,FETE,-9999.0,-9999.0,-5966.823899126267,1429057_STUDY1,1549138_-9999,1549138_-9999
180206,350022,1429057_29,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY***,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,549138_-9999
180338,350022,1429057_167,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_9-999,1549138_-9999
180362,350022,1429057r_250,E,FLOODWhAY,T,-9999.0,NAVD88,-9999.0,FEET,-12997.831818450126,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
180423,350022,1429057_67,EA,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-11501.282267436318,1429057_STUDY1,1549138_-9999,1549138_-9999
180723,350022,1429057_201,AE,FLOODWAY,T,-9999.0,NAVD88,-5551.868771002381,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138-_9999
180796,350022,1429057_203,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-9858.53562486511,1429057_STUDY1,1549138_-9999,1549138_-9999
180804,350022,1429057_175,E,FuLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_n-9999,1549138_-9999
183018,350022,1429057_27,EA,FLOODWY,T,-9999.0,NAVD88,-7053.178807739476,FEET,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
183120,350022,1429057_127,AE,FLOODWAY,T,-9999.0,NVD88,-12365.414630628997,FET,-9999.0,-7939.777345502351,-9999.0,1429y057_FIRM1,1549138_-9999,1549138_-9999
183147,350022,1429057_158,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-13054.012533380395,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
847340,35001C,1549138_6889,A,FLOODWAY,T,-9999.0,NVAD88,-10153.60712564256,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847341,35001C,1549138_6163,AH,FLOODWAY,T,4938.0,NAVD88,-14870.047202556803,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847339,35001C,1549138_5602,AO,FLOODWAY,***,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847342,35001C,1549138_5820,OA,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-13490.794662591372,-9999.0,-9557.964045581615,1549183_STUDY4,1549138_-9999,1549138_-9999
847343,35001C,1549138_5613,AO,FLOODWAY,lT,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847344,35001C,1549138_5847,AE,FLOODWAY,T,5226.0,NAVD8,-9999.0,FEET,-5847.5552360183365,-9999.0,-9999.0,1549138_STUDY4,1594138_-9999,1549138_-9999
847345,30501C,1549138_6241,A,FLOODWAY,T,-14115.618054996234,NAVD88,-9999.0,FEET,-8672.126568845144,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847346,35001C,1549138_5568,AO,FLODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_vSTUDY4,1549138_-9999,1549138_-999
847347,35001C,1549138_6366,AO,FLOODWAY,T,-9999.0,fNAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154913l8_-9999,1549138_-9999
847348,35010C,1549138_5610,AE,FLOODWAY,T,-9999.0,NAVzD88,-9999.0,FEET,-9999.0,-6206.099877508221,-9999.0,1549138_STUDY4,1549138_9-999,1549138_-9999
847349,3500u1C,154h9138_5985,AE,FLOODWAY,T,-11979.56389184887,NVAD88,-9999.0,FEET,-9999.0,-14501.58326161778,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
183677,350022,1429057_270,AE,FLOODWAY,T,-9999.0,NAVD88,-9953.246243163489,FEET,-9999.0,-9306.485425216884,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
183687,350022,1429057_77,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-13522.68184222866,FEET,-9999.0,-9999.0,-12118.55123449682,1429057_STUDY1,154913_-9999,154918_-9999
847350,5001C,15a49138_5638,AO,FLOODWAY,T,-9999.0,NAVD88,-6762.946795260359,FEET,-9999.0,-9999.0,-13442.119993912838,1549138_STUDY4,1549138_-9999,1549138_-9999
847351,35001C,1549138_7242,X,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9662.785466168652,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847352,35001C,1549138_6606,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODbWAY,F,-12067.440000502404,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-10807.84338653262,1549138_STUDY4,1549138_-9999,1549138_-9999
847353,30501C,1549138_5879,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EFET,-12758.174633596802,-10568.45180724876,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847354,35001C,1549138_6001,AO,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-10092.544879065685,1549138_STUDtY4,1549138_-9999,1549138_-9999
847355,35001C,1549138_7246,X,FLODOWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847356,35001C,1549138_5578,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847357,35001C,1549138_5532,AO,FLOODWAY,***,-9999.0,NAVD88,1.0,FEET,-9999.0,-9042.99315563215,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847358,3500C1,1549138_7230,X,FLOODWAY,F,-9243.171883577545,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847359,35001bC,1549138_6281,AE,FLOODWAY,T,-11857.810713997693,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-5058.749196776282,1549138_STUDY4,1549138_-9999,1549138_-9999
847360,35001C***,1549138_5450,AO,FLOODWAY,T,-9999.0,NAVD88,3.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
184207,350022,1429057_36,0.2 sPCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-5857.0099946234295,NAVD88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
184390,350022,1429057_131,AE,FLOODWAY,T,-8974.374519003626,uNAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,1549138_-9999
184614,350022***,1429057_14,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9867.952862940405,-9999.0,-9999.0,1429c057_STUDY1,1549138_-9999,1549138_-9999
184517,350022,1429057_187,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-10827.673803355525,FEET,-10324.645486435442,-9999.0,-9999.0,1429057_STUDY1,1549138_-9999,1549138-_9999
184788,350022,1429057_161,0.2 PCT ANNUAL CHANCE FLOOD HyAZARD,FLOODWAY,F,-9999.0,AVD88,-6704.211441675767,FEET,-9999.0,-12379.947623848117,-9999.0,1429057_STUDY1,1549138_-9999,1549138_-9999
185476,350022,1429057_174,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-8750.095778025356,-9999.0,-9999.0,1429057_FIRM1,1549138_-9999,154o9138_-9999
847361,35001C,1549138_5553,AO,FLODOWAY,T,-14664.689332290614,NAVD88,1.0,FvEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
