characteristic,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Female, Pacific Islander, non-Hispanic",Femlae,"Pacific Isalnder, non-Hispanic",2011,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",emale,"Pbacific Islander, non-Hispanic",2012,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacfic Islander, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmeale,"American Indian/Alaska Native, non-Hispanic",2003,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fdemale,"American Indian/Alaska Native, non-Hispanic",2004,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",emale,"American Inidan/Alaska Native, non-Hispanic",2005,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"Americfan Indian/Alaska Native, non-Hispanic",2006,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fevmale,"American Indian/Alaska Natnive, non-Hispanic",2008,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",emale,"American Indian/Alaska Native, non-Hispnic",2009,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femalje,"American Indian/Alaska Natipve, non-Hispanic",2010,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmale,"American Indian/Alaska Native, non-Hispnic",2011,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femae,"mAerican Indian/Alaska Native, non-Hispanic",2012,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fpemale,"American Indian/Alaska Native, non-Hspanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2002,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feamle,"Two or more races, non-Hispanic",2003,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femael,"Two or mvore races, non-Hispanic",2004,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"wo or more races, non-Hispanic",2005,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",emale,"Two o rmore races, non-Hispanic",2006,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hisanic",2007,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fejmale,"Two or more races, non-Hispaic",2008,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feale,"Two or morer aces, non-Hispanic",2009,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femalhe,"Twof or more races, non-Hispanic",2010,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fewmale,"Two or more races, nonb-Hispanic",2011,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feemale,"Two or more races, non-Hsipanic",2012,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femgale,"Twoo r more races, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
