OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,LIC_or_DAC,Shape__Area,Shape__Length
2892,06,111,004200,06111004200,42,Census Tract 42,G5020,S,1317599,0,LIC,1929216.33984375,6289.96418596555
2893,06,111,004503,06111004503,45.03,Census Tract 45.03,G5020,S,567364,0,LIC,830524.3984375,3974.13026994077
2894,06,111,004504,06111004504,45.04,Census Tract 45.04,G5020,S,855601,0,LIC,1252650.7578125,4668.58141774509
2895,06,083,000804,06083000804,8.04,Census Tract 8.04,G5020,S,2794239,313302,LIC,4577721.1953125,12983.4656534589
2896,06,029,000400,06029000400,4,Census Tract 4,G5020,S,3020182,139236,Both,4766278.83984375,14323.8846381163
2897,06,029,000504,06029000504,5.04,Census Tract 5.04,G5020,S,3281606,0,Both,4952076.23046875,11882.3114752246
2898,06,029,000507,06029000507,5.07,Census Tract 5.07,G5020,S,17063104,441164,DAC,26395056.2773438,23265.0683527248
2899,06,085,503903,06085503903,5039.03,Census Tract 5039.03,G5020,S,927239,0,LIC,1470635.41796875,4988.22765188288
2900,06,013,386000,06013386000,3860,Census Tract 3860,G5020,S,974170,0,LIC,1568106.375,7289.16314568954
2901,06,013,318000,06013318000,3180,Census Tract 3180,G5020,S,11972021,1895226,LIC,22378965.1796875,29032.8908606264
2902,06,013,314200,06013314200,3142,Census Tract 3142,G5020,S,4885535,5034331,Both,16022007.5625,18120.1679353264
2903,06,013,363000,06013363000,3630,Census Tract 3630,G5020,S,4409406,0,LIC,7108500.61328125,11265.0725560063
2904,06,013,320001,06013320001,3200.01,Census Tract 3200.01,G5020,S,15301646,1625160,Both,27321602.125,24353.0906432687
2905,06,013,307205,06013307205,3072.05,Census Tract 3072.05,G5020,S,3083964,0,LIC,4973323.95703125,16417.9060489308
2906,06,013,307101,06013307101,3071.01,Census Tract 3071.01,G5020,S,2142560,0,LIC,3454802.28125,7781.61277024482
2907,06,029,000600,06029000600,6,Census Tract 6,G5020,S,4335419,272345,Both,6949270.046875,10869.4630477751
2908,06,029,000700,06029000700,7,Census Tract 7,G5020,S,2710708,0,LIC,4088550.37109375,9906.98873197208
2909,06,073,002902,06073002902,29.02,Census Tract 29.02,G5020,S,1597412,0,LIC,2265159.92578125,7374.79348937898
2910,06,073,002903,06073002903,29.03,Census Tract 29.03,G5020,S,1407466,0,LIC,1995348.68359375,5749.33489432914
2911,06,071,010421,06071010421,104.21,Census Tract 104.21,G5020,S,13518834,0,LIC,19779721.9882813,21371.5867937511
2912,06,071,011401,06071011401,114.01,Census Tract 114.01,G5020,S,9249582,9372,LIC,13585355.1835938,24201.2375199568
2913,06,029,000800,06029000800,8,Census Tract 8,G5020,S,2331736,0,LIC,3517505.91015625,7697.9148331813
2914,06,029,000904,06029000904,9.04,Census Tract 9.04,G5020,S,2279236,0,LIC,3437073.38671875,7322.30734553891
2915,06,071,008100,06071008100,81,Census Tract 81,G5020,S,1856743,0,Both,2711836.33203125,9057.68281928219
2916,06,053,014102,06053014102,141.02,Census Tract 141.02,G5020,S,11791936,79367,Both,18489809.9609375,30098.0094392823
2917,06,071,011203,06071011203,112.03,Census Tract 112.03,G5020,S,5885893,484026,LIC,9345922.76171875,18973.6294802183
2918,06,013,365002,06013365002,3650.02,Census Tract 3650.02,G5020,S,5813967,1371463,Both,11578838.578125,15943.6482859395
2919,06,013,307201,06013307201,3072.01,Census Tract 3072.01,G5020,S,1569555,0,LIC,2531927.640625,6951.97592757852
2920,06,073,019903,06073019903,199.03,Census Tract 199.03,G5020,S,7976349,0,LIC,11417087.4179688,15171.2994525553
2921,06,073,021000,06073021000,210,Census Tract 210,G5020,S,2757440637,1779734,LIC,3944086501.48047,377973.962323722
2922,06,035,040303,06035040303,403.03,Census Tract 403.03,G5020,S,128199787,433111,LIC,222434175.34375,85255.6569093848
2923,06,053,014302,06053014302,143.02,Census Tract 143.02,G5020,S,13936541,415847,LIC,22373085.8828125,27329.7317022053
2924,06,013,308001,06013308001,3080.01,Census Tract 3080.01,G5020,S,3728767,0,Both,6013331.27734375,12743.8174912245
2925,06,065,042617,06065042617,426.17,Census Tract 426.17,G5020,S,2321832,11245,LIC,3387922.5859375,8342.20954823189
2926,06,065,042624,06065042624,426.24,Census Tract 426.24,G5020,S,49930255,69554,DAC,72755972.265625,46810.35411601
2927,06,013,307202,06013307202,3072.02,Census Tract 3072.02,G5020,S,703981,0,Both,1135668.19140625,4810.96896703824
2928,06,065,042730,06065042730,427.30,Census Tract 427.30,G5020,S,16864424,0,LIC,24462051.890625,23848.9451299878
2929,06,065,042745,06065042745,427.45,Census Tract 427.45,G5020,S,38230232,0,LIC,55477767.34375,36999.6356881552
2930,06,065,043813,06065043813,438.13,Census Tract 438.13,G5020,S,322420798,391903,Both,470149301.28125,144070.357577298
2931,06,065,044516,06065044516,445.16,Census Tract 445.16,G5020,S,10457045,0,LIC,15231558.4335938,19545.0603052334
2932,06,029,000906,06029000906,9.06,Census Tract 9.06,G5020,S,1317080,0,LIC,1985664.140625,6167.43578928714
2933,06,029,000907,06029000907,9.07,Census Tract 9.07,G5020,S,1270876,0,LIC,1916017.26953125,5788.95768343471
2934,06,029,003114,06029003114,31.14,Census Tract 31.14,G5020,S,3502442,0,Both,5270457.265625,9385.68887131009
2935,06,029,003115,06029003115,31.15,Census Tract 31.15,G5020,S,1663268,0,Both,2502918.14453125,6540.36403933933
2936,06,029,003121,06029003121,31.21,Census Tract 31.21,G5020,S,2662981,0,Both,4008691.359375,8009.09108141789
2937,06,029,003122,06029003122,31.22,Census Tract 31.22,G5020,S,2663482,0,Both,4008022.2109375,8008.4297893398
2938,06,029,001102,06029001102,11.02,Census Tract 11.02,G5020,S,2028696,0,Both,3057830.10546875,7191.75646702229
2939,06,029,001103,06029001103,11.03,Census Tract 11.03,G5020,S,1242889,0,Both,1873486.8984375,6014.68496387733
2940,06,053,010400,06053010400,104,Census Tract 104,G5020,S,2646281,0,LIC,4131369.30078125,9761.06255818181
2941,06,029,001201,06029001201,12.01,Census Tract 12.01,G5020,S,1089725,0,Both,1643216.828125,5362.34485833736
2942,06,029,001202,06029001202,12.02,Census Tract 12.02,G5020,S,1485487,0,Both,2239427.07421875,7501.93615464094
2943,06,029,001300,06029001300,13,Census Tract 13,G5020,S,1963270,0,Both,2960077.41796875,8702.48892928789
2944,06,029,001400,06029001400,14,Census Tract 14,G5020,S,2350102,0,Both,3544193.5546875,9059.23169274686
2945,06,029,001500,06029001500,15,Census Tract 15,G5020,S,2352332,0,Both,3545806.640625,10022.2552358104
2946,06,095,250801,06095250801,2508.01,Census Tract 2508.01,G5020,S,38613885,58634310,Both,157334885.660156,57870.9422959001
2947,06,029,001600,06029001600,16,Census Tract 16,G5020,S,3601882,0,Both,5429945.9921875,11507.6578060193
2948,06,013,308002,06013308002,3080.02,Census Tract 3080.02,G5020,S,3938501,0,LIC,6351022.671875,11852.5095038414
2949,06,015,000105,06015000105,1.05,Census Tract 1.05,G5020,S,34598948,45326742,LIC,143901012.304688,90671.4600401275
2950,06,025,010102,06025010102,101.02,Census Tract 101.02,G5020,S,233852827,189009530,Both,605480847.289063,118428.38751368
2951,06,025,012001,06025012001,120.01,Census Tract 120.01,G5020,S,571990,0,Both,809442.29296875,4492.62021027469
2952,06,085,505007,06085505007,5050.07,Census Tract 5050.07,G5020,S,3054770,0,LIC,4847107.05859375,9033.30779155105
2953,06,029,000902,06029000902,9.02,Census Tract 9.02,G5020,S,1325575,0,LIC,1999726.0078125,6067.91472598923
2954,06,029,002200,06029002200,22,Census Tract 22,G5020,S,1933323,0,Both,2913421.98046875,7302.10910484938
2955,06,043,000200,06043000200,2,Census Tract 2,G5020,S,745970001,13592003,LIC,1215077025.28906,249101.943755721
2956,06,043,000400,06043000400,4,Census Tract 4,G5020,S,1019237192,4456562,LIC,1638500293.83984,268512.217438737
2957,06,029,001700,06029001700,17,Census Tract 17,G5020,S,3615041,72368,DAC,5559159.55859375,10684.7475597325
2958,06,085,504802,06085504802,5048.02,Census Tract 5048.02,G5020,S,1830203,0,LIC,2905220.08203125,8082.83307811653
2959,06,085,505302,06085505302,5053.02,Census Tract 5053.02,G5020,S,1438914,0,LIC,2281695.765625,7038.12049733157
2960,06,013,305000,06013305000,3050,Census Tract 3050,G5020,S,8106565,1667577,Both,15773041.703125,22963.6069939844
2961,06,029,001801,06029001801,18.01,Census Tract 18.01,G5020,S,2487325,0,Both,3748179.17578125,7653.68501430676
2962,06,029,001901,06029001901,19.01,Census Tract 19.01,G5020,S,1728801,0,Both,2605183.1640625,6888.56433855949
2963,06,029,001902,06029001902,19.02,Census Tract 19.02,G5020,S,1711054,0,Both,2578422.99609375,6814.0184677906
2964,06,029,002100,06029002100,21,Census Tract 21,G5020,S,1438068,0,Both,2167049.53515625,6372.24172187822
2965,06,029,002301,06029002301,23.01,Census Tract 23.01,G5020,S,6667733,0,Both,10047380.7304688,15463.5686357999
2966,06,029,002302,06029002302,23.02,Census Tract 23.02,G5020,S,2390586,0,Both,3602362.19921875,7737.83099288074
2967,06,037,320100,06037320100,3201,Census Tract 3201,G5020,S,1900529,0,Both,2791433.19140625,7961.81321895116
2968,06,037,320300,06037320300,3203,Census Tract 3203,G5020,S,1714689,0,Both,2517724.609375,6771.86207797783
2969,06,085,505600,06085505600,5056,Census Tract 5056,G5020,S,956554,0,LIC,1516421.49609375,7076.28429783851
2970,06,029,003700,06029003700,37,Census Tract 37,G5020,S,480526582,3103613,Both,729431921.46875,135643.78587317
2971,06,029,006202,06029006202,62.02,Census Tract 62.02,G5020,S,377788344,755424,Both,567860929.328125,156518.74464513
2972,06,029,003103,06029003103,31.03,Census Tract 31.03,G5020,S,4842782,0,Both,7288596.60546875,11849.7634161553
2973,06,029,005201,06029005201,52.01,Census Tract 52.01,G5020,S,2472809309,19041736,LIC,3784081904.47266,415454.771769433
2974,06,029,002000,06029002000,20,Census Tract 20,G5020,S,2577507,0,Both,3884096.125,7926.05923456635
2975,06,029,001101,06029001101,11.01,Census Tract 11.01,G5020,S,2814696,0,Both,4242338.9765625,8301.54734269328
2976,06,053,010504,06053010504,105.04,Census Tract 105.04,G5020,S,30001133,510792,LIC,47583269.234375,31324.1479511711
2977,06,029,002400,06029002400,24,Census Tract 24,G5020,S,39382467,0,Both,59293092.6484375,33015.5459238539
2978,06,029,002500,06029002500,25,Census Tract 25,G5020,S,6210981,0,Both,9354131.8828125,16217.6563640637
2979,06,029,002600,06029002600,26,Census Tract 26,G5020,S,2264909,0,Both,3411807.60546875,7450.66346924519
2980,06,029,002700,06029002700,27,Census Tract 27,G5020,S,2544245,0,Both,3832632.7890625,8052.6433611969
2981,06,053,001700,06053001700,17,Census Tract 17,G5020,S,849058,0,LIC,1322600.5546875,4742.68375860449
2982,06,111,004704,06111004704,47.04,Census Tract 47.04,G5020,S,19592124,0,Both,28692671.1523438,23869.2200351218
2983,06,029,005600,06029005600,56,Census Tract 56,G5020,S,57926792,1068107,LIC,88173311.5117188,49422.6463215118
2984,06,029,004500,06029004500,45,Census Tract 45,G5020,S,2336155204,8436622,Both,3558273647.12109,284009.391200697
2985,06,029,006004,06029006004,60.04,Census Tract 60.04,G5020,S,1319191443,258954,LIC,1983867123.04297,265344.992608096
2986,06,029,003303,06029003303,33.03,Census Tract 33.03,G5020,S,239031605,16419,Both,357654789.148438,126708.255574817
2987,06,029,003000,06029003000,30,Census Tract 30,G5020,S,2662427,0,Both,4009279.796875,8009.56470445998
2988,06,029,003900,06029003900,39,Census Tract 39,G5020,S,219949119,0,DAC,332608651.191406,93725.1538258662
2989,06,085,506203,06085506203,5062.03,Census Tract 5062.03,G5020,S,1107744,0,LIC,1754701.03515625,6603.4885475613
2990,06,085,506301,06085506301,5063.01,Census Tract 5063.01,G5020,S,1498549,0,LIC,2373691.89453125,6933.09383296952
2991,06,001,436601,06001436601,4366.01,Census Tract 4366.01,G5020,S,1083577,0,LIC,1731810.8359375,6286.82464195134
2992,06,029,004000,06029004000,40,Census Tract 40,G5020,S,33285355,0,Both,50334790.5039063,44063.1588436708
2993,06,029,004101,06029004101,41.01,Census Tract 41.01,G5020,S,3243765,0,Both,4905682.63671875,10084.7146630495
2994,06,037,301502,06037301502,3015.02,Census Tract 3015.02,G5020,S,670481,0,Both,981942.390625,5592.37452055363
2995,06,037,301601,06037301601,3016.01,Census Tract 3016.01,G5020,S,2257346,1299,Both,3307243.4375,9630.96326865774
2996,06,037,301701,06037301701,3017.01,Census Tract 3017.01,G5020,S,914081,17855,Both,1364411.35546875,5713.97801562361
2997,06,037,301602,06037301602,3016.02,Census Tract 3016.02,G5020,S,986836,9553,Both,1458876.234375,5713.76759817942
2998,06,037,301702,06037301702,3017.02,Census Tract 3017.02,G5020,S,824880,0,Both,1207468.3046875,4522.20463096144
2999,06,001,401400,06001401400,4014,Census Tract 4014,G5020,S,758203,0,Both,1217123.21875,5100.11046922806
3000,06,029,004102,06029004102,41.02,Census Tract 41.02,G5020,S,1952869,0,Both,2952671.14453125,7964.53020178411
3001,06,029,004200,06029004200,42,Census Tract 42,G5020,S,160644471,0,Both,242804883.292969,72606.3473852366
3002,06,029,004301,06029004301,43.01,Census Tract 43.01,G5020,S,95830485,0,Both,145170593.871094,71146.5312537794
3003,06,037,301900,06037301900,3019,Census Tract 3019,G5020,S,1090391,7067,Both,1606609.4296875,6247.13947428168
3004,06,037,302002,06037302002,3020.02,Census Tract 3020.02,G5020,S,502792,0,Both,735951.265625,3546.49913596326
3005,06,029,002804,06029002804,28.04,Census Tract 28.04,G5020,S,2387935,0,LIC,3597059.08203125,7865.55888391328
3006,06,073,009901,06073009901,99.01,Census Tract 99.01,G5020,S,5637780,1665633,LIC,10339892.5625,22867.3241585201
3007,06,073,015703,06073015703,157.03,Census Tract 157.03,G5020,S,684849,0,LIC,971798.453125,3942.39006557646
3008,06,073,013503,06073013503,135.03,Census Tract 135.03,G5020,S,2761169,0,LIC,3913546.40625,8818.29892541092
3009,06,073,020017,06073020017,200.17,Census Tract 200.17,G5020,S,4886759,0,LIC,6990062.04296875,13938.8565446551
3010,06,073,010103,06073010103,101.03,Census Tract 101.03,G5020,S,3135217,2693099,LIC,8233902.3359375,13214.1801231893
3011,06,073,019302,06073019302,193.02,Census Tract 193.02,G5020,S,2496942,0,LIC,3577262.87109375,9327.53610243967
3012,06,073,005900,06073005900,59,Census Tract 59,G5020,S,419242,0,LIC,594079.70703125,3276.44705508842
3013,06,073,007600,06073007600,76,Census Tract 76,G5020,S,8435097,10772889,LIC,27246333.6601563,25911.4002786806
3014,06,073,020500,06073020500,205,Census Tract 205,G5020,S,2082707,0,LIC,2976638.62109375,7819.20385839815
3015,06,029,003202,06029003202,32.02,Census Tract 32.02,G5020,S,20041895,0,Both,30135633.6054688,24807.7594920498
3016,06,001,435400,06001435400,4354,Census Tract 4354,G5020,S,1328739,0,LIC,2124603.66015625,7466.73723554873
3017,06,001,438000,06001438000,4380,Census Tract 4380,G5020,S,2432814,0,LIC,3884293.01953125,10572.6705600216
3018,06,001,451201,06001451201,4512.01,Census Tract 4512.01,G5020,S,3662203,9862,LIC,5877184.64453125,10938.4727926268
3019,06,001,409000,06001409000,4090,Census Tract 4090,G5020,S,16920883,4389453,Both,34123704.3164063,33522.5957720128
3020,06,029,003400,06029003400,34,Census Tract 34,G5020,S,9297182,0,Both,13943318.0976563,15679.5314996509
3021,06,029,003500,06029003500,35,Census Tract 35,G5020,S,6007476,0,Both,9005129.73828125,15829.6172101465
3022,06,029,003600,06029003600,36,Census Tract 36,G5020,S,5460522,0,LIC,8182258.17578125,13327.756787207
3023,06,029,006003,06029006003,60.03,Census Tract 60.03,G5020,S,8252162,41832,LIC,12431086.0273438,14739.9915613469
3024,06,115,040500,06115040500,405,Census Tract 405,G5020,S,2488138,0,LIC,4137183.640625,10651.2741029705
3025,06,115,040600,06115040600,406,Census Tract 406,G5020,S,4114337,0,LIC,6838046.96875,15563.3376857057
3026,06,109,001200,06109001200,12,Census Tract 12,G5020,S,19227984,35507,LIC,31071878.5546875,31156.6311124103
3027,06,109,004200,06109004200,42,Census Tract 42,G5020,S,2163199723,35550930,LIC,3540382560.27734,469766.262666727
3028,06,109,002100,06109002100,21,Census Tract 21,G5020,S,881776922,12150618,LIC,1450587375.85156,267167.310268724
3029,06,109,004100,06109004100,41,Census Tract 41,G5020,S,81008161,1038081,LIC,132060593.515625,84881.1668518706
3030,06,109,001100,06109001100,11,Census Tract 11,G5020,S,9435297,5487,LIC,15224701.578125,16704.3135601546
3031,06,001,401500,06001401500,4015,Census Tract 4015,G5020,S,467740,0,Both,750895.3984375,3734.37048059929
3032,06,029,003304,06029003304,33.04,Census Tract 33.04,G5020,S,1600988525,6934593,Both,2417415683.72266,317914.052175648
3033,06,029,005300,06029005300,53,Census Tract 53,G5020,S,285093142,1679660,LIC,436055084.664063,100407.980098596
3034,06,029,005103,06029005103,51.03,Census Tract 51.03,G5020,S,189463329,734140,Both,287475352.457031,84059.5837083938
3035,06,029,002813,06029002813,28.13,Census Tract 28.13,G5020,S,1602070,0,Both,2413171.0546875,6951.89187815539
3036,06,073,003208,06073003208,32.08,Census Tract 32.08,G5020,S,1360631,0,LIC,1925902.640625,6490.49405315332
3037,06,101,050101,06101050101,501.01,Census Tract 501.01,G5020,S,4393422,135681,Both,7543092.71484375,13861.4817713836
3038,06,029,002814,06029002814,28.14,Census Tract 28.14,G5020,S,1437345,0,Both,2164662.48046875,6284.83985919716
3039,06,029,002815,06029002815,28.15,Census Tract 28.15,G5020,S,1308336,0,Both,1970018.15625,6094.2572555197
3040,06,029,002816,06029002816,28.16,Census Tract 28.16,G5020,S,1658074,0,Both,2496502.59765625,7472.0135855481
3041,06,029,002817,06029002817,28.17,Census Tract 28.17,G5020,S,1440630,0,LIC,2169151.546875,6490.58809886016
3042,06,085,504412,06085504412,5044.12,Census Tract 5044.12,G5020,S,991741,0,LIC,1575894.234375,6192.4528172619
3043,06,073,013418,06073013418,134.18,Census Tract 134.18,G5020,S,1780863,73830,LIC,2623535.953125,6634.34303936762
3044,06,111,005002,06111005002,50.02,Census Tract 50.02,G5020,S,8149515,0,LIC,11952282.296875,14051.1729362497
3045,06,073,018517,06073018517,185.17,Census Tract 185.17,G5020,S,1941353,0,LIC,2779408.890625,7283.3045856268
3046,06,073,018518,06073018518,185.18,Census Tract 185.18,G5020,S,989554,0,LIC,1416789.3828125,5409.12163526124
3047,06,073,018519,06073018519,185.19,Census Tract 185.19,G5020,S,1554474,0,LIC,2225841.88671875,6873.28975052724
3048,06,029,000101,06029000101,1.01,Census Tract 1.01,G5020,S,20486956,0,Both,30933563.5117188,24282.9811725833
3049,06,029,000102,06029000102,1.02,Census Tract 1.02,G5020,S,1734856,0,Both,2618726.99609375,7251.42998462405
3050,06,073,012200,06073012200,122,Census Tract 122,G5020,S,1724142,47893,LIC,2507380.328125,6943.63397048053
3051,06,001,401600,06001401600,4016,Census Tract 4016,G5020,S,636067,0,Both,1020969.58203125,4598.7489910591
3052,06,001,402400,06001402400,4024,Census Tract 4024,G5020,S,337078,0,Both,540972.06640625,3032.39724671822
3053,06,085,504418,06085504418,5044.18,Census Tract 5044.18,G5020,S,1028566,0,LIC,1634086.75390625,5220.36791042652
3054,06,051,000200,06051000200,2,Census Tract 2,G5020,S,170264730,1658011,LIC,274634946.550781,80079.7596628764
3055,06,037,310703,06037310703,3107.03,Census Tract 3107.03,G5020,S,1000189,0,Both,1464933.65625,5948.00652339762
3056,06,037,310900,06037310900,3109,Census Tract 3109,G5020,S,2172993,0,LIC,3183105.18359375,7903.96140468827
3057,06,001,402200,06001402200,4022,Census Tract 4022,G5020,S,712080,0,Both,1142633.4921875,6898.37775283553
3058,06,073,000800,06073000800,8,Census Tract 8,G5020,S,634250,0,LIC,899065.74609375,3850.45706861238
3059,06,073,000900,06073000900,9,Census Tract 9,G5020,S,621682,0,LIC,881387.33203125,3759.23988141
3060,06,037,311600,06037311600,3116,Census Tract 3116,G5020,S,2808937,6146,LIC,4120917.28515625,9167.07525126374
3061,06,001,402500,06001402500,4025,Census Tract 4025,G5020,S,365454,0,Both,586415.23046875,3208.36383773733
3062,06,001,402600,06001402600,4026,Census Tract 4026,G5020,S,318842,0,Both,511605.46875,2985.98898292631
3063,06,001,402700,06001402700,4027,Census Tract 4027,G5020,S,398819,0,Both,640033.609375,3293.08355893799
3064,06,001,402800,06001402800,4028,Census Tract 4028,G5020,S,398311,0,Both,639189.61328125,3420.61604001804
3065,06,001,403000,06001403000,4030,Census Tract 4030,G5020,S,352394,0,Both,565381.2265625,3087.1715671994
3066,06,037,237900,06037237900,2379,Census Tract 2379,G5020,S,979778,0,Both,1428178.0546875,4879.06423002381
3067,06,037,534700,06037534700,5347,Census Tract 5347,G5020,S,552425,0,LIC,805197.734375,3643.33408554276
3068,06,037,533106,06037533106,5331.06,Census Tract 5331.06,G5020,S,299590,0,Both,436778.0625,2950.02202328346
3069,06,037,228600,06037228600,2286,Census Tract 2286,G5020,S,526963,0,Both,768717.59375,3529.90183845198
3070,06,037,222600,06037222600,2226,Census Tract 2226,G5020,S,651938,0,Both,951429.15625,3897.86078892813
3071,06,037,407101,06037407101,4071.01,Census Tract 4071.01,G5020,S,1135256,0,Both,1657785.7578125,5612.00841944108
3072,06,037,482502,06037482502,4825.02,Census Tract 4825.02,G5020,S,640664,0,LIC,935785.6796875,3859.54449285377
3073,06,037,208904,06037208904,2089.04,Census Tract 2089.04,G5020,S,112105,0,Both,163747.83203125,1682.05035681048
3074,06,085,504422,06085504422,5044.22,Census Tract 5044.22,G5020,S,868140,0,LIC,1380185.29296875,5295.70705525351
3075,06,073,013505,06073013505,135.05,Census Tract 135.05,G5020,S,2724973,0,LIC,3862085.53125,8443.33704743842
3076,06,073,013506,06073013506,135.06,Census Tract 135.06,G5020,S,6724683,88959,LIC,9653638.28125,14458.145810384
3077,06,085,506305,06085506305,5063.05,Census Tract 5063.05,G5020,S,1092804,0,LIC,1730299.82421875,5698.33568195566
3078,06,085,506401,06085506401,5064.01,Census Tract 5064.01,G5020,S,1343313,0,LIC,2127612.08984375,6024.41106861483
3079,06,073,013802,06073013802,138.02,Census Tract 138.02,G5020,S,707857,0,LIC,1003176.43359375,4072.43938013854
3080,06,073,018603,06073018603,186.03,Census Tract 186.03,G5020,S,4581764,303120,LIC,6997532.60546875,15054.053060267
3081,06,073,018609,06073018609,186.09,Census Tract 186.09,G5020,S,1315946,0,LIC,1886682.3125,6125.42382803519
3082,06,073,018610,06073018610,186.10,Census Tract 186.10,G5020,S,2463561,46009,LIC,3598742.98828125,9493.41921584012
3083,06,001,403300,06001403300,4033,Census Tract 4033,G5020,S,915837,96764,Both,1624356.7578125,5396.3203459351
3084,06,037,302202,06037302202,3022.02,Census Tract 3022.02,G5020,S,511545,0,Both,748621.1953125,4035.37090290629
3085,06,037,123602,06037123602,1236.02,Census Tract 1236.02,G5020,S,927752,0,LIC,1359008.6484375,5238.36114698335
3086,06,037,122410,06037122410,1224.10,Census Tract 1224.10,G5020,S,706999,0,Both,1036210,4103.15649827261
3087,06,037,131300,06037131300,1313,Census Tract 1313,G5020,S,1118011,0,LIC,1638997.9921875,5316.33916258041
3088,06,037,115302,06037115302,1153.02,Census Tract 1153.02,G5020,S,832983,4830,Both,1228562.51171875,4640.0275524317
3089,06,037,920026,06037920026,9200.26,Census Tract 9200.26,G5020,S,12616910,0,LIC,18611627.7226563,25485.3978430009
3090,06,037,910501,06037910501,9105.01,Census Tract 9105.01,G5020,S,1496703,0,Both,2213234.14453125,6201.85843549876
3091,06,109,005100,06109005100,51,Census Tract 51,G5020,S,159912513,24896286,LIC,297554271.605469,139200.716647881
3092,06,041,106001,06041106001,1060.01,Census Tract 1060.01,G5020,S,12238816,1621263,LIC,22374616.5820313,27295.335296061
3093,06,001,404000,06001404000,4040,Census Tract 4040,G5020,S,366986,0,LIC,589148.640625,3995.46615869751
3094,06,001,438300,06001438300,4383,Census Tract 4383,G5020,S,855994,0,LIC,1367032.16015625,5165.02082173019
3095,06,037,576402,06037576402,5764.02,Census Tract 5764.02,G5020,S,324449,0,Both,470829.51171875,2913.9869781602
3096,06,037,543903,06037543903,5439.03,Census Tract 5439.03,G5020,S,1341570,14935,Both,1970803.6171875,7913.23741750715
3097,06,085,506402,06085506402,5064.02,Census Tract 5064.02,G5020,S,1458897,0,LIC,2309787.38671875,6665.06285883566
3098,06,085,506501,06085506501,5065.01,Census Tract 5065.01,G5020,S,882227,0,LIC,1396645.3515625,4946.33192749894
3099,06,085,506503,06085506503,5065.03,Census Tract 5065.03,G5020,S,1775629,0,LIC,2810064.54296875,7367.27110860586
3100,06,111,005304,06111005304,53.04,Census Tract 53.04,G5020,S,3263679,0,LIC,4785142.546875,10951.1615151824
3101,06,111,005403,06111005403,54.03,Census Tract 54.03,G5020,S,754120,0,LIC,1105725.58203125,4647.88667156862
3102,06,009,000122,06009000122,1.22,Census Tract 1.22,G5020,S,162350398,129382,LIC,263004375.003906,110929.085696882
3103,06,009,000504,06009000504,5.04,Census Tract 5.04,G5020,S,360652744,1950398,LIC,591458873.878906,170298.778052359
3104,06,009,000121,06009000121,1.21,Census Tract 1.21,G5020,S,154691830,1833205,LIC,252967815.253906,121306.738757183
3105,06,099,002402,06099002402,24.02,Census Tract 24.02,G5020,S,1984277,0,Both,3166634.61328125,11592.6686310961
3106,06,037,543701,06037543701,5437.01,Census Tract 5437.01,G5020,S,635470,0,LIC,923084.9375,4100.04319603426
3107,06,037,241300,06037241300,2413,Census Tract 2413,G5020,S,522127,0,Both,760287.6015625,3659.75126186232
3108,06,037,228410,06037228410,2284.10,Census Tract 2284.10,G5020,S,277715,0,Both,405214.74609375,2616.86500504145
3109,06,037,531800,06037531800,5318,Census Tract 5318,G5020,S,617878,0,Both,901657.83203125,4809.84756049463
3110,06,037,204200,06037204200,2042,Census Tract 2042,G5020,S,301202,0,Both,439794.32421875,2806.7232019121
3111,06,037,206200,06037206200,2062,Census Tract 2062,G5020,S,578728,0,Both,845082.609375,4303.83320261493
3112,06,037,209820,06037209820,2098.20,Census Tract 2098.20,G5020,S,179107,0,Both,261540.50390625,2095.73530751124
3113,06,037,211420,06037211420,2114.20,Census Tract 2114.20,G5020,S,381075,0,Both,556795.3515625,3094.37579827866
3114,06,037,191810,06037191810,1918.10,Census Tract 1918.10,G5020,S,404246,0,Both,590878.640625,3399.62609366866
3115,06,037,480302,06037480302,4803.02,Census Tract 4803.02,G5020,S,1050466,0,LIC,1535881.93359375,5480.07572184373
3116,06,037,192620,06037192620,1926.20,Census Tract 1926.20,G5020,S,243560,0,Both,355910.84765625,2675.50109773512
3117,06,037,404501,06037404501,4045.01,Census Tract 4045.01,G5020,S,805206,0,Both,1177557.65625,5186.61173478957
3118,06,073,001000,06073001000,10,Census Tract 10,G5020,S,849114,0,LIC,1204062.6015625,5060.55543802311
3119,06,085,506601,06085506601,5066.01,Census Tract 5066.01,G5020,S,1573445,0,LIC,2490560.2578125,6431.76634900727
3120,06,085,506605,06085506605,5066.05,Census Tract 5066.05,G5020,S,1013662,0,LIC,1604692.81640625,5227.26774612185
3121,06,079,010202,06079010202,102.02,Census Tract 102.02,G5020,S,13615671,0,LIC,20638458.5507813,22184.0054199759
3122,06,079,011501,06079011501,115.01,Census Tract 115.01,G5020,S,1398955,0,LIC,2102189.953125,9076.50068562621
3123,06,079,012401,06079012401,124.01,Census Tract 124.01,G5020,S,12120549,0,LIC,18119649.8554688,28556.8598481522
3124,06,079,010901,06079010901,109.01,Census Tract 109.01,G5020,S,18268134,22384,LIC,27530340.2226563,28431.7438656719
3125,06,079,010703,06079010703,107.03,Census Tract 107.03,G5020,S,4008526,0,LIC,6034320.8046875,13324.8639006502
