OBJECTID,SITENAME,DATA_S_YR,CREAT_YR,DATA_METH,DATA_ACCU,COWARDIN,COWAR_S_YR,HGM,HGM_S_YR,POLY_S_ID,FIELD_OBS_LWI,DATA_S_TYP,HYD_BAR,HYD_DRA,HYD_FLO,WET_MGT,COV_TYP,VEG_SPEC,VEG_COND,VEG_S_YR,LSW,GOAL_5_17,SAC,DEVELOP,DSL_WD,DSL_FILE,MOSAIC,Acres,Shape__Area,Shape__Length
675,Bay City,1995,"C and G White Cartograpby Inc., Dec, 1996",,,PFOC,,U,,PAT3,Onsite,2,,,,,,ALNRUB/RUBDIS-RUBSPE/LYSAME-CAROBN,,,,,,,,,,0.643000459891592,5301.0234375,345.945161048001
676,Bay City,1995,"C and G White Cartograpby Inc., Dec, 1996",,,E2EMP,,U,,DOU2,Onsite,2,,,,,,ALNRUB-PICSIT/AMEALN-SALHOO/CAROBN-POTPAC,,,Y,,,,DET #94-0385,,Wetland/Upland Mosaic,8.51099137635128,70127.2109375,1590.49155092301
677,Bay City,1995,"C and G White Cartograpby Inc., Dec, 1996",,,PEMC,,U,,JAC1,Onsite,2,,,,,,HOLLAN-AGRSTO,,,Y,,,,,,,4.82011589261646,39735.9921875,2751.29361821649
678,Bay City,1995,"C and G White Cartograpby Inc., Dec, 1996",,,PEMC,,U,,JAC1,Onsite,2,,,,,,HOLLAN-AGRSTO,,,Y,,,,,,,0.0496851916271885,409.625,87.4109317600036
679,Bay City,1995,"C and G White Cartograpby Inc., Dec, 1996",,,PEMC,,U,,JAC1,Visual,2,,,,,,HOLLAN-AGRSTO,,,Y,,,,,,,0.0680132530303022,560.7109375,92.4224093793604
680,Bay City,1995,"C and G White Cartograpby Inc., Dec, 1996",,,PEMC,,U,,DOU1,Onsite,2,,,,,,SPIDOU/LOTCOR,,,,,,,,,,3.44310600012631,28376.53125,1924.42045338269
681,Bay City,1995,"C and G White Cartograpby Inc., Dec, 1996",,,PEMC,,U,,DOU1,Visual,2,,,,,,SPIDOU/LOTCOR,,,,,,,,,,0.0134543485883629,110.8828125,42.4076436937843
682,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS1,onsite,2,,,,,,,,,Y,,,,,,,1.07724241733205,8860.8203125,1110.54166803185
683,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS1,visual,2,,,,,,,,,Y,,,,,,,0.0304038624739091,250.0859375,73.2956835821598
684,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS1,visual,2,,,,,,,,,Y,,,,,,,0.0501220286401392,412.2734375,103.869717884085
685,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS1,visual,2,,,,,,,,,Y,,,,,,,0.0590453035940704,485.65625,115.787053919932
686,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS2b,offsite,2,,,,,,,,,Y,,,,,,,0.17078248723161,1404.578125,167.882001254558
687,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS3,offsite,2,,,,,,,,,Y,,,,,,,1.90538162978347,15670.671875,1149.47091607884
688,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS3,offsite,2,,,,,,,,,Y,,,,,,,0.0273488677704749,224.9453125,59.6044339056831
689,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS3,offsite,2,,,,,,,,,Y,,,,,,,0.179136284341469,1473.4140625,186.850063213154
690,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS3,offsite,2,,,,,,,,,Y,,,,,,,0.396601218987215,3262.140625,288.638139531378
691,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS4,offsite,2,,,,,,,,,Y,,,,,,,1.80728403115275,14866.1875,521.720361078098
692,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,POW,,U,,AS5,onsite,2,,,,,,,,,Y,,,,,,,0.193886978599175,1594.515625,190.63088026067
693,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,POW,,U,,AS5,visual,2,,,,,,,,,Y,,,,,,,0.0649878067353192,534.46875,104.252595399486
694,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,AS7,offsite,2,,,,,,,,,Y,,,,,,,1.49261845307504,12275.234375,461.466918587695
695,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,POW,,U,,AS8,offsite,2,,,,,,,,,No,,,,,,,1.00103589804098,8232.828125,528.244521880146
696,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, POW",,U,,BE1,onsite,2,,,,,,,,,Y,,,,,,,3.08469174645084,25373.8046875,880.134233137003
697,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,BE2,onsite,2,,,,,,,,,Y,,,,,,,0.68990993486027,5675.0390625,352.682125594086
698,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, POW, PEM",,U,,BE3,visual,2,,,,,,,,,Y,,,,,,,1.60565371234448,13208.6796875,623.124605644622
699,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, POW",,U,,BR1,visual,2,,,,,,,,,Y,,,,,,,4.65178673911224,38360.421875,1059.44525024596
700,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, POW",,U,,BR1,visual,2,,,,,,,,,Y,,,,,,,4.67520598813562,38551.4296875,1043.98675184542
701,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, POW",,U,,BR1,visual,2,,,,,,,,,Y,,,,,,,2.49303047084887,20556.9375,701.482001486022
702,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,BV1,visual,2,,,,,,,,,Y,,,,,,,0.129217400783291,1064.2265625,148.605609180447
703,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,BV1,visual,2,,,,,,,,,Y,,,,,,,0.143290741699894,1180.125,137.224451973232
704,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,BV1,onsite,2,,,,,,,,,Y,,,,,,,33.0579039024689,272312.40625,5882.37298742788
705,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV10a,offsite,2,,,,,,,,,No,,,,,,,0.504140333695744,4151.125,276.650458193332
706,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV10b,offsite,2,,,,,,,,,Y,,,,,,,0.341709423580749,2813.6015625,270.146705407206
707,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV10c,offsite,2,,,,,,,,,No,,,,,,,0.268434698121748,2210.28125,218.92724782225
708,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,BV11,offsite,2,,,,,,,,,Y,,,,,,,2.38536581655893,19637.078125,898.741094601274
709,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV12,offsite,2,,,,,,,,,Y,,,,,,,0.816794568133077,6722.46875,391.79987519237
710,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,BV13,offsite,2,,,,,,,,,Y,,,,,,,0.564572482860194,4646.75,282.911137581438
711,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,BV13,offsite,2,,,,,,,,,Y,,,,,,,1.26704885110409,10428.234375,1265.95272147136
712,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,BV13,offsite,2,,,,,,,,,Y,,,,,,,0.686352186272443,5649.3671875,731.130848855124
713,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,BV14,onsite,2,,,,,,,,,Y,,,,,,,3.28070027015645,27006.9921875,777.305294527394
714,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,BV14,visual,2,,,,,,,,,Y,,,,,,,0.536472334313421,4416.265625,336.489557370201
715,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,BV16,offsite,2,,,,,,,,,No,,,,,,,0.311337446652281,2562.9296875,389.053996844889
716,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,BV17,offsite,2,,,,,,,,,Y,,,,,,,1.62386516181544,13374.3984375,460.901708075882
717,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,BV18,onsite,2,,,,,,,,,Y,,,,,,,0.362851224284856,2988.53125,210.149755660241
718,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,BV19,offsite,2,,,,,,,,,Y,,,,,,,0.49915542276189,4110.3359375,613.835533916794
719,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,BV19,offsite,2,,,,,,,,,Y,,,,,,,0.559723106089637,4609.1015625,578.227368758222
720,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,BV19,offsite,2,,,,,,,,,Y,,,,,,,0.179370325503796,1477,237.31929849488
721,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,BV19,offsite,2,,,,,,,,,Y,,,,,,,0.441300659747309,3633.6171875,473.065406058798
722,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS",,U,,BV2,offsite,2,,,,,,,,,Y,,,,,,,1.12790570342501,9292.7265625,419.004802634737
723,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS",,U,,BV2a,offsite,2,,,,,,,,,Y,,,,,,,0.100226817245056,825.7265625,120.052437544118
724,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PSS",,U,,BV2b,offsite,2,,,,,,,,,Y,,,,,,,0.899991470203951,7414.984375,343.195137635731
725,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV3,offsite,2,,,,,,,,,Y,,,,,,,4.09044082584585,33702.5078125,1236.84705419293
726,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,BV4,visual,2,,,,,,,,,Y,,,,,,,0.122030954977526,1005.2109375,159.411002050292
727,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,BV4,visual,2,,,,,,,,,Y,,,,,,,0.0637599779897145,525.203125,102.917198840306
728,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,BV4,visual,2,,,,,,,,,Y,,,,,,,0.0612919408738255,504.875,100.961236476099
729,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,BV4,visual,2,,,,,,,,,Y,,,,,,,0.140912766803155,1160.7109375,178.9283147339
730,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,BV4,visual,2,,,,,,,,,Y,,,,,,,0.0630980843913385,519.734375,117.053991129388
731,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, PSS, POW",,U,,BV4,onsite,2,,,,,,,,,Y,,,,,,,52.2320541539051,430213.890625,10065.1735932545
732,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, POW",,U,,BV5,offsite,2,,,,,,,,,Y,,,,,,,0.0491231250225084,404.6015625,87.799876592517
733,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, POW",,U,,BV5a,offsite,2,,,,,,,,,Y,,,,,,,4.65225393966067,38310.140625,1888.88365823839
734,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, POW",,U,,BV5c,offsite,2,,,,,,,,,Y,,,,,,,0.175440474466007,1444.609375,226.711999706702
735,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, POW",,U,,BV5c,offsite,2,,,,,,,,,Y,,,,,,,0.340926021880892,2807.234375,234.736946684491
736,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, POW",,U,,BV5c,offsite,2,,,,,,,,,Y,,,,,,,0.355467577831213,2926.96875,290.467415013169
737,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, POW",,U,,BV5c,offsite,2,,,,,,,,,Y,,,,,,,3.65837546661376,30126.0390625,1773.63462063119
738,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO, POW",,U,,BV5c,offsite,2,,,,,,,,,Y,,,,,,,10.6444952310421,87652.5546875,1647.62126526799
739,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PSS",,U,,BV6,offsite,2,,,,,,,,,Y,,,,,,,2.80678514958999,23115.6640625,1078.30729151449
740,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PSS",,U,,BV7,offsite,2,,,,,,,,,No,,,,,,,2.49332567394691,20533.2265625,569.154338776234
741,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PSS, POW",,U,,BV8a,visual,2,,,,,,,,,Y,,,,,,,1.74655270257429,14376.5,586.720382326012
742,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PSS, POW",,U,,BV8a,visual,2,,,,,,,,,Y,,,,,,,4.17725123220306,34382.5703125,1632.5451443416
743,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PSS, POW",,U,,BV8b,visual,2,,,,,,,,,Y,,,,,,,0.716173259988072,5895.53125,1393.71811372168
744,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV9,visual,2,,,,,,,,,Y,,,,,,,2.28212788462352,18783.9765625,1907.82222565221
745,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV9,onsite,2,,,,,,,,,Y,,,,,,,0.151565404882685,1247.6328125,205.875331057458
746,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV9,visual,2,,,,,,,,,Y,,,,,,,2.79970122667523,23046.8046875,690.310469893919
747,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV15,offsite,2,,,,,,,,,Y,,,,,,,4.06942748173212,33501.8984375,945.44026927574
748,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV15,offsite,2,,,,,,,,,Y,,,,,,,0.174775102444563,1438.828125,248.259192266323
749,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV15,offsite,2,,,,,,,,,Y,,,,,,,0.422195685376005,3475.6640625,425.753001158406
750,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,BV15,offsite,2,,,,,,,,,Y,,,,,,,0.0313617201345163,258.15625,69.3392909613392
751,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,CE1,visual,2,,,,,,,,,Y,,,,,,,0.112589058574877,927.109375,147.003366411885
752,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,CE1,visual,2,,,,,,,,,Y,,,,,,,0.0959734091559013,790.2734375,161.778633984158
753,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,CE1,onsite,2,,,,,,,,,Y,,,,,,,6.15397299740576,50681.765625,1245.83315529684
754,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,CE1,visual,2,,,,,,,,,Y,,,,,,,1.05660329491904,8701.109375,419.164094797442
755,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,CE1,visual,2,,,,,,,,,Y,,,,,,,0.191802717173772,1579.46875,223.016565127571
756,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,RUB,,U,,CM1,offsite,2,,,,,,,,,Y,,,,,,,0.556360719547554,4585.6484375,395.067086462008
757,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.352433958611221,2903.3828125,487.881421822169
758,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.00969642708289973,79.8828125,41.8244454502664
759,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0827877475289873,682.0078125,131.444040205392
760,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0863607489176019,711.46875,158.182950994242
761,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.00955817562026846,78.7421875,36.9551528345811
762,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.00751070476363222,61.8828125,35.211804346711
763,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0138836818893227,114.375,42.7551343684368
764,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0601985729317394,495.9453125,119.004772702858
765,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0144740892437874,119.2265625,51.9425050759954
766,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0154269407738643,127.0859375,52.8187184390985
767,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.296889345511114,2445.671875,332.987922108861
768,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0407082463877886,335.328125,92.5431098530432
769,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.021628636761362,178.140625,61.3803855334877
770,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.00635983575916206,52.390625,29.3456889250236
771,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0411475731225768,338.9296875,80.8984929385033
772,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.00580306274312681,47.8125,28.0344835593837
773,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.00814608017747598,67.09375,33.6028828462335
774,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.00797361103343856,65.6875,35.3424264413065
775,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0354147627944781,291.7265625,66.4202462636754
776,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0781369477088153,643.6328125,273.692124229209
777,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0235257513954669,193.7890625,75.0520938713428
778,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0751618062968767,619.109375,125.132469691343
779,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.123360322695194,1016.109375,156.728167919421
780,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0045761504298955,37.6875,27.0842831189824
781,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0142350031324993,117.2421875,53.7148381625541
782,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.2290947411911,1887,271.837489348487
783,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0511102207945833,420.984375,85.4820011783164
784,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.0082788532853845,68.1953125,37.9900595005056
785,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,CM3,visual,2,,,,,,,,,Y,,,,,,,0.00395198516882036,32.5546875,22.5122617515199
786,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"RSB, PEM",,U,,ER2,offsite,2,,,,,,,,,Y,,,,,,,0.655257530095304,5393.5,817.764648200751
787,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"RSB, PEM",,U,,ER2,offsite,2,,,,,,,,,Y,,,,,,,0.617027369660328,5078.53125,389.086119968792
788,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"RSB, PEM",,U,,ER3,offsite,2,,,,,,,,,No,,,,,,,0.0575077960121626,473.4375,148.974194306462
789,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PSS",,U,,ER5,visual,2,,,,,,,,,Y,,,,,,,0.458710912053402,3777.21875,252.76540989729
790,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, RUB",,U,,FA10,offsite,2,,,,,,,,,Y,,,,,,,1.11837504127308,9206.9921875,784.573604474527
791,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, RUB",,U,,FA10,offsite,2,,,,,,,,,Y,,,,,,,0.440039526849329,3622.375,700.254168213734
792,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,FA11,offsite,2,,,,,,,,,Y,,,,,,,0.239783377842516,1971.96875,166.396973622181
793,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,FA11,offsite,2,,,,,,,,,Y,,,,,,,2.98900798517495,24581.4296875,1195.81545240261
794,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,POW,,U,,FA12,offsite,2,,,,,,,,,Y,,,,,,,0.843104099651249,6934.78125,493.475268762284
795,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,U,,U,,FA14,unknown,2,,,,,,,,,U,,,,,,,0.338076590981509,2781.6953125,346.668378924407
796,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"POW, PEM, PFO",,U,,FA2,onsite,2,,,,,,,,,Y,,,,,,,1.56268500730922,12858.375,464.931748764125
797,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,FA3,offsite,2,,,,,,,,,Y,,,,,,,2.98630337930776,24570.515625,1181.70448473516
798,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM",,U,,FA4,onsite,2,,,,,,,,,Y,,,,,,,6.93586253405104,57066.5703125,2323.91691741711
799,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,FA5,onsite,2,,,,,,,,,Y,,,,,,,13.3360705729878,109739.0390625,3823.62504174
800,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, PSS",,U,,FA5b,visual,2,,,,,,,,,Y,,,,,,,0.605742313903026,4984.9921875,326.858682527844
801,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,FA6b,visual,2,,,,,,,,,Y,,,,,,,2.44778752387696,20135.7421875,1296.24070613082
802,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,FA6b,onsite,2,,,,,,,,,Y,,,,,,,9.42876790467255,77565.828125,1766.39070057342
803,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,FA7a,onsite,2,,,,,,,,,Y,,,,,,,27.1861045028956,223654.125,4183.45843775567
804,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,FA7b,visual,2,,,,,,,,,Y,,,,,,,1.02615392267982,8442.921875,577.948946793628
805,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,FA7b,visual,2,,,,,,,,,Y,,,,,,,1.03378260132001,8505.9140625,593.95729208736
806,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,FA7c,visual,2,,,,,,,,,Y,,,,,,,4.51369245584244,37140.1953125,1179.97179375436
807,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,FA7d,visual,2,,,,,,,,,Y,,,,,,,0.391225280404322,3219.53125,625.309714092497
808,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,FA7d,visual,2,,,,,,,,,Y,,,,,,,1.20651937709132,9928.65625,1860.99766943764
809,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, POW",,U,,FA8a,onsite,2,,,,,,,,,Y,,,,,,,97.9762579449387,805717.3984375,8657.06557895278
810,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PFO, PEM, POW",,U,,FA8b,visual,2,,,,,,,,,Y,,,,,,,0.992897100566499,8164.875,582.054030573167
811,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,FA9,offsite,2,,,,,,,,,Y,,,,,,,28.6103144247441,235468.9921875,2743.50389482502
812,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,GO1,offsite,2,,,,,,,,,Y,,,,,,,0.264542960782248,2178.59375,269.370426972329
813,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,GO2,offsite,2,,,,,,,,,Y,,,,,,,0.259855410510039,2139.5859375,279.013737614641
814,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,GO2,offsite,2,,,,,,,,,Y,,,,,,,0.28236547161955,2325.0859375,253.076810769018
815,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,"PEM, PFO",,U,,HA1,visual,2,,,,,,,,,Y,,,,,,,1.09990556613547,9057.7265625,505.411090869547
816,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,HA2,onsite,2,,,,,,,,,Y,,,,,,,2.28577295212098,18820.1171875,621.019955522819
817,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PEM,,U,,HA2,visual,2,,,,,,,,,Y,,,,,,,2.06904515489193,17034.75,698.081417515969
818,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,HA3,visual,2,,,,,,,,,Y,,,,,,,0.791488325269387,6517.359375,494.439176667174
819,Beaverton,1998,"Shapiro and Associates, Inc., March 2000",,,PFO,,U,,HA3,visual,2,,,,,,,,,Y,,,,,,,0.373076851878553,3071.84375,346.251659439585
