OBJECTID,LABEL,GEOID10,Under18_Tot,Under5_Tot,Under5_ER,Under5_Hosp,FivePlus_Tot,FivePlus_ER,Tot_ER_Visits,Tot_Hosp_Visits,AsthmaCt,Diabetes1Ct,Diabetes2Ct,DiabetesOtherCt,PctUndr5ER,PctOvr5ER,PctAsthma,PctDiabetes,Shape__Area,Shape__Length
188,Forest Hills,2614610,363,176,50,126,187,56,106,257,16,0,0,0,0.284090909090909,0.299465240641711,0.0440771349862259,0,1696794806.61816,398832.471919419
189,Forest Park,2611190,150,69,24,45,81,30,54,96,6,0,0,0,0.347826086956522,0.37037037037037,0.04,0,17828231672.291,636933.857141114
190,Fowler,2614700,35,15,,10,20,8,13,22,,0,0,0,,0.4,,0,1498763553.58984,382413.213236252
191,Fowlerville,2614730,483,213,70,143,270,114,184,299,,0,0,0,0.328638497652582,0.422222222222222,,0,3257184703.73975,481851.895202686
192,Frankenmuth,2614760,79,28,9,19,51,21,30,49,,0,0,0,0.321428571428571,0.411764705882353,,0,1887500679.22852,242399.889754693
193,Frankfort-Elberta,2614790,101,49,17,32,52,23,40,61,,0,0,0,0.346938775510204,0.442307692307692,,0,1392572495.98535,226807.403799324
194,Fraser,2614820,596,284,89,195,312,117,206,390,32,0,0,0,0.313380281690141,0.375,0.0536912751677852,0,227288354.851074,73446.8208246694
195,Free Soil,2615090,42,19,8,11,23,9,17,25,,0,0,0,0.421052631578947,0.391304347826087,,0,2195362101.6377,298170.123442079
196,Freeland,2615060,127,53,18,35,74,30,48,79,6,0,0,0,0.339622641509434,0.405405405405405,0.047244094488189,0,1299038884.58594,203688.479424407
197,Fremont,2615150,595,271,98,173,324,139,237,358,6,0,0,0,0.361623616236162,0.429012345679012,0.0100840336134454,0,4240431886.86523,495872.28692636
198,Fruitport,2615390,535,249,85,164,286,109,194,341,19,0,0,0,0.34136546184739,0.381118881118881,0.0355140186915888,0,1340549177.47998,214539.537602613
199,Fulton,2615420,169,76,29,47,93,41,70,99,,0,0,0,0.381578947368421,0.440860215053763,,0,2907420599.35449,616719.223243441
200,Galesburg-Augusta,2615450,209,95,33,62,114,46,79,130,,0,0,0,0.347368421052632,0.403508771929825,,0,1490841899.14551,246016.135874315
201,Galien Township,2615480,89,47,16,31,42,14,30,59,,0,0,0,0.340425531914894,0.333333333333333,,0,1389973714.99731,236766.357442666
202,Garden City,2615540,1048,497,173,324,551,224,397,651,43,0,0,0,0.348088531187123,0.406533575317604,0.041030534351145,0,165278701.410156,58633.3365800972
203,Gaylord,2615730,690,316,115,201,374,149,264,426,15,0,0,0,0.363924050632911,0.398395721925134,0.0217391304347826,0,7778050390.54688,601102.387773123
204,Genesee,2615750,108,52,19,33,56,24,43,65,,0,0,0,0.365384615384615,0.428571428571429,,0,170145264.579102,116154.749634534
205,Gibraltar,2615870,470,219,81,138,251,111,192,278,20,0,0,0,0.36986301369863,0.442231075697211,0.0425531914893617,0,703041053.227539,153468.89395298
206,Gladstone,2615970,307,136,36,100,171,61,97,210,,0,0,0,0.264705882352941,0.35672514619883,,0,2494201939.16992,290884.876064148
207,Gladwin,2615990,598,273,106,167,325,140,246,352,16,0,0,0,0.388278388278388,0.430769230769231,0.0267558528428094,0,6181517492.14258,486444.213422463
208,Glen Lake,2616020,100,38,11,27,62,26,37,63,,0,0,0,0.289473684210526,0.419354838709677,,0,4695577098.16602,431197.415332124
209,Gobles,2616050,229,112,35,77,117,52,87,142,6,0,0,0,0.3125,0.444444444444444,0.0262008733624454,0,1579304648.15503,215493.364843523
210,Godfrey-Lee,2616080,394,200,76,124,194,88,164,230,23,0,0,0,0.38,0.45360824742268,0.0583756345177665,0,40170647.3256836,32759.0530942139
211,Godwin Heights,2616110,614,323,119,204,291,120,239,375,26,0,0,0,0.368421052631579,0.412371134020619,0.0423452768729642,0,103416848.865234,63815.5508243008
212,Goodrich,2616320,100,54,17,37,46,16,33,67,,0,0,0,0.314814814814815,0.347826086956522,,0,1348685609.51855,336348.883735987
213,Grand Blanc,2616350,781,380,133,247,401,166,299,482,24,6,0,0,0.35,0.413965087281795,0.030729833546735,0.00768245838668374,1086385742.51367,190704.990911776
214,Grand Haven,2616380,756,370,117,253,386,146,263,493,13,0,0,0,0.316216216216216,0.378238341968912,0.0171957671957672,0,2496973514.9043,333781.769176321
215,Grand Ledge,2616410,489,243,78,165,246,97,175,314,14,0,0,0,0.320987654320988,0.394308943089431,0.0286298568507157,0,3341456139.82275,619024.306770985
216,Grand Rapids,2616440,6294,3255,1155,2100,3039,1249,2404,3890,532,17,0,0,0.354838709677419,0.410990457387298,0.0845249443914839,0.0027009850651414,1200750234.05078,306727.638791598
217,Grandville,2616470,744,365,122,243,379,135,257,487,24,0,0,0,0.334246575342466,0.356200527704486,0.032258064516129,0,1116990926.49561,245992.699126198
218,Grant,2616500,439,210,79,131,229,98,177,262,8,0,0,0,0.376190476190476,0.427947598253275,0.0182232346241458,0,3277719475.33105,508539.526701048
219,Grant Township #2,2616560,,,,,,,,,,0,0,0,,,,,3468267904.17773,430021.794122372
220,Grass Lake,2616830,108,50,15,35,58,23,38,70,,0,0,0,0.3,0.396551724137931,,0,1804495340.31152,276640.243088528
221,Greenville,2617160,956,440,165,275,516,220,385,571,15,0,0,0,0.375,0.426356589147287,0.0156903765690377,0,3748532096.5918,461648.59038727
222,Grosse Ile Township,2617220,81,36,13,23,45,16,29,52,,0,0,0,0.361111111111111,0.355555555555556,,0,519856621.790039,111295.405265624
223,Grosse Pointe,2625740,580,251,89,162,329,127,216,364,45,0,0,0,0.354581673306773,0.386018237082067,0.0775862068965517,0,308444687.191162,118099.600694471
224,Gull Lake,2617250,320,182,68,114,138,51,119,201,6,0,0,0,0.373626373626374,0.369565217391304,0.01875,0,2988736421.59912,450093.142806997
225,Gwinn,2614690,373,188,70,118,185,80,150,223,6,0,0,0,0.372340425531915,0.432432432432432,0.0160857908847185,0,9959013876.64648,509498.089129515
226,Hagar Township #6,2617340,14,,,,9,,,9,,0,0,0,,,,0,73434636.3093262,47890.3256908848
227,Hale,2617370,186,87,31,56,99,43,74,112,,0,0,0,0.35632183908046,0.434343434343434,,0,4366922424.87695,379369.210100983
228,Hamilton,2617400,318,151,50,101,167,57,107,211,6,0,0,0,0.33112582781457,0.341317365269461,0.0188679245283019,0,3582403349.3877,520510.011767293
229,Hamtramck,2617520,848,476,163,313,372,162,325,523,122,6,0,0,0.342436974789916,0.435483870967742,0.143867924528302,0.00707547169811321,58402687.2590332,34186.5247313874
230,Hancock,2617550,232,111,37,74,121,53,90,142,8,0,0,0,0.333333333333333,0.43801652892562,0.0344827586206897,0,1237941817.98633,183675.969525729
231,Hanover-Horton,2617640,143,60,18,42,83,29,47,96,,0,0,0,0.3,0.349397590361446,,0,1820988723.5127,328361.400626228
232,Harbor Beach,2600007,125,64,23,41,61,24,47,78,,0,0,0,0.359375,0.39344262295082,,0,3343400230.57617,532772.148483213
233,Harbor Springs,2617700,128,61,23,38,67,26,49,79,,0,0,0,0.377049180327869,0.388059701492537,,0,3220141638.59961,338434.883334097
234,Harper Creek,2617730,326,152,52,100,174,63,115,211,6,0,0,0,0.342105263157895,0.362068965517241,0.0184049079754601,0,2101323541.09326,308290.068391225
235,Harper Woods,2617760,423,224,83,141,199,87,170,253,66,0,0,0,0.370535714285714,0.437185929648241,0.156028368794326,0,48501810.9233398,37723.8313163398
236,Harrison,2617820,681,303,117,186,378,164,281,400,19,11,0,0,0.386138613861386,0.433862433862434,0.0279001468428781,0.0161527165932452,6898080009.94434,484133.059578705
237,Hart,2617860,463,205,80,125,258,112,192,271,13,0,0,0,0.390243902439024,0.434108527131783,0.0280777537796976,0,4066749758.41992,520578.524225
238,Hartford,2617880,410,194,75,119,216,92,167,243,10,0,0,0,0.38659793814433,0.425925925925926,0.024390243902439,0,1548051108.50708,216679.880530023
239,Hartland,2617910,344,150,48,102,194,73,121,223,8,0,0,0,0.32,0.376288659793814,0.0232558139534884,0,2616397215.85693,399539.588183576
240,Haslett,2617940,162,74,21,53,88,35,56,106,8,0,0,0,0.283783783783784,0.397727272727273,0.0493827160493827,0,563068725.184082,169792.833730128
241,Hastings,2617970,777,355,117,238,422,156,273,504,29,0,0,0,0.329577464788732,0.369668246445498,0.0373230373230373,0,4860435272.59131,694473.130406998
242,Hazel Park,2618030,846,410,145,265,436,186,331,515,43,0,0,0,0.353658536585366,0.426605504587156,0.0508274231678487,0,104668883.099121,40726.9575583603
243,Hemlock,2618180,159,67,23,44,92,38,61,98,6,0,0,0,0.343283582089552,0.41304347826087,0.0377358490566038,0,2385509328.03271,396345.68058284
244,Hesperia,2618270,313,139,51,88,174,74,125,188,,0,0,0,0.366906474820144,0.425287356321839,,0,3637082113.06348,407628.337693576
245,Highland Park,2618330,628,322,116,206,306,136,252,376,62,7,0,0,0.360248447204969,0.444444444444444,0.0987261146496815,0.0111464968152866,82329379.4743652,37443.7234991721
246,Hillman,2618360,127,48,16,32,79,34,50,77,,0,0,0,0.333333333333333,0.430379746835443,,0,8256298723.97559,680269.320960672
247,Hillsdale,2618390,607,302,118,184,305,135,253,354,13,0,0,0,0.390728476821192,0.442622950819672,0.0214168039538715,0,1956033118.18225,374763.010895375
248,Holland,2618420,911,461,157,304,450,182,339,572,39,0,0,0,0.34056399132321,0.404444444444444,0.0428100987925357,0,485615943.509766,156423.878918111
249,Holly,2618450,559,248,85,163,311,132,217,342,31,0,0,0,0.342741935483871,0.42443729903537,0.0554561717352415,0,2729733541.74951,325365.688283765
250,Holt,2618480,480,231,80,151,249,97,177,303,15,0,0,0,0.346320346320346,0.389558232931727,0.03125,0,892658707.858887,402782.064242942
251,Holton,2618510,273,126,45,81,147,64,109,164,8,0,0,0,0.357142857142857,0.435374149659864,0.0293040293040293,0,2724928414.61182,362365.975566122
252,Homer,2618540,169,67,28,39,102,41,69,100,,0,0,0,0.417910447761194,0.401960784313726,,0,2625820468.54858,407308.235035263
253,Hopkins,2618570,209,100,33,67,109,43,76,133,,0,0,0,0.33,0.394495412844037,,0,2651969143.46777,394422.110619139
254,Houghton-Portage Township,2628890,190,87,31,56,103,42,73,117,,0,0,0,0.35632183908046,0.407766990291262,,0,2796631386.46484,368871.29376643
255,Houghton Lake,2618600,558,240,75,165,318,113,188,370,12,0,0,0,0.3125,0.355345911949686,0.021505376344086,0,13103732344.1973,767517.199776892
256,Howell,2618720,1033,455,156,299,578,232,388,645,20,0,0,0,0.342857142857143,0.401384083044983,0.0193610842207164,0,4426946373.27197,591474.260614719
257,Hudson,2618810,263,130,50,80,133,56,106,157,,0,0,0,0.384615384615385,0.421052631578947,,0,2442320946.87097,437274.291528148
258,Hudsonville,2618840,497,247,85,162,250,89,174,323,6,0,0,0,0.34412955465587,0.356,0.0120724346076459,0,2208634928.16748,291529.23495653
259,Huron,2618930,321,147,51,96,174,78,129,192,6,0,0,0,0.346938775510204,0.448275862068966,0.0186915887850467,0,1092655074.82178,159263.000831295
260,Huron Valley,2618990,805,402,139,263,403,172,311,494,24,0,0,0,0.345771144278607,0.426799007444169,0.0298136645962733,0,2769983703.25635,295673.070524326
261,Ida,2619050,133,50,15,35,83,34,49,84,,0,0,0,0.3,0.409638554216867,,0,1801021211.7196,271846.993638476
262,Imlay City,2619100,390,188,66,122,202,77,143,247,12,0,0,0,0.351063829787234,0.381188118811881,0.0307692307692308,0,2899952367.79102,458314.695827586
263,Inkster,2619140,632,335,122,213,297,128,250,382,83,0,8,0,0.364179104477612,0.430976430976431,0.131329113924051,0.0126582278481013,91361223.765625,49042.4795606098
264,Inland Lakes,2619170,167,62,18,44,105,39,57,110,,0,0,0,0.290322580645161,0.371428571428571,,0,4542205761.71875,435984.713683621
265,Ionia,2619250,803,411,157,254,392,166,323,480,24,0,0,0,0.381995133819951,0.423469387755102,0.0298879202988792,0,3742514447.72607,621244.383398984
266,Ionia Township #2,2619290,21,10,,7,11,,7,14,,0,0,0,,,,0,78626793.4536133,46994.6720366732
267,Iron Mountain,2619410,374,189,49,140,185,65,114,260,,0,0,0,0.259259259259259,0.351351351351351,,0,214323599.285156,68373.8704013648
268,Ironwood,2619470,419,193,73,120,226,98,171,248,14,6,0,0,0.378238341968912,0.433628318584071,0.0334128878281623,0.0143198090692124,6430581352.49219,582763.112292937
269,Ishpeming,2619530,350,172,62,110,178,77,139,211,12,0,0,0,0.36046511627907,0.432584269662921,0.0342857142857143,0,288884837.40625,85693.0863394902
270,Ithaca,2619580,312,151,59,92,161,70,129,183,,0,0,0,0.390728476821192,0.434782608695652,,0,4325910729.03076,855767.534905919
271,Jackson,2619620,2307,1155,429,726,1152,504,933,1374,141,15,0,0,0.371428571428571,0.4375,0.0611183355006502,0.00650195058517555,1089985590.7229,249263.320216238
272,Jefferson,2619800,345,154,62,92,191,85,147,198,11,0,0,0,0.402597402597403,0.445026178010471,0.0318840579710145,0,1016704993.87378,277127.387299018
273,Jenison,2619830,427,198,60,138,229,75,135,292,,0,0,0,0.303030303030303,0.327510917030568,,0,418910117.780762,107092.6640233
274,Johannesburg-Lewiston,2619890,176,69,21,48,107,39,60,116,,0,0,0,0.304347826086957,0.364485981308411,,0,8277743915.86719,594988.338423142
275,Jonesville,2619920,269,131,49,82,138,58,107,162,,0,0,0,0.374045801526718,0.420289855072464,,0,2121218434.25671,350646.543818965
276,Kalamazoo,2619950,2846,1434,506,928,1412,601,1107,1739,176,21,0,0,0.352859135285914,0.425637393767705,0.061841180604357,0.00737877723120169,1537322161.62305,298343.446651584
277,Kaleva Norman Dickson,2620010,279,112,41,71,167,66,107,172,6,0,0,0,0.366071428571429,0.395209580838323,0.021505376344086,0,8201855970.15234,605523.420475756
278,Kalkaska,2620050,598,253,72,181,345,130,202,396,19,0,0,0,0.284584980237154,0.376811594202899,0.0317725752508361,0,12423500084.4189,870835.904640426
279,Kearsley,2620070,465,223,79,144,242,99,178,287,24,9,0,0,0.354260089686099,0.409090909090909,0.0516129032258065,0.0193548387096774,611541218.856934,158716.012080062
280,Kelloggsville,2620160,752,387,135,252,365,150,285,467,33,0,0,0,0.348837209302326,0.410958904109589,0.0438829787234043,0,112979172.32373,61313.0908972423
281,Kenowa Hills,2620280,625,316,110,206,309,119,229,396,23,0,0,0,0.348101265822785,0.385113268608414,0.0368,0,1310501502.73877,356234.568164328
282,Kent City,2620310,281,140,50,90,141,58,108,173,6,0,0,0,0.357142857142857,0.411347517730496,0.0213523131672598,0,1894788581.45166,472860.269736784
283,Kentwood,2620340,2124,1110,375,735,1014,405,780,1344,83,6,0,0,0.337837837837838,0.399408284023669,0.0390772128060264,0.00282485875706215,672950832.973145,196530.091944371
284,Kingsley,2620380,292,139,39,100,153,50,89,203,10,0,0,0,0.280575539568345,0.326797385620915,0.0342465753424658,0,3443061690.43555,458549.567543684
285,Kingston,2620400,185,80,31,49,105,46,77,108,8,0,0,0,0.3875,0.438095238095238,0.0432432432432432,0,2167366931.38086,381392.752631997
286,L'Anse,2600018,172,79,19,60,93,29,48,124,,0,0,0,0.240506329113924,0.311827956989247,,0,20513162787.5586,1080097.34138866
287,L'Anse Creuse,2621870,1292,645,220,425,647,246,466,826,85,14,0,0,0.341085271317829,0.380216383307573,0.0657894736842105,0.0108359133126935,985395963.474609,255734.895682677
288,Laingsburg,2620550,119,57,20,37,62,21,41,78,,0,0,0,0.350877192982456,0.338709677419355,,0,1269020063.70605,330504.594959118
289,Lake City,2620610,355,174,63,111,181,72,135,220,12,0,0,0,0.362068965517241,0.397790055248619,0.0338028169014084,0,7425859769.85352,775584.516116035
290,Lake Fenton,2620670,158,66,22,44,92,36,58,100,,0,0,0,0.333333333333333,0.391304347826087,,0,720787639.459961,198901.951472914
291,Lake Linden-Hubbell,2620700,151,58,21,37,93,39,60,91,6,0,0,0,0.362068965517241,0.419354838709677,0.0397350993377483,0,5105627709.18945,460207.915836631
292,Lake Orion,2620730,520,227,80,147,293,113,193,327,10,0,0,0,0.352422907488987,0.385665529010239,0.0192307692307692,0,1394203082.02734,245148.186617602
293,Lake Shore,2632670,412,208,66,142,204,76,142,270,13,0,0,0,0.317307692307692,0.372549019607843,0.0315533980582524,0,123141778.588379,57371.9874921998
294,Lakeshore,2620820,289,124,39,85,165,64,103,186,,0,0,0,0.314516129032258,0.387878787878788,,0,1033109075.16553,208589.34834095
295,Lakeview,2620910,1496,711,254,457,785,309,563,933,53,0,0,0,0.357243319268636,0.393630573248408,0.035427807486631,0,5875698336.18604,762400.202054927
296,Lakeville,2620940,327,142,52,90,185,78,130,197,,0,0,0,0.366197183098592,0.421621621621622,,0,2563362096.13916,354240.049034777
297,Lakewood,2620980,459,203,70,133,256,102,172,287,8,0,0,0,0.344827586206897,0.3984375,0.0174291938997821,0,6013290220.70752,767298.088758011
298,Lamphere,2621120,371,190,64,126,181,73,137,234,14,0,0,0,0.336842105263158,0.403314917127072,0.0377358490566038,0,143287461.525391,53034.8030028633
299,Lansing,2621150,4407,2331,853,1478,2076,912,1765,2642,277,17,6,0,0.365937365937366,0.439306358381503,0.0628545495802133,0.00521896982073973,1446115719.05713,275694.439316046
300,Lapeer,2621180,1043,495,178,317,548,232,410,633,21,0,0,0,0.35959595959596,0.423357664233577,0.0201342281879195,0,5685409589.72607,621385.130531353
301,Lawrence,2621210,203,89,33,56,114,48,81,122,6,0,0,0,0.370786516853933,0.421052631578947,0.0295566502463054,0,1357839170.43457,245634.402038885
302,Glenn,,,,,,,,,,,,,,,,,,123493034.207031,49273.0117500162
303,Lawton,2621240,231,105,37,68,126,54,91,140,,0,0,0,0.352380952380952,0.428571428571429,,0,1216641364.29492,217010.247664494
304,Leland,2621390,63,25,7,18,38,12,19,44,,0,0,0,0.28,0.315789473684211,,0,2103338309.88477,397857.050051535
305,Les Cheneaux,2621420,54,28,10,18,26,11,21,33,,0,0,0,0.357142857142857,0.423076923076923,,0,3417616662.19531,1034230.14843033
306,Leslie,2621450,267,133,48,85,134,54,102,165,10,0,0,0,0.360902255639098,0.402985074626866,0.0374531835205993,0,2069639159.76611,447968.525688009
307,Lincoln,2621570,715,340,108,232,375,134,242,473,52,0,0,0,0.317647058823529,0.357333333333333,0.0727272727272727,0,1668041272.81836,213347.858836059
308,Lincoln Park,2621600,1769,893,320,573,876,386,706,1063,100,0,0,0,0.358342665173572,0.440639269406393,0.0565291124929339,0,163125540.919678,54591.3112133491
309,Linden,2621690,281,135,44,91,146,62,106,175,11,0,0,0,0.325925925925926,0.424657534246575,0.0391459074733096,0,1340701346.20703,319833.263669072
310,Litchfield,2621750,138,57,23,34,81,38,61,77,,0,0,0,0.403508771929825,0.469135802469136,,0,1608831816.70032,272746.096171013
311,Livonia,2621840,1590,704,220,484,886,340,560,1030,82,0,0,0,0.3125,0.383747178329571,0.0515723270440252,0,1093861176.31641,147863.488212602
312,Lowell,2622050,409,192,66,126,217,76,142,267,6,0,0,0,0.34375,0.350230414746544,0.0146699266503667,0,3748052180.56982,581471.074907439
313,Ludington,2622200,634,271,105,166,363,166,271,363,20,0,0,0,0.387453874538745,0.457300275482094,0.0315457413249211,0,2207004465.45508,276825.724459392
314,Mackinac Island,2622230,,,,,,,,,,0,0,0,,,,,119728332.402344,69983.333745062
315,Mackinaw City,2622260,32,17,6,11,15,6,12,20,,0,0,0,0.352941176470588,0.4,,0,1002270120.22461,196795.138228465
316,Madison,2622290,676,325,120,205,351,154,274,402,49,6,0,0,0.369230769230769,0.438746438746439,0.0724852071005917,0.00887573964497041,419903803.460327,150900.087020993
317,Mancelona,2622350,376,162,51,111,214,81,132,244,8,0,0,0,0.314814814814815,0.378504672897196,0.0212765957446809,0,4055883760.59668,522394.010897605
318,Manchester,2622380,119,53,15,38,66,26,41,78,,0,0,0,0.283018867924528,0.393939393939394,,0,2638649203.05322,357676.998718242
319,Manistee,2622410,495,228,83,145,267,116,199,296,8,0,0,0,0.364035087719298,0.434456928838951,0.0161616161616162,0,2153900451.44727,331244.81505131
320,Manistique,2622470,349,166,59,107,183,76,135,214,10,0,0,0,0.355421686746988,0.415300546448087,0.0286532951289398,0,24578379054.4355,1064365.45329581
321,Manton,2622500,223,102,32,70,121,52,84,139,,0,0,0,0.313725490196078,0.429752066115702,,0,4069490228.15039,397220.95945822
322,Maple Valley,2622620,353,160,57,103,193,72,129,224,,0,0,0,0.35625,0.373056994818653,,0,3624884937.93262,508760.847928812
323,Mar Lee,2622830,41,17,,13,24,8,12,29,,0,0,0,,0.333333333333333,,0,1044267154.771,230925.448223668
324,Marcellus,2622740,236,104,38,66,132,55,93,143,,0,0,0,0.365384615384615,0.416666666666667,,0,2891736392.19873,456372.397351228
325,Marion,2622800,205,79,28,51,126,56,84,121,,0,0,0,0.354430379746835,0.444444444444444,,0,4627614264.25391,717628.44373123
326,Marlette,2622860,280,111,43,68,169,75,118,162,8,0,0,0,0.387387387387387,0.443786982248521,0.0285714285714286,0,4076074123.11377,443745.442975248
327,Marquette,2600013,525,250,81,169,275,106,187,338,10,0,0,0,0.324,0.385454545454545,0.019047619047619,0,3601964292.37109,473495.509140525
328,Marshall,2622970,355,163,61,102,192,80,141,214,14,0,0,0,0.374233128834356,0.416666666666667,0.0394366197183099,0,2909539916.38745,394280.413174627
329,Martin,2622980,168,77,30,47,91,37,67,101,,0,0,0,0.38961038961039,0.406593406593407,,0,1727963460.13574,356672.005703965
330,Marysville,2623040,325,141,52,89,184,81,133,192,6,0,0,0,0.368794326241135,0.440217391304348,0.0184615384615385,0,963176686.681152,191591.169761323
331,Mason,2623100,512,226,79,147,286,111,190,322,,0,0,0,0.349557522123894,0.388111888111888,,0,3953572463.51465,678330.156401346
332,Mason County Central,2623130,363,162,64,98,201,88,152,211,8,0,0,0,0.395061728395062,0.437810945273632,0.0220385674931129,0,6387513587.56055,976625.157788547
333,Mason County Eastern,2623160,229,102,41,61,127,55,96,133,6,0,0,0,0.401960784313726,0.433070866141732,0.0262008733624454,0,3772522790.98535,552825.611477085
334,Mattawan,2623250,284,138,47,91,146,50,97,187,,0,0,0,0.340579710144928,0.342465753424658,,0,1516222519.11182,305027.8008022
335,Mayville,2623280,300,149,55,94,151,63,118,182,,0,0,0,0.369127516778524,0.417218543046358,,0,2624794819.1792,323013.36324556
336,McBain,2623310,241,127,50,77,114,47,97,144,,0,0,0,0.393700787401575,0.412280701754386,,0,4970142055.41113,605309.560346304
337,Melvindale-Northern Allen Park,2623460,747,387,138,249,360,156,294,453,50,0,0,0,0.356589147286822,0.433333333333333,0.0669344042838019,0,157186893.166016,56667.2028677307
338,Memphis,2623490,131,47,14,33,84,31,45,86,,0,0,0,0.297872340425532,0.369047619047619,,0,1660523918.92529,341883.017668904
339,Mendon,2623520,137,60,18,42,77,28,46,91,,0,0,0,0.3,0.363636363636364,,0,1556188158.59875,356334.875172631
340,Menominee,2623550,391,175,65,110,216,87,152,239,,0,0,0,0.371428571428571,0.402777777777778,,0,2462114921.66504,350530.565592821
341,Meridian,2623580,310,153,53,100,157,70,123,187,9,0,0,0,0.34640522875817,0.445859872611465,0.0290322580645161,0,2681092867.64746,318401.979939539
342,Merrill,2623610,153,61,19,42,92,36,55,98,,0,0,0,0.311475409836066,0.391304347826087,,0,2812655257.32471,548748.505364135
343,Mesick,2623670,275,109,33,76,166,64,97,178,,0,0,0,0.302752293577982,0.385542168674699,,0,5567335873.19141,682586.741545535
344,Michigan Center,2623790,263,122,43,79,141,63,106,157,,0,0,0,0.352459016393443,0.446808510638298,,0,444125341.039307,133041.2657625
345,Mid Peninsula,2623830,48,22,7,15,26,11,18,30,,0,0,0,0.318181818181818,0.423076923076923,,0,9095286395.51758,461288.175602435
346,Midland,2623820,1048,484,173,311,564,228,401,647,21,0,0,0,0.357438016528926,0.404255319148936,0.0200381679389313,0,3868987149.0791,444017.251589496
347,Milan,2623850,253,106,34,72,147,52,86,167,8,0,0,0,0.320754716981132,0.353741496598639,0.0316205533596838,0,2342827016.86426,374384.815975483
348,Millington,2623910,223,107,37,70,116,47,84,139,,0,0,0,0.345794392523364,0.405172413793103,,0,2639592932.88428,402997.667754747
349,Mio-AuSable,2624000,221,99,36,63,122,47,83,138,8,0,0,0,0.363636363636364,0.385245901639344,0.0361990950226244,0,9945639680.97949,443832.068354649
350,Mona Shores,2624120,591,272,98,174,319,117,215,376,27,0,0,0,0.360294117647059,0.366771159874608,0.0456852791878173,0,567305647.958008,132884.892101835
351,Monroe,2624150,1428,658,248,410,770,344,592,836,111,8,0,0,0.376899696048632,0.446753246753247,0.0777310924369748,0.00560224089635854,2358014250.06555,353918.638080209
352,Montabella,2612960,368,155,62,93,213,93,155,213,12,0,0,0,0.4,0.436619718309859,0.0326086956521739,0,4114925172.68604,603749.596618799
353,Montague,2624180,334,155,55,100,179,72,127,207,6,0,0,0,0.354838709677419,0.402234636871508,0.0179640718562874,0,2699038743.69922,313721.313648507
354,Montrose,2624420,210,115,39,76,95,34,73,137,10,0,0,0,0.339130434782609,0.357894736842105,0.0476190476190476,0,1000216488.4126,196448.915899327
355,Moran Township,2624540,16,6,,,10,,,13,,0,0,0,,,,0,3719611777.25977,468214.405270844
356,Morenci,2624570,222,105,39,66,117,46,85,137,,6,0,0,0.371428571428571,0.393162393162393,,0.027027027027027,2056317721.60364,339320.528087558
357,Morley Stanwood,2624600,490,223,85,138,267,122,207,283,14,0,0,0,0.381165919282511,0.456928838951311,0.0285714285714286,0,4508167305.91895,422074.384297914
358,Morrice,2624630,123,67,21,46,56,16,37,86,,0,0,0,0.313432835820896,0.285714285714286,,0,1480358185.59375,431115.70387955
359,Mt. Clemens,2624690,870,425,143,282,445,183,326,544,52,0,0,0,0.336470588235294,0.41123595505618,0.0597701149425287,0,172112610.748047,86002.6198516537
360,Mt. Morris,2624720,569,288,100,188,281,119,219,350,25,14,0,0,0.347222222222222,0.423487544483986,0.0439367311072056,0.0246045694200351,799474475.42627,278987.660497519
361,Mt. Pleasant,2624750,938,450,167,283,488,219,386,552,50,0,0,0,0.371111111111111,0.448770491803279,0.0533049040511727,0,3717219247.35449,897689.267379886
362,Munising,2624810,153,64,16,48,89,35,51,102,,0,0,0,0.25,0.393258426966292,,0,8756992393.2168,733364.396641418
363,Muskegon,2624840,2391,1228,458,770,1163,509,967,1424,169,0,0,0,0.372964169381107,0.437661220980224,0.0706817231283982,0,481495730.711426,147301.497564158
364,Muskegon Heights,2624870,1324,652,249,403,672,296,545,779,91,9,0,0,0.381901840490798,0.44047619047619,0.0687311178247734,0.006797583081571,88116226.5493164,43183.5221618983
365,N.I.C.E.,2625400,179,83,29,54,96,40,69,110,,0,0,0,0.349397590361446,0.416666666666667,,0,17762308775.834,967512.801187741
366,Napoleon,2624960,204,101,38,63,103,44,82,122,6,0,0,0,0.376237623762376,0.427184466019417,0.0294117647058824,0,1308450458.11792,239242.165962171
367,Negaunee,2625020,221,96,33,63,125,51,84,137,8,0,0,0,0.34375,0.408,0.0361990950226244,0,3264923938.28906,284808.59602458
368,New Buffalo,2625140,70,28,12,16,42,17,29,41,,0,0,0,0.428571428571429,0.404761904761905,,0,642951373.078125,126129.223754729
369,New Haven,2625230,315,147,42,105,168,64,106,209,17,0,0,0,0.285714285714286,0.380952380952381,0.053968253968254,0,1333081001.10059,246748.549103561
370,New Lothrop,2625290,64,23,,20,41,14,17,47,,0,0,0,,0.341463414634146,,0,1606851647.12451,439656.522335371
371,Newaygo,2625320,450,196,73,123,254,105,178,272,10,0,0,0,0.372448979591837,0.413385826771654,0.0222222222222222,0,2509068522.78809,433037.113422527
372,Niles,2625560,1033,489,176,313,544,241,417,616,40,6,0,0,0.359918200408998,0.443014705882353,0.0387221684414327,0.00580832526621491,1992172718.67188,277076.984044268
373,North Adams-Jerome,2625650,161,75,32,43,86,35,67,94,,0,0,0,0.426666666666667,0.406976744186047,,0,1809608881.96521,359656.235460398
