namevalue,lat(double precision),long(double precision),mrc
Desert SW,32.0,-106.125,32106-A2
Devils Well,34.0,-104.625,34104-A6
Dexter East,33.125,-104.25,33104-B3
Dexter West,33.125,-104.375,33104-B4
Diablo Range,33.125,-108.375,33108-B4
Diamond A Ranch,33.25,-104.75,33104-C7
Diamond Mound,32.875,-104.125,32104-H2
Dilia,35.125,-58.241636840030864,35105-B1
Dillon Mountain,33.75,-108.75,33108-G7
Divine Lake,36.125,-52.72309302629897,36104-B1
Dix Creek,15.42679994366234,-109.125,33109-B2
Dog Lake,32.75,-103.625,32103-G6
Dog Mountains,31.25,-108.25,31108-C3
Dog Springs,34.25,-142.75391557630945,34107-C6
Domingo Peak,33.0,-105.75,33105-A7
Dona Ana,32.375,-106.75,32106-D7
Dora,19.86879616872352,-103.25,33103-H3
Dora NW,23.7955105199542,-103.375,33103-H4
Dora SW,33.75,-82.46646840773928,33103-G4
Dorsey Ranch,32.875,-108.375,32108-H4
Dos Lomas,35.25,-145.393117695294,35107-C7
Double Wells,16.19564556141001,-108.125,31108-F2
Doubtful Canyon,23.35700627137135,-109.0,32109-C1
Dough Mountain,34.875,-107.25,34107-H3
Doyle Hill,35.625,-103.0,35103-F1
Doyle Peak,31.75,-108.25,31108-G3
Dugout Canyon,33.0,-106.75,33106-A7
Dulce,36.875,-106.875,36106-H8
Dulce Draw,33.875,-105.875,33105-H8
Duncan,32.625,-109.0,32109-F1
Dunken,32.75,-136.15305798661876,32105-G2
Dunlap,34.0,-104.5,34104-A5
Dunlap NE,34.125,-104.5,34104-B5
Dunlap Ranch,34.5,-105.375,34105-E4
Dunlap Sill,15.088312547721111,-104.5,33104-H5
Duoro,34.375,-104.875,34104-D8
Duran,34.375,-105.375,34105-D4
Duran NE,54.47225870416496,-105.25,34105-D3
Dusty,33.625,-107.625,33107-F6
Dutch Blue Creek,33.375,-109.125,33109-D2
Dwyer,32.625,-107.75,32107-F7
Dwyer SE,32.5,-145.0047335003582,32107-E7
Eagle Eye Peak,32.5,-108.5,32108-E5
Eagle Mountain,31.25,-108.375,31108-C4
Eagle Nest,36.5,-105.25,36105-E3
Eagle Peak,33.625,-108.5,33108-F5
Eagle Tail Mountain,44.97929142854538,-104.375,36104-F4
Ear Rock,35.875,-108.5,35108-H5
East Fork Kutz Canyon,52.07620218558984,-107.875,36107-E8
East Gavilan Canyon,59.4360778208438,-106.25,36106-F3
East Lake,32.25,-103.25,32103-C3
East Mesa,34.75,-107.5,34107-G5
East of Great Bend,36.125,-108.375,36108-B4
East of Grey Hill Spring,42.59540541103655,-79.13886094760274,36108-A4
Echo Amphitheater,36.25,-106.5,36106-C5
Edgewood,35.0,-106.125,35106-A2
Edith,37.0,-106.875,37106-A8
Eighteenmile Hill,34.125,-104.125,34104-B2
Eightmile Draw,33.625,-104.25,33104-F3
El Cabo,35.0,-105.5,35105-A5
El Cuervo Butte,35.0,-105.75,35105-A7
El Dado,35.5,-107.5,35107-E5
El Dado Mesa,20.69326853923941,-107.375,35107-D4
El Morro,35.0,-134.9685769638171,35108-A3
El Morro Mesa,57.39094152179309,-150.15047058770102,34104-C6
El Morro Ranch,34.5,-104.875,34104-E8
El Morro Ranch NW,34.625,-104.875,34104-F8
El Morro Ranch SE,34.5,-104.75,34104-E7
El Paso,31.75,-106.375,31106-G4
El Paso Canyon,32.5,-143.85167068904343,32105-E6
El Paso Draw,32.375,-105.625,32105-D6
El Paso Gap,32.0,-104.75,32104-A7
El Porvenir,35.625,-105.375,35105-F4
El Rito,36.25,-106.125,36106-C2
El Vado,36.5,-168.38006581213202,36106-E6
El Valle,36.0,-105.625,36105-A6
Elephant Butte,33.125,-107.125,33107-B2
Elephant Mountain,32.375,-106.125,32106-D2
Elida,54.41277691508352,-103.625,33103-H6
Elida SE,33.75,-134.5011330752906,33103-G5
Elk,32.875,-154.1648801858226,32105-H3
Elk Mountain,35.75,-164.8334786465312,35105-G5
Elk-Silver,25.515497476731326,-105.5,33105-A5
Elkins,33.625,-104.0,33104-F1
Elsie Canyon,33.5,-168.59881390735984,33104-E8
Elwood,32.25,-106.125,32106-C2
Emery Peak,36.875,-103.75,36103-H7
Encino,34.625,-105.375,34105-F4
Encino Draw,32.625,-104.875,32104-F8
Encinoso,33.625,-105.375,33105-F4
Endee Hill,34.875,-61.0413518822638,34103-H1
Engine Mountain,32.375,-109.0,32109-D1
Engle,33.125,-88.20693485158712,33107-B1
Escabosa,34.875,-155.69952750974937,34106-H3
Escondido Mountains,22.674633766780328,-108.375,34108-B4
Escudilla Mountain,33.875,-109.0,33109-H1
Espanola,35.875,-106.0,35106-H1
Espinosa Ranch,36.75,-107.25,36107-G3
Espuela,32.875,-104.375,32104-H4
Estancia,34.75,-106.0,34106-G1
Eunice,32.375,-75.05152304629874,32103-D2
Eunice NE,32.375,-144.6747936871379,32103-D1
Eunice SE,32.25,-103.0,32103-C1
Ewing,34.625,-106.125,34106-F2
Fairview Mountain,15.90560575959022,-106.5,33106-D5
Fairview Well,33.25,-106.875,33106-C8
Fallon Ranch,34.75,-104.375,34104-G4
Farley,36.25,-104.0,36104-C1
Farmington North,36.75,-108.125,36108-G2
Farmington South,36.625,-108.125,36108-F2
Farwell,34.375,-103.0,34103-D1
Faywood Station,32.5,-108.0,32108-E1
Felt SW,23.77425281375589,-102.875,36102-E8
Fence Canyon,33.25,-162.66127073718027,33106-C7
Fence Lake,34.625,-108.625,34108-F6
Fence Lake SW,34.5,-108.625,34108-E6
Fiddler Springs,36.75,-103.5,36103-G5
Field,34.625,-103.5,34103-F5
Field Ranch,34.5,-65.12599879512219,34107-E4
Field SE,34.5,-103.5,34103-E5
Field SW,34.5,-141.57114127573766,34103-E6
Fifteenmile Lake,17.3169519739507,-106.25,33106-A3
Figure Seven Ranch,32.125,-143.1629738301103,32102-B8
Fire Rock Well,36.0,-107.625,36107-A6
Firman Canyon,20.827633735208003,-105.625,33105-A6
Fishers Peak,49.28238276523754,-104.375,37104-A4
Fitzpatricks,24.555871495477675,-108.75,31108-D7
Five Lakes Canyon NE,36.125,-107.0,36107-B1
Five Lakes Canyon NW,36.125,-52.23360576864142,36107-B2
Flagstone Mountain,35.375,-65.85761855650551,35104-D7
Fleck Draw,32.75,-106.625,32106-G6
Flora Vista,51.03591515852965,-108.0,36108-G1
Florida,32.375,-107.5,32107-D5
Florida Gap,32.125,-107.5,32107-B5
Floyd,14.559154218171448,-103.5,34103-B5
Floyd SE,34.0,-103.5,34103-A5
Flying H,33.0,-105.0,33105-A1
Flying H NE,33.125,-105.0,33105-B1
Flying H NW,33.125,-141.67638776252218,33105-B2
Flying M Ranch,22.07496810814396,-103.5,33103-E5
Flying W Mountain,31.875,-108.0,31108-H1
Folsom,36.75,-103.875,36103-G8
Forrest,34.75,-103.5,34103-G5
Fort Bayard,56.25330423663488,-108.125,32108-G2
Fort Bliss NE,25.126556955120968,-106.25,31106-H3
Fort Craig,33.625,-62.66984668115364,33107-F1
Fort Defiance,35.75,-119.46414018066126,35109-G1
Fort Ranch,33.0,-118.60658886084944,33103-A5
Fort Stanton,33.375,-105.5,33105-D5
Fort Sumner East,34.375,-104.125,34104-D2
Fort Sumner West,34.375,-104.25,34104-D3
Fort Union,35.875,-105.0,35105-H1
Fort Wingate,35.375,-108.5,35108-D5
Foster Lake,32.625,-75.61208656224255,32106-F2
Foster Ranch,32.5,-104.5,32104-E5
Foster Well,33.5,-106.5,33106-E5
Four V Ranch,42.14776366181446,-104.25,35104-D3
Fourmile Canyon,26.2050302474599,-107.375,36107-F4
Fox Creek,37.0,-93.65635882310134,37106-A2
Frankel City SW,32.25,-102.875,32102-C8
French,36.375,-104.5,36104-D5
French Mesa,56.09754313981212,-83.34660778967118,36106-C7
Fresno Canyon,36.5,-107.625,36107-E6
Frier Ranch,33.125,-140.54866332337593,33103-B5
Frijoles,35.75,-106.25,35106-G3
Fritz Canyon,33.25,-109.125,33109-C2
Fruitland,18.543466942228967,-108.375,36108-F4
Frutosa Lake,35.75,-104.625,35104-G6
Fuentes Ranch,50.79116462344682,-154.79731847627747,35103-E5
Fuller Ranch,33.375,-135.79179893578703,33106-D7
Fullerton,33.75,-108.125,33108-G2
Furnish Canyon East,37.0,-103.0,37103-A1
Furnish Canyon West,22.56095615625085,-87.43015934431976,37103-A2
Gacho Hill,22.144912081317894,-105.0,34105-D1
Gacho Hill NW,58.41312793485092,-117.31592762377424,34105-D2
Gacho Hill SE,34.25,-105.0,34105-C1
Gacho Hill SW,34.25,-105.125,34105-C2
Gage,32.125,-97.18156061075672,32108-B1
Gage NW,32.125,-108.125,32108-B2
Gage SE,32.0,-168.1566628886922,32108-A1
Gage SW,32.0,-108.125,32108-A2
Galisteo,35.375,-126.4211414729066,35105-D8
Gallegos,35.5,-103.625,35103-E6
Gallegos NE,35.625,-103.5,35103-F5
Gallegos Trading Post,36.5,-108.0,36108-E1
Gallina,36.125,-127.6820467474141,36106-B7
Gallinas Peak,34.125,-117.26093804506608,34107-B4
Gallo Mountains East,34.0,-108.5,34108-A5
Gallo Mountains West,34.0,-108.625,34108-A6
Gallo Spring Canyon,34.125,-105.375,34105-B4
Gallo Spring Canyon NE,22.42029843467278,-105.25,34105-B3
Gallup East,26.89598223747799,-108.625,35108-E6
Gallup West,35.5,-108.75,35108-E7
Gammil Well,34.125,-103.875,34103-B8
Gammil Well NE,34.125,-103.75,34103-B7
Gammil Well SE,34.0,-103.75,34103-A7
Garcia,37.0,-105.5,37105-A5
Garcia Creek,36.125,-103.5,36103-B5
Garcia Lake,34.75,-102.875,34102-G8
Garcia Peak,36.375,-152.23627655184748,36105-D2
Garden Spring Canyon,33.75,-106.25,33106-G3
Gardner Peak,32.75,-106.5,32106-G5
Garfield,32.75,-107.25,32107-G3
Garrett Ranch,34.5,-103.25,34103-E3
Garrison,51.181317434165976,-103.125,33103-G2
Garton Lake,32.75,-143.63040677756135,32106-G2
Gary,32.25,-60.068439363173866,32108-C7
Gascon,35.875,-105.375,35105-H4
Gate Canyon,35.0,-143.71290300201576,35104-A2
George Ranch,34.75,-69.28668224556635,34105-G2
Ghost Ranch,46.95506302147825,-106.375,36106-C4
Gibbons Ranch,34.625,-104.375,34104-F4
Gila Hot Springs,33.125,-108.125,33108-B2
Gillespie Mountain,31.625,-108.625,31108-F6
Gilman,35.625,-106.75,35106-F7
Gilmore Draw,32.75,-128.67235943123282,32106-G7
Gladiola,33.25,-103.125,33103-C2
Gladstone,36.25,-82.10505662107367,36103-C8
Gladstone NW,36.375,-103.875,36103-D8
Glenrio,35.125,-103.0,35103-B1
Glenwood,33.25,-108.875,33108-C8
Glorieta,35.5,-105.75,35105-E7
Goat Camp Spring,32.75,-109.0,32109-G1
Goat Canyon,36.25,-103.5,36103-C5
Goat Hill,34.875,-53.03662293439564,34108-H3
Goat Mountain,35.375,-51.33704168748431,35107-D8
Goat Ridge,32.375,-63.01336740091088,32107-D7
Goat Spring,34.25,-108.875,34108-C8
Gobernador,36.625,-78.31037600955989,36107-F3
Godfrey Peak,21.7639176410026,-105.875,33105-D8
Goetsch Lake,35.625,-104.875,35104-F8
Gold Hill,32.375,-108.5,32108-D5
Golden,57.59674595148044,-106.125,35106-C2
Golden Ranch,34.0,-122.92518758582534,34103-A1
Goldenburg Draw,47.71441548870501,-106.625,32106-F6
Golondrina Draw,33.25,-105.875,33105-C8
Golondrina Well,54.08117615763345,-105.25,33105-H3
Gomez Ranch,26.57258290497985,-65.00439423809448,36107-G4
Gonzales Mesa,36.375,-107.375,36107-D4
Good Sight Peak,32.375,-107.375,32107-D4
Good Sight Peak NE,32.375,-107.25,32107-D3
Goodson School,36.875,-103.0,36103-H1
Gould Pass,36.5,-107.5,36107-E5
Gowdy Ranch,32.25,-54.96223668538367,32105-C1
Grady,34.75,-103.25,34103-G3
Grady SW,34.75,-158.11883414684544,34103-G4
Grama Ridge,32.375,-103.5,32103-D5
Gran Quivira,22.84999085080243,-64.42255163214762,34106-C1
Grandmother Mountain East,32.25,-108.0,32108-C1
Grandmother Mountain West,32.25,-108.125,32108-C2
Granite Mountain,19.81106332749808,-107.125,34107-B2
Granjean Well,33.625,-106.625,33106-F6
Granny Mountain,33.0,-108.25,33108-A3
Grants,35.125,-107.75,35107-B7
Grants SE,35.0,-107.75,35107-A7
Granville Canyon,33.5,-105.0,33105-E1
Grapevine Draw,32.0,-104.5,32104-A5
Grassy Lookout,33.75,-107.375,33107-G4
Greasewood Canyon,24.683636954815185,-108.375,37108-A4
Great Bend,36.125,-108.5,36108-B5
Greendailey Canyon,36.75,-91.44485148835228,36103-G1
Greens Baber Well,33.625,-106.5,33106-F5
Greenwood Lake,23.321758207826825,-103.75,32103-F7
Greg Hills,32.5,-107.5,32107-E5
Grenville,36.5,-103.5,36103-E5
Grenville SW,36.5,-103.625,36103-E6
Grey Hill Spring,57.97687513168434,-108.5,36108-A5
Grouse Mountain,16.095957409970634,-108.625,33108-C6
Guadalupe,35.5,-107.125,35107-E2
Guadalupe Canyon,53.42953156393107,-109.0,31109-C1
Guadalupe Mountain,51.21052311729657,-105.625,36105-F6
Guadalupe Pass,31.25,-108.875,31108-C8
Guadalupe Peak,19.558603806922743,-104.75,31104-H7
Guadalupe Spring,31.375,-88.50150056226919,31109-D1
Guadalupita,36.125,-90.91127106826748,36105-B2
Guaje Mountain,35.875,-141.32238346584575,35106-H3
Gunsight Canyon,32.0,-104.625,32104-A6
Guy,36.75,-103.375,36103-G4
Guzmans Lookout Mountain,31.75,-107.125,31107-G2
Gym Peak,16.04098324746344,-107.5,32107-A5
Hachita,31.875,-108.25,31108-H3
Hachita Peak,31.75,-108.375,31108-G4
Hackberry Hill,32.25,-155.37092426095592,32105-C2
Hackberry Lake,15.709222916000844,-103.875,32103-F8
Hackberry Ranch,33.0,-104.5,33104-A5
Hagan,35.25,-70.11098370259134,35106-C3
Hagerman,33.0,-104.25,33104-A3
Hagerman SW,33.0,-104.375,33104-A4
Hammond Ranch,34.625,-103.375,34103-F4
Hammond Ranch SW,34.5,-103.375,34103-E4
Hampton Ranch,43.48996838559481,-103.625,35103-D6
Harben Lake,47.58845413056592,-104.375,34104-H4
Hard Ground Flats,35.625,-108.5,35108-F5
Harden Cienega,33.125,-109.0,33109-B1
Hardscrabble Mountains,33.125,-106.625,33106-B6
Harriet Ranch,33.5,-106.75,33106-E7
Harvey Ranch,32.875,-74.78356070653567,32105-H5
Hasperos Camp,33.875,-105.375,33105-H4
Hassell,34.625,-104.0,34104-F1
Hat Top Mountain,31.875,-108.125,31108-H2
Hatch,32.625,-129.11020758218226,32107-F2
Hatchet Ranch,18.60658050612248,-108.25,31108-F3
Hay Mesa,33.0,-107.875,33107-A8
Hayden,35.875,-150.17405078010182,35103-H3
Haystack Butte,33.75,-50.8977188975473,33104-G2
Haystack Mountain,49.28236212650518,-104.125,33104-F2
Headcut Reservoir,35.75,-107.0,35107-G1
Heart Rock,44.707467781289694,-108.0,35108-F1
Heart of the Sands,32.75,-106.25,32106-G3
Heart of the Sands NE,32.875,-106.25,32106-H3
Heart of the Sands NW,46.88876392116328,-106.375,32106-H4
Heart of the Sands SW,32.75,-106.375,32106-G4
Heifer Point,36.875,-108.375,36108-H4
Hembrillo Basin,43.50079455790909,-106.625,32106-H6
Hembrillo Canyon,32.875,-106.5,32106-H5
Hendricks Peak,32.875,-63.0358341550166,32107-H8
Henshaw Tank,32.875,-103.875,32103-H8
Hermanas,31.75,-59.26275627262227,31107-G8
Hermanas NW,31.875,-152.45840468542025,31107-H8
Hernandez Lake,33.875,-80.0129540870972,33104-H2
Heron Reservoir,52.9225463014776,-106.625,36106-F6
Herrera,35.125,-107.0,35107-B1
Hickman Ranch,33.625,-107.125,33107-F2
Higginbotham,58.34681094759423,-102.875,32102-H8
High Lonesome Well,35.0,-109.0,35109-A1
High Rolls,32.875,-105.75,32105-H7
Hillburn City,18.29673285843624,-103.25,33103-A3
Hillburn City SW,33.0,-103.375,33103-A4
Hillsboro,32.875,-107.5,32107-H5
Hillsboro Peak,32.875,-70.20792286086703,32107-H7
Hilo Peak,53.19649882952979,-108.5,31108-D5
Hobbs East,32.625,-103.0,32103-F1
Hobbs SE,32.5,-125.8982366513088,32103-E1
Hobbs SW,32.5,-103.125,32103-E2
Hobbs West,32.625,-103.125,32103-F2
Hobo Tank,31.875,-105.75,31105-H7
Hockett,16.470137328160792,-107.25,32107-E3
Holloman,32.75,-106.0,32106-G1
Holman,36.0,-158.42466263958926,36105-A4
Holt Mountain,33.25,-108.75,33108-C7
Holt Tank,32.625,-104.75,32104-F7
Holy Ghost Spring,35.625,-106.875,35106-F8
Hondo Reservoir,33.25,-104.625,33104-C6
Honey Boy Ranch,35.625,-105.5,35105-F5
Hope,32.75,-104.625,32104-G6
Hope NE,21.18617295506443,-104.5,32104-H5
Hope NW,32.875,-104.625,32104-H6
Hope SE,32.75,-104.5,32104-G5
Horcado Ranch,35.75,-106.0,35106-G1
Horn Canyon,36.625,-108.0,36108-F1
Horney Ranch,34.25,-104.5,34104-C5
Horse Lake,36.75,-106.75,36106-G7
Horse Mesa,36.625,-109.0,36109-F1
Horse Mountain,31.5,-108.5,31108-E5
Horse Mountain East,33.875,-79.11334943442039,33108-H1
Horse Mountain West,33.875,-108.125,33108-H2
Horse Pasture Tank,35.125,-104.75,35104-B7
Horsehead Canyon,35.0,-108.625,35108-A6
Horsehead Canyon NW,35.125,-108.625,35108-B6
Horseshoe Bend,33.25,-104.875,33104-C8
Horseshoe Bend NW,33.375,-104.875,33104-D8
Hospah,35.625,-107.625,35107-F6
Hosta Butte,35.5,-108.125,35108-E2
Hot Well,32.625,-109.125,32109-F2
Houck,35.25,-109.125,35109-C2
House,49.45745915884862,-103.875,34103-F8
House Canyon,36.625,-104.875,36104-F8
House SE,34.5,-103.75,34103-E7
Howell Ranch,14.953931219146437,-104.0,34104-A1
Hubbell Spring,26.649687286659944,-106.5,34106-H5
Hudson,35.25,-128.39916412055584,35103-C5
Hueco Tanks,31.875,-106.0,31106-H1
Huerfanito Peak,36.5,-107.75,36107-E7
Huerfano Hill,33.25,-107.25,33107-C3
Huerfano Trading Post,44.32841033355265,-107.75,36107-D7
Huerfano Trading Post NW,59.37707843729666,-107.875,36107-D8
Huerfano Trading Post SW,36.25,-107.875,36107-C8
Huff Hill,33.75,-105.125,33105-G2
Hugh Lake,36.5,-90.98234034029872,36108-E2
Humble City,32.75,-103.125,32103-G2
Humble City NE,17.485161415349157,-103.0,32103-H1
Humble City NW,32.875,-68.75044543086909,32103-H2
Humble City SE,32.75,-103.0,32103-G1
Hunter Mesa,42.36133064930225,-104.25,36104-G3
Hunter Wash,36.125,-128.6431251192264,36108-B3
Hunters Point,35.5,-109.0,35109-E1
Hurley East,32.625,-108.0,32108-F1
Hurley West,32.625,-108.125,32108-F2
Ice Caves,34.875,-108.0,34108-H1
Ice Caves SE,34.75,-108.0,34108-G1
Ignacio,37.0,-67.48571245169646,37107-A6
Illinois Camp,32.625,-104.125,32104-F2
Illinois Camp NE,32.625,-117.671668943288,32104-F1
Illinois Camp SE,32.5,-104.0,32104-E1
Ima,34.875,-104.0,34104-H1
Ima NW,34.875,-164.5035270720501,34104-H2
Ima SE,34.75,-104.0,34104-G1
Ima SW,34.75,-104.125,34104-G2
Independence Spring,31.875,-104.625,31104-H6
Indian Bathtub,35.75,-103.5,35103-G5
Indian Bluff,47.86104992792499,-104.75,33104-A7
Indian Draw,59.03619198703485,-105.375,32105-D4
Indian Flats,32.375,-57.15012584343337,32104-D1
Indian Mesa,34.25,-107.5,34107-C5
Indian Peak,53.12819937092499,-108.875,31108-G8
Indian Peaks East,33.5,-107.875,33107-E8
Indian Peaks West,33.5,-108.0,33108-E1
Indian Spring Canyon,34.25,-127.68597282751888,34107-C4
Indian Well Wilderness,33.75,-106.875,33106-G8
Ingram Lake,15.391543107418633,-160.04571267384864,36104-C2
Ink Basin,23.668058244466632,-102.875,33102-A8
Ione,35.75,-103.25,35103-G3
Iron Mountain,33.375,-107.625,33107-D6
Ironhouse Draw,32.625,-103.375,32103-F4
Ironhouse Well,53.54756977038914,-103.5,32103-F5
Isleta,49.81780800121671,-89.15555616025404,34106-H6
Jacinto Mesa,35.0,-105.375,35105-A4
Jacob Spring,33.625,-105.5,33105-F5
Jal,22.561843070409765,-103.125,32103-A2
Jal NE,32.125,-103.0,32103-B1
Jal NW,42.30228579127852,-103.125,32103-B2
Jal SE,32.0,-103.0,32103-A1
Jaralosa Mountain,33.375,-107.5,33107-D5
Jaritas Ranch,36.125,-104.375,36104-B4
Jarosa,54.37305747443229,-106.625,36106-A6
Javelina Basin,32.0,-103.25,32103-A3
Jemez Pueblo,35.5,-167.71548949566713,35106-E6
Jemez Springs,35.75,-55.56762987570458,35106-G6
Jesus Canyon,37.0,-103.375,37103-A4
Jicarilla Peak,33.75,-105.5,33105-G5
Jicarita Peak,51.444623685331486,-155.92250241801472,36105-A5
Joe Woody Well,35.5,-109.125,35109-E2
John Kerr Peak,33.75,-108.375,33108-G4
John Mills Lake,36.75,-107.0,36107-G1
Johnson Park,21.101146795094166,-104.125,36104-G2
Johnson Ranch,33.375,-103.375,33103-D4
Johnson Trading Post,35.875,-107.125,35107-H2
Jones Canyon,34.0,-118.27831265552147,34108-A8
Jones Ranch School,35.25,-51.557122212699454,35108-C8
Jordan,53.62469143452223,-103.75,34103-G7
Juan Lake,33.125,-104.625,33104-B6
Juan Largo Canyon East,33.875,-50.16619093745372,33105-H1
Juan Largo Canyon West,33.875,-50.21477687763493,33105-H2
Jug Canyon,32.625,-63.49981256421283,32107-F4
Jumbo Hill,32.375,-102.875,32102-D8
Jumping Spring,32.0,-104.25,32104-A3
Kansas Valley,36.0,-104.0,36104-A1
Kansas Valley Lake,35.875,-104.0,35104-H1
Kearn Lake,34.5,-109.125,34109-E2
Kellog Well,33.875,-107.625,33107-H6
Kenna,44.88272095408311,-103.75,33103-G7
Kenna SW,33.75,-103.875,33103-G8
Kenton,36.875,-102.875,36102-H8
Kenton SW,36.75,-102.875,36102-G8
Kerlin Hill,35.625,-103.125,35103-F2
Kermit NW,31.875,-145.36262113135115,31103-H2
Kettner Canyon,35.125,-108.25,35108-B3
Kilbourne Hole,31.875,-106.875,31106-H8
Kimbeto,36.125,-145.11688706426682,36107-B7
Kin Klizhin Ruins,36.0,-108.0,36108-A1
Kincaid Ranch,33.0,-104.625,33104-A6
King Camp,33.0,-104.0,33104-A1
King Draw,35.125,-106.0,35106-B1
Kingston,32.875,-147.34237164732852,32107-H6
Kiowa,36.625,-104.0,36104-F1
Kiowa Hill,37.0,-63.74003977573716,37105-A7
Kirtland,36.625,-108.25,36108-F3
Kirtland SE,36.5,-108.25,36108-E3
Kirtland SW,36.5,-108.375,36108-E4
Kitchen Cove,32.25,-104.25,32104-C3
Knoblaw,35.5,-81.03293135283157,35102-E8
Koehler,36.625,-58.197516884125854,36104-F5
Koger Ranch,35.875,-103.0,35103-H1
Krider,34.375,-103.75,34103-D7
Kyle Harrison Canyon,33.625,-133.65095588316302,33105-F3
Kyle Ranch,31.875,-58.1488726997726,31103-H6
L E Ranch,33.375,-104.125,33104-D2
La Chata Crater,36.0,-104.75,36104-A7
La Cinta Canyon,35.75,-104.125,35104-G2
La Cinta Mesa,35.375,-104.0,35104-D1
La Espia Peak,34.0,-104.25,34104-A3
La Gotera,35.25,-107.125,35107-C2
La Jara Peak,22.124765442473905,-83.101914504,34107-D3
La Joya,34.25,-106.75,34106-C7
La Joya NW,45.29097034467389,-106.875,34106-D8
La Liendre,35.375,-105.0,35105-D1
La Madera,36.375,-106.0,36106-D1
La Mesa,32.0,-138.54188129858818,32106-A6
La Mesita Negra,35.0,-106.875,35106-A8
La Mesita Negra SE,35.0,-152.0184666388409,35106-A7
La Paloma Canyon,32.125,-132.18979505682827,32104-B8
La Plata,36.875,-108.125,36108-H2
La Rendija,34.625,-108.125,34108-F2
La Segita Peaks,36.75,-168.2700814578184,36105-G8
La Segita Peaks NE,36.875,-105.75,36105-H7
La Silla,35.25,-104.375,35104-C4
La Union,31.875,-58.58209767782216,31106-H6
La Valley,37.0,-105.25,37105-A3
La Ventana,35.75,-106.875,35106-G8
La Vida Mission,36.0,-108.125,36108-A2
Ladron Peak,45.807400745807406,-77.31461255071636,34107-D1
Laguna,45.96331149998568,-107.375,35107-A4
Laguna Canoneros,52.631106822897344,-107.375,35107-C4
Laguna Castillo,35.625,-107.875,35107-F8
Laguna De Los Terreros,53.662397572523474,-104.75,34104-F7
Laguna Del Perro North,34.625,-105.875,34105-F8
Laguna Del Perro South,34.5,-72.40039151024413,34105-E8
Laguna Gatuna,32.5,-168.07594506393517,32103-E6
Laguna Gatuna NW,32.625,-103.625,32103-F6
Laguna Gurule,24.39384725142373,-106.875,36106-C8
Laguna Honda,34.75,-107.75,34107-G7
Laguna Huerfana,35.5,-104.75,35104-E7
Laguna La Monia,49.38016827754512,-104.875,35104-E8
Laguna Ortiz,35.25,-105.5,35105-C5
Laguna Peak,36.25,-106.625,36106-C6
Laguna Seca,35.375,-107.25,35107-D3
Lagunitas Creek,18.33827149967007,-106.25,36106-G3
Lake Armijo,34.375,-125.53909564721135,34108-D6
Lake Isabel,35.75,-105.125,35105-G2
Lake Lucero,32.625,-106.375,32106-F4
Lake Lucero NE,58.02511378903771,-106.25,32106-F3
Lake Lucero SE,32.5,-106.25,32106-E3
Lake McMillan North,32.625,-104.25,32104-F3
Lake McMillan South,32.5,-104.25,32104-E3
Lake Valley,32.625,-107.5,32107-F5
Lanark,31.875,-106.75,31106-H7
Lane Salt Lake,15.434167784794951,-103.5,33103-D5
Lang Canyon,31.25,-80.54500338656655,31108-C7
Lapis Point,36.375,-107.25,36107-D3
Largo Mesa,34.125,-108.5,34108-B5
Lariat,34.25,-84.85198679448847,34102-C8
Las Cruces,32.25,-106.75,32106-C7
Las Nutrias,36.5,-106.5,36106-E5
Las Tablas,36.5,-106.0,36106-E1
Las Vegas,35.5,-105.125,35105-E2
Las Vegas NW,35.625,-105.125,35105-F2
Las Vegas SE,35.5,-105.0,35105-E1
Latir Peak,36.75,-80.52371152427884,36105-G4
Lava,33.375,-107.0,33107-D1
Lawrence Arroyo,36.375,-104.0,36104-D1
Lazy E Ranch,43.16810669836323,-107.25,32107-C3
Lazy J Ranch,31.375,-109.125,31109-D2
Lea,32.5,-103.5,32103-E5
Leandro Canyon,57.01251576596356,-107.125,36107-F2
Leasburg,32.375,-106.875,32106-D8
Leavry Canyon,36.5,-107.0,36107-E1
Lemitar,34.125,-106.875,34106-B8
Lesbia,57.07943608345364,-103.5,35103-B5
Lewis Canyon,32.125,-87.06339297883575,32105-B2
Lewis Peak,32.625,-105.125,32105-F2
Lewis Peak NE,32.625,-105.0,32105-F1
Lewiston Lake,34.0,-155.3709048035576,34103-A6
Leyba,35.125,-135.87816279837892,35105-B5
Liberty Mesa,46.351940334620025,-103.75,35103-B7
Lilley Mountain,33.25,-158.39378755131503,33108-C4
Lincoln,33.375,-52.33546008652177,33105-D4
Linda Lake North,31.875,-105.0,31105-H1
Lindrith,36.25,-107.0,36107-C1
Lingo,33.75,-103.0,33103-G1
Lion Mountain,34.125,-107.5,34107-B5
Lion Mountain NW,15.79413962386872,-107.625,34107-B6
Lisbon,32.25,-108.5,32108-C5
Little Black Mountain,49.09787156417305,-106.75,32106-A7
Little Black Peak,33.75,-105.875,33105-G8
Little Black Peak NE,33.875,-105.75,33105-H7
Little Grande,36.625,-103.75,36103-F7
Little Pine Canyon,37.0,-154.4931848853692,37104-A7
Little San Pasqual Mountain,33.625,-106.75,33106-F7
Little Turkey Park,33.125,-108.25,33108-B3
Little Water,36.375,-108.625,36108-D6
Livingston Ridge,32.375,-103.75,32103-D7
Llaves,36.375,-106.75,36106-D7
