OBJECTID,JURIS_NAME,County_name,City_name,City_Name_Proper,RATE,START_DATE,DateStamp,DateCreated,SHAPE_Length,SHAPE_Area
683,FORT BRAGG,MENDOCINO,FORT BRAGG,Fort Bragg,0.08875,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,46778.9287621348,12715165.7969687
684,FORT JONES,SISKIYOU,FORT JONES,Fort Jones,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,14024.3038179987,2873459.67519072
685,FORTUNA,HUMBOLDT,FORTUNA,Fortuna,0.085,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,34275.280110279,23527739.2585032
686,FOSTER CITY,SAN MATEO,FOSTER CITY,Foster City,0.09375,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,52385.6172866326,80326214.7642509
687,FOUNTAIN VALLEY,ORANGE,FOUNTAIN VALLEY,Fountain Valley,0.0875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,26310.7447590875,34015935.2295883
688,FOWLER,FRESNO,FOWLER,Fowler,0.08975,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,30865.7058902321,10684029.8968042
689,FREMONT,ALAMEDA,FREMONT,Fremont,0.1025,2022/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,142554.156284799,365460631.892086
690,FRESNO,FRESNO,FRESNO,Fresno,0.0835,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,446585.489611898,474448227.573392
691,FULLERTON,ORANGE,FULLERTON,Fullerton,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,60830.5125964436,84594652.5787603
692,GALT,SACRAMENTO,GALT,Galt,0.0925,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,39583.8811913569,32893302.5528918
693,GARDEN GROVE,ORANGE,GARDEN GROVE,Garden Grove,0.0875,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,75432.3030206065,67324343.4742117
694,GARDENA,LOS ANGELES,GARDENA,Gardena,0.1025,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,24272.2379068522,22071765.4501107
695,GILROY,SANTA CLARA,GILROY,Gilroy,0.09125,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,73181.86934604,67380766.4251533
696,GLENDALE,LOS ANGELES,GLENDALE,Glendale,0.1025,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,70344.1014088675,116099664.339276
697,GLENDORA,LOS ANGELES,GLENDORA,Glendora,0.1025,2019/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,59818.0894882858,74515910.4205988
698,GOLETA,SANTA BARBARA,GOLETA,Goleta,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,46669.7270082237,30234462.3092875
699,GONZALES,MONTEREY,GONZALES,Gonzales,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,26995.504681545,7494225.59590547
700,GRAND TERRACE,SAN BERNARDINO,GRAND TERRACE,Grand Terrace,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,21843.5822514637,13351321.4818948
701,GRASS VALLEY,NEVADA,GRASS VALLEY,Grass Valley,0.085,2018/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,59353.7085097212,26924163.8900113
702,GREENFIELD,MONTEREY,GREENFIELD,Greenfield,0.095,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,30212.7490673746,11964333.0408785
703,GRIDLEY,BUTTE,GRIDLEY,Gridley,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,26432.5752433976,9941340.94504589
704,GROVER BEACH,SAN LUIS OBISPO,GROVER BEACH,Grover Beach,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,34156.2856993596,24410485.7816525
705,GUADALUPE,SANTA BARBARA,GUADALUPE,Guadalupe,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,17795.1889810616,5133036.61833239
706,GUSTINE,MERCED,GUSTINE,Gustine,0.0825,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,29207.3231522671,7396979.9443838
707,HALF MOON BAY,SAN MATEO,HALF MOON BAY,Half Moon Bay,0.09375,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,43175.0707079473,25667400.7188121
708,HANFORD,KINGS,HANFORD,Hanford,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,87190.2080340723,71957876.516526
709,HAWAIIAN GARDENS,LOS ANGELES,HAWAIIAN GARDENS,Hawaiian Gardens,0.1025,2020/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,9460.30131738315,3592209.47487963
710,HAWTHORNE,LOS ANGELES,HAWTHORNE,Hawthorne,0.1025,2018/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,40450.9941443393,22848380.0283963
711,HAYWARD,ALAMEDA,HAYWARD,Hayward,0.1075,2022/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,159566.252508038,263928326.288382
712,HEALDSBURG,SONOMA,HEALDSBURG,Healdsburg,0.09,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,41213.6769506079,18638987.8200842
713,HEMET,RIVERSIDE,HEMET,Hemet,0.0875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,87449.1104742823,109855500.605171
714,HERCULES,CONTRA COSTA,HERCULES,Hercules,0.0925,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,54014.2525505828,80130673.7885085
715,HERMOSA BEACH,LOS ANGELES,HERMOSA BEACH,Hermosa Beach,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,21554.7895203772,24281573.8779283
716,HESPERIA,SAN BERNARDINO,HESPERIA,Hesperia,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,163260.123654401,277190351.425681
717,HIDDEN HILLS,LOS ANGELES,HIDDEN HILLS,Hidden Hills,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,15762.6768115311,6398681.46936904
718,HIGHLAND,SAN BERNARDINO,HIGHLAND,Highland,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,81842.6084253482,70780901.1222565
719,HILLSBOROUGH,SAN MATEO,HILLSBOROUGH,Hillsborough,0.09375,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,33984.1499702022,25581601.0238249
720,HOLLISTER,SAN BENITO,HOLLISTER,Hollister,0.0925,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,90779.6407677406,33161384.3798419
721,HOLTVILLE,IMPERIAL,HOLTVILLE,Holtville,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,15518.7706230714,4277492.55698293
722,HUGHSON,STANISLAUS,HUGHSON,Hughson,0.07875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,17667.9998648127,7465749.17777514
723,HUNTINGTON BEACH,ORANGE,HUNTINGTON BEACH,Huntington Beach,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,91986.7921716739,235679579.603109
724,HUNTINGTON PARK,LOS ANGELES,HUNTINGTON PARK,Huntington Park,0.1025,2018/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,24403.7029355831,11403286.675171
725,HURON,FRESNO,HURON,Huron,0.08975,2014/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,17300.2656802216,6737058.06607456
726,IMPERIAL,IMPERIAL,IMPERIAL,Imperial,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,43030.9829690674,23161096.0649288
727,IMPERIAL BEACH,SAN DIEGO,IMPERIAL BEACH,Imperial Beach,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,38834.1881224428,77574083.523439
728,INDIAN WELLS,RIVERSIDE,INDIAN WELLS,Indian Wells,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,37002.110335367,54713832.8920847
729,INDIO,RIVERSIDE,INDIO,Indio,0.0875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,88230.7126147104,128490743.116764
730,INDUSTRY,LOS ANGELES,INDUSTRY,Industry,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,134928.041340222,45487895.0248907
731,INGLEWOOD,LOS ANGELES,INGLEWOOD,Inglewood,0.1,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,33227.0279986236,34347994.3784709
732,IONE,AMADOR,IONE,Ione,0.0775,2009/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,29141.5562011885,19503032.7083068
733,IRVINE,ORANGE,IRVINE,Irvine,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,95141.854572854,247392083.539041
734,IRWINDALE,LOS ANGELES,IRWINDALE,Irwindale,0.1025,2020/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,48464.2672720931,36468838.9353699
735,ISLETON,SACRAMENTO,ISLETON,Isleton,0.0875,2022/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,10250.5065704908,1958407.30513802
736,JACKSON,AMADOR,JACKSON,Jackson,0.0775,2009/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,34385.8362496904,15140502.5431432
737,JURUPA VALLEY,RIVERSIDE,JURUPA VALLEY,Jurupa Valley,0.0775,2011/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,61940.4298718931,164989060.165871
738,KERMAN,FRESNO,KERMAN,Kerman,0.08975,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,22574.9033243437,13607245.9236918
739,KING CITY,MONTEREY,KING CITY,King City,0.0875,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,31570.3267949023,16018465.9927603
740,KINGSBURG,FRESNO,KINGSBURG,Kingsburg,0.08975,2018/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,30116.6645057607,15204809.9123054
741,LA CANADA FLINTRIDGE,LOS ANGELES,LA CAÑADA FLINTRIDGE,La Cañada Flintridge,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,33986.2014136591,32825857.5738157
742,LA HABRA,ORANGE,LA HABRA,La Habra,0.0825,2009/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,27104.1503505025,28550962.4393621
743,LA HABRA HEIGHTS,LOS ANGELES,LA HABRA HEIGHTS,La Habra Heights,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,25722.5845719853,23239743.7993237
744,LA MESA,SAN DIEGO,LA MESA,La Mesa,0.085,2009/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,49741.6359573069,33183945.1256856
745,LA MIRADA,LOS ANGELES,LA MIRADA,La Mirada,0.095,2018/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,32195.7746055461,29577844.4836115
746,LA PALMA,ORANGE,LA PALMA,La Palma,0.0875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,16507.2165155347,6796554.39861378
747,LA PUENTE,LOS ANGELES,LA PUENTE,La Puente,0.1,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,31989.3026378457,13138999.0214246
748,LA QUINTA,RIVERSIDE,LA QUINTA,La Quinta,0.0875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,74298.0817940763,133853048.134962
749,LA VERNE,LOS ANGELES,LA VERNE,La Verne,0.1025,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,42566.7023336861,32259429.7087141
750,LAFAYETTE,CONTRA COSTA,LAFAYETTE,Lafayette,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,55400.778703755,63277470.5044373
751,LAGUNA BEACH,ORANGE,LAGUNA BEACH,Laguna Beach,0.0775,2009/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,70312.6594064141,112842253.216672
752,LAGUNA HILLS,ORANGE,LAGUNA HILLS,Laguna Hills,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,36523.1483097323,24876781.9645937
753,LAGUNA NIGUEL,ORANGE,LAGUNA NIGUEL,Laguna Niguel,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,44361.971620262,55243679.2197187
754,LAGUNA WOODS,ORANGE,LAGUNA WOODS,Laguna Woods,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,27894.5033806235,12378326.1870605
755,LAKE ELSINORE,RIVERSIDE,LAKE ELSINORE,Lake Elsinore,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,113872.465243748,163060261.767089
756,LAKE FOREST,ORANGE,LAKE FOREST,Lake Forest,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,39812.6518112924,62917453.8874161
757,LAKEPORT,LAKE,LAKEPORT,Lakeport,0.0875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,27465.1856216568,13401018.939383
758,LAKEWOOD,LOS ANGELES,LAKEWOOD,Lakewood,0.1025,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,45737.8744649949,35597187.2727229
759,LANCASTER,LOS ANGELES,LANCASTER,Lancaster,0.1025,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,252267.85224774,362603841.792677
760,LARKSPUR,MARIN,LARKSPUR,Larkspur,0.0925,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,30843.5529845825,13311370.7178368
761,LATHROP,SAN JOAQUIN,LATHROP,Lathrop,0.0875,2013/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,67095.2878708795,86683848.8596459
762,LAWNDALE,LOS ANGELES,LAWNDALE,Lawndale,0.1025,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,13589.3030251345,7442783.50290286
763,LEMON GROVE,SAN DIEGO,LEMON GROVE,Lemon Grove,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,23570.3560651179,14361461.929347
764,LEMOORE,KINGS,LEMOORE,Lemoore,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,40869.2472405167,38925650.0067004
765,LINCOLN,PLACER,LINCOLN,Lincoln,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,65465.949978224,101593332.187334
766,LINDSAY,TULARE,LINDSAY,Lindsay,0.0875,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,24491.6163954983,10821319.3836719
767,LIVE OAK,SUTTER,LIVE OAK,Live Oak,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,27348.3547770531,13472203.4738019
768,LIVERMORE,ALAMEDA,LIVERMORE,Livermore,0.1025,2022/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,105370.821494536,110338029.090544
769,LIVINGSTON,MERCED,LIVINGSTON,Livingston,0.0775,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,28543.0109223009,15185184.7317816
770,LODI,SAN JOAQUIN,LODI,Lodi,0.0825,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,63326.215342764,58687330.8208842
771,LOMA LINDA,SAN BERNARDINO,LOMA LINDA,Loma Linda,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,29110.8713653018,33003391.2080368
772,LOMITA,LOS ANGELES,LOMITA,Lomita,0.1025,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,16512.2550464093,7215009.04642549
773,LOMPOC,SANTA BARBARA,LOMPOC,Lompoc,0.0875,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,48713.9231707585,44899343.3532852
774,LONG BEACH,LOS ANGELES,LONG BEACH,Long Beach,0.1025,2023/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,125731.919226155,302185511.453726
775,LOOMIS,PLACER,LOOMIS,Loomis,0.075,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,37187.1488738729,31363962.7554138
776,LOS ALAMITOS,ORANGE,LOS ALAMITOS,Los Alamitos,0.0925,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,25656.8394352381,15400463.6377045
777,LOS ALTOS,SANTA CLARA,LOS ALTOS,Los Altos,0.09125,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,42746.1502314036,26807130.0041136
778,LOS ALTOS HILLS,SANTA CLARA,LOS ALTOS HILLS,Los Altos Hills,0.09125,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,44256.4911171142,37227910.4097422
779,LOS ANGELES,LOS ANGELES,LOS ANGELES,Los Angeles,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,631005.399922755,1983347128.92862
780,LOS BANOS,MERCED,LOS BANOS,Los Banos,0.0875,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,57222.7822756072,43297556.6631583
781,LOS GATOS,SANTA CLARA,LOS GATOS,Los Gatos,0.0925,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,93591.4114892221,47699013.8741115
782,LOYALTON,SIERRA,LOYALTON,Loyalton,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,5251.28276238446,1489332.98304115
783,LYNWOOD,LOS ANGELES,LYNWOOD,Lynwood,0.1025,2017/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,26554.0013224551,18294358.1721594
784,MADERA,MADERA,MADERA,Madera,0.0825,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,76399.8718394497,79833175.633179
785,MALIBU,LOS ANGELES,MALIBU,Malibu,0.1,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,106989.190682204,375566247.870512
786,MAMMOTH LAKES,MONO,MAMMOTH LAKES,Mammoth Lakes,0.0775,2008/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,58063.2006241882,104100846.396452
787,MANHATTAN BEACH,LOS ANGELES,MANHATTAN BEACH,Manhattan Beach,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,32632.4405887717,44033073.4871883
788,MANTECA,SAN JOAQUIN,MANTECA,Manteca,0.0825,2007/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,87422.3779336931,89169067.3891216
789,MARICOPA,KERN,MARICOPA,Maricopa,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,18475.6067881178,5975737.29132657
790,MARINA,MONTEREY,MARINA,Marina,0.0925,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,39062.4790657785,38583030.19227
791,MARTINEZ,CONTRA COSTA,MARTINEZ,Martinez,0.0975,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,74809.2918902281,57410878.5491421
792,MARYSVILLE,YUBA,MARYSVILLE,Marysville,0.0825,2016/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,26995.4888818451,15702402.1218376
793,MAYWOOD,LOS ANGELES,MAYWOOD,Maywood,0.095,2017/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,11065.7961053893,4438554.16197237
794,MCFARLAND,KERN,MCFARLAND,McFarland,0.0825,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,37686.7909904312,24986476.3278563
795,MENDOTA,FRESNO,MENDOTA,Mendota,0.09225,2023/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,34555.594872854,13475055.6547512
796,MENIFEE,RIVERSIDE,MENIFEE,Menifee,0.0875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,83343.3392747118,174657449.96478
797,MENLO PARK,SAN MATEO,MENLO PARK,Menlo Park,0.09375,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,82511.598781504,72797077.9482339
798,MERCED,MERCED,MERCED,Merced,0.0825,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,133704.332091422,95882420.3547874
799,MILL VALLEY,MARIN,MILL VALLEY,Mill Valley,0.0825,2022/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,32975.1927446745,20292322.7031322
800,MILLBRAE,SAN MATEO,MILLBRAE,Millbrae,0.09375,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,20400.9188038862,13527936.620849
801,MILPITAS,SANTA CLARA,MILPITAS,Milpitas,0.09375,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,60848.8969985998,55689437.0036124
802,MISSION VIEJO,ORANGE,MISSION VIEJO,Mission Viejo,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,47216.122509726,67403712.7016139
803,MODESTO,STANISLAUS,MODESTO,Modesto,0.08875,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,200970.972112165,186738059.167212
804,MONROVIA,LOS ANGELES,MONROVIA,Monrovia,0.1025,2020/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,53138.8338952434,52129397.7814631
805,MONTAGUE,SISKIYOU,MONTAGUE,Montague,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,16686.9997885483,8089220.33860103
806,MONTCLAIR,SAN BERNARDINO,MONTCLAIR,Montclair,0.09,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,23083.730137225,21021984.7829692
807,MONTE SERENO,SANTA CLARA,MONTE SERENO,Monte Sereno,0.09125,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,25554.0119277788,6645515.29804181
808,MONTEBELLO,LOS ANGELES,MONTEBELLO,Montebello,0.1025,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,36554.9842125859,31602658.0000131
809,MONTEREY,MONTEREY,MONTEREY,Monterey,0.0925,2020/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,70057.9412692998,48442593.6066913
810,MONTEREY PARK,LOS ANGELES,MONTEREY PARK,Monterey Park,0.1025,2023/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,29326.944588777,29283224.6719275
811,MOORPARK,VENTURA,MOORPARK,Moorpark,0.0725,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,42232.5402742364,47443655.9541373
812,MORAGA,CONTRA COSTA,MORAGA,Moraga,0.0975,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,39302.4246188174,39423773.5907728
813,MORENO VALLEY,RIVERSIDE,MORENO VALLEY,Moreno Valley,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,94349.1844846143,194350067.409714
814,MORGAN HILL,SANTA CLARA,MORGAN HILL,Morgan Hill,0.09125,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,107865.196354133,52684202.4173853
815,MORRO BAY,SAN LUIS OBISPO,MORRO BAY,Morro Bay,0.0875,2021/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,43706.2223057045,39898165.759481
816,MOUNT SHASTA,SISKIYOU,MOUNT SHASTA,Mount Shasta,0.075,2011/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,35894.236993281,16632746.5452817
817,MOUNTAIN VIEW,SANTA CLARA,MOUNTAIN VIEW,Mountain View,0.09125,2021/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,61063.4329859889,50161133.7254194
818,MURRIETA,RIVERSIDE,MURRIETA,Murrieta,0.0875,2019/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,70854.2308466492,132579762.779113
819,NAPA,NAPA,NAPA,Napa,0.0775,2018/07/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,129529.563947792,77249335.334975
820,NATIONAL CITY,SAN DIEGO,NATIONAL CITY,National City,0.0875,2006/10/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,65496.5032190463,34048007.5109442
821,NEEDLES,SAN BERNARDINO,NEEDLES,Needles,0.0775,2005/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,65601.4748871887,120091688.875921
822,NEVADA CITY,NEVADA,NEVADA CITY,Nevada City,0.08375,2022/01/01 08:00:00+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,26575.3481620204,10463181.1413177
823,NEWARK,ALAMEDA,NEWARK,Newark,0.1075,2022/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,38383.1810593,57937430.2405233
824,NEWMAN,STANISLAUS,NEWMAN,Newman,0.07875,2017/04/01 06:59:59+00,2023/07/01 06:59:59+00,2023/05/12 06:59:59+00,23323.0055845487,9153128.57366762
