yearvalue,statevalue,county,hai,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,infectionsreported,infectionspredicted(double precision),patientdays(long)
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Long-Term Acute Care Hospital,Critical Access,8,2.15,13981
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Long-Term Acute Care Hospital,"Community, 125-250 Beds",0,1.5,10168
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039.0,"Kaiser Foundation Hospital, Oakland/Richmond",Long-Term Acute Care Hospital,Critical Access,5,1.34,8802
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000035.0,Sutter Coast Hospital,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,0,0.34,8608
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000040.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,Free-Standing Rehabilitation,10,6.14,74985
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000027.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,Major Teaching,2,2.84,37571
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000038.0,"John Muir Medical Center, Walnut Creek Campus, Rehabilitation Unit",Acute Care Hospital,Rehabilitation Unit,2,0.9,22172
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,Enloe Rehabilitation Center,Actue Care Hospital,"Community, 125-250 Beds",0,0.39,9270
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Rehabilitation Hospital or Unit,Major Teaching,0,0.27,14001
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047.0,Eden Medical Center,Acute Carwe Hospital,"Community, 125-250 Beds",1,1.65,21825
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085.0,"Kaiser Foundation Hospital, Antioch",Acute Care Hospital,Critical Access,0,0.26,6436
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000035.0,Providence Redwood Memorial Hospital,Acute Care Hospital,Free-Standing Rehabilitation,0,0.51,20658
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000092.0,"Sutter Coast Hospital, Rehabilitation Unit",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,0.43,12963
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Acute Care Hospital,Free-Standing Rehabilitation,5,4.73,43441
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095.0,"Kaiser Foundation Hospital, Oakland/Richmond",Rehabilitation Hospital or Unit,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,0,0.07,3451
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001709.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,0,0.69,26382
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096.0,UCSF Benioff Children's Hospital Oakland,Acutke Care Hospital,"Community, >250 Beds",4,2.15,32806
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096.0,Washington Hospital,Rehabilitation Hospital or Unit,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,0,0.08,4068
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000027.0,Eden Medical Center,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,1,1.04,19221
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000107.0,"Kaiser Foundation Hospital, Oakland/Richmond",Long-Term Acute Care Hospital,"Community, >250 Beds",0,0.5,4031
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000108.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,0.2,8780
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111.0,Alameda Hospital,Acute Care Hospital,Critical Access,1,1.79,25852
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111.0,Alameda Hospital,Rehabilitation Hospital or Unit,Pediatric,0,0.06,2901
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000112.0,UCSF Benioff Children's Hospital Oakland,Acute Care Hosptial,"Community, <125 Beds",0,0.12,3596
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000105.0,Providence Redwood Memorial Hospital,Acute Care Hsopital,"Community, 125-250 Beds",2,0.64,12563
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000052.0,Alameda Hospital,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,0,0.94,17082
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099.0,"Kaiser Foundation Hospital, Antioch",Acute mCare Hospital,"Community, >250 Beds",0,1.41,38002
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099.0,Enloe Rehabilitation Center,Rehabilitation Hospital or Unit,"Community, <125 Beds",0,0.03,1395
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000133.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Acute Care Hospital,Critical Access,0,0.22,4654
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077.0,Eden Medical Center,Acute Care Hospital,Critical Access,0,0.63,15852
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077.0,San Ramon Regional Medical Center,Rehabilitation Hospital or Unit,Critical Access,0,0.06,3024
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000123.0,Eden Medical Center,Acute Care Hospital,Major Teaching,2,3.28,44987
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091.0,St Rose Hospital,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,1,1.1,24568
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066.0,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,6,1.59,36388
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066.0,St Rose Hospital,Rehabilitation Hospital or Unit,"Community, <125 Beds",0,0.04,1923
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Acute Care Hospital,"Community, >250 Beds",0,0.29,8852
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157.0,Enloe Rehabilitation Center,Rehabilitation Hospital or Unit,Major Teaching,0,0.04,2184
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,AcuteC are Hospital,"Community, >250 Beds",0,1.77,36592
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000100.0,Alameda Hospital,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,1,0.75,26816
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101.0,Alta Bates Summit Medical Center,Acute Care Hospital,"Community, >250 Beds",0,1.35,37554
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101.0,"John Muir Medical Center, Walnut Creek Campus",Rehabilitation Hospital or Unit,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,0,0.02,1171
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000162.0,"John Muir Medical Center, Walnut Creek Campus, Rehabilitation Unit",Acute Care Hospital,Major Teaching,2,6.46,69301
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000125.0,San Ramon Regional Medical Center,Acute Care Hospital,Critical Access,0,0.21,7317
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000041.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,Free-Standing Rehabilitation,0,1.15,18088
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000049.0,Alameda Hospital,Acute Care Hospital,Major Teaching,3,1.8,34972
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064.0,St Rose Hospital,Acute Care Hospital,Rehabilitation Unit,0,0.07,1907
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000128.0,Sutter Coast Hospital,Acute Care Hospital,"Community, >250 Beds",5,3.16,49251
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103.0,"Kaiser Foundation Hospital, Antioch",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,1,2.4,30493
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103.0,St Rose Hospital,Rehabilitation Hospital or Unit,Major Teaching,0,0.04,2120
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000127.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,Critical Access,2,2.02,45918
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000163.0,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Major Teaching,0,0.63,6140
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000187.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Acute Care Hospital,Critical Access,1,0.47,10205
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129.0,"Kaiser Foundation Hospital, Antioch",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,5,1.62,30485
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129.0,Providence Redwood Memorial Hospital,Rehabilitation Hospital or Unit,"Community, 125-250 Beds",0,0.03,1625
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000188.0,Enloe Rehabilitation Center,Acute Care Hospital,Rehabilitation Unit,0,0.01,586
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000028.0,Enloe Rehabilitation Center,Acute Care Hospital,Rehabilitation Unit,0,1.05,22071
2020H1,California,Madera,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000111.0,"Kaiser Foundation Hospital, Walnut Creek",Aucte Care Hospital,"Community, <125 Beds",0,0.27,7225
2020H1,California,Madera,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000129.0,Alameda Hospital,Acute Care Hospital,Free-Standing Rehabilitation,0,1.2,32029
2020H1,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000944.0,Alta Bates Summit Medical Center,Acut eCare Hospital,"Community, <125 Beds",0,0.35,9175
2020H1,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000946.0,"Kaiser Foundation Hospital, Oakland/Richmond",Long-Term Acute Care Hospital,"Community, <125 Beds",0,3.77,8410
2020H1,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000953.0,Sutter Coast Hospital,Acute Care Hospital,Critical Access,2,0.66,15774
2020H1,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000982.0,"Sutter Coast Hospital, Rehabilitation Unit",Acute Care oHspital,"Community, <125 Beds",1,0.09,3035
2020H1,California,Mariposa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000105.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Critical Access Hospital,Major Teaching,0,0.04,1942
2020H1,California,Mendocino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000023.0,Enloe Rehabilitation Center,Critical Access Hospital,"Community, 125-250 Beds",0,0.04,2109
2020H1,California,Merced,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000110.0,Alameda Hospital,Acute Care Hospital,Free-Standing Rehabilitation,0,0.06,2857
2020H1,California,Merced,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000113.0,Eden Medical Center,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,1,0.64,20562
2020H1,California,Modoc,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000011.0,Alta Bates Summit Medical Center,Critical Access Hospital,Critical Access,0,0.01,575
2020H1,California,Mono,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000005.0,Alameda Hospital,Critical Access Hospital,Critical Access,0,0.02,868
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000137.0,"John Muir Medical Center, Walnut Creek Campus",Acute Cre Hospital,"Community, >250 Beds",0,1.08,26381
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000137.0,"Kaiser Foundation Hospital, Walnut Creek",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1653
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000141.0,UCSF Benioff Children's Hospital Oakland,cute Care Hospital,"Community, <125 Beds",0,0.02,943
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000145.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Acute Care Hospital,Major Teaching,0,0.58,15346
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000145.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4188
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000147.0,St Rose Hospital,Acute Care Hosipital,"Community, >250 Beds",0,0.82,20728
2020H1,California,Napa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041.0,"Kaiser Foundation Hospital, Antioch",Acute Care Hospital,"Community, 125-250 Beds",0,0.45,13306
2020H1,California,Napa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041.0,"John Muir Medical Center, Walnut Creek Campus",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1489
2020H1,California,Nevada,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262.0,San Ramon Regional Medical Center,Acute Care Hsopital,"Community, <125 Beds",0,0.29,8031
2020H1,California,Nevada,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265.0,Tahoe Forest Hospital,Critical Access Hospital,Critical Access,0,0.07,3331
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000002.0,AHMC Anaheim Regional Medical Center,Acute Care Hospiktal,"Community, 125-250 Beds",0,0.9,17274
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000074.0,Anaheim Global Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.27,7155
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000006.0,Chapman Global Medical Center,Acute are Hospital,"Community, <125 Beds",1,0.15,3245
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000007.0,Children's Hospital of Orange County,Acute Care Hospital,Pediatric,0,1.28,33291
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000008.0,College Hospital Costa Mesa,Acuet Care Hospital,"Community, 125-250 Beds",0,0.49,21087
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001097.0,Encompass Health Rehabilitation Hospital of Tustin,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.11,6005
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000013.0,Foothill Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.2,5671
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000011.0,Fountain Valley Regional Hospital and Medical Center,Acute Care Hovspital,"Community, >250 Beds",2,2.39,38844
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000058.0,Garden Grove Hospital and Medical Center,Acute CareH ospital,"Community, 125-250 Beds",0,0.41,9428
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001674.0,"Healthbridge Children's Hospital, Orange",Acute Care Hospital,Pediatric,0,0.01,583
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001022.0,Hoag Hospital Irvine,Acute Cabre Hospital,"Community, <125 Beds",0,0.38,8681
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000014.0,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,"Community, >250 Beds",1,2.7,54351
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000014.0,"Hoag Memorial Hospital Presbyterian, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3019
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891.0,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",0,0.04,2501
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000015.0,Huntington Beach Hospital,Acute are Hospital,"Community, <125 Beds",2,0.15,5030
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013929.0,"Kaiser Foundation Hospital, Orange County, Anaheim",Acute Care Hospital,Major Teaching,2,1.35,29296
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745.0,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,2,0.84,20757
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001360.0,"Kindred Hospital, Brea",Long-Term Acute Care Hospital,Long-Term Acute Care,2,1.03,7055
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607.0,"Kindred Hospital, Santa Ana",Long-Term Acute Care Hospital,Long-Term Acute Care,1,0.93,6660
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000017.0,"Kindred Hospital, Westminster",Long-Term Acute Care Hospital,Long-Term Acute Care,5,2.17,15236
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000024.0,La Palma Intercommunity Hospital,Acutoe Care Hospital,"Community, 125-250 Beds",0,0.13,4533
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000025.0,Los Alamitos Medical Center,Acute Care Hsopital,"Community, 125-250 Beds",1,1.31,20878
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000208.0,MemorialCare Orange Coast Medical Center,AcuteC are Hospital,"Community, 125-250 Beds",2,0.62,21958
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000063.0,MemorialCare Saddleback Medical Center,Acutew Care Hospital,"Community, 125-250 Beds",0,0.79,19916
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000073.0,Orange County Global Medical Center,Acute Care Hospial,"Community, >250 Beds",1,1.75,18579
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000062.0,Placentia Linda Hospital,Acut Care Hospital,"Community, <125 Beds",0,0.49,7640
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000060.0,Providence Mission Hospital,Acut eCare Hospital,"Community, >250 Beds",0,1.7,31153
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001207.0,Children's Hospital at Mission,Acute Care Hospital,Pediatric,0,0.1,4250
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000066.0,Providence Mission Hospital - Laguna Beach,Acute CareH ospital,"Community, <125 Beds",0,0.11,5176
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000060.0,"Providence Mission Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2515
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000067.0,"Providence St. Joseph Hospital, Orange",Acute Care Hosptal,"Community, >250 Beds",2,1.45,36479
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000068.0,Providence St. Jude Medical Center,Acute Care Hospqital,"Community, >250 Beds",0,2.97,34953
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000068.0,"Providence St. Jude Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2840
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000021.0,South Coast Global Medical Center,Aucte Care Hospital,"Community, 125-250 Beds",0,0.25,6325
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,4,5.79,53200
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000071.0,"University of California Irvine Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1568
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000016.0,West Anaheim Medical Center,Acue Care Hospital,"Community, <125 Beds",7,0.92,12158
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001370.0,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,1,2.74,53487
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000109.0,Sutter Auburn Faith Hospital,Aucte Care Hospital,"Community, <125 Beds",0,0.24,6054
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000134.0,Sutter Roseville Medical Center,Acute Care Hspital,"Community, >250 Beds",0,1.8,41850
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000134.0,"Sutter Roseville Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6529
2020H1,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000004.0,"Eastern Plumas Hospital, Portola Campus",Critical Access Hospital,Critical Access,0,0.01,468
2020H1,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000015.0,Plumas District Hospital,Critical Access Hospital,Critical Access,0,0.02,763
2020H1,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000017.0,Seneca District Hospital,Critical Access Hospital,Critical Access,0,0.0,215
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006.0,Corona Regional Medical Center,cAute Care Hospital,"Community, 125-250 Beds",1,0.77,15948
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008.0,Desert Regional Medical Center,Acute Care Hospital,Major Teaching,2,4.48,41162
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008.0,"Desert Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,721
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044.0,Doctors Hospital of Riverside,Acute Care Hosital,"Community, 125-250 Beds",0,0.69,17186
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011.0,Eisenhower Medical Center,Acute Care Hospital,Major Teaching,2,1.9,33219
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630019237.0,Encompass Health Rehabilitation Hospital of Murrieta,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.02,1102
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012.0,Hemet Global Medical Center,Acute Care Hospital,Major Teaching,2,0.13,3217
