X,Y,OBJECTID,MAP,MAP_NUMBER,SITE_NAME,PUBLIC_PRI,BOATING_MA,CAMPING,FIELD_SPOR,COURT_SPOR,GOLF,SWIMMING,TRAIL,PICNIC_PLA,SKIING,FIPS_CODE,DATE_,ALT_NAME,S_ADDRESS,S_TOWN,S_PHONE,CONTACT,ORGANIZ,CO_ADDRESS,CO_TOWN,CO_STATE,CO_ZIP,CO_PHONE,CO_FAX,OPERATOR,A_ARCHTARG,B_BASESOFT,C_BICYCL,D_BOATMTR,E_BOATNMTR,F_CAMP,G_FISH,H_FTSOCLAC,I_GOLF,J_HIKING,K_HISTIMP,L_HORSRID,M_HUNT,N_ICESKAT,O_INSKAT,P_MTRCYL,Q_MTBIKE,R_NATATTR,S_NATOBSER,T_ORGEVENT,U_PICNIC,V_SKIDOWN,W_SKICROSS,X_SKINSCUB,Y_SLIDE,Z_SNOWMOB,AA_SNOWSHO,AB_SWIMPOO,AC_SWIMLAK,AD_SWIMRIV,AE_TENNIS,AF_VOLLEY,AG_WALKJOG,AH_O1_YN,AH_OTHR1,AI_O2_YN,AI_OTHR2,ENTERPRISE,ENT_OTHR,ACREAGE,N_PARKSUM,N_PARKWIN,Q_WATACC,WATER_NM,Q_AMUSE,Q_NATRCENT,N_CARLAUND,N_PAVERAMP,N_GRAVRAMP,N_BOATSLIP,N_MOORING,N_DRYDOCK,Q_TRANSIEN,Q_PUMPING,Q_BOATRENT,N_TENTS,N_SHELTER,N_WINCABIN,N_VEHICLE,Q_SEWERAGE,N_ELECTRY,N_WATER,N_BOTH,Q_GROUP,Q_PRIM,Q_WINCAMP,TOTALFLDS,Q_BASEB,Q_SOFTB,Q_LITLEA,Q_SOCCR,Q_FOOTB,OTHFLD,TOTALCRTS,Q_TENNIS,Q_BASKET,Q_VOLLEY,OTHCRTS,Q_PICNIC,Q_PICSHEL,PLYGND,N_REGHOLES,N_PAR3HOLE,Q_DRIVING,Q_MINATURE,F_BEACH,N_OUTPOOLS,SKITYPE,N_DOWNHILL,N_LIFTS,Q_SNOWMAKE,N_XCSKI,M_TRLTOTAL,Q_HIKING,Q_BIKING,MOUNTBIK,Q_ATV,Q_SNOWMOBL,Q_XSKI,Q_HORSEBK,CNTYCODE,NAME
504205.22,166023.130000001,594,0,126J,SOCCER FIELD,1, , ,Y, , , , , , ,17020, , , , , ,JUDY REED,RECREATION /A.D,BOX 174 RT 110,"CHELSEA, VT 05038",VT,05038,802-685-4551,802685-3310,7, ,H, , , , , ,H, , , , , , , , , , , , , , , , , ,H, , , , , , ,H, , , , ,11, ,5,35,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,1,Y,Y, ,Y, , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
491590.25,160335.699999999,595,0,125C,LAKE CHAMPAYNE CAMPGROUND,2, ,Y, , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,20,0,0,116, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
491690.22,159992.880000001,596,0,125D,VTC,2, , , , , , , , , ,17045, , , , , ,VICKY GOODRICH, ,RANDOLPH CENTER,RANDOLPH,VT,05060,728-1000, ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
491480.72,159688.130000001,597,0,125F,RANDOLPH CENTER SCHOOL,1, , , , , , , , , ,17045, , , , , ,STEPHAN METCALF,RANDOLPH SCHOOL DISTRICT,28 NORTH MAIN STREET,"RANDOLPH, VT 05060",VT,05060,802-728-9555,802-728-6709,7, , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , ,15, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
495801.13,159073.689999999,598,0,125E,EAST RANDOLPH SCHOOL,1, , , , , , , , , ,17045, , , , , ,STEPHAN METCALF, ,P.O. BOX 250,RANDOLPH,VT,05060,728-3270, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
497071.16,163448.48,599,0,125B,RANDOLPH TOWN FOREST A,1, , , , , , ,Y, , ,17045, , , , , ,JENNY LANE,RANDOLPH REC. DEPT,P.O. DRAWER B,"RANDOLPH, VT 05060",VT,05060,728-9403, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0,Y, ,Y, , ,Y, ,17,ORANGE
497997.06,165275.970000001,600,0,125A,BROOKFIELD TOWN FOREST,1, , , , , , , , , ,17015, , , , , ,JOHN SPRAGUE, ,RR1 BOX 235,BROOKFIELD,VT,05036,276-3453, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
487169.63,158998.970000001,601,0,124D,RANDOLPH HIGH SCHOOL,1, , ,Y, , , , , , ,17045, , , , , ,ALBERT MILLER, ,P.O. BOX 250,"RANDOLPH, VT 05060",VT,05060,728-3397, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98,SCHOOL,0,300,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0,Y,Y, ,Y, , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
488195.81,157831.33,602,0,124A,THREE STALION INN,2, , , ,Y,Y,Y,Y, ,Y,17045, , , , ,800-424-5575,AL GILBEL,THREE STALLION INN,"RFD 2, STOCK FARM ROAD","RANDOLPH, VT 05060",VT,05060,728-5575,728-4036,10, , ,X, , , ,X, ,X,X, , , , , , ,X, , , , , ,X, , ,X,X,X, , ,X,X,X, , , , ,12, ,1300,75,75, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,2,Y, ,Y, , , , ,18,0,Y, ,0,1,2,0,0, ,0,40,Y, ,Y, ,Y,Y, ,17,ORANGE
487331.44,158068.890000001,603,0,124B,MONTAGUE GOLF COURSE,2, , , , ,Y, , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,18,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
486603.53,158468.199999999,604,0,124G,VILLAGE SKATING RINK,1, , , , , , , , , ,17045, , , , , ,JENNY LANE, ,P.O. DRAWER B,RANDOLPH,VT,05060,728-5682,728-5818,4, , , , , , , ,X, , , , , ,X, , , , , , , , , , , , , , , , , , , , ,HOCKEY, ,FIGURE SKATING,10, ,0,0,15, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
486664.19,158316.560000001,605,0,124F,RANDOLPH VILLAGE ELEMENTARY,1, , , , , , , , , ,17045, , , , , ,STEPHAN METCALF, ,P.O. BOX 250,"RANDOLPH, VT 05060",VT,05060,728-3270, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
486224.41,158407.550000001,606,0,124E,RANDOLPH RECREATION FIELD / PARK,1, , ,Y,Y, ,Y,Y,Y, ,17045, , , , , ,JENNY LANE,RECREATION AND PARKS DEPT.,P.O. DRAWER B,RANDOLPH,VT,05060,728-5682,728-5818,4, ,H,H, ,H, ,H,H, , , , , , , , , ,H, ,H,H, , , , , , ,H, , ,H,H,X, ,BASKETBALL, , ,98,MUNICIPAL PARK AREA,16,50,20, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,2, ,Y,Y, , , ,0,Y,Y,Y, ,Y,Y,Y,0,0, , ,0,1,0,0,0, ,0,0,Y, ,Y, , , , ,17,ORANGE
487205.09,156193.550000001,607,0,124H,BALLFIELD (NEAR CENTRAL SUPPLY),1, , , , , , , , , ,17045, , , , , ,MITCH HARRNESS, ,49 CENTRAL STREET,RANDOLPH,VT,05060,728-9531, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
484212.63,156552.390000001,608,0,124C,RANDOLPH TOWN FOREST 1,1, , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
493098.5,173314.939999999,609,0,113D,BIRCH MEADOW RIDING STABLE,2, , , , , , , , , ,17015, , , , , ,MATHEW CUMERFORD, ,EAST ST,BROOKFIELD,VT,05036,276-3156, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
491730.97,171360.779999999,610,0,113B,GREEN TRAILS CROSS COUNTRY SKI CTR.,2, , , , , , ,Y, ,Y,17015, , , , , ,MARK ERWIN, ,P.O. BOX 495,"BROOKFIELD, VT 05036",VT,05036,802-276-3412, ,10, , , , , , , , , , , , , , , , , , ,X, , , ,X, , , , , , , , , , , , , , ,9, ,0,0,40, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,2,0,0, ,30,22, , , , , ,Y, ,17,ORANGE
491659.0,171377.92,611,0,113F,PUBLIC BEACH,1, , , , , ,Y, , , ,17015, , , , , ,TOWN CLERK, ,"PO BOX 463, RALPH ROAD",BROOKFIELD,VT,05036,276-3352, ,4, , , , ,X, , , , , , , , ,X, , , , , , , , , , , , , , ,X, , , , , , , , ,3, ,0.2,0,0,Y,SUNSET LAKE, , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,75,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
491456.84,168505.640000001,612,0,113G,PUBLIC SCHOOL,1, , ,Y, , , , ,Y, ,17015, , , , , ,WILLIAM POLLOCK,BROOKFIELD ELEMENTARY SCHOOL,RIDGE ROAD,"BROOKFIELD, VT",VT,05036,276-3153,276-3188,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,0,60,35, , ,Y, ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, ,Y,Y, , , ,0, , , , ,Y,Y,Y,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
492938.34,175309.810000001,613,0,113E,ROOD POND AA,1, , , , , , , , , ,17015, , , , , ,FW, , ,BROOKFIELD,VT,05036, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
494769.75,174765.67,614,0,113A,AINSWORTH SP,1, , , , , , ,Y, , ,17015, , , , , , ,FPR-BARRE, , , , , , ,1, , , , , , , , , ,X,X, ,X, , , , , ,X, , , ,X, , ,X,X, , , , , ,X, , , , ,13, ,880,15,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,2.75,Y, , , ,Y, , ,17,ORANGE
489206.38,174403.48,615,0,112C,BAKER POND SITE,1,Y, , , , , , , , , , , , , , , ,FW-ROXBURY, , , , , , ,1, , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,55.8,10,0,Y,BAKER POND, , ,0,0,1,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
489209.25,172066.890000001,616,0,112A,ALLIS STATE PARK 1,1, ,Y, , , , ,Y,Y, , , , ,RFD2 BOX 192,"RANDOLPH, VT 05060",802-276-3175,"STATE OF VERMONT, FPR", ,103 SOUTH MAIN STREET,WATERBURY,ST,05671,241-3655,244-1481,1, , ,X, , ,H, , , ,X, , , , , , , ,X, , ,H, , , , , , , , , , , ,X, , , , ,14, ,487,0,0, , , , ,0,0,0,0,0,0, , , ,20,9,0,20,Y,0,0,0,Y, , ,0, , , , , , ,0, , , , ,Y,Y,Y,0,0, , ,0,0,0,0,0, ,0,1,Y, , , , , , ,17,ORANGE
488164.66,170765.810000001,617,0,112B,ALLIS STATE PARK 2,1, , , , , , , , , , , , ,RFD2 BOX 192,"RANDOLPH, VT 05060",802-276-3175,"STATE OF VERMONT, FPR", ,103 SOUTH MAIN STREET,WATERBURY,ST,05671,241-3655,244-1481,1, , ,X, , ,H, , , ,X, , , , , , , ,X, , ,H, , , , , , , , , , , ,X, , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
471602.28,173622.84,618,17001,111D,AUSTIN HOLLOW BRK EASMENT,1, , , , , , , , , ,1035,12/10/96, , , , ,TOWN CLERK, ,PO BOX 66,"GRANVILLE, VT 05747",VT,05747,767-4403, ,4, , , , , , , , , ,X, , ,X, , , , , , , , , ,X, , , , , , , , , , , , , , ,98, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,23,WASHINGTON
471906.59,168678.59,619,17002,111C,GRANVILLE GULF RESERVATION,1, ,Y, , , , ,Y, , ,23085, , , , , , ,FPR-PITTSFORD, , , , , , ,1, , , , , , ,X, , ,H, , ,X, , , , ,X,X, , , , , , , , , , , , , , , , , , ,13,16,171,10,10,Y,ALDER MEADOW BROOK, , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, ,Y, ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0.1,Y, , , , , , ,1,ADDISON
477458.5,176086.66,620,17003,111E,ROXBURY STATE FOREST,1, ,Y, , , , ,Y, , ,23085, , , , , , ,FPR-BARRE, , , , , , ,1, , , , , ,X,X, , ,X, ,X,X, , , , , ,X, , , ,X, , ,X,X, , , , , ,X, , , , ,13, ,5509.56,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, ,Y, ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,4,Y, , , ,Y,Y,Y,23,WASHINGTON
472427.19,163195.810000001,621,17004,123L,GRANVILLE SCHOOL,1, , , , , , ,Y,Y,Y,1035, , , , , ,SHANON ROLAND, ,RT 100,"GRANVILLE, VT 05747",VT,05747,767-3144, ,7, , , , , , , , , , , , , , , , , , , , , , ,H, , , , , , , , , , , , , , ,98,SCHOOL,1,10,10, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , ,Y, ,Y,0,0, , ,0,0,2,0,0, ,0,0, , , , , ,Y, ,1,ADDISON
472196.0,165301.609999999,622,17005,123K,GRANVILLE TOWN FOREST,1, , , , , , , , , ,1035, , , , , ,ROGER STAUSS, ,RR2 BOX 3050,GRANVILLE,VT,05747,767-9703, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,1,ADDISON
472738.97,157810.609999999,623,17006,123I,HANCOCK RECREATION AREA,1, , , , , , , , , ,1040, , , , , ,JUNE GIBBS, ,PO BOX 100,"HANCOCK, VT 05748",VT,05748,767-3660, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,1,ADDISON
472681.34,158194.689999999,624,17007,123J,HANCOCK VILLAGE SCHOOL,1, , , , , , , , , ,1040, , , , , ,BARBARA HARVEY, ,P.O. BOX 89,HANCOCK,VT,05748,767-3958, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,1,ADDISON
472457.28,158425.140000001,625,17008,123H,KILLOOLEET CAMP,2, ,Y,Y,Y, ,Y,Y, , ,1040, , , , , ,JOHN SEEGER,KILLOOLEET CAMP,"P.O. BOX 70, RTE 100","HANCOCK, VT 05740-0070",VT,05748,767-3152, ,9,H,H,X, ,X, ,X, , ,X, ,X, , , , ,X, , , , , , , , , , , ,H, ,X,X, , , , , ,1,SUMMER CHILDRENS CAMP,300,60,0,Y,OUR OWN LAKE, , ,0,0,0,0,0,0, , , ,0,0,10,0, ,0,0,0, , , ,2,X,X, , , , ,4,X,X,X, , , , ,0,0, , ,25,0,0,0,0, ,0,1.5,X, , , , , ,X,1,ADDISON
473411.13,157048.859999999,626,17009,123D,EATON MILL,1, , , , , , ,Y, , ,27075,12/31/96, , , , ,DEVELOPED REC DIRECTOR,GMNF-RUTLAND,231 NORTH MAIN STREET,RUTLAND,VT,05701,747-6700,747-6766,6, , , , , , ,X, , , , , , , , , , , ,X, , , , , , , , , , , , , , , ,INTERPRETATION TRAIL, , ,98,INTERPRETIVE SITE,0,0,0,Y,WHITE RIVER, , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0,Y, , , , , , ,27,WINDSOR
474172.91,155282.109999999,627,17010,123E,RIVER BEND TRAVELWAY SITE,1,Y,Y, , , , ,Y, , ,27075, , , , , ,DEVELOPED REC DIRECTOR,GMNF-RUTLAND,231 NORTH MAIN STREET,RUTLAND,VT,05701,747-6700,747-6766,6, , , , ,H, ,H, , ,X, , , , , , , ,H,H, , , , , , , , , , , , , , , ,INTERPRETATION SITE, , ,98,INTERPRETIVE SITE,5,6,0,Y,WHITE RIVER, , ,1,0,0,0,0,0, , , ,10,0,0,56, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0.1,Y, , , , , , ,27,WINDSOR
474985.94,152875.220000001,628,17011,123G2,LIONS CLUB SWIMMING HOLE,2, , , , , ,Y, ,Y, ,27075, , , , , ,HEATHER GROPPER, ,PO BOX 393,ROCHESTER,VT,05767, , ,10, , , , , , ,X, , , , , , , , , , , , , ,X, , , , , , , , ,X, , , , , , , ,6, ,1,12,0,Y,WHITE RIVER, , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , ,Y, , ,0,0, , ,30,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
474941.09,153944.25,629,17012,123G,ROCHESTER TOWN REC. AREA,1, , , , , , , , , ,27075, , , , , ,ZEUS LARY, ,PO BOX 238,ROCHESTER,VT,05767,767-3631, ,4, ,X,X, ,X,X,X,X,X,X,X,X,X,X, , , ,X, ,X,X, ,X, ,X,X,X, , ,X,X, ,X, , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
478572.5,153151.800000001,630,17013,123A,RILEY BOSTWICK WMA,1, , , , , , , , , ,27075, , , , , ,GARY SALMON,FPR-PITTSFORD, , , , , , ,1, , , , , , , , , , ,X, ,X, , , , , , , , , , , , , , , , , , , , , , , , ,13, ,364,6,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
478916.28,154839.66,631,17014,123C,MOUNT CUSHMAN SF,1, , , , , , ,Y, , ,27075, , , , , , ,FPR-PITTSFORD, , , , , , ,1, , , , , , , , , ,X,X,X,X, , ,X,X,X, , , , ,X, , ,X,X, , , , , , , , , , ,13, ,16,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0.45,Y, ,Y,Y,Y,Y,Y,27,WINDSOR
479135.03,157699.630000001,632,17015,123B,ROCHESTER WMA,1, , , , , , , , , ,27075, , , , , , ,FPR-PITTSFORD, , , , , , ,1, , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , ,13, ,251,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
474899.81,156949.42,633,17016,123F,MOUNTAIN TRAILS CAMPING,2, ,Y, , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,5,0,0,12, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
467899.38,159299.17,634,17018,122B,TEXAS FALLS OBSERVATION SITE,1, , , , , , ,Y, , ,1040, ,BATTELL PARK, , , , ,GMNF-RUTLAND, , , , , , ,6, , , , , , , , , ,X, , , , , , , ,X,X, , , , , , , , , , , , , , , , , , ,16, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0,Y, , , , , , ,1,ADDISON
475191.5,152450.52,635,17019,135B,ROCHESTER HS / ELEMENTARY SCHOOL,1, , ,Y, , , , ,Y,Y,27075, , , , , ,"ILENE LEVITT, PRINCIPAL", ,RT 100 BOX 100,"ROCHESTER, VT 05767",VT,05767,767-3161,767-1130,7, ,H, , , , , ,H, , , , , ,H, , , ,H,H, , , ,H, ,H, , , , , , , ,H, , , , ,98,SCHOOL,30,50,50,Y,WHITE RIVER,Y, ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,3,Y,Y,Y,Y, , ,0, , , , , , ,Y,0,0, , ,0,0,2,0,0, ,1,0, , , , , , , ,27,WINDSOR
475893.81,148815.48,636,17020,135D,WHITE RIVER DRIVING RANGE,2, , , , ,Y, , , , ,27075, , , , , ,D. BANK, ,RT 100,ROCHESTER,VT,05767,767-3211, ,10, , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,28,10,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,9,0,Y,N,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
476523.41,147412.77,637,17021,135E,ROOD SP,1, , , , , , , , , ,27020, , , , , ,FPR, , ,BETHEL,VT,05032, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
477282.47,152670.73,638,17022,135A,RILEY BOSTWICK WMA,1, , , , , , , , , , , ,ACCESS POINT, , , , , , , , , , , ,1, , , , , , , , , , ,X, ,X, , , , , , , , , , , , , , , , , , , , , , , , ,13, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
475253.72,152680.77,639,17023,135C,ROCHESTER TOWN COMMON,1, , , , , , , , , ,27075, , , , , ,MARY DAVIS, ,PO BOX 7,ROCHESTER,VT,05767,767-4759, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
468491.34,152510.449999999,640,17024,134B,SCHOOL FOREST LOT,1, , , , , , , , , ,27075, , , , , ,ILEEN LOVET, ,PO BOX 238,ROCHESTER,VT,05767,767-3161, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,27,WINDSOR
483908.16,159017.189999999,641,0,124J,MOBILE ACRES TRAILER PARK & CAMPGRO,2, , , , , , , , , ,17010, , , , , ,DANIEL MENDEL, ,PO BOX 108,COLCHESTER,VT,05446,728-5548, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0,0,0, , , , ,0,0,0,0,0,0, , , ,0,0,0,0, ,0,0,0, , , ,0, , , , , , ,0, , , , , , , ,0,0, , ,0,0,0,0,0, ,0,0, , , , , , , ,17,ORANGE
