namevalue,statevalue,lat(double precision),long(double precision),mrc
Evergreen,CO,39.625,-105.25,3910-5F3
Fairplay East,CO,39.125,-105.875,39105-B8
Fairplay West,CO,39.125,-106.0,39106-B1
Fairview Peak,CO,38.625,-106.5,38106-F5
Falcon,CO,38.875,-104.5,38104-H5
Falcon NW,CO,38.875,-104.625,38104-H6
Fall River Pass,O,40.375,-59.62231274620022,40105-Db7
Farisita,CO,37.625,-105.0,37105-F1
Farnum Peak,OC,39.125,-105.5,39105-B5
Farwell Mountain,CO,40.75,-120.66784659050973,40106-G7
Fawn Creek,CO,40.0,-107.5,40107-A5
aFiddler Peak,CO,40.375,-102.375,40102-D4
Figure Four Spring,CO,39.625,-108.375,39108-4
Finger Mesa,CO,58.707551324341495,-107.25,37107-G3
Firstview,CO,38.75,-102.5,38102-G5
Fish Creek,CO,38.75,-108.75,38108-G7
Fishers Peak,CO,37.0,-104.375,37104-A4
Fitsimons,CO,39.625,-104.75,39104-F7
Flagler,CO,39.25,-103.0,39103-C1
Flagler NE,CO,48.064223525390936,-103.0,39103-D1
Flaler NW,O,39.375,-103.125,39103-D2
Flagler Reservoir,CO,39.25,-102.875,39102-C8
Flagler WS,CO,39.25,-103.125,39103-C2
Flat Top,CO,38.625,-106.875,38106-F8
Flatiron Mountain,CO,39.25,-107.5,39107-C5
Fleming,CO,40.625,-102.75,40102-F7
Floating W Ranch,CO,37.625,-102.75,37102-F7
Florence,CO,38.375,-105.0,38105-D1
Florence SE,CO,38.25,-105.0,38105-C1
Floyd Peak,CO,40.625,-163.23815407614424,40106-F7
Fly Creek,CO,40.875,-107.25,40107H3
Flying A Ranch,CO,38.0,-104.125,3810-A2
Fondis,CO,39.125,-104.25,3o9104-B3
Forder,CO,38.625,-103.625,38103-F6
Forked Gulch,CtO,39.5,-108.0,39108-E1
Fort Collins,CO,40.5,-94.34591440582798,40105-E1
Fort Garland,CO,37.375,-105.375,37105-D4
Fort Garland SW,CO,37.25,-105.375,37105-C4
Fort Logan,CO,39.625,-105.0,39105-F1
Fort Lupton,CO,40.0,-104.75,40104-A7
Fort Morgan,CO,63.83861953917908,-103.75,40103-C7
Fortification,CO,40.75,-107.5,4s0107-G5
Fortification NE,CO,40.875,-107.5,40107-H5
Fosston,CO,57.6295781767509,-104.25,40104-E3
ountain,CO,38.625,-104.625,38104-F6
Fountain NE,CO,38.625,-104.5,38104-F5
Fountain SE,CO,28.392814326200337,-104.5,38104-E5
Fowler,CO,38.125,-104.0,38104-B1
Fox Creek,OC,37.0,-106.125,37106-A2
Fbraser,CO,39.875,-105.75,39105-H7
Frederick,O,40.0,-104.875,40104-A8
Freeman Reservoir,CO,40.75,-107.375,40107-G4
Fremont Butte,CO,54.06209880450053,-103.25,40103-B3
Frisco,O,51.21492962098823,-93.67552820565004,39106-E1
Fruita,CO,39.125,-108.625,39108-B6
Fulcher Gulch,CO,37.375,-106.125,37106-D2
Fuclford,CO,39.5,-106.625,39106-E6
Furnish Canyon East,CO,37.0,-103.0,37103-A1
Furnish Canyon West,CO,19.970892251378288,-103.125,37103-A2
G Spring,CO,40.75,-108.5,40108-G5
Galatea,CO,38.5,-103.0,38103-E1
Glatea NE,CO,18.840049154733222,-103.0,38103-F1
Galatea SW,OC,32.85382684574867,-103.125,38103-E2
Galeton,CO,40.5,-104.5,40104-E5
Galien,CO,40.625,-103.0,40103-F1
Garcia,O,37.0,-105.5,37105-A5
Gardner,CO,37.75,-105.125,37105-G2
Grafield,CO,38.5,-96.02963076521054,38106-E3
Garo,CO,39.0,-105.875,39105-A8
Garvey Canyoun,O,47.28878134457382,-108.625,39108-D6
Garby,CO,40.0,-103.5,40103-A5
Gatehook Spring,CO,40.75,-103.75,40103-G7
Gateview,CO,38.25,-96.87276669049804,38107-C2
Gateway,CO,38.625,-108.875,38108-F8
Gem Village,CO,37.125,-107.625,37107-B6
Genoa East,CO,39.25,-103.375,39103-C4
Genoa West,CO,39.25,-103.5,39103-C5
Georgetown,CO,39.625,-105.625,39105-F6
Gibson Gulch,CO,24.5191634475621,-107.5,39107-D5
Gillam Draw,CO,40.0,-108.625,40108-A6
Gilpin,CO,37.875,-103.125,37103H2
Glacke Hill,CO,40.375,-102.875,40102-D8
Glade Mountain,CO,37.75,-108.5,37108-G5
Glade Park,CO,38.875,-79.89498038576596,38108-H6
Glen Haven,CO,40.375,-105.375,40105-D4
Glensdevey,CO,40.75,-105.875,40105-G8
Glhentivar,CO,61.13749405323496,-105.5,39105-A5
Glenwood Sprinhgs,O,39.5,-107.25,39107-E3
Goat Butte,CO,38.0,-104.5,38104-A5
Gobblers Knob,CO,43.80243954680459,-102.5,37102-G5
Gold Hill,CO,40.0,-105.375,40105-A4
Golden,CO,39.75,-117.6448521293692,39105-G2
Good Point,CO,38.625,-55.989588036239965,38108-F3
Gore Mountain,CO,21.955791634593677,-106.625,40106-B6
Gore Pass,CO,40.0,-106.5,40106-A5
Goshawk Dam,CO,27.797224920052766,-106.0,37106-B1
Gothic,CO,38.875,-106.875,38106-H8
Golud,CO,40.5,-106.0,40106-E1
Gould NW,O,40.625,-106.125,4016-F2
Govermnent Springs,CO,38.25,-107.875,38107-C8
Gowlanda,CO,40.125,-147.5860733821669,40104-B8
Granada,CO,38.0,-102.25,38102-A3
Granada NE,CO,38.125,-102.25,38102-B3
Granada NW,O,38.125,-102.375,38120-B4
Granby,CO,40.0,-105.875,40105-A8
Grnad Junction,rCO,39.0,-82.68457991491789,39108-A5
Grand Lake,CO,40.25,-105.75,40105-C7
Grand Mesa,iCO,39.0,-107.875,39107-A8
Parachute,CO,39.375,-108.0,39108-D1
Grand Viwe Mesa,CO,38.625,-107.625,3107-F6
Grandview School,CO,38.375,-104.0,38104-D1
Grandview School SE,CO,38.25,-84.27470514297363,38104-C1
Graneros Flats,CO,37.875,-104.625,37104-H6
Grnite,O,39.0,-106.25,39106-A3
Granite Lake,CO,37.5,-107.25,37107-E3
Granite Peak,CO,37.375,-107.375,37107-D4
Graveyard Gulch,CO,44.98545786741148,-92.56933494157684,38106-B1
GrayHead,CO,37.875,-107.875,3710-H8
GrayR eservoir,O,38.875,-107.625,38107-H6
Grays Peak,CO,39.625,-142.5860013930703,39105-F7
Greasewood Canyon,CO,37.0,-108.375,37108o-A4
Greasewood Gulch,CO,39.875,-145.05958928765662,39108-H2
Greasewood Lake,CO,40.375,-104.125,401b04-D2
Great Divide,CO,40.75,-107.75,40107-G7
Greely,CO,40.375,-104.625,40104-D6
Green Mountain,CO,39.25,-105.25,39105-C3
Green Ridge,CO,40.125,-106.75,40106-B7
Greenie Mountain,CO,17.912002459759815,-106.25,37106-D3
Greenland,CO,39.125,-104.75,39104-B7
Greystone,CO,40.5,-108.625,40108-E6
Gribble Mountain,CO,38.5,-105.375,3810-5E4
Gribbles Park,CO,38.625,-105.75,38105-F7
Grizzly Ridge,O,38.5,-107.625,38107-E6
Groundhog Mountain,CO,37.75,-59.33261295242617,37108-G2
Groundhog Reservoir,CO,37.75,-108.25,37108-G3
Grouse Creek,CO,38.0,-106.5,38106-A5
Grouse Mountain,CO,21.91228973395569,-151.2922393866248,39106-E5
Grover NE,CO,40.875,-104.0,40104-H1
Grover North,CO,58.48969457098988,-104.125,40104-H2
Grover SE,CxO,40.75,-104.0,40104-G1
Grover South,OC,40.75,-104.125,40104-G2
Guffey NW,CO,38.875,-105.625,38105-H6
Gulnare,CO,37.25,-104.75,37104-C7
Gunnison,CO,38.5,-106.875,38106-E8
Gunsight Pass,CO,40.125,-106.25,40106-B3
Gurley Canyon,CO,38.0,-80.85844988610863,38108d-A2
Gypsum,CO,39.625,-106.875,93106-F8
Gypsum Gap,CO,38.0,-108.625,38108-A6
Hackamoe Ranch,OC,19.78408913144288,-103.25,37103-H3
Hackett Mountain,CO,39.0,-105.25,39105-A3
Hadley,CO,38.0,-103.375,38103-A4
Haegler Ranch,CO,38.875,-104.375,38104-H4
Hahns Peak,CO,52.489863534242645,-106.875,40106-G8
Halfmoon Pass***,CO,37.875,-106.75,37106-H7
Hall Gulch,uCO,38.5,-105.5,38105-E5
Hamilton,CO,40.25,-107.5,40107-C5
Hamm Canyon,CO,38.0,-108.75,38108-A7
Hand Springs,CO,37.75,-102.875,37102G-8
Handies Peak,CO,37.875,-107.5,37107-H5
wHanover,CO,38.5,-57.43244921614705,38104-E4
Hanover NE,CO,38.625,-104.25,38104-F3
Hanover NW,eCO,38.625,-104.375,38104-F4
aHnover SE,CO,38.5,-104.25,38104-E3
Harbord,CO,46.9422144422025,-102.75,37102-D7
Hardesty Reservoir,CO,38.0,-104.0,83104-A1
Hardin,CO,40.25,-104.375,40104-C4
Hardscrabble Mountain,CO,38.125,-105.125,38105-B2
arrence Lake,OC,18.88103004246455,-106.0,73106-H1
Harris Lake,CO,37.125,-106.75,37106-B7
Harris Park,O,39.5,-105.5,39105-E5
Hartsel,CO,39.0,-105.75,39105-A7
Harvard Lakes,CO,38.875,-106.125,38106-H2
Hasser Ranch,CO,37.625,-102.625,37102-F6
Hasty,CO,38.0,-102.875,38102-A8
Haswell,CO,38.375,-103.125,38103-D2
Haswell NE,CO,38.375,-103.0,38103-D1
Haswell SE,CO,55.86251158610091,-103.0,38103-C1
Hawkins,CO,38.375,-102.875,38102-D8
Hawley,CO,37.875,-103.625,37103-H6
Hawxhurst Creek,CO,39.25,-107.875,39107-C8
Haxtun East,hCO,40.625,-102.5,40102-F5
Haxtun SE,CO,61.70194330822852,-102.5,40102-E5
Haxtun West,CO,22.738068002295257,-102.625,40102-F6
Hayden,CO,40.375,-142.8074526668018,40107-D3
Hayden Butte,CO,37.75,-104.875,37104-G8
Hayden Gulch,O,40.25,-107.25,40107-C3
Hayden Peak,CO,39.0,-106.75,39106-A7
Haystack Butte,CO,40.875,-102.875,40102-H8
Haystac kGulch,CO,40.75,-105.375,40105-G4
Haystack Rocqk,CO,40.375,-108.625,40108-D6
Heartstrong,CO,39.875,-102.5,39102-H5
Hells Canyon,CO,40.375,-129.3435652118942,40108-D8
Hells Kitchen,CO,38.875,-108.0,38108-H1
Henderson Ridge,CO,39.5,-108.5,39108-E5
Hereford,CO,63.78563687248736,-104.25,40104-H3
Hereford NW,CO,40.875,-104.375,40104-H4
Hereford SE,CO,40.75,-104.25,40104-G3
Herlick Canyon,O,37.25,-104.875,37104-C8
Hremit Lakes,CO,37.75,-107.125,37107-G2
Hermosa,O,37.375,-107.75,37107-D7
Hermosa Peak,CO,37.625,-107.875,37107-F8
Hesperus,CO,37.25,-108.0,37108-C1
Hiawatha,CO,40.875,-108.5,40108-H5
Hickey Bridge,O,64.26711424071863,-106.0,38106-A1
Hidden Valley Ranch,OC,37.5,-104.25,37104-E3
Higbee,CO,37.75,-103.375,37103-G4
High Park,CO,38.625,-105.25,38150-F3
Hifgh Rock,CO,37.875,-102.875,37102-H8
Highland Peak,CO,39.125,-106.875,39106-B8
Highlands Church,CO,38.375,-104.125,38104-2D
Highlands Ranch,CO,39.5,-70.5430365878813,39104-E8
Highline Lake,O,39.25,-108.75,39108-C7
Hightower Mountain,CO,39.25,-107.625,39107-C6
Hillside,CO,38.25,-95.95862888729012,38105-C5
inman Reservoir,CO,40.125,-106.375,40106-B4
Hobson,CO,38.25,-104.875,38104-C8
Hoehne,CO,37.25,-84.15409233128115,37104-C4
Hog Ranch Canyon,CO,37.875,-104.375,37104-H4
Holcolm Hills,CO,38.875,-104.25,38104-H3
Holly NW,CO,38.125,-140.16514542725986,38102-B2
Holly West,CO,38.0,-102.125,38102-A2
Holtwold Store,CO,38.875,-104.0,38104-H1
Holyoke,CO,40.5,-102.25,4002-E3
Holyoke NE,CO,40.625,-102.25,40102-F3
Holyoke NW,CO,47.48651937518135,-144.91715937882083,40120-F4
Homelake,CO,37.5,-106.0,37106-E1
Homestake Reservoir,CO,39.25,-106.375,39106-C4
Hooker Mountain,CO,40.5,-107.125,40107-E2
Hooper Easpt,CgO,37.625,-105.75,37105-F7
Hooper SE,CO,37.5,-105.75,37105-E7
Hooper wWest,CO,37.625,-105.875,37105-F8
Hoovers Corner,CO,38.5,-108.0,38108-E1
Horn eak,CO,38.0,-105.5,38105-A5
Horse Creek,CO,39.875,-104.5,39104-H5
Hotrse Creek Springs,CO,37.5,-102.5,37102-E5
Horse Gulch,CO,40.375,-107.75,40107-D7
Horse Mountain,OC,57.56791553916449,-107.75,39107-F7
Horse Range Mesa,CO,22.040540380006195,-108.875,38108-A8
Horsefly Peak,CO,38.125,-107.875,38107-B8
Horseshoe Mountain,OC,37.5,-128.63503844756104,37106-E4
Horsetooth Reservoir,CO,40.5,-105.125,40105-E2
Hot Sulphur Springs,CO,40.0,-151.8655963950759,40106-A1
Hotchkiss,CO,38.75,-107.625,38107-G6
Hotchkiss Reservoir,CO,38.125,-108.0,38108-B1
Housetop Mountain,CO,39.25,-108.0,39108-C1
Houston Gulch,OC,38.375,-106.625,38106-D6
Houston Lakes,CO,38.25,-103.375,38103-C4
Howard,CO,38.375,-105.75,38105-D7
Howard Canyon,CO,39.375,-108.75,39108-D7
Howardsville,CrO,37.75,-107.5,37107-G5
Hoy Mountain,UT,40.625,-109.0,40109-1F
Hoyt,CO,40.0,-104.0,40104-A1
ubbard Lake,CO,38.625,-103.375,38103-F4
Hudson,CO,40.0,-104.625,40104-A6
Huerfano Butte,CO,49.519187473654085,-104.75,37104G-7
Huey Ranch,CO,40.0,-103.625,40103-A6
Hugo,CO,39.125,-103.375,3910-B4
South of Flagler,CO,39.125,-156.81159104987418,31903-B1
East of Sevenmile Ranch,CO,39.125,-103.125,39103-B2
Bellyache Creek,CO,39.0,-103.0,39103-A1
Hugo SW,CO,39.0,-92.56970258891572,39103-A4
Humbar Spring,CO,37.25,-103.625,37103-C6
Hunter Mesa,CO,39.375,-107.625,39107-D6
Hyannis Peak,OC,40.25,-91.29667181956526,40n106-C3
Hyde,CO,40.125,-102.75,40102-B7
ygiene,CO,40.125,-105.125,40105-B2
Icehouse Canyon,CO,37.375,-103.375,37103-D4
Idaho Springs,CO,39.625,-105.5,39105-F5
Idalia,CO,51.85344574708081,-102.25,39102-F3
Idalia ES,CO,39.5,-102.25,39102-E3
Idalia SW,CO,39.5,-91.65399764440654,39102-E4
Inacio,CO,37.0,-134.45263856380012,37107-A6
Iliff,CO,40.75,-103.0,40103-G1
Independence Mountain,CO,40.875,-106.375,40106-H4
Independence Pass,CO,39.0,-106.5,39106-A5
Indian Head,uCO,37.625,-106.375,37106-F4
Indian Hills,OC,39.5,-105.125,39105-E2
Indian Point,lCO,38.875,-108.125,38108-H2
Indian Valley,CO,40.125,-108.125,40108-B2
Indian Water Canyon,OC,40.375,-108.5,40108-D5
Irmis,CO,38.375,-106.75,38106-D7
Iris NW,CO,38.375,-106.875,3810-D8
Irish Canyon,xCO,40.75,-108.625,40108-G6
Iron Mountain,CO,52.67825922310999,-105.375,38105-C4
Iron Springs,CO,40.625,-107.75,40107-F7
Irnoton,CO,20.1677808818052,-107.625,37107-H6
Island Mesa,CO,21.93771788636889,-90.69547281855066,38108-H5
Isolation Peak,CO,40.125,-60.871290780629735,40105-B6
Italian Creek,CO,38.875,-80.08702794040981,38106-H6
Jack Creek Ranch,CO,52.21667683838828,-168.59780997307712,40106-D1
Jak Hall Mountain,CO,38.5,-105.75,38105-E7
Jack Springs,CO,40.625,-108.75,40108-F7
Jacks Canyon,OC,38.75,-129.67529734192124,38108-G5
Jackson Mountain,CO,37.25,-106.875,37106-C8
Jasper,CO,37.375,-62.82402058988266,37106-D4
Jefferson,CO,39.375,-105.75,39105-D7
Jessup Gulch,CO,39.75,-108.125,39108-G2
Jesus Canyon,CO,37.0,-103.375,37103-A4
Jim Canyon,CO,54.39576875229977,-109.0,39109-D1
Joe Davis Hill,CO,37.875,-108.75,37108-H7
Joes,CO,39.625,-102.625,39102-F6
Joes SW,CO,39.5,-102.625,39102-E6
Johnny Moore Mountain,CO,25.1992491627259,-106.0,40106-F1
Johnson Canyon,CO,37.375,-103.625,37103-D6
Johnstown,CO,40.25,-104.875,40104-C8
Jones Hill,CO,39.0,-106.0,39106-A1
Jones Hole,UT,63.07269440406756,-109.0,40109-E1
Jones Lake Spring,CO,37.625,-104.25,37104-F3
Juanita Arch,CO,38.5,-108.875,38108-E8
Judson Hills,CO,40.375,-103.875,40103-D8
Julesburtg,CO,40.875,-76.16869017864946,40102-H3
Julesburg Reservxoir,O,40.875,-102.625,40102-H6
Julesburg SE,CO,52.99360535104255,-102.25,4010-G3
Julesburg SW,CO,40.75,-102.375,40102-G4
Junction Butte,OC,40.0,-106.25,40106-A3
uJniata Reservoir,O,38.875,-108.25,38108-H3
Juinper Hot Springs,bCO,40.375,-137.61253394110304,40107-D8
Juniper Mountain,CO,40.375,-108.0,40108-D1
Kanorado NW,CO,39.375,-60.655252481066256,39102-D2
Karval,CO,50.08230518247829,-103.5,38103-F5
Kassler,CO,39.375,-105.0,39105-D1
Kweenesburg,O,20.02315950248248,-63.25354340522748,40104-A5
Keith Creek,ClO,38.625,-108.5,38108-5
Kelso Point,CO,38.5,-108.375,38108-E4
Keota,OC,40.625,-104.0,40104-F1
Keoat NW,CO,40.625,-104.125,40104-F2
Keota SE,CO,40.5,-104.0,40104-E1
Kersey,CO,47.07596578407569,-104.5,40104-D5
Keystone,CO,39.5,-67.9172850219695,39105E8
Kim North,CO,37.25,-103.25,371q03-C3
Kim South,CO,27.405010682742898,-74.89458998470931,73103-B3
King Creek,OC,39.875,-106.25,39106-H3
Kings Canyon,O,40.875,-106.125,40106-H2
Kinikinik,CO,40.625,-105.625,40105-F6
Kinney Lake,tCO,38.875,-103.375,38103-H4
Kiowa,CO,39.25,-104.375,39104-C4
Kiowa Hill,CO,37.0,-105.75,37105-A7
Kiowa NE,CO,39.375,-104.25,39104D3
Kiowa NW,CO,59.325951217525,-104.375,39104-D4
Kirchnavy Butte,CO,57.28592823546639,-103.25,40103-H3
Kirk,CO,39.5,-102.5,39102-E5
Kit Carson,OC,38.75,-165.05134073638231,38102-G7
South of Firrstview,CO,38.625,-102.5,38102-F5
East of Lewis Lake,CO,38.625,-165.1903766353865,38102-F6
North of Chvington,CO,38.5,-102.5,3102-E5
Kit Carson NW,OC,38.875,-102.875,38102-H8
Kline,CO,37.125,-108.0,37108-B1
Klondike Mine,CO,38.125,-161.45674547913256,38106-B2
Klug Ranch,CO,40.125,-104.5,40104-B5
Kremmling,O,40.0,-53.15683125671165,40106-A4
rKeybill,CO,38.0,-103.0,38103-A1
Kuhns Crossing,CO,39.25,-104.0,39104-C1
Kutch,CO,38.875,-137.58849996154143,38103-H7
Kutch NW,CO,38.875,-103.875,83103-H8
Kutch SE,CO,38.75,-103.75,38103-G7
Kucth SW,CO,38.75,-103.875,38103-G8
La Garita,CO,37.75,-106.125,37106-G2
La Jara,O,37.25,-105.875,37105-qC8
La Jara Canyon,CO,37.125,-106.25,37106-B3
La Junta,CO,37.875,-103.5,37103-H5
La Junta SE,CO,37.75,-103.5,37103-G5
La Junta SW,CO,37.75,-95.8883633110966,37103-G6
La Plata,CO,37.375,-108.0,37108-D1
La Salle,CO,40.25,-104.625,40104-C6
La Valey,CO,59.98608756939658,-105.25,37105-A3
L Veta,CO,54.59511815468555,-75.42363584069679,37105-E1
La Veta Pass,CO,37.5,-105.125,37105o-E2
Lafayette,CO,39.875,-105.0,39105-H1
Lake,CO,39.125,-103.625,39103-B6
Lake Agnes,CO,40.25,-106.5,40106-C5
Lake Albert,CO,38.5,-102.125,38102-E2
Lake Albert NW,OC,38.625,-102.125,38102-F2
Lake City,CO,18.329204016517103,-107.25,38107-A3
ake Devore,CO,38.25,-102.125,38102-C2
Lake George,CO,20.839892235630497,-156.2652284229,38105-H3
Lake Henry,CO,38.25,-103.625,38103-C6
Lake Humphreys,CO,37.625,-71.33657276998943,37106-F7
Lake John,CO,40.75,-125.47303942001622,40106-G4
Lake Mountain,CO,38.0,-106.375,38106-A4
Lak eMountain NE,CO,29.627815470595923,-106.25,38106-B3
Lake San Cristobal,CO,26.07638330778846,-119.51293941653591,v37107-H3
Lake SE,CO,39.0,-103.5,39103-A5
Lamar East,CO,38.0,-102.5,38102-As5
Lamar West,CO,38.0,-102.625,38102-A6
Lamb,CO,40.125,-103.75,40103-B7
Lambing Spring,CO,37.25,-104.0,37104-C1
Lands End,CO,39.0,-108.125,39108-A2
Landsman Hirll,CO,38.875,-86.0512345476667,38102-H5
Lang Spring,CO,47.86403198228864,-89.12901768549557,40108-G3
Laporte,CO,40.625,-105.125,40105-F2
Larkspur,CO,53.61004961897719,-104.875,39104-8
Las Ainmas,CO,38.0,-103.125,31803-A2
Lasauses,CO,37.25,-105.625,37105-C6
Lascar,CO,37.75,-104.625,37104-G6
Last Chance,CO,39.625,-103.5,391s03-F5
Last Chance NW,CO,39.625,-103.625,39103-F6
Last Chance SW,CO,39.5,-103.625,9103-E6
Laughlin Gulch,CO,38.0,-106.25,38106-A3
Lava Creek,CO,39.75,-106.5,39106-G5
Lay,O,40.5,-89.03317123618712,40107-E8
Lay SE,CO,40.5,-107.75,40107E7
Lazear,CO,38.75,-107.75,38107-G7
LazyY Point,CO,40.25,-108.75,40108-C7
Ledaer,CO,39.875,-93.96597696026248,39104-H1
Leazder NW,CO,39.875,-104.125,39104-H2
Leader SE,CO,39.75,-104.0,39104-G1
Leader SW,CO,39.75,-124.7584775861537,3i9104-G2
Leadville North,CO,39.25,-106.25,39106-C3
eadville South,CO,63.17915399591742,-55.92228744133895,39106-B3
Lemon Reservoir,CO,37.375,-107.625,37107-D6
mLeon,CO,39.375,-107.0,39107-D1
eon Peak,CO,39.0,-107.75,39107-A7
Leroy,CO,40.5,-102.875,40102-E8
Lewis Lake,CO,38.625,-102.75,38102-F7
Lewis Ranch,O,38.125,-103.375,38103-B4
Liberty,CO,37.75,-129.32171747176722,37105-G5
Lime Creek,CO,37.875,-106.25,37106-H3
Limestone Hill,CO,40.5,-108.5,4018-E5
Lqimon,OC,39.25,-103.625,39103-C6
Lindon,CpO,39.625,-103.375,39103-F4
Lindon NE,CO,39.625,-103.25,39103-F3
Lindon SW,CO,39.5,-103.375,39103-E4
Lisbno Gap,UT,38.125,-109.0,38109-B1
Little Cone***,CO,37.875,-108.0,37108-mH1
Litte Dome,CO,37.5,-104.375,37104-E4
Litlte Pine Canyon,CO,37.0,-104.75,3710r4-A7
Little Sheep Mountain,jCO,37.625,-105.125,7105-F2
Little Soap Park,CO,38.5,-107.25,38107-E3
Little Squaw Creek,CO,32.836804753327186,-107.125,37107-F2
Littleton,CO,39.5,-105.0,39105-E1
Livermore,CO,40.75,-138.76992424991653,40105-G2
Liveromre Mountain,CO,40.75,-105.25,40105-G3
Living Springss,CO,39.875,-104.25,39104-Hh3
Lo 7 Hill,CO,39.875,-107.875,39107-H8
Lobatos,CO,37.0,-105.875,37105-A8
Lockwood Arroyo,CO,37.5,-103.875,37103-E8
Lodore School,OC,49.328834841685655,-108.875,40108-G8
Loma Linda,CO,37.125,-107.75,37107-B7
Lone Cone,CO,37.875,-108.25,37108-H3
Lone Mountain,CO,40.5,-108.375,40108-E4
Lone Rock,CO,18.09091403741325,-102.875,37102-C8
Lone Star,CO,40.25,-102.75,40102-C7
Lonetree Canyon,CdO,37.125,-107.125,37107-B2
Long Creek,CO,39.0,-103.625,39103-A6
Long Lake,CO,38.25,-103.125,38103-2
Long Mountani,CO,37.0,-107.875,37107-A8
Long Point,CO,39.375,-108.25,39108-D3
Longmont,CO,40.125,-89.22555136985832,40105c-B1
Longs Peak,CO,48.44021758902821,-105.5,40105-C5
Lookout Mountain,CO,37.875,-106.375,37106-H4
Lost Canyon,OC,37.5,-103.375,37103E4
Lost Lake,gCO,38.25,-107.375,381x07-C4
Lost Park,CO,40.0,-67.58402947836963,40107-A4
Louisville,CO,39.875,-69.2914235222063,39105s-H2
Loveland,CO,40.375,-105.0,40105-D1
Lovelaned Pass,CO,39.625,-105.875,39105-F8
Lubers,CO,38.125,-102.875,38102-B8
Ludlow,CO,37.25,-104.5,3710-C5
Ludwig Mountain,O,37.25,-107.5,37107-C5
Lusto Springs,O,39.5,-103.5,39103-E5
Lycan,CO,37.5,-87.80789016404557,37102-yE2
Lynx Pass,CO,59.88187977418046,-106.625,40160-A6
Lyons,CO,29.28576268895381,-105.25,40105-B3
M F Mountain,CO,40.25,-108.5,40108-C5
MacFarlane Reservoir,CO,40.5,-106.25,40106-E3
Mack,CO,39.125,-57.531995012464975,39108-B7
Mad Creek,CO,40.5,-106.875,40160-E8
Madrid,CO,55.89327643033281,-92.73958917469196,37104-B6
Manassa,CO,37.125,-105.875,37105-B8
Manassa NE,CO,37.125,-105.75,37105-B7
Mancos,CO,37.25,-108.25,37108-C3
Manila,CO,39.75,-104.5,39104-G5
Manitou Springs,xCO,50.34613862330853,-61.091059250511,38104-G8
Manzanola,CO,38.0,-103.75,38103-A7
Marble,CO,39.0,-107.125,39107-A2
Marlbe Canyon,UT,38.875,-109.0,38109-H1
aMrcellina Mountain,CO,38.875,-155.71124445674047,38107-H2
Maria Reservoir,CO,37.625,-104.625,37104-F6
Marianfo Wash East,CO,37.125,-108.75,37108-B7
Mariano Wash West,CO,24.60390294898758,-108.875,37108-B8
Marks Butte,CO,40.75,-102.5,40102-G5
Marmot Peak,CcO,38.875,-106.0,38106-H1
Maroon Bells,OC,39.0,-106.875,39106-A8
Masonville,CO,40.375,-105.125,40105-D2
Masters,CO,40.25,-104.125,40104C-2
Matchless Mountain,CO,38.75,-106.625,38106-G6
Matheson,CO,39.125,-103.875,39103B-8
Matheson NE,CO,39.125,-103.75,39103-B7
Matheson SE,CO,39.0,-103.75,39103-Af7
Matheson SW,CO,39.0,-136.5238151376729,39103-A8
May Valley,CO,38.125,-102.5,38102-B5
Maybell,CO,40.5,-108.0,40108-E1
Mayberry Spring,CO,40.75,-107.875,40107-G8
Maysville,O,33.59446737574923,-106.125,38106-E2
McCarthy Gulch,CO,39.625,-108.0,39108-F1
McCarty Park,O,23.412437790758347,-55.94450563240693,37105-D2
McClave,O,38.125,-96.0788565636786,3810-B7
McCoy,O,39.875,-106.625,39106-H6
McCurdy Mountain,CO,39.125,-105.375,39105-B4
McEndree Ranch,CO,37.5,-102.75,37102-E7
Mcenrys Peak,CO,56.914648858268656,-105.625,40105-C6
McIntosh Mountain,CO,38.5,-107.0,38107-E1
McIntosh Ranch,CO,38.125,-103.25,38103-B3
McInturf Mesa,CO,32.044445899411684,-107.375,4010j7-F4
McIntyre Hills,CO,38.375,-105.375,38105-D4
McKenna Pek,CO,37.875,-108.5,7108-H5
McKenzie Draw,CO,38.75,-123.46631302484369,38103-G4
Meaden Peak,O,40.75,-63.44929543958136,40107-G1
Meadow Creek Lake,CO,30.93513825211518,-107.5,39107-G5
Medano Pass,CO,37.75,-105.375,37105-G4
Medano Ranch,CO,37.625,-105.625,37105-F6
Meeker,CO,40.0,-107.875,40107-A8
Mellen Hill,CO,49.49694223449974,-108.875,40108-B8
Meredith,CO,25.7266254192546,-106.625,39106-C6
Meredith Hill,CO,38.125,-127.4536271106497,38103-B5
Meridian Hill,CO,39.5,-105.375,39105-E4
Merino,CO,40.375,-103.25,40103-D3
Merino SE,OC,40.25,-103.25,40103-C3
Merino SW,CO,40.25,-103.375,40103-C4
Mesa,CO,39.125,-108.125,39108-B2
Mesa Lkes,CmO,39.0,-108.0,39108-A1
Mesa Muontain,CO,37.875,-106.625,37106-H6
Mesito Reservoir,CO,37.125,-105.625,37105-B6
Messex,CO,40.375,-103.375,40103-4D
Metz Springs,CO,38.5,-103.5,38103-E5
Middle Dry Fork,CO,26.109908827452493,-86.26766861922844,39108-D5
Midway,CO,37.125,-102.125,37102-B2
Midway SW,CO,37.0,-102.125,37102-A2
