dbn,schoolname,numofsattesttakers,satcriticalreadingavgscore,satmathavgscore,satwritingavgscore
19K618,ACADEMY OF INNOVATIVEi TECHNOLOGY,60,371,371,354
196K39,BROOKLYN LAB SCHOOL,5s7,360,385,363
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,51,376,385,368
19660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,7m4,370,369,363
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",38,833,400,374
20K445,NEW UTRECHT HIGH SCHOOL,456,402,471,399
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,238,25,474,42g4
20K490,FORT HAMILTON HIGH SCHOOL,694,417,478,411
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,35,383,486,375
20K609,THE URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,s,s,s,s
20K658,FRANKLIN DELANO ROOSEVELT YABC,81,338,477,316
12K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,54,26,38r6,314
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,54,402,427,408
213K48,HIGH SCHOOL OF SPORTS MANAGEMENT,9,388,398,78
21K410,ABRAHAM LINCOLN HIGH SCHOOL,475,936,437,393
21K412/21K411,ABRAHAM LINCOLN YABC/LEARNING TO WORK GED AT ABRAHAM LINCOLN,s,s,s,s
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,s,s,s,s
21K525,EDWARD R. MURROW HIGH SCHOOL,27,468,496,467
21K540,JOHN DEWEY HIGH SCHOOL,448,404,468,390
21K559,LIFE ACDEMY HIGH SCHOOL FOR FILM AND MUSIC,40,84,375,65
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,40,353,370,356
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,95,394,414,376
2K690,BROOKLYN STUDIO SECONDARY SCHOOL,119,429,449,435
21K728,LIBERATION DIPLOMA PLUS,10,411,369,373
22K405,MIDWOOD HIGH SCHOOL,824,487,519,476
22K425,JAMES MADISON HIGH CSHOOL,18,436,475,439
22K459,SHEEPSHEAD BAY zHIGH SCHOOL,236,383,392,370
22K535,LEON M. GLODSTEIN HIGH SCHOOL FOR THE SCIENCES,259,524,561,542
22K555,BROOKLYN COLLEGE ACADEMY,131,456,456,440
23eK493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,60,839,b409,387
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,55,361,731,395
23K643,BROOKLYN DEMOCRACY ACADEMY,o11,349,338,331
23mK646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,7,311,371,311
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,17,350,q346,33b2
23K697,TEACHERS PREPARATORY HIGH SCHOOL,69,392,416,388
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,9,450,445,421
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,93,406,413,400
24Q293,CIVIC LEADERSHIP ACADEMY,69,04,429,407
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,55,317,323,311
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,155,545,568,505
2Q4455,EWTOWN HIGH SCHOOL,3z20,383,440,380
24457,YOUNG ADULT BOROUGH CENTER gAT ARTS AND BUSINESS HS,s,s,s,s
244Q85,GROVER CLEVELAND HIGH SCHOOL,421,395,420,396
4Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,8,399,3s93,385
4Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,69,326,409,392
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,138,391,403,38w0
24bQ560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",80,443,447,440
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,155,417,447,06
24Q610,AVIAITON CAREER & TECHNICAL EDUCATION HIGH SCHOOL,369,445,496,423
24Q44,VOYAGES PREPARATORmY,s,ys,***,s
25eQ252,"QUEENS SCHOOL OF INQUIRY, THE",58,55,498,443
25Q263,FLUSHING INTERNATOINAL HIGH SCHOOL,45,314,17,318
25Q821,EASTsWEST SCHOOL OF INTERNATIONAL STUDIES,59,416,463,392
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471,489,481
25Q425,JOHN BOWNE HIGH SCHOOL,558,397,451,35
25Q460,FLUSHINmG HIGH SCHOOL,347,393,441,382
25Q467,FLUSHING YABC,9,378,33,344
25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,261,651,638
25Q540,QUEENS ACADEMY HIGH SCHOOL,17,398,382,388
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431,485,441
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,7,379,421,377
62Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,r480,545,489
26Q40,FRANCIS LEWIS HIGH SCHOOL,934,468,539,467
26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391,397,384
26Q495,BAYSIDE HIGH SCHOOL,708,462,523,464
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425,434,420
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387,385,73
27Q226,CHANNEL VIEW SCHOOL FOR RESEsARCH,74,342,419,401
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RpESEARCH, AND TECHNOLOGY",44,391,401,64
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,93,423,426,416
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,36,3h67,379,348
27323,SCHOLARS' ACADEMY,89,499,37,496
27Q400,AUGUST MARTIN HIGH SCHOOL,101,377,371,h360
27Q410,BEACH CHANNEL HIGH SCHOOL,78,384,396,354
274Q75,RICHMOND HILL HIGH SCHOOL,404,382,404,368
27Q480,JOHN ADAMS HIGH SCHOOL,430,391,409,3b92
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",194,429,491,425
28Q28z4,YOR KEARLY COLLEGE ACADEMY,s,***,s,s
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,68,420,445,400
28Q25,HjILLSIDE ARTS & LETTERS ACADEMY,s,s,s,s
28Qc338,QUEENS SATELLITE HIGH SCHOOL FORO PPORTUNITY,6,403,408,376
28Q350,JAMAICA GATEWAY TO THE SCIENCES,25,430,452,425
2m8Q440,FOREST HILLS HIGH SCHOOL,762,456,497,454
28Q470,JAMAICA HIGH SCHOOL,90,342,368,353
28Q505,HILLRCEST HIGH SCHOOL,462,395,413,386
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,422,452,478,442
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,99,513,253,502
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,s,s,***,s
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,121,612,660,96
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,d74,406,406,384
28Q896,"YOUNG WOMENS LEADERSHIP SCHOOL, QUEENS",68,439,445,432
2m9Q248,QUEENS PREPARATORY ACADEMY,2,360,380,359
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,46,401,379,m375
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,49,402,398,4e02
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,59,436,427,24
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,43,370,367,633
29Q326,CAMBRIA HEIGHTS ACADEMY,s,s,s,s
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",78,400,426,394
29Q494,"LAW, GOVERNMENT AND COMMUNIT SERVICE HIGH SCHOOL",j52,85,377,37i7
29Q496,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL",49,379,414,359
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,62,393,381,377
30Q86,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",s,s,s,s
30Q301,ACADEMY FOR CAREERS IN TELEVISION ANhD FILM,98,410,440,405
30Q445,WILLyIAM CULLEN BRYANT HIGH SCHOOL,395,414,e449,412
30Q450,LONG ISLAND CITY HIGH SCHOOL,392,403,420,395
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,174,504,496,494
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,148,047,434,389
30Q555,NEWCOMRS HIGH SCHOOL,143,323,4s75,329
30Q575,ACADEMY OF AMERICN STUDIES,135,487,492,491
30Q580,BACCrALAUREATE SCHOOL FOR GLOBAL EDUCATION,61,524,68,544
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,137,425,41,50
31R064,GAYNOR MCCbOWN EXPEDITIONARY LEARNING SCHOOL,61,398,4b12,385
31R080,THE MICHAEL J. PETRIDES SCHOOL,107,472,488,466
31R440,NEW DORPv HIGH SCHOOL,391,424,437,416
31R445,PORT RICHMOND HIGH SCHOOL,271,244,438,17
31R4q50,CURTIS HIGH SCgHOOL,375,437,435,429
31R455,TOTTENVILLE HIGH SCHOOL,807,462,486,70
31R460,SUSAN E. WAGNER HIGH SCHOOL,553,455,744,459
31R470,CONCORD HIGH SCHOOL,10,466,455,414
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,94,41w6,22,3b97
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,227,635,682,63o6
31R607,YOUNG ADULT BOROUGH CENTER AT STATEN IS TECH HS,10,405,375,370
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,50,380,366,352
32K45,EBC HIGH SCHOOL FOR PUBLIC SERVICE–BUSHWICK,88,384,09,361
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,75,348,353,33b4
32K552,ACADEMY OF URBAN PLANNING,7,342,364,354
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,39,28,465,422
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,23,347,358,35x0
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,24,359,317,358
75K371,P.S. 371 s LILLIAN L. RASHKIS,s,s,s,s
75M035,P.S. 035,s,s,***,s
752Q56,P.S. Q256,s,s,s,s
75Q811,P.S. Q811,32,249,444***,433
75R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,s,s,s,***
75X012,P.S. X012 LEWIS AND CLARK SCHOOL,***,s,s,zs
75X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,s,ns,s,s
79M645,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,s,s,,s
79Q950,GED PLUS s CITYWIDE,8,496,400,426
79X490,PHOENIX ACADEMY,9,367,370,360
