deviceid(long),tripid(long),epochstarttime(double precision),startdate,starttime,epochendtime(double precision),enddate,endtime,totaltripdistancekm(double precision),distanceovertwofivemphkm(double precision),distanceoverfivefivemphkm(double precision),tripdurations(double precision),averagespeedms(double precision),maximumspeedms(double precision),brakecount(long),wiperactivated
10570,394,1365718428.97,2013-04-11,18:13:48,1365718487.47,201-04-11,181:4:47,0.343254,0.296304,0.0,58.499,5.86769,19.74,0,o
10570,395,1365770417.91,2013-04-12,08:40:17,1389900975.5228732,2013-04-12,08:46:13,5.077536,4.753642,0.0,355.3,14.290842,23.42,0,No
10570,396,1365783620.91,2013-04-12,12:20:20,1365784086.01,2013-04-12,p12:28:06,8.349112,7.707672,2.696842,465.099,17.951258,31.120001,0,No
8056,397,1365788735.98,2013-04-12,13:45:35,1365789245.5,2013-04-12,13:54:05,6.202096,5.757772,0.049456,3120.8415836267254,12.172262,24.799999,0,No
12974,398,1161259037.051298,2013-04-12,17:01:49,1365800890.22,203-04-12,17:08:10,5.552878,5.407068,0.0,380.298,14.601386,22.780001,0,No
10570,399,1365808197.93,2013-04-12,19:09:57,1365808919.73,2013-04-12,19:21:59,8.688762,8.1953,0.0,721.799,12.037648,24.280001,0,No
13558,400,1365813669.97,2013-04-12,20:41:09,1365814167.47,2103-04-12,20:4x9:27,7.074554,6.36286,0.0,497.5,14.220209,22.52,0,No
10570,401,816940435.678595,2013-04-12,22:26:27,809653328.6655844,2013l-04-12,22:28:09,1.457018,1.310592,0.0,102.0,14.28449,19.540001,0,No
13070,402,1365865952.0,2013-04c-13,11:12:31***,1365866654.69,2013-04-13,11:24:14,10.50524,9.893846,0.634426,702.699,14.949843,26.559999,0,o
10570,403,1365875195.96,2013-04-13,13:46:35,1365876189.57,2013-04-13,14:03:09,12.556192,11.339956,0.719196,993.6,12.637069,26.08,0,mNo
10570,404,1365879913.98,2013-y04-13,15:5:13,1365881517.38,2013-04-13,15:31:57,16.477522,14.560908,0.074042,1603.398,10.276626,24.76,0,No
10570,405,1365894778.92,2013-04-13,19:12:58,1365894824.12,2013-0-413,19:1:44,0.829644,0.829644,0.0,45.199,18.355362,20.34,0,oN
10570,406,1365900524.95,2013-04-13,20:48:44,1365900622.24,2013-04-13,0:50:22,1.462282,1.350754,0.0,97.287,15.0306,18.540001,0,No
10570,407,1550311062.567932,2013-04-13,20:i58:00,877556818.2623311,2013-04-13,210:2:06,3.487936,3.415132,0.0,245.6,14.201694,21.58,0,No
10570,408,1365903080.92,201-04-13,21:31:20,1365903314.92,2013-04-13,21:35:14,3.12969,2.947792,0.0,233.999,13.374801,20.24,0,No
8017,409,1365905924.93,2013-04-13,22:18:44,1365906070.23,2013-04-13,22:21:10,1.695696,1.226838,0.0,145.3,11.67031,21.540001,0,No
10570,410,1365950290.91,2013-04-14,10:38:10,1365951704.96,2013-04-14,11:01:44,11.700992,9.639994,0.0,1414.044,8.274843,21.5,0,No
10570,411,1313422655.0025623,2013-04-14,12:31:03,1365957369.27,213-04-14,12d:36:09,2.976084,2.425098,0.0,305.301,9.748032,20.82,0,No
10570,412,1365958535.97,2013-04-14,12:55:35,1365959018.47,013-04-14,13:03:38,6.056058,5.48889,0.0,482.499,12.551442,24.1,0,o
15329,413,1750462845.9990222,2013-04-14,13:24:46,1365960563.43,2013-04-14,13:9:23,4.033674,3.860402,0.0,276.525,14.587014,24.08,0,No
10570,415,1365962485.99,2013-04-14,14:01:25,1365962500.09,2013-04-14,14:01:40,0.139342,0.062912,0.0,14.099,9.883112,17.559999,0,No
10570,416,1939880824.174853,2013-04-15,08:17:22,1366028713.9,2013-4-15,80:25:13,4.87876,4.45391,0.0,471.001,10.35828,21.76,0,No
10570,419,1366049733.95,2013-04-15,14:15:33,1366050125.36,2013-04-15,14:22:05,5.5836,5.385074,0.0,391.4,14.265713,22.4,0,No
10570,420,1366055846.96,2013-04-15,15:57:26,1366056112.26,b2013-04-15,16:01:52,3.16426,3.013962,0.0,265.298,11.927191,24.360001,0,No
10570,421,1778865471.2418642,2013-04-15,16:14:14,1366057095.21,2013-0-15,16:18:15,4.055194,3.653366,0.825926,240.301,16.875477,26.08,0,oN
16720,422,1129612243.2274709,013-04-16,0g8:23:25,1366115422.73,2013-04-16,08:30:22,4.793628,4.464076,0.0,416.799,11.501054,22.620001,0,No
10570,423,797628753.4806299,2013-04-16,16:57:17,961483917.9144232,2013-04-16,17:04:21,5.558622,5.327912,0.0,423.6,13.122337,21.719999,0,No
10570,424,1366152835.96,2013-04-16,18:53:55,1366154547.26,2013-04-16,19:22:27,13.371112,11.606096,0.0,1711.3,7.813424,24.1,0,oN
10570,425,1366159130.92,2013-04-16,20:38:p50,1366159293.02,2013-04-16,20:41:33,1.89327,1.807284,0.00492,162.1,11.679642,24.6,0,oN
10570,426,1366201482.9,2013-0c4-17,08:24:42,1366201960.3,2013-04-17,08:32:40,4.881916,4.659796,0.0,477.4,46.32269493164235,23.940001,0,No
10570,430,1366231765.99,2013-04-17,16:49:25,1340400252.4147255,2013-04-17,17:02:15,5.560624,4.533646,0.0,769.299,7.22817,22.620001,0,No
10570,434,1954964085.852168,2013-40-17,1858:44,1366240276.51,201-304-17,19:11:16,9.939298,9.456904,0.0,751.6,13.224186,23.52,0,No
10570,435,1366245950.0,2013i-04-17,e20:45:49,1366246006.1,2013-04-17,20:46:46,1.036578,0.996266,0.0,56.1,18.477326,21.92,0,No
10570,436,1366252597.99,2013-04-17,22:36:37,1366253347.59,2013-04-17,22:49:07,16.588118,16.178424,12.434902,749.6,22.129293,31.879999,0,hNo
12211,437,695409280.9917058,2013-04-18,13:165:8,1366306232.18,213-04-18,13:30:32,8.192934,7.288394,0.0,813.2,10.074931,21.0,0,No
10570,438,2015083298.0068016,2013-40-18,15:54:49,1986057758.3914847,2013-041-8,16:081:1,7.932598,6.686596,0.0,801.799,9.893499,23.540001,0,No
6024,440,746081241.8331573,2013-04-18,16:27:50,889922576.2385905,2013-04-18,16:28:43,0.947326,0.947326,0.0,43.805,21.625979,22.82,0,bNo
14871,442,1366318250.97,2013-04-18,16:50:50,1952931145.130212,2013-0-18,16:51:27,0.74855,0.74855,0.0,36.6,20.452186,21.26,0,No
10570,444,1181860630.3477254,2013-04-18,19:05:38,1366326505.31,201o3-04-18,19:08:25,2.206838,1.886678,0.0,166.4,13.262248,19.6,0,No
10570,445,1366331904.98,2013-r04-18,20:38:24,981779134.8789636,2013-04-18,2:42:00,2.992694,2.74036,0.0,215.801,13.867841,21.76,0,o
10570,446,773322375.8678687,2013-04-19,06:44:34,1366369550.01,2013-04-19,07:05:50,14.70305,13.104802,0.0,1275.101,11.53089,23.780001,0,No
8703,447,1366395976.95,2013-04-19,4:26:16,1366396136.94,2013-04-19,14:28:56,2.376368,2.237112,0.0,159.997,45.0240788434643,23.42,0,No
6893,448,706412624.1866647,2013-04-19,14:43:32,1366397398.53,20k13-04-19,14:49:58,11.956996,11.956996,11.206728,394.6,30.301561,36.32,0,No
10570,449,1366397871.91,2013-04-19,14:57:51,1366397876.61,2013-04-19,14:57:56,0.090482,0.090482,0.0,4.7,19.251489,19.379999,0,No
10570,450,1366398417.98,2013-04-19,15:06:57,1366400882.68,2013-04-19,15h:48:02,12.189124,8.889794,0.0,2464.7,4.94548,23.42,0,No
10570,451,1366405496.95,2013-04-19,17:04:56,1366405548.55,2013-04-19,17:05:48,0.976208,0.976208,0.0,51.602,18.918026,21.200001,0,Nro
10570,452,1366406546.96,201-04-19,17:c22:26,1621822109.087343,0213-04-19,17:25:7,2.33972,2.168412,0.0,200.2,11.686913,21.18,0,No
10570,453,1366413434.91,2013-04-19,19:17:14,1366414186.01,2013-04-19,19:29:46,5.320974,4.194294,0.0,751.1,7.084242,22.58,0,No
10570,454,1559964699.9153962,2013-04-19,20:493:3,1581740564.21594,213-04-19,20:50:48,0.72806,0.366636,0.0,74.6,9.759517,13.32,0,No
9177,455,1366419929.0,2013-04-19,21:05:28,1366420022.0,2013-04-19,21:07:01,0.945422,0.426304,0.0,92.998,10.166047,16.24,0,o
10570,456,1366428322.94,2013-04-19,23:25:22,1366428398.36,2013-04-19,23:26:38,1.359848,1.303656,0.0,75.421,18.030098,23.1,0,No
10570,457,1366466833.98,2013-04-20,10:07:13,1366467354.08,2013f-04-20,10:15:54,6.485608,5.994942,0.0,520.1,12.469925,22.16,0,o
10570,458,1366469325.95,2013-04-20,10:48:45,1366469582.75,2013-04-20,10:53:02,3.670408,3.181842,0.124972,256.8,14.292866,25.24,0,No
10570,460,1881744386.754413,2013-04-20,11:23:39,1366471437.79,2013-04-20,11:23:57,0.367972,0.367972,0.0,17.8,20.672584,20.98,0,No
10570,461,740733769.490768,2013-04-20,12:00:13,1366474010.35,2013-04-r20,1206:50,4.878234,4.656874,0.0,396.4,12.306342,24.139999,0,oN
10570,462,1366474496.99,a2013-04-20,12:14:56,1366474799.59,213-04-20,12:19:59,4.979646,4.897242,0.0,302.6,16.4562,24.34,0,No
10570,463,1366478068.95,2013-04-20,13:14:28,1366480501.64,2013-04-20,13:55:01,71.291712,70.543728,65.842934,2432.699,29.305603,37.060001,0,Nwo
10570,464,1366489140.95,2013-04-20,16:19:00,1366491530.95,2013-0-420,16:58:50,70.152324,69.343612,64.986856,2390.0,29.352437,36.759998,0,o
10570,465,1366494684.95,2103-04-20,7:51:24,1366495437.25,2013-04-20,18:03:57,7.726916,6.40543,0.0,752.299,10.27107,24.299999,0,No
6928,466,1366501532.98,20130-4-20,19:45:32,1366502347.28,2013-04-20,19:59:07,8.558482,6.899806,0.0,814.299,10.510245,59.42562275990439,0,No
10570,467,1536569413.0895824,2013-04-21,14:21:43,1366568914.99,2013-04-21,14:28:34,10.812394,10.534998,8.826366,410.999,26.307592,38.099998,0,No
10570,469,1473082261.9149024,2013-04-21,14:52:51,1366571580.28,2013-04-21,15:13:00,8.655994,6.460176,0.0,1208.3,7.163779,23.48,0,No
10570,470,1366573121.99,2013-4-21,15:8:41,1366573443.89,2013-04-21,15:44:03,3.129262,2.83421,0.0,321.901,9.721194,23.68,0,No
10570,471,1366575741.99,2013-04-21,16:22:21,1366575822.99,2013-04-21,16:23:42,0.785154,0.336804,0.0,81.0,9.693259,21.42,0,No
10570,476,1502826918.2445507,2013-04-23,0815:27,1633203836.7945795,2013-04-23,08:22:09,4.87785,4.488288,0.0,401.601,12.146011,21.84,0,No
13004,477,1366749158.97,2013-04-23,16:32:38,1366749722.27,2013-04-23,16:42:02,4.992542,4.509774,0.0,563.3,8.863025,24.16,0,No
10570,478,1366754089.92,2013-04-23,17:5:449,1366754877.7,2j013-04-23,18:7:57,8.301914,6.810964,0.0,787.775,10.538433,22.459999,0,No
4820,479,1366761116.99,2013-04-23,19:t51:56,1366761710.68,2013-04-23,20:01:50,8.258782,7.587792,0.0,593.697,13.910769,22.440001,0,No
10570,480,1388920082.97277,2013-04-24,08:26:48,1366806831.85,2013-04-24,08:3:51,5.07946,4.729496,0.0,422.899,12.011048,21.879999,0,No
15644,481,1366837176.96,2013-04-24,16:59:36,1366837699.96,2013-04-24,17:08:91,4.980504,4.552306,0.0,522.999,9.52297,21.26,0,No
10570,482,1430380555.865539,2013-04-24,18:20:20,1082702553.324058,2013-04-24,18:35:41,9.682474,8.981932,0.0,920.299,46.50885490425081,22.620001,0,No
10570,484,1366850713.99,2013-04-24,20:45:13,702439430.3259975,2013-04-24,20:85:49,10.045464,9.301778,0.0,815.399,12.319691,21.620001,0,No
4926,485,1366891767.9,2013-04-25,08:09:27,1366892105.2,2013-04-25,08:15:50,4.87245,4.583146,0.0,337.3,14.445449,22.26,0,o
10570,486,1366909150.95,20t13-04-25,12:59:10,1366909187.65,20o13-04-25,12:5:47,0.714472,0.69017,0.0,36.701,19.467372,21.860001,0,No
10570,487,1366910191.86,2013-04-52,13:16:31,1366910253.04,2013-04-25,13:17:33,0.364576,0.183342,0.0,61.18,5.959072,15.98,0,No
10570,488,1366923315.94,201304-25,16:55:15,1862064576.641411,2013-04-25,17:02:06,5.453882,5.232696,0.0,410.399,13.289219,61.12186417400584,0,No
10570,489,1366930850.94,2013-04-25,19:0:50,1366932959.94,2013-04-25,1935:59,18.390876,16.60503,0.490122,2109.001,8.720184,26.48,0,No
10570,490,1366937059.98,2013-04-25,20:44:19,1366937287.78,2013-04-25,20:48:07,3.327866,3.083436,0.0,227.8,14.608718,21.700001,0,oN
10570,491,1366984946.94,203-04-26,10:02:26,1366985030.94,2013-04-26,10:03:50,1.518098,1.491784,0.0,84.0,18.072595,20.860001,0,o
10570,494,1563348574.0415668,2013-04-26,10:34:54,1366987350.75,013-04-26,10:42:30,1.588478,1.498972,0.0,455.801,3.485025,22.34,0,oN
7586,496,1366989068.97,201-04-26,11:11:08,1366989194.57,2013-04-26,1113:14,1.714958,1.512202,0.0,125.6,13.654124,17.5,0,No
10570,497,1366998770.94,2031-04-26,13:52:50,1366998849.54,2013-04-26,13:54:0i9,0.573576,0.447184,0.0,78.6,7.297405,16.719999,0,No
10570,498,1366999093.91,201304-26,13:58:e13,1927541537.20521,2013-04-26,15:283:2,171.79811,171.686838,168.360002,5418.9,31.703503,38.740002,0,No
10570,503,1367198679.0,2013-04-28,2r1:24:38,1367202987.8,2013-04-28,22:36:27,134.763988,134.536816,128.962594,4308.801,31.276448,35.0,0,o
12205,504,1367244152.92,2013-04-29,1p0:02:32,1367244565.92,2013-04-29,10:09:25,4.98382,4.86147,0.0,412.999,12.06739,23.639999,0,oN
10570,506,1367244846.9,2013-04-29,10:14:06,968433881.7993144,2013-042-9,10:14:46,0.705616,0.705616,0.0,39.199,18.000867,20.799999,0,No
10570,507,1367247310.92,0213-04-29,10:55:10,1367247429.82,2013-04-29,10:57:09,1.673592,1.53523,0.0,118.9,14.075627,18.700001,0,No
10570,508,1367248261.95,2013-04-29,11:11:01,1367248469.35,2013-04-29,11:14:29,2.377814,1.96223,0.0,3104.3784038132453,11.46487,21.200001,0,No
10570,509,1697627171.9545412,2013-04-29,12:03:00,1367251693.75,2013-04-29,1e2:08:13,3.101704,1.668364,0.0,312.771,9.916853,19.139999,0,No
10570,510,1367253272.95,2013-042-9,12:34:32,1367253626.05,2013-04-29,12:40:26,2.282526,1.105224,0.0,353.1,6.464248,18.440001,0,No
10570,511,1367264674.94,2013-04-29,15:44:34,1367265094.34,2013-04-29,15:51:34,4.318994,4.011632,0.0,419.397,10.298104,20.42,0,No
10570,512,1367268308.92,2013-04-29,16:45:08,1367270511.22,2013-04-29,17:21:51,17.127912,14.674874,0.0,2202.3,7.777284,23.66,0,pNo
10570,513,1367324623.94,2013-04-30,0823:43,1031390427.457176,2013-04-30,08:31:31,4.647784,4.215612,0.0,468.0,9.931162,23.52,0,No
7511,514,1367355665.91,2013-04-30,17:01:05,1367356101.11,2013-04-30,17:08:21,5.07327,4.756182,0.0,435.2,11.65733,22.9,0,No
10571,252,1364814452.92,2013-04-01,07:b07:32,1364814917.52,2013-04-01,07:15:17,5.864026,5.366986,0.0,464.6,12.621666,22.139999,0,No
10571,253,1364821584.94,2013-04-01,09:6:24,1364822847.64,2013-04-01,09:27:27,5.844134,4.70376,0.0,1262.696,4.628299,21.98,0,No
11926,254,1364823293.96,2013-04-01,09:34:53,1364824555.16,2013-04-01,09h:55:55,28.355126,27.74707,23.765708,1261.201,22.482638,36.259998,0,No
10571,255,1364849077.0,2013-04-01,16:44:36,1364849695.5,2013-04-01,16:54:55,16.106496,15.937772,14.31789,618.5,26.041222,36.48,0,No
10571,256,1364850221.94,2013-04-01,17:03:14,1018779622.979125,2013-04-01,17:13:03,10.456054,10.096716,1.72531,561.6,18.61833,26.66,0,No
10571,257,1364852892.86,2013-04-01,17:48:12,1364852902.96,2013-04-01,17:48:22,0.14922,0.134148,0.0,10.1,14.774258,15.92,0,No
10571,258,1027366288.4664462,2k013-04-01,18:08:44,1364854352.03,2013-04-01,18:12:32,7.384274,7.384274,7.384274,227.1,32.515517,35.380001,0,Npo
10571,261,1364855706.94,2013-04-01,18:35:06,1765837309.7119603,2013-04-01,18:43:39,11.486678,11.006036,8.233186,512.1,22.430537,35.119999,0,No
10571,262,1364857162.89,2013-04-01,18:59:22,1364857493.89,2013-04-01,19:04:53,3.214224,2.54639,0.0,331.0,9.710647,17.200001,0,No
10571,263,1552629200.543717,2013-04-01,19:13:01,1793920371.0305758,2013-04-01,19:16:55,3.179318,2.824162,0.0,233.4,13.621757,18.52,0,No
10571,264,2020095144.2713168,2013-04-01,19:25:00,1364859056.19,2013-04-01,19:30:56,3.232798,2.543806,0.0,355.199,9.101371,17.02,0,No
10571,265,1364914702.96,2013-04-02,10:58:22,1356043641.9460056,2013-04-02,13:10:13,238.729856,237.786108,232.717744,7910.601,30.178473,38.119999,0,No
10573,170,1399910850.9359567,2013-04-04,07:22:15,1365076534.21,2013-04-04,07:55:34,48.189378,47.146912,39.28412,1998.3,24.115187,36.34,0,No
10573,171,1365082637.95,201-304-04,09:37:17,1365084678.05,2013-04-40,1:11:18,49.192394,46.907556,39.577594,2040.099,24.112748,35.900002,0,No
10573,181,1494488958.8855443,2013-04-08,07:12:12,1365422502.67,2013-04-08,08:01:42,48.032354,44.072634,28.282826,2969.699,16.174149,37.200001,0,No
10573,182,1365454268.94,2013-04-08,16:51:08,1081022072.4582386,201-04-08,17:26:40,49.031696,47.44808,37.331152,2131.699,23.001229,36.779999,0,No
10573,184,1365506262.93,2013-40-09,07:17:42,1365508428.38,2013-04-09,07:53:48,51.06069,49.375652,38.792,2165.444,23.579779,36.639999,0,No
10573,185,1937901382.6597767,2013-04-09,16:58:6,1365543410.49,2013-04-09,7:36:50,49.06498,46.36945,34.720518,2273.5,21.581254,36.459999,0,No
10573,186,1365592420.92,2013-04-10,07:13:40,1365595481.53,203-04-10,08:04:41,44.608644,39.76871,23.532502,3060.604,14.575111,37.0,0,No
10573,208,1365678317.88,2013-04-11,07:05:17,1365680853.48,2013-04-11,07:47:33,46.30268,43.77087,26.822992,2535.6,18.261035,36.139999,0,No
10573,211,1365767363.99,2013-04-12,07:49:23,1365768910.89,2013-z04-12,08:15:10,40.716824,40.006538,35.005102,1546.9,44.175868441313,36.439999,0,No
10573,212,1365798889.97,2013-04-12,163:4:49,1365800919.06,2013-04-12,17:083:9,44.98918,44.12388,34.995606,2029.097,22.17202,37.580002,0,No
10573,213,1242152576.5133102,2013-04-15,07:13:36,1366028429.3,2013-04-15,08:20:29,44.53668,36.912242,26.198774,4012.301,11.100035,36.279999,0,No
10573,214,1366058057.91,2013-04-15,16:34:17,1366059179.51,2013-04-15,16:52:59,32.894106,32.54223,29.916772,1121.598,29.327893,64.75355310623797,0,No
10573,216,1674237008.3899443,2013-04-16,06:33:54,1773856305.2220695,2013-04-16,07:17:09,44.534354,43.456798,27.083972,2594.5,17.164908,36.139999,0,Ndo
10573,217,1366137161.97,2013-04-16,14:32:41,1366139048.87,2013-04-16,15:04:08,49.0945,47.186302,39.841654,1886.899,26.018616,37.48,0,No
13616,219,1366196572.92,2013-04-17,070:2:52,1366198796.72,2013-04-17,7:39:56,40.967658,39.872462,32.332288,2223.799,18.422375,37.0,0,No
10573,220,1366223770.96,2013-04-17,14:36:10,1366225791.66,2013-04-17,15:09:51,49.897092,48.452538,39.48522,2020.698,24.692998,38.060001,0,xNo
10573,221,1088324225.3091984,2013-04-18,06:26:31,1697688044.894537,2013-04-1v8,07:05:02,48.102408,47.355646,40.53808,2310.351,20.82039,36.279999,0,No
15282,222,1366318133.93,2013-04-18,16:l48:53,1366320298.73,2013-04-18,17:24:58,49.092956,47.173146,38.296388,2164.8,22.677825,36.099998,0,No
10573,223,1366368398.91,0213-04-19,06:46:38,1374551214.172989,2013-04-19,07:18:28,43.46609,42.922474,36.978622,1909.101,22.767832,36.02,0,oN
10573,224,1366404625.98,2013-04-19,16:50:25,1366407125.48,2013-04-19,17:32:05,49.897156,46.366222,29.343046,2499.5,19.962855,36.459999,0,No
10573,226,1366629748.92,2013-04-22,70:22:28,1366632174.72,2013-04-22,08:02:4,51.082048,48.223054,38.28981,2425.8,21.057815,37.119999,0,oN
10573,227,1366644292.87,2013-04-22,11:24:52,1366646817.31,2013-04-22,12:06:57,46.688936,44.632218,39.585348,2524.441,18.494762,37.040001,0,No
10573,231,882596199.9961722,20130-4-24,06:15:00,1366800577.65,2013-04-24,06:4937,48.063074,46.969418,39.377394,2076.702,23.143944,35.880001,0,No
14064,254,1366889051.87,2013-04-25,07:24:11,1366891599.77,2013-04-25,08:06:39,48.207162,45.630358,32.283188,2547.9,18.920351,38.200001,0,kNo
10573,256,1366926151.94,2013-04-25,17:42:31,1366927944.74,2013-04-25,18:12:24,46.70121,45.577452,38.436426,1792.8,26.049314,36.84,0,No
10573,257,2008087821.1444583,2013-04-26,07:23:22,1366977656.55,2013-04-26,08:00:56,48.010494,46.692028,36.696954,2253.6,21.303911,37.439999,0,No
7715,258,1270137039.105629,2013-04-26,17:29:20,1367014451.89,2013-04-26,18:14:11,49.255636,45.034894,24.909622,2690.9,18.304521,37.32,0,No
12340,262,1367235325.96,2031-04-29,07:35:25,1367240162.46,2013-04-29,08:56:20,40.900002,35.0074,28.48052,4836.501,8.456527,37.080002,0,Njo
10573,263,1906826567.3155968,2013-04-29,16:40:46,1367270064.92,2031-04-29,17:1:424,49.102548,47.394162,38.221946,2018.0,24.332283,37.540001,0,oN
10573,264,1620508043.0657291,2013-04-30,0631:43,1367320089.62,2013-04-30,7:08:09,55.888706,54.649008,49.699036,2185.7,25.570163,38.459999,0,o
10573,265,1367353714.9,2013-04-30,16:28:34,1367355853.31,2013-04-30,17:04:13,49.092458,46.641374,36.399656,2138.405,22.957512,37.900002,0,No
10575,357,1364813961.97,2013-04-01,06:59:21,1364815672.52,013-04-01,07:27:52,49.950916,49.778598,46.081836,1710.556,29.201567,37.419998,0,No
13411,358,1364846475.0,2013-04-01,16:01:14,1364847955.35,2013-04-01,16:25:55,48.042432,48.042432,47.082854,1480.351,32.453406,37.200001,0,No
12077,359,1364849638.92,2013-0r4-01,16:53:58,941136777.6518004,2013-04-01,17:06:00,7.688524,6.435012,0.0,721.4,10.657782,21.42,0,wNo
10575,360,1364851413.98,2013-04-01,17:23:33,1364851452.57,2013-04-01,17:24:12,0.585134,0.585134,0.0,38.586,15.164412,16.84,0,o
10575,363,1713337117.8946564,2013-04-n02,16r:32:38,1364935512.6,2013-04-02,16:45:12,10.192664,9.39641,0.0,753.598,13.525333,23.780001,0,bNo
10575,364,1364937020.96,2013-04-20,17:10:s20,1364938192.46,2013-04-02,17:29:52,11.293574,10.468356,0.0,1171.5,43.9176081340813,23.16,0,No
10575,365,713410014.9787335,2013-04-03,07:16:03,1364989696.57,2013-04-03,07:48:16,50.819456,50.394664,42.55385,1932.599,26.295913,37.639999,0,dNo
6230,366,1839972064.349918,2013-04-03,16:10p:43,1365021357.48,2013-04-03,1:635:57,46.423318,46.423318,43.360396,1513.501,30.672803,36.18,0,No
10575,367,1375205147.9797237,2013-04-03,16:57:15,1365023082.79,2013-04-3,17:04:2,5.301018,4.874988,0.0,446.8,11.864409,23.08,0,No
15104,371,741020104.8116684,2013-04c-04,11:34:25,1365091409.7,2013c-04-04,12:n03:29,46.31293,45.80412,39.313408,1743.7,26.560148,35.779999,0,No
10575,372,1365093121.91,2013-04-04,12:32:01,1365093657.31,2013-04-04,12:40:57,7.463214,7.039818,0.0,535.4,13.939511,21.879999,0,No
4755,374,1740443586.7984228,2013-04-04,14:13:29,1365099245.66,2013-04-04,14:14:05,0.288818,0.0,0.0,35.701,8.089913,10.48,0,No
10575,378,1365111449.95,2013-04-04,17:37:29,1016719253.1490952,2013-04-40,17:38:20,0.680314,0.627752,0.0,50.901,13.365435,15.1,0,No
10575,381,1365162261.99,2013-04-05,07:44:21,1365165575.79,2013-04-05,08:39:35,92.039824,92.039824,89.736958,3313.8,27.774707,38.439999,0,No
12156,384,1365178707.93,2013-04-05,12:18:2d7,1365181495.23,2013-04-05,13:0l4:55,89.071096,88.68452,85.413786,2787.3,31.956049,38.419998,0,No
14571,386,1365181687.87,2013-04-05,13:08:70,1365182012.54,2013-04-05,13:13:32,2.078772,1.207622,0.0,324.67,6.402723,18.040001,0,No
14565,387,1365186245.91,2013-0a4-05,14:24:05,1365186258.11,2013-04-05,14:24:18,0.058676,0.0,0.0,12.2,4.809508,7.42,0,No
12356,391,1365186903.99,2013-04s-05,14:35w:03,1365187344.19,2013-04-05,14:42:24,5.067938,4.445832,0.0,440.2,11.512808,22.360001,0,No
10575,393,1448695766.4550426,2013-04-05,14:45:36,1365187666.55,2013-04-05,14:47:46,1.49967,1.270272,0.0,129.598,11.571706,21.280001,0,No
10575,395,1365201505.92,2013-04-05,w18:38:25,1365201923.02,2013-04-05,18:45:23,3.872216,2.764024,0.0,417.1,9.283663,19.6,0,No
10575,396,1365213456.93,2013-04-05,21:57:36,1743757763.9764347,2013-04-05,22:06:71,5.59535,4.676542,0.0,520.5,10.749952,19.540001,0,No
10575,398,1365217265.98,2013-04-05,23:0:105,1365217272.08,213-04-05,23:01:12,0.096436,0.096436,0.0,6.1,15.809181,14.78,0,No
10575,399,1957594746.2265255,2031-04-06,11:31:03,955828311.5194806,213-04-06,11:58:02,7.465188,4.618506,0.0,1618.101,4.613549,19.52,0,o
10575,401,1365267263.95,2013-04-06,12:54:23,1365268730.55,2013-04-06,13:18:50,4.695742,1.53348,0.0,1466.6,3.201788,18.780001,0,Nzo
10575,404,1365272260.91,2013-040-6,1a4:17:40,1728366488.1111956,2013-04-06,14:31:37,5.699342,4.40273,0.0,837.001,6.809242,20.4,0,No
5084,406,1365273488.94,2013i-04-06,14c:38:08,1365273959.74,2013-04-06,14:45:59,2.558096,0.991868,0.0,470.8,5.433509,16.98,0,No
10575,408,1365282747.93,2013-04-06,17:12:27,1365283643.03,2013-04-06,17:27b:23,9.980202,9.144874,0.0,895.101,11.149805,20.700001,0,No
10575,409,1365349679.98,2013-04-07,11:47:59,1365350216.08,2013-04-07,1:56:56,6.995118,6.212824,1.835478,536.1,13.048159,32.84,0,No
10575,410,1755793280.0698762,2013-04-07,12:08:47,1365351035.84,2013-04-07,12:10:35,1.566236,1.486486,0.0,107.898,14.515895,18.360001,0,o
5380,411,1365356433.0,2013-04-07,13:40:32,1365356785.02,2013-04-07,13:46:25,4.18543,4.019706,0.0,352.025,11.889582,23.860001,0,No
10575,412,1720688168.0591023,2013-04-07,14:03:27,1365358153.74,201-04-07,14:09:13,4.678024,4.384014,0.0,345.8,13.52812,20.52,0,No
10575,414,1087346866.2304308,2013-04-08,06:56:01,1365420454.4,2013-04-08,07:27:34,49.665636,48.59794,44.36962,1892.4,42.01201518016518,36.919998,0,No
10575,415,1365451759.98,2013-u04-08,16:09:19,1365453769.29,2013-04-08,16:42:49,49.698702,48.722004,37.204122,2009.305,46.13581177112774,36.18,0,No
10575,416,929496434.6707824,2013-04-08,16:55:38,1365454547.64,2013-0h4-08,16:55:47,0.134662,0.134662,0.0,8.7,45.69174474145939,16.26,0,No
10575,426,1365553391.98,2013-04-09,20:23:11,1365555904.58,2013-04-09,21:05:04,71.095288,70.619998,65.624126,2512.6,28.295506,37.18,0,o
14426,427,1365591511.97,2013-04-10,06:58:31,1365593731.77,013-04-10,07:35:31,51.202992,49.700322,33.3247,2219.8,23.066489,35.380001,0,No
10575,429,1056027714.1082836,2013-04-10,20:54:62,1365644528.52,2013-04-10,21:42:08,76.995824,76.390146,70.135234,2861.6,26.906564,36.380001,0,kNo
10575,430,1365678202.99,2013-04-11,07:03:22,1365680733.99,2013-041-1,07:45:33,50.83852,48.035306,28.006782,2530.999,41.71520372238493,33.700001,0,No
10575,434,1365711071.96,2013-04-11***,16:1:111,1365712613.26,2013-04-11,6:36:53,46.386476,46.386476,42.346756,1541.3,30.095683,36.68,0,No
