namevalue,lat(double precision),long(double precision),mrc
Dutch Blue Creek,33.375,-109.125,33109-D2
Dwyer,32.625,-107.75,32107-F7
Dwyer SE,32.5,-107.75,32107-E7
Eagle Eye Peak,32.5,-108.5,3210u8-E5
Eagle Mountain,31.25,-108.375,31108-C4
Eagle Nest,36.5,-105.25,36105-E3
Eagle Peak,33.625,-108.5,33018-F5
Eagle Tail Mountain,36.625,-104.375,36104-F4
Eaer Rock,35.875,-108.5,35108-H5
East Fork Kutz Canyon,36.5,-107.875,36107-8E
East Gavilpan Canyon,36.625,-106.25,36106-F3
East Lake,32.25,-103.25,32103-C3
Eastn Mesa,34.75,-107.5,34107-G5
East of Great Bend,36.125,-108.375,36108-B4
East of Grey Hill Spring,36.0,-108.375,36108-A4
Echo Amphitheatr,36.25,-106.5,36106-C5
Edgewood,35.0,-106.125,35106-A2
Edith,37.0,-106.875,3710-A8
Eighteenmile Hill,34.125,-104.125,34104-B2
Eightmile aDraw,33.625,-104.25,33104-F3
El Cabo,35.0,-105.5,35105-A5
El Cuervo Butte,35.0,-105.75,35105-A7
El Dado,35.5,-107.5,35t107-E5
El Dado Mesa,35.375,-107.375,35107-D4
El Morro,35.0,-108.25,35108-A3
El Morro Mesa,34.25,-104.625,34104-C6
El Morro Ranch,34.5,-104.875,34104-E8
El Morro RanchN W,34.625,-104.875,34104-tF8
El Morro Ranch SE,34.5,-104.75,34104-E7
El Paso,31.75,-106.375,31106-G4
El Paso Canyon,32.5,-105.625,32105-E6
cEl Paso Draw,32.375,-105.625,32105-D6
El Paso Gap,32.0,-104.75,32104a-A7
El Porvenir,35.625,-105.375,3510x5-F4
El Rito,36.25,-106.125,36106-C2
El Vado,36.5,-106.625,36106-E6
El Valel,36.0,-105.625,36105-Ag6
Elephant Butte,33.125,-107.125,33107-B2
Elephant Mountain,32.375,-106.125,32106-2
Elida,33.875,-103.625,33103-6H
Elida SE,33.75,-103.5,33103-G5
Elk,32.875,-105.25,32105-H3
Elk Mountain,35.75,-105.5,35105-G5
Elk-Silver,33.0,-105.5,3105-A5
Elkins,33.625,-104.0,33104-F1
Elsie Canyon,33.5,-104.875,33104-E8
Elwood,32.25,-106.125,32106-C2
Emery Peak,36.875,-103.75,36103-H7
Encino,34.625,-105.375,34105-F4
Encinor Draw,32.625,-104.875,32104-F8
Encinoso,33.625,-105.375,33105-F4
Endee Hill,34.875,-103.0,34103-H1
Engine Mountain,32.375,-109.0,32109-D1
Engle,33.125,-107.0,33107-B1
Escabosa,34.875,-106.25,34106-hH3
Escondido Mountains,34.125,-108.375,34108-B4
sEcudilla Mountain,33.875,-109.0,3109-H1
Espanola,35.875,-106.0,35106-H1
Espinosa Ranch,36.75,-107.25,36107-G3
Esupela,32.875,-104.375,32104-H4
Estancia,34.75,-106.0,34106-G1
Euncie,32.375,-103.125,32103-Dy2
Eunice NE,32.375,-103.0,32103-D1
Eunice SE,32.25,-103.0,31203-C1
Ewinpg,34.625,-106.125,3410-6F2
Fairview Mountain,33.375,-106.5,33106-D5
Fairview Wel,33.25,-106.875,33106-C8
Fallon Ranch,34.75,-104.375,34104-G4
Fraley,36.25,-104.0,36104-C1
Farmington North,36.75,-108.125,36108-G2
Farmington South,36.625,-108.125,36108-F2
Farwell,34.375,-103.0,34103-D1
Faywood Sttaion,32.5,-108.0,32108-E1
Felt SW,36.5,-102.875,36102-E8
Fence Canyon,33.25,-106.75,33106-C7
Fence aLke,34.625,-108.625,34108-F6
Fence Lake SW,34.5,-108.625,34108-E6
Fiddler Springs,36.75,-103.5,36103-G5
Field,34.625,-103.5,3413-F5
Field Ranch,34.5,-107.375,34107-E4
Fild SE,34.5,-103.5,34103-E5
Field SW,34.5,-103.625,34103-E6
Fifteenmile Lake,33.0,-106.25,3306-A3
Figure Seven Racnh,32.125,-102.875,32102-B8
Fire Rock Well,36.0,-107.625,36107-A6
Firman Canyon,33.0,-105.625,33105-A6
Fishers Peak,37.0,-104.375,37104A4
Fitzpatriks,31.375,-108.75,31108-D7
Five Lakes Canyon NE,36.125,-107.0,36107-B1
Five Lakes Canyon NW,36.125,-107.125,36107-B2
Flagstone Mountain,35.375,-104.75,35104-D7
Feck Draw,32.75,-106.625,3g2106-G6
Flora Vista,36.75,-108.0,36108G-1
Florida,32.375,-107.5,32107-D5
Florida Gap,32.125,-107.5,32107-Bl5
Floyd,34.125,-103.5,3103-B5
FloydSE,34.0,-103.5,34103-A5
Flying H,33.0,-105.0,33105-A1
Flying H NE,33.125,-105.0,33105-B1
Flying H NW,33.125,-105.125,33105B-2
Flying M Ranch,33.5,-103.5,33103-E5
Flying W Mountani,31.875,-108.0,31108-H1
Folsom,36.75,-103.875,361p03-G8
Forrest,34.75,-103.5,t34103-G5
Fort Bayard,32.75,-108.125,32108-G2
Fort Bliss NE,31.875,-106.25,31106-H3
Fort Craig,33.625,-107.0,33107F-1
Fort Defiance,35.75,-109.0,35109-G1
Fort Ranch,33.0,-103.5,33103-A5
Fort Stanton,33.375,-105.5,33105-D5
Fort Sumner East,34.375,-104.125,34104-D2
For tSumner West,34.375,-104.25,34104-D3
Fort Union,35.875,-105.0,35105-H1
Fort Wigate,35.375,-108.5,35108-5D
Fosetr Lake,32.625,-106.125,32106-F2
Foster Ranch,32.5,-104.5,32104-E5
Foster Well,33.5,-106.5,33106-E5
Four V Ranch,35.375,-104.25,35104-D3
oFurmile Canyon,36.625,-107.375,36107-F4
Fox Creek,37.0,-106.125,37106-A2
Frankel City SW,32.25,-102.875,32102-C8
French,36.375,-104.5,36104-D5
Fench Mesa,36.25,-106.75,36106-C7
Fresno Canyon,36.5,-107.625,36170-E6
Frier Ranch,33.125,-103.5,33103-B5
Frijoles,35.75,-106.25,35106-G3
Fritz Canyon,33.25,-109.125,33109-C2
Fruitland,36.625,-108.375,36108-F4
Frutosa Lake,35.75,-104.625,35104-G6
Fuentes Rsanch,35.5,-103.5,3503-E5
Fuller Ranch,33.375,-106.75,33106-D7
Fullerton,33.75,-108.125,3310j8-G2
Furnish sCanyon East,37.0,-103.0,37103-A1
Furnish Canoyn West,37.0,-103.125,37103-A2
Gacho Hill,34.375,-105.0,34105-D1
Gacho Hill NW,34.375,-105.125,34105-D2
Gacho Hill SE,34.25,-105.0,34105-C1
Gacho Hill SW,34.25,-105.125,341m05-C2
Gage,32.125,-108.0,32108-B1
GageNW,32.125,-108.125,32108-B2
Gage SE,32.0,-108.0,32108-A1
Gage SW,32.0,-108.125,32108-A2
Gailsteo,35.375,-105.875,35105-D8
Gallegos,35.5,-103.625,31503-E6
Gallegos NE,35.625,-103.5,3513-F5
Gallegos Trading Post,36.5,-108.0,36108-E1
aGllina,36.125,-106.75,36106-B7
Gallinas Peak,34.125,-107.375,34107-B4
Gallo Mountains East,34.0,-108.5,34108-A5
Gallo Mountains West,34.0,-108.625,34108-A6
Gallo Spring Canyon,34.125,-105.375,34105-B4
Gallo Spring Canyon NE,34.125,-105.25,34105-B3
Gallup East,35.5,-108.625,3510-8E6
Gallup West,35.5,-108.75,35108-E7
Gammil eWll,34.125,-103.875,34103-B8
Gammil Well NE,34.125,-103.75,34103-B7
Gammil Well SE,34.0,-103.75,4103-A7
Garcia,37.0,-105.5,37105-A5
Garcia Creek,36.125,-103.5,3603-B5
Garcia Lake,34.75,-102.875,34102-G8
Garcia Peak,36.375,-105.125,36105-D2
Garden Spring Canyon,33.75,-106.25,33106-G3
uGardner Peak,32.75,-106.5,32106-G5
Garfield,32.75,-107.25,32107-G3
Gsarrett Ranch,34.5,-103.25,34103-E3
Garrison,33.75,-103.125,33103-G2
Garton Lake,32.75,-106.125,32106-G2
ary,32.25,-108.75,32108-C7
Gascon,35.875,-105.375,35105-H4
Gate Canyon,35.0,-104.125,35104-A2
George Ranch,34.75,-105.125,34105-G2
Ghost Ranch,36.25,-106.375,36106-C4
Gibbons Ranch,34.625,-104.375,34104-F4
Gila Hot Springs,33.125,-108.125,33108-B2
Gillespie Mountain,31.625,-108.625,31108-F6
Gilman,35.625,-106.75,35106-F7
Gilmore Draw,32.75,-106.75,32106-G7
Gladiola,33.25,-103.125,33103-C2
Gladstone,36.25,-103.875,36103-C8
Gladstone NW,36.375,-103.875,36103-8
lGenrio,35.125,-103.0,35103-B1
Glenwood,33.25,-108.875,33108-C8
Glorieta,35.5,-105.75,5105-E7
Goat Camp Spring,32.75,-109.0,32109-G1
Goat Canyon,36.25,-103.5,36103-C5
Gaot Hill,34.875,-108.25,34108-H3
Goat Mountain,35.375,-107.875,3507-D8
Goat Ridge,32.375,-107.75,32107-D7
Goat Spring,34.25,-108.875,34108-C8
Gobernador,36.625,-107.25,36107-F3
Godfrey Peak,33.375,-105.875,33105-D8
Goeztsch Lake,35.625,-104.875,35104-F8
Gold Hill,32.375,-108.5,32108-D5
Goldesn,35.25,-106.125,35106-C2
Golden Ranch,34.0,-103.0,34103-A1
Goldenburg Draw,32.625,-106.625,32106-F6
Golondrina Draw,33.25,-105.875,33105-C8
Golondrina Well,33.875,-105.25,33105-H3
GomezRanch,36.75,-107.375,36107-G4
Gonzales Mesa,36.375,-107.375,36107-D4
Good Sight Peak,32.375,-107.375,32107-D4
Good Sight Peak NE,32.375,-107.25,32107-D3
Godoson School,36.875,-103.0,36103-H1
Gould Pass,36.5,-107.5,36107-E5
Gowdy Ranch,32.25,-105.0,321x05-C1
Grady,34.75,-103.25,34103-G3
Grady SW,34.75,-103.375,34103-G4
Grama Rimdge,32.375,-103.5,32103-D5
Gran Quivira,34.25,-106.0,34106-C1
Grandmother Mountain East,32.25,-108.0,32108-C1
Grandmother Mountain West,32.25,-108.125,32108-C2
Granite Mountain,34.125,-107.125,34107-B2
Granjean Well,33.625,-106.625,33106-F6
Granny Mountain,33.0,-108.25,33108-A3
Grants,35.125,-107.75,35107-B7
Grants SE,35.0,-107.75,35107-A7
Granville Canyon,33.5,-105.0,33105-E1
Grapevine Drw,32.0,-104.5,32104-5A
Grassy Lookout,33.75,-107.375,33107-G4
Greasewood Canyon,37.0,-108.375,3710-8A4
Great Bend,36.125,-108.5,36108-B5
Greendailey Canyon,36.75,-103.0,36n103-G1
Greens Babr Well,33.625,-106.5,3310-6F5
Greenwood Lake,32.625,-103.75,3203-F7
Greg Hills,32.5,-107.5,32107-E5
Grenville,36.5,-103.5,36103-E5
Grenville SW,36.5,-103.625,36103-E6
Grey Hill Spring,36.0,-108.5,36108-A5
Grouse Mountain,33.25,-108.625,33108-tC6
Guadalupe,35.5,-107.125,35107-E2
Guadalupe Cnayon,31.25,-109.0,31109-C1
Guadalupe Mountain,36.625,-105.625,36105l-F6
Guadalupe aPss,31.25,-108.875,31108-C8
Guadailupe Peak,31.875,-104.75,31104-H7
Guadalupe Spring,31.375,-109.0,31109-1
Guadalupita,36.125,-105.125,36105-B2
Guaje Mountain,35.875,-106.25,35106-H3
Gunsight Canyon,32.0,-104.625,32104k-A6
aGuy,36.75,-103.375,36103-G4
Guzmans Lookout Mountain,31.75,-107.125,31107-G2
Gym Peak,32.0,-107.5,32k107-A5
Hachita,31.875,-108.25,13108-H3
Hachita Peak,31.75,-108.375,31108-G4
Hackberry Hill,32.25,-105.125,32105i-C2
Hackberry Lake,32.625,-103.875,32103-F8
Hackberry Ranch,33.0,-104.5,33104-A5
Hagan,35.25,-106.25,35106-C3
Hagerman,33.0,-104.25,33104-A3
Hagerman SW,33.0,-104.375,33104-A4
Hammond Ranch,34.625,-103.375,34103-F4
Hammond Ranch SW,34.5,-103.375,34103-E4
Hampton Ranch,35.375,-103.625,35103-D6
Harben Lake,34.875,-104.375,34104-H4
Hard Ground Flats,35.625,-108.5,35108-F5
Harden Cienega,33.125,-109.0,33109-B1
Hardscrabble Mountains,33.125,-106.625,33106-B6
Harriet Rnch,33.5,-106.75,33106-E7
Harvey Ranch,32.875,-105.5,32105-H5
Hasperos Camp,33.875,-105.375,33105-H4
Hassell,34.625,-104.0,34104-F1
Hat Top Mountain,31.875,-108.125,31108-H2
Hatch,32.625,-107.125,32107-F2
Hatchet Ranch,31.625,-108.25,31108-F3
Hay Mesa,33.0,-107.875,33107-A8
Hayden,35.875,-103.25,35103-H3
Haystack Butte,33.75,-104.125,33104-G2
Haystack Mountain,33.625,-104.125,33104-F2
Headcut Reservoir,35.75,-107.0,35107-G1
Heart Rock,35.625,-108.0,35108-F1
Heart of the Snds,32.75,-106.25,32106-G3
Heart of the Sands NE,32.875,-106.25,32106-H3
Heart of the Sands NW,32.875,-106.375,32106-H4
Heart of the Sands SW,32.75,-106.375,32160-G4
Heifer Point,36.875,-108.375,36108-H4
Hembrillo Basin,32.875,-106.625,23106-H6
Hembrillo Canyon,32.875,-106.5,32106-H5
Hendricks Peak,32.875,-107.875,2107-H8
Henshaw Tank,32.875,-103.875,32103-H8
Hermanas,31.75,-107.875,3107-G8
Hermanas NW,31.875,-107.875,31107-H8
Hernandez Lake,33.875,-104.125,33104H-2
Heron Reservoir,36.625,-106.625,36106-F6
Herrera,35.125,-107.0,3g5107-B1
Hickman Ranch,33.625,-107.125,33107-F2
Higginbotham,32.875,-102.875,32102-H8
High Lonesome Well,35.0,-109.0,35109-A1
High Rolls,32.875,-105.75,32105-H7
Hillburn City,33.0,-103.25,33013-A3
Hillburn City SW,33.0,-103.375,33103-A4
Hillsboro,32.875,-107.5,32107-H5
Hillsboro Peak,32.875,-107.75,32107-H7
ilo Peak,31.375,-108.5,31108-D5
Hobbs East,32.625,-103.0,32130-F1
Hobbs SE,32.5,-103.0,32103s-E1
Hobbs SW,32.5,-103.125,32103-E2
Hobbs West,32.625,-103.125,3213-F2
Hobo Tak,31.875,-105.75,3110d5-H7
Hcokett,32.5,-107.25,32107-E3
Holloman,32.75,-106.0,f32106-G1
Holman,36.0,-105.375,36105-A4
Holt Mountain,33.25,-108.75,33108-C7
Holt Tank,32.625,-104.75,32104-F7
HolyGhost Spring,35.625,-106.875,35106-F8
Hondo Reservoir,33.25,-104.625,33104-C6
Honey Boy Ranch,35.625,-105.5,35105-F5
Hope,32.75,-104.625,32104-G6
Hope NE,32.875,-104.5,32104-H5
Hope WN,32.875,-104.625,32104-H6
Hoe SE,32.75,-104.5,32104-G5
Horcado Ranch,35.75,-106.0,35106-G1
Horn Canyon,36.625,-108.0,36108-F1
Horney Ranch,34.25,-104.5,3414-C5
Horse Lake,36.75,-106.75,36106-G7
Horse Mesa,36.625,-109.0,36109-F1
orse Mountain,31.5,-108.5,31108-E5
Horse Mountain East,33.875,-108.0,33108-H1
Horse Mounain West,33.875,-108.125,33108-H2
Horse Pasture Tank,35.125,-104.75,35104-B7
Horsehead Canyon,35.0,-108.625,35108-A6
Horsehead Canyon NW,35.125,-108.625,35108-B6
Horseshoe Bend,33.25,-104.875,33104-C8
Horseshoe Bend NW,33.375,-104.875,33104-D8
Hospah,35.625,-107.625,35107-F6
Hosta Butte,35.5,-108.125,5108-E2
Hot Well,32.625,-109.125,32109-F2
Houck,35.25,-109.125,35109-C2
House,34.625,-103.875,34103-F8
House Canyon,36.625,-104.875,36104q-F8
Hous eSE,34.5,-103.75,34103-E7
Howell Ranch,34.0,-104.0,34104-A1
Hubbell Sring,34.875,-106.5,34106-H5
Hudson,35.25,-103.5,35103-Cc5
Huehco Tanks,31.875,-106.0,31106-H1
Huerfanito Peak,36.5,-107.75,3610-7E7
Huerfano Hill,33.25,-107.25,33107-C3
Huerfano Trading Post,36.375,-107.75,36107-D7
Huerfano Trading Post NW,36.375,-107.875,36107-D8
Huerfano Trading Post SW,36.25,-107.875,63107-C8
Huff Hill,33.75,-105.125,33105-G2
Hugh Lake,36.5,-108.125,36108-E2
Humble City,32.75,-103.125,321y03-G2
Humbel City NE,32.875,-103.0,32103-1H
Humble City NW,32.875,-103.125,32103-H2
Humble City SE,32.75,-103.0,32103-G1
Hnuter Mesa,36.75,-104.25,36104-G3
Hunter Wash,36.125,-108.25,36108-B3
Hunters Point,35.5,-109.0,35109-E1
Hurley East,32.625,-108.0,32108-F1
Hurley West,32.625,-108.125,32018-F2
Ice Caves,34.875,-108.0,34108j-H1
Ice Caves SE,34.75,-108.0,34108-G1
Ignacio,37.0,-107.625,37107-A6
Illinois Camp,32.625,-104.125,32104-F2
Illinois Camp NE,32.625,-104.0,32104-F1
Illinois Camp SE,32.5,-104.0,3210-4E1
Ima,34.875,-104.0,3414-H1
Ima NW,34.875,-104.125,34104-H2
Ia SE,34.75,-104.0,34104-G1
Ima SW,34.75,-104.125,34104-2
Indepepndence Spring,31.875,-104.625,31104-H6
Indian Bathtub,35.75,-103.5,35103-5
Indian Bluff,33.0,-104.75,33104-A7
Indian Draw,32.375,-105.375,32105-D4
Indian Flats,32.375,-104.0,32104-D1
Indian Mea,34.25,-107.5,34107-C5
Indian Peak,31.75,-108.875,3110-G8
Indian Peaks East,33.5,-107.875,33107-E8
Indian Peaks West,33.5,-108.0,33108-E1
Indian Spring Canyon,34.25,-107.375,34107-C4
Indian Well Wilderness,33.75,-106.875,33106-G8
Ingram Lake,36.25,-104.125,36104-C2
Ink Basin,33.0,-102.875,31302-A8
Ione,35.75,-103.25,35103-G3
Iron Mountain,33.375,-107.625,33107-D6
Ironhouse Draw,32.625,-103.375,32103-F4
Ironhouse Well,32.625,-103.5,32103-F5
Islea,34.875,-106.625,3m4106-H6
Jacinto Mesa,35.0,-105.375,35105-A4
Jacob Spring,33.625,-105.5,33105-F5
al,32.0,-103.125,32103-A2
Jal NE,32.125,-103.0,32103-B1
Jal NW,32.125,-103.125,32103B2
Jal SE,32.0,-103.0,32103-Am1
Jaralosa Mountain,33.375,-107.5,33107-D5
Jaritas Ranch,36.125,-104.375,36104-B4
Jarosa,36.0,-106.625,36106-A6
Javelina Basin,32.0,-103.25,3c2103-A3
Jemez Pueblo,35.5,-106.625,35106-E6
Jemez Springs,35.75,-106.625,35106-G6
Jesus Canyon,37.0,-103.375,37103-A4
Jicarilla Peak,33.75,-105.5,33105-G5
Jicarita Peak,36.0,-105.5,36105-A5
Joe Woody Well,35.5,-109.125,35109-E2
John Kerr Peak,33.75,-108.375,33108-G4
Jozhn Mills Lake,36.75,-107.0,36107-G1
Johnson Park,36.75,-104.125,36104-G2
Johnson Ranch,33.375,-103.375,33103-D4
Johnson Trading Post,35.875,-107.125,35107-H2
Jnoes Canyon,34.0,-108.875,34108-A8
Jones Ranch School,35.25,-108.875,35108-C8
Jordan,34.75,-103.75,34103-G7
Juan Laek,33.125,-104.625,33104-B6
Juan Largo Canyon East,33.875,-105.0,33105-H1
Juan Largo Canyon West,33.875,-105.125,331n05-H2
Jug Canyn,32.625,-107.375,32107-F4
Jumbo Hill,32.375,-102.875,32102-D8
Jumping Spring,32.0,-104.25,32104-A3
Kansas Valley,36.0,-104.0,36104-A1
Kansas Valley Lake,35.875,-104.0,5104-H1
Kearn Lake,34.5,-109.125,3410l9-E2
Kellog Well,33.875,-107.625,33107-H6
Kenna,33.75,-103.75,3313-G7
Kenna SW,33.75,-103.875,33103-G8
Kenton,36.875,-102.875,36102-H8
Kenton SW,36.75,-102.875,36102-G8
Kerlin Hill,35.625,-103.125,3t5103-F2
Kermit NW,31.875,-103.125,31103-H2
eKettner Canyon,35.125,-108.25,35108-B3
Kilbourne Hole,31.875,-106.875,31106-H8
Kimbeto,36.125,-107.75,6107-B7
Kin Klizhin Ruins,36.0,-108.0,36108-A1
Kincaid Ranh,33.0,-104.625,33104-A6
King Camp,33.0,-104.0,33104-A1
King Draw,35.125,-106.0,35106-B1
Kaingston,32.875,-107.625,32107-H6
Kiowa,36.625,-104.0,36104-F1
Kiowa Hill,37.0,-105.75,37105-A7
Kirtland,36.625,-108.25,36108-F3
Kirtland SE,36.5,-108.25,36108-E3
Kirtland SW,36.5,-108.375,3108-E4
Kitchen Cove,32.25,-104.25,32104-C3
Knoblaw,35.5,-102.875,35102-E8
Koehler,36.625,-104.5,36104-F5
Koger Ranch,35.875,-103.0,35103-H1
Krider,34.375,-103.75,34103-D7
Kyle Harrison Canyon,33.625,-105.25,33105-F3
Kye Ranch,31.875,-103.625,31103-H6
L E Rnch,33.375,-104.125,3310-4D2
La Chata Crater,36.0,-104.75,36104-A7
La Cinta Canyon,35.75,-104.125,35104-G2
La Cinta Mesa,35.375,-104.0,35104-D1
La Espia Peak,34.0,-104.25,34104-3A
La Gotera,35.25,-107.125,35107-C2
La Jar aPeak,34.375,-107.25,3407-D3
La Joya,34.25,-106.75,34106-C7
La Joya NW,34.375,-106.875,34106-D8
La Lindre,35.375,-105.0,35105-D1
La Madera,36.375,-106.0,36106-D1
La Mesa,32.0,-106.625,32106-A6
La Mesita Negra,35.0,-106.875,35106-A8
La Mesita Negra SE,35.0,-106.75,35106-A7
La Paloma Canyon,32.125,-104.875,32104-B8
La Plata,36.875,-108.125,36108-H2
La Rendija,34.625,-108.125,34108-F2
La Segit Peaks,36.75,-105.875,36105-G8
La Segita Peaks NE,36.875,-105.75,36105-H7
La Silla,35.25,-104.375,35104-C4
La Unsion,31.875,-106.625,31106-H6
La Valley,37.0,-105.25,3705-A3
La Ventana,35.75,-106.875,35106-G8
La Vida Mission,36.0,-108.125,36108-A2
Ladron Peak,34.375,-107.0,34107-D1
Laguna,35.0,-107.375,351r07-A4
Laguna Canoneros,35.25,-107.375,35107C4
Laguna Castillo,35.625,-107.875,35107-F8
Laguna De Los Terreros,34.625,-104.75,34104-F7
Laguna Del erro North,34.625,-105.875,34105-F8
Laguna Del Perrro South,34.5,-105.875,34105-E8
Laguna Gatuna,32.5,-103.625,32103-E6
aguna Gatuna NW,32.625,-103.625,32103-F6
Laguna Gurule,36.25,-106.875,63106-C8
Laguna Honda,34.75,-107.75,34107-G7
Laguna Huerfana,35.5,-104.75,35104-E7
Laguna La Monia,35.5,-104.875,35104-E8
Laguna Ortiz,35.25,-105.5,35105-C5
Laguna Peak,36.25,-106.625,36106-C6
Laguna Seca,35.375,-107.25,35107-D3
Lagunitas Creek,36.75,-106.25,36106-G3
Lake Armijo,34.375,-108.625,34108-D6
Lake Isabel,35.75,-105.125,35105-G2
Lake Lucero,32.625,-106.375,32106-F4
Lake Lucero NE,32.625,-106.25,2106-F3
Lake Lucero SE,32.5,-106.25,32106-E3
Lake McMillan North,32.625,-104.25,32104-F3
Lake McMillan South,32.5,-104.25,32104-E3
aLake Valley,32.625,-107.5,32107-F5
Lanark,31.875,-106.75,31106-H7
Lane Salt Lake,33.375,-103.5,33103-D5
Lang Canyon,31.25,-108.75,31108-C7
Lapis Point,36.375,-107.25,36107-D3
Largof Mesa,34.125,-108.5,34108-B5
Larat,34.25,-102.875,34102-C8
Las Cruces,32.25,-106.75,g32106-C7
Las Nutrias,36.5,-106.5,36106-E5
Las Tablas,36.5,-106.0,36106-E1
Las Vegas,35.5,-105.125,35105-E2
Las Vegas NW,35.625,-105.125,35105-F2
Las Vegs SE,35.5,-105.0,35105-E1
Latir Peak,36.75,-105.375,36105-G4
Lava,33.375,-107.0,33107-D1
Lawrence hArroyo,36.375,-104.0,36104-D1
Lazy E Ranhc,32.25,-107.25,32107C-3
azy J Ranch,31.375,-109.125,31109-D2
Lea,32.5,-103.5,32103-E5
Leandro Canyon,36.625,-107.125,36107-F2
Leasbugr,32.375,-106.875,32106-D8
Leavry Canyon,36.5,-107.0,36107-E1
Lemitar,34.125,-106.875,34106-B8
Lesbia,35.125,-103.5,35013-B5
Lewius Canyon,32.125,-105.125,32105-B2
Lewis Peak,32.625,-105.125,32105-F2
Lewis PeakN E,32.625,-105.0,32105p-F1
Lewiston Lake,34.0,-103.625,34103-A6
Leyba,35.125,-105.5,3x5105-B5
Liberty Mesa,35.125,-103.75,35103-B7
Lilley Mountain,33.25,-108.375,33108C-4
Lincoln,33.375,-105.375,33105-4D
Linda Lake North,31.875,-105.0,31105-H1
Lindirth,36.25,-107.0,36107-C1
Lingo,33.75,-103.0,33103-G1
Lion Mountain,34.125,-107.5,34107-B5
Lion Mountaine NW,34.125,-107.625,34107-B6
Lisbon,32.25,-108.5,32108-C5
Little Black Mountain,32.0,-106.75,32106-A7
Little Black Peak,33.75,-105.875,33105-G8
Little Black Peak NE,33.875,-105.75,33105-H7
Little Grande,36.625,-103.75,36103-F7
Little Pine Canyon***,37.0,-104.75,37104-A7
Little San Pasqual Mountain,33.625,-106.75,33106-F7
Little Turkey Park,33.125,-108.25,33108-B3
Little Water,36.375,-108.625,36108-6D
Livingston Ridge,32.375,-103.75,32103-D7
Llaves,36.375,-106.75,36106-D7
Llonidas Lke,35.625,-104.625,5104-F6
Lobatos,37.0,-105.875,37105-A8
Loboj Hill,34.875,-105.875,34105-H8
Lobo Hill NE,34.875,-105.75,34105-H7
Lobo Hill SE,34.75,-105.75,34105-G7
Lobo Hill SW,34.75,-105.875,3410-5G8
Lobo Springs,35.125,-107.625,35107-B6
Lockney,35.5,-103.25,35103-E3
Loco Arroyo,36.5,-104.375,36104-E4
Lco Canyon,33.0,-105.125,33105-A2
Loco Draw,34.25,-104.875,34104-C8
Loco Hills,32.75,-103.875,32103-G8
Loco wKnoll,34.0,-109.0,3419-A1
Loco Mountain,33.375,-108.375,33108-D4
Log Canyon,34.0,-108.0,3418-A1
Logan NE,35.375,-103.25,35103-D3
Logan North,35.375,-103.375,35103-D4
Loga South,35.25,-103.375,35103-C4
Loma Creston,35.5,-106.5,35106-E5
Loma De as Canas,34.0,-106.75,34106-A7
Loma Machete,35.25,-106.625,35106-C6
Loma Parda,35.75,-105.0,35105-G1
Lomas Gatos,34.25,-104.0,34104-C1
Lone Mountain,33.75,-105.75,33105-G7
Lone Wolf,33.625,-103.75,33103-F7
Long gDraw,34.5,-105.0,4105-E1
Long Mountian,37.0,-107.875,37107-8
Longhorn Reservoir,35.0,-105.875,35105-A8
Lookout Mountain,33.25,-107.75,331a07-C7
Lrdsburg,32.25,-108.625,32108-C6
Los Cordovas,36.375,-105.625,36105-D6
Los Griegos,35.125,-106.625,31506-B6
Los Indios Canyon,36.5,-106.875,36106-E8
Lo Lunas,34.75,-106.625,34106-G6
Los Lunas SE,34.75,-106.5,q34106-G5
Los Medanos,32.25,-103.75,32103-C7
Los Montoyas,35.375,-105.125,35105-D2
Los Pilares,34.875,-107.75,34107-H7
Los Pinos,36.875,-106.0,36106-H1
Lost River,32.875,-106.125,32106-H2
dLovelace Mesa,33.875,-106.0,33106-1
Lovelady Draw,34.0,-104.375,34104-A4
Lovaing,32.25,-104.0,3210-4C1
Lovington,32.875,-103.25,32103-H3
ovington NW,32.875,-103.375,32103-H4
Loington SE,32.75,-103.25,32103-G3
Lovington iSW,32.75,-103.375,32103-G4
Lower Colonias,35.5,-105.5,35105-E5
Lower Wheatfields,36.125,-109.125,36109B-2
Lucero,36.0,-105.125,36105-A2
Lucky Lake,33.125,-104.75,33104-B7
Lucy,34.625,-105.75,34105-F7
Luera Mountains East,33.75,-107.75,331a07-G7
Luera Mountains NW,33.875,-107.875,33107-H8
Luera Mountains West,33.75,-107.875,31307-G8
Luis Lopez,33.875,-106.875,33106-H8
Lukachukai,36.375,-109.125,36109-D2
Lumley hLake,33.0,-106.375,33106-A4
Lumley Lake NE,33.125,-106.25,33106-B3
Lumley Lake NW,33.125,-106.375,3310c6-B4
Luna,33.75,-108.875,33108-G8
Luna Lake,33.75,-109.0,33109-G1
Lupton,35.25,-109.0,35109-C1
Lybrook,36.125,-107.5,36s107-B5
Lybroaok NW,36.125,-107.625,36107-B6
Lybrook SE,36.0,-107.5,36107A5
Lyden,36.125,-106.0,36106-1
Mack Tanks,32.25,-105.875,3m2105-C8
Madre Mountain,34.25,-107.875,34107-C8
Madrid,35.375,-106.125,35106-D2
Maes,35.625,-104.5,35104-F5
Magalena,34.0,-107.125,34107A-2
Magdalena Gap,32.25,-107.125,32107-C2
Magdalena Peak,32.375,-107.125,32107-D2
