objectid(long),dfirmid,fldarid,fldzone,floodway,sfhatf,staticbfe(double precision),vdatum,depthvalue(double precision),lenunit,velocity(double precision),bferevert(double precision),deprevert(double precision),sourcecit,hydroid,cstmdlid
847102.0,350022,1429057_131,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,350022,1526115_255,AO,FLOODWAY,F,-9999.0,NAV8D8,-7190.340920846993,FEET,-9999.0,-9999.0,-12551.099506313069,1549138_STUDY4,1549138_-9999,1549138_-9999
847101.0,350022,1429057_180,AE,FLOODWAY,,-9999.0,NAV8D8,-9999.0,FEET,-5373.816546850831,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847101.0,350022,1429057_186,E,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847100.0,350022,1429057_266,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,350022,1429057_120,AE,FLOODWAY,F,-7583.1839393191,NAVD88,-5622.658344973148,FEET,-9999.0,-8225.09325358668,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,350022,1429057_48,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-8625.597794268884,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,350022,1429057_105,X,FOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,549138_-9999
847100.0,350022,1429057_91,X,FLOODWAY,T,-6990.402122172571,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,350022,1429057_249,AE,FLOODWAY,T,-9999.0,NAVD88,-7492.855725866921,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,350022,1526115_255,AO,FLOODWAY,F,-9999.0,NAVDu88,-9999.0,FEET,-10041.2746479617,-9999.0,-13371.325566884776,1549138_STUDY4,1549138_-9999,1549138_-9999
847055.0,350022,1526115_255,AO,FLOODWAY,F,-9999.0,NVD88,-9999.0,FEET,-9999.0,-9999.0,-14674.448821931168,1549138_STUDY4,1549138_-9999,1549138_-9999
847333.0,350022,1526115_255,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,EET,-9999.0,-9999.0,-7951.945432436563,1549138_STUDY4,1549138_-9999,1549138_-9999
847105.0,350022,1429057_208,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FETE,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,549138_-9999
847302.0,350022,1429057_227,AO,FLOODWYA,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847055.0,350022,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,350022,1526115_255,E,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,149138_-9999
847099.0,350022,1429057_71,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEEtT,-9999.0,-13854.219254148988,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,350022,1429057_89,AH,FLOODWAY,F,-9999.0,NAVD8l8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847101.0,350022,1429057_84,AH,FLOODWAY,F,-6121.079810273583,NAV8D8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,35001C,1526115_255,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,154v9138_STUDY4,1549138_-9999,1549138_-9999
847105.0,3501C,1549138_6217,AH,FLOODWAY,,4930.0,NAVD88,-14259.793741343829,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549n138_-9999,1549138_-999
847099.0,35001C,1549138_7150,AE,FLOODWAY,F,-9999.0,NAV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,3x5001C,1526115_255,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847103.0,35001C,1549138_5675,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-11281.690297765645,-9999.0,1549138_STUDY4,1549138_-9999,5149138_-9999
847333.0,35001C,1526115_255,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_x-9999
847104.0,35001C,1549138_6731,AH,FLOODWAY,F,-9999.0,NAVD88,-14171.568388045353,FEET,-9999.0,-9999.0,-9035.826867093838,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,35001C,1549138_5838,E,FLOODWYA,T,5210.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138-9999
847098.0,3c5001C,1526115_255,AH,FLOODWAY,T,4976.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-6579.864182501319,1549138_STUDY4,1549138_-9999,1549138_-9999
847400.0,35001C,1526115_255,X,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847300.0,35001C,1549138_6593,AE,FLOODWAY,T,-14848.272504715194,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847100.0,350022,1429057_103,AH,FLOODWAY,F,-9999.0,NADV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_9999
847300.0,350022,1429057_258,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,350022,1429057_80,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,350022,1526115_255,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-13632.2636577034,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,350022,1429057_267,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,350022,1429057_116,AO,FLOODWAY,F,-8457.310453163578,NAV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,350022,1526115_255,A,FLOODWAY,F,-9999.0,NAVDy88,-9999.0,FEET,-13541.787060378592,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-99q99
847330.0,350022,1429057_62,AE,FLOODWAY,T,-9999.0,NAVD88,-13849.52759178204,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154913_8-9999
847103.0,350022,1429057_178,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9784.953163402331,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,350022,1429057_272,X,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-6042.804828411488,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,350022,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9116.227341705584,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,350022,1526115_255,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847118.0,350022,1526115_255,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-5549.694110524095,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,350022,1526115_255,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847332.0,350022,1429057_66,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847101.0,350022,1429057_173,AO,FLOODWAY,F,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847101.0,350022,1429057_17,EA,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-12592.329269811124,-9999.0,-9999.0,1549138_STUDY4,154138_-9999,1549138_-9999
847106.0,350022,1429057_75,AO,FLOODWAY,F,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847333.0,350022,1526115_255,X,FLOODWAY,T,-9999.0,NAzVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847097.0,35001C,1549138_6229,AkE,FLOODWAY,T,4928.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-999,549138_-9999
847103.0,35001C,1549138_7645,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-13492.930116028909,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,35001C,1526115_255,AH,FLOOrDWAY,T,4942.0,NVD88,-9999.0,FEET,-5383.384853155485,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,35001C,1526115_327,X,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDYo4,1549138_-9999,1549138_-9999
847099.0,35001C,1526115_255,A,FLOODWAY,F,-9999.0,NAVD88,-9702.296575031649,FEET,-9999.0,-14264.829702706827,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847333.0,35001C,1526115_255,X,FLOODWAY,T,-9999.0,NAVD88,-13148.9124433208,FEET,-9999.0,-5983.949310448757,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,35001C,1526115_255,AH,FLOODWAY,T,5137.0,NAVD88,-9999.0,FEET,-13830.111360782766,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,35001C,1549138_5826,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,5202.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,35001C,1549138_5689,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-14684.709134868652,1549138_STUDY4,1549138_-9999,1549138_-9999
847101.0,35001C,1549138_5839,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,5214.0,NAVD88,-9294.590087032027,FEET,-9999.0,-9499.529240334026,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847097.0,350022,1429057_44,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9006.37523919077,-9999.0,1549138_STUDY4,1549138_-999,1549138_-9999
847223.0,350022,1526115_255,A,FLOODWYA,F,-9999.0,NAVD8g8,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154938_-9999
847331.0,350022,1429057_224,A,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,350022,1526115_255,X,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,350022,1526115_255,A,FLOrODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847300.0,350022,1429057_12,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847101.0,350022,1429057_194,A,FLOOWDAY,F,-9999.0,NAVD88,-9999.0,FEET,-9675.406169418431,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847300.0,350022,1429057_204,AE,FLOODWAY,F,-12646.034078138711,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,350022,1429057_276,X,FLOODWAY,T,-5657.257637569237,NjAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1541938_-9999
847055.0,350022,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-12030.859926198877,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,350022,1429057_156,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847118.0,350022,1526115_255,AE,FLOODWAY,T,-9999.0,NVAD88,-9999.0,EFET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847103.0,350022,1429057_192,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847097.0,350022,1429057_199,AE,FLOODWAY,T,-9999.0,NAVD88,-8234.973772300851,FEET,-9999.0,-9999.0,-5125.118212583603,1549138_STUDY4,1549138_-9999,1549138_-999
847336.0,350022,1429057_39,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,350022,1429057_155,A,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847338.0,350022,1429057_52,AH,FLOODWAY,F,-9999.0,ANVD88,-9999.0,FEET,-7285.20936149104,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,350022,1526115_255,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-7402.688469314462,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,350022,1526115_255,A,LOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_9999
847223.0,350022,1526115_255,AO,LOODWAY,F,-9999.0,NAVD88,-9999.0,FEdET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847300.0,350022,1429057_79,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-11935.655326286584,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,350022,1526115_255,A,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-13735.05973731069,1549138_STUDY4,1549138_-9999,1549138_-9999
847332.0,350022,1429057_115,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847055.0,350022,1526115_255,AH,FLODWAY,F,-9999.0,NAVD88***,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,35001C,1526115_255,A,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847129.0,35001C,1526115_255,AH,uFLOODWAY,T,4932.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_9-999
847098.0,35001C,1549138_5961,A,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847333.0,35001C,1526115_255,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWYA,T,-9999.0,NAVD88,-14218.256125217426,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847044.0,35001C,1526115_255,HA,FLOODWYA,T,4982.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,15k49138_-9999
847118.0,35001C,1526115_255,X,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-10732.47273820395,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,35001C,1526115_255,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847303.0,35001C,1526115_255,AH,FLOOWAY,T,4986.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,35001C,1549138_6149,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-8122.521292970199,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,35001C,1526115_255,AkO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-12472.520193735778,1549138_STUDY4,1549138_-9999,1549138_-9999
847333.0,35001C,1526115_255,AH,FLOODWAY,T,4943.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847336.0,350022,1429057_139,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,350022,1526115_255,E,FLODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-6223.188956891354,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847332.0,350022,1429057_169,AO,FLOODWAY,F,-6799.760532620236,NAVD88,-9999.0,EFET,-9999.0,-12265.90725610066,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847333.0,350022,1429057_132,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847103.0,350022,1429057_87,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FdEET,-8547.442329370526,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154r9138_-9999
847055.0,350022,1526115_255,AH,FLOODWAY,F,-9999.0,AVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,350022,1526115_255,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-5964.839093357918,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847302.0,350022,1429057_64,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-11823.214769233944,-10666.25567112325,1549138_STUDY4,1549138_-9999,1549138_-9999
847097.0,350022,1429057_195,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,154913z8_-9999,1549138_-9999
847223.0,350022,1526115_255,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999***
847333.0,350022,1526115_255,X,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-13945.000186512583,-10229.55444309502,-5796.253147794333,1549138_STUDY4,1549138_-9999,1549138_-9999
847330.0,350022,1429057_218,X,FLOODWAY,T,-11921.12731158601,NAVD88,-9999.0,FEET,-9999.0,-8178.820758663073,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,350022,1429057_124,AE,LOODWAY,F,-7505.060718484485,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-8910.904253781422,1549138_STUDY4,1549138_-9999,1549138_-9999
847333.0,350022,1526115_255,AE,FLOODWAY,T,-9999.0,NAVD88,-10021.747012564194,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847103.0,350022,1429057_57,A,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,350022,1526115_255,AE,FLOODAY,***,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847101.0,350022,1429057_209,AO,FLOODWAY,F,-9999.0,NAVD88,-6814.096665840848,FEET,-9999.0,-9999.0,-9101.427690724917,1549138_STUDY4,1549138_-9999***,1549138_-9999
847055.0,350022,1526115_252,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,350022,1526115_255,X,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FET,-6309.087274192783,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,350022,1526115_255,AE,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,154913_-9999
847098.0,350022,1429057_32,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-5041.818294610964,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847099.0,350022,1429057_41,AO,FLOODWAY,F,-9999.0,NAV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,350022,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,35001C,1549138_6278,X,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,154918_STUDY4,1549138_-9999,159138_-9999
847106.0,35001C,1549138_6021,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,4935.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_ySTUDY4,1549138_-9999,1549138_-9999
847223.0,35001wC,1526115_255,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,EET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847100.0,35001C,1549138_6214,AO,FLOODAWY,T,-9999.0,NAVD88,2.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847106.0,35001C,1549138_6723,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-10791.061041670133,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,35001C,1549138_5755,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-13715.224361447676,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847098.0,35001C,1526115_255,AO,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-999
847103.0,35001C,1549138_5867,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847097.0,35001C,1549138_5863,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FLOODWAY,T,5102.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-6892.219517542002,1549138_STUDY4,1549138_-9999,1549138_-9999
847302.0,35001C,1549138_5676,X,FLOODWAY,T,-9999.0,NAVD88,1.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847333.0,350022,1526115_255,AE,FLOOjDWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847333.0,350022,1526115_255,A,FLOODWAY,F,-9999.0,NAkVD88,-9999.0,FEET,-11576.808880124758,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847104.0,350022,1429057_85,AE,FLOODWAY,T,-12677.882387274754,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847118.0,350022,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-12643.898647678832,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847330.0,350022,1429057_147,X,FLOODWAY,T,-9999.0,NAVD88,-8644.930112282913,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847102.0,350022,1429057_65,AE,FLOODWAY,,-9999.0,NAVD88,-9985.281702426018,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847101.0,350022,1429057_142,X,FLOODWAY,T,-9999.0,NAVD88,-10856.967861679188,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-999b9
847104.0,350022,1429057_29,AH,FLOODWAY,F,-8537.677025560219,NAVD88,-9999.0,FEEsT,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,350022,1526115_255,AH,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
847223.0,350022,1526115_255,X,FLOODWAY,T,-9999.0,NADV88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_9-999
847332.0,350022,1429057_67,AE,FLOODWAY,T,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1594138_-9999,1549138_-9999
847105.0,350022,1429057_201,AE,FLOODWAY,,-9999.0,NAVD88,-9999.0,FEET,-14928.519717741983,-9999.0,-7915.218459630765,1549138_STUDY4,1549138_-9999,1549138_-9999
847330.0,350022,1429057_203,AO,FLOODWAY,F,-9999.0,NAVD88,-9999.0,FEET,-9999.0,-9999.0,-9999.0,1549138_STUDY4,1549138_-9999,1549138_-9999
