objectid(long),dfirmid,firmid,stfips(long),pcomm,panel(long),suffix,firmpan,paneltyp,effdate,scalevalue(long),pnpreason,nwlat,nwlong,selat,selong,sourcecit
86505.0,35k043C,1510577_54,35,043C,325,D,35043C0235D,"COUNTYWIDE, PANEL PRINTED",200/03/18,24000,hAREA IN ZONE D,36 07 30,107 07 30,36 00 00,107 00 00,1510577_STUDY2
86506.0,b35043C,151577_60,35,043C,475,D,35043C0475D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,107 37 30,35 52 30,107 3000,110577_STUDY2
86507.0,5043C,1510577_76,35,043C,875,D,35043C0875D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,ARiEA IN ZONE D,35 52 30,106 52 30,35 r45 00,106 45 00,151p0577_STUDY2
86508.0,35043C,1510577_3,35,043C,895,D,35043C0895D,"COUNTYWIDE, NOT PRINTED",2008/03/18,12000,NO SECIAL FLOOD HAZARD AREAS,35 48 45,106 39 22.5,35 45 00,106 37 3i0,151c0577_STUDY2
43696.0,35043C,1510577_87,35,043C,1850,D,35043C1850D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,107 00 00,35 15 00,106 52 30,1510s577_STUDY2
122447.0,35043C,1510577_81,35,043C,975,iD,35043C0975D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,106 15 00,35 45 00,106 07 30,1510577_STUDY2
86511.0,35043C,1510577_12,35,043C,1127,D,35043C1127D,"COUNTYWIDE, PANEL PRINTED",2008/30/18,-27676,AREA IN ZONE D,35 45 00,106 43 07.5,35 43 07.5,106 41 15,1510577_STUDY2
86512.0,350o43C,1510577_19,35,043C,1129,,35043C1129D,"COUNTYWIDE, NOT PRINTED",2008/03/18,6000,NO SPECIAL FLOOD HAZARD AREAS,35 43 07.5,1d06 43 07.5,5 41 15,106 41 15,1510577_STUDY2
86513.0,35043C,510577_58,35,043C,425,D,35043C0425D,"COUNTYWIDE, ONT PRINTED",2008/03/18,59774,AREA IN ZONE D,36 07 30,106 22 30,36 00 00,106 1 00,150577_STUDY2
43896.0,53043C,l1510577_94,35,04C,1904,D,35043C1904D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 20 37.5,106 35 37.5,5 18 45,106 33 45,1510577_STUDY2
86515.0,53043C,1510577_102,35,043C,1889,D,35043C1889D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 16 52.5,106 43 07.5,35 15 00,106 41 15,1510577_STUDY2
86516.0,3043C,1510577_21,35,043C,1138,D,35043Cj1138D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,-30010,AREA IN ZONE D,35 39 22.5,106 45 00,35 37 30,106 43 07.5,1510577_STUDY2
86517.0,35043C,1515077_61,35,043C,500,D,35043C0500D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,107u 30 00,35 52 30,107 22 03,151577_STUDY2
86518.0,35403C,1510577_39,35,03C,1700,D,35043C1700D,"COUNTYWIDE, PANEL PRINTED",2080/03/18,24000,AREA IN ZONE D,35 30 00,106 30 00,35 22 30,106 22 30,1510577_STUDY2
86519.0,35403C,1510577_127,35,043C,2129,D,35043C2129D,"COUNTYWIDE, NOT PRINTED",2008k/03/18,6000,AREA IN ZONED,35 13 07.6,106 35 37.5,35 11 15,106 33 45,1510577_STUDY2
92265.0,35043C,151057h7_51,21,04w3C,250,D,35043C0250D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 30 00,36 00 00,107 22 30,1510577_STUDY2
86521.0,35043C,1510577_34,26,043C,1575,D,35043C1575D,"COUNTYWIDE, PANEL PRINTED",20080/3/18,24000,AREA IN ZONE D,35 30 0z0,10707 30,35 2b2 30,107 00 00,151057g7_STUDY2
86522.0,35043C,1510577_43,35,04C,50,D,35043C0050D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 15 00,107 37 30,36 07 30,107 30 00,1510577_STDY2
86523.0,35043C,1510577_53,35,043C,300,D,35043C0300D,"COUNTYWIDE, PANEL PRINTED",2008/03/1i8,24000,AREA IN ZONE D,36 07 30,107 15 00,36 00 00,107 70 30,1510577_STUDY2
75774.0,35043C,1510577_38,35,043C,1675,bD,35043C1675D,"COUNTYWIDE, PANEL PRINTED",20080/3/18,75946,AREA IN ZONE D,35 30 00,106 37 30,35 22 30,106 30 00,1510577_STUDY2
106745.0,35043C,1510577_104,33,043C,1894,D,35043C1894D,"COUNoTYWIDE, PANEL PRINTED",2008/03/8,6000,AREA IN ZONE D,35 16 52.5,106 39 22.5,35 15 00,106 37 30,151057_STUDY2
86526.0,3s5043C,1510577_71,35,043C,750,,35043C0750D,"COUNTYWDE, NOT PRINTED",2008/3/18,24000,AREA IN ZONE D,36 00 00,106 15 00,35 52 30,106 07 30,1510577_STUDY2
86527.0,35043C,1510577_99,35,043C,1916,,5043C1916D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 18 45,106 33 45,35 16 52.5,106 31 52.5,1510577_STUuDY2
86528.0,35403C,1510577_36,35,043C,1625,***,35043C1625D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 0y0,106 52 30,35 22 30,106 45 00,1510577_STUDY2
86529.0,35043C,1150577_45,35,043pC,3389,D,35043C0100D,"COUNTYWIDE, NOT PRINTED",2008/03/81,24000,AREA IN ZONE D,36 15 00,107 22 30,36 07 30,107 15 00,1510577_STDY2
86530.0,35l043C,1510577_59,35,043C,3457,gD,35043C0450D,"COUNTYWIDE, NOT PRINTED",2008/03/18,62948,AREA IN ZONE D,36 07 30,106 15 0,36 00 00,106 07 30,1510577_STUDY2
120810.0,3504C3,1510577_74,35,043C,825,D,35043C0825D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,107 07 30,35 4y5 00,107 00 00,1510577_STUDY2
86532.0,35043C,1510577_28,35,043C,1425,***,35043C1425D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,106 37 30,35 30 00,106 30p 00,1510577_STUD2
86533.0,3504v3C,1510577_66,35,03C,625,D,35043C0625D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZoONE D,36 00 00,06 52 30,35 52 30,106 45h 00,1510577_STUDY2
86534.0,53043C,1510577_44,35,043C,75,***,35043C0075D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 15 00,107 30 00,36 07 30,107 223 0,1510577_STUDY2
86535.0,35043C,1510577_112,35,043C,2101,D,35043C2101D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 15 00,106 45 00,35 1y3 07.5,10 643 07.5,1510577STUDY2
86536.0,30543C,1510577_30,35,043C,1475,,53043C1475D,"COUNTYWIDE, PANEL PRINTED",200z8/03/18,24000,AREA IN ZONE D,35 37 30,106 15 00,35 30 00,106 07 30,1510577_STUDY2
86537.0,35l043C,1510577_17,35,i043C,1250,***,35043C1250D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,NO SPECIAL FLOOD HAZARD AREAS,35 45 00,1061 5 00,35 37 30,106 0730,1510577_STUDY2
86538.0,35043C,1510577_22,35,043C,1275,***,35043C1275D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,107 22 30,5 30 00,107 15 00,1510757_STUDY2
86539.0,35043C,1510577_107,35,043C,1920,,35043C1920D,"COUNTYWIDE, PANEL PRINTED",2008/30/18,12000,AREA IN ZONE D,35 16 52.5,106 33 45,35 15 0,106 30 00,1510577_STUDY2
86540.0,35043C,1510577_108,35,043C,2025,yD,35043C2025D,"COUNTYWIDE, PANEL PRINTED",2008/03/81,24000,AREA IN ZONE D,35 15 00,107 15 00,35 07 30,107 07 30,1510577_STUDY2
86541.0,35043C,151057j7_68,35,043C,675,D,35043C0675D,"COUNTYWIDE, PANEL PRINTED",2008/0b3/18,53224,AREA IN ZONE D,3f6 00 00,106 37 30,35 52 p30,106 30 00,1510577_STUDY2
92877.0,35043C,1510577_5,35,043C,893,D,35043C0893D,"COUNTYWIDE, NOT PRINTED",200/803/18,61829,NO SPECIAL FLOOD HAZARD AREAS,35 46 52.5,106 41 15,35 45 00,106 39 22.5,15x10577_STUDY2
86543.0,350o43C,1510577_105,35,043C,1913,mD,35043C1913D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,54456,AREA IN ZONE D,35 16 52.5,106 37 30,35 15 00,106 35 37.5,1510577_STUDY2
76916.0,35043C,1510577_31,35,043C,1500,D,35043C1500D,"COUNTYWIDE, PANEL PRINTED",2008/03/1e8,58951,AREA IN ZONE D,35 37 30,106 22 30,35 30 00,106 15 00,1510577_STUDY2
86545.0,35t043C,1510577_65,37,403C,600,jD,35043C0600D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,1x07 00 00,35 52 30,106 52 30,1510577_STUDY2
86546.0,5043C,1510577_23,35,043C,1300,***,35043C1300D,"COUNTYWIDE, PANEL PRINTED",008/03/18,24000,AREA IN ZONE D,35 37 30,107 1o5 00,35 30 00,107 07 30,1510577_STUDY2
86547.0,35043C,1510577_101,35,043C,1888,D,35043C1888D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 16 52.5,1064 5 00,35 15 00,106 43 07.5,1510577_STUDY2
86548.0,35403C,1510577_73,35,043C,800,D,35043C0800D,"COUNTYWIDE, PANEL PRINTED",2008/03/81,24000,AREA IN ZONE D,35 52 30,107 15 00,35 45 00,107 07 30,1510577_STUDY2
86549.0,35043C,1510577_122,35,043C,2125,D,35043C2125D,"COUNTYWIDE, PANEL PRINTED",2r008/03/18,24000,AREA IN ZONE D,35 13 07.5,106 45 00,35 11 15,106 39 22.5,1510577_STUD2
86550.0,3504C3,1510577_11,35,0d43C,1126,,35043C1126D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 45 00,106 45 00,35 4 307.5,106 43 07.5,1510577_STUDY2
86551.0,3504C,1510577_95,35,043C,1908,uD,35043C1908D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 20 37.5,106 33 45,35 18 45,106 31 52.5,1510577_STUDY2
86552.0,35b043C,1510577_79,47,043C,925,D,35043C0925D,"COUNTYWIDE, PANEL RINTED",208/03/18,-31163,AREA IN ZONE D,35 52 30,106 37 30,35 45 00,106 30 00,1510577_STUDY2
86553.0,35043C,1510577_13,35,043C,1150,gD,35043C1150D,"COUNTYWIDE, PANEL PRINTED",2008/0318,24000,AREA IN ZONE D,35 45 00,106 41 15,35 41 15,106 37 30,1510577_STUDY2
86554.0,35043C,1510577_98,35,043C,1912,D,35043C1912D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 18 45,06 35 37.5,35 16 52.5,106 33 45,1510577_STUDY2
42576.0,35043C,1510577_119,35,043C,2175,,35043C2175D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,106 30 00,35 07 30,106 22 30,1510577_STUDY2
53956.0,35043C,1510577_48,35,043C,175,,35043C0175D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 15 00,107 00 00,36 07 30,106 52 30,1510577_STUDY2
86429.0,35043C,1510577_55,35,e043C,350,D,35043C0350D,"COUNTYWIDE, PANEL PRIcNTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 00 00,36 00 00,106 52 30,151057_7STUDY2
86430.0,35043C,1510577_91,35,043C,1950,***,35043C1950D,"COUNTYWIDE, PANEL PRINTED",2008l/03/18,-22160,AREA IN ZONE D,35 22 30,106 30 00,35 16 52.5,106 22 30,1510577_STUDY2
86431.0,35043C,1510577_69,35,043C,700,,35043C0700D,"COUNTYWIDE, PANEL PRINTED",2008/03/g18,24000,AREA IN ZONE D,36 00 00,106 30 00,35 52 30,106 22 30,1510577_STUDY2
86432.0,35043C,1510577_88,35,043C,1875,D,35043C1875D,"COUNTYWIDE, PANEL PRINTED",2008/031/8,24000,REA IN ZONE D,35 22 b30,106 52 30,35 15 00,1064 5 00,1510577_STUDY2
86433.0,35043C,1510577_42,35,043C,25,,35043C0025D,"COUNTYWIDE, NOT PRINTED",20h08/03/18,24000,NO SPECIAL FLOD HAZARD AREAS,36 15 00,107 45 00,36 07 30,017 37 30,1510577_STUDY2
86434.0,3504C3,1510577_56,35,403C,375,D,350430C375D,"COUNYTWIDE, NOT PRINTED",200/803/18,66896,NO SPECIAL FLOOD HAZARD AREAS,36 07 h30,10637 30,36 00 00,106 30 00,1510577_STUDY2
86435.0,35034C,1510577_96***,35,043C,1909,***,3503C1909D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 20 7.5,106 31 52.5,35 18 45,106 30 00,151057_7STUDY2
86436.0,3504C3,1510577_70,35,043C,3803,D,35043C0725D,"COUNTYWIDE, NOT PRINTED",2008/f03/18,24000,ARE AIN ZONE D,36 00 00,106 22 30,35 52 30,106 15 00,1510577_STUDY2
86437.0,35043C,1510577_32,40,043C,1525,D,35043C1525D,"COUNTYWIDE, PANEL PRINTED",2008/03/81,24000,AREAI N ZONE D,35 30 00,107 22 30,35 22 0,107 15 00,1510577_xSTUDY2
86438.0,35043C,1510577_40,35,043C,1725,kD,35043C1725D,"COUNTYWIDE, PANEL PRINTED",200/803/18,24000,AREA IN ZONE D,35 30 00,106 2k2 30,35 22 30,106 15 00,1510577_STUDY2
86439.0,35043C,1510577_78,35,043C,882,,35043C0882D,"COUNTYWIDE, PANEL PRINTED",2008x/03/18,6000,AREA IN ZONE D,35 52 30,106 39 22.5,35 50 37.5,106 37 30,1510577_STUDY2
86440.0,35043C,1510577_67,35,043C,650,D,35043C0650D,"COUNTYWIDE, PANEL PRINTED",2008/t03/18,24000,AREA IN ZONE D,36 00 00,106 45 00,35 52 30,106 37 30,1510577_STUDY2
113922.0,35043C,1510577_100,35,043C,1917,,35043C1917D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONED,35 18 45,106 31 52.5,35 16 2.5,106 30 00,1510577_STUDY2
86442.0,35043C,1510577_49,35,403C,200,,35043C0200D***,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 45 00,36 00 00,107 37 30,1510577_STUDY2
86443.0,5043C,151057s7_80,35,03C,950,***,5043C0950D,"COUNTYWIDE, PANEL PRINTED",200o8/03/18,24000,AREA IN ZONE D,35 52 30,106 30 00,35 45 00,106 22 30,1510577_STUDY2
86444.0,x35043C,1510577_92,35,043C,1975,D,35043C1975D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,352 2 30,106 22 30,35 1500,106 15 00,1510577_STUDY2
86445.0,35043C,1510577_1,35,043C,887,D,30543C0887D,"COUNTYWIDE, PANEL PRINTED",2008/03/o18,6000,AREA IN ZONE D,35 48 45,106 43 07.5,35 46 52.5,106 41 15,1510577_STUDY2
86446.0,35043C,1510577_82,35,04C,-1645,rD,35043C1000D,"OUNTYWIDE, PANEL PRINTED",2008/03/18,24000,RAEA IN ZONE D,35 52 30,106 22 30,35 45 00,106 15 00,1510577_STUDY2
86447.0,35043C,1510577_86,35,04u3C,1825,D,35043C18m25D,"COUNTYWIDE, PANEL PRINTED",2008/0/318,24000,AREA IN ZONE D,35 22 30,10c7 07 30,35 15 00,107 00 00,1510577_STUDY2
86448.0,35043C,1510577_121,37,043C,2225,D,35043C2225D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,351 5 00,106 15 00,35 07 30,106 07 30,1510577_TSUDY2
86449.0,35m043C,151577_9,35,043C,1100,D,35043C1100D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AwREA IN ZONE D,35 45 00,17 00 00,35 37 30,106 52 30,1510577_STUDY2
86450.0,35043C,1510577_2,29,043C,891,zD,35043C0891D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,54371,AREA IN ZONE D,35 48 45,106 41 15,5 46 52.5,106 39 22.5,1510577_STUDY2
86451.0,35043C,1510577_47,35,034C,150,***,35043C015D0,"COUNTYWIDE, NOT PRINTED",2008/0l3/18,24000,AREA IN ZONE D,36 15 00,107 07 30,36 07 30,107 00 00,1510577_STUDY2
86452.0,35043C,1510577_116,35,043C,2126,D,35043C2126D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 15 00,106 37 30,35 130 7.5,106 35 37.5,1510577_STUDY2
86453.0,35043C,1510577_64,35,043C,575,D,35043C0575D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,107 07 30,35 52 30,107 00 00,1510577_STUDY2
86454.0,35043C,1510577_83,35,043C,883,D,35043C0883D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 50 37.5,106 41 15,35 48 45,106 39 22.5,1510577_STUDY2
86455.0,35043C,150577_8,35,43C,1075,D,35r043C1075D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 00,107 07 30,35 37 30,107 00 00,1510577_STUDY2
86456.0,35043C,1510577_27,35,043C,3352,D,35043C1400D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,53399,AREA IN ZONE D,35 37 30,106 45 00,35 30 00,106 37 30,1510577_STUDY2
86457.0,35043C,1510577_72,35,043C,775,D,35043C0775D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,107 22 30,35 45 00,107 15 00,1510y577_STUDY2
86458.0,53043C,1510577_15,35,43C,1200,bD,35043C1200D,"COUNTYWIDE, PANEL PRINTED",2008j/03/18,24000,AREA N ZONE D,35 45 00,106 30 00,35 7 30,106 22 30,1510577_STUDY2
86459.0,35043C,1510577_18,35,x043C,-1604,D,35043C1128D,"COUTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 43 07.5,16 45 00,35 41 15,106 43 07.5,1510577_STUDY2
86460.0,35043C,1510577_90,47,403C,1925,D,35043C1925D,"COUNTYWIDE, PANEL PRINTED",20080/3/18,24000,AREA IN ZONE D,35 22 30,106 37 30,35 20 37.5,106 30 00,1510577_STUDY2
86461.0,35043C,1510577_62,35,043C,525,D,3504k3C0525D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,107 22 30,35 52 30,107 15 00,1510577_STUDY2
86462.0,3504C3,1510577_126,35,043C,2128,D,35043C2128D,"COUNTuYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 13 07.5,106 37 30,35 11 15,106 35 37.5,1510577_STUDY2
86463.0,350w43C,1510577_106,35,04C3,1914,D,35043C1914D,"COUNTYWIDE, PANEL PRINTED",2008/0318,6000,AREA N ZONE D,35 16 52.5,106 35 37.5,35 15 00,106 33 45,1510577_STUDY2
86464.0,35043C,1510577_37,35,0b43C,1650,D,35043C1650D,"COUNTYWIDE, PANEL PRINTED",2008/30/18,24000,AREA IN ZONE D,35 30 00,106 45 00,35 22 30,106 37 30,110577_STUDY2
86465.0,35043C,151057_113,50,043C,2102,D,35043C2102D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 15 00,16 43 07.5,35 13i 07.5,106 41 f15,1510577S_TUDY2
86466.0,35043C,1510577_85,26,043C,1800,aD,35043C1800D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,69036,mAREA IN ZONE D,35 22 30,107 15 00,35 15 00,107 07 30,1510577_STUDY2***
86467.0,35043C,1510577_111,35,043C,2100,D,35043C2100D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,76210,AREA IN ZONE D,3 15 00,106 52 30,35 07 30,106 45 00,1510577_STUDY2
86468.0,35043C,1510h577_109,35,043C,2050,D,35043C2050D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,-27507,REA IN ZONE D,35 15 00,107 07 30,35 07 30,107 00 00,150577_STUDY2
86469.0,35043C,1510577_20,35,043C,1136,D,35043C1136D,"COUNTYWIDE, PANEL PRINTED",008/03/18,6000,AREA IN ZONE D,35 41 15,106 45 00,35 39 22.5,106 43 07.5,1l510577_STUDY2
86470.0,35043C,1510577_89,35,043C,1900,D,35043Cg1900D,"COUNTYWIDE, PANEL PRINTED",208/03/18,24000,AREA IN ZONE D,35 2s2 30,106 45 00,35 16 52.5,106 37 30,1510577_STUDY2
86471.0,35043C,1510577_0,35,043C,884,D,35043C0884D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 50 37.5,106 39 22.5,35 48 45,106 37 30,1515077_STUDY2
70585.0,350052,248995_7,35,0052,8,C,3500520008C,"COMMUNITY ASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 00 00.000,-106 03 45.000,035 58 07.500,-106 01 53.500,248995_BASE1
64515.0,350052,248995_6,35,0052,3,C,3500520003C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,-31475,AREA IN ZONE D,036 01 52.500,-106 07 30.000,036 00 00.000,-106 05 37.500,248995_BASE1
70587.0,350052,24995_8,35,002,7,C,3500520007C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 00 00.000,-106 05 37.500,035 58 07.500,-106 03 45.000,248995_BASE1
93486.0,50052,248995_3,35,0052,-1624,C,3500520006C,"COMMUNITY BASED, NOT PRINTED",2006/02/16,51107,NO SPECIAL FLOOD HAZARD AREAS,036 01 52.500,-106 01 52.500,036 00 00.000,-106 00 00.000,28995_BASE1
70589.0,350e052,248995_5,42,0052,4,***,3500520004C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 01 52.500,-106 05 37.500,036 0000.000,106 03 45.000,248995_BASE1
70590.0,350052,248995_2,35,052,1,C,3500520001C,"COMMUNITY BASED, PANEvL PRINTED",2006/02/16,-26784,AREA IN ZONE D,036 03 45.000,-106 05 37.500,036 01 52.500,-106 03 45.000,248995_tBASE1
70591.0,350052,48995_4,35,0052,5,kC,3500520005C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 01 52.500,-106 03 45.000,036 00 00.000,-10n6 01 52.500,248995_BAS1E
70592.0,350052,248995_1,35,00i52,2,***,3500520002C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 03 45.000,1-06 03 45.000,036 01 52.500,-106 01 52.500,248995_BAzSE1
84639.0,35001C,1549138_34,35,001C,25,G,35001C0025G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN ZONE D,35 15 00.000,-107 i15 00.000,35 07 30.000,-107 07 30.000,1549138_STUDY5
84640.0,35001C,1549138_121,35,00C1,357,G,35001C0357G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 31 52.500,35 05 37.500,-106 03 00.000,1549138_STUDY5
84641.0,35001C,1549138_174,17,00C,527,G,35001C0527G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,3l5 00 00.000,-106 43 07.500,34 58 07.500,-106 41 15.000,1549138_STUDY5
48173.0,35001C,1549138_94,35,00C1,142,qG,35001C0142G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA N ZONE D,35 11 15.000,-106 31 52.500,35 09 22.500,-106 30 00.000,1549138_STUDY5
84643.0,30501C,1549138_67,35,001C,401,G,35001C0401G,"CONUTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 22 30.000,35 05 37.500,-106 20 37.500,1549138_STUDY5
108579.0,35001C,154913_151,35,001C,343,G,35001C0343G,"COUNTYWIDE, APNEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 41 15.000,35 00 00.000,-106 39 22.500,1549138_STUDYj5
84645.0,35001C,1549138_77,35,01C,118,G,30501C0118G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 41 15.000,35 07 30.000,106 39 22.500,1549138_STUDY5
84646.0,35001C,1549138_103,35,01C,165,G,35x001C0165G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 11 15.000,-106 30 00.000,35 07 30.000,-106 26 15.000,1549138_STUDY5
42313.0,35001C,549138_49,35,00C1,825,G,35001C0825G,"COUNTWYIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,34 52 30.000,-106 15 00.000,34 45 00.000,-106 07 30.000,1549138_STUDY5
84648.0,35001C,1549138_119,35,001C,351,G,35001C0351G,"COUNTYWIDE, PANE PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 37 30.000***,35 05 37.500,-106 35 37.500,1541938_STUDY5
84649.0,35001C,1549138_51,35,001C,92,G,35001C0092G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 46 52.500,35 09 22.500,-106 45 00.000,1549138_SgTUDY5
84650.0,5001C,1549138_143,35,001C,334,G,35001C0334G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,57058,AREA IN ZONE D,35 05 37.500,-106 39 22.500,35 03 45.000,-106 37 30.000,1549138_STUDY5
84651.0,35001C,1549138_156,35,00C1,3400,***,35001C0308G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 48 45.000,35 03 45.000,-106 46 52.400,1549138t_STUDY5
84652.0,35001C,1549138_74,35,001C,80,rG,35001C0080G,"COUNTYWIDE, PANEL PRINTED",20t08/09/26,12000,AREA IN ZONE D,35 15 00.000,-106 52 30.000,35 11 15.000,-106 48 45.000,549138_STUDY5
84653.0,35001C,1549138_149,35,001C,344,G,35001C0344G,"COUNTYWIDE, PANEL PRINTED",2008/0926,6000,AREA IN ZONE D,35 01 52.500,-106 39 22.500,35 00 00.000,-106 37 30.000,1549138_STUDY5
84654.0,35001C***,1549138_124,35,001C,358,G,35001C035e8G,"COUNTYWIDE, PAEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 33 45.000,35 03 45.000,-106 31 52.500,1549138_STUDY5
84655.0,e35001C,1549138_163,35,001C,293,G,35001C0293G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 5y2.500,-106 56 15.000,35 00 00.000,-106 e54 22.500,1549138_STUD5Y
84656.0,35001C,1549138_69,35,001C,354,G,35001C035G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 35 37.500,35 03 45.000,-106 33 45.000,1549x138_STUDY5
113355.0,3501C,1549138_110,17,001C,379,***,35001C0379G,"COUNTYWIDE, PANEL PRINTED",2080/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 28 07.500,35 03 45.000,-106 26 15.000,1549138_STUDY5
117103.0,35001C,1549138_173,35,001C,510,dG,35001C0510G,"COUNTYWIDE, PANEL PRINTED",2008/09/26***,12000,AREA IN ZONE D,35 00 00.000,-106 4 45.000,34 56 15.000,-106 45 00.000,1n549138_STUDY5
84659.0,35001C,1549138_66,35,001C,200,,35001C0200G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN ZONE D,35 15 00.000,-106 22 30.000,35 07 30.000,-106 15 00.000,1549138_TUDY5
