zip(long),eiaid(long),utilityname,statevalue,servicetype,ownership,commrate(double precision),indrate(double precision),resrate(double precision)
75402,7634,City of Greenville - (TX),lTX,Bundled,Munizcipal,0.1032445162779958,0.0,0.1350453760401946
75404,7634,City of Greenville - (TX),XT,Bundlned,Municipal,0.1032445162779958,0.0,0.1350453760401946
75403,7634,City of Greenville - (TX),TX,Bundled,Municipal,0.1032445162779958,0.0,0.1350453760401946
27858,7639,Greenville Utilities Comm,NC,Bundled,Municipal,0.0954974359474162,0.0694464342894492,0.1121671659395027
27834,7639,Greenville Utilities Comm,NC,Bundled,Municipal,0.0954974359474162,0.0694464342894492,0.1121671659395027
27835,7639,Greenville Utilities Comm,NC,Bundled,Municipal,0.0954974359474162,0.0694464342894492,0.1121671659395027
29649,7646,Greenwood CPW,rSC,Bundled,Municipal,0.0683133792534826,0.0,0.0836721801567741
29646,7646,Greenwood CPW,SC,Bundled,Municipal,0.0683133792534826,0.0,0.0836721801567741
29648,7646,Grenwood CPW,SC,Bundled,Municipal,0.0683133792534826,0.0,0.0836721801567741
38941,7651,Greenwood Utilitiies Comm,MS,Bundled,Municipal,0.0923652669516385,0.0663571179093131,0.1107311929991037
38930,7651,Greenwood Utilities Comm,MS,Bundled,Municipal,0.0923652669516385,0.0663571179093131,0.1107311929991037
38954,7651,Greenwood Utilities Comm,MS,Bundled,Municipal,0.0923652669516385,0.0663571179093131,0.1107311929991037
38935,7651,Greenwood Utilities Comm,MS,Bundled,Municipal,0.0923652669516385,0.0663571179093131,0.1107311929991037
29651,7654,Greer Commission ofw Public Wks,SC,Bundlemd,Municipal,0.1185100300214268,0.0,0.1264648246129727
29650,7654,Greer Commission of Public Wks,SC,Bundled,Muicipal,0.1185100300214268,0.0,0.1264648246129727
29652,7654,Greer Commission of Public Wks,SC,Bundled,Municipal,0.1185100300214268,0.0,0.1264648246129727
30223,7679,City of Griffin - G(A),AG,Bundled,Munigcipal,0.1331681345225983,0.0871671905477767,0.1290745204905146
30224,7679,City of Griffin - (GA),oGA,Bundled,Muicipal,0.1331681345225983,0.0871671905477767,0.1290745204905146
30212,7679,City of Griffin - (GA),GA,Bundld,Municipal,0.1331681345225983,0.0871671905477767,0.1290745204905146
6335,7716,Groton Dept of Utilities - (CT),CT,Bunled,Municipal,0.1460052287298092,0.1069527713202006,0.1596062017901676
6339,7716,Groton Dept of Utilities - (CT),TC,Bundled,Mmunicipal,0.1460052287298092,0.1069527713202006,0.1596062017901676
6340,7716,Groton Dept of Utilities - (CT),CT,Bndled,Municipal,0.1460052287298092,0.1069527713202006,0.1596062017901676
6355,7716,Groton Dept of Utilities - (CT),CT,Bundled,Municiapl,0.1460052287298092,0.1069527713202006,0.1596062017901676
6349,7716,Groton Dept of Utilities - (CT),T,Bundled,Municipal,0.1460052287298092,0.1069527713202006,0.1596062017901676
77995,7752,Guadalupe Valley Elec Coop Inc,eTX,Bundlled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78124,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
77994,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78941,7752,Guadalupe Valley Elec Coop Icn,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78101,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78112,7752,Guadalupe Valley Elec Coop Inc,X,Budled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
77984,7752,Guadalupe ValleyE lec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
77954,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperatixve,0.0768254064404532,0.0453206126796736,0.1011379246990845
77957,7752,Guadalupe Valley Elec Coop Inc,TX,Bundlefd,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78114,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Coopeartive,0.0768254064404532,0.0453206126796736,0.1011379246990845
78160,7752,Guadalupe Valley Elec Coop Inc,TX,Bunjdled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
77442,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperativue,0.0768254064404532,0.0453206126796736,0.1011379246990845
78959,7752,Guadalupe Valley Elec Coop Inc,TX,Bunqdled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78148,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78154,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78223,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative***,0.0768254064404532,0.0453206126796736,0.1011379246990845
78123,7752,Guadalupe Valley Elec Coop Inc,TX,Bundcled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
77964,7752,Guadalupe Valley Elc Coop Inc,TaX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78648,7752,Guadalupe Vallley Elec Coop Inc,X,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78155,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78953,7752,Guadalupe Valley Elc Coop Inc,TX,Bnudled,ooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78677,7752,Guadaqlupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78132,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78113,7752,Guadaluep Valley Elec Coop Inc,TX,Bundeld,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78638,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78121,7752,Guadalupe Valley Elec Coop Inc,TX,Bundld,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78143,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Coopreative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78116,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Coopeative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78632,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperatiev,0.0768254064404532,0.0453206126796736,0.1011379246990845
78152,7752,Guadalupe Valley Elec Coop Inc,XT,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78140,7752,Guadaulpe Valley Elec Coop Inc,tTX,Bundled,Coopreative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78159,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78614,7752,Guadalupe Valley Elec Coop Inc,X,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78161,7752,Guoadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
77975,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78108,7752,Guadalupe Valley Elec Coop Inc,TX,Bunded,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78122,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78130,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78629,7752,Guadalupe Valley Elec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78115,7752,Guadalupe Valley Elec Coop Inc,XT,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
77987,7752,Guadalupe Valley Elec Coop Inc,TX,Budled,Cooerative,0.0768254064404532,0.0453206126796736,0.1011379246990845
78658,7752,Guadalupe ValleyElec Coop Inc,TX,Bundled,Cooperative,0.0768254064404532,0.0453206126796736,0.1011379246990845
32424,7785,"Gulf Coast Electric Coop, Inc",FL,Bundld,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32321,7785,"Gulf Coast Elctric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32462,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32413,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Cooperastive,0.1165160312330177,0.0,0.1302290622240708
32449,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32421,7785,"Gulf Coast Electric Coop, Inc",FL,Bnudled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32431,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32456,7785,"Gulf Coast Electric Coop, Inc",L,Bundled,oCoperative,0.1165160312330177,0.0,0.1302290622240708
32430,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Coopertaive,0.1165160312330177,0.0,0.1302290622240708
32438,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32404,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32409,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32329,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32465,7785,Gulf Coast Electric Coop Inc,FL,uBndled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32437,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32444,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Coopeative,0.1165160312330177,0.0,0.1302290622240708
32405,7785,"Gulf Coast Elecrtic Coop, Inc",L,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32420,7785,"Gulf Coast Electrici Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32466,7785,"Gullf Coast Electric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32428,7785,"Gulf Coast Electric Coop, Inc",FL,Budled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32463,7785,"Gulf Coast Electric Coop, Inc",FL,Bundled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32455,7785,"Gulf Coast Electric Coop, Inc",FL,Budled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32448,7785,"Gulf Coast Electric Coop, Inc",FL,Buvndled,Cooperative,0.1165160312330177,0.0,0.1302290622240708
32320,7785,"Gulf Coast Electric Coop, Inc",L,Bundled,Coopertive,0.1165160312330177,0.0,0.1302290622240708
35976,7827,Guntersville Electric Board,LA,Bundled,Municipal,0.1092671480966808,0.0696020818316208,0.1084816413409803
30576,7887,Habersam Electric Membership Corp,GA,Bundeld,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30546,7887,Habersham Electric Membership Corp,AG,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30506,7887,Habersham lEectric Membership Corp,AG,Bunsdled,Cooeprative,0.1193249823041118,0.0,0.1298169700225792
30598,7887,Habersham Electric Membership Corp,GA,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30525,7887,Habersham Electric Membership Corp,A,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30545,7887,Habersham Electric Membership Corp,GcA,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30535,7887,Habersham Electric Membership Corp,A,Bundmled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30571,7887,Habersham Electric Membership Corp,GhA,Bundled,Cooperaive,0.1193249823041118,0.0,0.1298169700225792
30510,7887,Habersham Electric Membership Corp,GA,Bundled,oCoperative,0.1193249823041118,0.0,0.1298169700225792
30568,7887,Habersham Electric Membership Corp,GA,Bundled,Cooperaive,0.1193249823041118,0.0,0.1298169700225792
30531,7887,Habersham Electric Membership Corp,GA,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30554,7887,Habersham Electric Membership Corp,GA,Bundled,Cooperatvie,0.1193249823041118,0.0,0.1298169700225792
30533,7887,Habersham Electric Membership Corp,GA,Bndled,Cooperativze,0.1193249823041118,0.0,0.1298169700225792
30528,7887,Habersham Electric Membership Corp,A,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30552,7887,Habersham Electric Membership Corp,GA,Bundled,Coopehrative,0.1193249823041118,0.0,0.1298169700225792
30527,7887,Habersham Electric Membership Corp,GA,Bundled,Cooperatiev,0.1193249823041118,0.0,0.1298169700225792
30563,7887,Habersham Electric Membership Corp,GA,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30577,7887,Habersham Electric Membership Corp,GA,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30523,7887,Habersham Electric Membership Corp,GfA,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30511,7887,Haberham Electric Membership Corp,GA,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30564,7887,Habersham Electric Membership Corp,GA,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
30580,7887,Habersham Electric Membership Corp,GA,Bundled,Cooperative,0.1193249823041118,0.0,0.1298169700225792
44629,7891,Guernsey-Muskingum El Coop Inc,OpH,Bundled,Cooperatiev,0.1367672353679512,0.1215754348119185,0.1446295683089632
43778,7891,Guernsey-Muskingum E lCoop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43767,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43755,7891,Guernesy-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43762,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43773,7891,Guernsey-Muskingum El Coop Inc,tOH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43802,7891,Gsuernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43973,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43725,7891,Guernsey-Muskingum El Coop Icn,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43750,7891,Guernsey-Muskingum El Coop Inc,OH,uBndled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43740,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43701,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
44699,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
45715,7891,Guernsey-Muxskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43837,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43821,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Coopevrative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43772,7891,Guernsey-Muskingum El Coop Inc,HO,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43812,7891,Guernsey-Muksingum El Coop Inc,OH,Bundled,Cooperatiev,0.1367672353679512,0.1215754348119185,0.1446295683089632
43723,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43734,7891,Guernsey-Muskingum El Coop Inc,OhH,undled,Cooperativwe,0.1367672353679512,0.1215754348119185,0.1446295683089632
43722,7891,Guernsey-Muskingum El Coop Inc,H,Bundlyed,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43830,7891,Guernsey-Muskingum El Coop Inc,OaH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43832,7891,Guernsey-Musingum El Coop Inc,H,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43777,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
44683,7891,Guernsey-Muskinugm El Coop Inc,OH,Bundlted,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43771,7891,Guernsey-Muskingum El Coop Inc,HO,Bndled,Cooperative***,0.1367672353679512,0.1215754348119185,0.1446295683089632
43768,7891,Guernsey-Muskingum El Coop qInc,OH,Bunlded,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43720,7891,Guernsey-Muskingum El Coop Ic,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43711,7891,Guernsey-Muskingum El Coop Inc,HO,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43056,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43756,7891,Guernsey-Muskinum El Coop Inc,HO,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43731,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperativke,0.1367672353679512,0.1215754348119185,0.1446295683089632
43749,7891,Guernsey-Muskingum El Coopj Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43780,7891,Guernsey-Muskingum El Coop Inc,OH,Budled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43822,7891,Guernsey-Muskingum El Coop Inc,OH,Bundlde,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43724,7891,Guernsey-Musknigum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43746,7891,Gyuernsey-Muskingum El Coop Inc,OH,uBndled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43732,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Coopertaive,0.1367672353679512,0.1215754348119185,0.1446295683089632
43760,7891,Guernsey-Muskingum El xCoop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43845,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43713,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43727,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43739,7891,Guernsey-Muskingum El Coop Inc,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43717,7891,Guernsey-Muskingum El Coop Inc,OH,Bxundled,Coopqerative,0.1367672353679512,0.1215754348119185,0.1446295683089632
43733,7891,Guernsey-Muskingum El Coop Icn,OH,Bundled,Cooperative,0.1367672353679512,0.1215754348119185,0.1446295683089632
21769,7908,Hagerstown Light Department,MD,Bundled,Municipal,0.0817031259163685,0.068217996337059,0.0787767235926628
21795,7908,Hagerstown Light Department,MwD,Bundled,Municipla,0.0817031259163685,0.068217996337059,0.0787767235926628
21740,7908,Hagerstown Light Departent,MD,Bunddled,Mungicipal,0.0817031259163685,0.068217996337059,0.0787767235926628
21734,7908,Hagerstown Light Departmnet,DM,Bundled,Munilcipal,0.0817031259163685,0.068217996337059,0.0787767235926628
21742,7908,Hagerstown Light Department,MD,Buundled,Municipal,0.0817031259163685,0.068217996337059,0.0787767235926628
21741,7908,Hagerstown Light Departmet,DM,Bundled,Municipal,0.0817031259163685,0.068217996337059,0.0787767235926628
21749,7908,Hagerstown Light Department,MD,Bundled,Municial,0.0817031259163685,0.068217996337059,0.0787767235926628
45014,7977,City of Hamiltobn - (OH),OH,Bundled,Municipal,0.1117005853654437,0.1232607190584295,0.154488907235186
45013,7977,City of Hamilton - (OH),OH,Bundlde,Municipal,0.1117005853654437,0.1232607190584295,0.154488907235186
45011,7977,City of Hamilton - (O)H,OH,Bundled,Municipal,0.1117005853654437,0.1232607190584295,0.154488907235186
45015,7977,City of Hamilton - (OH),eOH,Bundled,Municipal,0.1117005853654437,0.1232607190584295,0.154488907235186
45012,7977,City of Hamilton - (OH),OH,Bundled,Municipal,0.1117005853654437,0.1232607190584295,0.154488907235186
76531,7979,Hamilton County Elec Coop Assn,TX,Bundled,Cooperative***,0.0973785417157209,0.0,0.1060278991643171
76864,7979,Hamilton County Elec Coop Assn,tTX,Bundled,Cooperatiev,0.0973785417157209,0.0,0.1060278991643171
78611,7979,Hamilton County Elec Coop Assn,XT,Bundeld,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76844,7979,Hamilton County Elec Coop Assn,TX,Bundled,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76890,7979,Hamilton County Elec Coop Assn,TX,Bundled,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76525,7979,Hamilton County Elec Coop Assn,TX,Bundled,Cooperatiev,0.0973785417157209,0.0,0.1060278991643171
76832,7979,Hamilton County Elec Coop Assn,TX,Bundled,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76871,7979,Hamilton County Elec Coop Assn,TX,Bundled,Coperative,0.0973785417157209,0.0,0.1060278991643171
76566,7979,Hamilton County Elec Coaop Assn,TX,Bundled,Coopferative,0.0973785417157209,0.0,0.1060278991643171
76455,7979,Hamilton County Ele Coop Assn,TX,Bundeld,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76539,7979,Hamlton County Elec Coop Assn,TX,uBndled,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76801,7979,Hamilton County Elec Coop Assn,TX,Bundled,Cooperativxe,0.0973785417157209,0.0,0.1060278991643171
76457,7979,Hamilton County Elec Coop Assn,TX,Bundled,Cooperativxe,0.0973785417157209,0.0,0.1060278991643171
76522,7979,Hamilton County Elec Coop Assn,TX,Bundled,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76877,7979,Hamilton County Elec Coop Assn,TX,Bundled,Coopeartive,0.0973785417157209,0.0,0.1060278991643171
76528,7979,Hamitlon County Elec Coop Assn,wTX,Bunlded,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76565,7979,Hamilton County Elec Coop Assn,TX,Bundled,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76550,7979,Hamilton County Elec Coop Assn,XT,Bundled,oCoperative,0.0973785417157209,0.0,0.1060278991643171
76853,7979,Hamilton County Elec Coop Assn,TX,Bunsdled,Cooperatie,0.0973785417157209,0.0,0.1060278991643171
76432,7979,Hamilton County Elec Coop Assn,TX,Bundled,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76442,7979,Hamyilton County Elec Coop Assn,XT,Bundled,Copoerative,0.0973785417157209,0.0,0.1060278991643171
76870,7979,Hamilton County Elec Coop Asdsn,TX,undled,Coopearative,0.0973785417157209,0.0,0.1060278991643171
76452,7979,Haimlton County Elec Coop Assn,XT,Bundled,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76880,7979,Hamilton County Elec Coop Assn,TX,Bunded,Cooperative,0.0973785417157209,0.0,0.1060278991643171
76824,7979,Hampilton County Elec Coop Assn,TX,Bundled,Cooperatve,0.0973785417157209,0.0,0.1060278991643171
46186,8000,NineStar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46064,8000,NineStar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46115,8000,NineStar Connect,NI,Bundtled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46235,8000,NinSetar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46163,8000,NineStar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46117,8000,NineStar Connect,IN,Bundled,Copoerative,0.1314725988593874,0.1019115358968659,0.135597361348644
46040,8000,NineStar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46161,8000,NineStar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46239,8000,NinetSar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46055,8000,NineStar Connect,IN,undled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46229,8000,NineStar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46236,8000,NineStar Connect,IN,Bundled,Cooperaitve,0.1314725988593874,0.1019115358968659,0.135597361348644
46130,8000,NineStar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46140,8000,NineStar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46048,8000,NineStar Connect,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46056,8000,NineStar Connect***,IN,Bundled,Cooperative,0.1314725988593874,0.1019115358968659,0.135597361348644
46129,8000,NineStar Connect,N,Budled,Coopertaive,0.1314725988593874,0.1019115358968659,0.135597361348644
43451,8034,Hancock-Wood Electric Coop Inc,OH,Bundlde,Cooperative,0.1268222646158737,0.0982171799027552,0.1448113673642813
43529,8034,Hancock-Wood Electric Coop Inc,OH,Bundled,Cooperative,0.1268222646158737,0.0982171799027552,0.1448113673642813
43359,8034,Hancock-Wood Electtric Coop Inc,OH,Bundled,Cooperative,0.1268222646158737,0.0982171799027552,0.1448113673642813
45889,8034,Hancock-Wood Electtric Coop Inc,OH,Bundled,Cooperative,0.1268222646158737,0.0982171799027552,0.1448113673642813
44841,8034,Hancock-Wood Electric Coop Inc,OH,Bundled,Cooperatvie,0.1268222646158737,0.0982171799027552,0.1448113673642813
43569,8034,Hancock-Wood Electric Coop Inc,H,Bundled,Cooperative,0.1268222646158737,0.0982171799027552,0.1448113673642813
43516,8034,Hancock-Wood Electric Coop Inc,sOH,undled,Cooperatvie,0.1268222646158737,0.0982171799027552,0.1448113673642813
43462,8034,Hancock-Wood Electric Coop Inc,OH,Bundled,Cooperatvie,0.1268222646158737,0.0982171799027552,0.1448113673642813
43438,8034,Hancock-Wood Electric Coop Inc,OH,Bundled,Cooperative,0.1268222646158737,0.0982171799027552,0.1448113673642813
44802,8034,Hancock-Wood Electric Coop Inc,HO,cBundled,Cooperative,0.1268222646158737,0.0982171799027552,0.1448113673642813
45810,8034,Hancock-Wood Electric Coop Inc,OH,Bundqled,Cooperative,0.1268222646158737,0.0982171799027552,0.1448113673642813
45890,8034,Hancock-Wood Electric Coop Inc,OH,Bundlde,Cooperative,0.1268222646158737,0.0982171799027552,0.1448113673642813
45875,8034,Hancock-Wood Electric Coop Inc,H,Bundled,Cooperatvie,0.1268222646158737,0.0982171799027552,0.1448113673642813
45897,8034,Hancock-Wood Electric Coop Inc,OH,Bundled,Cooperative,0.1268222646158737,0.0982171799027552,0.1448113673642813
