NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
72237,0102,12,72237010212,XPOVIO,03,0212306,S,1,TAB,2.000,N/A,NR,04/15/2021,06/01/2021,07/28/2021,
72237,0102,16,72237010216,XPOVIO,03,0212306,S,1,TAB,2.000,N/A,NR,04/15/2021,06/01/2021,07/28/2021,
72237,0102,17,72237010217,XPOVIO,03,0212306,S,1,TAB,1.000,N/A,NR,04/15/2021,06/01/2021,07/28/2021,
72237,0103,15,72237010315,XPOVIO,03,0212306,S,1,TAB,2.000,N/A,NR,04/15/2021,06/01/2021,07/28/2021,
72237,0104,01,72237010401,XPOVIO,03,0212306,S,1,TAB,4.000,N/A,NR,04/15/2021,06/01/2021,07/28/2021,
72237,0104,11,72237010411,XPOVIO,03,0212306,S,1,TAB,1.000,N/A,NR,04/15/2021,06/01/2021,07/28/2021,
72266,0103,41,72266010341,"Labetalol Hydrochloride Injection USP, 200mg/40mL (5mg/mL) Nova",01,0090699,N,1,ML ,1.000,N/A,AP,04/03/2012,04/18/2017,07/27/2021,
72485,0107,10,72485010710,TRANEXAMIC ACID INJ SOL 1000MG/10ML,01,0206713,N,1,ML ,100.000,N/A,AP,06/27/2017,06/29/2021,07/31/2021,
72572,0226,01,72572022601,GLYCOPYRROLATE INJECTION USP 0.2 MG/ML,01,0089335,N,1,ML ,1.000,N/A,AP,09/30/1990,09/30/1990,07/27/2021,
72572,0226,25,72572022625,GLYCOPYRROLATE INJECTION USP 0.2 MG/ML,01,0089335,N,1,ML ,25.000,N/A,AP,09/30/1990,09/30/1990,07/27/2021,
72888,0030,01,72888003001,"Oxybutynin Chloride ER, 5mg 100",01,0214415,N,1,TAB,100.000,N/A,AB,10/27/2020,06/04/2021,07/30/2021,
72888,0073,01,72888007301,"Diclofenac Potassium, 50mg 100",01,0075229,N,1,TAB,100.000,N/A,AB,11/20/1998,06/07/2021,07/30/2021,
,,,,,,,,,,,,,,,,
