EstablishmentID,CountyID,RCode,RCodeDesc,EstType,PremiseName,PermiseStreetNo,PremiseStreet,PremiseExtraAddrLine,PremiseCity,PremiseState,PremiseZip,InspectionIntervalDays,IsPayFee,IsStateOwned,Status,WaterProvider,SewageProvider,IsBonded,RenewalStatus,PermitPrinted,Language,RiskType,MenuType,IsCaterer,IsDriveThru,IsTrucksOnly,Area,MailAppIDDesc,MailPermitIDDesc,HoursOfOperation,DaysOfOperation,MonthsOfOperation,opening_date,renewal_sent_date,renewal_received_date,permit_print_date,permit_expiration_date,next_inspection_date,bond_expiration_date,Quantity1,Quantity1Unit,Quantity2,Quantity2Units,latitude,longitude,comments,TotalFeeAmt,PermitFeeAmt,InspectionFeeAmt,VarianceGranted,FollowUpDate,ObjectId
35409,56,635,SCHOOLS,SCHOOLS,ST. AGNES SCHOOL,1800,NEWBURG RD,,LOUISVILLE,KY,40205,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 6,OWNER,OWNER,,,,1988/08/12 00:00:00,,,,2024/12/31 00:00:00,2024/03/27 00:00:00,,0,N/A,0,N/A,38.2205,-85.7124,,0,0,0,,,428
35410,56,635,SCHOOLS,SCHOOLS,CORAL RIDGE ELEMENTARY SCHOOL,10608,NATIONAL TURNPIKE,,LOUISVILLE,KY,40118,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 8,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2023/10/16 00:00:00,,0,N/A,0,N/A,38.95,-85.739,,0,0,0,,,429
35411,56,635,SCHOOLS,SCHOOLS,CROSBY MIDDLE SCHOOL,303,GATEHOUSE LANE,,LOUISVILLE,KY,40243,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 3,OWNER,OWNER,,,,1989/03/29 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/05/07 00:00:00,,0,N/A,0,N/A,38.2402,-85.5555,,0,0,0,,,430
35412,56,635,SCHOOLS,SCHOOLS,ST ALBERT THE GREAT,1395,GIRARD DRIVE,,LOUISVILLE,KY,40222,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 1,OWNER,OWNER,,,,1988/08/12 00:00:00,,,,2024/12/31 00:00:00,2024/05/04 00:00:00,,0,N/A,0,N/A,38.2712,-85.6205,,0,0,0,,,431
35413,56,635,SCHOOLS,SCHOOLS,CRUMS LANE ELEMENTARY SCHOOL,3212,S. CRUMS LANE,,LOUISVILLE,KY,40216,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 5,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/03/18 00:00:00,,0,N/A,0,N/A,38.1929,-85.8391,,0,0,0,,,432
35415,56,635,SCHOOLS,SCHOOLS,KAMMERER MIDDLE SCHOOL,7401,WESBORO RD,,LOUISVILLE,KY,40222,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 2,OWNER,OWNER,,,,1989/02/27 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/04/28 00:00:00,,0,N/A,0,N/A,38.2839,-85.6193,,0,0,0,,,433
35416,56,635,SCHOOLS,SCHOOLS,J. F. KENNEDY SCHOOL,3800,GIBSON LANE,,LOUISVILLE,KY,40212,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 5,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/05/12 00:00:00,,0,N/A,0,N/A,38.2322,-85.819,,0,0,0,,,434
35417,56,635,SCHOOLS,SCHOOLS,ST. ATHANASIUS SCHOOL,5915,OUTER LOOP,,LOUISVILLE,KY,40219,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 8,OWNER,OWNER,,,,1988/08/12 00:00:00,,,,2024/12/31 00:00:00,2023/10/18 00:00:00,,0,N/A,0,N/A,38.1395,-85.6513,,0,0,0,,,435
35421,56,635,SCHOOLS,SCHOOLS,KENWOOD ELEMENTARY SCHOOL,7420,JUSTAN AVENUE,,LOUISVILLE,KY,40214,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 7,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/05/01 00:00:00,,0,N/A,0,N/A,38.1455,-85.7872,,0,0,0,,,436
35422,56,635,SCHOOLS,SCHOOLS,KERRICK ELEMENTARY SCHOOL,2212,UPPERS HUNTERS TRACE,,LOUISVILLE,KY,40216,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 7,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/04/27 00:00:00,,0,N/A,0,N/A,38.1658,-85.8371,,0,0,0,,,437
35423,56,635,SCHOOLS,SCHOOLS,ST. BERNARD SCHOOL,7501,TANGELO DR,,LOUISVILLE,KY,40228,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 8,OWNER,OWNER,,,,1988/08/12 00:00:00,,,,2024/12/31 00:00:00,2024/05/06 00:00:00,,0,N/A,0,N/A,38.1475,-85.6217,,0,0,0,,,438
35424,56,635,SCHOOLS,SCHOOLS,KLONDIKE LANE ELEMENTARY SCHOOL,3807,KLONDIKE LANE,,LOUISVILLE,KY,40220,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 9,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/05/04 00:00:00,,0,N/A,0,N/A,38.209,-85.6373,,0,0,0,,,439
35426,56,635,SCHOOLS,SCHOOLS,MARTIN LUTHER KING SCHOOL,4325,VERMONT AVE,,LOUISVILLE,KY,40212,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/05/07 00:00:00,,0,N/A,0,N/A,38.2578,-85.8234,,0,0,0,,,440
35428,56,635,SCHOOLS,SCHOOLS,T.T. KNIGHT MIDDLE SCHOOL,9803,BLUE LICK RD,,LOUISVILLE,KY,40229,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 8,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2023/10/07 00:00:00,,0,N/A,0,N/A,38.1052,-85.6914,,0,0,0,,,441
33099,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,ARBY'S #714,1203,S HURSTBOURNE PKWY,,LOUISVILLE,KY,40222,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,YES,NO,AREA 9,BILLING,OWNER,,,,1988/08/02 00:00:00,2023/10/13 00:00:00,2022/12/09 00:00:00,2022/12/09 00:00:00,2023/12/31 00:00:00,2024/04/14 00:00:00,,78,SEATS,0,N/A,38.2282,0,,435,125,310,,,442
35430,56,635,SCHOOLS,SCHOOLS,O M LASSISTER MIDDLE SCHOOL,8200,CANDLEWORTH,,LOUISVILLE,KY,40214,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 8,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/04/23 00:00:00,,0,N/A,0,N/A,38.1311,-85.7864,,0,0,0,,,443
35431,56,635,SCHOOLS,SCHOOLS,ST. EDWARD'S SCHOOL,9610,SUE HELEN DR,,LOUISVILLE,KY,40299,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 3,OWNER,OWNER,,,,1988/08/12 00:00:00,,,,2024/12/31 00:00:00,2024/04/20 00:00:00,,0,N/A,0,N/A,38.1938,-85.5803,,0,0,0,,,444
35432,56,635,SCHOOLS,SCHOOLS,LAUKHUF ELEMENTARY SCHOOL,5100,CAPEWOOD,,LOUISVILLE,KY,40229,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 8,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/03/16 00:00:00,,0,N/A,0,N/A,38.1002,-85.6647,,0,0,0,,,445
35433,56,635,SCHOOLS,SCHOOLS,LAYNE ELEMENTARY SCHOOL,9831,EAST AVE,,LOUISVILLE,KY,40272,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 7,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/04/30 00:00:00,,0,N/A,0,N/A,38.1107,-85.8477,,0,0,0,,,446
35435,56,635,SCHOOLS,SCHOOLS,LINCOLN ELEMENTARY PERFORMING ARTS SCHOOL,930,E. MAIN ST,,LOUISVILLE,KY,40206,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 4,OWNER,OWNER,,,,1989/03/06 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2023/08/21 00:00:00,,0,N/A,0,N/A,38.2539,-85.7349,,0,0,0,,2023-03-03 00:00:00,447
35436,56,635,SCHOOLS,SCHOOLS,ST. FRANCIS OF ASSISI,1938,ALFRESCO PL,,LOUISVILLE,KY,40205,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1988/08/12 00:00:00,,,,2024/12/31 00:00:00,2024/03/16 00:00:00,,0,N/A,0,N/A,38.2258,-85.698,,0,0,0,,,448
35079,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,JOCKEY CLUB SUITES,700,CENTRAL AVE,,LOUISVILLE,KY,40208,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1988/08/12 00:00:00,2023/10/13 00:00:00,2022/11/23 00:00:00,2022/11/23 00:00:00,2023/12/31 00:00:00,2023/11/22 00:00:00,,300,SEATS,0,N/A,38.2042,-85.7718,,340,125,215,,,449
35437,56,635,SCHOOLS,SCHOOLS,FRANCIS PARKER SCHOOL OF LOUISVILLE,233,W. BROADWAY,,LOUISVILLE,KY,40202,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,PREMISE,,,,1988/08/12 00:00:00,,,,2024/12/31 00:00:00,2023/08/21 00:00:00,,0,N/A,0,N/A,38.2464,-85.7562,,0,0,0,,,450
35438,56,635,SCHOOLS,SCHOOLS,LOUISVILLE COLLEGIATE SCHOOL,2427,GLENMARY AVE,,LOUISVILLE,KY,40204,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,N/A,OWNER,OWNER,,,,1988/08/12 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2023/08/28 00:00:00,,0,N/A,0,N/A,38.2412,-85.7114,,0,0,0,,,451
35439,56,635,SCHOOLS,SCHOOLS,ST. GABRIEL SCHOOL,5503,BARDSTOWN ROAD,,LOUISVILLE,KY,40291,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 3,OWNER,OWNER,,,,1988/08/12 00:00:00,,,,2024/12/31 00:00:00,2024/05/01 00:00:00,,0,N/A,0,N/A,38.1671,-85.5991,,0,0,0,,,452
35440,56,635,SCHOOLS,SCHOOLS,LOWE ELEMENTARY SCHOOL,210,OXFORDSHIRE PLACE,,LOUISVILLE,KY,40222,180,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,N/A,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 9,OWNER,OWNER,,,,1989/02/27 00:00:00,,,2009/01/09 00:00:00,2024/12/31 00:00:00,2024/04/27 00:00:00,,0,N/A,0,N/A,38.2452,-85.5921,,0,0,0,,,453
33106,56,610,RETAIL FOOD STORES,RETAIL WITH LIMITED SERVICE,BEECHMONT COMMUNITY CENTER,205,W WELLINGTON AVE,,LOUISVILLE,KY,40214,360,NO,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,SENT,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1988/08/02 00:00:00,2010/10/16 00:00:00,,,2024/12/31 00:00:00,2024/07/21 00:00:00,,1,N/A,1000,SQ FEET,38.1842,-85.7646,2/13/17:  Feeding site for senior nutrition & Kid's Cafe. JM,90,90,0,,,454
34244,56,607,RETAIL/FOOD ESTABLISHMENT,"RETAIL-FOOD  10,000 SQ FT OR LESS",SPEEDWAY #9646,3915,DIXIE HWY,,LOUISVILLE,KY,40216,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,,BILLING,BILLING,,,,1989/02/09 00:00:00,2023/10/13 00:00:00,2022/12/07 00:00:00,2022/12/07 00:00:00,2023/12/31 00:00:00,2024/01/20 00:00:00,,1,SEATS,3000,SQ FEET,38.1945,-85.8052,,355,280,75,,2017-07-06 00:00:00,455
35085,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,AMERICAN LEGION DIXIE POST 2,2107,CRUMS LN,,LOUISVILLE,KY,40216,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1988/08/12 00:00:00,2023/10/13 00:00:00,2022/11/11 00:00:00,2022/11/11 00:00:00,2023/12/31 00:00:00,2024/04/10 00:00:00,,120,SEATS,0,N/A,38.1954,-85.8109,,310,125,185,,2017-08-21 00:00:00,456
33114,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,MCDONALD'S,9254,WESTPORT RD,,LOUISVILLE,KY,40222,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,YES,NO,AREA 2,OWNER,OWNER,,,,1988/08/02 00:00:00,2023/10/13 00:00:00,2022/12/12 00:00:00,2022/12/12 00:00:00,2023/12/31 00:00:00,2023/12/02 00:00:00,,96,SEATS,0,N/A,38.2856,-85.5786,,435,125,310,,,457
34267,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,BASKIN ROBBINS,10264,SHELBYVILLE RD,,LOUISVILLE,KY,40222,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1988/08/10 00:00:00,2023/10/13 00:00:00,2022/12/14 00:00:00,2022/12/14 00:00:00,2023/12/31 00:00:00,2024/02/25 00:00:00,,62,SEATS,0,N/A,38.245,-85.5643,,280,125,155,,,458
35086,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,HIGHVIEW YOUTH SPORTS,6415,OUTER LOOP,,LOUISVILLE,KY,40219,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,,BILLING,OWNER,,,,2002/12/18 00:00:00,2023/10/13 00:00:00,2022/03/11 00:00:00,2022/03/11 00:00:00,2022/12/31 00:00:00,2019/10/13 00:00:00,1931/01/01 00:00:00,1,SEATS,0,N/A,38.1397,0,,200,125,75,,,459
34271,56,607,RETAIL/FOOD ESTABLISHMENT,"RETAIL-FOOD  10,000 SQ FT OR LESS",SPEEDWAY #9554,9416,SHELBYVILLE RD,,LOUISVILLE,KY,40222,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 9,BILLING,BILLING,,,,1989/02/09 00:00:00,2023/10/13 00:00:00,2022/12/07 00:00:00,2022/12/07 00:00:00,2023/12/31 00:00:00,2024/04/08 00:00:00,,1,SEATS,3800,SQ FEET,38.2459,-85.5763,,355,280,75,,,460
33115,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,HAMPTON INN & SUITES,101,E JEFFERSON ST,,LOUISVILLE,KY,40202,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,,BILLING,OWNER,,,,2010/01/11 00:00:00,2023/10/13 00:00:00,2023/11/15 00:00:00,2023/11/15 00:00:00,2024/12/31 00:00:00,2024/02/18 00:00:00,,90,SEATS,0,N/A,38.2536,-85.7511,,280,125,155,,,461
35090,56,607,RETAIL/FOOD ESTABLISHMENT,"RETAIL-FOOD  10,001 SQ FT OR OVER",VALU MARKET,7519,OUTER LOOP,,LOUISVILLE,KY,40228,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 8,OWNER,OWNER,,,,1988/08/12 00:00:00,2023/10/13 00:00:00,2022/11/30 00:00:00,2022/11/30 00:00:00,2023/12/31 00:00:00,2024/05/07 00:00:00,,1,SEATS,44500,SQ FEET,38.1392,-85.6206,,575,500,75,,,462
33122,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,EL NOPAL,9451,WESTPORT RD,,LOUISVILLE,KY,40241,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1988/08/02 00:00:00,2023/10/13 00:00:00,2023/11/06 00:00:00,2023/11/06 00:00:00,2024/12/31 00:00:00,2023/11/18 00:00:00,,224,SEATS,0,N/A,38.2879,-85.5773,,340,125,215,,,463
34272,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,WHITE CASTLE #17,3705,BARDSTOWN RD,,LOUISVILLE,KY,40218,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,YES,NO,,BILLING,OWNER,,,,1988/08/10 00:00:00,2023/10/13 00:00:00,2023/11/14 00:00:00,2023/11/14 00:00:00,2024/12/31 00:00:00,2024/03/26 00:00:00,,46,SEATS,0,N/A,38.199,0,,405,125,280,,,464
35109,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,WHITE CASTLE #11,1922,S 7TH ST,,LOUISVILLE,KY,40208,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,YES,NO,,BILLING,OWNER,,,,1989/03/06 00:00:00,2023/10/13 00:00:00,2022/11/16 00:00:00,2022/11/16 00:00:00,2023/12/31 00:00:00,2024/03/31 00:00:00,,22,SEATS,0,N/A,38.2205,-85.7774,,355,125,230,,,465
33148,56,610,RETAIL FOOD STORES,PRE-PACKAGED RETAIL,WALGREENS #9524,10201,DIXIE HWY,,LOUISVILLE,KY,40272,360,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 7,OWNER,OWNER,,,,1988/08/02 00:00:00,2023/10/13 00:00:00,2022/12/09 00:00:00,2022/12/09 00:00:00,2023/12/31 00:00:00,2023/12/31 00:00:00,,0,N/A,800,SQ FEET,38.107,-85.8667,,90,90,0,,,466
34273,56,607,RETAIL/FOOD ESTABLISHMENT,"RETAIL-FOOD  10,000 SQ FT OR LESS",BOONE'S BP,601,E BROADWAY,,LOUISVILLE,KY,40202,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 4,OWNER,OWNER,,,,1988/08/10 00:00:00,2023/10/13 00:00:00,2023/03/13 00:00:00,2023/03/13 00:00:00,2023/12/31 00:00:00,2024/02/05 00:00:00,,1,SEATS,2200,SQ FEET,38.2453,0,,355,280,75,,,467
33158,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,FISH HOUSE,1310,WINTER AVE,,LOUISVILLE,KY,40204,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1989/02/28 00:00:00,2023/10/13 00:00:00,2023/11/08 00:00:00,2023/11/08 00:00:00,2024/12/31 00:00:00,2024/03/26 00:00:00,,60,SEATS,0,N/A,38.2358,-85.727,,280,125,155,,,468
35113,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,DAIRY DEL #2,2607,S 7TH ST,,LOUISVILLE,KY,40215,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,SENT,N/A,ENGLISH,,UNKNOWN,NO,YES,NO,,BILLING,OWNER,,,,2006/09/20 00:00:00,2023/10/13 00:00:00,2022/11/16 00:00:00,2022/11/16 00:00:00,2023/12/31 00:00:00,2024/03/13 00:00:00,1936/01/01 00:00:00,18,SEATS,0,N/A,38.2136,-85.7836,,355,125,230,,,469
34292,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,MARMADUKE'S,4206,POPLAR LEVEL RD,,LOUISVILLE,KY,40213,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,1,UNKNOWN,NO,NO,NO,AREA 6,OWNER,OWNER,,,,1988/08/10 00:00:00,2023/10/13 00:00:00,2023/11/14 00:00:00,2023/11/14 00:00:00,2024/12/31 00:00:00,2024/04/07 00:00:00,,50,SEATS,0,N/A,38.1984,-85.7083,,250,125,125,,,470
33164,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,,LOUISVILLE,KY,40291,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 6,OWNER,OWNER,,,,1988/08/02 00:00:00,2023/10/13 00:00:00,2023/11/06 00:00:00,2023/11/06 00:00:00,2024/12/31 00:00:00,2024/01/08 00:00:00,,430,SEATS,0,N/A,38.1722,-85.6275,,340,125,215,,2018-01-12 00:00:00,471
35119,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,WILD HORSE SALOON,2927,S 7TH ST,,LOUISVILLE,KY,40216,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,1,UNKNOWN,NO,NO,NO,,BILLING,OWNER,,,,1988/11/14 00:00:00,2023/10/13 00:00:00,2023/04/05 00:00:00,2023/04/05 00:00:00,2023/12/31 00:00:00,2023/12/04 00:00:00,,45,SEATS,0,N/A,38.208,-85.7878,,250,125,125,,,472
34295,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,FIESTA MEXICANA #3,4507,BARDSTOWN RD,,LOUISVILLE,KY,40218,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,2006/08/25 00:00:00,2023/10/13 00:00:00,2022/11/17 00:00:00,2022/11/17 00:00:00,2023/12/31 00:00:00,2024/01/23 00:00:00,,154,SEATS,0,N/A,38.1832,-85.6291,,310,125,185,,,473
33175,56,607,RETAIL/FOOD ESTABLISHMENT,"RETAIL-FOOD  10,000 SQ FT OR LESS",MORRIS DELI,2228,TAYLORSVILLE RD,,LOUISVILLE,KY,40205,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,YES,NO,NO,,OWNER,OWNER,,,,1988/08/02 00:00:00,2023/10/13 00:00:00,2023/11/13 00:00:00,2023/11/13 00:00:00,2024/12/31 00:00:00,2024/05/05 00:00:00,,10,SEATS,1000,SQ FEET,38.2232,-85.6835,,425,215,210,,,474
35139,56,607,RETAIL/FOOD ESTABLISHMENT,"RETAIL-FOOD  10,001 SQ FT OR OVER",KROGER L-346,3039,BRECKENRIDGE LN,,LOUISVILLE,KY,40220,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,SENT,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,,OWNER,OWNER,,,,1988/08/12 00:00:00,2023/10/13 00:00:00,2023/11/13 00:00:00,2023/11/13 00:00:00,2024/12/31 00:00:00,2024/01/22 00:00:00,,9,SEATS,55426,SQ FEET,38.2177,0,,575,500,75,,,475
34301,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,WILDWOOD COUNTRY CLUB KITCHEN,5000,BARDSTOWN RD,,LOUISVILLE,KY,40291,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,SENT,N/A,ENGLISH,,UNKNOWN,NO,NO,NO,AREA 3,OWNER,OWNER,,,,1988/08/10 00:00:00,2023/10/13 00:00:00,2023/11/14 00:00:00,2023/11/14 00:00:00,2024/12/31 00:00:00,2024/04/15 00:00:00,,300,SEATS,0,N/A,38.1746,-85.6176,,340,125,215,,,476
35165,56,605,FOOD SERVICE ESTABLISHMENT,FOOD SERVICE,KFC Y052-023,1911,W BROADWAY,,LOUISVILLE,KY,40203,180,YES,NO,ACTIVE,PUBLIC,PUBLIC,NOT BONDED,RCVD,PRINTED,ENGLISH,,UNKNOWN,NO,YES,NO,N/A,BILLING,OWNER,,,,1988/08/12 00:00:00,2023/10/13 00:00:00,2022/11/14 00:00:00,2022/11/14 00:00:00,2023/12/31 00:00:00,2023/10/14 00:00:00,,56,SEATS,0,N/A,38.2494,-85.7836,,435,125,310,,,477
