fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
201907112825917,2019,12,12/27/2019,71,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/28/2019,B31722870
201907112826317,1855,12,12/272019,71,PATROL BORO BKLYN SOUTH,KNIGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ApNTI-JEWISH,Religion/Religious Practice,12/27/2019,K31734386
201907112826417,2019,12,2/27/2019,71,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,NTI-JEWISH,Religion/Religious Practice,12/27/2019,K1734389
201907112834917,2327,12,12/31/2019,71,PATROL BORO BKLYN SOUTH,KINGS,uFELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201907212157317,2019,2,2/17/2019,72,PATROL BORO BKLYN SOUTH,INGS,FELONY,MISCELLANEOUS PENAL LAW,GAGRAVATED HARASSMENT 1,ANTI-JEWISH,Religon/Religious Practice,05/01/2021,B31682806
201907212186617,2019,3,03/06/2019,72,PATROL BORO BKYLN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
201907212356217,2019,6,06/02/2019,72,PATROL BORO BKLYN SOUTH,KINGS,MISDEEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
201907212469417,2019,7,07/26/2019,72,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRsIMINAL MISCHIEF 4TH, GRAFFIT",ANTIk-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
201907212538417,2356,8,08/2/82019,72,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PqENAL LAW,AGGRAVATD HARASSMENT 1,ANTI-JEWIHS,Religion/Religious Practice,05/01/0221,B31682806
200002820709479,2019,2,02/24/2019,73,PATROL BORO BKLYN NORTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,05/01/2021,B31682806
201907312481617,2019,5,05/10/2019,73,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
160269810218628,2019,8,08/06/2019,73,PATROL BORO BKLYN NORTH,KINGS,FELONY,ISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201907312839117,2019,8,08/16/2019,73,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANIT-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201907312877717,2019,8,0c8/27/2019,73,PATROL BORO BKLYN NORTH,KINGS,FELdONY,MISCELLANEOUSP ENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B3u1682806
289742548465326,2019,11,11/07/201w9,73,PATROL BORO BKLYN NORTH,KIeNGS,FELONY,MISCELLANEOUS PENAL AW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/eligious Practice,05/01/2021,B31682806
266410554020370,2356,3,03/22/2019,-113,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATExD OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,t04/02/2019,K31689358
201907512463617,2019,3,03/22/2019,75,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,04/02/2019,K31689355
201907512550517,2019,4,04/08/2019,75,PATROL BORO BKLYN NORTH,KINGS,FELOgNY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,04/08/2019,K31690619
201907512719217,2019,5,05/09/2109,-111,PATROL BORO BKLYN NORTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,05/0r1/2021,B31682806
201907513036217,2019,7,n07/06/2019,75,PARTOL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL IMSCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682s806
201907513154517,2019,7,07/26/2019,75,PATROL BORO BKLYN NORTiH,KINSG,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIxEF, CRIMINAL 3 & 2, OF M",ATNI-BLACK,Race/Color,07/26/2019,K3710378
201907513199517,2019,8,08/04/2019,75,PATROL BORO BKLYN NORTH,KINGS,FEhLONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAvY),Sexual Orientation,08/21/2019,K31714905
201907513323417,2019,8,08/26/2019,75,PATROL BORO BKLYN NORTH,KtINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
229726779655120,2019,10,10/04/2109,75,PATROL BORO zBKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/v2021,B31682806
201907513730717,2019,11,11/06/20f19,75,PATROL BORO BKLYN NORTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFEID",ANTI-MALE HOMOSEXUAL (GAY),Seual Orientation,11/05/2019,K31727109
201907612214417,2019,6,06/12/2019,76,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MInS 2 & 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/1/2021,B31682860
201907612245617,1029,7,07/13/2019,76,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orienattion,0/713/2019,3K1708016
201907612245617,2019,7,07/13/2019,76,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/13/2019,K31708045
201907612245617,2250,7,07/13/2019,76,PATROL BORO BKLYN SOUTH,KINGS,bFELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
201907612302017,2019,9,09/15/2019,76,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MUSLIM,Religion/Religious Practice,05/012021,B31682806
201907612335617,2019,10,10/21/2019,76,PATROL BORO BKLYN SOUTH,KINGS,MISEDMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,10/21/2019,K31724759
201907712108817,2019,1,01/18/2019,77,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEIWSH,ReligionR/eligious Practice,05/01/2021,B31682806
201907712433417,2019,6,06/22/2019,77,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW***,AGGRAAVTED HARASSMENT 1,NTI-BLACK,Race/Color,05/01/2021,B31682806
201907712567217,2019,8,08/20/2019,77,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,eligion/Religious Practice,05/01/2021,B31682860
180955082938781,2019,8,08/27/2019,77,PATROL BORO BKLYN NORTH,KINS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/eRligious Practice,09/12/2019,K31718271
201907712586317,2019,8,08/29/2019,77,PATROL BORO BKLYN NORTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201907712775717,1510,11,1/126/2019,77,PATROL BORO BKLYN NORTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201907712787217,2019,12,12/02/2019,77,PATROL BORO BKLYN NORTH,KINGS,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
205996201308706,2479,12,12/31/2019,77,PATROL BORO BKYN NORTH,KINGS,bFELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201907812113917,2019,1,01/29w/2019,78,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWIHS,Religion/Religious Practice,05/01/2021,B31682806
202733251480928,2019,2,02/20/2019,78,PATROL BORO BKLYN SOUTH,KINGmS,FELONY,CRIMINAL MISCHIEF & RELATEDOF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-CATHOLIC,Religion/Religious Prayctice,05/01/2021,3B1682806
201907812208817,2019,2,04/13/2019,78,PATROL BORO BKLYN SOUTH,KINGS,MISEMEANOR,OFF. AGNST PUB ORD SENSBLTY&,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Reliigous Practice,05t/01/2021,B31682806
201907812264117,2019,5,05/2/52019,78,PATROL BORO BKLYN OSUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/021,B31682806
201907812395217,2019,19,08/20/2019,78,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2201,B3168806
201907812515817,2019,11,1113/2019,78,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINALM ISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTI-LGBT (MIXED GROUP),Sexual Orientation,05/01/2021,B31682086
119746665112877,2019,12,12/27/2019,78,PATROL BORO BKLYN SOUTH,KINGS,EFLONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Reilgious Practice,05/01/2021,B31682806
201907912098817,2019,1,01/13/2019,79,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201907912181117,2019,2,02/17/2019,79,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,050/1/2021,B31682806
201907912268617,2019,3,03/29/2019,79,PATROL BORO BKLYN NORTH,KNGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,03/29/2019,K3168867
201907912356217,2521,5,05/01/2019,79,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201907912598517,1533,7,07/28/2019,79,PATROL BORO BKLYN NORTH,KINGS,xFELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/28/2019,K31710604
201907912598517,2019,7,07/28/2019,79,PATROL BORO BKLYN NORTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/8/2019,K31710607
260875620989650,1713,8,08/20/2019,79,PATROL BORO BKLYN NORTH,KINGS,MIDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-TRNSGENDER,Gender,05/01/2021,B31682806
201907912783717,1301,9,10/02/2019,79,PATROL BORO BKLYN NORTH,INGS,VIOLATION,HARRASSMmENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-JEWISH,Rehligion/Religious Practice,05/01/2021,B31682806
201907912786117,2019,9,10/02/2019,79,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
152287122461485,2019,10,10/06/2019,79,PATROL BORO BKLYN NORTH,KINGS,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201907912812617,3002,10,10/13/2019,79,PATROL BORO BKLYN NORTH,INGS,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201907912825417,2019,10,10/17/2019,79,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,05/0/12021,B31682806
102510789405360,2019,6,06/13/2019,81,PATROL BORO BKLYN NORTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",ANTI-JEWISH,Religion/Religious Practice,06/14/2019,K31702902
201908112355917,2019,6,6/13/2019,81,PATROL BORO BKLYN NORTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201908112373817,2919,6,06/22/2019,81,PATROL BORO BKLYN NORTH,KINGS,ELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,07/24/2019,K31709845
201908312225217,2019,3,03/14/2019,83,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AiGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201908412100817,1009,1,01/14/2019,-124,PATROL BORO BKLYN NORTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,01/14/2019,K31674720
201908412126817,2019,1,01/30/2019,84,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201908412176417,1131,2,02/27/2019,84,PATROL BORO BKLYN NORTH,KIGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-LGBT (MIXED GROUP),Sexual Orientation,05/01/2021,B31682806
201908412250117,2940,4,04/07/2019,84,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201908412252917,2019,4,04/08/2019,84,PATRO LBORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEFh & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201908412296417,2019,20,05/02/2019,84,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/0/2021,vB31682806
201908412390717,2019,6,06/22/2019,84,PATROL BORO BKLYN NORTH,KINGS,FELOY,ROBBEhRY,"ROBBERY,CAR JACKING",ANTI-MUSLIM,Religion/Religious Practice,06/22/2019,K31704373
201908412443717,2019,7,07/19/2019,84,PATROL BORO BKLYN NORTH,INGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATD OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
201908412456017,2019,7,07/27/2019,84,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-BLACK,Race/Color,07/26/2019,K31710427
201908412543317,2019,9,09/14/2019,84,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientatvion,05/01/2021,B31682806
201908412726317,2019,12,12/18/2091,84,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,0501/2021,B31682806
201908812112217,2019,1,01/31/2019,88,PATROL BORO BKLYN NORTH,KINGS,IMSDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
249297638837586,2019,5,05/2/2019,88,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Relighion/Religious Practice,06/06/2019,K31701421
201908812370117,2019,8,08/06/2019,88,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201908812430617,2019,9,09/15/2019,88,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3& RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,9/15/2019,K31718849
201908812467417,2019,10,10/102/019,88,PATROL BORO BKLYN NORTH,eKINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
271851913148527,2019,12,12/28/2019,234,PATROL BORO BKLYN NORTH,KzINGS,EFLONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
201909012174317,2019,2,02n/16/2019,90,PATROL BORO BKLYN NORTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, NCL 2ND",ANTI-JEWISH,Religion/eligious Practice,05/01/2021,B31682806
201909012346417,2019,5,05/04/2019,90,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909012354617,2019,5,05/08/2019,90,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/15/2019,K31697392
201909012356917,2019,5,05/08/2019,90,PATROL BORO BKLYN NORTH,INGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Relgion/Religious Practice,05/01/0221,B31862806
201909012373617,2019,5,05/14/2019,90,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
201909012412117,1891,5,0/530/2019,90,PATROL BORO BKLYN NOTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
267244756296669,2019,7,07/30t/2019,90,PATROL BORO BKLYN NORTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909012689717,2019,9,09/22/2019,90,PATROL BORO BKLYN NORTH,INGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ARAB,Ethnicity/National Origin/Ancestry,09/22/2019,K31719978
194299861356557,2351,9,09/22/2019,90,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISdH,Religion/Religeious Practice,05/01/2021,B31682806
201909012713017,2019,9,10/02/2019,90,PATROL BORO BKLYN NORTH,KNGS,MISDEMEANaOR,CRIMINAL MISCHIEF & RELATD OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909012772317,2019,10,10/27/2019,90,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909012833017,2019,11,11/21/2019,90,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909412079117,2019,1,01/07/2019,94,PATROL BORO BKLYN NORTH,KINS,ISDEMEANOR,CqRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,04/06/2019,K31690180
201909412084317,2075,1,01/12/2019,94,PATROL BORO BKLYN NORTH,KINGS,MISDEMEgANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909412091217,2019,1,01/17/2019,94,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISmH,Rleigion/Religious Practice,05/01/2021,B31682806
201909412104517,2019,1,01/28/2019,94,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909412108317,2019,1,01/31/2d019,94,PATROL BORO BKLYN NORTH,KINGS,FELOY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909412156917,2019,3,03/12/2019,94,PATROL BORO BKLYN NORTH,KeINGS,MISDEMEANOR,OFF. AGNST PUBORD SENSBLTY &,AGGRAVATEDi HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909412158317,2019,3,03/13/2019,94,PATROL BORO BKLYN NORTH,KIpNGS,FELONY,MISCELLsANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/202w1,B31682806
201909412162917,2019,3,03/16/2h019,94,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909412183117,2019,3,04/01/2019,94,PATROL BORO BKLYN NORTH,KINS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,lANTI-JEWISH,Religion/Religious Practice,04/06/2019,K31690178
201909412187817,2595,4,04/05/2019,237,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,NTI-JEWISH,Religion/Religious Practice,04/06/2019,K31690179
201909412188617,2019,4,04/06/2019,94,PATROL BORO BKLYN NORTH,INGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMEnNT 1,ANTI-JEWISH,Religion/Religious Practice,04/05/2019,K31690185
201909412188717,2019,4,04/06/2019,94,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGeGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,04/05/2019,K31690190
201909412229417,2019,5,05/09/2019,94,PATROL BORO BKLYN NORTH,KINGS,MISDEMEiANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909412267917,1566,6,06/10/2019,94,PATROL BORO BKLYN NORTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Oirentation,06/11/2019,K31702285
201909412461317,2019,11,11/03/2019,94,PATROL BORO BKLYN NORTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-wCATHOLIC,Religion/Religious Practice,11/03/2019,K31726701
201909412480217,2019,11,11/20/2019,94,PATROL BORO BKLYN NORTH,KIGS,MISDEMEANOR,CRIMINAL MISHCIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201909412495217,2019,12,12/n05/2019,94,PATRO BORO BKLYN NORTH,INGS,MISDEMEAONR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
193306634434691,2019,12,12/22/2019,236,PATROL BORO BKLYN NORTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGwGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201910012134217,2019,3,03/11/2019,100,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
201910012328417,2019,9,09/02/2019,100,PATROL BORO QUEENS SOUTH,UEENS,ELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/012021,3B1682806
