OBJECTID,ID,NAME,START_DATE,END_DATE,AGENCY,AGENCY_TYPE,DESCRIPTION,PROJECT_TYPE,PROJECT_STATUS,PERMIT_NUMBER,EXTERNAL_ID,BUDGET_ID,PAVE_CURB_TO_CURB,SHAPE_Length,SHAPE_Area
90722,65653,WWPS 45 FM & Mainline Replace,,,SPU,Water/Sewer,12215285 - CNTRCTR MAINLINE REHAB DIG FULL - COMBINED FORCE MAIN LINE - 072-036 072-023 - WWPS045,Excavation,Active,,12215285,BC-SU-C380B,0,61.8356925300322,304.215490946393
90727,60606,METERING - GI PIPE RENEWAL,2019/05/20 00:00:00+00,2023/02/13 00:00:00+00,SPU,Water/Sewer,"10088445 - SERVICE RENEW - 3/4"" DOM - SERVICE / HAY-47915373-1",Excavation,Active,,10088445,BC-SU-C110B,0,61.833839944066,304.197255999671
90728,60638,Water Svc Line Renewal Small,,,SPU,Water/Sewer,"10092686 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-N0168802-1",Excavation,Active,,10092686,BC-SU-C110B,0,61.8342668175058,304.201452489891
90732,73579,SESEA00507B,2023/06/05 00:00:00+00,2023/06/12 00:00:00+00,Zayo Fiber Solutions,Telecommunications,Overlash (3) spans on E Union St and new strand and lash fiber (2) spans on M.L. King Jr Way,Aerial Work,Active,,,,0,545.708942907604,5090.23847073629
90733,73629,Jefferson Play Field Turf Replacement,2023/07/01 00:00:00+00,2023/10/31 00:00:00+00,Seattle Parks and Recreation,City of Seattle,Replacement of synthetic turf and rubberized track surfacing on existing playfield,Surface Improvements Only,Active,NA,SPR,,0,61.8354782859243,304.213383140257
90738,68967,2022 SPU Curb Ramps,2022/01/07 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"32nd Ave S & S Orcas St (NE-Bisector, SE-N)",Paving,Active,,,,0,544.874739555233,18453.3072486118
90740,64948,2022 Microsurfacing Curb Ramps,2021/01/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"Preventive Maint Curb Ramps S_Kenyon_ST_50th_S  (NW-S, SW-2, SE-W)",Paving,Active,,SDOT PEMS,TRG0090-U2553,0,336.45279004564,6901.84157668494
90753,66920,Kenyon Way S Sidewalks,2023/01/09 00:00:00+00,2023/07/13 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,"Widened sidewalk on Kenyon Way S from S Kenyon St to 39th Ave S, to include pedestrian lighting, bicycle connections to Kenyon neighborhood greenway and Chief Sealth Trail.",Excavation,Active,,WP00000471,WP00000471,,1281.8875437927,12317.634036106
90762,65666,BMP - 8th Ave PBL Permanent,2022/11/18 00:00:00+00,2023/08/11 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,"Two components:
1) Conversion of existing 8th Ave (between Pike and Lenora) interim PBL into permanent through addition of concrete buffer and raised path between Pine and Olive.
2) Replacement of concrete panels south of Denny Way and installation of new transit island w/bus shelter in SB lane.",Surface Improvements Only,Active,,WP00000050,WP00000050,0,4739.09183160971,46034.7496211756
90763,61211,East Marginal Way Heavy Haul Corridor Improvements - North Segment,2023/05/02 00:00:00+00,2026/06/23 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,"Roadway reconstruction from the entrance to Jack Perry Park to S Spokane St; water main replacement for along this segment north of S Horton St. Protected bike lane between S Atlantic St and S Spokane St. New traffic signal at S Horton St. S Hanford St signal rebuilt and railroad tracks adjusted. Signal changes at S Atlantic St and S Spokane St. |#|PMaC_2020-10-12|#|",Excavation,Active,,WP00000373,WP00000373,1,14542.9422894442,142527.830498808
90860,61521,METERING - GI PIPE RENEWAL,,2023/01/17 00:00:00+00,SPU,Water/Sewer,"10328052 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-H0079680-1",Excavation,Active,,10328052,BC-SU-C110B,0,61.8343004679405,304.201775875522
90861,61530,METERING - GI PIPE RENEWAL,,2023/02/02 00:00:00+00,SPU,Water/Sewer,"10328186 - SERVICE RENEW - 2"" DOM - SERVICE - 2"" DOM / BAD-02834598-1",Excavation,Active,,10328186,BC-SU-C110B,0,61.8345106454607,304.203850360643
90899,60596,METERING - GI PIPE RENEWAL,,,SPU,Water/Sewer,"10087871 - SERVICE RENEW - 2"" DOM - SERVICE - 2"" DOM / PCN-S0323283-1",Excavation,Active,,10087871,BC-SU-C110B,0,61.8339745376528,304.198573124821
90903,60632,METERING - GI PIPE RENEWAL,2019/05/22 00:00:00+00,2023/01/02 00:00:00+00,SPU,Water/Sewer,"10092298 - SERVICE RENEW - 4"" DOM - SERVICE - 3"" DOM / ROC-01189012-1",Excavation,Active,,10092298,BC-SU-C110B,0,61.834720912167,304.205931341641
90956,60674,SPOT SEWER UNIT PRICE CONTRACT 5 - UPC 5,,,SPU,Water/Sewer,10096755 - CNTRCTR MAINLINE REHAB DIG SPOT - SANITARY MAIN LINE - 059-458 059-249,Excavation,Active,,10096755,BC-SU-C370B,0,61.8353086223025,304.211704917323
90960,60823,METERING - GI PIPE RENEWAL,,2023/02/09 00:00:00+00,SPU,Water/Sewer,"10153035 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-U0447844-1",Excavation,Active,,10153035,BC-SU-C110B,0,61.8341781256338,304.200581859128
90963,60905,METERING - GI PIPE RENEWAL,,,SPU,Water/Sewer,"10170093 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-U0410212-1",Excavation,Active,,10170093,BC-SU-C110B,0,61.8338046781788,304.196903026919
90989,61524,METERING - GI PIPE RENEWAL,2019/09/08 00:00:00+00,2023/02/07 00:00:00+00,SPU,Water/Sewer,"10327957 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-02329666-1",Excavation,Active,,10327957,BC-SU-C110B,0,61.8341418255258,304.200225606556
91075,73720,1710 E DENNY WAY,,,Private Development,Permitted Work,"DEP Homes LLC | Frontage improvements such as a new landscape strip, utility restoration,  and new ADA ramps at the intersection between E Denny Way and 17th Ave E.",Other Construction,Active,SUSIP0000626,SUSIP0000626,,0,1548.26670302036,14956.493078258
91103,62055,METERING - GI PIPE RENEWAL,2023/01/21 00:00:00+00,2023/01/27 00:00:00+00,SPU,Water/Sewer,"10472544 - SERVICE RENEW - 2"" DOM - SERVICE - 2"" DOM AMR / ZEN-31008726-1",Excavation,Active,,10472544,BC-SU-C110B,0,61.8344994906225,304.20373354845
91139,73172,1001 John St Relo,2022/12/12 00:00:00+00,2023/01/27 00:00:00+00,Zayo Fiber Solutions,Telecommunications,Relocate aerial fiber from east side of John St to new poles on the west side,Aerial Work,Active,,,,0,1429.36231955896,13459.3914788744
91142,68960,2022 SPU Curb Ramps,2022/01/06 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"12th Ave & NW 75th St (NE-2, SE-2, SW-2, NW-2)",Paving,Active,,,,0,903.965258881775,50281.7900988207
91187,63649,2022 Federal SRTS Package,2023/03/31 00:00:00+00,2024/01/24 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,"New sidewalk on the south side of NE 135th St between Lake City Way NE and 35th Ave NE
New neighborhood greenway on NE 135th St between 27th Ave NE and 37th Ave NE",Other Construction,Active,,WP00000483,WP00000483,0,5469.82713847526,53530.5558066808
91287,60544,2021 SPOT SEWER CONTRACT 1,,,SPU,Water/Sewer,10076651 - CNTRCTR MAINLINE REHAB DIG SPOT - COMBINED MAIN LINE - 059-183 059-184,Excavation,Active,,10076651,BC-SU-C370B,0,61.835513031239,304.213717396107
91290,60601,METERING - GI PIPE RENEWAL,2019/05/20 00:00:00+00,2023/02/13 00:00:00+00,SPU,Water/Sewer,"10088626 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-K0025952-1",Excavation,Active,,10088626,BC-SU-C110B,0,61.8339985457927,304.198815196031
91422,58094,New Sidewalks - NE 117th and Pinehurst - 2020 Federal,2023/04/21 00:00:00+00,2024/05/09 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,New half-signal and island.  |#|PMaC_2019-07-26|#|,Excavation,Active,,WP00000358,WP00000358,,174.414579551209,1412.20433381442
91433,71080,9216  20TH AVE SW,2023/11/29 00:00:00+00,2024/05/29 00:00:00+00,Private Development,Permitted Work,IS PROPERTY INVESTMENTS LLC | Asphalt alley and retaining wall for the 9216 20th Ave SW project.,Other Construction,Active,SUSIP0000488,SUSIP0000488,,0,2251.46767130052,21246.6354734744
91553,58728,New Sidewalks - Lake City Way WSDOT Coordination Package,2020/05/15 00:00:00+00,2023/12/26 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,New sidewalk with curb ramps on the west side of the street,Paving,Active,,WP00000163,WP00000163,,752.641360251774,7103.21266141704
91677,69676,2022 SSRP Curp Ramps,2022/03/17 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,Stone Way N & N 48th St (2 ramps at SE corner and 2 ramps at SW corner),Paving,Active,,,,0,440.54350753322,11614.5133916298
91680,72516,2022 SPU Curb Ramps,2022/09/26 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,,Paving,Active,,,,0,347.891651200613,7549.60381714998
91681,66886,2021 SPU Curb Ramps,2021/01/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,1st Ave NE and NE 61st St (all corners),Paving,Active,,,,0,549.262968191328,18598.0568221394
91682,66904,2022 Microsurfacing Curb Ramps,2022/01/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,Preventive Maint Curb Ramps S_Holden_ST_48th_S,Paving,Active,,,TRG0090-U2553,0,168.702992394155,1773.60109771891
91683,68851,2022 AMM Curb Ramps,2022/01/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,ADA curb ramp upgrades at N 143rd St & 1st Ave NE (NE-W),Paving,Active,,SDOT,,0,61.8337256627322,304.196125350545
91684,68858,2022 AMM Curb Ramps,2022/01/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"ADA curb ramps upgrades at Waters Ave S & 64th Ave S (SW-E, SE-bisector, NE-S)",Paving,Active,,SDOT,,0,61.8359199927718,304.217721987321
91685,68940,2022 AMM Curb Ramps,2022/01/06 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,Chelan Ave SW & W Marginal Way SW,Paving,Active,,,,0,460.818587507147,12728.4630134101
91690,73745,Sidewalk Safety Repair Project - Rainier Ave S & 25th Ave S to Bayview (WO 940655),2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,sidewalk and curb ramp improvements,Paving,Active,,,MC-TR-C025,0,1016.3965194795,9400.64233320718
91691,73763,Sidewalk Safety Repair Program - E Pike St & Bellevue Ave,2023/04/03 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,sidewalk repair on north side of  E Pike St & Bellevue Ave (WO 945044),Paving,Active,,,MC-TR-C025,0,269.596958172081,2349.01357621038
91711,73623,CSG 850557 MINOR,2022/12/26 00:00:00+00,2022/12/26 00:00:00+00,Comcast,Telecommunications,,Excavation,Active,,,,0,61.8339417178272,304.198255937159
91748,73570,Garfield Superblock Enhancements,2024/01/01 00:00:00+00,2024/12/31 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,"Sidewalk and curb repair along the south side of E Cherry St and the west side of 25th Ave, curb ramp upgrades at E Cherry St and 24th Ave, E Jefferson St and 25th Ave",Excavation,Active,,,,0,2743.0722028924,26788.8704967373
91749,66836,Sidewalk Safety Repair Program - 70th Pl S & S 115th St,2023/04/03 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"Sidewalk safety repair program project at 70TH PL S BETWEEN 71ST PL S AND S 115TH ST, NW SIDE. WO 687608",Paving,Active,,,MC-TR-C025,0,1458.75732434885,14053.2711966378
91756,67815,Sidewalk Safety Repair Program - 47th Ave SW & SW Eddy St,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"Sidewalk Safety Repair Program at 47TH AVE SW BETWEEN SW EDDY ST AND DEAD END 2, E SIDE. WO 908001",Paving,Active,,,MC-TR-C025,0,402.091038205953,3653.10773430256
91910,61145,Sidewalk Safety Repair Program - N 85th & 1st Ave NW,2023/04/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,N. 85th St. b/t 1st Ave. NW and Palatine Ave. N.(N.Side). Digout and shim sidewalk. 716793,Paving,Active,,WO 716793,TRC0252-U0551,0,721.898438849635,6800.66406133125
91927,73781,2023 AMM Curb Ramps,2023/01/02 00:00:00+00,2023/12/29 00:00:00+00,SDOT Maintenance Operations,SDOT,California Ave SW & SW Mills St,Excavation,Active,,,,0,294.481401474107,5320.55638005883
91928,73788,2023 AMM Curb Ramps,2023/01/02 00:00:00+00,2023/12/29 00:00:00+00,SDOT Maintenance Operations,SDOT,NE 82ND ST AND 40TH AVE NE (all corners),Excavation,Active,,,,0,507.016931998704,15995.5489380332
91931,63035,2022 AMM Curb Ramps,2020/01/01 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,ADA Curb Ramp upgrade for the SW-E ramp at 4th Ave S & S Industrial Way,Excavation,Active,,SDOT,TRC0040-U2065,0,61.8353449801714,304.212059645637
91941,71691,SESEA00018B,2023/01/02 00:00:00+00,2023/01/31 00:00:00+00,Zayo Fiber Solutions,Telecommunications,Trench across 6th Ave and install conduit. Pull and splice fiber.,Excavation,Active,,,,0,187.554801229309,1541.5340376833
91946,73613,23rd and Massachusetts Intersection Improvements,2022/12/03 00:00:00+00,2023/12/31 00:00:00+00,SDOT Transit and Mobility,SDOT,Modify intersection by relocating stop bars and install protected left turn phase.,Surface Improvements Only,Active,,,TRC0305-U2233,0,61.8351320950783,304.209971765155
91947,68958,2022 SPU Curb Ramps,2022/01/06 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,N 48th St & Wallingford Ave N (all corners),Paving,Active,,,,0,137.77177886723,1172.70419104959
91990,64886,SUUMP0000433 - 935 4th Ave (aka 365 Madison St) - CRAN_RWOR_DTSEA_028,2022/07/30 00:00:00+00,2025/01/01 00:00:00+00,ATT,Telecommunications,To be updated by Mastec,Other Construction,Active,SUUMP0000433,,DTSEA_028,0,146.051269411351,1133.08950653986
92004,68790,East Marginal Way Heavy Haul Corridor Improvements - Central Segment,2027/02/04 00:00:00+00,2029/02/01 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,"Reconstructs the roadway to Heavy Haul standards between S Spokane St and Duwamish Ave S. Constructs a shared use trail between S Spokane St and Diagonal Ave S on the west side of East Marginal Way S, with adjustments to traffic signals as needed. Adds a traffic signal phase for eastbound S Spokane St.",Paving,Active,,WP00000467,WP00000467,0,6719.74773643916,65833.922313725
92005,69033,ADA Program - 2021 Legacy Curb Ramps,2023/03/24 00:00:00+00,2024/02/09 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,,Paving,Active,,WP00000438,WP00000438,0,3029.9197354467,14906.2712460348
92033,60820,METERING - GI PIPE RENEWAL,,2023/02/09 00:00:00+00,SPU,Water/Sewer,"10153228 - SERVICE RENEW - 1"" DOM - SERVICE - 1"" / PCN-T0311312-1",Excavation,Active,,10153228,BC-SU-C110B,0,61.8342479183309,304.201263617088
92036,60902,METERING - GI PIPE RENEWAL,2019/06/24 00:00:00+00,2023/01/29 00:00:00+00,SPU,Water/Sewer,"10169903 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-J0098604-1",Excavation,Active,,10169903,BC-SU-C110B,0,61.834314656057,304.201929645651
92097,61520,Water Svc Line Renewal Small,,2023/02/09 00:00:00+00,SPU,Water/Sewer,"10327812 - SERVICE RENEW - 3/4"" DOM - SERVICE / PCN-U0605314-1",Excavation,Active,,10327812,BC-SU-C110B,0,61.8340504878271,304.199335960131
92098,61527,METERING - GI PIPE RENEWAL,2023/02/11 00:00:00+00,2023/02/17 00:00:00+00,SPU,Water/Sewer,"10328327 - SERVICE RENEW - 2"" DOM - SERVICE - 2"" DOM / PCN-R0132289-1",Excavation,Active,,10328327,BC-SU-C110B,0,61.834721191253,304.205914424885
92282,45238,Burke-Gilman Trail Missing Link,2023/03/09 00:00:00+00,2024/02/14 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,"Burke Gilman Trail Missing Link

Construction: 6-9 duration, NTP depends on litigation, beginning Q4 2022 at the earliest, ending 2023 at the latest.",Other Construction,Active,,WP00000466,WP00000466,0,15317.820535065,150479.300725559
92410,61150,Sidewalk Safety Repair Program - 34th Ave & E Cherry St,2023/04/03 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,"34th Ave between E Cherry St and E Columbia St, west side. WO 691341",Paving,Active,,WO 691341,TRC0853-U1465,0,1020.96220177487,9744.22911741259
92428,73782,2023 AMM Curb Ramps,2023/01/02 00:00:00+00,2023/12/29 00:00:00+00,SDOT Maintenance Operations,SDOT,Airport Way S & S Oregon St,Excavation,Active,,,,0,326.947215536619,6651.51536100991
92429,73784,2023 AMM Curb Ramps,2023/01/02 00:00:00+00,2023/12/29 00:00:00+00,SDOT Maintenance Operations,SDOT,S Holgate St & 6th Ave S (West Side),Excavation,Active,,,,0,261.839808830369,3252.82651399805
92448,68938,2022 SPU Curb Ramps,2022/01/06 00:00:00+00,2023/12/31 00:00:00+00,SDOT Maintenance Operations,SDOT,45th Ave SW & SW Lander St (all corners),Excavation,Active,,,,0,465.335036355001,12967.5250447812
92525,64975,2021 Sewer Rehabilitation,2023/06/06 00:00:00+00,2024/06/11 00:00:00+00,SPU,Water/Sewer,"This project is located at 21 different sites throughout the City of Seattle. It has 24 distinct sewer main repairs, which include: 22 spot sewer main repairs (Sites 1- 19) and 2 full line sewer main replacements (Sites 20 & 21). This project consists of the following elements of Work: Performing spot/full line sewer rehabilitation to existing sewer pipes of varying depths and sizes. This includes",Other Construction,Active,SUUMP0000103,C600555,BC-SU-C370B,0,12108.3161277537,228428.217420962
92693,58727,New Sidewalks - Lake City Way WSDOT Coordination Package,2020/05/15 00:00:00+00,2023/12/26 00:00:00+00,SDOT Capital and Structures Divisions,SDOT,,Paving,Active,,WP00000163,WP00000163,,357.939670777335,3301.91196323999
92698,67147,JB0000741592-Comcast-Cannon,2023/01/14 00:00:00+00,2023/01/14 00:00:00+00,Comcast,Telecommunications,OVERLASH FIBER ON EXISTING AERIAL STRAND,Mobility Impact Only,Active,,,,0,1163.38206893895,11149.1035429401
92802,45044,45th Ave SW Culvert Replace,2025/02/13 00:00:00+00,2026/05/06 00:00:00+00,SPU,Water/Sewer,"The 45th Ave SW culvert is in poor structural condition and at risk for failure. It will be replaced with a fish passable structure approx. 14 feet wide, and the creek channel will be rebuilt approx. 100 ft upstream and downstream of the culvert. Access for crews will be provided as well as a community gathering and seating area over the downstream end of the culvert.  Since we cannot allow the as",Other Construction,Active,,C316078,BC-SU-C333B,,1254.10226740255,20537.1441086853
92803,45046,Airlift PS 56 Conversion,2023/06/01 00:00:00+00,2024/01/30 00:00:00+00,SPU,Water/Sewer,"This project involves decomissioning PS 56 and its forcemain and constructing a new gravity line to transfer flows out of the basin. The work includes the design, construction and closeout of the following improvements:1) Decommissioning and demolition of PS 56 and its forcemain2) Construction of a new gravity line to transfer flows out of the basin3) Re-aligning and reconnecting side sewers4) Re-",Other Construction,Active,SUSIP0000378,C315093,BC-SU-C370B,0,1909.00566261956,69844.8610466096
92805,45050,SCWQ Storage Tunnel,2019/12/25 00:00:00+00,2024/02/15 00:00:00+00,SPU,Water/Sewer,"Design, permitting, and construction for tunnel storage, including drop shafts/structures; single design services consultant contract for pump station/force main and storage tunnel; includes engineering services during construction and construction management specific to the work package. A minimum 15.24 MG, 14,000-ft long offline storage tunnel constructed primarily in public right-of-way and ext",Other Construction,Active,,C315503,BC-SU-C360B,,9142.39892163101,575369.505320085
92819,45078,Pearl Street DWW Imp,2020/07/05 00:00:00+00,2023/02/27 00:00:00+00,SPU,Water/Sewer,"At least thirteen properties in the Pearl Street area have experienced sewer backups in the past ten years during the wet season, and are correlated with storm events which cause SSOs in the right-of-way too. Also, during storm events, Maple Elementary and Maple Wood Park and Playfield, located in the upper part of the basin, have suffered flooding. Selected recommendation includes:1. New passive",Other Construction,Active,,C312051,BC-SU-C380B,,7399.51530132412,324376.509538344
92824,45089,SCWQ Pump Station,2023/10/17 00:00:00+00,2026/07/27 00:00:00+00,SPU,Water/Sewer,Design and construction of 12 MGD pump station for the SCWQP storage tunnel.,Other Construction,Active,,C315502,BC-SU-C360B,,1208.7387503838,86467.2977860804
92842,45121,S Park WQ Facility,2027/01/14 00:00:00+00,2028/12/29 00:00:00+00,SPU,Water/Sewer,"Options analysis, design and construction of a water quality facility servicing the 7th Ave South drainage basin. This is the second phase of the work that was started with design and construction of the South Park Pump Station (C308011). The facility will treat stormwater runoff to meet the goals of the Integrated Plan.",Other Construction,Active,,C314066,BC-SU-C380B,,902.839352858819,43315.9312185178
92846,45130,S Park Flood Control Pump Sta,2020/09/27 00:00:00+00,2024/03/03 00:00:00+00,SPU,Water/Sewer,"Project to design and construct a pump station (PS) in the South Park neighborhood, 7th Avenue South basin. PS capacity will enable the existing storm drain trunk to meet the 2004 Comprehensive Drainage Plan (CDP) level of service (LOS), and allow for projects in the basin that are expanding the collection systems to function as intended during storm events.",Other Construction,Active,,C308011,BC-SU-C380B,,3050.20375626082,30295.0305964874
92852,45140,2015 Spot Sewer Lining Contrc1,2017/03/12 00:00:00+00,2018/11/14 00:00:00+00,SPU,Water/Sewer,This project has 28 sites containing rehabilitation by both open trench and trenchless method throughout the City of Seattle.  The open trench rehabilitation consists of removing and replacing portion of damaged sewer pipe of varying depth and size by open excavation.  The trenchless rehabilitation utilizes Cured-In-Place-Pipe (CIPP) lining and segmental lining method to rehabilitate defected sewe,Other Construction,Active,,C315080,BC-SU-C370B,,25083.9505674835,123317.500537336
92853,45142,12th Ave SSO & Drainage Imp,2022/07/07 00:00:00+00,2023/03/30 00:00:00+00,SPU,Water/Sewer,"The 12th Avenue NW sewer basin drainage system comprises an informal drainage system, mainly a ditch-and-culvert network The existing system is under-capacity and is prone to significant flooding and overtopping during frequent rainfall events.  Flooding surface water leaves the public right-of-way (ROW) and enters private property, impeding access to homes, causing property damage, and sometimes",Other Construction,Active,,C312060,BC-SU-C380B,,2036.46579886829,10103.1039844324
92855,45144,Lower Taylor Creek Restoration,2024/04/11 00:00:00+00,2025/12/30 00:00:00+00,SPU,Water/Sewer,This project provides funding to replace the barrier culvert at Rainier Avenue South for lower Taylor Creek.  Design alternatives include rerouting and other habitat improvements.  The Taylor Creek culvert at Rainier Avenue South is the number one fish-passage barrier in the City that blocks access to a majority of spawning and rearing habitat in upper Taylor Creek to all species of salmonids.,Other Construction,Active,SUSIPX256992,C399315,BC-SU-C333B,,3790.61546566009,55965.0036269294
92860,45152,Pump Station Ventilation Upgd,2018/12/26 00:00:00+00,2022/05/30 00:00:00+00,SPU,Water/Sewer,The purpose of this project is to upgrade and replace the ventilation systems at SPU pump stations to bring them up to current codes. Ventilation system improvements were bundled together as part of this project to ensure consistency across the pump stations as well as facilitate a more efficient delivery. This project was originally scoped to improve ventilation systems at 49 stations. Design was,Other Construction,Active,365415,C315090,BC-SU-C370B,0,58759.6509009659,799084.297777878
92861,45153,South Park Drainage Conveyance,2021/10/17 00:00:00+00,2023/05/04 00:00:00+00,SPU,Water/Sewer,"Complete analysis, design and construction of drainage improvements in the South Park neighborhood.  This work is in support of Action Plan Item 0E-02 of the Strategic Plan, to accelerate implementation of already-planned infrastructure improvements in the South Park neighborhood.This work identify and prioritize drainage improvements and develop an implementation plan for constructing drainage co",Other Construction,Active,,C314057,BC-SU-C380B,,7585.27564662333,150940.815140567
92868,45160,South Park Development,2024/07/24 00:00:00+00,2025/09/17 00:00:00+00,SPU,Water/Sewer,"This project studies, plans, designs and constructs remediation of the historic South Park Landfill site to minimize environmental impacts. SPU owns a portion of the site on which the landfill once operated, and was an historic operator of the landfill at one time. This project will meet the requirements of a Washington Department of Ecology Agreed Order for study of and cleanup planning for the h",Other Construction,Active,,C206402,BC-SU-C230B,,3206.52612452349,556763.007685825
92872,45165,430 Pipeline Improvements,2022/05/15 00:00:00+00,2023/10/08 00:00:00+00,SPU,Water/Sewer,"Install access manholes, inspect the pipeline, restore the interior pipe lining, and re-coat and add bracing and straps to the pipe in the Lake Union Tunnel and South Shaft.  Construct additional appurtenances, improvements, and connections required for the project.",Other Construction,Active,,C114074,BC-SU-C120B,0,27740.1270125422,839249.624660779
92881,45177,SCWQ-SPU Wallingford Convey,2023/01/02 00:00:00+00,2024/12/29 00:00:00+00,SPU,Water/Sewer,Design and construction of Basin 147 diversion structure and conveyance to SCWQP storage tunnel in Wallingford neighborhood,Other Construction,Active,405871,C315507,BC-SU-C360B,,1946.12328009881,52852.476483425
92893,52105,Cathodic Protection,2006/12/31 00:00:00+00,2006/12/31 00:00:00+00,SPU,Water/Sewer,"Cathodic Protection budget placeholder, includes Small Scale CP projects, CP2025, and CP2027, and $500k in 2030 for CP2029",Other Construction,Active,,C1NW208,BC-SU-C120B,,14655.0997638474,72797.163143241
92896,52122,Sediment Remediation Duwamish,2002/09/26 00:00:00+00,2029/12/30 00:00:00+00,SPU,Water/Sewer,"This project is mandated under Federal Agreed Order on Consent (AOC) as amended.  It provides for Seattle Public Utilities participation in cleanup of contaminated sediment in the Duwamish River in all areas outside specified early action areas. This project will included preliminary studies and analyses,  engineering design for actual cleanup efforts, and liability allocation negotiations. This p",Other Construction,Active,,C309047,BC-SU-C350B,,66535.1258050001,18046524.8337229
92898,52592,Delridge 168/169 CSO Control,2021/06/30 00:00:00+00,2025/12/30 00:00:00+00,SPU,Water/Sewer,Options Analysis to identify a suite of CSO and stormwater approaches to improve the quality of discharges to Longfellow Creek during wet weather.,Other Construction,Active,,C317028,BC-SU-C360B,0,41374.7914312177,26002031.4768137
92901,57922,CP Improvements 2019 Package,2022/05/31 00:00:00+00,2023/04/27 00:00:00+00,SPU,Water/Sewer,"Install new impressed current cathodic protection systems at several locations along CRPLs 1, 2, and 3. The improvements will be on Regional Transmission System pipelines.PROJECT LOCATION: This project is located in the City of Seattle, Renton, andUnincorporated King County at six separate sites: Federal Ave E (Site 96); 22nd Ave E (Site 95); 18th Ave S (Site 94); Beacon Ave S (Site 92); and S 134",Other Construction,Active,,C117001,BC-SU-C120B,0,14255.01263196,879208.093530325
92915,59175,2017 Sewer Lining Small Diamet,2022/01/10 00:00:00+00,2023/12/28 00:00:00+00,SPU,Water/Sewer,"$8,00,240 total cost projections are for Contract 1 and 2:Contract 1 consists of approx. 23,000 LF of sewer mainline (15? diameter and smaller) cured-in-place pipe (CIPP) repairs.  The project sites (68 sites; 96 segments) are located in the Southwest district. GAA: $4,621,729 (SG 4 approved). NTP: 6/4/2020. SC: 2/26/2021 extended to 8/13/2021; issued as 8/4/2021. PC: 4/30/2021; extended to 9/10",Other Construction,Active,,C317017,BC-SU-C370B,,99040.8296963899,1396701.67808764
92917,59357,WM Rehab Multisite Package #4,2023/03/05 00:00:00+00,2024/07/21 00:00:00+00,SPU,Water/Sewer,"Watermain rehabilitation will be performed at multiple locations.  These watermains have reached the end of their asset life, and need to be replaced.  At each of these 12 sites, the work within the right of way and will include replacement of appurtenances (e.g. valves, hydrant branches, etc.) and transferring services from the retired watermain to the new watermain.  It may also include replacin",Other Construction,Active,,C600299,BC-SU-C110B,,11395.4482284218,229348.981479039
