STATEFP,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ELSDLEA,UNSDLEA,SCSDLEA,Shape_Length,Shape_Area,OBJECTID
16,1601110,Fremont County Joint School District 215,00,PK,12,G5420, ,E,4706633601,82174902,+44.2141177,-111.4655727, ,01110, ,4.46160235688743,0.539472079930225,3923
16,1601140,Fruitland School District 373,00,PK,12,G5420, ,E,190442780,2602665,+43.9215444,-116.9143681, ,01140, ,0.861224495256799,0.0216336929313605,3924
16,1601170,Garden Valley School District 71,00,PK,12,G5420, ,E,2035697801,8620979,+44.1527035,-115.5620914, ,01170, ,3.98538498699738,0.229935351522664,3925
16,1601200,Genesee Joint School District 282,00,PK,12,G5420, ,E,463016607,54395,+46.5633697,-116.8842432, ,01200, ,1.14351618976299,0.0543356284901339,3926
16,1601230,Glenns Ferry Joint School District 192,00,PK,12,G5420, ,E,2334355363,13778474,+43.0419511,-115.3152051, ,01230, ,2.56039083694719,0.259349191504935,3927
16,1601260,Gooding Joint School District 231,00,PK,12,G5420, ,E,1000757462,3490160,+43.0344155,-114.7202777, ,01260, ,1.51695039902162,0.11092381508744,3928
16,1601290,Grace Joint School District 148,00,PK,12,G5420, ,E,772657703,2717950,+42.4768436,-111.7521481, ,01290, ,1.6495622306967,0.0848850230512902,3929
16,1601380,Hagerman Joint School District 233,00,PK,12,G5420, ,E,135026696,4992838,+42.8048340,-114.8680175, ,01380, ,0.667910608452527,0.0154084395899197,3930
16,1601410,Hansen School District 415,00,PK,12,G5420, ,E,160823915,1207412,+42.4926807,-114.2595123, ,01410, ,0.733674656635983,0.0177370027317838,3931
16,1601440,Highland Joint School District 305,00,PK,12,G5420, ,E,901906616,1362093,+46.2283183,-116.5442220, ,01440, ,2.08208403572168,0.105335276471255,3932
16,1601470,Homedale Joint School District 370,00,PK,12,G5420, ,E,156729553,3656115,+43.5996136,-116.9483516, ,01470, ,0.626071234699292,0.0178787854630446,3933
16,1601500,Horseshoe Bend School District 73,00,PK,12,G5420, ,E,731311686,1964032,+43.9118705,-116.1304179, ,01500, ,1.4987539815598,0.0821638506789468,3934
16,1601530,Idaho Falls School District 91,00,PK,12,G5420, ,E,877612884,4444049,+43.5232370,-112.2726368, ,01530, ,1.68506773844255,0.098202010828115,3935
16,1601570,Jefferson County Joint School District 251,00,PK,12,G5420, ,E,878525539,13094703,+43.7021004,-112.1831384, ,01570, ,1.87595458245122,0.0995645835579166,3936
16,1601590,Jerome Joint School District 261,00,PK,12,G5420, ,E,807309444,4644246,+42.7419367,-114.3938641, ,01590, ,2.30675168574928,0.0892622408983011,3937
16,1601620,Kamiah Joint School District 304,00,PK,12,G5420, ,E,444326196,2843344,+46.2375369,-116.0089636, ,01620, ,1.78276405253704,0.0521575054229704,3938
16,1601650,Kellogg Joint School District 391,00,PK,12,G5420, ,E,1463676711,5691129,+47.5832824,-116.2577458, ,01650, ,2.45540646192629,0.175687657307972,3939
16,1601680,Kendrick Joint School District 283,00,PK,12,G5420, ,E,430814578,335563,+46.6376248,-116.5508839, ,01680, ,1.51033441684199,0.0506499041316977,3940
16,1601710,Kimberly School District 414,00,PK,12,G5420, ,E,288931842,1054726,+42.3945175,-114.3608332, ,01710, ,1.04090745527115,0.0317082118357271,3941
16,1601740,Kootenai Joint School District 274,00,PK,12,G5420, ,E,483958988,58396072,+47.4974546,-116.6487485, ,01740, ,1.26037316776526,0.0647303307477878,3942
16,1601770,Kuna Joint School District 3,00,PK,12,G5420, ,E,532005456,2203141,+43.3862972,-116.3609251, ,01770, ,1.63613685524721,0.0593475461210903,3943
16,1601800,Lakeland Joint School District 272,00,PK,12,G5420, ,E,997148163,25927616,+47.8824840,-116.7391911, ,01800, ,2.09962830925221,0.123005980893015,3944
16,1601830,Lapwai School District 341,00,PK,12,G5420, ,E,1020821589,11824130,+46.2356165,-116.7879900, ,01830, ,3.06370689519072,0.120426450591938,3945
16,1601860,Lewiston Independent School District 340,00,PK,12,G5420, ,E,361170010,8599854,+46.3294882,-116.9365795, ,01860, ,1.04885481246748,0.0432038076599444,3946
16,1601900,Mackay Joint School District 182,00,PK,12,G5420, ,E,2663379807,7715810,+43.9446969,-113.9446595, ,01900, ,3.31232798166563,0.299391003659222,3947
16,1601920,Madison School District 321,00,PK,12,G5420, ,E,880492262,7894228,+43.7428668,-111.6526073, ,01920, ,2.1010713711567,0.0992777055897668,3948
16,1601950,Marsh Valley Joint School District 21,00,PK,12,G5420, ,E,2032366032,2607430,+42.5610658,-112.1415877, ,01950, ,2.96584807664547,0.223066204759774,3949
16,1601980,Marsing Joint School District 363,00,PK,12,G5420, ,E,739939114,4612506,+43.3995788,-116.8994801, ,01980, ,1.57640101534125,0.0827368414839983,3950
16,1602030,McCall-Donnelly Joint School District 421,00,PK,12,G5420, ,E,6232342566,76260984,+44.9224290,-115.4552148, ,02030, ,4.61377160328119,0.719178202993955,3951
16,1602060,Meadows Valley School District 11,00,PK,12,G5420, ,E,998961789,7683520,+45.0753667,-116.3847881, ,02060, ,2.38124598760839,0.115028309818518,3952
16,1602070,Melba Joint School District 136,00,PK,12,G5420, ,E,1440845490,8333100,+43.2040025,-116.6227304, ,02070, ,2.1773133432561,0.16053516804643,3953
16,1602100,Meridian Joint School District 2,00,PK,12,G5420, ,E,857995922,4022490,+43.5503826,-116.3088816, ,02100, ,2.53629459986168,0.0960127186011613,3954
16,1602130,Middleton School District 134,00,PK,12,G5420, ,E,232616705,967629,+43.7530385,-116.6233104, ,02130, ,0.88180421877923,0.0261025466960096,3955
16,1602160,Midvale School District 433,00,PK,12,G5420, ,E,1188477985,17565880,+44.3851832,-116.5887611, ,02160, ,2.01211104998724,0.136161484525392,3956
16,1602190,Minidoka County Joint School District 331,00,PK,12,G5420, ,E,2468931611,35700567,+42.8259850,-113.6630999, ,02190, ,3.45341642496055,0.275727022950686,3957
16,1602220,Moscow School District 281,00,PK,12,G5420, ,E,311389458,91241,+46.7637860,-116.9547881, ,02220, ,1.06531932740226,0.0366756488971281,3958
16,1602250,Mountain Home School District 193,00,PK,12,G5420, ,E,5022841949,49522581,+43.2115383,-115.7180170, ,02250, ,5.97386360434182,0.564346922350514,3959
16,1602280,Mullan School District 392,00,PK,12,G5420, ,E,199086050,250559,+47.4431289,-115.7781877, ,02280, ,1.03660077358707,0.0237670627316115,3960
16,1602310,Murtaugh Joint School District 418,00,PK,12,G5420, ,E,268429800,830282,+42.4380707,-114.1371586, ,02310, ,0.910126229437406,0.0294612756585965,3961
16,1602340,Nampa School District 131,00,PK,12,G5420, ,E,240003924,13183406,+43.5337978,-116.5980072, ,02340, ,1.03009548140237,0.0281887655630953,3962
16,1602370,New Plymouth School District 372,00,PK,12,G5420, ,E,445104742,2741728,+43.9527068,-116.7267734, ,02370, ,1.26427398381785,0.0502148998873202,3963
16,1602400,Nezperce Joint School District 302,00,PK,12,G5420, ,E,572019683,237883,+46.2891281,-116.2535599, ,02400, ,1.93896950494847,0.0668027977442502,3964
16,1602430,North Gem School District 149,00,PK,12,G5420, ,E,965635325,6462615,+42.8139694,-111.9428035, ,02430, ,1.85256188822498,0.106983628509633,3965
16,1602460,Notus School District 135,00,PK,12,G5420, ,E,93689587,1059373,+43.7337157,-116.7901853, ,02460, ,0.678405377580123,0.0105857233264533,3966
16,1602490,Oneida County School District 351,00,PK,12,G5420, ,E,3059258319,3995238,+42.1838954,-112.5204486, ,02490, ,3.12915396090901,0.333886173435357,3967
16,1602520,Orofino Joint School District 171,00,PK,12,G5420, ,E,5299204868,62668212,+46.6613907,-115.5716359, ,02520, ,5.65229173352029,0.630010734259364,3968
16,1602550,Parma School District 137,00,PK,12,G5420, ,E,215572114,4611492,+43.7718573,-116.9463554, ,02550, ,0.877322129269983,0.0246143834927344,3969
16,1602580,Payette Joint School District 371,00,PK,12,G5420, ,E,445288414,3695322,+44.1047720,-116.7224677, ,02580, ,1.32938767054162,0.050467911321267,3970
16,1602610,Pleasant Valley Elementary School District 364,00,PK,12,G5420, ,E,3183423434,4872562,+42.7167009,-116.9164190, ,02610, ,3.66999652387731,0.349925171028139,3971
16,1602640,Pocatello School District 25,00,PK,12,G5420, ,E,841137129,89413470,+42.9049164,-112.3800918, ,02640, ,2.29995766765254,0.102583360317243,3972
16,1602670,Post Falls School District 273,00,PK,12,G5420, ,E,154895706,2536218,+47.6990038,-116.9775921, ,02670, ,0.732604798827393,0.0188644598735113,3973
16,1602700,Potlatch School District 285,00,PK,12,G5420, ,E,891289413,797379,+46.9509593,-116.7988500, ,02700, ,1.80882564288811,0.105430342782929,3974
16,1602730,Prairie Elementary School District 191,00,PK,12,G5420, ,E,546609156,3148728,+43.5076911,-115.5762688, ,02730, ,1.34989766794402,0.0611905588352642,3975
16,1602760,Richfield School District 316,00,PK,12,G5420, ,E,1225892257,2899177,+43.0796845,-114.0058875, ,02760, ,2.14625704282038,0.135806704642937,3976
16,1602790,Ririe Joint School District 252,00,PK,12,G5420, ,E,347948180,6721821,+43.5818932,-111.6162479, ,02790, ,1.3710921441672,0.0395237824856141,3977
16,1602820,Rockland School District 382,00,PK,12,G5420, ,E,880565021,76095,+42.4707326,-112.8373171, ,02820, ,1.27872547089627,0.0963960809265157,3978
16,1602850,Salmon School District 291,00,PK,12,G5420, ,E,7493238367,12614133,+45.1198209,-114.2388196, ,02850, ,6.11751069227754,0.858609420847069,3979
16,1602910,Shelley Joint School District 60,00,PK,12,G5420, ,E,354389164,2073369,+43.3980173,-112.2164652, ,02910, ,1.40735441533285,0.0396036854662023,3980
16,1602940,Shoshone Joint School District 312,00,PK,12,G5420, ,E,1319843127,4070563,+42.9916016,-114.3363682, ,02940, ,3.45313529339731,0.146094449960681,3981
16,1602970,Snake River School District 52,00,PK,12,G5420, ,E,1875160148,402250,+43.3318284,-112.6817242, ,02970, ,2.4491445260591,0.208155380205167,3982
16,1603000,Soda Springs Joint School District 150,00,PK,12,G5420, ,E,3480502814,84601468,+42.8244599,-111.4021824, ,03000, ,3.49147116873823,0.392491784349055,3983
16,1603030,South Lemhi School District 292,00,PK,12,G5420, ,E,3592317874,1007308,+44.6234792,-113.3561649, ,03030, ,4.10386978275773,0.407366467429833,3984
16,1603060,St. Maries Joint School District 41,00,PK,12,G5420, ,E,1261545694,18903152,+47.2273144,-116.5351419, ,03060, ,2.01179933810174,0.152070461758602,3985
16,1603090,Sugar-Salem Joint School District 322,00,PK,12,G5420, ,E,452694231,3724056,+43.8932922,-111.7542806, ,03090, ,2.20879684390643,0.0511229420400599,3986
16,1603120,Swan Valley Elementary School District 92,00,PK,12,G5420, ,E,2162261451,69906503,+43.3341809,-111.3451300, ,03120, ,2.7261862682785,0.247689307452521,3987
16,1603180,Teton County School District 401,00,PK,12,G5420, ,E,1163374555,2860139,+43.7609939,-111.2117653, ,03180, ,1.70016494242591,0.130343223434604,3988
16,1603210,Three Creek Joint Elementary School District 416,00,PK,12,G5420, ,E,1691043410,987884,+42.1118320,-115.1953358, ,03210, ,2.32061470378374,0.184184678731696,3989
16,1603240,Twin Falls School District 411,00,PK,12,G5420, ,E,247836270,2275872,+42.5183850,-114.4728868, ,03240, ,0.881285229148262,0.0273970827006251,3990
16,1603270,Valley School District 262,00,PK,12,G5420, ,E,564967427,6976130,+42.6248221,-114.1518757, ,03270, ,1.24044044045195,0.0627642615582481,3991
16,1603300,Wallace School District 393,00,PK,12,G5420, ,E,1657637035,2597035,+47.5506620,-115.8396834, ,03300, ,3.21592374767094,0.19905064380223,3992
16,1603330,Weiser School District 431,00,PK,12,G5420, ,E,1611577934,24382756,+44.3969086,-116.9390412, ,03330, ,2.41564811041084,0.184762254970688,3993
16,1603360,Wendell School District 232,00,PK,12,G5420, ,E,297206674,2368652,+42.7574353,-114.7222058, ,03360, ,0.916772233669671,0.0329428201172783,3994
16,1603400,West Jefferson School District 253,00,PK,12,G5420, ,E,1901710659,16463025,+43.8817889,-112.4182793, ,03400, ,2.33023192011324,0.214802297028174,3995
16,1603420,West Side Joint School District 202,00,PK,12,G5420, ,E,401973452,3299695,+42.1443681,-112.0176298, ,03420, ,1.17740362091483,0.0441252089541477,3996
16,1603480,Wilder School District 133,00,PK,12,G5420, ,E,78754799,833864,+43.6802352,-116.9133232, ,03480, ,0.482465001125679,0.0088835190308271,3997
17,1700001,River Ridge Community Unit School District 210,00,PK,12,G5420, ,E,424056380,18800200,+42.3020736,-090.2580864, ,00001, ,1.14688164198003,0.0483431023680886,3998
17,1700002,Casey-Westfield Community Unit School District 4C,00,PK,12,G5420, ,E,515195935,795331,+39.3063433,-087.9938970, ,00002, ,1.46409671058416,0.0538852357213529,3999
17,1700003,Blue Ridge Community Unit School District 18,00,PK,12,G5420, ,E,550612146,3066779,+40.2612501,-088.5920946, ,00003, ,1.47317423280307,0.0586152609912754,4000
17,1700004,Norris City-Omaha-Enfield Community Unit School District 3,00,PK,12,G5420, ,E,531288393,1514917,+38.0284199,-088.3286147, ,00004, ,1.86629508436711,0.0546741269937782,4001
17,1700005,Prairie Central Community Unit School District 8,00,PK,12,G5420, ,E,954598569,2086973,+40.7226710,-088.4967261, ,00005, ,2.17747968238898,0.101973487284615,4002
17,1700007,Eastland Community Unit School District 308,00,PK,12,G5420, ,E,398016097,1661474,+42.1286147,-089.7749071, ,00007, ,1.25770899695909,0.043516449643475,4003
17,1700014,Goreville Community Unit School District 1,00,PK,12,G5420, ,E,151689997,5527918,+37.5527196,-088.9631335, ,00014, ,0.736249027972638,0.0160303831321543,4004
17,1700015,Joppa-Maple Grove Unit District 38,00,PK,12,G5420, ,E,124383199,5083110,+37.2591385,-088.8603355, ,00015, ,0.707139886257434,0.0131501984580278,4005
17,1700041,Gibson City-Melvin-Sibley Community Unit School District 5,00,PK,12,G5420, ,E,576087777,1163976,+40.5083731,-088.3383153, ,00041, ,1.57732083916793,0.0613297875360027,4006
17,1700044,Farmington Central Community Unit School District 265,00,PK,12,G5420, ,E,489042859,2594258,+40.6707356,-089.8525283, ,00044, ,1.83509262479155,0.0523976122103447,4007
17,1700045,Gallatin Community Unit School District 7,00,PK,12,G5420, ,E,850945167,14533428,+37.7570995,-088.2268693, ,00045, ,1.72975278331797,0.0884835700459956,4008
17,1700092,Georgetown-Ridge Farm Consolidated Unit School District 4,00,PK,12,G5420, ,E,260037465,355381,+39.9476395,-087.6148392, ,00092, ,0.832682340688207,0.027439663932196,4009
17,1700102,Brussels Community Unit School District 42,00,KG,12,G5420, ,E,155255219,27440365,+38.9368206,-090.5847997, ,00102, ,0.643177831897442,0.0189825389464144,4010
17,1700105,A-C Central Community Unit School District 262,00,PK,12,G5420, ,E,377198148,1185357,+39.8619330,-090.0551532, ,00105, ,2.07875488333168,0.0398796665024989,4011
17,1700106,Heritage Community Unit School District 8,00,PK,12,G5420, ,E,347004140,705258,+39.9590065,-087.9847632, ,00106, ,1.18703217202926,0.036650032336532,4012
17,1700109,Ridgeview Community Unit School District 19,00,PK,12,G5420, ,E,513075747,194181,+40.5228695,-088.6079007, ,00109, ,1.59406627250821,0.0545441717717084,4013
17,1700110,North Chicago School District 187,00,PK,12,G5420, ,E,20710283,37866,+42.3185095,-087.8591900, ,00110, ,0.249574286549896,0.00226581734242903,4014
17,1700113,Illini Central Community Unit School District 189,00,PK,12,G5420, ,E,699390859,1407146,+40.2317848,-089.7579689, ,00113, ,1.87315754313707,0.07416379250292,4015
17,1700114,South Central Community Unit School District 401,00,PK,12,G5420, ,E,561609522,3480310,+38.7919711,-088.8345132, ,00114, ,1.15837888149746,0.0585931353806485,4016
17,1700115,Henry-Senachwine Consolidated Unit School District 5,00,KG,12,G5420, ,E,264975153,32708037,+41.1407979,-089.4189971, ,00115, ,1.2733875223208,0.0319245344984326,4017
17,1700120,Lostant Community Unit School District 425,00,PK,12,G5420, ,E,135306412,0,+41.1470070,-089.0559705, ,00120, ,0.724241118343882,0.0145132062286749,4018
17,1700122,Shiloh Community Unit School District 1,00,PK,12,G5420, ,E,601927516,210129,+39.7680987,-087.9026715, ,00122, ,1.78645574448051,0.0632902103488799,4019
17,1700123,Meridian Community Unit School District 15,00,PK,12,G5420, ,E,354974631,160779,+39.7208988,-089.0367677, ,00123, ,1.45051992197822,0.0373082726282586,4020
17,1700125,Bureau Valley Community Unit School District 340,00,PK,12,G5420, ,E,878532432,909063,+41.4657450,-089.6554357, ,00125, ,2.99323667152509,0.0947782344687804,4021
17,1700126,Midland Community Unit School District 7,00,PK,12,G5420, ,E,426313386,18428979,+41.0214054,-089.4092627, ,00126, ,1.98461692125903,0.0476143629805153,4022
17,1700130,West Carroll Community Unit School District 314,00,PK,12,G5420, ,E,529953435,54179976,+42.0806790,-090.0755083, ,00130, ,1.43331604440264,0.0635577718704108,4023
17,1700153,Lewistown Community Unit School District 97,00,PK,12,G5420, ,E,427946895,12598474,+40.3572667,-090.1213513, ,00153, ,1.49046483167,0.0467066309882247,4024
17,1700176,Cowden-Herrick Community Unit School District 3A,00,KG,12,G5420, ,E,280904653,13853,+39.2407774,-088.9274870, ,00176, ,1.52889424393529,0.0293086505388983,4025
17,1700217,Christopher Community Unit School District 99,00,PK,12,G5420, ,E,96638112,1262957,+37.9797384,-089.0780219, ,00217, ,0.630830427501249,0.0100397597073346,4026
17,1700223,Okaw Valley Community Unit School District 302,00,PK,12,G5420, ,E,406759952,11184838,+39.5855427,-088.7823230, ,00223, ,1.67426884131275,0.0438211295476567,4027
17,1700314,West Prairie Community Unit School District 103,00,PK,12,G5420, ,E,638124573,490754,+40.4600610,-090.7643252, ,00314, ,2.03794910122613,0.0678442683242517,4028
17,1700319,West Central Community Unit School District 235,00,PK,12,G5420, ,E,785845614,28414971,+40.8125075,-090.9129227, ,00319, ,2.07569307859061,0.0869075147684592,4029
17,1700320,Monmouth-Roseville Community Unit School District 238,00,PK,12,G5420, ,E,403068601,79475,+40.7272648,-090.6570455, ,00320, ,1.26019528429074,0.0429727127251803,4030
17,1700321,United Community School District 304,00,KG,12,G5420, ,E,983629694,591829,+40.9814652,-090.6310675, ,00321, ,3.40246815390013,0.105305833981982,4031
17,1700323,Crescent Iroquois Community Unit School District 249,00,KG,12,G5420, ,E,156901640,517047,+40.7650181,-087.8342462, ,00323, ,0.96157378381498,0.0167892566174615,4032
17,1700324,Sangamon Valley Community Unit School District 9,00,PK,12,G5420, ,E,289987302,597923,+39.8474430,-089.1968272, ,00324, ,1.26867113820683,0.0305808864149299,4033
17,1700326,El Paso-Gridley Community Unit School District 11,00,PK,12,G5420, ,E,452699116,981277,+40.7343754,-088.9769889, ,00326, ,1.25387383351997,0.0483662454093015,4034
17,1700332,Schuyler-Industry Community Unit School District 5,00,PK,12,G5420, ,E,1117428844,10569099,+40.1797093,-090.5819288, ,00332, ,2.69292107336971,0.119278215651254,4035
17,1701382,Thompsonville Community Unit School District 174,00,KG,12,G5420, ,E,118287677,2038329,+37.9099664,-088.7565527, ,01382, ,0.584257231667046,0.0123278116313082,4036
17,1701387,Western Community Unit School District 12,00,PK,12,G5420, ,E,622388020,19232211,+39.6731950,-091.1182264, ,01387, ,1.27914855239153,0.0673515318845046,4037
17,1701390,Flanagan-Cornell District 74,00,PK,12,G5420, ,E,202102012,0,+40.8803938,-088.8549923, ,01390, ,0.811526247548685,0.0215916103891845,4038
17,1701395,Mercer County School District 404,00,PK,12,G5420, ,E,958165884,20836647,+41.2073450,-090.8643785, ,01395, ,1.80084425322291,0.105104932740568,4039
17,1701403,North Mac Community Unit School District 34,00,PK,12,G5420, ,E,385005281,2993673,+39.4611598,-089.8001831, ,01403, ,1.27220082103268,0.0406092406154231,4040
17,1701404,Odin Public School District 722,00,PK,12,G5420, ,E,53102000,55907,+38.6208095,-089.0562486, ,01404, ,0.391313822662,0.00549872844253608,4041
17,1701413,Abingdon-Avon Community Unit School District 276,00,PK,12,G5420, ,E,480088496,1270612,+40.7395234,-090.4232635, ,01413, ,1.90859437110408,0.0513171492984624,4042
17,1701416,Milford Area Public School District 124,00,PK,12,G5420, ,E,580110972,54555,+40.6606650,-087.6497853, ,01416, ,1.74850954067642,0.0617739454815307,4043
17,1701418,Salt Fork Community Unit School District 512,00,PK,12,G5420, ,E,395658989,1073827,+39.9796936,-087.7977469, ,01418, ,1.32046940104108,0.0418359660936209,4044
17,1703300,Alden-Hebron School District 19,00,PK,12,G5420, ,E,130769048,54823,+42.4527526,-088.4462025, ,03300, ,0.647260663676641,0.0143179082733312,4045
17,1703450,Allendale Community Consolidated School District 17,00,PK,12,G5420, ,E,102509854,1963823,+38.5387999,-087.7332132, ,03450, ,0.587449030191627,0.0107937793271864,4046
17,1703510,Altamont Community Unit School District 10,00,PK,12,G5420, ,E,313252582,464084,+39.0231727,-088.7390014, ,03510, ,0.921287547343081,0.032633966141218,4047
17,1703600,Alton Community Unit School District 11,00,PK,12,G5420, ,E,210359716,10597544,+38.9560079,-090.1693542, ,03600, ,0.899090576387091,0.0229595374777537,4048
17,1703660,Alwood Community Unit School District 225,00,PK,12,G5420, ,E,223193736,133189,+41.2040805,-090.3267568, ,03660, ,0.741031251057553,0.0239751023435184,4049
17,1703690,Amboy Community Unit School District 272,00,PK,12,G5420, ,E,525789226,1306904,+41.6858092,-089.3721205, ,03690, ,1.76540721532287,0.0570013790418036,4050
17,1703810,Annawan Community Unit School District 226,00,PK,12,G5420, ,E,329810495,848868,+41.4183538,-089.8964460, ,03810, ,1.670248855406,0.0356159413820915,4051
17,1703960,Arcola Consolidated Unit School District 306,00,KG,12,G5420, ,E,293410537,327652,+39.6755388,-088.2774386, ,03960, ,1.39779974447044,0.0308381018015006,4052
17,1703990,Argenta-Oreana Community Unit School District 1,00,PK,12,G5420, ,E,223336755,205919,+39.9757399,-088.8358702, ,03990, ,0.89079540393548,0.0235681287224258,4053
17,1704260,Arthur Community Unit School District 305,00,PK,12,G5420, ,E,665290191,98731,+39.7466269,-088.5387792, ,04260, ,1.82961345429857,0.0699255195448764,4054
17,1704380,Ashton Community Unit School District 275,00,PK,12,G5420, ,E,381710382,724162,+41.8232958,-089.2413951, ,04380, ,1.56598826710497,0.0414457517038383,4055
17,1704440,Astoria Community Unit School District 1,00,PK,12,G5420, ,E,234778959,1468721,+40.2055511,-090.3114309, ,04440, ,1.0666854152683,0.0249972510477718,4056
17,1704470,Athens Community Unit School District 213,00,PK,12,G5420, ,E,216793277,736493,+39.9505738,-089.6854944, ,04470, ,1.19734140612014,0.0229287172892356,4057
17,1704620,Auburn Community Unit School District 10,00,PK,12,G5420, ,E,193390828,49623,+39.5852827,-089.7259635, ,04620, ,1.11019537537247,0.0202811497262862,4058
17,1704680,Aurora East Unit School District 131,00,PK,12,G5420, ,E,36743597,907166,+41.7590320,-088.2905286, ,04680, ,0.309158681106281,0.00407616971351902,4059
17,1704710,Aurora West Unit School District 129,00,PK,12,G5420, ,E,76461166,1290425,+41.7800954,-088.3572518, ,04710, ,0.603993541458163,0.00842030453486496,4060
17,1704920,Ball-Chatham Community Unit School District 5,00,PK,12,G5420, ,E,233569281,11236190,+39.6763633,-089.6612973, ,04920, ,1.19267456538048,0.0256998424594854,4061
17,1705050,Barrington Community Unit School District 220,00,PK,12,G5420, ,E,171329262,6483500,+42.1464981,-088.1646544, ,05050, ,0.889126568705333,0.0193664490943959,4062
17,1705220,Batavia Unit School District 101,00,PK,12,G5420, ,E,52005457,838303,+41.8392959,-088.3199354, ,05220, ,0.481694424276114,0.00572799484887068,4063
17,1705310,Beardstown Community Unit School District 15,00,PK,12,G5420, ,E,254108962,15202184,+40.0081909,-090.3811551, ,05310, ,1.05498860799384,0.0284074163130435,4064
17,1705430,Beecher Community Unit School District 200U,00,KG,12,G5420, ,E,147042334,12586,+41.3439342,-087.6164059, ,05430, ,0.540745283299524,0.015819499240511,4065
17,1705460,Beecher City Community Unit School District 20,00,PK,12,G5420, ,E,246673652,1210670,+39.1807324,-088.7377669, ,05460, ,1.28138678242382,0.0258414770825418,4066
17,1705790,Belvidere Consolidated Unit School District 100,00,PK,12,G5420, ,E,404652516,2706783,+42.2637458,-088.8313535, ,05790, ,1.47098257051049,0.044447556051962,4067
17,1705820,Bement Community Unit School District 5,00,PK,12,G5420, ,E,238834518,12023,+39.9142424,-088.5476519, ,05820, ,0.906674339011194,0.0251601313536428,4068
17,1706120,Bethalto Consolidated Unit School District 8,00,PK,12,G5420, ,E,55061823,671207,+38.9094518,-090.0422420, ,06120, ,0.698169170681482,0.00578805136474441,4069
17,1706390,Bismarck-Henning Consolidated Unit School District,00,KG,12,G5420, ,E,251577210,248692,+40.2445328,-087.6387268, ,06390, ,0.925121648762169,0.0266544874846029,4070
17,1706480,Bloomington School District 87,00,PK,12,G5420, ,E,30273517,0,+40.4774779,-088.9732778, ,06480, ,0.589119232570404,0.00321508705902168,4071
17,1706600,Scott-Morgan Consolidated Unit School District 2,00,PK,12,G5420, ,E,196185988,3096001,+39.7235710,-090.5553550, ,06600, ,0.757785476190815,0.0209336823892668,4072
17,1706880,Bradford Community Unit School District 1,00,PK,12,G5420, ,E,301107020,216735,+41.1692600,-089.6475037, ,06880, ,1.08052438490295,0.0323304923661619,4073
17,1707200,Brimfield Community Unit School District 309,00,PK,12,G5420, ,E,194490068,33457,+40.8283731,-089.8448465, ,07200, ,1.1252810182408,0.0207664403032753,4074
17,1707440,Brownstown Community Unit School District 201,00,PK,12,G5420, ,E,239608053,297787,+38.9995506,-088.9637903, ,07440, ,0.939613102730359,0.0249458880723415,4075
17,1707650,Paxton-Buckley-Loda Community Unit School District 10,00,KG,12,G5420, ,E,665914040,1516633,+40.5201221,-088.0871939, ,07650, ,2.22704366786924,0.0709269607477265,4076
17,1707770,Bunker Hill Community Unit School District 8,00,PK,12,G5420, ,E,162535743,723781,+39.0475525,-089.9560901, ,07770, ,0.721585571579441,0.0169873226277275,4077
17,1707830,Central Community Unit School District 301,00,PK,12,G5420, ,E,215940823,55754,+42.0154285,-088.4837692, ,07830, ,1.11550455596775,0.0234769085349221,4078
17,1707950,Bushnell-Prairie City Community Unit School District 170,00,PK,12,G5420, ,E,344068060,519709,+40.5623114,-090.4608548, ,07950, ,1.28616404441085,0.0366400104641507,4079
17,1708010,Byron Community Unit School District 226,00,PK,12,G5420, ,E,147762065,2971863,+42.1438380,-089.2793365, ,08010, ,0.664282526322603,0.0164154485605291,4080
17,1708040,Cahokia Community Unit School District 187,00,PK,12,G5420, ,E,49523260,3076564,+38.5692038,-090.1552669, ,08040, ,0.361540701422443,0.0054370654780032,4081
17,1708070,Cairo Community Unit School District 1,00,PK,12,G5420, ,E,150166023,24784162,+37.0985049,-089.3350147, ,08070, ,1.07791868969585,0.0177241194388494,4082
17,1708160,Cambridge Community Unit School District 227,00,PK,12,G5420, ,E,228550321,47264,+41.2935312,-090.1800519, ,08160, ,1.24768683338661,0.0245743196850393,4083
17,1708220,Camp Point Community Unit School District 3,00,PK,12,G5420, ,E,602495973,800768,+40.0484524,-091.0401828, ,08220, ,1.45937688102323,0.0636696736926361,4084
17,1708250,Trico Community Unit School District 176,00,KG,12,G5420, ,E,629338033,12086588,+37.8776228,-089.5530302, ,08250, ,1.57391233549118,0.0656871086232939,4085
17,1708280,Canton Union School District 66,00,PK,12,G5420, ,E,343706602,20929459,+40.5423774,-090.0125920, ,08280, ,1.20186759538566,0.038760887121074,4086
17,1708430,Carlinville Community Unit School District 1,00,PK,12,G5420, ,E,614395590,2194977,+39.2656766,-089.9109538, ,08430, ,1.76435303205155,0.0643620242233695,4087
17,1708460,Carlyle Community Unit School District 1,00,PK,12,G5420, ,E,516698315,75842627,+38.6294717,-089.2985642, ,08460, ,1.61154968401403,0.0613055454634722,4088
