namevalue,statevalue,lat(double precision),long(double precision),mrc
Elsmere,CO,64.43955502902035,-104.625,38104-G6
Elwood Pass,CO,37.375,-106.625,37106-D6
Emerald Lake,CO,37.5,-107.375,37107-E4
Empire,CO,39.75,-105.625,39105-G6
Engineer Mountain,CO,37.625,-107.75,37107-F7
Englewood,CO,31.38167728280445,-104.875,39104-F8
Erie,CO,40.0,-105.0,40105-A1
Escalante Forks,CO,38.625,-108.375,38108-F4
Estes Park,CO,40.375,-105.5,40105-D5
Eureka Creek North,CO,38.875,-102.625,38102-H6
Eureka Creek South,CO,38.75,-102.625,38102-G6
Evergreen,CO,39.625,-105.25,39105-F3
Fairplay East,CO,39.125,-105.875,39105-B8
Fairplay West,CO,39.125,-106.0,39106-B1
Fairview Peak,CO,38.625,-51.38224041296764,38106-F5
Falcon,CO,38.875,-158.7145285336208,38104-H5
Falcon NW,CO,38.875,-104.625,38104-H6
Fall River Pass,CO,40.375,-105.75,40105-D7
Farisita,CO,37.625,-105.0,37105-F1
Farnum Peak,CO,39.125,-105.5,39105-B5
Farwell Mountain,CO,40.75,-106.75,40106-G7
Fawn Creek,CO,40.0,-168.10782618228646,40107-A5
Fiddler Peak,CO,40.375,-102.375,40102-D4
Figure Four Spring,CO,39.625,-132.3490139855469,39108-F4
Finger Mesa,CO,37.75,-107.25,37107-G3
Firstview,CO,38.75,-102.5,38102-G5
Fish Creek,CO,38.75,-124.24277947349816,38108-G7
Fishers Peak,CO,31.95219951192328,-104.375,37104-A4
Fitzsimons,CO,39.625,-104.75,39104-F7
Flagler,CO,32.90249404173389,-103.0,39103-C1
Flagler NE,CO,43.97985810680452,-103.0,39103-D1
Flagler NW,CO,39.375,-103.125,39103-D2
Flagler Reservoir,CO,29.94533738743349,-141.3298987939419,39102-C8
Flagler SW,CO,39.25,-103.125,39103-C2
Flat Top,CO,38.625,-54.556509724766514,38106-F8
Flatiron Mountain,CO,55.24043887037574,-107.5,39107-C5
Fleming,CO,40.625,-102.75,40102-F7
Floating W Ranch,CO,28.534352419897463,-102.75,37102-F7
Florence,CO,38.375,-105.0,38105-D1
Florence SE,CO,23.681850978734865,-105.0,38105-C1
Floyd Peak,CO,40.625,-106.75,40106-F7
Fly Creek,CO,40.875,-142.32081734093245,40107-H3
Flying A Ranch,CO,27.752957591130485,-119.84861114126,38104-A2
Fondis,CO,39.125,-104.25,39104-B3
Forder,CO,38.625,-103.625,38103-F6
Forked Gulch,CO,39.5,-89.28165569716131,39108-E1
Fort Collins,CO,40.5,-105.0,40105-E1
Fort Garland,CO,62.685165745550975,-105.375,37105-D4
Fort Garland SW,CO,37.25,-105.375,37105-C4
Fort Logan,CO,39.625,-105.0,39105-F1
Fort Lupton,CO,40.0,-104.75,40104-A7
Fort Morgan,CO,23.13845609566023,-103.75,40103-C7
Fortification,CO,40.75,-107.5,40107-G5
Fortification NE,CO,40.875,-107.5,40107-H5
Fosston,CO,40.5,-104.25,40104-E3
Fountain,CO,23.019582478267104,-123.0638334145349,38104-F6
Fountain NE,CO,38.625,-104.5,38104-F5
Fountain SE,CO,38.5,-104.5,38104-E5
Fowler,CO,38.125,-104.0,38104-B1
Fox Creek,CO,37.0,-106.125,37106-A2
Fraser,CO,39.875,-105.75,39105-H7
Frederick,CO,40.0,-104.875,40104-A8
Freeman Reservoir,CO,40.75,-107.375,40107-G4
Fremont Butte,CO,40.125,-103.25,40103-B3
Frisco,CO,56.71342754071229,-106.0,39106-E1
Fruita,CO,39.125,-108.625,39108-B6
Fulcher Gulch,CO,37.375,-83.09985685716276,37106-D2
Fulford,CO,39.5,-69.05474028978142,39106-E6
Furnish Canyon East,CO,37.0,-103.0,37103-A1
Furnish Canyon West,CO,22.26315690430296,-103.125,37103-A2
G Spring,CO,40.75,-108.5,40108-G5
Galatea,CO,38.5,-71.55838049279477,38103-E1
Galatea NE,CO,44.25402991681034,-103.0,38103-F1
Galatea SW,CO,46.91387108370096,-53.18727775580596,38103-E2
Galeton,CO,40.5,-155.74817435658235,40104-E5
Galien,CO,40.625,-103.0,40103-F1
Garcia,CO,18.513442617418203,-105.5,37105-A5
Gardner,CO,37.75,-105.125,37105-G2
Garfield,CO,38.5,-106.25,38106-E3
Garo,CO,39.0,-105.875,39105-A8
Garvey Canyon,CO,39.375,-108.625,39108-D6
Gary,CO,40.0,-103.5,40103-A5
Gatehook Spring,CO,40.75,-103.75,40103-G7
Gateview,CO,38.25,-107.125,38107-C2
Gateway,CO,38.625,-108.875,38108-F8
Gem Village,CO,37.125,-107.625,37107-B6
Genoa East,CO,39.25,-103.375,39103-C4
Genoa West,CO,39.25,-103.5,39103-C5
Georgetown,CO,39.625,-105.625,39105-F6
Gibson Gulch,CO,20.205716906790595,-107.5,39107-D5
Gillam Draw,CO,40.0,-108.625,40108-A6
Gilpin,CO,37.875,-103.125,37103-H2
Glacken Hill,CO,61.52720509796968,-102.875,40102-D8
Glade Mountain,CO,37.75,-108.5,37108-G5
Glade Park,CO,38.875,-108.625,38108-H6
Glen Haven,CO,26.88670902517772,-105.375,40105-D4
Glendevey,CO,40.75,-114.68804713547004,40105-G8
Glentivar,CO,39.0,-105.5,39105-A5
Glenwood Springs,CO,39.5,-107.25,39107-E3
Goat Butte,CO,38.0,-104.5,38104-A5
Gobblers Knob,CO,37.75,-102.5,37102-G5
Gold Hill,CO,40.0,-105.375,40105-A4
Golden,CO,64.18657790882916,-105.125,39105-G2
Good Point,CO,38.625,-108.25,38108-F3
Gore Mountain,CO,40.125,-106.625,40106-B6
Gore Pass,CO,40.0,-106.5,40106-A5
Goshawk Dam,CO,37.125,-106.0,37106-B1
Gothic,CO,38.875,-106.875,38106-H8
Gould,CO,40.5,-106.0,40106-E1
Gould NW,CO,40.625,-106.125,40106-F2
Government Springs,CO,38.25,-107.875,38107-C8
Gowanda,CO,40.125,-120.1817007668443,40104-B8
Granada,CO,38.0,-102.25,38102-A3
Granada NE,CO,38.125,-102.25,38102-B3
Granada NW,CO,23.4274242608505,-102.375,38102-B4
Granby,CO,40.0,-105.875,40105-A8
Grand Junction,CO,39.0,-108.5,39108-A5
Grand Lake,CO,40.25,-105.75,40105-C7
Grand Mesa,CO,39.0,-107.875,39107-A8
Parachute,CO,53.054981864506814,-108.0,39108-D1
Grand View Mesa,CO,38.625,-107.625,38107-F6
Grandview School,CO,38.375,-104.0,38104-D1
Grandview School SE,CO,38.25,-104.0,38104-C1
Graneros Flats,CO,37.875,-104.625,37104-H6
Granite,CO,39.0,-106.25,39106-A3
Granite Lake,CO,37.5,-122.35145456873872,37107-E3
Granite Peak,CO,37.375,-107.375,37107-D4
Graveyard Gulch,CO,38.125,-106.0,38106-B1
Gray Head,CO,37.875,-107.875,37107-H8
Gray Reservoir,CO,38.875,-107.625,38107-H6
Grays Peak,CO,27.284444961143905,-105.75,39105-F7
Greasewood Canyon,CO,37.0,-108.375,37108-A4
Greasewood Gulch,CO,39.875,-108.125,39108-H2
Greasewood Lake,CO,55.53398282896633,-104.125,40104-D2
Great Divide,CO,40.75,-107.75,40107-G7
Greeley,CO,40.375,-104.625,40104-D6
Green Mountain,CO,39.25,-105.25,39105-C3
Green Ridge,CO,40.125,-106.75,40106-B7
Greenie Mountain,CO,37.375,-106.25,37106-D3
Greenland,CO,39.125,-104.75,39104-B7
Greystone,CO,40.5,-108.625,40108-E6
Gribble Mountain,CO,38.5,-105.375,38105-E4
Gribbles Park,CO,38.625,-83.41129807534026,38105-F7
Grizzly Ridge,CO,38.5,-107.625,38107-E6
Groundhog Mountain,CO,37.75,-54.24393618135677,37108-G2
Groundhog Reservoir,CO,37.75,-142.32080414720193,37108-G3
Grouse Creek,CO,21.02958888360504,-106.5,38106-A5
Grouse Mountain,CO,39.5,-106.5,39106-E5
Grover NE,CO,40.875,-104.0,40104-H1
Grover North,CO,40.875,-104.125,40104-H2
Grover SE,CO,57.490940701800895,-104.0,40104-G1
Grover South,CO,40.75,-104.125,40104-G2
Guffey NW,CO,38.875,-105.625,38105-H6
Gulnare,CO,37.25,-104.75,37104-C7
Gunnison,CO,38.5,-154.84356114997567,38106-E8
Gunsight Pass,CO,23.324491070216865,-106.25,40106-B3
Gurley Canyon,CO,52.58040468082819,-108.125,38108-A2
Gypsum,CO,39.625,-106.875,39106-F8
Gypsum Gap,CO,38.0,-108.625,38108-A6
Hackamore Ranch,CO,37.875,-103.25,37103-H3
Hackett Mountain,CO,39.0,-105.25,39105-A3
Hadley,CO,38.0,-143.8035945618186,38103-A4
Haegler Ranch,CO,38.875,-104.375,38104-H4
Hahns Peak,CO,32.9794008889015,-106.875,40106-G8
Halfmoon Pass,CO,37.875,-106.75,37106-H7
Hall Gulch,CO,38.5,-105.5,38105-E5
Hamilton,CO,40.25,-117.93121614714512,40107-C5
Hamm Canyon,CO,38.0,-108.75,38108-A7
Hand Springs,CO,37.75,-143.58385769795143,37102-G8
Handies Peak,CO,37.875,-91.97497028296492,37107-H5
Hanover,CO,38.5,-104.375,38104-E4
Hanover NE,CO,38.625,-104.25,38104-F3
Hanover NW,CO,38.625,-104.375,38104-F4
Hanover SE,CO,38.5,-104.25,38104-E3
Harbord,CO,37.375,-102.75,37102-D7
Hardesty Reservoir,CO,61.05476598841686,-104.0,38104-A1
Hardin,CO,40.25,-104.375,40104-C4
Hardscrabble Mountain,CO,38.125,-105.125,38105-B2
Harrence Lake,CO,37.875,-106.0,37106-H1
Harris Lake,CO,37.125,-106.75,37106-B7
Harris Park,CO,39.5,-105.5,39105-E5
Hartsel,CO,21.81259143934706,-150.19969549849742,39105-A7
Harvard Lakes,CO,38.875,-50.06149113125999,38106-H2
Hasser Ranch,CO,37.625,-102.625,37102-F6
Hasty,CO,38.0,-102.875,38102-A8
Haswell,CO,38.375,-103.125,38103-D2
Haswell NE,CO,38.375,-103.0,38103-D1
Haswell SE,CO,38.25,-103.0,38103-C1
Hawkins,CO,38.375,-102.875,38102-D8
Hawley,CO,37.875,-89.47097894157507,37103-H6
Hawxhurst Creek,CO,39.25,-107.875,39107-C8
Haxtun East,CO,40.625,-116.99224163219252,40102-F5
Haxtun SE,CO,40.5,-102.5,40102-E5
Haxtun West,CO,40.625,-102.625,40102-F6
Hayden,CO,40.375,-107.25,40107-D3
Hayden Butte,CO,37.75,-104.875,37104-G8
Hayden Gulch,CO,40.25,-152.04334243017104,40107-C3
Hayden Peak,CO,39.0,-106.75,39106-A7
Haystack Butte,CO,40.875,-102.875,40102-H8
Haystack Gulch,CO,26.83571188800753,-105.375,40105-G4
Haystack Rock,CO,40.375,-108.625,40108-D6
Heartstrong,CO,39.875,-102.5,39102-H5
Hells Canyon,CO,40.375,-108.875,40108-D8
Hells Kitchen,CO,38.875,-108.0,38108-H1
Henderson Ridge,CO,39.5,-108.5,39108-E5
Hereford,CO,40.875,-104.25,40104-H3
Hereford NW,CO,40.875,-104.375,40104-H4
Hereford SE,CO,40.75,-104.25,40104-G3
Herlick Canyon,CO,37.25,-104.875,37104-C8
Hermit Lakes,CO,37.75,-107.125,37107-G2
Hermosa,CO,37.375,-107.75,37107-D7
Hermosa Peak,CO,37.625,-107.875,37107-F8
Hesperus,CO,37.25,-143.4195061365023,37108-C1
Hiawatha,CO,40.875,-93.68090549753356,40108-H5
Hickey Bridge,CO,38.0,-116.7720217752424,38106-A1
Hidden Valley Ranch,CO,37.5,-104.25,37104-E3
Higbee,CO,25.95909245053969,-159.7616161153798,37103-G4
High Park,CO,38.625,-105.25,38105-F3
High Rock,CO,37.875,-88.5586696853274,37102-H8
Highland Peak,CO,39.125,-106.875,39106-B8
Highlands Church,CO,38.375,-104.125,38104-D2
Highlands Ranch,CO,39.5,-104.875,39104-E8
Highline Lake,CO,39.25,-108.75,39108-C7
Hightower Mountain,CO,39.25,-107.625,39107-C6
Hillside,CO,38.25,-105.5,38105-C5
Hinman Reservoir,CO,40.125,-91.53915560785588,40106-B4
Hobson,CO,38.25,-104.875,38104-C8
Hoehne,CO,37.25,-104.375,37104-C4
Hog Ranch Canyon,CO,37.875,-104.375,37104-H4
Holcolm Hills,CO,32.223508557735414,-104.25,38104-H3
Holly NW,CO,38.125,-123.74839018430164,38102-B2
Holly West,CO,38.0,-143.28169220776186,38102-A2
Holtwold Store,CO,38.875,-104.0,38104-H1
Holyoke,CO,40.5,-102.25,40102-E3
Holyoke NE,CO,40.625,-102.25,40102-F3
Holyoke NW,CO,40.625,-102.375,40102-F4
Homelake,CO,37.5,-106.0,37106-E1
Homestake Reservoir,CO,39.25,-106.375,39106-C4
Hooker Mountain,CO,40.5,-107.125,40107-E2
Hooper East,CO,37.625,-105.75,37105-F7
Hooper SE,CO,57.57372867382351,-105.75,37105-E7
Hooper West,CO,37.625,-105.875,37105-F8
Hoovers Corner,CO,38.5,-108.0,38108-E1
Horn Peak,CO,52.034350967664224,-105.5,38105-A5
Horse Creek,CO,39.875,-70.6208374266413,39104-H5
Horse Creek Springs,CO,37.5,-102.5,37102-E5
Horse Gulch,CO,40.375,-107.75,40107-D7
Horse Mountain,CO,39.625,-107.75,39107-F7
Horse Range Mesa,CO,38.0,-108.875,38108-A8
Horsefly Peak,CO,38.125,-65.57080664229106,38107-B8
Horseshoe Mountain,CO,37.5,-151.82017306863975,37106-E4
Horsetooth Reservoir,CO,40.5,-105.125,40105-E2
Hot Sulphur Springs,CO,40.0,-106.0,40106-A1
Hotchkiss,CO,38.75,-107.625,38107-G6
Hotchkiss Reservoir,CO,38.125,-108.0,38108-B1
Housetop Mountain,CO,39.25,-108.0,39108-C1
Houston Gulch,CO,38.375,-106.625,38106-D6
Houston Lakes,CO,38.25,-103.375,38103-C4
Howard,CO,22.637006611928957,-79.92441359880468,38105-D7
Howard Canyon,CO,39.375,-55.18213528665592,39108-D7
Howardsville,CO,37.75,-107.5,37107-G5
Hoy Mountain,UT,23.2485481652641,-139.76312361691797,40109-F1
Hoyt,CO,55.73374235236025,-104.0,40104-A1
Hubbard Lake,CO,38.625,-103.375,38103-F4
Hudson,CO,40.0,-104.625,40104-A6
Huerfano Butte,CO,37.75,-164.04460308080198,37104-G7
Huey Ranch,CO,40.0,-70.9075963891427,40103-A6
Hugo,CO,39.125,-103.375,39103-B4
South of Flagler,CO,39.125,-103.0,39103-B1
East of Sevenmile Ranch,CO,19.541707701836337,-103.125,39103-B2
Bellyache Creek,CO,19.26244547455144,-103.0,39103-A1
Hugo SW,CO,39.0,-103.375,39103-A4
Humbar Spring,CO,37.25,-161.184245736727,37103-C6
Hunter Mesa,CO,39.375,-75.28467286267512,39107-D6
Hyannis Peak,CO,40.25,-106.25,40106-C3
Hyde,CO,23.962871573995603,-102.75,40102-B7
Hygiene,CO,40.125,-105.125,40105-B2
Icehouse Canyon,CO,37.375,-65.73881155129529,37103-D4
Idaho Springs,CO,32.88708840711616,-105.5,39105-F5
Idalia,CO,39.625,-102.25,39102-F3
Idalia SE,CO,39.5,-102.25,39102-E3
Idalia SW,CO,46.37902761053759,-102.375,39102-E4
Ignacio,CO,37.0,-107.625,37107-A6
Iliff,CO,27.999032256277754,-103.0,40103-G1
Independence Mountain,CO,40.875,-106.375,40106-H4
Independence Pass,CO,39.0,-153.5487655849974,39106-A5
Indian Head,CO,37.625,-106.375,37106-F4
Indian Hills,CO,39.5,-105.125,39105-E2
Indian Point,CO,38.875,-108.125,38108-H2
Indian Valley,CO,40.125,-108.125,40108-B2
Indian Water Canyon,CO,40.375,-108.5,40108-D5
Iris,CO,38.375,-106.75,38106-D7
Iris NW,CO,38.375,-106.875,38106-D8
Irish Canyon,CO,40.75,-108.625,40108-G6
Iron Mountain,CO,38.25,-105.375,38105-C4
Iron Springs,CO,40.625,-107.75,40107-F7
Ironton,CO,37.875,-107.625,37107-H6
Island Mesa,CO,38.875,-108.5,38108-H5
Isolation Peak,CO,40.125,-57.66017959118313,40105-B6
Italian Creek,CO,38.875,-106.625,38106-H6
Jack Creek Ranch,CO,40.375,-106.0,40106-D1
Jack Hall Mountain,CO,38.5,-105.75,38105-E7
Jack Springs,CO,40.625,-108.75,40108-F7
Jacks Canyon,CO,38.75,-108.5,38108-G5
Jackson Mountain,CO,37.25,-76.99051659591521,37106-C8
Jasper,CO,37.375,-106.375,37106-D4
Jefferson,CO,28.61933934081806,-105.75,39105-D7
Jessup Gulch,CO,39.75,-108.125,39108-G2
Jesus Canyon,CO,37.0,-55.03446147473656,37103-A4
Jim Canyon,CO,39.375,-109.0,39109-D1
Joe Davis Hill,CO,37.875,-108.75,37108-H7
Joes,CO,39.625,-102.625,39102-F6
Joes SW,CO,61.51670930495453,-102.625,39102-E6
Johnny Moore Mountain,CO,40.625,-106.0,40106-F1
Johnson Canyon,CO,37.375,-55.66426748298281,37103-D6
Johnstown,CO,40.25,-104.875,40104-C8
Jones Hill,CO,39.0,-63.35802209846707,39106-A1
Jones Hole,UT,40.5,-109.0,40109-E1
Jones Lake Spring,CO,37.625,-119.79331439553282,37104-F3
Juanita Arch,CO,38.5,-108.875,38108-E8
Judson Hills,CO,40.375,-103.875,40103-D8
Julesburg,CO,40.875,-102.25,40102-H3
Julesburg Reservoir,CO,40.875,-102.625,40102-H6
Julesburg SE,CO,23.34188484010696,-102.25,40102-G3
Julesburg SW,CO,40.75,-102.375,40102-G4
Junction Butte,CO,47.98608874655703,-106.25,40106-A3
Juniata Reservoir,CO,32.23214347007034,-108.25,38108-H3
Juniper Hot Springs,CO,40.375,-107.875,40107-D8
Juniper Mountain,CO,40.375,-108.0,40108-D1
Kanorado NW,CO,39.375,-102.125,39102-D2
Karval,CO,38.625,-103.5,38103-F5
Kassler,CO,39.375,-123.862059304776,39105-D1
Keenesburg,CO,40.0,-104.5,40104-A5
Keith Creek,CO,38.625,-108.5,38108-F5
Kelso Point,CO,38.5,-108.375,38108-E4
Keota,CO,40.625,-104.0,40104-F1
Keota NW,CO,49.89883138865188,-104.125,40104-F2
Keota SE,CO,25.228830340970205,-104.0,40104-E1
Kersey,CO,40.375,-104.5,40104-D5
Keystone,CO,57.75377650822569,-105.875,39105-E8
Kim North,CO,34.18747558127111,-151.05457474414644,37103-C3
Kim South,CO,37.125,-103.25,37103-B3
King Creek,CO,39.875,-106.25,39106-H3
Kings Canyon,CO,40.875,-106.125,40106-H2
Kinikinik,CO,40.625,-105.625,40105-F6
Kinney Lake,CO,38.875,-103.375,38103-H4
Kiowa,CO,19.643691560932933,-140.12140228526792,39104-C4
Kiowa Hill,CO,37.0,-118.53374969125906,37105-A7
Kiowa NE,CO,39.375,-104.25,39104-D3
Kiowa NW,CO,39.375,-104.375,39104-D4
Kirchnavy Butte,CO,17.953971898096317,-103.25,40103-H3
Kirk,CO,39.5,-102.5,39102-E5
Kit Carson,CO,38.75,-102.75,38102-G7
South of Firstview,CO,38.625,-102.5,38102-F5
East of Lewis Lake,CO,38.625,-78.55781332233224,38102-F6
North of Chivington,CO,38.5,-117.40415991429894,38102-E5
Kit Carson NW,CO,38.875,-88.48544990730315,38102-H8
Kline,CO,37.125,-108.0,37108-B1
Klondike Mine,CO,38.125,-106.125,38106-B2
Klug Ranch,CO,40.125,-104.5,40104-B5
Kremmling,CO,40.0,-106.375,40106-A4
Kreybill,CO,38.0,-103.0,38103-A1
Kuhns Crossing,CO,39.25,-104.0,39104-C1
Kutch,CO,38.875,-103.75,38103-H7
Kutch NW,CO,38.875,-103.875,38103-H8
Kutch SE,CO,38.75,-103.75,38103-G7
Kutch SW,CO,38.75,-103.875,38103-G8
La Garita,CO,37.75,-106.125,37106-G2
La Jara,CO,37.25,-105.875,37105-C8
La Jara Canyon,CO,37.125,-106.25,37106-B3
La Junta,CO,37.875,-103.5,37103-H5
La Junta SE,CO,37.75,-103.5,37103-G5
La Junta SW,CO,37.75,-103.625,37103-G6
La Plata,CO,49.09061977438515,-108.0,37108-D1
La Salle,CO,32.3589450224301,-104.625,40104-C6
La Valley,CO,37.0,-105.25,37105-A3
La Veta,CO,37.5,-105.0,37105-E1
La Veta Pass,CO,37.5,-105.125,37105-E2
Lafayette,CO,39.875,-105.0,39105-H1
Lake,CO,39.125,-103.625,39103-B6
Lake Agnes,CO,40.25,-55.662713166804096,40106-C5
Lake Albert,CO,38.5,-93.77742379575793,38102-E2
Lake Albert NW,CO,38.625,-102.125,38102-F2
Lake City,CO,38.0,-107.25,38107-A3
Lake Devore,CO,38.25,-102.125,38102-C2
Lake George,CO,38.875,-105.25,38105-H3
Lake Henry,CO,38.25,-103.625,38103-C6
Lake Humphreys,CO,37.625,-106.75,37106-F7
Lake John,CO,40.75,-106.375,40106-G4
Lake Mountain,CO,38.0,-87.57271191420553,38106-A4
Lake Mountain NE,CO,38.125,-80.09270002262288,38106-B3
Lake San Cristobal,CO,37.875,-113.83703679140544,37107-H3
Lake SE,CO,39.0,-103.5,39103-A5
Lamar East,CO,20.578752585013625,-102.5,38102-A5
Lamar West,CO,38.0,-102.625,38102-A6
Lamb,CO,40.125,-103.75,40103-B7
Lambing Spring,CO,52.44370830151925,-104.0,37104-C1
Lands End,CO,39.0,-108.125,39108-A2
Landsman Hill,CO,38.875,-128.00597097894308,38102-H5
Lang Spring,CO,40.75,-91.46733225568484,40108-G3
Laporte,CO,40.625,-105.125,40105-F2
Larkspur,CO,39.125,-104.875,39104-B8
Las Animas,CO,55.514414242584046,-103.125,38103-A2
Lasauses,CO,37.25,-105.625,37105-C6
Lascar,CO,37.75,-104.625,37104-G6
Last Chance,CO,39.625,-103.5,39103-F5
Last Chance NW,CO,39.625,-103.625,39103-F6
Last Chance SW,CO,39.5,-103.625,39103-E6
Laughlin Gulch,CO,48.584852059856416,-106.25,38106-A3
Lava Creek,CO,39.75,-106.5,39106-G5
Lay,CO,40.5,-107.875,40107-E8
Lay SE,CO,40.5,-107.75,40107-E7
Lazear,CO,38.75,-107.75,38107-G7
Lazy Y Point,CO,40.25,-108.75,40108-C7
Leader,CO,39.875,-104.0,39104-H1
Leader NW,CO,39.875,-104.125,39104-H2
Leader SE,CO,39.75,-124.81998051704848,39104-G1
Leader SW,CO,39.75,-104.125,39104-G2
Leadville North,CO,39.25,-106.25,39106-C3
Leadville South,CO,39.125,-127.13011309310204,39106-B3
Lemon Reservoir,CO,37.375,-107.625,37107-D6
Leon,CO,39.375,-107.0,39107-D1
Leon Peak,CO,39.0,-107.75,39107-A7
Leroy,CO,40.5,-102.875,40102-E8
Lewis Lake,CO,38.625,-102.75,38102-F7
Lewis Ranch,CO,38.125,-103.375,38103-B4
Liberty,CO,37.75,-105.5,37105-G5
Lime Creek,CO,37.875,-79.9480353618145,37106-H3
Limestone Hill,CO,40.5,-57.65605839512442,40108-E5
Limon,CO,39.25,-103.625,39103-C6
Lindon,CO,39.625,-72.90388612475981,39103-F4
Lindon NE,CO,39.625,-103.25,39103-F3
Lindon SW,CO,39.5,-168.57469587840018,39103-E4
Lisbon Gap,UT,38.125,-109.0,38109-B1
Little Cone,CO,37.875,-108.0,37108-H1
Little Dome,CO,37.5,-104.375,37104-E4
Little Pine Canyon,CO,37.0,-104.75,37104-A7
Little Sheep Mountain,CO,48.32381049481563,-105.125,37105-F2
Little Soap Park,CO,38.5,-107.25,38107-E3
Little Squaw Creek,CO,51.51870730710263,-107.125,37107-F2
Littleton,CO,39.5,-105.0,39105-E1
Livermore,CO,40.75,-105.125,40105-G2
Livermore Mountain,CO,40.75,-105.25,40105-G3
Living Springs,CO,39.875,-104.25,39104-H3
Lo 7 Hill,CO,39.875,-60.11048315473313,39107-H8
Lobatos,CO,37.0,-105.875,37105-A8
Lockwood Arroyo,CO,37.5,-128.3098137275842,37103-E8
Lodore School,CO,45.48341138676472,-108.875,40108-G8
Loma Linda,CO,33.52387814573901,-160.69034493247327,37107-B7
Lone Cone,CO,37.875,-108.25,37108-H3
Lone Mountain,CO,40.5,-108.375,40108-E4
Lone Rock,CO,37.25,-165.9963928572773,37102-C8
Lone Star,CO,40.25,-102.75,40102-C7
Lonetree Canyon,CO,37.125,-87.98157431204724,37107-B2
Long Creek,CO,39.0,-103.625,39103-A6
Long Lake,CO,38.25,-51.8154210516971,38103-C2
Long Mountain,CO,37.0,-107.875,37107-A8
Long Point,CO,39.375,-108.25,39108-D3
Longmont,CO,40.125,-50.0836043199301,40105-B1
Longs Peak,CO,40.25,-105.5,40105-C5
Lookout Mountain,CO,37.875,-106.375,37106-H4
Lost Canyon,CO,37.5,-103.375,37103-E4
Lost Lake,CO,38.25,-107.375,38107-C4
Lost Park,CO,40.0,-107.375,40107-A4
Louisville,CO,39.875,-64.39362150552797,39105-H2
Loveland,CO,40.375,-105.0,40105-D1
Loveland Pass,CO,39.625,-105.875,39105-F8
Lubers,CO,38.125,-102.875,38102-B8
Ludlow,CO,37.25,-104.5,37104-C5
Ludwig Mountain,CO,37.25,-107.5,37107-C5
Lusto Springs,CO,39.5,-77.35087641967989,39103-E5
Lycan,CO,37.5,-102.125,37102-E2
Lynx Pass,CO,40.0,-106.625,40106-A6
Lyons,CO,40.125,-105.25,40105-B3
M F Mountain,CO,48.1853306598143,-66.12541100421302,40108-C5
MacFarlane Reservoir,CO,40.5,-106.25,40106-E3
Mack,CO,39.125,-108.75,39108-B7
Mad Creek,CO,40.5,-106.875,40106-E8
Madrid,CO,29.47773934751247,-104.625,37104-B6
Manassa,CO,37.125,-105.875,37105-B8
Manassa NE,CO,37.125,-105.75,37105-B7
Mancos,CO,37.25,-91.4940041077207,37108-C3
Manila,CO,39.75,-104.5,39104-G5
Manitou Springs,CO,38.75,-104.875,38104-G8
Manzanola,CO,38.0,-103.75,38103-A7
Marble,CO,33.0145800994002,-107.125,39107-A2
Marble Canyon,UT,38.875,-109.0,38109-H1
Marcellina Mountain,CO,38.875,-107.125,38107-H2
Maria Reservoir,CO,37.625,-104.625,37104-F6
Mariano Wash East,CO,37.125,-108.75,37108-B7
Mariano Wash West,CO,37.125,-108.875,37108-B8
Marks Butte,CO,40.75,-102.5,40102-G5
Marmot Peak,CO,38.875,-106.0,38106-H1
Maroon Bells,CO,39.0,-106.875,39106-A8
Masonville,CO,48.45867133259772,-105.125,40105-D2
Masters,CO,40.25,-104.125,40104-C2
Matchless Mountain,CO,38.75,-106.625,38106-G6
Matheson,CO,39.125,-103.875,39103-B8
Matheson NE,CO,39.125,-139.76477473445158,39103-B7
Matheson SE,CO,39.0,-63.11490817612052,39103-A7
Matheson SW,CO,39.0,-103.875,39103-A8
May Valley,CO,38.125,-102.5,38102-B5
Maybell,CO,40.5,-108.0,40108-E1
Mayberry Spring,CO,40.75,-107.875,40107-G8
Maysville,CO,38.5,-106.125,38106-E2
McCarthy Gulch,CO,39.625,-108.0,39108-F1
McCarty Park,CO,37.375,-105.125,37105-D2
McClave,CO,38.125,-102.75,38102-B7
McCoy,CO,39.875,-106.625,39106-H6
McCurdy Mountain,CO,55.084053715195694,-105.375,39105-B4
McEndree Ranch,CO,37.5,-102.75,37102-E7
McHenrys Peak,CO,40.25,-105.625,40105-C6
McIntosh Mountain,CO,32.623500452422526,-107.0,38107-E1
McIntosh Ranch,CO,38.125,-103.25,38103-B3
McInturf Mesa,CO,40.625,-107.375,40107-F4
McIntyre Hills,CO,38.375,-105.375,38105-D4
McKenna Peak,CO,37.875,-108.5,37108-H5
McKenzie Draw,CO,38.75,-103.375,38103-G4
Meaden Peak,CO,40.75,-107.0,40107-G1
Meadow Creek Lake,CO,48.54393578971197,-107.5,39107-G5
Medano Pass,CO,37.75,-105.375,37105-G4
Medano Ranch,CO,37.625,-57.05749050504648,37105-F6
Meeker,CO,40.0,-107.875,40107-A8
Mellen Hill,CO,40.125,-141.96033085710195,40108-B8
Meredith,CO,39.25,-106.625,39106-C6
Meredith Hill,CO,38.125,-103.5,38103-B5
Meridian Hill,CO,39.5,-105.375,39105-E4
Merino,CO,31.739045279918003,-103.25,40103-D3
