X,Y,OBJECTID,Tab_Name,Name,Short_Desc,Latitude,Longitude,Address,Hours,Desc1,Desc2,Desc3,Desc4,Desc5,Website,Pic_URL,Artist,Year,Year_Sort_FirstYr,Neighborhood,Developer,Cycle_Type,Special_Sort
-111.953399,33.3497120000001,215,Art in Private Development,Serengeti,<font size='2'><b>Artist:</b> Gary Slater<br><font size='2'><b>Year:</b> 2000,33.349712,-111.953399,Acacia Court,Copper,<font size='2'><b>Artist:</b> Gary Slater<br><font size='2'><b>Year:</b> 2000,"This project was funded by the individual developer, Trammell Crow Company, as a requirement of Tempe's Art in Private Development Ordinance.","The grassy motif of Serengeti was created to soften and compliment the crisp edges of the building design. ""I have named the fence and gates Serengeti to give it some reference. The forms would remind one of the tall grasses blowing. An underlying factor in the fence and gates was that by using copper there would be no maintenance, ever."" This piece, inspired by the dramatic landscape of the Southwest, combines materials and finishes in ways that ingeniously complement the minimalist, fluid forms of the motif. Serengeti earned the Acacia Court team a Beautification Award for Art in Private Development Excellence in 2001.","Slater is a native of Minnesota and moved to Arizona in 1971. He earned his Master of Fine Art degree at Arizona State University, where he began working on large scale sculpture, directly influenced by the Southwest. ",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Slater_Serengeti.jpg,Gary Slater,2000,2000,,Trammel Crow Company,,
-111.953399,33.3497120000001,216,All Art,Serengeti,<font size='2'><b>Artist:</b> Gary Slater<br><font size='2'><b>Year:</b> 2000,33.349712,-111.953399,Acacia Court,Copper,<font size='2'><b>Artist:</b> Gary Slater<br><font size='2'><b>Year:</b> 2000,"This project was funded by the individual developer, Trammell Crow Company, as a requirement of Tempe's Art in Private Development Ordinance.","The grassy motif of Serengeti was created to soften and compliment the crisp edges of the building design. ""I have named the fence and gates Serengeti to give it some reference. The forms would remind one of the tall grasses blowing. An underlying factor in the fence and gates was that by using copper there would be no maintenance, ever."" This piece, inspired by the dramatic landscape of the Southwest, combines materials and finishes in ways that ingeniously complement the minimalist, fluid forms of the motif. Serengeti earned the Acacia Court team a Beautification Award for Art in Private Development Excellence in 2001.","Slater is a native of Minnesota and moved to Arizona in 1971. He earned his Master of Fine Art degree at Arizona State University, where he began working on large scale sculpture, directly influenced by the Southwest. ",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Slater_Serengeti.jpg,Gary Slater,2000,2000,,Trammel Crow Company,,
-111.908928,33.398107,217,Public Art,The Elements,"<font size='2'><b>Artist:</b> Scott Cisson, Niki Glen, Helen Helwig, Joe Tyler<br><font size='2'><b>Year:</b> 2000",33.398107,-111.908928,"McClintock High School, McClintock Road south of Campus Drive","Handmade ceramic tiles, metal, river rock, and flagstone","<font size='2'><b>Artist:</b> Scott Cisson, Niki Glen, Helen Helwig, Joe Tyler<br><font size='2'><b>Year:</b> 2000","This transit shelter incorporates elements of earth, water, air and fire into a steel, stone and ceramic structure made to look like an obelisk complete with roots, leaves and a sun. The rainproof shelter has a large shade canopy and seats 20 people. During the yearlong project, McClintock High School students assisted with drawing, painting and creating handmade ceramic tiles used in the design.","Scott Cisson has a degree in architecture and a Masters in Public Administration and Urban Planning. Niki Glen, a professional muralist and clay artist, has directed more than 50 public art projects throughout the United States. Helen Helwig is a professional ceramic artist. Both Helwig and Glen have extensive experience with artist-in-residence programs as well as teaching and collaborative projects. Joe Tyler has created public art for the cities of Tempe, Scottsdale, Chandler, Tucson and Yuma. He earned his Master's degree in Environmental Horticulture. ",This project was funded through the City of Tempe Municipal Arts Fund.,,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Joe%20Tyler_Helwig_Glen_Cisson_The%20Elements.jpg,"Scott Cisson, Niki Glen, Helen Helwig, Joe Tyler",2000,2000,,,,
-111.908928,33.398107,218,All Art,The Elements,"<font size='2'><b>Artist:</b> Scott Cisson, Niki Glen, Helen Helwig, Joe Tyler<br><font size='2'><b>Year:</b> 2000",33.398107,-111.908928,"McClintock High School, McClintock Road south of Campus Drive","Handmade ceramic tiles, metal, river rock, and flagstone","<font size='2'><b>Artist:</b> Scott Cisson, Niki Glen, Helen Helwig, Joe Tyler<br><font size='2'><b>Year:</b> 2000","This transit shelter incorporates elements of earth, water, air and fire into a steel, stone and ceramic structure made to look like an obelisk complete with roots, leaves and a sun. The rainproof shelter has a large shade canopy and seats 20 people. During the yearlong project, McClintock High School students assisted with drawing, painting and creating handmade ceramic tiles used in the design.","Scott Cisson has a degree in architecture and a Masters in Public Administration and Urban Planning. Niki Glen, a professional muralist and clay artist, has directed more than 50 public art projects throughout the United States. Helen Helwig is a professional ceramic artist. Both Helwig and Glen have extensive experience with artist-in-residence programs as well as teaching and collaborative projects. Joe Tyler has created public art for the cities of Tempe, Scottsdale, Chandler, Tucson and Yuma. He earned his Master's degree in Environmental Horticulture. ",This project was funded through the City of Tempe Municipal Arts Fund.,,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Joe%20Tyler_Helwig_Glen_Cisson_The%20Elements.jpg,"Scott Cisson, Niki Glen, Helen Helwig, Joe Tyler",2000,2000,,,,
-111.944889,33.4348890000001,219,Public Art,Tree of Life,<font size='2'><b>Artist:</b> Marilyn Zwak<br><font size='2'><b>Year:</b> 2000,33.434889,-111.944889,"Tempe Town Lake, North Bank near Mill Avenue","Concrete, adobe, pigment, and rock",<font size='2'><b>Artist:</b> Marilyn Zwak<br><font size='2'><b>Year:</b> 2000,"Six concrete tree monoliths, formed in hand sculpted adobe molds and toned with integral color, celebrate the ""tree of life"" myth overlooking the Tempe Town Lake on the North Bank. Recessed areas in the tree monoliths are filled with colored adobe leaves, etched with the names of donors to the Adopt-A-Tree program and individuals recognized for their contribution to the arts, along with members of the Rio Salado Advisory Commission","Marilyn Zwak is a self-taught artist, whose background involves design of environmentally related sculptures, painting exhibitions, book illustration and film production in conjunction with environmental support groups. Her numerous public works include an award winning three-bridge design project for the Squaw Peak Parkway in Phoenix and a Navajo bridge project in Marble Canyon.",This project was funded through the City of Tempe Municipal Arts Fund.,,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Zwak_Tree%20of%20Life.jpg,Marilyn Zwak,2000,2000,,,,
-111.944889,33.4348890000001,220,All Art,Tree of Life,<font size='2'><b>Artist:</b> Marilyn Zwak<br><font size='2'><b>Year:</b> 2000,33.434889,-111.944889,"Tempe Town Lake, North Bank near Mill Avenue","Concrete, adobe, pigment, and rock",<font size='2'><b>Artist:</b> Marilyn Zwak<br><font size='2'><b>Year:</b> 2000,"Six concrete tree monoliths, formed in hand sculpted adobe molds and toned with integral color, celebrate the ""tree of life"" myth overlooking the Tempe Town Lake on the North Bank. Recessed areas in the tree monoliths are filled with colored adobe leaves, etched with the names of donors to the Adopt-A-Tree program and individuals recognized for their contribution to the arts, along with members of the Rio Salado Advisory Commission","Marilyn Zwak is a self-taught artist, whose background involves design of environmentally related sculptures, painting exhibitions, book illustration and film production in conjunction with environmental support groups. Her numerous public works include an award winning three-bridge design project for the Squaw Peak Parkway in Phoenix and a Navajo bridge project in Marble Canyon.",This project was funded through the City of Tempe Municipal Arts Fund.,,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Zwak_Tree%20of%20Life.jpg,Marilyn Zwak,2000,2000,,,,
-111.976835,33.4246640000001,221,Art in Private Development,Triad,<font size='2'><b>Artist:</b> Geoffrey Bruce<br><font size='2'><b>Year:</b> 2000,33.424664,-111.976835,Lunch Break,"Carbon steel, fabric, paint",<font size='2'><b>Artist:</b> Geoffrey Bruce<br><font size='2'><b>Year:</b> 2000,"This project was funded by the individual developer, Victoria Properties Management Inc., as a requirement of Tempe's Art in Private Development Ordinance.","The lyrical, curvilinear planes created by the tensioned fabric provide a graceful shade canopy over the outside eating area at this breakfast and lunch restaurant.","Geoffrey Bruce was born in Boston. He received a BFA in Industrial Design from the Rhode Island School of Design and has attended Instituto de Allende in San Miguel, Mexico, and Scottsdale Community College. Bruce has extensive experience with solving challenging shade problems for residential and commercial clients.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Bruce_Triad.JPG,Geoffrey Bruce,2000,2000,,"Victoria Properties Management, Inc.",,
-111.976835,33.4246640000001,222,All Art,Triad,<font size='2'><b>Artist:</b> Geoffrey Bruce<br><font size='2'><b>Year:</b> 2000,33.424664,-111.976835,Lunch Break,"Carbon steel, fabric, paint",<font size='2'><b>Artist:</b> Geoffrey Bruce<br><font size='2'><b>Year:</b> 2000,"This project was funded by the individual developer, Victoria Properties Management Inc., as a requirement of Tempe's Art in Private Development Ordinance.","The lyrical, curvilinear planes created by the tensioned fabric provide a graceful shade canopy over the outside eating area at this breakfast and lunch restaurant.","Geoffrey Bruce was born in Boston. He received a BFA in Industrial Design from the Rhode Island School of Design and has attended Instituto de Allende in San Miguel, Mexico, and Scottsdale Community College. Bruce has extensive experience with solving challenging shade problems for residential and commercial clients.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Bruce_Triad.JPG,Geoffrey Bruce,2000,2000,,"Victoria Properties Management, Inc.",,
-111.952259,33.425487,223,Public Art,5th Street Traffic Calming,<font size='2'><b>Artist:</b> Kevin Berry<br><br><font size='2'><b>Year:</b> 2001,33.425487,-111.952259,W 5th Street/S Hardy Drive,"Exposed aggregate concrete, brick and pavers, river rock gabion, and steel ",<font size='2'><b>Artist:</b> Kevin Berry<br><br><font size='2'><b>Year:</b> 2001,"In an effort to enhance community identity, slow through-traffic, and visually unify the Sunset-Riverside neighborhood, artist Kevin Berry designed several elements that integrate with the streetscape along 5th Street. An entry feature made of concrete pavers and aggregate is set into the intersection of 5th Street and Hardy Drive, incorporating a fan-sunburst effect and a wave pattern. Unique paving patterns adorn sidewalks and crosswalks throughout the neighborhood, and naturally rusting corten steel panels with the neighborhood logo decorate 15 street light fixtures. The artwork designed for the 5th Street Project conceptually relates to the neighborhood's close proximity to the Salt River, the Rio Salado Project, and the community's name, Riverside-Sunset.","Kevin Berry received his BFA in sculpture in 1983 from the Kansas City Art Institute and received his MFA in sculpture from Arizona State University in 1987. Berry has received numerous public art commissions including transit shelters near Phoenix Sky Harbor International Airport, ""Tributary Wall"" and Hummingbird Sanctuary Park, in Scottsdale, and ""Staring into the Sun"" at the Chandler Public Library.",This project was funded through the City of Tempe Municipal Arts Fund.,,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Berry_5th%20Street%20Traffic%20Calming.JPG,Kevin Berry,2001,2001,,,,
-111.952259,33.425487,224,All Art,5th Street Traffic Calming,<font size='2'><b>Artist:</b> Kevin Berry<br><br><font size='2'><b>Year:</b> 2001,33.425487,-111.952259,W 5th Street/S Hardy Drive,"Exposed aggregate concrete, brick and pavers, river rock gabion, and steel ",<font size='2'><b>Artist:</b> Kevin Berry<br><br><font size='2'><b>Year:</b> 2001,"In an effort to enhance community identity, slow through-traffic, and visually unify the Sunset-Riverside neighborhood, artist Kevin Berry designed several elements that integrate with the streetscape along 5th Street. An entry feature made of concrete pavers and aggregate is set into the intersection of 5th Street and Hardy Drive, incorporating a fan-sunburst effect and a wave pattern. Unique paving patterns adorn sidewalks and crosswalks throughout the neighborhood, and naturally rusting corten steel panels with the neighborhood logo decorate 15 street light fixtures. The artwork designed for the 5th Street Project conceptually relates to the neighborhood's close proximity to the Salt River, the Rio Salado Project, and the community's name, Riverside-Sunset.","Kevin Berry received his BFA in sculpture in 1983 from the Kansas City Art Institute and received his MFA in sculpture from Arizona State University in 1987. Berry has received numerous public art commissions including transit shelters near Phoenix Sky Harbor International Airport, ""Tributary Wall"" and Hummingbird Sanctuary Park, in Scottsdale, and ""Staring into the Sun"" at the Chandler Public Library.",This project was funded through the City of Tempe Municipal Arts Fund.,,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Berry_5th%20Street%20Traffic%20Calming.JPG,Kevin Berry,2001,2001,,,,
,,225,,,,,,,,,,,,,,,,,,,,,
,,226,,,,,,,,,,,,,,,,,,,,,
-111.970299,33.4171720000001,227,Art in Private Development,Courtyard Sculpture Garden,<font size='2'><b>Artist:</b> Niki Glen & Helen Helwig<br><font size='2'><b>Year:</b> 2001,33.417172,-111.970299,Medtronic Office Building 9,"Metal, bas relief clay, stone",<font size='2'><b>Artist:</b> Niki Glen & Helen Helwig<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, Medtronic Microelectronics Center, as a requirement of Tempe's Art in Private Development Ordinance.","Seven metal sculptures with handmade bas relief clay features are showcased within a landscaped courtyard which includes water futures. The artwork and water features are integral parts of this project and enhance the courtyard area as it becomes a unified meditative garden. The sculpture designs relate to and enhance the surrounding plants, boulders, and water features of the landscaping.","Artists Helen Helwig and Niki Glen, known together as the Southwest Public Art Group (SWPAG), specialize in high-quality public, corporate, and individual art commissions that both delight the eye and enhance community life. Helwig is an award-winning clay designer and fabricator who develops innovative glaze techniques. Glen is an outstanding designer and muralist who has directed more than 50 community public art projects. Both artists have directed many large-scale installations around the southwest.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Helwig_Courtyard%20Sculpture%20Garden.jpg,Niki Glen & Helen Helwig,2001,2001,,Medtronic Microelectronics Center,,
-111.970299,33.4171720000001,228,All Art,Courtyard Sculpture Garden,<font size='2'><b>Artist:</b> Niki Glen & Helen Helwig<br><font size='2'><b>Year:</b> 2001,33.417172,-111.970299,Medtronic Office Building 9,"Metal, bas relief clay, stone",<font size='2'><b>Artist:</b> Niki Glen & Helen Helwig<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, Medtronic Microelectronics Center, as a requirement of Tempe's Art in Private Development Ordinance.","Seven metal sculptures with handmade bas relief clay features are showcased within a landscaped courtyard which includes water futures. The artwork and water features are integral parts of this project and enhance the courtyard area as it becomes a unified meditative garden. The sculpture designs relate to and enhance the surrounding plants, boulders, and water features of the landscaping.","Artists Helen Helwig and Niki Glen, known together as the Southwest Public Art Group (SWPAG), specialize in high-quality public, corporate, and individual art commissions that both delight the eye and enhance community life. Helwig is an award-winning clay designer and fabricator who develops innovative glaze techniques. Glen is an outstanding designer and muralist who has directed more than 50 community public art projects. Both artists have directed many large-scale installations around the southwest.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Helwig_Courtyard%20Sculpture%20Garden.jpg,Niki Glen & Helen Helwig,2001,2001,,Medtronic Microelectronics Center,,
-111.926576,33.392457,229,Public Art,Desert Shards,<font size='2'><b>Artist:</b> Linda Haworth<br><font size='2'><b>Year:</b> 2001,33.392457,-111.926576,Tempe Library Complex,"Laser cut steel, paint, and etched granite ",<font size='2'><b>Artist:</b> Linda Haworth<br><font size='2'><b>Year:</b> 2001,"Four steel panels measuring 4- x 8-feet depict images from the desert's night sky. One screen, comprised of two panels painted purple, portrays yucca moths pollinating yucca plants in the moonlight. The other screen, painted orange, shows night blooming cereus cacti. Haworth reached out to the community to help determine what residents wanted in a successful transit center. She focused on increasing the amount of shade with the angle of the roof, as well as incorporating the concept of shade using desert imagery. The granite cubes designed for seating have been etched with quotes about the desert by authors from 1904 to 2001.","Haworth was born in Patagonia and raised just north in Tucson. She studied art at the University of Arizona and later received a Bachelor of Fine Arts degree in Ceramics from Northern Arizona University in 1982. Haworth has since worked full time in public art, clay, pottery and sculpture.",The project was funded through City of Tempe Municipal Arts Fund made available through the Tempe Transit Tax.,,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Haworth_Desert%20Shards.JPG,Linda Haworth,2001,2001,,,,
-111.926576,33.392457,230,All Art,Desert Shards,<font size='2'><b>Artist:</b> Linda Haworth<br><font size='2'><b>Year:</b> 2001,33.392457,-111.926576,Tempe Library Complex,"Laser cut steel, paint, and etched granite ",<font size='2'><b>Artist:</b> Linda Haworth<br><font size='2'><b>Year:</b> 2001,"Four steel panels measuring 4- x 8-feet depict images from the desert's night sky. One screen, comprised of two panels painted purple, portrays yucca moths pollinating yucca plants in the moonlight. The other screen, painted orange, shows night blooming cereus cacti. Haworth reached out to the community to help determine what residents wanted in a successful transit center. She focused on increasing the amount of shade with the angle of the roof, as well as incorporating the concept of shade using desert imagery. The granite cubes designed for seating have been etched with quotes about the desert by authors from 1904 to 2001.","Haworth was born in Patagonia and raised just north in Tucson. She studied art at the University of Arizona and later received a Bachelor of Fine Arts degree in Ceramics from Northern Arizona University in 1982. Haworth has since worked full time in public art, clay, pottery and sculpture.",The project was funded through City of Tempe Municipal Arts Fund made available through the Tempe Transit Tax.,,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Haworth_Desert%20Shards.JPG,Linda Haworth,2001,2001,,,,
-111.959921,33.402426,231,Art in Private Development,Flock of Black Birds,<font size='2'><b>Artist:</b> John Nelson<br><font size='2'><b>Year:</b> 2001,33.402426,-111.959921,Wells Fargo Operations Center,Steel,<font size='2'><b>Artist:</b> John Nelson<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, Wells Fargo & Co., as a requirement of Tempe's Art in Private Development Ordinance.","Ahead on the right above the city's skyline and above the rush of Tempe traffic you notice a Flock of Black Birds streaking across the sky. ""They're not ordinary birds,"" Nelson says. ""Part animal and part human, part nature and part culture, silent instead of noisy, defying the desert heat, oblivious to the clatter of an industrial neighborhood."" Nelson believes that, in public art, even a small surprise can leave a big and lasting impression on the memory of passersby. ","John Randall Nelson lives and works in Tempe, and received his Master of Fine Arts from Arizona State University. As an illustrator, painter and sculptor Nelson has seen his mixed media illustrations appear frequently in publications like The New York Times and Rolling Stone. His paintings and sculptures have been featured in numerous solo and group shows including Gallery Materia in Scottsdale, the Carter Center at Emory University and the Tamarind Institute in Albuquerque, N.M.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Nelson_Flock%20of%20Black%20Birds.jpg,John Nelson,2001,2001,,Wells Fargo & Co.,,
-111.959921,33.402426,232,All Art,Flock of Black Birds,<font size='2'><b>Artist:</b> John Nelson<br><font size='2'><b>Year:</b> 2001,33.402426,-111.959921,Wells Fargo Operations Center,Steel,<font size='2'><b>Artist:</b> John Nelson<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, Wells Fargo & Co., as a requirement of Tempe's Art in Private Development Ordinance.","Ahead on the right above the city's skyline and above the rush of Tempe traffic you notice a Flock of Black Birds streaking across the sky. ""They're not ordinary birds,"" Nelson says. ""Part animal and part human, part nature and part culture, silent instead of noisy, defying the desert heat, oblivious to the clatter of an industrial neighborhood."" Nelson believes that, in public art, even a small surprise can leave a big and lasting impression on the memory of passersby. ","John Randall Nelson lives and works in Tempe, and received his Master of Fine Arts from Arizona State University. As an illustrator, painter and sculptor Nelson has seen his mixed media illustrations appear frequently in publications like The New York Times and Rolling Stone. His paintings and sculptures have been featured in numerous solo and group shows including Gallery Materia in Scottsdale, the Carter Center at Emory University and the Tamarind Institute in Albuquerque, N.M.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Nelson_Flock%20of%20Black%20Birds.jpg,John Nelson,2001,2001,,Wells Fargo & Co.,,
-111.939013,33.4236960000001,233,Art in Private Development,Kinetic Sky,<font size='2'><b>Artist:</b> Diane Rogers<br><font size='2'><b>Year:</b> 2001,33.423696,-111.939013,The Brickyard on Mill,"Painting, multi-colored LEDs",<font size='2'><b>Artist:</b> Diane Rogers<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, MCW Holdings, Inc., as a requirement of Tempe's Art in Private Development Ordinance.",Kinetic Sky is a painting of the sky on the 40 foot high ceiling within the archway between the Bank of America building and the ASU School of Engineering. Twenty multi-colored LED lighting units are mounted on the columns in the archway to provide up-lighting on the abstract cloud images in the painted sky. Lighting designer Paul Grokopk has programmed the lights to change with the time of day or for a special event in the courtyard area. The goal with this project is to engage people and animate the courtyard area of the Brickyard.,"Diane Rogers is a designer of scenic arts with a broad range of experience. Her first works were in painting opera and ballet sets in Milwaukee, Chicago, Cincinnati, and Boston. She also worked with Conrad Schmidt on the Boston Colonial Theatre restoration. In 1998, she moved from Chicago to Phoenix. ",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Rogers_Kinetic%20Sky.JPG,Diane Rogers,2001,2001,,"MCW Holdings, Inc.",,
-111.939013,33.4236960000001,234,All Art,Kinetic Sky,<font size='2'><b>Artist:</b> Diane Rogers<br><font size='2'><b>Year:</b> 2001,33.423696,-111.939013,The Brickyard on Mill,"Painting, multi-colored LEDs",<font size='2'><b>Artist:</b> Diane Rogers<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, MCW Holdings, Inc., as a requirement of Tempe's Art in Private Development Ordinance.",Kinetic Sky is a painting of the sky on the 40 foot high ceiling within the archway between the Bank of America building and the ASU School of Engineering. Twenty multi-colored LED lighting units are mounted on the columns in the archway to provide up-lighting on the abstract cloud images in the painted sky. Lighting designer Paul Grokopk has programmed the lights to change with the time of day or for a special event in the courtyard area. The goal with this project is to engage people and animate the courtyard area of the Brickyard.,"Diane Rogers is a designer of scenic arts with a broad range of experience. Her first works were in painting opera and ballet sets in Milwaukee, Chicago, Cincinnati, and Boston. She also worked with Conrad Schmidt on the Boston Colonial Theatre restoration. In 1998, she moved from Chicago to Phoenix. ",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Rogers_Kinetic%20Sky.JPG,Diane Rogers,2001,2001,,"MCW Holdings, Inc.",,
-111.94747,33.339415,235,Art in Private Development,Michael's Industrial Flower,<font size='2'><b>Artist:</b> Michael Anderson<br><font size='2'><b>Year:</b> 2001,33.339415,-111.94747,Kyrene Commerce Park,Steel and paint,<font size='2'><b>Artist:</b> Michael Anderson<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, EJM Development Co., as a requirement of Tempe's Art in Private Development Ordinance.","Michael's Industrial Flower is named for the industrial strength of its material, yet the shape relates to an oversized flower in the Arizona desert. It is a three-dimensional artwork that measures 16 x 18 x 20 feet. This transitional piece demonstrates the move from the more rectangular industrial forms apparent in many of Anderson's preceding works, to the more graceful and fluid lines that are more prevalent in his later works.","Anderson was born in California and grew up in Texas and Nebraska. After moving to Arizona in 1964, he studied fine art at Phoenix College and Arizona State University before becoming a professional sculptor in the early 70's. Anderson has created work in different media, but is most recognized for his gracefully sweeping artworks in steel. ",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Anderson_Industrial_Flower_Kyrene_Commerce_Plex.jpg,Michael Anderson,2001,2001,,EJM Development Co.,,
-111.94747,33.339415,236,All Art,Michael's Industrial Flower,<font size='2'><b>Artist:</b> Michael Anderson<br><font size='2'><b>Year:</b> 2001,33.339415,-111.94747,Kyrene Commerce Park,Steel and paint,<font size='2'><b>Artist:</b> Michael Anderson<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, EJM Development Co., as a requirement of Tempe's Art in Private Development Ordinance.","Michael's Industrial Flower is named for the industrial strength of its material, yet the shape relates to an oversized flower in the Arizona desert. It is a three-dimensional artwork that measures 16 x 18 x 20 feet. This transitional piece demonstrates the move from the more rectangular industrial forms apparent in many of Anderson's preceding works, to the more graceful and fluid lines that are more prevalent in his later works.","Anderson was born in California and grew up in Texas and Nebraska. After moving to Arizona in 1964, he studied fine art at Phoenix College and Arizona State University before becoming a professional sculptor in the early 70's. Anderson has created work in different media, but is most recognized for his gracefully sweeping artworks in steel. ",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Anderson_Industrial_Flower_Kyrene_Commerce_Plex.jpg,Michael Anderson,2001,2001,,EJM Development Co.,,
-111.966448,33.33111,237,Art in Private Development,Rondelle,<font size='2'><b>Artist:</b> Lyle London<br><font size='2'><b>Year:</b> 2001,33.33111,-111.966448,Agave Corporate Center,Brushed aluminum,<font size='2'><b>Artist:</b> Lyle London<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, Trammel Crow Company, as a requirement of Tempe's Art in Private Development Ordinance.","Rondelle, an eight-foot brushed aluminum sculpture, accents the rear courtyard entrance of the Agave Corporate Center. The sculpture experiments with concentric forms, while the non-linear grained polish allows the finish to complement the curvilinear surfaces, reflecting light in different ways depending on the light source and viewing angle. Rondelle earned the Agave Corporate Center team a Beautification Award for Art in Private Development Excellence in 2001.","Lyle London studied with sculptor Varujan Boghosian and numerous visiting artists (Larry Zox, Dimitri Hadzi, Robert Indiana, Jack Zajac and others) at Dartmouth College in the late 1960's. Zajac's style of biomorphic abstraction has had a lasting influence on his work. After several years of carving stone, and practical experience in the art bronze foundry, London began working primarily in metal. ",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/London_Rondelle.jpg,Lyle London,2001,2001,,Trammel Crow Company,,
-111.966448,33.33111,238,All Art,Rondelle,<font size='2'><b>Artist:</b> Lyle London<br><font size='2'><b>Year:</b> 2001,33.33111,-111.966448,Agave Corporate Center,Brushed aluminum,<font size='2'><b>Artist:</b> Lyle London<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, Trammel Crow Company, as a requirement of Tempe's Art in Private Development Ordinance.","Rondelle, an eight-foot brushed aluminum sculpture, accents the rear courtyard entrance of the Agave Corporate Center. The sculpture experiments with concentric forms, while the non-linear grained polish allows the finish to complement the curvilinear surfaces, reflecting light in different ways depending on the light source and viewing angle. Rondelle earned the Agave Corporate Center team a Beautification Award for Art in Private Development Excellence in 2001.","Lyle London studied with sculptor Varujan Boghosian and numerous visiting artists (Larry Zox, Dimitri Hadzi, Robert Indiana, Jack Zajac and others) at Dartmouth College in the late 1960's. Zajac's style of biomorphic abstraction has had a lasting influence on his work. After several years of carving stone, and practical experience in the art bronze foundry, London began working primarily in metal. ",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/London_Rondelle.jpg,Lyle London,2001,2001,,Trammel Crow Company,,
-111.965278,33.3375,239,Art in Private Development,Target Markers,<font size='2'><b>Artist:</b> Otto Rigan<br><font size='2'><b>Year:</b> 2001,33.3375,-111.965278,Target Financial Services,Limestone and glass,<font size='2'><b>Artist:</b> Otto Rigan<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, Target Corporation, as a requirement of Tempe's Art in Private Development Ordinance.","Otto Rigan's Target Markers graces the entry of Target Corporation's Financial Services facility in south Tempe. Visitors and employees walk through six stone and glass sculptures on their way to the facility's main lobby. The six sculptures are between 8- and 10-feet tall, made of natural cleft limestone and weigh between 1,500 and 3,000 pounds each. ","Although Rigan trained as a painter, he has pursued many broad-ranging and cross-disciplinary projects throughout his career. While still in college he completed his first large-scale public commission. Rigan splits his time between making studio-based autonomous works to large-scale public and corporate spaces. The larger commissions often merge architecture, landscape and other disciplines as an extension of the artist's palette.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Rigan_Target%20Marks.jpg,Otto Rigan,2001,2001,,Target Corporation,,
-111.965278,33.3375,240,All Art,Target Markers,<font size='2'><b>Artist:</b> Otto Rigan<br><font size='2'><b>Year:</b> 2001,33.3375,-111.965278,Target Financial Services,Limestone and glass,<font size='2'><b>Artist:</b> Otto Rigan<br><font size='2'><b>Year:</b> 2001,"This project was funded by the individual developer, Target Corporation, as a requirement of Tempe's Art in Private Development Ordinance.","Otto Rigan's Target Markers graces the entry of Target Corporation's Financial Services facility in south Tempe. Visitors and employees walk through six stone and glass sculptures on their way to the facility's main lobby. The six sculptures are between 8- and 10-feet tall, made of natural cleft limestone and weigh between 1,500 and 3,000 pounds each. ","Although Rigan trained as a painter, he has pursued many broad-ranging and cross-disciplinary projects throughout his career. While still in college he completed his first large-scale public commission. Rigan splits his time between making studio-based autonomous works to large-scale public and corporate spaces. The larger commissions often merge architecture, landscape and other disciplines as an extension of the artist's palette.",,https://www.tempe.gov/publicart,https://gis.tempe.gov/publicart/Rigan_Target%20Marks.jpg,Otto Rigan,2001,2001,,Target Corporation,,
