sexandraceethnicity,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Female, Asian, non-Hispanic",pFemale,"Asian, non-Hispanic",2009,249.0,7.5,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Fewmale,"Asian, non-iHspanic",2010,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",eFmale,"Asian, non-wHispanic",2011,263.0,9.0,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femkale,"Asian, non-Hisapnic",2012,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",eFmale,"Asian, non-Hispanicc",2013,250.0,4.7,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",wFemale,"Pacific Islander, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",emale,"Pacific Islander, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, nkon-Hispanic",2003,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",emale,"acific Islander, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femlae,"Pacific Islander,n on-Hispanic",2005,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",nFemale,"Pacific Islander, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Isalnder, non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femawle,"Pacific slander, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femuale,"Pacifc Islander, non-Hispanic",2009,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacific Ilander, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Fedmale,"Pacifico Islander, non-Hispanic",2011,222.0,9.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Feamle,"Pacific Islander, non-Hispanci",2012,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femle,"Pacific Islander, no-Hispanic",2013,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alask aNative, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2003,232.0,3.1,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Feale,"American Indian/Alaska Native, non-Hispnic",2004,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",aFemale,"American Indian/Alaska Native, non-Hispnic",2005,234.0,3.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmeale,"American Indian/Alaska Native, nnon-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femlae,"American Indian/Alask Native, non-Hispanic",2007,234.0,5.0,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fremale,"American Indian/Alaska Native, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Feale,"American Inbdian/Alaska Native, non-Hispanic",2009,229.0,4.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",eFmale,"American Indian/Alaska Natiev, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fedmale,"Americaan Indian/Alaska Native, non-Hispanic",2011,223.0,5.4,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femael,"American Indian/Alaska Naotive, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",emale,"American Indian/Alaska Native, non-Hispnic",2013,236.0,7.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fhemale,"Two or more races, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femae,"Two or more races, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, nn-Hispanic",2003,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feamle,"Two or morer aces, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",emale,"Two or more races, non-Hispanic",2005,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanhic",2006,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fekmale,"Two or omre races, non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, nn-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feale,"Two or more races, non-Hispanci",2009,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femael,"Two or more races, no-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femayle,"Twon or more races, non-Hispanic",2011,241.0,5.6,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feale,"wo or more races, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feale,"Two or more races, non-Hispdanic",2013,241.0,4.4,Data not available.
