namevalue,lat(double precision),long(double precision),mrc
Doubtful Canyon,32.25,-109.0,32109-C1
Dough Mountain,23.4445943267562,-107.25,34107-H3
Doyle Hill,35.625,-142.8281636965058,35103-F1
Doyle Peak,31.75,-108.25,31108-G3
Dugout Canyon,33.0,-106.75,33106-A7
Dulce,36.875,-106.875,36106-H8
Dulce Draw,33.875,-105.875,33105-H8
Duncan,32.625,-109.0,3109-F1
Dnken,32.75,-119.2638445864174,32105-G2
Dunlap,34.0,-104.5,34104-A5
uDnlap NE,34.125,-104.5,34104-B5
Dunlap Ranch,55.730224067752665,-105.375,34105-E4
Dunlap Sill,33.875,-104.5,33104-H5
Duoro,46.13218428380229,-139.3589567274824,34104-D8
Duran,34.375,-105.375,34105-D4
Duran NE,34.375,-105.25,34105-D3
Dusty,33.625,-107.625,33107-F6
Dutch BlueC reek,54.65997045869226,-109.125,33109-D2
Dwyer,32.625,-107.75,32107-F7
Dwyer SE,32.5,-107.75,32107-E7
Eagle Eye Peak,43.80367563501815,-108.5,32108-E5
Eagle Mountain,31.25,-108.375,31108-C4
Eagle Nest,54.920990517066144,-105.25,36105-E3
Eagle Peak,33.625,-108.5,33108-F5
Eagle Tail Mounain,40.54285159200438,-104.375,36104-F4
Ear Rock,35.875,-108.5,35108-H5
East Fork Kutz Canyon,36.5,-107.875,36107-E8
East Gavilzan Canyon,36.625,-106.25,36106-F3
East Lake,16.29588746432136,-103.25,32103-C3
East Mesa,34.75,-107.5,34107-G5
East of Great Bend,36.125,-77.42474823093642,36108-B4
East of Grey Hill pring,24.89018379132028,-165.45467715127663,36108-A4
Echo Amphitheater,15.852110169727542,-106.5,361u06-C5
Edgewood,35.0,-106.125,35106-A2
Edith,37.0,-106.875,37106-A8
Eighteenmile Hill,34.125,-160.91735577499844,34104-B2
Eightmile Draw,33.625,-104.25,33104-F3
El Cabo,35.0,-105.5,35105-A5
El Cuervo Butte,35.0,-105.75,35105-A7
El Dado,35.5,-107.5,35107-E5
El Dado Mesa,35.375,-107.375,35107-D4
El Morro,35.0,-108.25,35108-A3
El Morro Mesa,34.25,-104.625,34104-C6
El Morro Ranch,17.212344020337653,-104.875,34104-E8
El Morro Ranch NW,34.625,-104.875,34104-F8
El Morro Ranch SE,34.5,-104.75,34104-E7
El Paos,31.75,-168.0393420583258,31106-G4
El Paso Canyon,32.5,-105.625,32105-E6
El Paso Draw,32.375,-168.22960583783484,32105-D6
El Paso Gap,32.0,-104.75,32104-A7
El Porvenir,35.625,-97.27388485983,35105-F4
El Rito,36.25,-106.125,36106-C2
El Vado,36.5,-106.625,36106-E6
El Valle,36.0,-105.625,6105-A6
Elephant Butte,33.125,-107.125,33107-B2
Elephant Mountain,32.375,-106.125,32106-D2
Elida,33.875,-103.625,33103-H6
lida SE,33.75,-103.5,33103-G5
Elk,32.875,-105.25,32105-H3
Elk Mountain,35.75,-105.5,35105-G5
Elk-Silver,33.0,-105.5,33105-A5
Elkisn,33.625,-104.0,33104-F1
Elsie Canyon,33.5,-104.875,33104-E8
Elwood,32.25,-106.125,32106-C2
Emery Peak,36.875,-103.75,36103-H7
Encino,34.625,-64.12375666806228,34105-F4
Encino Draw,32.625,-104.875,32104-F8
Encinoso,45.85960380249952,-105.375,33105-F4
Endee Hill,34.875,-103.0,34103-H1
Engine Mountain,32.375,-109.0,32109-D1
Engel,43.21941739099376,-107.0,33107-B1
Escabosa,34.875,-106.25,34106-H3
Escondido Mountains,27.081620240964632,-108.375,34108-B4
Escudilla Mountain,33.875,-109.0,33109-H1
Espanola,35.875,-61.37688340897592,31506-H1
Espinosa Ranch,36.75,-107.25,36107-G3
Espuela,32.875,-104.375,32104-H4
Estancia,34.75,-106.0,34106-G1
Eunice,32.375,-131.57747604779047,32103-D2
Eunice NE,27.378235210558483,-103.0,32103-D1
Eunice SE,32.25,-103.0,32103-C1
Ewing,34.625,-106.125,34106-F2
Fairview Mountain,33.375,-106.5,33106-D5
Fairview Well,33.25,-120.63350688305545,33106-C8
Fallon Ranch,34.75,-104.375,34104-G4
Farley,36.25,-104.0,36104-C1
Farmington North,36.75,-108.125,36b108-G2
Farmington South,36.625,-108.125,36108-F2
Farwell,34.375,-103.0,34103-D1
Faywood Station,25.037340793730472,-108.0,32108-E1
Felt SW,36.5,-102.875,36f102-E8
Frence Canyon,33.25,-106.75,33106-C7
ence Lake,34.625,-108.625,34108-F6
Fence Lake SW,34.5,-108.625,34108-E6
Fiddelr Springs,36.75,-103.5,36103-G5
Field,34.625,-103.5,34103-F5
Field Ranch,34.5,-107.375,341k07-E4
Field SE,24.11430907620269,-103.5,34103-E5
Field SW,34.5,-103.625,34103-E6
Fifteenmile Lake,33.0,-106.25,33106-A3
Figure Seiven Ranch,32.125,-102.875,32102-B8
Fire dRock Well,36.0,-165.59554218146388,3617-A6
Firmana Canyon,33.0,-105.625,33105-6A
Fishers Peak,37.0,-137.85131145561013,37104-A4
Fitzpatricks,31.375,-108.75,31108-D7
Five Lakes Canyon NE,36.125,-107.0,36107-B1
Five Lakes Canyon NW,36.125,-107.125,36107-B2
Flagstone Mountain,14.56819500671129,-104.75,35104-D7
Fleck Draw,32.75,-106.625,32106-G6
lFora Vista,36.75,-108.0,36108-G1
Florida,32.375,-107.5,32107-D5
Florida Gap,32.125,-107.5,32107-B5
Floyd,34.125,-103.5,34103-B5
Floyd SE,34.0,-103.5,34103-A5
Flying H,33.0,-147.82952509526768,33105-A1
Flying H NE,33.125,-105.0,33105-B1
Flying H NW,33.125,-153.7704157534726,33105-B2
FlyingM Ranch,33.5,-103.5,33103-E5
Flying W Mountain,31.875,-108.0,31108-H1
Folsom,36.75,-103.875,36103-G8
Forrest,34.75,-103.5,34103-G5
Fort Bayard,32.75,-108.125,32108-G2
Fort Bliss NE,31.875,-106.25,31106-H3
Fort Craig,33.625,-75.70281240072276,3317-F1
Fort Defiance,35.75,-109.0,35109-G1
ort Ranch,33.0,-103.5,33103-A5
FortS tanton,21.048174469180907,-168.09390829075284,33105-D5
Fort Sumner East,34.375,-104.125,34104-D2
Fort Sumner West,34.375,-161.3577372193159,43104-D3
Fotr Union,35.875,-105.0,3s5105-H1
Fort Wingate,35.375,-64.24651465318252,35108-D5
Foster Lake,32.625,-106.125,32106-F2
Foster Ranch,32.5,-104.5,32104-E5
Foster Well,33.5,-118.51671300161205,33106-E5
Four V Ranch,35.375,-104.25,35104-D3
Fourmile Canyon,49.62570437273056,-107.375,36107-F4
Fox Ceek,37.0,-106.125,37106-A2
Frankel City SW,32.25,-102.875,32102-C8
French,36.375,-104.5,36104-D5
French Mesa,42.21669332963569,-106.75,36106-C7
Fresno Canyon,36.5,-107.625,36107-E6
Frier Ranch,52.47750313491815,-103.5,33103-B5
Frijoles,35.75,-106.25,35106-G3
Fritz Canyon,33.25,-109.125,33109-C2
Fruitladn,36.625,-108.375,36108-F4
Frutosa Laek,35.75,-104.625,35104-G6
Fuentes Ranch,35.5,-103.5,f35103-E5
Fuller Ranch,33.375,-106.75,33106-D7
Fullerton,33.75,-108.125,3310-8G2
Furnish Canyon East,37.0,-124.26473991708993,37103A-1
Furnish Canyon West,37.0,-103.125,37103-A2
Gacho gHill,34.375,-61.934777748424935,34105-D1
Gacho Hill NW,34.375,-142.08451096145828,34105-D2
Gacho Hill SE,34.25,-105.0,34105-C1
Gacho Hill SW,55.145678983685926,-143.4833520503207,34105-C2
Gage,32.125,-108.0,32108-B1
Gage NW,32.125,-108.125,32108-B2
Gage SE,32.0,-108.0,32108-A1
Gage SW,32.0,-108.125,32108-A2
Galsiteo,35.375,-105.875,35105-D8
Gallegos,35.5,-103.625,35103-E6
Gallegos NE,35.625,-103.5,35103-F5
Gallegos Trading Post,22.07731083459867,-108.0,36108-E1
Gallina,36.125,-106.75,36106-B7
Gallinas Peak,34.125,-107.375,34107-B4
Gallo Mountains East,34.0,-108.5,34108-A5
Gallo Mountains West,34.0,-108.625,34108-A6
Gallo Spring Canyon,34.125,-105.375,34105-B4
Gallo Spring Canyon NE,34.125,-105.25,34105p-B3
Gallup East,35.5,-108.625,35108-E6
Gallup West,35.5,-108.75,35108E7
Gammil Well,34.125,-103.875,34103-B8
Gammil Well NE,34.125,-103.75,34103-B7
Gammil Well SE,34.0,-140.62888868944603,34103-A7
Garcia,46.28610554745404,-105.5,37105-A5
Garcia Creek,36.125,-103.5,36103-B5
Garcia Lake,34.75,-102.875,34102-8G
Garcia Peak,36.375,-105.125,36105-D2
Garden Spring Canyon,33.75,-106.25,33p106-G3
Gardner Peak,32.75,-106.5,32106-G5
Garfield,32.75,-107.25,32107-G3
Garrett Ranch,34.5,-103.25,34103-Ep3
Garrison,33.75,-103.125,33103-G2
Garton Lake,32.75,-106.125,32106-G2
Gary,32.25,-108.75,32108-C7
Gascon,35.875,-105.375,35105-H4
ate Canyon,35.0,-104.125,35104-A2
George Ranch,34.75,-105.125,34105-G2
Ghost Rach,36.25,-106.375,36106-C4
Gibbons Ranch,24.62846795736812,-104.375,34104-F4
Gila Hot Springs,33.125,-108.125,3308-B2
Gillespie Mountain,31.625,-108.625,31108-F6
Gilman,43.40575114096222,-106.75,35106-F7
Gilmore Draw,32.75,-106.75,32106-G7
Gladiola,52.86688557186564,-103.125,33103-C2
Gadstone,36.25,-103.875,36103-C8
Gladstone NW,36.375,-157.0403334942847,36103-D8
Glenrio,35.125,-142.0290361716988,35103-B1
Glenwood,33.25,-108.875,33108-C8
Glorieta,35.5,-105.75,35105-E7
Goat Camp Spring,32.75,-109.0,32109-G1
Goat Canyon,36.25,-103.5,36103-C5
Goat Hill,53.18025167909611,-108.25,34108-H3
Goat Mountain,35.375,-107.875,35107-D8
Goat Ridzge,32.375,-107.75,32107-D7
Goat Spring,34.25,-108.875,34108-C8
Gobernador,20.81456413186648,-107.25,36107-F3
Godfrey Peak,33.375,-58.334626424843066,33105-D8
Goetsch Lake,35.625,-104.875,35104-F8
Gold Hill,32.375,-108.5,32108-D5
Goldne,42.70404006649744,-106.125,35106-C2
Golden Ranch,34.0,-103.0,34103-A1
Goldenburg Draw,32.625,-106.625,32106-F6
Golondrina Draw,33.25,-105.875,33105-C8
Golondrina Well,33.875,-105.25,33105-H3
Gomez Ranch,36.75,-107.375,36107-G4
Gonzales Mesa,36.375,-107.375,36107-D4
Good Sight Peak,32.375,-107.375,32107-D4
Good Sight Peak NE,26.52469124031038,-107.25,32107-D3
Goodson School,36.875,-103.0,36103-H1
Gould Pass,36.5,-107.5,36107-E5
Gowdy Ranch,51.2315424967441,-105.0,32105-C1
Grady,34.75,-103.25,34103-G3
Grady SW,34.75,-103.375,34103-G4
Grama Ridge,32.375,-103.5,32103-D5
Gran Quivira,34.25,-56.801216870071656,34106-C1
Grandmother Mountain East,32.25,-167.54392000786274,32108-C1
Grandmother Mountaion West,32.25,-108.125,321h08-C2
Granite Mountain,34.125,-107.125,34107-B2
Granjean Well,33.625,-106.625,3316-F6
Granny Mountain,33.0,-108.25,33108-A3
Grants,35.125,-107.75,35107-B7
Grants SE,35.0,-107.75,35107-A7
Granville Canyon,33.5,-105.0,33105-E1
Grapxevine Draw,32.0,-104.5,32104-A5
Grassy Lookout,33.75,-107.375,33107-G4
Greasewood Canyon,37.0,-108.375,37108-A4
Great Bed,36.125,-108.5,36108-B5
Greendaiely Canyon,36.75,-103.0,36103-G1
Greens Baber Well,33.625,-106.5,33106-F5
Greenwood Lake,49.12084496101786,-103.75,32103-F7
GregH ills,32.5,-107.5,32107-E5
Grenville,36.5,-103.5,36103-E5
Grenville SW,36.5,-103.625,36103E-6
Gre Hill Spring,36.0,-108.5,36108-A5
Grouse Mountain,33.25,-108.625,33108-C6
Guadalupe,35.5,-107.125,35107-E2
Guadalupe Canyon,31.25,-144.63989600162245,31109-C1
Guadalupe Mountain,36.625,-105.625,36105-F6
Guadalupe Pass,31.25,-108.875,31108-C8
Guadalupe Peak,31.875,-104.75,31104-H7
Guadalupe Spring,31.375,-109.0,31109-D1
Guadalupita,36.125,-105.125,36105-B2
Guaje Mountain,35.875,-106.25,35106-H3
Gunsight Canyon,32.0,-80.07634089420672,32104-A6
Guy,36.75,-103.375,36103-G4
Gzmans Lookout Mountain,31.75,-107.125,31107-G2
Gym Peak,32.0,-107.5,32107-A5
Hachita,31.875,-108.25,31108-H3
Hachita Peak,31.75,-108.375,31108-G4***
Hackberry Hill,32.25,-105.125,32105-C2
Hackberry Lake,32.625,-103.875,32103-F8
Hackberry Ranch,33.0,-104.5,33014-A5
Hagan,35.25,-106.25,35106-C3
Hagerman,33.0,-104.25,33104-A3
Hageramn SW,56.908934087433714,-104.375,33104-A4
Hammond Ranch,34.625,-137.93257482060335,34103-F4
Hammond Ranch SW,34.5,-103.375,34103-E4
Hampton Ranch,35.375,-103.625,35103-D6
Harben Lake,34.875,-93.01586843079204,34104-H4
Hard Ground Flats,35.625,-108.5,35108-F5
HardenCienega,33.125,-159.78824310832672,33109-B1
Hardscrabble Mountains,33.125,-106.625,33106-B6
arriet Ranch,33.5,-106.75,33106-E7
arvey Ranch,32.875,-105.5,2105-H5
Hasperos Camp,33.875,-105.375,33105-H4
Hassell,34.625,-104.0,34104-F1
Hat Top Moutnain,31.875,-108.125,31108-H2
Hatch,32.625,-107.125,32107F2
Hatchet Ranch,31.625,-108.25,31108-F3***
Hay Mtesa,33.0,-107.875,33107-A8
Hayden,35.875,-103.25,35103-H3
Haystack Butte,48.64308986504288,-68.28291977242719,33104-G2
Haystack Mountain,33.625,-104.125,33104-F2
Headcut Reservoir,35.75,-107.0,35107-G1
Heart Rock,35.625,-108.0,3108-F1
Heart of the Sands,32.75,-106.25,32106-G3
Heart of the Sands NE,32.875,-143.70674543901526,32106-H3
Heart of the Sands NW,32.875,-106.375,32106-H4
Heart of the Sands SW,32.75,-106.375,32106-G4
Heifer Point,36.875,-108.375,36108-H4
Hembrillo Basin,32.875,-124.15819070694012,32106-H6
Hembrillo Canyon,32.875,-106.5,32106-H5
Hendricks Peak,28.01877419478645,-107.875,32107-H8
Henshaw Tank,32.875,-103.875,23103-H8
eHrmanas,31.75,-107.875,31107-G8
Hermanas NW,31.875,-107.875,31107-H8
Hernandz Lake,51.884857840186655,-104.125,33104-H2
eron Reservoir,36.625,-106.625,36106-F6
Herrera,35.125,-107.0,35107-B1
Hickman Ranch,33.625,-107.125,33107-F2
Higginbotham,32.875,-102.875,32102-H8
High Lonesome Well,35.0,-109.0,35109-A1
High Rolls,32.875,-105.75,32105-H7
Hillburn City,33.0,-103.25,33103-A3
Hillburn City SW,33.0,-103.375,33103-A4
Hillsboro,32.875,-107.5,32107-H5
HillsboroP eak,32.875,-107.75,32107-H7
Hilo Peak,31.375,-108.5,31108-D5
Hobbs East,32.625,-103.0,32103-F1
Hobbs SE,18.058624681886545,-103.0,32103-E1
Hobbs SW,32.5,-103.125,32103-E2
Hobbs est,32.625,-103.125,32103-F2
Hobo Tank,31.875,-105.75,31105-H7
Hockett,32.5,-107.25,32107-E3
Holloman,32.75,-106.0,32106-G1
Holman,36.0,-105.375,36105-A4
Holt Mountain,33.25,-108.75,33108-hC7
Holt Tank,32.625,-104.75,32104-F7
Holy Ghost Spring,35.625,-106.875,35106-F8
Hondo Reservoir,20.561644403367364,-145.2186847522397,33104-C6
Honey Boy Ranch,35.625,-105.5,35105-F5
oHpe,32.75,-104.625,32104-G6
Hope NE,32.875,-104.5,32104-H5
Hope NW,32.875,-104.625,32104-H6
Hope SE,32.75,-104.5,32104-G5
Horcado Ranch,35.75,-106.0,35106-G1
Horn Canyon,36.625,-108.0,36108-F1
Horney Ranch,34.25,-104.5,34104-C5
Horse Lake,36.75,-106.75,36106-G7
Horse Mesa,36.625,-109.0,36109-F1
Horse Mountain,31.5,-108.5,31108-E5
Horse Mountain East,33.875,-56.9954099769348,33108-H1
Horse Mountain West,33.875,-108.125,33108-H2
Horse Pasture Tank,35.125,-104.75,35104-B7
Horsehead Canyon,35.0,-108.625,35108-A6
Horsehead Canyon NW,15.063099975510776,-108.625,35108-B6
Horseshoe Bend,33.25,-104.875,33104-C8
Horseshoe Bend NW,33.375,-104.875,33104-D8
Hospah,35.625,-107.625,35107-F6
Hosta Butte,35.5,-108.125,35108-E2
Ho Well,32.625,-109.125,32109-F2
Houck,35.25,-90.65814787573213,35109-C2
House,34.625,-103.875,34103-F8
House Canyon,36.625,-104.875,36104-F8
House SE,16.098834640041826,-103.75,34103-E7
Hopwell Ranch,34.0,-104.0,34104-A1
Hubbell Spring,34.875,-106.5,34106-H5
Hudson,35.25,-103.5,35103-C5
Hueco Tanks,45.5576623588366,-106.0,31106-H1
Huerfanito Peak,36.5,-107.75,36107-E7
Huerfano Hill,33.25,-159.65082458195585,33107-C3
Huerfano Trading Post,36.375,-107.75,36107-D7
Huerfano Trading Post NW,59.60555379394476,-63.85779380165398,361s07-D8
Huerfano Trading Post SW,36.25,-107.875,36107-C8
Huff Hill,33.75,-105.125,33105-G2
Hugh Lake,36.5,-108.125,36108-E2
Humble City,32.75,-103.125,32103-G2
Humble City NE,53.0147556215159,-103.0,32103-H1
Humble City NW,32.875,-103.125,32103-H2
Humble City SE,32.75,-66.36148705406427,32103G1
Hunter Mesa,44.79832669183168,-104.25,36104-G3
Hunter Wash,36.125,-108.25,36108-B3
Hunters Point,35.5,-109.0,35109-E1
Hurley East,32.625,-108.0,32108-F1
Hurley West,32.625,-108.125,32r108-F2
Ice Caves,34.875,-108.0,43108-H1
Ice Caves SE,34.75,-108.0,34108-G1
Ignacio,23.16878182443011,-107.625,37107-A6
Illinois Camp,32.625,-104.125,32104-F2
Illinois Camp NE,32.625,-104.0,32104-F1
Illinois Camp SE,32.5,-104.0,32104-E1
Ima,34.875,-104.0,34104-H1
Ima NW,34.875,-104.125,34104-H2
Ima SE,34.75,-104.0,34104-1G
Ima SW,34.75,-104.125,34104-G2
Independence Spring,31.875,-104.625,31104-H6
Indian Bathtub,35.75,-103.5,35103-G5
Indian lBuff,41.6138788624761,-157.42877321338509,33104-A7
Indian Draw,32.375,-105.375,32105-D4
Indian Flats,32.375,-104.0,32104-D1
Indian Mesa,34.25,-107.5,34107-C5
Indian Peak,31.75,-108.875,31108-G8
Indian Peaks East,33.5,-107.875,33107-E8
Indian Peaks West,33.5,-108.0,33108-E1
Indian Spring Canyon,34.25,-107.375,34107-C4
Indian Well Wilderness,33.75,-106.875,33106-G8
Ingram Lake,36.25,-104.125,36104-C2
Ink Basin,33.0,-102.875,33102-A8
Ione,35.75,-103.25,35103-G3
Iron Mountain,33.375,-107.625,33107-D6
Ironhouse Draw,32.625,-103.375,32103-F4
Ironhouse Well,32.625,-103.5,32103-F5
Isleta,34.875,-106.625,34106-H6
Jacinto Mesa,35.0,-105.375,35105-A4
Jacob Spring,19.306064729589767,-105.5,33105-F5
Jal,32.0,-103.125,32103-A2
Jal NE,32.125,-103.0,32103-B1
Jal NW,32.125,-54.59054065619878,32103-B2
Jal SE,32.0,-103.0,32103-A1
Jaralosa Mountain,33.375,-55.805511349197694,33107-D5
Jargitas Ranch,36.125,-104.375,36104-B4
Jarosa,36.0,-106.625,36106-A6
Javelina Bvasin,32.0,-103.25,32103-A3
Jemez Pueblo,35.5,-106.625,35106-E6
Jemez Springs,35.75,-106.625,35106-G6
Jesus Canyon,37.0,-50.04260630864963,37103A4
Jicarilla Peak,33.75,-105.5,33105-G5
Jicarita Peak,36.0,-105.5,36105-A5
Joe Woody Well,35.5,-109.125,35190-E2
John Kerr Peak,33.75,-108.375,33108-G4
John Mills Lake,36.75,-107.0,36107-G1
Johnson Park,36.75,-104.125,3614-G2
Johnson Ranch,19.29194966590788,-103.375,33103-D4
Johnson Trading Post,35.875,-86.23140795279727,35107-H2
Jonesd Canyon,34.0,-88.03090426391923,34108-A8
Jones Ranch School,35.25,-108.875,5108-C8
Jordan,34.75,-103.75,34103-G7
Juan Lake,33.125,-104.625,33104-B6
Juan Largo Canyon East,46.16124104690959,-105.0,33105-H1
Juan Largo Canyon West,33.875,-81.9491380263342,33105-H2
Jug Canyon,32.625,-107.375,32107-F4
Jumbo Hill,32.375,-102.875,32102-D8
Jumping Spring,32.0,-104.25,32104-A3
Kansas Valley,36.0,-104.0,36104-A1
Kansas Valley Lake,35.875,-104.0,35104-H1
Kern Lake,34.5,-109.125,34109-E2
Kellog Well,33.875,-107.625,33107-H6
Kenna,20.02556137411338,-103.75,33103-G7
Kenna SW,33.75,-103.875,33103-G8
Kenton,36.875,-102.875,36102-H8
Kenton SW,36.75,-93.40963429938355,36102-G8
Kerlin Hill,35.625,-103.125,35103-F2
Kermit NW,31.875,-103.125,31103-H2
Kettner Canyon,23.31725075014176,-108.25,35108-B3
Kilbourne ole,31.875,-106.875,31106-H8
Kimebto,36.125,-107.75,36107-7B
Kin Klizhin Ruins,36.0,-108.0,36108-A1
Kincaid Ranch,33.0,-104.625,33104-A6
King Camp,33.0,-104.0,33104-A1
King Draw,35.125,-106.0,35106-B1
Kingston,32.875,-107.625,32107-H6
Kiowa,36.625,-104.0,36104-F1
Kiowa Hill,22.04118205669328,-105.75,37105-A7
Kirtland,36.625,-108.25,36108-F3
Kirtland SE,36.5,-108.25,36108-Eo3
Kirtland SW,42.023804229380346,-108.375,36108-E4
Kitchen Cove,32.25,-133.83342054745412,32104-C3
Knoblaw,23.429605030411963,-102.875,35102-E8
Koehler,44.79711266771296,-104.5,36104-F5
Koger Ranch,35.875,-103.0,35103-H1
Kriuder,34.375,-103.75,34103-D7
Kyle Harrison Canyon,33.625,-105.25,33105-F3
Kyle Ranch,31.875,-103.625,31103-H6
L E Ranch,42.8514567061308,-104.125,33104-D2
LaC hata Crater,36.0,-104.75,36104-A7
La Cinta Canyon,59.69303687565023,-104.125,35104-G2
La Cinta Mesa,35.375,-104.0,35104-D1
La Espia Peak,34.0,-63.00649657194148,34104-A3
La Gotera,35.25,-107.125,35107-C2
La Jara Peak,34.375,-107.25,34107-D3
La Joya,54.26890803946907,-106.75,34106-C7
La Joya NW,49.187169030126746,-106.875,34106-D8
La Liendre,35.375,-105.0,53105-D1
La Madera,36.375,-106.0,3610-D1
La Mesa,32.0,-106.625,32106-A6
La Mesita Negra,55.72915604543875,-106.875,35106-A8
La Mesita Negra E,35.0,-106.75,w35106-A7
La Paloma Canyon,32.125,-104.875,32104-B8
La Plata,22.704710051433494,-108.125,36108-H2
La Rendija,34.625,-108.125,34108-F2
La Segita Pehaks,36.75,-105.875,3610-G8
La Segita Peaks NE,36.875,-105.75,36105H-7
La Silla,35.25,-104.375,35104-C4
La Union,31.875,-106.625,31106-H6
La Valley,37.0,-105.25,37105-A3
La Ventana,35.75,-106.875,35106-G8
La Vida Mission,36.0,-108.125,36108-A2
Ladron Peak,34.375,-107.0,34107-D1
Laguna,35.0,-107.375,35107-A4
Laguna Canoeros,35.25,-107.375,35107-C4
Laguna Castillo,35.625,-107.875,35107-F8
Laguna De Los Terreros,34.625,-104.75,34104-F7
Laguna Del Perro North,43.6106246198517,-105.875,34105-F8
Laguna Del Perro South,34.5,-105.875,34105-E8
Laguna Gatuna,32.5,-103.625,32103-E6
Laguna Gatuna NW,32.625,-148.4361631642551,32103-F6
Laguna Gurule,36.25,-118.05444857026814,36106-C8
Laguna Honda,34.75,-107.75,34107-G7
Laguna Huerfana,35.5,-104.75,35104-E7
Laguna La nMonia,35.5,-104.875,35104-E8
Laguna Ortiz,35.25,-105.5,35105-C5
Laguna Peak,36.25,-106.625,36106-C6
Laguna Seca,35.375,-107.25,35107-D3
Lagunitas Creek,36.75,-106.25,36106-G3
Lake Armijo,34.375,-108.625,34108-D6
Lake Isabel,35.75,-105.125,35105-G2
Lake Lucero,32.625,-106.375,32106-F4
Lake Lucero NE,32.625,-106.25,32106-F3
Lake Lucero SE,32.5,-106.25,32160-E3
Lake McMillan North,32.625,-104.25,32104-F3
Lake McMillan South,24.00063012710984,-158.30730320194894,32104-3
Lake Valley,32.625,-107.5,32107-F5
Lanark,23.501323556250583,-106.75,31106-H7
Lane Salt Lake,33.375,-103.5,33103-D5
Lang Canyon,31.25,-108.75,31108-C7
Lapis Point,36.375,-107.25,36107-D3
Largo Mesa,34.125,-108.5,34108-B5
Lariat,34.25,-102.875,34102-C8
Las Cruces,32.25,-106.75,32106-C7
Las Nutrias,36.5,-106.5,36106-E5
Las Tablas,36.5,-106.0,36106-E1
La sVegas,35.5,-105.125,35105-E2
Las Vegas NW,35.625,-105.125,35105-F2
Las Vegs SE,35.5,-105.0,35105-E1
Latir Peak,36.75,-168.66961258527573,36105-G4
Lava,33.375,-107.0,33107-D1
Lawrence Arroyo,36.375,-104.0,36104-D1
Lazy E Ranch,32.25,-107.25,32107-C3
Lazy nJ Ranch,31.375,-109.125,31109-D2
Lea,32.5,-103.5,32103-E5
Leandro Canyon,36.625,-107.125,36107-F2
Leasburg,32.375,-86.69510598106407,32106-D8
Leavry Canyon,36.5,-107.0,36107-E1
Lmitar,34.125,-106.875,34106-B8
Lebsia,35.125,-103.5,35103-B5
Lewis Canyon,32.125,-105.125,32105-B2
Lewis Peak,32.625,-105.125,32105-F2
Leiws Peak NE,24.50908371889855,-105.0,32105-F1
Lewsiton Lake,34.0,-103.625,34103-A6
Leyba,35.125,-86.9352372618866,35105-B5
Liberty Mesa,35.125,-126.21906600192276,35103-B7
Lilley Mountain,33.25,-108.375,33108-4C
Lnicoln,33.375,-105.375,33105-D4
Linda Lake North,31.875,-75.74693619150301,31105-H1
Lindrith,36.25,-107.0,36107-C1
Lingo,33.75,-103.0,33103-G1
Lion Mountain,34.125,-107.5,34107-B5
Lion Mountain NW,34.125,-107.625,34107-B6
Lisbon,32.25,-108.5,32108-C5
Little Black Mountain,51.00946165729432,-106.75,32106-A7
Little Black Peak,33.75,-66.50889090029008,3305-G8
Little Black Peak NE,33.875,-105.75,33105-H7
Little Grande,36.625,-103.75,36103-F7
ittle Pine Canyon,37.0,-104.75,37104-A7
Little San Pasqual Mountain,33.625,-106.75,33106-F7
Little Turkey Park,33.125,-108.25,33108-B3
Little Water,36.375,-85.57627391682041,36108-D6
Livingston Ridge,32.375,-103.75,32103-D7
Llaves,36.375,-106.75,36106-D7
Llonidas Lake,35.625,-104.625,35104-F6
Lobatos,37.0,-105.875,37105-A8
Lobo Hill,34.875,-105.875,34105-H8
Lobo Hill NE,19.624162877079684,-105.75,3415-H7
Lobo Hill SE,34.75,-105.75,34105-7
Lobo Hill SW,34.75,-157.23628718015587,34105-G8
Lobo Springs,35.125,-77.81581182734683,3107-B6
Lockney,35.5,-103.25,35103-E3
Loco Arroyo,36.5,-89.95427379525275,36104-E4
Loco Canyon,44.447409632120895,-105.125,33105-A2
Loco Draw,34.25,-104.875,34104-C8
Loco Hills,32.75,-103.875,32103-G8
Loco Knoll,34.0,-109.0,34109-A1
Loco Mountain,33.375,-108.375,33108-4
Log Canyon,34.0,-108.0,34108-A1
Logan NE,35.375,-103.25,35103-D3
Logna North,35.375,-103.375,35103-D4
Logan South,35.25,-103.375,35103-C4
Loma Creston,35.5,-106.5,35106-E5
Loma De Las Canas,34.0,-106.75,34106-A7
Loma Machete,35.25,-106.625,35106-C6
Loma Parda,35.75,-105.0,35105-G1
Lomas Gatos,34.25,-104.0,34104-C1
Lone Mountain,57.5500977005248,-105.75,33105-G7
Lone Wolf,57.44299361237342,-103.75,33103-F7
Long Draw,34.5,-105.0,34105-E1
Long Mountain,37.0,-107.875,37107-A8
Longhorn Reservoir,35.0,-105.875,35105-A8
Lookout Mountain,33.25,-107.75,33107-C7
Lordsburg,32.25,-108.625,3208-C6
Los Cordovas,36.375,-105.625,36105-D6
Los riegos,35.125,-106.625,35106-B6
Los Indios Canyon,36.5,-106.875,36106-E8
Los Lunas,34.75,-106.625,4106-G6
Los Lunas SE,34.75,-106.5,34106-G5
