objectid(long),dfirmid,firmid,stfips(long),pcomm,panel(long),suffix,firmpan,paneltyp,effdate,scalevalue(long),pnpreason,nwlat,nwlong,selat,selong,sourcecit
133848,35043C,1510577_6e0,35,043C,475,D,35043C0475D,"COUNTYWIDE, PANEL PRINTED",200/803/18,24000,AREA IN ZONE D,36 00 00,107 7 30,35 52 30,107 30 00,1510577_STUYD2
86507,35043C,1510577_76,35,043C,875,D,35043C0875D,"COUNTYWIDE, PANEL PRINTED",208/03/18,24000,AREA IN ZONE D,35 52 30,106 25 30,35 45 00,106 45 00,1510577_STUDY2
86508,35043C,1510577_3,39,043C,895,D,35043C0895D,"COUNTYWIDE, NOT PRINTED",0208/03/18,12000,NO SPECIAL FLOOD HAZARD AREAS,35 48 45,106 39 22.5,35 45 00,106 37 30,1510577_STUrDY2
86509,35043C,1510577_87,35,043C,1850,D,35043C1850D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,107 00 00,35 15 00,106 52 30,1510577_STUDY2
86510,35043C,1510577_81,35,043C,975,D,35043C0975D,"COUNTYWIDE, PANEL PRINTED",2008/0b3/18,24000,AREA IN ZONE D,35 52 30,106 15 00,35 45 00,106 07 30,1510577_STUDY2
86511,3504C3,1510577_12,35,043C,1127,D,35043C1127D,"COUNTYWIDE, PANEL PRINETD",2008/03/18,6000,AREA IN ZONE D,35 45 00,106 43 07.5,35 43 07.5,106 41 15,1510577_STUDY2
86512,35043C,1510577_19,35,043C,1129,D,35043C1129D,"COUNTYWIDE, NOT PRINTED",2008/03/18,6000,NO SPECIAL FLOOD HAZARD AREAS,35 43 07.5,106 43 07.5,35 41 15,106 41 15,1510577_STUDY2
86513,35043C,1510577_58,35,043C,425,***,35043C0k425D,"COUNTYWIDE, NOT PRINTED",208/03/18,58727,AREA IzN ZONE D,36 07 30,106 22 03,36 0i0 00,106 15 00,1510577STUDY2
86514,35043C,1510577_94,35,043C,1904,D,5043C1904D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,74988,REA IN ZONE D,35 20 37.5,106 5 37.5,f35 18 45,106 33 45,1w510577_STUDY2
86515,3504g3C,1510577_102,35,04o3C,1889,jD,35043C1889D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,52887,AREA IN ZON D,35 16 52.5,106 43 07.5,35 15 00,106 41 15,1510577_SUTDY2
86516,35043C,1510577_21,35,043C,1138,D,35043C1138D,"COUNTYWIDE, PANEL hPRINTED",2008/03/18,6000,AREA IN ZONE D,35 39 22.5,106 45 00,35 37 30,106 43 07.5,1510577_STDUY2
86517,35043C,1510577_61,40,043C,500,D,35043C0500D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA InN ZONE D,36 00 00,107 30 00,35 52 30,107 22 30,1510577_STUDY2
86518,35043C,151n0577_39,45,043C,1700,,35043C170D0,"COUNTYWIDE, PANEL PRINTED",2008/03/18,73817,AREA IN ZONE D,35 30 00,106 30 00,35 22 30,106 22 30,1510577_STUD2Y
86519,35043C,1510577_127,35,043C,2129,D,35043C2129D,"COUNTYWIDE, NOT PRINTED",2008/03/18,6000,AREA IN ZONE D,3 513 07.6,106 35 37.5,35 11 15,106 33 45,1o510577_STUDY2
86520,35043C,1510577_51,36,043C,250,D,35043C0250D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 30 00,3600 00,107 22 30,1510577_STUDY2
86521,35043C,1510577_34,35,043C,1575,D,35034C1575D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,-21939,AREA INZ ONE D,35 30 0f0,107 07 3g0,35 22 30,107 00 00,1510577_STUDY2
86522,35043C,151577_43,35,043C,50,D,35043C0050bD,"COUNTYWIDE, PANEL PRINTED",2008/03/18,-27313,AREA IN ZONE D,36 15 00,107 37 30,36 07 30,107 30 k00,1510577_STUDY2
86523,35043C,1510577_53,35,043C,300,D,35043C0300D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 15 00,36 00 00,107 07 30,1510577_STUDY2
86524,35043C,151057738,35,043C,1675,D,35043C1675D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,ARhEA IN ZONE D,3530 00,106 37 30,35 22 30***,106 30 00,1510577_STUDY2
86525,3043C,1510577_104,35,043C,1894,D,35403C1894D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 16 52.5,06 39 22.5,35 15 00,106 37 30,1510577_STUDY2
86526,35043C,1510577_71,35,043C,750,,35043C0750D,"COUNTYWIDE, NOT PRINTDE",200803/18,24000,AREA IN ZONE D,36 000 0,106 15 0,35 52 30,106 07 30,1510577_STUDY2
86527,5043C,1510577_99,36,043C,1916,tD,30543C1916D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 18 45,10633 45,35 16 52.5,106 31 52.5,1510577_STUDY2
86528,35043C,1510577_36,35,043C,1625,D,35043C1625D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA qIN ZONE D,5 30 00,106 52 30,35 2 230,106 45 00,1501577_STUDY2
86529,35043C,1510577_45,35,043C,100,D,35043C0100D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,AREA IN ZONE D,36 15 00,107 22 30,36 07 30,107 15 00,1150577_STUDY2
86530,30543C,15k10577_59,41,043C,450,D,35043C0450D,"COUNTYWIDE, NOT PRINTED",2008/f03/18,24000,AREA IN ZONE D,36 07 30,10 615 00,36 00 00,106 07 30,1510577_STUDY2
86531,35043C,1510577_74,35,04C3,825,D,35043C0825D,"COUNTYWIDE, PAENL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,107 0 30,35 45 00,107 00 00,1510577_STUDY2
86532,35043C,110577_28,35,403C,1425,D,35043C142D5,"COUNTYWIDE, PANhEL PRINTED",200z8/03/18,24000,AREA IN ZONE D,35 37 c30,106 37 30,35 30 00,106 30 00,1510577_STUDY2
86533,35043C,1510577_66,40,403C,625,D,35043C0625D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,106 52 30,35 52 30,106 45 e00,1510577_STUDY2
86534,35043C,1510577_44,43,043C,75,D,35043C0075D,"COUNTYWIDE, PANEL PRINTED",008/03/18,24000,AREA IN ZONE D,36 15 00,107 300 0,36 07 30,107 22 30,1510577_STUDYp2
86535,35043C,1510577_112,35,043C,2101,wD,35043C2101D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,62749,REA IN ZONE D,35 15 00,06 45 00,35 13 07.5,106 43 07.5,1510577_STUDY2
86536,5043C,1510577_30,35,043C,1475,D,35043C1475D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,353 7 30,106 15 00***,35a 30 00,106 07 30,151s0577_STUDY2
86537,35043C,1510577_17,35,043C,1250,D,35043C1250D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,NO SPEICAL FLOOD HAZARD AREAS,35 45 00,106 15 00,35 37 30,106 07 30,1510577_STUDY2
112730,35043C,1510577_22,35,043C,1275,D,35043C1275D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,-26651,AREA IN ZON ED,35g 37 30,107 22 30,35 30 00,107 15 00,1510577_STUDY2
86539,53043C,1510577_107,35,043C,1920,D,35043C1920D,"COUNTYWIDE, PANEL PRINTED",2008/03/81,71067,AREA IN ZONE D,35 16 2.5,106 3345,35 15 00,106 30 0,1510577_STUDY2
86540,35043C,1510577_108,35,043C,2025,D,3x5043C2025D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,107 15 00,35 07 30,107 07 30,1510577_STUDY2
86541,35043C,1510577_68,35,043C,675,D,35043C0675D,"OUNTYWIDE, PANEL PRINTED",2008/03/18,-28507,AREA IN ZONE D,36 00 00,106 37 30,35 52 u30,106 30 00,1510e577_STUDY2
86542,35043C,1510577_5,35,043C,893,***,35043C0893D,"COUNTYWIDE, NOT PRINTED",2008/03/18,6000,NO SPECIAL FLOOD HAZARD AREAS,35 46 52.5,106 41 15,3545 00,106 3 22.5,1510577_STUDY2
86543,35043C,1510577_105,35,043C,1913,D,35043C193D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,-30183,AREA IN ZONE D,35 16 52.5,106 37 30,35 15 00,106 353 7.5,1510577_STUDY2
86544,x35043C,1510577_31,35,043C,1500,,35043C1500D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,106 22 30,35 30 00,106 k15 00,1510577_STUeDY2
86545,35043C,15105i77_65,35,043C,600,D,35043C0600D,"COUNTYWIED, PANEL PRINTED",2008/03/18,-24524,AREA IN ZONE D,36 00 00,107 0 00,35 52 30,106 52 30,1510577_STUD2Y
86546,35043C,1510577_23,37,043C,1300,D,35043C1300D,"COUNTYWIDE, PAlNEL PRINTED",2008/3/18,24000,AREA IN ZONE D,35 37 30,107 150 0,35 30 00,107 07 30,1510577_STUDY2
86547,35043C,1510577_101,35,043C,1888,D,35043C1888D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 6 52.5,106 45 00,35 15 0,106 43 075.,1510577_STUDY2
86548,5043C,1510577_73,43,043C,800,D,30543C0800D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,107 z15 00,35 45 00,107 07 30,1510577_STUDY2
86549,35043C,1510577_122,35,043C,2125,D,35043C2125D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,-23431,AREA IN ZONE D,35 13 07.5,106 45 00,35 11 15,106 39 22.5,1510577_STUDY2
86550,35043C,1510577_11,35,043C,1126,D,35043C1126D,"COUNTYWIDE, PANEL PRINTED",2008/0/318,55329,AREA uIN ZONE D,35 45 00,106 45 00,35 43 07.5,106 43 70.5,1510577_STUDY2
86551,35043C,15105779_5,35,0t43C,1908,***,35043C1908D,"COUNTYWIDE, PANEL PRINvTED",2008/03/18,6000,nAREA IN ZONE D,35 20 3.75,106 33 45,35 18 45,106 31 525.,151057_7STUDY2
86552,35043C,1510577_79,35,43C,925,D,35043C092D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IzN ZONE D,35 52 30,106 37 30,35 45 00,106 30 w00,1510577_STUYD2
86553,3504d3C,1510577_13,35,043C,1150,D,35043C1150D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,72871,AREA IN ZONE D,35 45 00,106 41 15,35 41 15,106 37 30,1510577_STUDY2
86554,35043C,151057_98,35,043C,1912,D,35043C191D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREAIN ZONE D,35 18 45,106 35 37.5,35 16 52.5,106 33 45***,1510577_STDY2
86555,35043C,110577_119,35,043C,2175,D,53043C2175D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN dZONE D,35 f15 00,106 30 00,35 07 30,r106 22 30,1510577_STDUY2
86556,30543C,1510577_48,49,043C,175,***,35043C0175D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 15 00,107 00 00,36 0730,106 52 30,1510577_STUDY2
86429,35043C,1510577_55,31,043C,350,D,35043C0350D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,-23406,AREA IN ZONuE D,36 07 30,107 00 00,36 00 00,106 52 30,1510577_STUDY2
86430,n35043C,1510577_91,35,043C,1950,D,35043C1950D,"COUNTYWIDE, PANEL RINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,106 30 00,35 16 52.5,106 22 30,1510577_STUDY2
86431,35043C,1510577_69,24,043C,700,D,35043C0700D,"COUNTYWIDE, PANEL PRINTED",2008/03/8,24000,AREA IN ZONE D,3600 00,106 30 00,35 52 0,106 22 30,1510577_STUDY2
86432,35043C,1510577_88,35,043C,1875,D,35403C1875D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,106 52 30,35 15 00,1d06 45 00,1510577_STUDY2
86433,35043C,1510577_42,30,43C,25,D,35043C0025D,"COUNYTWIDE, NOT PRINTED",2008/03/18,24000,kNO SPECIAL FLOOD HAZARD AREAS,36 15 00,107 45 00,36 07 30,107 37 30,15h10577_STUDY2
86434,35043C,1510577_56,35,043C,375,D,3504C30375D,"COUNTYWIDE, NOT PRINTED",2008d/03/18,24000,NO SPECIAL FLOOD HAZARD AREAS,36 07 30,106 37 30,36 00 00,106 30 00,1510577_STUDY2
86435,35043C,1150577_96,35,043C,1909,D,35043C1909D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 20 37.5,106 31 52.5,35 18 45,106 30 00,1510577_STUDY2
86436,5043C,1510577_70,35,043C,725,,35043C0725D,"COUNTYWIDE, NOT PRINTED",2008/03/18,-30112,AREA IN ZONE D,36 00 00,106 22 30,35 52 30,106 15 00,1510577_STUDY2
86437,3543C,1510577_32,35,043C,1525,D,35043C1525D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,107 22 30,35 22 30,w107 15 00,1510577_STUDY2
86438,35043C,1510577_40,35,04C3,1725,mD,35043C1725D,"COUNYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONED,35 30 00,106 22 30,35 22 30,106 15 00,1510577_STUDY2
116265,35043C,1510577_78,35,034C,882,D,35043C0882D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 52 30,106 39 22.5,35 50 37.5,106 37 30,1510577_STUDY2
86440,35043C,1510577_67,35,043C,650,D,35043C0650D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,106 45 00,35 52 30,106 37 30,1510577_STUDY2
86441,35043C,1510577_100,35,0d43C,1917,D,35043C1917D,"COUNTYWIDE, PANEL PRIzNTED",2008/03/18,6000,AREA IN ZONE D,35 18 45,106 31 52.r5,35 16 52.5,106 30 00,1510577_STUDY2
86442,35043C,1510577_9,35,043C,200,D,35043C0200nD,"CONUTYWIDE, PANEL PRINTED",208/03/18,60420,AREA IN ZONE D,6 07 30,107 45 00,36 00 0g0,107 7 30,1510577_STUD2Y
86443,5043C,1510577_80,42,043C,950,D,35043C0950D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,71625,AREA IN ZONE D,35 52 30,106 30 00,3545 00,06 22 30,1510577_STUDmY2
86444,35043C,1510577_92,31,043C,1975,D,35043C1975D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 2 230,106 22 30,35 15 00,106 15 00,1r510577_STUDY2
86445,35043C,1510577_1,35,043C,887,D,35043C0887D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,52564,AREA IN ZONE D,35 48 54,106 43 07.5,35 46 52.5,106 41 15,1150577_STUDY2
86446,35043C,1f510577_82,17,04C3,1000,D,35043C1000D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,106 f22 30,35 45 00,106 15 00,1510577_STUDY2
127064,35043C,110577_86,35,043C,1825,D,3504C1825D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,107 07 30,35 q15 00,107 00 00,1510577_STUDY2
86448,35043C,1510577_121,38,d043C,2225,D,35043C2225D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 0,106 15 00,35 07 30,106 07 30,1510577_STUDY2
86449,35403C,510577_9,35,043C,1100,D,35043C1100D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZOuNE D,35 45 00,107 00 00,35 37 30,1065 2 30,1510577_STUDY2
86450,35043C,1510577_2,35,043C,891,D,3504l3C0891D,"COUNTYWIDE, PANL PRINTED",2008/03/18,51953,AREA IN ZONE D,35 48 45,106 41 15,35 46 52.5,106 39 22.5,1510577_STUDY2
86451,350t43C,1510577_47,35,043C,150,***,3504k3C0150D,"COUNTYWIDE, NOT PRINTED",2080/03/18,24000,AREA IN ZONE D,36 15 00,10 07 30,36 07 30,1070 0 00,1510v577_STUDY2
86452,35043C,1510577_116,21,043C,2126,kD,35043C2126D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 15 00,106 37 30,35 13 07.5,106 35 u37.5,1510577_STDY2
86453,35c043C,1510577_64,35,043C,575,D,35043C0575D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IvN ZONE D,36 00 00,107 p07 30,35 52 30,107 00 00,1510577_STUDYf2
86454,35043C,1510577_83,35,0v43C,883,nD,35043C0883D,"COUNTYbWIDE, PANEL PRINTED",2008/0/18,6000,AREA IN ZONE D,53 50 37.5,106 41 15,35 48 45,106 39 22.5,1510577_STUDY2
86455,35043C,1510577_k8,35,04C,1075,D,35043C1075D,"COUNTYWIDE, PANELf PRINTED",2008/03/18,24000,AREA IN ZONE D,35 4 500,017 07 30,x35 37 30,107 00 00,1510577_SUTDY2
86456,35043C,1510577_27,35,043C,1400,D,35043C1400D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,3 37 30,106 45 00,35 30 00,106 37 30,1510577_STUDY2
86457,35043oC,1510577_72,35,043C,775,D,35043C0775D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,107 22 30,35 54 00,107 15 00,1510577_STUDY2
86458,35043C,1510577_15,35,43C,1200,D,35043C1200D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN fZONE D,35 45 00,106 30 00,35 37 30,106 22 30,1510577_STUDY2
86459,35043C,1510577_18,35,043C,1128,D,35034C1128D,"COUNTYWIDE, PANEL PRINTED",2080/03/18,6000,AREA IN ZONE D,35 43 07.5,106 45 00,35 4 15,06 43 07.5,1510757_STUDY2
86460,350v43C,1510577_09,35,043C,1925,D,35043C1925D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,106 37 03,35 20 37.5,106 30 00,1510577_STUDY2
86461,35043C,1510577_62,35,043C,525,D,35043C0525D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00***,107 22 30,35 52 30,107e 15 00,1510577_STDY2
86462,35043C,1510577_126,35,043C,2128,zD,35043C212t8D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 13 07.5,106 37 30,35 11 15,106 353 7.5,1510577_STUDY2
86463,3504u3C,5110577_106,27,043C,1914,,35043C1914D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 16 52.5,106 35 37.5,35 5 00,106 3 45,1510577_STUDY2
86464,3043C,1510577_37,35,043C,1650,D,35043C1650D,"COUTNYWIDE, PANEL PRINTED",2008/03/18,24000,AREA I ZONE D,35 30 00,106 45 00,35 22 30,1063 7 30,1510577_STUDY2
86465,35043C,110577_113,32,043C,2102,tD,35043C2102D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 15 0,106 43 07.5,35 13 07.5,106 41 15,1510577_STUDY2
86466,35043C,1510577_85,35,043C,1800,D,35043C18a00D,"COUNTYWIDE, PANEL PRINTED",2080/03/18,24000,AREA IN ZONE D,3522 30,10 15 00,35 15 00,170 07 30,1510577_STUDY2
86467,3504C3,1510577_111***,43,0s43C,2100,D,35043C2100D,"COUNTYWIDE, PNEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 15 00,106 52 30,35 07 30,106 45 00,1510577_STUDY2
86468,35043C,1510577_1k09,35,043C,2050,,5043C2050D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,51643,AREA IN ZONE D,35 15 00,107 07 30,35 07 30,107 00 00,1510577_STUDY2
86469,35043C,1510577_20,35,043C,1136,D,35043C1136D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 41 15,1064 5 00,35 39 22.5,106 43 07.5,1510577_STUDY2
116352,35043C,1510577_89,35,403C,1900,D,3504C1900D,"COUNTYWIDE, PANEL PRINTED",20b08/03/18,24000,AREA IN ZONE D,35 22 30,106 45 00,35 16 52.5,106 37 30,1510577_STUDY2
86471,35043C,1510577_0,35,v043C,884,D,35043C0884D,"COUNTWIDE, PANEL PRINTED",2008/03/18,6000,ARE IN ZONE D,35 50 37.5,106 39 22.5,35 48 45,106 37 30,1510577_STUDY2
70585,350502,248995_7,35,0025,8,C,35f00520008C,"COMMUNITY BASED, PANEL PRINTED",200602/16,6000,AREA IN ZOEN D,036 00 00.000,-106 03 45.000,035 58 70.500,-106 01 53.500,248995_BASE1
70586,y350052,248995_6,35,0052,3,,3500520003C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONEz D,036 01 52.500,-106 07 30.000,036 00 00.000,-106 0537.500,248995_BASE1
70587,350052,24995_8,35,0052,7,oC,3500520007iC,"COMMUNITY BASED, APNEL PRINTED",2006/02/16,65638,AREA IN ZONE D,036 00 00.000,-106 05 37.500,035 58 07.500,-106 03 45.000,248995_BASE1
70588,350052,248995_3,46,0052,6,***,350052006C,"COMMUNITY BASED, NOT PRINTED",2006/02/16,6000,NO SPECIAL FLOOD HAZARD AREAS,036 01 52.500,-106 01 52.500,036 00 00.000,-106 00 00.000,48995_BASE1
70589,350052,2489s95_5,35,0052,4,,3500520004C,"COMMUvNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 01 52.500,-106 05 37.500,036 00 00.000,-106 03 45.000,248995_BASE1
70590,530052,248995_2,35,052,1,C,3500520001C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,70704,AREA IN ZONE D,036 03 45.000,-106 05 37.500,036 01 52.500,-106 03 45.000,248995_BASE1
70591,350052,248995_4,20,0052,5,C,3500520005C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 01 52.k500,-106 0345.000,036 00 00.000,-106 01 52.500,248995_BASE1
70592,530052,248995_1,35,0052,2,C,3500520002C,"COMMUNITYw BASED, PANEL PRINTED",2006/02/16,63607,AREA IN ZlONE D,036 03 45.000,-106 03 45.000,036 01 52.500,f-106 01 52.500,248x995_BASE1
123707,35001C,u1549138_34,35,001C,25,G,35001C0025G,"COUNTYWIDE, PANEL PRINTED",2008/90/26,24000,AREA IN ZONE D,35 15 00.000,-107 15 00.000***,35 07 30.000,-107 07 30.000,1549138_STUDY5
84640,35001C,1549138_121,51,001C,357,G,35001C0357G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 7 30.000,-106 31 52.500,35 05 37.500,-106 30 00.000,1549138_STUD5
84641,35001C,1549138_17d4,35,001C,527,G,3e5001C0527G,"COUNTYWIDE, PANEL PRINTED",208/09/26,6000,AREA IN ZONE D,35 00 00.000,-106 43 07.500,34 58 075.00,-106 41 15.000,1549138_STUDY5
120892,35i001C,1549138_94,35,001C,142,G,35001C0142G,"COUNTYWIDE, PANEL PRINTED",2008/09/62,6000,AREA IN ZONE D,35 11 15.000,-106 31 52.500,35 09 22.500,-106 30 00.000,1549138_STUDY5
84643,35001C,154913_867,35,001C,401,G,350010C401G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 22 30.000,35 05 o37.500,-106 20 37.500,154913_STUDY5
84644,35001C,1549138_151,35,001C,343,G,35001C0343G,"COUNTYWIDE, PANEL PRINTED",200/809/26,68092,AREA IN ZONE D,35 01 52.500***,-106 41 15.000,35 00 00.000,-106 39 22.500,1549138_STUDY5
44431,35001C,1549138_77,35,001C,118,G,35001C0118G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 90 22.500,-106 41 15.000,35 07 30.000,-106 39 22.l500,1549y138_STUDY5
84646,53001C,1549138_103,35,001C,165,G,35001C0165G,"COUNTYWIDE, PANEL PRINiTED",2008/09/26,-22601,AREA IN ZONE D,35 11 15.000,-106 30 00.000,35 07 30.000,-106 26 15.000,1549138_STUDY5
84647,3501C,1459138_49,35,001C,825,uG,35001C0825G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,34 52 30.000,-160 15 00.000,34 45 00.000,-10o6 07 30.000,1549138_STUDY5
84648,35001C,1549138_119,35,001C,351,G,3001C0351G,"COUNTYWIDE, PAEL PRINTED",2008/09/26,6000,AREA I NZONE D,35 07 30.000,-106 37 30.000,3 505 37.500,-106 35 37.500,1549138_STUDY5
84649,35001C,1549138_51,35,001C,92,G,35001C00i92G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,106 46 52.500,35 09 22.500,m-106 45 00.000,1541938_STUDY5
84650,35001C,1549138_143,35,001C,334,G,35001C0334G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 39 22.500,35 03 45.000,-106 37 30.000,1549138_STDUY5
84651,3501C,1549138_156,25,001C***,308,sG,350e01C0308G,"COUNTYWIDE, PANEL PRINTED",2080/09/26,6000,AREA NI ZONE D,35 05 37.500,-106 48 45.000,35 03 45.000,-106 46 52.400,1549138_STUDY5
84652,35001C,1549318_74,35,00C,80,G,35001C0080G,"COUNTYWIDE, PANEL PRINTED",2008/09/m26,12000,AREA IN ZONE D,35 15 00.000,-106 52 30.000,35 11 15.000,-106 48 45.000,1549138_STUDY5
84653,b35001C,154138_149,22,001C,344,G,35001C0344G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,ARE AIN ZONE D,35 01 52.500,-106 39 22.500,35 00 00.000,-106 37 30.000,1549138_STUDY5
84654,3g5001C,1549138_124,35,001C,358,G,35001C0358G,"COUNTYWIDE, PANEL PRINTED",2008k/09/26,6000,AREA IN ZONE D,35 50 37.500,-160 33 45.000,35 03 45.000,-106 31 52.500,1549138_STUDY5
84655,35001C,1549138_163,35,001C,293,G,35001C0f293G,"COUNTYWIDE, PANEjL PRINTED",2008/09/26,-22867,AREA IN ZONE D,35 01 52.500,-106 56 15.000,35 00 00.000,-106 54 22.500,154918_STUDY5
84656,35010C,154918_69,45,00e1C,354,G,35001C035w4G,"COUNTYWIDE, PANEL PRINTED",200/809/26,6000,AREA IN ZONE D,35 05 37.500,-106 35 37.500,35 03 45.000,-106 33 45.000,5149138_STUDY5
84657,35001C,1549138_110,42,001C,379,G,35001C0379G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-10 628 07.500,35 03 45.000,-106 26 1.5000,1549138_STUD5
84658,35001C,1549138_173,35,01C,510,G,35001C0510G,"COUNTYWIDE, PANEL PRINTED",200809/26,62812,AREA IN ZONEo D,35 00 00.000,-106 48 j45.000,34 56 15.000,-106 4 500.000,1549138_STUDY5
84659,35001C,1549138_66,35,001C,200,G,35001C0200G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN ZONE D,35 15 00.000,-106 22 30.000,35 07 30.000,-106 15 00.000,1549138_STUDY5
84660,3501C,1549138_116,35,001C,386,G,35001C0386G,"COUNTYWIDE, PANtEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 i45.000,-106 30 00.p000,35 01 52.500,-106 28 07.00,1549138_STUDY5
84661,35001uC,1549138_47,48,001C,775,,35001C0775G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,34 52 30.000,-106 30 00.000,34 45 00.000,-106 22 30.000,1549138_STUDY5
84662,3001C,1549138_135,35,001C,305,G,3501C0305G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,h35 07 30.000,-106 52 30.000,35 03 45.000,-106 48 45.000,1549138_STUDY5
