CITY,LIBRARY NAME,POPULATION,ASSOCIATED SYSTEM,SYSTEM HEADQTRS, MAILING ADDRESS,ZIP CODE,LIBRARY CONTACT,PHONE,FAX,EMAIL,URL,COUNTY,HOURS,CONG DIST,LIBRARY ADDRESS
Henryetta,Henryetta Public Library,5907,,,518 W Main,74437,Joann Hott,(918) 652-7377,(918) 652-2796,hplib@henryettalibrary.org,http://www.henryettalibrary.org,Okmulgee,Mon-Thu 10-6; Fri 10-6 & 2-6; Sat 10-1,3,"518 W Main
Henryetta, OK 74437
(35.43983751000047, -95.98733784599966)"
Hinton,Norman Smith Memorial Library,3193,,,PO Box 34,73047,Taylor Meriwether,(405) 542-6167,(405) 542-6167,library1@hintonet.net,,Caddo,Mon 10-7; Tues-Fri 10-5; Sat 9-12,3,"115 E Main
Hinton, OK 73047
(35.45632182100047, -98.28835758799966)"
Hobart,Hobart Public Library,3745,,,200 S Main,73651,Brandy Tointigh,(580) 726-2535,(580) 726-3600,hobartpl@hobart.lib.ok.us,http://www.hobartlibrary.okpls.org,Kiowa,Mon-Fri 9-6; Sat 9-12,2,"200 S Main
Hobart, OK 73651
(35.02675193400046, -99.09319750299966)"
Holdenville,Grace Pickens Public Library,5714,,,209 E 9th ST,74848,Kimberly McNaughton,(405) 379-3245,(405) 379-5725,readsrus@yahoo.com,http://www.holdenvillepl.okpls.org/,Hughes,Mon-Fri 9-6; Sat 10-1,3,"209 E 9th ST
Holdenville, OK 74848
(35.084448514000485, -96.39826404599967)"
Hollis,Hollis Public Library,2058,Southern Prairie Library System,,PO Box 73,73550,Juva Poindexter,(580) 688-2744,(580) 688-9736,hpl@spls.lib.ok.us,http://www.spls.lib.ok.us,Harmon,"Tue 12-7; Wed, Thu 10-5; Fri 9-2; Sat 9-1",3,"201 W Broadway
Hollis, OK 73550
(34.68175346400045, -99.9199377009997)"
Hominy,Hominy Public Library,3563,,,121 W Main,74035,Jimmie Ratliff,(918) 885-4486,(918) 885-2837,jdratliff@gmail.com,http://www.hominy.lib.ok.us,Osage,"Mon, Wed, Fri 9-5; Tue, Thu 9-6; Sat 9-12",3,"121 W Main
Hominy, OK 74035
(36.41561782500048, -96.39509002099965)"
Hooker,Olive Warner Memorial Library,1982,,,PO Box 576,73945,Carolyn Blackwelder,(580) 652-2835,(580) 652-2831,owl73945@yahoo.com,http://www.owl.lib.ok.us,Texas,"Mon 7-9; Tue, Thu 11-6; Sat 2-5",2,"111 S Broadway
Hooker, OK 73945
(36.85599215700046, -101.2085379399997)"
Hugo,Choctaw County Public Library,5326,Southeastern Public Library System of Oklahoma,,703 E Jackson,74743,Lila Swink,(580) 326-5591,(580) 326-7388,swink@oklibrary.net,http://www.oklibrary.net/hugo,Choctaw,"Mon, Tue, Thu 9-7; Wed, Fri 9-6; Sat 9-2",2,"703 E Jackson
Hugo, OK 74743
(34.01064710400044, -95.50501038499965)"
Hulbert,Hulbert Community Library,601,Eastern Oklahoma District Library System,,PO Box 148,74441,Shelly Cook ,(918) 772-3383,(918) 772-3310,scook@eodls.org,http://www.eodls.lib.ok.us/hulbert.html,Cherokee,"Tue, Thu 10-6; Wed, Fri 10-5; Sat 10-1",3,"118 E Main ST
Hulbert, OK 74441
(35.93271522900045, -95.14352412399967)"
Hydro,Hydro Public Library,966,,,PO Box 41,73048,Gene Black,(405) 663-2009,(405) 663-2009,hydrolibrary@suddenlinkmail.com,,Caddo,"Mon, Thu 10:30-6",2,"518 S Broadway
Hydro, OK 73048
(35.54797229900049, -98.57707242599969)"
Idabel,Idabel Public Library,7018,Southeastern Public Library System of Oklahoma,,103 E Main,74745,Linda Potts,(580) 286-6406,(580) 286-3708,potts@oklibrary.net,http://www.oklibrary.net/idabel,McCurtain,Mon-Thu 9-7; Fri 9-5; Sat 9-3,2,"103 E Main
Idabel, OK 74745
(33.89554376500047, -94.82664879899966)"
Inola,Inola Public Library,1806,,,PO Box 1237,74036,Claudia Plett,(918) 543-8862,(918) 543-3999,cplett@inola.lib.ok.us,http://www.inolapubliclibrary.org,Rogers,"Mon, Wed, Fri 10-4:30; Tue, Thu 12-7",2,"15 N Broadway
Inola, OK 74036
(36.152428992000466, -95.51031475999969)"
Jay,Delaware County Library,2458,Eastern Oklahoma District Library System,,PO Box 387,74346,Karen Alexander,(918) 253-8521,(918) 253-8726,kalexander@eodls.org,http://www.eodls.lib.ok.us/jay.html,Delaware,"Mon, Wed, Fri 8:30-5; Tue, Thu 8:30-9; Sat 9-1",1,"429 S 9th
Jay, OK 74346
(36.419473679000475, -94.80254926699968)"
Jenks,Jenks Library,17130,Tulsa City-County Library System,,523 W B ST,74037,Cheryl Newman,(918) 549-7570,(918) 549-7573,cnewman@tulsalibrary.org,http://www.tulsalibrary.org,Tulsa,Mon-Tue 12-8; Wed-Thu 10-6; Fri 12-5; Sat 10-5,5,"523 W B ST
Jenks, OK 74037
(36.02463830700049, -95.9755603109997)"
Jones,Jones Library,2744,Metropolitan Library System,,PO Box 425,73049,Josh Lewis,(405) 399-5471,(405) 399-3679,jones@metrolibrary.org,http://www.metrolibrary.org,Oklahoma,"Tue, Thu 9:30-12:30 & 1-5:00; Sat 9-12:30 & 1-5",2,"111 E Main
Jones, OK 73049
(35.565737639000474, -97.28593064299969)"
Kansas,Kansas Public Library,806,Eastern Oklahoma District Library System,,PO Box 397,74347,Shelly Cook ,(918) 868-5257,(918) 868-2350,scook@eodls.org,http://www.eodls.lib.ok.us/kansas.html,Delaware,"Mon,Fri,Sat 9-1; Tue 1-8; Wed, Thu 1-6",3,"Highway 412 &amp; Oak
Kansas, OK 74347
(36.19076244500047, -94.7829896399997)"
Kaw City,J. A. Walker Memorial Library,372,,,PO Box 30,74641,Stacey Richard,(580) 269-2525,(580) 269-2957,kawcitylibrary@yahoo.com,,Kay,"Mon, Wed 8-6; Tue, Thu, Fri 8-5",3,"900 Morgan Square
Kaw City, OK 74641
(36.76432389700045, -96.86027836599965)"
Kellyville,Kellyville Public Library,1153,,,PO Box 1260,74039,Jackie Case,(918) 247-3740,(918) 247-3740,kellyvillelibrary@gmail.com,http://www.kellyvillepl.okpls.org/,Creek,"Mon 3-8; Tue, Wed 12-6; Thu 12-7; Fri 8-4",3,"230 E Buffalo
Kellyville, OK 74039
(35.943643644000474, -96.21346081499968)"
Kingfisher,Kingfisher Memorial Library,4687,,,505 W Will Rogers,73750,Michael Tautkus,(405) 375-3384,(405) 375-3306,mtautkus@kingfisher.lib.ok.us,http://www.kingfisher.lib.ok.us/,Kingfisher,Mon-Thu 9-7; Fri 9-5; Sat 9-1,5,"505 W Will Rogers
Kingfisher, OK 73750
(35.84221317800046, -97.93768042899967)"
Konawa,Kennedy Library of Konawa,1289,,,701 W South ST,74849,Cindy Keefer,(580) 925-3662,(580) 925-3882,cindykeefer@konowa.k12.ok.us,http://www.konawa.k12.ok.us/,Seminole,Mon 8-3:30; Tue 8-7; Wed-Fri 8-3:30,2,"701 W South ST
Konawa, OK 74849
(34.95609840300045, -96.7611298219997)"
Langley,Langley Public Library,821,,,PO Box 655,74350,Jeanie Norman,(918) 782-4461,(918) 782-1056,langleypl@gmail.com,http://www.langleypl.okpls.org/,Mayes,"Mon, Wed, Fri 9-12 & 1-5; Tue, Thu 9-12 & 1-6",3,"3rd &amp; Osage
Langley, OK 74350
(36.46468028200047, -95.04854768599967)"
Laverne,Laverne Delphian Municipal Library,1348,,,PO Box 1102,73848,Renita Ediger ,(580) 921-7323,(580) 921-2662,lavdplib@ptsi.net,,Harper,"Mon, Thu 11-6; Tue, Wed 10-5; Fri 1-5",4,"214 W Jane Jayroe ST
Laverne, OK 73848
(36.70973317700049, -99.89528746999969)"
Lawton,Lawton Public Library,98177,,,110 SW 4th ST,73501,Kristin Herr,(580) 581-3450,(580) 248-0243,kherr@cityof.lawton.ok.us,http://www.cityof.lawton.ok.us/library/,Comanche,Mon-Wed 9-8; Thu-Sat 9-6,4,"110 SW 4th ST
Lawton, OK 73501
(34.60733275800044, -98.39360170199967)"
Lawton,Kathleen Wyatt Nicholson Branch Library,98177,,,1304 NW Kingswood,73505,Kristin Herr,(580) 581-3457,(580) 248-0243,kherr@cityof.lawton.ok.us,,Comanche,Mon-Fri 1-5; Sat 10-3,4,"1304 NW Kingswood
Lawton, OK 73505
(34.622910912000464, -98.48687337699965)"
Lindsay,Lindsay Community Library,2827,,,112 W Choctaw,73052,Jan Blaylock,(405) 756-3449,(405) 756-2268,citylibrary@ci.lindsay.ok.us,,Garvin,"Mon- Wed, Fri 9-4; Thu 11-7; Sat 9-12",2,"112 W Choctaw
Lindsay, OK 73052
(34.83582413200048, -97.60298957799967)"
Locust Grove,Locust Grove Public Library,1427,,,PO Box 697,74352,Annissa Fleming,(918) 479-6585,(918) 479-6582,locustgrovelibrary@gmail.com,http://www.lg.lib.ok.us,Mayes,Tue 12-7; Wed-Fri 10-5; Sat 9-12,5,"715 Harold Andrews BLVD
Locust Grove, OK 74352
(36.161872504000485, -95.1768687339997)"
Luther,Elizabeth Threatt Luther Library,1244,Metropolitan Library System,,310 NE 3rd,73054,Angela Paeltz,(405) 277-9967,(405) 277-9238,luther@metrolibrary.org,http://www.metrolibrary.org,Oklahoma,"Mon-Thu 9:30-12:30 & 1-6; Fri, Sat 9:00-12:30 & 1-5",4,"310 NE 3rd
Luther, OK 73054
(35.65588357800044, -97.19079616399966)"
Madill,Madill City-County Library,15840,,,500 W Overton,73446,Susan Patton,(580) 795-2749,(580) 795-2749,madlib@texhomaonline.com,http://www.madilllibrary.org,Marshall,"Mon, Tue, Thu, Fri 9:30-6:30; Wed 9:30-7; Sat 9:30-2",3,"500 W Overton
Madill, OK 73446
(34.09216751300045, -96.77519547499969)"
Mangum,Margaret Carder Library,2945,,,201 W Lincoln,73554,Martha Young,(580) 782-3185,(580) 782-5308,mangumlibrary@gmail.com,http://www.mangumpubliclibrary.com,Greer,"Mon, Wed, Fri 10-5; Tue, Thu 10-6; Sat 9-12",3,"201 W Lincoln
Mangum, OK 73554
(34.872289787000454, -99.50736874899968)"
Mannford,Mannford Public Library,3097,,,PO Box 193,74044,Colleen Branson,(918) 865-2665,(918) 865-3429,cbranson@mannford.lib.ok.us,http://www.myspace.com/mannfordpubliclibrary,Creek,"Mon, Tue 10-6; Wed-Fri 10-5; Sat 9-12",4,"Green Valley Park RD
Mannford, OK 74044
(36.10485299600049, -96.38497578799968)"
Marietta,Love County Library,2616,Chickasaw Regional Library System,,500 S Hwy 77,73448,Niki Powell,(580) 276-3783,(580) 276-1483,marietta@crlsok.org,http://www.crlsok.org,Love,Mon-Thu 11:30-5:30; Fri 11:30-2:30;  Sat 10-1,4,"500 S Hwy 77
Marietta, OK 73448
(33.93371293500047, -97.12629940499966)"
Marlow,Garland Smith Public Library,4678,,,407 W Seminole,73055,Lois Bannister,(580) 658-5354,(580) 658-9110,lbannister@gs.lib.ok.us,http://www.garlandsmithpubliclibrary.okpls.org/,Stephens,"Mon, Wed, Fri 12-5; Tue, Thu 12-8; Sat 8-12",3,"407 W Seminole
Marlow, OK 73055
(34.64647636500047, -97.95948041799966)"
Marshall,Angie Debo Library,258,,,PO Box 130,73056,Director,(580) 935-6736,,,,Logan,,4,"PO Box 130
Marshall, OK 73056
(36.188642083000445, -97.60932881799965)"
Maysville,Maysville Public Library,1226,,,PO Box 599,73057,Janet Dinwiddie,(405) 867-4748,(405) 867-4748,maysvillepl@gmail.com,http://www.maysvillelibrary.okpls.org/,Garvin,Mon-Thu 8:00-5:30; Fri 8:00-12,2,"506 Williams ST
Maysville, OK 73057
(34.81780238200048, -97.40842255199965)"
McAlester,McAlester Public Library,18306,Southeastern Public Library System of Oklahoma,,401 N 2nd ST,74501,Christine Sauro,(918) 426-0930,(918) 423-5731,sauro@oklibrary.net,http://www.mcalesterlibrary.net,Pittsburg,Mon-Thu 9-8; Fri 9-6; Sat 9-5,2,"401 N 2nd ST
McAlester, OK 74501
(34.935091662000445, -95.76609155899968)"
McAlester,Southeastern Public Library System,174425,,Yes,401 N 2nd ST,74501,Wayne Hanway,(918) 426-0456,(918) 426-0543,whanway@oklibrary.net,http://www.oklibrary.net,Pittsburg,Mon-Thu 9-8; Fri 9-6; Sat 9-5,5,"401 N 2nd ST
McAlester, OK 74501
(34.935091662000445, -95.76609155899968)"
McLoud,McLoud Public Library,4081,Pioneer Library System,,133 N Main,74851,Wanda Haynes,(405) 964-2960,(405) 964-5389,whaynes@pioneerlibrarysystem.org,http://www.pioneer.lib.ok.us,Pottawatomie,Mon-Thu 10-7; Fri 10-6; Sat 10-1; Sun 1-5,3,"133 N Main
McLoud, OK 74851
(35.437121420000494, -97.0919136979997)"
Medford,Medford Public Library,1008,,,123 S Main,73759,Rose Cowger,(580) 395-2342,(580) 395-2801,medfordpubliclibrary@gmail.com,,Grant,Mon-Fri 10:30-5:30,3,"123 S Main
Medford, OK 73759
(36.80669072700044, -97.73501325999968)"
Meeker,Meeker Public Library,1140,,,PO Box 305,74855,Linda Harris,(405) 279-1139,(405) 279-1139,library@meeker.lib.ok.us,,Lincoln,"Tue, 9-5; Thu 10-7",2,"616 W Carl Hubbell BLVD
Meeker, OK 74855
(35.503241140000455, -96.9017177019997)"
Miami,Miami Public Library,13577,,,200 N Main,74354,Marcia Johnson,(918) 541-2292,(918) 542-9363,mjohnson@miami.lib.ok.us,http://www.miamipl.okpls.org/,Ottawa,"Mon, Wed, Thu 9-8; Tue, Fri, Sat 9:00-5; Sun 1-5",4,"200 N Main
Miami, OK 74354
(36.87787155700045, -94.87751671099966)"
Midwest City,Midwest City Library,55427,Metropolitan Library System,,8143 E Reno,73110,Chris Kennedy,(405) 732-4828,(405) 606-3451,ckennedy@metrolibrary.org,http://www.metrolibrary.org,Oklahoma,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-6,4,"8143 E Reno
Midwest City, OK 73110
(35.46407867300047, -97.38626641999969)"
Moore,Moore Public Library,56315,Pioneer Library System,,225 S Howard,73160,Ashley Miller,(405) 793-5100,(405) 793-8755,amiller@pioneerlibrarysystem.org,http://www.pioneer.lib.ok.us,Cleveland,Mon-Thu 9-9; Fri 9-8; Sat 9-5; Sun 1-6,3,"225 S Howard
Moore, OK 73160
(35.336838533000446, -97.48839339999967)"
Mooreland,Altrusa Public Library,1226,,,PO Box 266,73852,Leona Hicks,(580) 994-5924,,,,Woodward,Tue 1-5; Sat 1-4,2,"107 S Main
Mooreland, OK 73852
(36.43989118900049, -99.20477159499967)"
Morris,Morris Library,1294,,,321 S Hughes,74445,Director,(918) 733-2222,,,,Okmulgee,Mon-Fri 1-5; Sat 1-4,3,"321 S Hughes
Morris, OK 74445
(35.60739473700045, -95.86017318299969)"
Mounds,Julia Crowder McClellan Memorial Library,1176,,,PO Box 310,74047,Kristin Haddock,(918) 827-3949,(918) 827-6010,moundslibrary@moundsok.com,http://www.library.moundsok.com,Creek,Tue-Fri 10-6:30; Closed 1-2,3,"15 W 14th ST
Mounds, OK 74047
(35.87764382700044, -96.0625563649997)"
Mountain View,Addie Davis Memorial Library,793,,,PO Box 567,73062,Sandra Lightfoot,(580) 347-2397,(580) 347-2397,mtnviewlibrary@live.com,,Kiowa,"Mon, Wed, Fri 1-6",2,"301 N 4th ST
Mountain View, OK 73062
(35.09991326000045, -98.74776004099965)"
Muldrow,Muldrow Public Library,3456,Eastern Oklahoma District Library System,,PO Box 449,74948,Bethia Owens,(918) 427-6703,(918) 427-7315,bowens@eodls.org,http://www.eodls.lib.ok.us/muldrow.html,Sequoyah,"Tue 10-8; Wed, Fri 10-5; Thu 10-6; Sat 9-1",2,"711 W Shawntell BLVD
Muldrow, OK 74948
(35.40501165100045, -94.6000258039997)"
Muskogee,Muskogee Public Library,39321,Eastern Oklahoma District Library System,,801 W Okmulgee,74401,Jan Bryant,(918) 682-6657,(918) 682-9466,jbryant@eodls.org,http://www.eodls.lib.ok.us,Muskogee,Mon-Thu 9-9; Fri 9-6; Sat 9-5:30,2,"801 W Okmulgee
Muskogee, OK 74401
(35.75113560100044, -95.37841409399965)"
Muskogee,Eastern Oklahoma District Library System,244790,,Yes,814 W Okmulgee,74401,Mary Moroney,(918) 683-2846,(918) 683-0436,mmoroney@eodls.org,http://www.eodls.lib.ok.us/,Muskogee,Mon-Thu 9-9; Fri 9-6; Sat 9-5:30,4,"814 W Okmulgee
Muskogee, OK 74401
(35.75123403100048, -95.37852400099968)"
Mustang,Mustang Public Library,18002,,,1501 N Mustang RD,73064,Desiree Webber,(405) 376-2226,(405) 376-9925,dwebber@cityofmustang.org,http://www.mustanglibrary.org,Canadian,"Mon 9-8, Tue 9-9, Wed, Thu 9-8, Fri 9-5:30; Sat 9-5:30",3,"1201 N Mustang RD
Mustang, OK 73064
(35.38113082700045, -97.72459448999967)"
Newcastle,Newcastle Public Library,7847,Pioneer Library System,,PO Box 780,73065,Kathleen Thomas,(405) 387-5076,(405) 387-5204,kathie@pioneerlibrarysystem.org,http://www.pioneer.lib.ok.us,McClain,Mon-Thu 9-7; Fri 9-6; Sat 9-5; Sun 1-5,3,"705 NW 10th
Newcastle, OK 73065
(35.256034928000474, -97.60762614099968)"
Newkirk,Newkirk Public Library,2296,,,116 N Maple AVE,74647,Kay Ghram ,(580) 362-3934,(580) 362-1028,newkirkpublib@gmail.com,http://www.newkirkpl.okpls.org/,Kay,Mon-Thu 11-6; Fri 11-5; Sat 9-12,5,"116 N Maple AVE
Newkirk, OK 74647
(36.88349987100048, -97.05499683699969)"
Nicoma Park,Nicoma Park Library,2441,Metropolitan Library System,,PO Box 756,73066,Lois Cross,(405) 769-9452,405-769-4020,nicomapark@metrolibrary.org,http://www.metrolibrary.org,Oklahoma,"Tue-Thu 9:30-12:30 & 1-5:30; Fri, Sat 9-12:30 & 1-5",4,"2240 Overholser
Nicoma Park, OK 73066
(35.49233322600048, -97.32503945299965)"
Noble,Noble Public Library,6624,Pioneer Library System,,PO Box 2120,73068,Cathy Adams,(405) 872-5713,(405) 872-8329,cadams@pioneerlibrarysystem.org,http://www.pioneer.lib.ok.us,Cleveland,Mon-Thu 9-7; Fri 9-6; Sat 1-5; Sun 1-5,4,"204 N 5th
Noble, OK 73068
(35.14082893100044, -97.39198052399968)"
Norman,Pioneer Library System,359703,,Yes,300 Norman Center CT,73072,Anne Masters,(405) 801-4500,(405) 701-2649,amasters@pioneerlibrarysystem.org,http://www.pioneer.lib.ok.us,Cleveland,Mon-Fri 8-5,4,"300 Norman Center CT
Norman, OK 73072
(35.21604545400049, -97.4896988329997)"
Norman,Norman Public Library,113273,Pioneer Library System,,225 N Webster,73069,Leslie Tabor,(405) 701-2600,(405) 329-7189,leslie@pioneerlibrarysystem.org,http://www.pioneer.lib.ok.us,Cleveland,Mon-Thu 9-9; Fri 9-8; Sat 9-5; Sun 1-6,2,"225 N Webster
Norman, OK 73069
(35.22075979300047, -97.44740672099965)"
Nowata,Nowata City-County Library,10536,,,PO Box 738,74048,Marilyn Biggerstaff,(918) 273-3363,(918) 273-1818,mbiggernccl@gmail.com,,Nowata,Mon-Fri 10:30-7:30; Sat 9-2,3,"224 S Pine
Nowata, OK 74048
(36.697851122000486, -95.63943587599965)"
Oilton,Oilton Public Library,1099,,,105 W Main,74052,Sandra Brown,(918) 862-3294,,,,Creek,,3,"105 W Main
Oilton, OK 74052
(36.084401056000445, -96.58329921899968)"
Okeene,Okeene Public Library,1194,,,PO Box 706,73763,Lee Ann Barnes,(580) 822-3306,(580) 822-3309,reading@okeene.lib.ok.us,http://www.okeene.okpls.org/,Blaine,Mon-Thu 2-5:30; Fri 2-5,2,"215 N Main
Okeene, OK 73763
(36.11758011000046, -98.31710603199969)"
Okemah,Okemah Public Library,3268,,,301 S 2nd,74859,Teresa Labbe,(918) 623-1915,(918) 623-0489,tlabbeopl@yahoo.com,http://www.okemah.okpls.org/,Okfuskee,Mon-Thu 10:30-6; Fri 10:30-5:30; Sat 9-12,5,"301 S 2nd
Okemah, OK 74859
(35.42898152300046, -96.30217952999965)"
Oklahoma City,Metropolitan Library System,718633,,Yes,300 Park AVE,73102,Donna Morris,(405) 606-3725,(405) 606-3722,director@metrolibrary.org,http://www.metrolibrary.org/,Oklahoma,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-6,5,"300 Park AVE
Oklahoma City, OK 73102
(35.46882332600046, -97.51868133499966)"
Oklahoma City,Ronald J. Norick Downtown Library,591967,Metropolitan Library System,,300 Park AVE,73102,Angela Thornton,(405) 231-8650,(405) 606-3895,athornton@metrolibrary.org,http://www.metrolibrary.org/,Oklahoma,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-6,5,"300 Park AVE
Oklahoma City, OK 73102
(35.46882332600046, -97.51868133499966)"
Oklahoma City,Belle Isle Library,591967,Metropolitan Library System,,5501 N Villa,73112,Priscilla Doss,(405) 843-9601,(405) 843-4560,pdoss@metrolibrary.org,http://www.metrolibrary.org/,Oklahoma,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-6,5,"5501 N Villa
Oklahoma City, OK 73112
(35.52549341700046, -97.5565586889997)"
Oklahoma City,Capitol Hill Library,591967,Metropolitan Library System,,334 SW 26th,73109,Jana Hausburg,(405) 634-6308,(405) 606-3244,jhausburg@metrolibrary.org,http://www.metrolibrary.org/,Oklahoma,Mon-Thu 9-9; Fri 9-6; Sat 9-5,5,"334 SW 26th
Oklahoma City, OK 73109
(35.43829884900049, -97.5187619619997)"
Oklahoma City,Ralph Ellison Library,591967,Metropolitan Library System,,2000 NE 23rd,73111,Michael Owens,(405) 424-1437,(405) 606-3260,mowens@metrolibrary.org,http://www.metrolibrary.org/,Oklahoma,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-6,5,"2000 NE 23rd
Oklahoma City, OK 73111
(35.49311499400045, -97.4765860339997)"
Oklahoma City,Southern Oaks Library,591967,Metropolitan Library System,,6900 S Walker,73139,Randy Wayland,(405) 631-4468,(405) 606-3484,rwayland@metrolibrary.org,http://www.metrolibrary.org/,Oklahoma,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-6,5,"6900 S Walker
Oklahoma City, OK 73139
(35.39743363100047, -97.52124427999968)"
Oklahoma City,Wright Library,591967,Metropolitan Library System,,2101 Exchange AVE,,Marie Nichols,(405) 235-5035,(405) 235-8938,wright@metrolibrary.org,http://www.metrolibrary.org/,Oklahoma,"Tue-Thu 9:30-12:30, 1-5:30; Fri, Sat 9-12:30, 1-5",2,"2101 Exchange AVE
Oklahoma City, OK 73108-2625
(35.45285748500049, -97.55177018499967)"
Oklahoma City,Patience S. Latting Northwest Library,591967,Metropolitan Library System,,5600 NW 122nd ,73142,Julie Ballou,(405) 606-3580,(405) 606-3570,jballou@metrolibrary.org,http://www.metrolibrary.org,Oklahoma,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-6,,"5600 NW 122nd
Oklahoma City, OK 73142
(35.59460548600049, -97.61779215899969)"
Oklahoma City,Almonte Library,591967,Metropolitan Library System,,2914 SW 59 ST,,LaVetta Davis,(405) 606-3575,(405) 606-3579,ldent@metrolibrary.org,http://www.metrolibrary.org,Oklahoma,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 1-6,,"2914 SW 59 ST
Oklahoma City, OK 73119-6402
(35.406154142000446, -97.56642731799968)"
Oklahoma City,Southwest Oklahoma City Public Library,56315,Pioneer Library System,,2201 SW 134th,73170,Aiden Street,(405) 979-2200,(405) 692-6394,astreet@pioneerlibrarysystem.org,http://www.pioneer.lib.ok.us,Cleveland,Mon-Thu 9-9; Fri 9-8; Sat 9-5; Sun 1-6,4,"2201 SW 134th
Oklahoma City, OK 73170
(35.33420751500046, -97.54954117199969)"
Okmulgee,Okmulgee Public Library,12283,,,218 S Okmulgee,74447,Kristin Cunningham,(918) 756-1448,(918) 758-1148,library@okmcity.net,http://www.okmulgeelibrary.org,Okmulgee,"Mon, Thu 9-8; Tue, Wed 9-6; Fri 9-5; Sat 8-12",1,"218 S Okmulgee
Okmulgee, OK 74447
(35.62228058000045, -95.9752564909997)"
Owasso,Owasso Library,29854,Tulsa City-County Library System,,103 W Broadway,74055,Barbara Barnes,(918) 549-7624,(918) 549-7627,bbarnes@tulsalibrary.org,http://www.tulsalibrary.org,Tulsa,Mon-Thu 10-8; Fri 10-6; Sat 10-5,4,"103 W Broadway
Owasso, OK 74055
(36.26612723800048, -95.85514251599966)"
Pauls Valley,Nora Sparks Warren Memorial Library,6160,,,210 N Willow,73075,Tina Hume,(405) 238-5188,(405) 238-5188,nswpub@yahoo.com,,Garvin,"Mon, Tue, Thu, Fri 9:00-5:30; Wed 9-7:30; Sat 8:30-12",3,"210 N Willow
Pauls Valley, OK 73075
(34.74069105500047, -97.22144872199965)"
Pawhuska,Pawhuska Public Library,3577,,,1801 Lynn AVE,74056,Lu King,(918) 287-3989,(918) 287-3989,lking@pawhuska.lib.ok.us,,Osage,Mon-Fri 9-6; Sat 9-4,3,"1801 Lynn AVE
Pawhuska, OK 74056
(36.67581003300046, -96.3318112719997)"
Pawnee,Pawnee Public Library,2215,,,653 Illinois,74058,Kathy McKinnis,(918) 762-2138,(918) 762-2101,kathy@pawneepubliclibrary.net,http://www.pawneepubliclibrary.net,Pawnee,Mon-Fri 9-5:30; Sat 8:30-2,3,"653 Illinois
Pawnee, OK 74058
(36.339083648000496, -96.80527947799965)"
Perkins,Thomas-Wilhite Memorial Library,1193,,,PO Box 519,74059,Alison Bloyd,(405) 547-5185,(405) 547-1040,perkinslibrary@cityofperkins.net,http://www.t-w.lib.ok.us/,Payne,Mon-Fri 10-6; Sat 9-12,3,"101 E Thomas
Perkins, OK 74059
(35.974058244000446, -97.03360052499966)"
Perry,Perry Carnegie Library,5133,,,302 N 7th,73077,Pamela Rigg,(580) 336-4721,(580) 336-5497,director@perry.lib.ok.us,http://www.perrypl.okpls.org/,Noble,Mon-Fri 9-6; Sat 9-12,3,"302 N 7th
Perry, OK 73077
(36.286411770000484, -97.28816680799969)"
Piedmont,Piedmont Municipal Library,5921,,,PO Box 537,73078,Rhonda Turley,(405) 373-9045,(405) 373-9049,rturley@piedmontlibrary.org,http://www.piedmont.okpls.org/,Canadian,"Tue 9-8; Wed, Fri 9-5; Thu 11-8; Sat 9-1",3,"1129 7th ST NW
Piedmont, OK 73078
(35.64858128600048, -97.7542120229997)"
Ponca City,Ponca City Library,25168,,,515 E Grand,74601,Holly Labossiere,(580) 767-0345,(580) 767-0377,labosha@poncacityok.gov,http://www.poncacity.lib.ok.us,Kay,Mon-Thu 9-9; Fri 9-6; Sat 9-5; Sun 2-5,3,"515 E Grand
Ponca City, OK 74601
(36.70358491100046, -97.07835232199966)"
Pond Creek,Pond Creek City Library,867,,,PO Box 6,73766,Billie Lloyd,(580) 532-6319,(580) 532-4913 City,cityofpondcreeklibrary@yahoo.com,,Grant,"Tue 10-5; Wed 12-7; Thu, Fri 10-5",2,"105 S 2nd
Pond Creek, OK 73766
(36.669231124000476, -97.80143494399965)"
Poteau,Patrick Lynch Public Library,8556,Southeastern Public Library System of Oklahoma,,206 S McKenna ST,74953,Nancy Hamlin,(918) 647-3833,(918) 647-8910,hamlin@oklibrary.net,http://www.oklibrary.net/poteau,LeFlore,Mon-Fri 9-7; Sat 9-5,3,"206 S McKenna ST
Poteau, OK 74953
(35.05195268900047, -94.62335335299969)"
Prague,Haynie Public Library,2378,,,PO Box 4308NBU,74864,Pam Batson,(405) 567-4013,(405) 567-2875,pam.batson@haynielibrary.com,,Lincoln,Tue-Fri 8:30-5:30; Sat 8-12,2,"1619 W Main ST
Prague, OK 74864
(35.48663222500045, -96.69526150199965)"
