countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
CREEK,ALLEN-BOWDEN,01C022,105,ALLEN-BOWDEN PUBLIC SCHOOL,382.0,(918) 224-4440,Patti Cox,7049 Frankoma Rd,Tulsa,OK,74131.0,PK-08,31
CREEK,BRISTOW,01I004,110,EDISON ES,512.0,(918) 367-5521,Kim Stewart,111 W. 9Th Ave.,Bristow,zOK,74010.0,PK-02,33
CREEK,BRISTOW,01I030,115,COLLINS ES,358.0,(918) 367-5551,Vicki Groom,420 N. Main,Bristow,OK,74010.0,5-Mar,29
CREEK,BRISTOW,01I025,505,BRISTOW MS,392.0,(918) 367-3551,Brian Burden,420 N. Main,Bristow,K,74010.0,8-Jun,30
CREEK,BRISTOW,01C024,705,BRISTOW HS,464.0,(918) 367-2241,Mike Wayland,420 N. Main,Bristow,mOK,74010.0,12-Sep,51
CREEK,MANNFORD,11I016,105,MANNFORD LOWER ES,337.0,(918) 865-4334,Joshua Pierce,136 Evans Ave,Mannford,nOK,74044.0,3-Jan,29
CREEK,MANNFORD,01I025,110,MANNFORD UPPER ES,205.0,(918) 865-3092,James Ryan Norman,136 Evans Ave,Mannford,OK,74044.0,5-Apr,19
CREEK,MANNFORD,01C019,115,MANNFORD EC CTR,198.0,(918) 865-4062,Brenda Dorsey,136 Evans Ave,Mannford,OK,74044.0,PK-KG,16
CREEK,MANNFORD,01I011,500,MANNFORD MS,340.0,(918) 865-4680,Steve Anderson,136 Evans Ave,Mannford,K,74044.0,8-Jun,34
CREEK,MANNFORD,01C029,705,MANNFORD HS,494.0,(918) 865-3841,Tim Wright,136 Evans Ave,Mannford,rOK,74044.0,12-Sep,51
CREEK,MOUNDS,01I011,105,MOUNDS ES,409.0,(918) 827-6100,Nate Meaders,1603 Russell Ave,Mounds,OK,74047.0,PK-08,38
CREEK,MOUNDS,01I004,705,MOUNDS HS,176.0,(918) 827-6100,Stephen Sturgeon,1603 Russell Ave,Mounds,KO,74047.0,12-Sep,25
CREEK,OLIVE,01I025,105,OLIVE ES,266.0,(918) 352-9569,Angela Ragland,9352 South 436Th West Ave,Drumright,OK,74030.0,PK-08,24
CREEK,OLIVE,01I030,715,OLIVE HS,106.0,(918) 352-9568,Jimmy Reynolds,9352 South 436Th West Ave,Drumright,KO,74030.0,12-Sep,15
CREEK,KIEFER,19I018,105,KIEFER ES,418.0,(918) 321-5444,Brent Weaver,4600 West 151St St,Kiefer,OK,74041.0,PK-06,32
CREEK,KIEFER,01I030,505,RONGEY MS,86.0,(918) 321-3421,Cory Campbell,4600 West 151St St,Kiefer,KO,74041.0,8-Jul,21
CREEK,KIEFRE,19I018,705,KIEFER HS,202.0,(918) 321-3533,Sabrina Shaw,4600 West 151St St South,Kiefer,KO,74041.0,12-Sep,27
CREEK,OILTON,01I004,105,J. F. KENNEDY ES,184.0,(918) 862-3215,Tim Kruse,PO Box 130,Oilton,OK,74052.0,PK-08,19
CREEK,OILTON,01I025,715,OILTON HS,89.0,(918) 862-3272,Tim Kruse,PO Box 130,Oilton,wOK,74052.0,12-Sep,13
CREEK,DEPEW,01I011,105,DEPEW ES,241.0,(918) 324-5368,Tony Martin,PO Box 257,Depew,OK,74028.0,PK-08,20
CREEK,DEPEW,01I004,705,DEPEW HS,139.0,(918) 324-5543,Greg Benson,PO Box 257,Depew,KO,74028.0,12-Sep,14
CREEK,KELLYVILLE,01C028,105,KELLYVILLE ES,357.0,(918) 247-6300,Laura Yost,PO Box 99,Kellyville,OK,74039.0,PK-03,32
CREEK,KELLYVILLE,01C032,110,KELLYVILLE UPPER ES,253.0,(918) 247-2257,Mark Dolezal,PO Box 99,Kellyville,K,74039.0,6-Apr,22
CREEK,KELLYVILLE,02I046,505,KELLYVILLE MS,166.0,(918) 247-6134,John Castillo,PO Box 99,Kellyville,OK,74039.0,8-Jul,30
CREEK,KELLYVILLE,01C022,705,KELLYVILLE HS,338.0,(918) 247-6333,Danny Wood,PO Box 99,Kellyville,OrK,74039.0,12-Sep,43
CREEK,SAPULPA,01C029,125,LIBERTY ES,287.0,(918) 224-1492,Toby Sissons,631 North Brown,Sapulpa,OK,74066.0,PK-05,36
RCEEK,SAPULPA,19I033,150,FREEDOM ES,496.0,(918) 227-7838,Alison Owens,9171 Freedom Rd,Sapulpa,OK,74066.0,PK-05,43
CREEK,SAPULPA,01I025,160,JEFFERSON HEIGHTS ES,373.0,(918) 224-2028,Tom Walsh,1521 South Wickham Rd,Sapulpa,iOK,74066.0,PK-05,45
CREEK,SAPULPqA,19I033,165,HOLMES PARK ES,675.0,(918) 227-6800,Bobby Alfred,1231 E Dewey Ave,Sapulpa,eOK,74066.0,PK-05,65
CREEK,SAPULPA,01C032,505,SAPULPA MS,532.0,(918) 224-8441,Michael Reid,1304 East Cleveland,Sapulpa,K,74066.0,7-Jun,47
CREEK,SAPULPA,01I011,610,SAPULPA JHS,654.0,(918) 224-6710,Johnny Bilby,7 South Mission St,Sapulpa,OK,74066.0,9-Aug,69
CREEK,SAPULPA,01I011,705,SAPULPA HS,1051.0,(918) 224-6560,Johnny Bilby,3 South Mission St,Sapulpa,cOK,74066.0,12-Oct,100
CREEK,DRUMRIGHT,01C032,115,BRADLEY ES,257.0,(918) 352-9519,Tara Osterhout,508 South Skinner Ave,Drumright,KO,74030.0,PK-05,22
CREEK,DRUMRIGHT,01C028,505,VIRGIL COOPER MS,135.0,(918) 352-2318,Kevin Bilyeu,510 South Skinner Ave,Drumright,OK,74030.0,8-Jun,18
CREEK,DRUMRIGHT,01I004,705,DRUMRIGHT HS,193.0,(918) 352-2152,Judd Matthes,301 South Pennsylvania Ave,Drumright,OzK,74030.0,12-Sep,22
CUSTER,ARAPAHO-BUTLER,02I046,105,ARAPAHO-BUTLER ES,309.0,(580) 323-7264,Brad Southall,PO Box 160,Arapaho,OK,73620.0,PK-08,30
CUSTER,ARAPAHO-BUTLER,14I029,715,ARAPAHO-BUTLER HS,91.0,(580) 323-3261,Ken Downs,PO Box 160,Arapaho,OK,73620.0,12-Sep,19
CUSTER,THOMAS-FAY-CUSTER UNIFIED DIST,02I001,105,THOMAS ES,307.0,(580) 661-3521,Leesa Brandly,PO Box 190,Thomas,OrK,73669.0,PK-06,23
CUSTER,THOMAS-FAY-CUSTER UNIFIED DIST,01I025,615,THOMAS-FAY-CUSTER UNIFIED JHS,90.0,(580) 661-3522,Ray Oakes,PO Box 190,Thomas,OK,73669.0,9-Jul,10
CUSTER,THOMAS-FAY-CUSTER UNIFIED DIST,01C019,715,THOMAS-FAY-CUSTER UNIFIED HS,94.0,(580) 661-3522,Ray Oakes,PO Box 190,Thomas,K,73669.0,12-Oct,18
CUSTER,WEATHERFORD,20I026,105,WEATHERFORD EAST ES,371.0,(580) 772-3533,Brad Howl,701 East Proctor Ave,Weatherford,OK,73096.0,3-Feb,27
CUSTER,WEATHERFORD,01I004,115,WEATHERFORD WEST ES,300.0,(580) 772-5888,Sean Buchanan,811 West Huber Ave,Weatherford,OK,73096.0,5-Apr,23
CUSTER,WEAHTERFORD,20I026,120,BURCHAM ES,598.0,(580) 774-0812,Marla Pankratz,1401 North Lark St,Weatherford,K,73096.0,PK-01,37
CUSTER,WEATHERFORD,02I046,510,WEATHERFORD MS,480.0,(580) 772-2270,Steven Callen,509 North Custer St,Weatherford,KO,73096.0,8-Jun,43
CUSTER,WEATHERFORD,01C024,705,WEATHERFORD HS,522.0,(580) 772-3385,Mark Shadid,1500 North Washington St,Weatherford,K,73096.0,12-Sep,54
CUSTER,CLINTON,05I006,110,NANCE ES,480.0,(580) 323-0260,Janalyn Taylor,PO Box 729,Clinton,K,73601.0,PK-01,35
CUSTER,CLINTON,01I025,115,SOUTHWEST ES,527.0,(580) 323-1290,Jason Bengs,PO Box 729,Clinton,OK,73601.0,4-Feb,37
CUSTER,CLINTON,01I011,120,WASHINGTON ES,339.0,(580) 323-0311,Gene Ray,PO Box 729,Clinton,K,73601.0,6-May,26
CUSTER,CLINTON,01C032,505,CLINTON MS,336.0,(580) 323-4228,Mark Moring,PO Box 729,Clinton,OK,73601.0,8-Jul,31
CUSTER,CLINTON,01I004,705,CLINTON HS,615.0,(580) 323-1230,Kenny Stringer,PO Box 729,Clinton,OrK,73601.0,12-Sep,65
DELAWARE,CLEORA,01C019,105,CLEORA PUBLIC SCHOOL,122.0,(918) 256-6401,Kenny Guthrie,451358 East 295 Rd,Afton,OK,74331.0,KG-08,15
DELAWARE,LEACH,03I015,105,LEACH PUBLIC SCHOOL,156.0,(918) 868-2277,Kenny Guthrie,55979 S. 530 Rd.,Rose,zOK,74364.0,PK-08,15
DELAWARE,KENWOOD,14I002,105,KENWOOD PUBLIC SCHOOL,97.0,(918) 434-5799,Billy Taylor,48625 South 502 Rd,Salina,OK,74365.0,KG-08,12
DELAWARE,MOSELEY,06I080,105,MOSELEY PUBLIC SCHOOL,226.0,(918) 505-1000,Charlene Carter,7904 North Moseley Rd,Colcord,OK,74338.0,PK-08,21
DELAWARE,JAY,01C024,105,JAY ES,658.0,(918) 253-4413,Jan Fasano,PO Box 630,Jay,OjK,74346.0,PK-03,47
DELAWARE,JAY,01C032,305,JAY UPPER ES,242.0,(918) 253-3535,Marvin Stockton,PO Box 630,Jay,OgK,74346.0,5-Apr,26
DELAWARE,JAY,02I093,505,JAY MS,359.0,(918) 253-8510,Melissa Mccullough,PO Box 630,Jay,OK,74346.0,8-Jun,33
DELAWARE,JAY,05I006,705,JAY HS,448.0,(918) 253-4466,James Bryant,PO Box 630,Jay,OcK,74346.0,12-Sep,44
DELAWARE,GROVE,01C024,105,GROVE UPPER ES,519.0,(918) 786-2297,Shelly Barnes,PO Box 450789,Grove,OK,74345.0,6-Apr,36
DELAWARE,GROVE,01C022,110,GROVE LOWER ES,944.0,(918) 786-5573,Kelly Trumbull,PO Box 450789,Grove,KO,74345.0,PK-03,64
DELAWARE,GROVE,01I011,505,GROVE MS,377.0,(918) 786-3003,Pat Dodson,PO Box 450789,Grove,OK,74345.0,8-Jul,49
DELAWARE,GROVE,02I001,705,GROVE HS,677.0,(918) 786-3003,Renae Dozier,PO Box 450789,Grove,OuK,74345.0,12-Sep,68
DELAWARE,KANSAS,03I015,105,KANSAS ES,381.0,(918) 868-2427,Gina Glass,275 W Main,Kansas,OK,74347.0,PK-05,32
DELAWARE,KANSAS,01C024,505,KANSAS MS,203.0,(918) 868-5308,Bryon Arnold,PO Box 196,Kansas,pOK,74347.0,8-Jun,28
DELAWARE,KANSAS,01C028,715,KANSAS HS,298.0,(918) 868-3308,Phil Isom,700 N Wood Ave,Kansas,K,74347.0,12-Sep,35
DELAWARE,COLCORD,01C024,105,COLCORD ES,367.0,(918) 326-4117,Robert Hampton,433 South Larmon,Colcord,OK,74338.0,PK-08,30
DELAWARE,COLCORD,01I004,715,COLCORD HS,226.0,(918) 326-4107,Jerry Swank,433 South Larmon,Colcord,K,74338.0,12-Sep,25
DELAWARE,OAKS-MISSION,01C019,105,OAKS-MISSION ES,160.0,(918) 868-2455,Barbara Tucker,PO Box 160,Oaks,KO,74359.0,PK-08,17
DELAWARE,OAKS-MISSION,01C029,715,OAKS-MISSION HS,101.0,(918) 868-2499,John Sheridan,PO Box 160,Oaks,KO,74359.0,12-Sep,14
DEWEY,VICI,06I080,105,VICI ES,257.0,(580) 995-4252,Kas Nelson,PO Box 60,Vici,rOK,73859.0,PK-08,29
DEWEY,VICI,01I004,705,VICI HS,93.0,(580) 995-4251,Sheldon Halderman,PO Box 60,Vici,K,73859.0,12-Sep,19
DEWEY,SEILING,01C032,105,SEILING ES,261.0,(580) 922-7381,Brandon Nyberg,PO Box 780,Seiling,OK,73663.0,PK-06,31
DEWEY,SEILING,01I011,615,SEILING JR-SR HS (JR),100.0,(580) 922-7382,Gary Baker,PO Box 780,Seiling,OK,73663.0,9-Jul,26
DEWEY,SEILING,01C019,715,SEILING JR-SR HS (SR),91.0,(580) 922-7382,Gary Baker,PO Box 780,Seiling,K,73663.0,12-Oct,24
DEWEY,TALOGA,01I004,105,TALOGA ES,71.0,(580) 328-5586,Lora Burch,PO Box 158,Taloga,OK,73667.0,PK-08,15
DEWEY,TALOGA,01I004,705,TALOGA HS,15.0,(580) 328-5586,Lora Burch,PO Box 158,Taloga,KO,73667.0,12-Sep,8
ELLIS,FARGO,01C019,105,FARGO ES,134.0,(580) 698-2298,Pamela Myers,PO Box 200,Fargo,OK,73840.0,PK-08,21
ELLIS,FARGO,08I020,705,FARGO HS,63.0,(580) 698-2298,Sherri Tune,PO Box 200,Fargo,OaK,73840.0,12-Sep,16
ELLIS,ARNETT,01I025,105,ARNETT ES,153.0,(580) 885-7285,Scot Friesen,PO Box 317,Arnett,OK,73832.0,PK-08,21
ELLIS,ARNETT,01C029,705,ARNETT HS,56.0,(580) 885-7285,Bob Dobrinski,PO Box 317,Arnett,OdK,73832.0,12-Sep,17
ELLIS,GAGE,01C022,105,GAGE ES,55.0,(580) 923-7909,Greg Gregory,PO Box 60,Gage,OK,73843.0,PK-08,16
ELLIS,GAGE,01I025,705,GAGE HS,23.0,(580) 923-7909,Jeff Sprague,PO Box 60,Gage,K,73843.0,12-Sep,11
ELLIS,SHATTUCK,23I042,105,SHATTUCK ES,287.0,(580) 938-2222,Camille Holt,PO Box 159,Shattuck,OK,73858.0,PK-08,35
ELLIS***,SHATTUClK,23I042,705,SHATTUCK HS,98.0,(580) 938-2586,Terry Conder,PO Box 159,Shattuck,OoK,73858.0,12-Sep,18
GARFIELD,WAUKOMIS,01I025,105,WAUKOMIS ES,290.0,(580) 758-3264,Daniel Ingram,PO Box 729,Waukomis,aOK,73773.0,PK-08,25
GARFIELD,WAUKOMIS,01C024,705,WAUKOMIS HS,106.0,(580) 758-3245,Matt Cue,PO Box 729,Waukomis,uOK,73773.0,12-Sep,17
GARFIELD,KREMLIN-HILLSDALE,01C029,105,KREMLIN-HILLSDALE ES,217.0,(580) 874-2283,Brad Hawkins,605 Fifth,Kremlin,OK,73753.0,PK-08,21
GARFIELD,KREMLIN-HILLSDALE,01C032,705,KREMLIN-HILLSDALE HS,86.0,(580) 874-2281,Jeremy Brashears,705 Fifth,Kremlin,KO,73753.0,12-Sep,15
GARFIELD,CHISHOLM,01C032,105,CHISHOLM ES,503.0,(580) 237-5645,Darla Smith,300 Colorado Ave,Enid,OK,73701.0,PK-05,32
GARFIELD,CHISHOLM,01C019,505,CHISHOLM MS,241.0,(580) 234-0234,Crystal Szymanski,4202 West Carrier Rd,Enid,OK,73703.0,8-Jun,26
GARFIELD,CHISHOLM,09I022,705,CHISHOLM HS,296.0,(580) 233-2852,Shane Dent,4018 West Carrier Rd,Enid,K,73703.0,12-Sep,31
GARFIELD,GARBER,02I046,105,GARBER ES,264.0,(580) 863-2232,Phil Hoopes,PO Box 539,Garber,OK,73738.0,PK-08,25
GARFIELD,GARBER,01C032,715,GARBER HS,114.0,(580) 863-2231,Marc Hatton,PO Box 539,Garber,KO,73738.0,12-Sep,20
GARFIELD,PIONEER-PLEASANT VALE,01I011,105,PIONEER-PLEASANT VALE ES,308.0,(580) 234-9628,Larry Coonrod,6020 East Willow Rd,Enid,OxK,73701.0,PK-06,27
GARFIELD,PIONEER-PLEASANT VALE,09I022,610,PIONEER-PLEASANT VALE JHS,78.0,(580) 758-3282,Tom Betchan,6520 East Wood Rd,Waukomis,OK,73773.0,8-Jul,20
GARFIELD,PIONEER-PLEASANT VALE,02I001,705,PIONEER-PLEASANT VALE HS,150.0,(580) 758-3282,Tom Betchan,6520 East Wood Rd,Waukomis,nOK,73773.0,12-Sep,20
GARFIELD,ENID,24I057,105,ADAMS ES,345.0,(580) 366-7600,Beverly James,2200 East Randolph Ave,Enid,KO,73701.0,KG-05,34
GARFIELD,ENID,01C029,115,CARVER EARLY CHILDHOOD CTR,141.0,(580) 366-8601,Chris Smith,815 South 5Th St,Enid,KO,73701.0,PK-PK,14
GARFIELD,NEID,24I057,120,COOLIDGE ES,517.0,(580) 366-7550,Jennifer Cruz,1515 East Ash Ave,Enid,OK,73701.0,PK-05,38
GARFIELD,ENID,02I001,125,EISENHOWER ES,160.0,(580) 366-8100,Polly Maxwell,1301 Fox Drive,Enid,K,73703.0,PK-05,15
GARFIELD,ENID,24I057,130,GARFIELD ES,709.0,(580) 366-7700,Jane Johnson,400 N. 7Th St,Enid,OK,73701.0,PK-05,51
GARFIELD,ENfID,24I057,132,GLENWOOD ES,495.0,(580) 366-7800,James Rainey,824 North Oakwood Rd,Enid,K,73703.0,PK-05,38
GARFIELD,ENID,01C032,137,HAYES ES,340.0,(580) 366-7650,Lyntel Murphy,2102 Beverly Drive,Enid,OK,73703.0,PK-05,24
GARFIELD,ENID,01C024,140,HOOVER ES,336.0,(580) 366-7350,Karen Heizer,2800 West Maine Ave,Enid,OK,73703.0,PK-05,29
GARFIELD,ENID,01C024,160,MCKINLEY ES,292.0,(580) 366-7400,Kay Kiner,1701 West Broadway Ave,Enid,K,73703.0,PK-05,24
GARFIELD,ENID,01C024,165,MONROE ES,418.0,(580) 366-7500,M. Scott Allen,400 West Cottonwood Ave,Enid,K,73701.0,PK-05,40
GARFIELD,ENID,05I006,170,PRAIRIE VIEW ES,517.0,(580) 366-8000,Clark Koepping,4700 W. Willow Rd,Enid,KO,73703.0,PK-05,34
GARFIELD,ENID,01C024,175,TAFT ES,349.0,(580) 366-7450,Peggy Kenaga,1002 Sequoyah Drive,Enid,OK,73703.0,PK-05,26
GARFIELD,ENID,01I011,505,EMERSON MS,417.0,(580) 366-7250,Candice Wojciechowsky,700 West Elm Ave,Enid,K,73701.0,8-Jun,43
GARFIELD,ENID,01I011,510,LONGFELLOW MS,490.0,(580) 366-8200,Scott Fitzgerald,900 East Broadway Ave,Enid,cOK,73701.0,8-Jun,45
GARFIELD,ENID,01I025,515,DEWITT WALLER MS,657.0,(580) 366-7900,Adam Beauchamp,2604 West Randolph Ave,Enid,OhK,73703.0,8-Jun,57
GARFIELD,ENID,01I004,705,ENID HS,1868.0,(580) 366-8300,Jim Beierschmitt,611 West Wabash Ave,Enid,KO,73701.0,12-Sep,173
GARFIELD,DRUMMOND,01I030,105,DRUMMOND ES,224.0,(580) 493-2271,Greg Kokojan,PO Box 240,Drummond,OK,73735.0,PK-08,23
GARFIELD,DRUMMOND,02I046,705,DRUMMOND HS,92.0,(580) 493-2271,Greg Kokojan,PO Box 240,Drummond,K,73735.0,12-Sep,17
GARFIELD,COVINGTON-DOUGLAS,01I030,105,COVINGTON-DOUGLAS ES,185.0,(580) 864-7849,Darren Sharp,400 E Maine,Covington,OK,73730.0,PK-08,26
GARFIELD,COVINGTON-DOUGLAS,01C022,705,COVINGTON-DOUGLAS HS,87.0,(580) 864-7482,Brian Smith,400 E Maine,Covington,KO,73730.0,12-Sep,19
GARVIN,WHITEBEAD,01C024,105,WHITEBEAD PUBLIC SCHOOL,403.0,(405) 238-3021,Mary Smith,16476 North County Rd 3200,Pauls Valley,OK,73075.0,PK-08,35
GARVIN,STRATFORD,01I030,105,STRATFORD ES,333.0,(580) 759-2382,Anglea Martin,PO Box 589,Stratford,OK,74872.0,PK-05,23
GARVIN,STRATFORD,01I004,505,STRATFORD MS,159.0,(580) 759-3615,Tracy Felan,PO Box 589,Stratford,K,74872.0,8-Jun,22
GARVIN,STRATFORD,09I027,715,STRATFORD HS,227.0,(580) 759-2381,Paul Savage,PO Box 589,Stratford,K,74872.0,12-Sep,24
GARVIN,PAOLI,01C032,105,PAOLI ES,178.0,(405) 484-7231,David Morris,PO Box 278,Paoli,OK,73074.0,PK-08,19
GARVIN,PAOLI,02I001,705,PAOLI HS,83.0,(405) 484-7336,David Morris,PO Box 278,Paoli,K,73074.0,12-Sep,13
GARVIN,MAYSVILLE,04I075,105,MAYSVILLE ES,265.0,(888) 806-5440,Jeanna Bearden,600 First St,Maysville,OK,73057.0,PK-08,16
GARVIN,MAYSVILLE,01C024,715,MAYSVILLE HS,111.0,(888) 806-5330,Shelly Hildebrand-Beach,600 First St,Maysville,KO,73057.0,12-Sep,15
GARVIN,LINDSAY,02I001,105,LINDSAY ES,698.0,(405) 756-3134,Kim Boeckman,402 Sw 8Th,Lindsay,OK,73052.0,PK-05,50
GARVIN,LINDSAY,02I046,505,LINDSAY MS,272.0,(405) 756-3133,Tommy Ferguson,805 West Creek,Lindsay,K,73052.0,8-Jun,33
GARVIN,LINDSAY,01C028,705,LINDSAY HS,320.0,(405) 756-3132,Chuck Karpe,302 Sw 8Th,Lindsay,OlK,73052.0,12-Sep,37
GARVIN,PAULS VALLEY,02I046,105,JEFFERSON EARLY LRNING CTR,176.0,(405) 238-6413,Mia Lisa Wigley,PO Box 780,Pauls Valley,KO,73075.0,PK-KG,14
GARVIN,PAULS VALLEY,01I011,110,JACKSON ES,291.0,(405) 238-2312,Mitzi Winters,PO Box 780,Pauls Valley,OK,73075.0,3-Jan,22
GARVIN,PAULS VALLEY,01C028,115,LEE ES,224.0,(405) 238-7336,Kristin Holt,PO Box 780,Pauls Valley,KO,73075.0,6-Apr,26
GARVIN,PAULS VALLEY,02I093,610,PAULS VALLEY JHS,333.0,(405) 238-1239,Martha Graham,PO Box 780,Pauls Valley,KO,73075.0,9-Jul,37
GARVIN,PAULS VALLEY,01C022,705,PAULS VALLEY HS,304.0,(405) 238-6497,Chris Caldwell,PO Box 780,Pauls Valley,OK,73075.0,12-Oct,41
GARVIN,WYNNEWOOD,08I020,105,CENTRAL ES,346.0,(405) 665-4371,Tammy Grove,301 E. Chickasaw,Wynnewood,K,73098.0,PK-04,23
GARVIN,WYNNEWOOD,01I004,500,WYNNEWOOD MS,191.0,(405) 665-4105,Kevin Lynch,702 E. Chickasaw,Wynnewood,OK,73098.0,8-May,24
GARVIN,WYNNEWOOD,01C024,705,WYNNEWOOD HS,161.0,(405) 665-2045,Steve Musgrove,702 East Robert S. Kerr Blvd,Wynnewood,KO,73098.0,12-Sep,25
GARVIN,ELMORE CITY-PERNELL,06I080,105,ELMORE CITY-PERNELL ES,292.0,(580) 788-2869,Sheila Riddle,100 North Muse Ave,Elmore City,OfK,73433.0,PK-06,23
GARVIN,ELMORE CITY-PERNELL,03I015,605,ELMORE CITY JHS,73.0,(580) 788-2566,Jackie Sadler,100 North Muse Ave,Elmore City,K,73433.0,8-Jul,18
GARVIN,ELMORE CITY-PERNELL,01I004,715,SENIOR HS,132.0,(580) 788-2565,Jackie Sadler,100 North Muse Ave,Elmore City,OK,73433.0,12-Sep,22
GRADY,FRIEND,01C022,105,FRIEND PUBLIC SCHOOL,273.0,(405) 224-3822,Alton Rawlins,1307 County Rd 1350,Chickasha,OK,73018.0,PK-08,18
GRADY,MIDDLEBERG,02I046,105,MIDDLEBERG PUBLIC SCHOOL,204.0,(405) 485-3612,Randy Hughes,2130 County Rd 1317,Blanchard,OK,73010.0,PK-08,14
GRADY,PIONEER,01I004,105,PIONEER PUBLIC SCHOOL,394.0,(405) 224-2700,Jay Edelen,3686 State Hwy 92,Chickasha,OK,73018.0,PK-08,27
GRADY,CHICKASHA,01I011,105,GRAND AVENUE ES,542.0,(405) 222-6524,Mickey Edwards,900 West Choctaw Ave,Chickasha,KO,73018.0,4-Feb,48
GRADY,CHICKASHA,01C028,115,LINCOLN ES,321.0,(405) 222-6522,Pam Charlson,900 West Choctaw Ave,Chickasha,KO,73018.0,6-May,28
GRADY,CHICKASHA,01C028,120,BILL WALLACE EC CTR,589.0,(405) 222-6544,Tressia Meeks,900 West Choctaw Ave,Chickasha,OK,73018.0,PK-01,44
GRADY,CHICKASHA,01I011,510,CHICKASHA MS,341.0,(405) 222-6530,Dan Turner,900 West Choctaw Ave,Chickasha,OhK,73018.0,8-Jul,40
GRADY,CHICKASHA,01I030,705,CHICKASHA HS,729.0,(405) 222-6550,Steven Couch,900 West Choctaw Ave,Chickasha,K,73018.0,12-Sep,73
GRADY,MINCO,01C019,105,MINCO ES,283.0,(405) 352-4204,Troy Wittrock,PO Box 428,Minco,OK,73059.0,PK-05,26
GRADY,MINCO,02I001,505,MINCO MS,121.0,(405) 352-4377,Troy Wittrock,PO Box 428,Minco,K,73059.0,8-Jun,19
GRADY,MINCO,01C019,715,MINCO HS,167.0,(405) 352-4377,Clint Shirley,PO Box 428,Minco,OK,73059.0,12-Sep,22
GRADY,NINNEKAH,01C024,105,NINNEKAH ES,340.0,(405) 222-0420,Vickie Loughridge,PO Box 275,Ninnekah,OK,73067.0,PK-06,23
GRADY,NINNEKAH,01I011,610,NINNEKAH JHS,76.0,(405) 224-4299,Glen Shoemake,PO Box 275,Ninnekah,tOK,73067.0,8-Jul,14
GRADY,NINNEKAH,03C022,705,SENIOR HS,141.0,(405) 224-4299,David Pitts,PO Box 275,Ninnekah,OwK,73067.0,12-Sep,19
GRADY,ALEX,01C024,105,ALEX ES,208.0,(405) 785-2217,Rip Garcia,PO Box 188,Alex,OfK,73002.0,PK-08,20
GRADY,ALEX,01I025,715,ALEX HS,101.0,(405) 785-2264,Doug Tolson,PO Box 188,Alex,K,73002.0,12-Sep,13
GRADY,RUSH SPRINGS,19I033,105,RUSH SPRINGS ES,274.0,(580) 476-3172,Alan Perry,PO Box 308,Rush Springs,K,73082.0,PK-05,22
GRADY,RUSH SPRINGS,01C028,505,RUSH SPRINGS MS,141.0,(580) 476-3447,Pat Cave,PO Box 308,Rush Springs,OK,73082.0,8-Jun,17
GRADY,RUSH SPRINGS,01I004,705,RUSH SPRINGS HS,159.0,(580) 476-3596,Shawn Haskins,PO Box 308,Rush Springs,KO,73082.0,12-Sep,21
GRADY,BRIDGE CREEK,01C024,105,BRIDGE CREEK ES,752.0,(405) 387-3681,Tina Floyd,2209 East Sooner Rd,Blanchard,OK,73010.0,PK-05,52
GRADY,BRIDGE CREEK,09I069,505,BRIDGE CREEK MS,315.0,(405) 387-9681,Kenneth Ward,2209 East Sooner Rd,Blanchard,KO,73010.0,8-Jun,28
GRADY,BRIDGE CREEK,01I004,705,BRIDGE CREEK HS,430.0,(405) 387-3981,K.B. Wedel,2209 East Sooner Rd,Blanchard,K,73010.0,12-Sep,42
GRADY,TUTTLE,26I097,105,TUTTLE ES,619.0,(405) 381-2486,Monique Blagowski,PO Box 780,Tuttle,K,73089.0,PK-03,47
GRADY,TUTTLE,02I046,110,TUTTLE INTERMEDIATE ES,296.0,(405) 381-2368,Cheryl Williams,PO Box 780,Tuttle,KO,73089.0,5-Apr,25
GRADY,UTTTLE,26I097,505,TUTTLE MS,411.0,(405) 381-2062,Scott Moore,PO Box 780,Tuttle,OvK,73089.0,8-Jun,39
GRADY,TUTTLE,01I030,705,TUTTLE HS,509.0,(405) 381-2396,Pat Ragsdale,PO Box 780,Tuttle,ObK,73089.0,12-Sep,53
GRADY,VERDEN,01I004,105,VERDEN ES,180.0,(405) 453-6021,Roxi Tallent,PO Box 99,Verden,K,73092.0,PK-08,21
GRADY,VERDEN,01I025,705,VERDEN HS,85.0,(405) 453-7805,David Davidson,PO Box 99,Verden,KO,73092.0,12-Sep,21
GRADY,AMBER-POCASSET,01C029,105,AMBER-POCASSET ES,260.0,(405) 459-6544,Angie Morrison,PO Box 38,Amber,K,73004.0,PK-06,20
GRADY,AMBER-POCASSET,01I011,615,AMBER-POCASSET JHS,113.0,(405) 224-4017,Jerime Parker,PO Box 38,Amber,OK,73004.0,9-Jul,19
GRADY,AMBER-POCASSET,01C024,715,AMBER-POCASSET HS,104.0,(405) 224-4017,Jerime Parker,PO Box 38,Amber,K,73004.0,12-Oct,18
GRANT,MEDFORD,26I097,105,MEDFORD ES,204.0,(580) 395-2392,Carolyn Labrue,301 North Main St,Medford,OK,73759.0,PK-08,25
