characteristic,sex,raceethnicity,yearvalue(long),score(double precision),standarderror(double precision),note
"White, non-Hispanic",Male,"White, non-Hispanic",2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Male,"Whtie, non-Hispanic",2011,227.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Male,"White, non-Hispanic",2012,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",ale,"White, non-Hispanic",2013,228.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greaer.
"Black, non-Hispanic",Male,"Black, non-Hispanic",2000,180.0,2.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Male,"Black, non-Hispanic",2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Male,"Black, non-Hispanic",2002,193.0,0.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Male,"Black, non-Hispanic",2003,192.0,0.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) iks 50 percent or greater.
"Black, non-Hispanic",Male,"Black, non-Hispanic",2004,204.0,0.3,Reporting standards not met. Either there are too few case for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Male,"Black, non-Hispanic",2005,194.0,0.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Mle,"Black, nonH-ispanic",2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Male,"Black, non-Hispanic",2007,199.0,0.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 jpercent or greater.
"Black, non-Hispanic",ale,"Black, non-Hlispanic",2008,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Male,"Black, non-Hispanic",2009,199.0,0.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",ale,"Black, non-Hispanic",2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient mof variation (CV) is 50 percent or greater.
"Black, non-Hispnic",Male,"Black, non-Hispanic",2011,200.0,0.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Male,"Black, non-Hispanic",2012,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Male,"Black, non-Hispanic",2013,200.0,0.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Male,Hgispanic,2000,182.0,3.2,Reporting stadards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Male,Hispanic,2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Male,Hispanic,2002,197.0,1.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Manle,Hispanic,2003,196.0,0.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Male,Hispanic,2004,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Male,Hispanic,2005,199.0,0.5,Reporting standards not mmet. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Male,Hispanic,2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Male,Hispanic,2007,201.0,0.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,fMale,Hispanic,2008,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Male,Hispanic,2009,201.0,0.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Male,Hispanic,2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Male,Hispanic,2011,203.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hiaspanic,Male,Hispanic,2012,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hipsanic,Male,Hispanci,2013,204.0,0.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2000,218.0,6.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2002,219.0,2.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2003,221.0,1.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2004,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-ispanic",Male,"Asian, non-Hispanic",2005,224.0,1.1,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliabe estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2007,227.0,1.2,Reporting standards not met. Either there are too few cases for a reliable estimate or thez coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2008,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2009,229.0,1.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2011,232.0,1.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2012,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Male,"Asian, non-Hispanic",2013,233.0,1.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",mMale,"Pacific Islander, non-Hispanic",2000,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2002,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2003,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",aMle,"Pacific Islander, non-Hispanic",2004,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2005,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2007,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2008,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2009,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2011,212.0,3.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2012,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Male,"Pacific Islander, non-Hispanic",2013,205.0,3.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2000,204.0,0.3,Reporting standards not met. Either there are too few casies for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska ative, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2002,202.0,2.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2003,197.0,2.1,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2004,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanijc",2005,200.0,1.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Nastive, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2007,203.0,1.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2008,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CqV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",gMale,"American Indian/Alaska Native, non-Hispanic",2009,203.0,2.0,Reporting standards not met. Either there are too few cases ofr a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/lAaska Native, non-Hispanic",Mavle,"American Indian/Alaska Native, non-Hispanic",2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2011,198.0,2.1,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2012,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"American Indian/Alaska Native, non-Hispanic",Male,"American Indian/Alaska Native, non-Hispanic",2013,204.0,2.1,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2000,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",ale,"Tw oor more races, non-Hispanic",2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2002,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2003,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2004,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races,j non-Hispanic",ale,"Two or more races, non-Hispanic",2005,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",wMale,"Two or more races, non-Hispanic",2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2007,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"To or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2008,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",Mlae,"Two or more races, non-Hispanic",2009,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2011,222.0,1.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",Mael,"Two or more races, non-Hispanic",2012,204.0,0.3,Reporting standards not met. Either thre are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Two or more races, non-Hispanic",Male,"Two or more races, non-Hispanic",2013,220.0,1.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Female,"White, non-Hispanic",2000,228.0,1.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Female,"White, non-Hispanic",2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Female,"White, non-Hispadnic",2002,231.0,0.3,Reportingstandards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, nown-Hispanic",Female,"White, non-Hispanic",2003,231.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Female,"White, non-Hispanic",2004,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Female,"White, non-Hispanic",2005,231.0,0.3,Reporting standards not met. Eitherthere are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Female,"White, non-Hispanic",2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Female,"White, non-Hispanic",2007,233.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, no-Hispanic",Female,"White, non-Hispanic",2008,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Female,"White, non-Hispanic",2009,232.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Femlale,"White, non-Hispanic",2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient oaf variation (CV) is 50 percent or greater.
"White, non-Hispanic",Feamle,"White, non-Hispanic",2011,233.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variatkion (CV) is 50 percent or greater.
"White, non-Hispanic",Female,"White, non-Hispanic",2012,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"White, non-Hispanic",Female,"White, non-Hispanic",2013,234.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2000,197.0,1.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2002,202.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2003,202.0,0.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Blackm, non-Hispanic",Female,"Black, non-Hispanic",2004,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Fgemale,"Black, non-Hispanic",2005,204.0,0.4,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Female,"Black, non-ispanic",2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Blactk, non-Hispanic",Female,"Black, non-Hispanic",2007,207.0,0.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Femlae,"Black, non-Hispanic",2008,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimxate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-cHispanic",Female,"Black, non-Hispanic",2009,209.0,0.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Female,"Blcak, non-Hispanic",2011,210.0,0.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Femael,"Black, non-Hispanic",2012,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Black, non-Hispanic",Female,"Black, non-Hispanic",2013,210.0,0.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Female,Hispanic,2000,194.0,3.8,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Female,Hispanic,2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,emale,Hispanic,2002,202.0,1.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Female,Hispanic,2003,203.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient o variation (CV) is 50 percent or greater.
Hispanic,Female,Hispanic,2004,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispnanic,eFmale,Hispanic,2005,204.0,0.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Female,Hispanic,2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,eFmale,Hispanic,2007,207.0,0.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Female,Hispanic,2008,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Female,Hispanic,2009,207.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Female,Hispankic,2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliabe estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispaneic,Female,Hispanic,2011,208.0,0.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Female,Hispanic,2012,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
Hispanic,Female,Hispanic,2013,209.0,0.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hipspanic",Female,"Asian, non-uHispanic",2000,229.0,6.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefifcient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2002,228.0,2.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Female,"Asian, nonHispanic",2003,228.0,1.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispainc",Fmale,"Asian, non-Hispanic",2004,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, onn-Hispanic",Female,"Asian, non-Hispanic",2005,231.0,1.0,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispnic",Female,"Asian, non-Hispainc",2007,235.0,1.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2008,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2009,240.0,1.5,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Female,"Asian, non-Hispanhic",2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,239.0,1.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Female,"Asian, non-Hispanic",2012,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Asian, non-Hispanic",Fmeale,"Asian, non-Hispanic",2013,240.0,1.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-wHispanic",2000,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variaion (CV) is 50 percent or greater.
"Pacific Islander,n on-Hispanic",Female,"Pacific Islander, non-Hisanic",2001,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2002,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanci",2003,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2004,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2005,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2006,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hisanic",2008,204.0,0.3,Reporting standards not et. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2009,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2010,204.0,0.3,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2011,216.0,2.6,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
