OBJECTID,COMPKEY,COMPTYPE,SEGKEY,UNITID,UNITTYPE,UNITDESC,MATERIAL,MODEL_TYPE,ASSET_HEIGHT,ASBLT,INSTALL_DATE,COMMENTS,CATEGORY,STYLE,CURRENT_STATUS,CURRENT_STATUS_DATE,CONDITION,CONDITION_ASSESSMENT_DATE,OWNERSHIP,OWNERSHIP_DATE,ADDDTTM,MODDTTM,MAINTAINED_BY,LAST_ASSET_VERIFICATION_DATE,MAINTENANCE_FINANCIAL_RESP,MAINTENANCE_AGREEMENT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,LOG_COMMENT_1,LOG_COMMENT_2,LOG_COMMENT_3,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,ATTACHMENT_10,NUM_ATTACHMENTS,DATE_MVW_LAST_UPDATED,SHAPE_Length,SHAPE_Area
1183,764666,16,18347,RRX-101258W,RRX,NW 46TH ST BETWEEN 11TH AVE NW AND 14TH AVE NW CROSSING 1 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"NW 46th St; Milepost designation in ERROR. May be part of abandoned OLY STN SPUR track. Runs along 46 St. No signage. WB/EB traffic only. Track goes under gravel on both sides (gated). 1 track ACAC GOOD - tracks are intact, pavement is full on actual road, could use more gravel on sides. No sidewalk.",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/07/16 00:00:00+00,GOOD,2019/07/16 00:00:00+00,BDTL,,2020/05/05 00:00:00+00,,BDTL,,BDTL,,DISTRICT6, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_101258W_Photos_NW46thSt_20150713.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_Docket36261_PetitionDeclaratoryOrder_20181212.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-33594_19990226.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Ord_118734.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-AB-544X_19990513.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101258W_InspectRecord_20190716.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_FranchiseAgmt_WidthMap.pdf,,,8,2023/09/26 19:13:07+00,106.684270662774,-633.529179249963
1184,764667,16,19155,RRX-101259D,RRX,NW BALLARD WAY BETWEEN 11TH AVE NW AND 14TH AVE NW CROSSING,RRX-AC/PC,RRX-INDY,0,,,"Ballard Way; OUT OF SERVICE. Milepost designation in ERROR. May be part of abandoned OLY STN SPUR track. Track removed or paved over.",RRX-ATGRDE,RRX-NONE,OUTSVC,2019/09/19 00:00:00+00,GOOD,2019/09/19 00:00:00+00,BDTL,,2020/05/05 00:00:00+00,,BDTL,,BDTL,,DISTRICT6, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_Docket36261_PetitionDeclaratoryOrder_20181212.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-33594_19990226.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Ord_118734.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_STB_DocketNo-AB-544X_19990513.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BDTL_FranchiseAgmt_WidthMap.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-101259D_InspectRecord_20190919.pdf,,,,7,2023/09/26 19:13:07+00,75.9789544443044,402.371022836366
1185,764747,16,12040,RRX-809568B,RRX,OHIO AVE S BETWEEN S BRANDON ST AND DEAD END CROSSING 1 TRACKS,RRX-AC/PC,RRX-INDY,0,,,"S Brandon; Fallen post with ENS and broken xbuck. 1 indy track AC/PC GOOD - no visible damage. Runs along west side of Marginal",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/08/05 00:00:00+00,GOOD,2019/08/05 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\809568B_InspPhotos_20150716.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809568B_InspectRecord_20190805.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,,,,7,2023/09/26 19:13:07+00,169.362929330785,-1119.22463608515
1186,764632,16,18189,RRX-085433R,RRX,NW 116TH ST BETWEEN 12TH AVE NW AND DEAD END CROSSING 2 TRACKS,RRX-BRIDGE,RRX-MAIN,0,,,Carkeek Park Pedestrian crossing –  corrosion treatment needs update. Likely City of Seattle ownership,RRX-UNDER,RRX-NONE,INSVC,2019/09/19 00:00:00+00,FAIR,2019/09/19 00:00:00+00,MULTIPLE,,2020/05/05 00:00:00+00,,MULTIPLE,,MULTIPLE,,DISTRICT5, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-085433R_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\085433R_InspPhotos_20150712.pdf,,,,,6,2023/09/26 19:13:07+00,63.4986480169623,311.153927580956
1187,764633,16,20317,RRX-085583Y,RRX,S HOLGATE ST BETWEEN OCCIDENTAL AVE S AND 3RD AVE S CROSSING 2 TRACKS,RRX-AC/AC,RRX-MAIN,0,,,"S Holgate St;  Part of xing is under consideration for closure - tracks lead into/out of Amtrak Yard; relatively high # of incidents at this crossing in total. ; 5 tracks AC/AC FAIR - lots of cracks in pavement. 4 poles - 2 gates on respective ends to block WB/EB traffic. 4 ENS, 4 xbucks, no tape. Tracks covered by rocks in median. ""Stop Here for Train"" signs for peds EB and WB.",RRX-ATGRDE,RRX-ACTVE,INSVC,2019/07/22 00:00:00+00,FAIR,2019/07/22 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\085583Y_InspPhotos_20150719.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-085583Y_InspectRecord_20190722.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Holgate_St..pdf,,,,7,2023/09/26 19:13:07+00,181.287004165077,-1941.39772862905
1188,764634,16,20624,RRX-085584F,RRX,S LANDER ST BETWEEN OCCIDENTAL AVE S AND 3RD AVE S CROSSING 4 TRACKS,RRX-AC/PC,RRX-MAIN,0,,,"Lander St; Xing is currently AT-GRADE, but OUTSVC and will soon be RR-UNDER. New xing DOT will likely be provided for new grade separation.",RRX-ATGRDE,RRX-ACTVE,OUTSVC,2019/07/22 00:00:00+00,FAIR,2019/07/22 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-085584F_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\085584F_InspPhotos_20150721.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,,,,,6,2023/09/26 19:13:07+00,327.400972351941,-6455.87760257716
1189,764732,16,2321,RRX-096480E,RRX,16TH AVE SW BETWEEN SW LANDER ST AND KLICKITAT ER AVE SW CROSSING 1 TRACKS,RRX-AC/PC,RRX-YARD,0,,,"16th Ave SW;  (needs inspection); check status with BNSF; Terminal/Harbor Island",RRX-ATGRDE,RRX-NONE,INSVC,2019/12/17 00:00:00+00,FAIR,2019/12/17 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT1, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-096480E_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\096480E_InspPhotos_20150719.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_16th Ave_SW.pdf,,,,7,2023/09/26 19:13:07+00,246.655368165058,-1742.49022044363
1190,764733,16,22524,RRX-096481L,RRX,SW LANDER ST BETWEEN 13TH AVE SW AND 16TH AVE SW CROSSING 1 TRACKS,RRX-AC/PC,RRX-YARD,0,,,"SW Lander St; check status with BNSF",RRX-ATGRDE,RRX-NONE,INSVC,2019/12/17 00:00:00+00,FAIR,2019/12/17 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT1, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\096481L_InspPhotos_20150719.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_13th Ave_SW.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-096481L_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_16th Ave_SW.pdf,,,8,2023/09/26 19:13:07+00,174.52634043631,-1142.09737599255
1191,764734,16,2320,RRX-096486V,RRX,16TH AVE SW BETWEEN SW FLORIDA ST AND SW LANDER ST CROSSING 2 TRACKS,RRX-AC/PC,RRX-YARD,0,,,"16th Ave SW;  (needs inspection); check status with BNSF; Terminal/Harbor Island",RRX-ATGRDE, , ,2019/12/17 00:00:00+00, ,2019/12/17 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT1, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-096486V_InspectRecord_20191217.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\096486V_InspPhotos_20150719.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_16th Ave_SW.pdf,,,,7,2023/09/26 19:13:07+00,179.987504855609,-2104.02267569801
1192,764823,16,14398,RRX-809565F,RRX,EAST MARGINAL WAY S BETWEEN S DAWSON ST AND S BRANDON ST CROSSING 2 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"PRIVATE, Mason; 2 indy tracks AC/AC POOR - covered in pavement, broken tracks. ENS on other side of Marginal, no other signage. Tracks merge into 1 south of xing. Noted as PRIVATE in FRA INVENTORY SHEET",RRX-ATGRDE,RRX-PASSVE,INSVC,2019/11/11 00:00:00+00,POOR,2019/11/11 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809565F_InspectRecord_20191111.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,,,,,6,2023/09/26 19:13:07+00,83.5520925600252,455.136808160308
1193,764824,16,10474,RRX-809709H,RRX,FOX AVE S BETWEEN DEAD END AND S BRIGHTON ST CROSSING 2 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"Fox Ave S/S Brighton; Coordinates updated 8/8/19. ENS sign is scratched on. Immediately north of 809703S. 2 indy tracks AC/AC POOR - gravel everywhere, bars sticking out of pavement, looks abandoned and not maintained.  (needs re-inspection)",RRX-ATGRDE,RRX-PASSVE,OUTSVC,2019/08/08 00:00:00+00,POOR,2019/08/08 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809709H_InspectRecord_20190808.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\809709H_InspPhotos_20150721.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,,,,7,2023/09/26 19:13:07+00,104.312047154486,-805.203761401565
1194,764825,16,10445,RRX-809710C,RRX,FERRY AVE SW BETWEEN EDGEWOOD AVE SW AND 42ND AVE SW CROSSING 2 TRACKS,RRX-AC/AC,RRX-INDY,0,,,"Fox Ave S; No signage. 2 indy tracks AC/AC POOR. West track ends north of xing. Track in street north of S Brighton St intersection.",RRX-ATGRDE,RRX-PASSVE,OUTSVC,2019/08/08 00:00:00+00,POOR,2019/08/08 00:00:00+00,UPRR,,2020/05/05 00:00:00+00,,UPRR,,UPRR,,DISTRICT1, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\OR&WA-RR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\CM&SPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\UPRR_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\809710C_InspPhotos_20150721.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-809710C_InspectRecord_20190808.pdf,,,,7,2023/09/26 19:13:07+00,97.7500592997963,-564.939240376723
1195,764870,16,2923,RRX-966469H,RRX,2ND AV ET S BETWEEN 4TH AVE S AND S JACKSON ST CROSSING 1 TRACKS,RRX-BRIDGE,RRX-MAIN,0,,,"2nd Ave Ext; in areaway, part of King St Station",RRX-UNDER,RRX-NONE,INSVC,2019/07/12 00:00:00+00,FAIR,2019/07/12 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,MULTIPLE,,MULTIPLE,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Main_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\WSDOT_RR_Franchise_Findings_Rpt_I-of-III_CentralWaterfront_200610.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-966469H_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Jackson_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,,,8,2023/09/26 19:13:07+00,441.206435140795,-8664.24983396908
1196,764871,16,20486,RRX-966470C,RRX,S JACKSON ST BETWEEN 2ND AV ET S AND 4TH AVE S CROSSING 1 TRACKS,RRX-BRIDGE,RRX-MAIN,0,,,"Jackson St; in areaway, part of King St Station",RRX-UNDER,RRX-NONE,INSVC,2019/07/12 00:00:00+00,FAIR,2019/07/12 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,MULTIPLE,,MULTIPLE,,DISTRICT2,DISTRICT7,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Main_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\WSDOT_RR_Franchise_Findings_Rpt_I-of-III_CentralWaterfront_200610.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-966470C_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Jackson_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,,,8,2023/09/26 19:13:07+00,264.57291058483,-4721.58643033905
1197,764872,16,20731,RRX-966471J,RRX,S MAIN ST BETWEEN 2ND AV ET S AND 4TH AVE S CROSSING 1 TRACKS,RRX-BRIDGE,RRX-MAIN,0,,,"Main St; in areaway, part of King St Station",RRX-UNDER,RRX-NONE,INSVC,2019/07/12 00:00:00+00,FAIR,2019/07/12 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,MULTIPLE,,MULTIPLE,,DISTRICT7, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Main_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\WSDOT_RR_Franchise_Findings_Rpt_I-of-III_CentralWaterfront_200610.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-966471J_InspRec_NoPics_201907.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Washington_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,,,8,2023/09/26 19:13:07+00,172.487672286357,-2013.0008409276
1198,764635,16,20382,RRX-085585M,RRX,S HORTON ST BETWEEN OCCIDENTAL AVE S AND 2ND AVE S CROSSING 4 TRACKS,RRX-AC/PC,RRX-MAIN,0,,,"S Horton St; Under consideration for SODO Quiet Zone, requested by City Light; 4 tracks. 2 xbucks no tape. Gate for WB/EB traffic but no stop bar. Lights for parallel NBSB traffic. AC/PC - solid and intact. Peds not separated from drivers going WB/EB.",RRX-ATGRDE,RRX-ACTVE,INSVC,2019/07/22 00:00:00+00,GOOD,2019/07/22 00:00:00+00,BNSF,,2020/05/05 00:00:00+00,,BNSF,,BNSF,,DISTRICT2, ,N,,,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\085585M_InspPhotos_20150721.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RR_Franchise_Map_Index.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\Index_to_Permits_Horton_St..pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX_LOU_Xing_Agrmnt_1988.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\SDOT_SODO_QZ_Diagnostic-1_CityLight_20191211.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\BNSF_Ordinance_List.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\RRX-085585M_InspectRecord_20190722.pdf,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Railroad Crossings\NPRR_Ordinance_List.pdf,,,8,2023/09/26 19:13:07+00,220.281382989838,-3326.4353232884
