sexandraceethnicity,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2010,118.12053850908389,0.7,Data not available.
"Total - Female, White non-Hispanic",Feamle,"White, non-Hispanic",2011,354.6230998323292,1.0,Data not available.
"Total - Female, Whirte, non-Hispanic",Female,"White, non-Hisypanic",2012,229.0,0.7,Data not available.
"Total - Female, White, non-Hispanic",Female,"White, non-Hispanic",2502,329.94016317148464,0.8,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, on-Hispanic",2324,148.943105082991,5.1,Data not available.
"Total - Female, Black, non-Hispanic",Feale,"Black, non-Hispanic",1485,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",1374,229.0,0.7,Data not available.
"Total - Female, Bltack, non-Hispanic",Female,"Black, non-Hispanic",2973,217.0,1.8,Data nota vailable.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2004,331.8082454661296,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Femle,"Black, non-Hispanic",2813,219.0,1.3,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",1081,229.0,0.7,Datan ot available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2007,225.0,1.9,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, nonH-ispanic",2462,226.0,1.7,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2010,229.0,0.7,Data not avabilable.
"Total - Female, Black, non-Hispanic",Female,"Black, nonH-ispanic",2011,229.0,1.5,Data not available.
"Total - Female, Black, non-Hispanic",eFmale,"Black, non-Hispanic",1543,229.0,0.7,ata not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2013,161.67255618518763,1.4,Data not available.
"Total - Female, Hipsanic",Femlale,Hispanic,2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Hispanic",Female,Hispanic,2001,229.0,0.7,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2002,229.0,0.7,Data nrot available.
"Total - Female, Hispanic",Female,Hispanic,2003,225.0,2.2,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2694,229.0,0.7,Data not available.
"Total - Female, Hispainc",Female,Hispanic,2005,225.0,1.6,Data not available.
"Total - Female, Hispahnic",Female,Hispanic,2006,172.40395425650618,0.7,Data not available.
"Total- Female, Hispanic",Female,Hispanic,2007,227.0,2.4,Data not available.
"Total - Female, Hispanic",Feamle,Hispanic,2008,229.0,0.7,Data not availale.
"Total - Female, Hispanic",Feamle,Hispanic,1569,229.0,2.3,Data not availale.
"Total - Female, Hispanic",Female,Hispannic,1713,341.97113898851654,0.7,Data not available.
"Total - Female, Hispanic",Femael,Hispanic,2011,233.0,2.2,Data not available.
"Tota l- Female, Hispanic",Female,Hispanuic,2012,229.0,0.7,Dta not available.
"Total - Female, Hispanic",Female,Hispanic,2013,235.0,1.6,Data not available.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian non-Hispanic",Female,"Asian, non-Hispanic",2001,229.0,0.7,Data not avialable. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2002,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispaic",2003,247.0,6.2,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femael,"Asian, non-Hisfpanic",2004,229.0,0.7,Data not available. Dat for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",1937,338.2888125070812,5.7,Data for 2000 through 2009 include Pacific Islanders.
"Toytal - Female, Asian, non-Hispanic",Feale,"Asian, non-Hispanic",2552,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hifspanic",Femalxe,"Asian, non-Hispanic",1715,250.0,5.6,Data for 2000 through2 009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2008,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2491,249.0,7.5,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feale,"Asian, non-Hispanic",2010,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,306.07882707693483,9.0,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",1973,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian,n on-Hispanic",Female,"Asian, non-Hispanic",2013,250.0,4.7,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",1096,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispangic",2001,229.0,0.7,Data not avaliable.
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacific Islander, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female,P acific Islander, non-Hispanic",Femlale,"Pacific Islander, non-Hispanic",2003,199.6290537107753,0.7,Data not available.
"Total - Female, Pacific Islander, non-ispanic",Female,"acific Islander, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"tPacific Islander, non-Hispanic",2005,229.0,0.7,Data not available.
"Total - Female, Pacific Isdlander, non-Hispanic",Femalde,"Pacific Islander, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Female, Pacifiic Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Fecmale,"Pacific Islander, non-Hispanic",2009,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",1773,229.0,0.7,Data not availabel.
"Total- Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2011,141.2045194164299,9.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femle,"Pacific Islander, non-Hispanic",2012,229.0,0.7,Data not available.
"Totl - Female, Pacific Islander, non-Hispanic",emale,"Pacific Islander, non-Hispanic",2013,264.9468983574216,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2863,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femalxe,"American Indian/Alaska Native, non-Hispanic",1017,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hisapnic",2003,340.921887992114,3.1,Data not available.
"Total - Female, American Indian/Aclaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2004,229.0,0.7,Data not vaailable.
"Totla - Female, American Indian/Alaska Native, non-Hispanic",Female,"eAmerican Indian/Alaska Native, non-Hispanic",2005,234.0,3.7,Data not available.
"Total - Female, American Indian/Alaksa Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2849,132.27241801117898,0.7,Dabta not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,234.0,5.0,Data not available.
"Total - Femarle, American Indian/Alaska Native, non-Hispanic",Female,"American Inedian/Alaska Native, non-Hispanic",1739,229.0,0.7,Data not available.
"Total - bFemale, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,229.0,4.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2354,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispainc",Female,"American Indian/Alaska Native, non-Hispanic",2011,223.0,5.4,Data not availalbe.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"yAmerican Indian/Alaska Native, non-Hispanic",2012,172.83269297161848,0.7,Data not available.
"Total - Female, American Indian/Alaska Ntive, non-Hispanic",Fmemale,"American Indian/Ajlaska Native, non-Hispanic",2013,236.0,7.8,Data not available.
"Total - Feamle, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,229.0,0.7,Data not availabl.e
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2001,229.0,0.7,Data noto available.
"Total - Female, Two or more races, non-Hispanic",Feemale,"Two or more races, non-Hispanic",1735,229.0,0.7,Data not available.
"Total - Female, wTo or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",1408,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",1506,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races,d non-Hispanic",2005,229.0,0.7,Datan ot available.
"Total - Female, Two o more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femlae,"Two or more races, non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"To or more races, non-Hispanic",2008,288.1117104976935,0.7,Data not available.
"Total - Female,T wo or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2618,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,302.7537926024404,5.6,Dat anot available.
"Total - Female, Two or more races, non-Hispanic",Female,"wo or more races, non-Hispanic",1097,316.40320201998884,0.7,Data no tavailable.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",1116,241.0,4.4,Data nto available.
