objectid(long),datevalue,countvalue(double precision)
596,11/12/2021 10:00:00 AM,11525.0
597,11/13/2021 10:00:00 AM,11526.0
598,11/14/2021 10:00:00 AM,11527.0
599,11/15/2021 10:00:00 AM,11527.0
600,11/16/2021 10:00:00 AM,11527.0
601,11/17/2021 10:00:00 AM,11534.0
602,11/18/2021 10:00:00 AM,11540.0
603,11/19/2021 10:00:00 AM,11551.0
604,11/20/2021 10:00:00 AM,11555.0
605,11/21/2021 10:00:00 AM,23390.398126940403
606,11/22/2021 10:00:00 AM,11566.0
607,11/23/2021 10:00:00 AM,11566.0
608,11/24/2021 10:00:00 AM,22285.145484531924
609,11/25/2021 10:00:00 AM,11568.0
610,11/26/2021 10:00:00 AM,11568.0
611,11/27/2021 10:00:00 AM,11571.0
612,11/28/2021 10:00:00 AM,11571.0
613,11/29/2021 10:00:00 AM,11571.0
614,11/30/2021 10:00:00 AM,11571.0
615,12/01/2021 10:00:00 AM,11572.0
616,12/02/2021 10:00:00 AM,11572.0
617,12/03/2021 10:00:00 AM,11579.0
618,12/04/2021 10:00:00 AM,11585.0
619,12/05/2021 10:00:00 AM,23612.827322263103
620,12/06/2021 10:00:00 AM,5434.0
621,12/07/2021 10:00:00 AM,5434.0
622,12/08/2021 10:00:00 AM,5434.0
623,12/09/2021 10:00:00 AM,5434.0
624,12/10/2021 10:00:00 AM,5434.0
625,12/11/2021 10:00:00 AM,5434.0
626,12/12/2021 10:00:00 AM,22878.961776199874
627,12/13/2021 10:00:00 AM,5434.0
628,12/14/2021 10:00:00 AM,5434.0
1243,12/15/2021 10:00:00 AM,5434.0
630,12/16/2021 10:00:00 AM,5434.0
631,12/17/2021 10:00:00 AM,5434.0
632,12/18/2021 10:00:00 AM,5434.0
633,12/19/2021 10:00:00 AM,5434.0
634,12/20/2021 10:00:00 AM,5434.0
635,12/21/2021 10:00:00 AM,5434.0
636,12/22/2021 10:00:00 AM,5434.0
637,12/23/2021 10:00:00 AM,5434.0
638,12/24/2021 10:00:00 AM,5434.0
639,12/25/2021 10:00:00 AM,5434.0
1460,12/26/2021 10:00:00 AM,5434.0
641,12/27/2021 10:00:00 AM,5434.0
642,12/28/2021 10:00:00 AM,5434.0
643,12/29/2021 10:00:00 AM,5434.0
644,12/30/2021 10:00:00 AM,5434.0
645,12/31/2021 10:00:00 AM,24067.46169377292
646,01/01/2022 10:00:00 AM,5434.0
647,01/02/2022 10:00:00 AM,5434.0
648,01/03/2022 10:00:00 AM,5434.0
649,01/04/2022 10:00:00 AM,20075.46168528764
650,01/05/2022 10:00:00 AM,27330.61806459407
651,01/06/2022 10:00:00 AM,5434.0
652,01/07/2022 10:00:00 AM,22253.24280027208
653,01/08/2022 10:00:00 AM,5434.0
654,01/09/2022 10:00:00 AM,24805.451195054047
655,01/10/2022 10:00:00 AM,27864.17406102671
656,01/11/2022 10:00:00 AM,5434.0
657,01/12/2022 10:00:00 AM,5434.0
658,01/13/2022 10:00:00 AM,5434.0
