HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Tot_Benes_2017,Avg_Spndng_Per_Dsg_Unt_2017,Avg_Spndng_Per_Clm_2017,Avg_Spndng_Per_Bene_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spndng_Per_Dsg_Unt_2018,Avg_Spndng_Per_Clm_2018,Avg_Spndng_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spndng_Per_Dsg_Unt_2019,Avg_Spndng_Per_Clm_2019,Avg_Spndng_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Avg_DY21_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_20_21,CAGR_Avg_Spnd_Per_Dsg_Unt_17_21
J0881,"Injection, darbepoetin alfa, 1 microgram",Aranesp (J0881),Darbepoetin Alfa In Polysorbat,268182113.52,70170462,300062,52081,3.821866151,893.7556689,5149.3272695,0,241282505.82,69203868,293395,50410,3.4865465297,822.38111017,4786.4016231,0,231112653.15,65435147,275658,47938,3.5319344992,838.40357672,4821.0741614,0,211362428.15,61319588.8,248875,44218,3.446898981,849.27143405,4780.0087781,0,177670287.29,58638081.2,239620,41577,3.0299471547,741.46685289,4273.283,0,3.30325,-0.12096433,-0.056395735
J1303,"Injection, ravulizumab-cwvz 10 mg",Ultomiris,Ravulizumab-Cwvz,,,,,,,,,,,,,,,,,20963334.39,94872,373,187,220.96439824,56201.968874,112103.39246,0,146656849.17,652213.5,2487,427,224.86018638,58969.380446,343458.66316,0,177654131.06,789107,2892,510,225.13313285,61429.505899,348341.43345,0,225.62175,0.0012138497,0.0093889695
Q5118,"Inj., zirabev, 10 mg",Zirabev,Bevacizumab-Bvzr,,,,,,,,,,,,,,,,,,,,,,,,,33154537.62,534912,7283,1759,61.981293409,4552.3187725,18848.514849,0,172471886.31,3124306,41679,7335,55.20326316,4138.1003937,23513.549599,0,56.092,-0.109356063,-0.109356063
J9042,Brentuximab vedotin inj,Adcetris,Brentuximab Vedotin,92352212.27,687699,4870,1072,134.29161925,18963.493279,86149.451744,0,117142528.37,904406,6629,1429,129.52427159,17671.221658,81975.177306,0,155007733.92,1104174,8428,1741,140.38343044,18391.995007,89033.735738,0,161368351.24,1052351,7856,1701,153.34080667,20540.777907,94866.755579,0,164383359.56,994211,7501,1660,165.34051581,21914.859293,99026.120217,0,185.65925,0.0782551585,0.0533739995
J1439,Inj ferric carboxymaltos 1mg,Injectafer,Ferric Carboxymaltose,114114930.84,109495328,135823,66415,1.0421899539,840.17383536,1718.2102061,0,140612425.59,145773930.5,179302,88696,0.9645924008,784.22117762,1585.3299539,0,159538667.63,163207195,200003,99458,0.9775222693,797.68137293,1604.0807942,0,149772045.03,149707544,182753,89817,1.0004308469,819.5326207,1667.5244667,0,161942227.74,159511820,195857,96072,1.015236537,826.83911088,1685.6339801,0,1.1225,0.0147993138,-0.006529241
J2507,Pegloticase injection,Krystexxa,Pegloticase,44967319.07,24463,2879,408,1838.1768005,15619.075745,110214.01733,0,72284678.29,36200,4322,620,1996.8143174,16724.821446,116588.19079,0,112717932.64,49769,6069,828,2264.822131,18572.735647,136132.76889,0,142198168.11,56167,6932,858,2531.7031016,20513.296034,165732.13066,0,160197748.46,59022,7234,907,2714.2039995,22145.113141,176623.75795,0,2858.0695,0.0720862165,0.1023355192
Q5111,"Injection, udenyca 0.5 mg",Udenyca,Pegfilgrastim-Cbqv,,,,,,,,,,,,,,,,,143662624.96,417453,33317,11528,344.14083732,4311.9916247,12462.059764,0,228090346.5,740515,58389,18132,308.0158356,3906.3924112,12579.436714,0,160042879.71,642976.2,50751,15627,248.90949262,3153.4921422,10241.433398,0,248.2995,-0.191893845,-0.149542483
Q5117,"Injection, kanjinti, 10 mg",Kanjinti,Trastuzumab-Anns,,,,,,,,,,,,,,,,,18019180.62,206552,4856,1598,87.237986657,3710.704411,11276.082991,0,176494796.46,2164270.8,49982,6950,81.549312803,3531.1671494,25394.934742,0,159309828.7,2528609,58327,7550,63.002950911,2731.3221784,21100.639563,0,62.828,-0.227425116,-0.150178668
J1817,Insulin for insulin pump use,Fiasp Penfill*,Insulin Aspart (Niacinamide)*,91956712.58,9726110,95923,21360,9.4546239535,958.65134097,4305.0895403,0,121466519.56,11756875,111650,25821,10.331531088,1087.9222531,4704.1756539,0,150901471.24,14295676,133450,30849,10.555742257,1130.7716091,4891.6163,0,161240120.92,15998944,145683,33313,10.078172717,1106.7874832,4840.1561228,0,156744155.68,15353851,137486,32751,10.208784472,1140.0735761,4785.934954,0,10.894,0.0129598648,0.019371398
J3285,Treprostinil injection,Remodulin*,Treprostinil Sodium*,174848455.98,2900612,10417,1195,60.279849901,16784.914657,146316.69956,0,174773764.86,2858960,10677,1194,61.131937789,16369.18281,146376.68749,0,176894000.02,2748781,11707,1175,64.35361712,15110.105067,150548.08512,0,163468435.2,2646708,12693,1097,61.762927833,12878.628788,149014.07037,0,155903547.62,2522868,12447,1058,61.796157239,12525.391469,147356.8503,0,61.3045,0.0005380154,0.0062301517
J9177,Inj enfort vedo-ejfv 0.25mg,Padcev,Enfortumab Vedotin-Ejfv,,,,,,,,,,,,,,,,,,,,,,,,,63345399.9,2267598,6246,890,27.935021948,10141.754707,71174.606629,0,154355577.11,5311452,14703,1664,29.060900317,10498.236898,92761.76509,0,29.05875,0.0403034718,0.0403034718
Q2043,Sipuleucel-t auto cd54+,Provenge,Sipuleucel-T/Lactated Ringers,202485909.05,5230,5085,1926,38716.235,39820.237768,105132.87074,0,188526960.94,4785,4661,1759,39399.573864,40447.749612,107178.48831,0,176936557.15,4195,4108,1533,42177.963564,43071.216444,115418.49781,0,146412891.44,3200,3133,1178,45754.028575,46732.490086,124289.38153,0,153583746.72,3108,3042,1136,49415.619923,50487.753688,135196.96014,0,51435.80275,0.0800277366,0.0629009193
J3245,"Inj., tildrakizumab, 1 mg",Ilumya,Tildrakizumab-Asmn,,,,,,,,,,,,,,,,,15771056.82,119490,1249,555,131.98641577,12626.947014,28416.318595,0,66825098.4,496376,5033,1742,134.6259658,13277.388913,38361.135706,0,144583755.7,1079400.9,10889,3590,133.94815189,13277.964524,40274.026657,0,134.47775,-0.005034793,0.0074041725
90732,Ppsv23 vacc 2 yrs+ subq/im,Pneumovax 23,Pneumococcal 23-Val P-Sac Vac,158317949.36,1779851.4,1779521,1768277,88.950094015,88.966609196,89.532324044,0,186378938.89,1888765,1888462,1874731,98.677675038,98.693507676,99.416363677,0,197941166.94,1890633,1890436,1875532,104.6957114,104.70662161,105.53867752,0,220991915.53,1956242.5,1956075,1944655,112.96754647,112.97721996,113.64067947,0,142689613.9,1204786,1204705,1200530,118.43565073,118.44361391,118.85551706,0,124.41875,0.0484042048,0.0741971846
J9043,Cabazitaxel injection,Jevtana,Cabazitaxel,92640871.85,604293,10161,2454,153.30455896,9117.2986763,37750.966524,0,97176724.33,657626,11079,2618,147.76898166,8771.2541141,37118.687674,0,104353610.96,674946,11454,2778,154.61031099,9110.6697189,37564.294802,0,129980962.58,802511,13570,3106,161.96782671,9578.5528799,41848.345969,0,141653448.28,835336,14007,3146,169.57661142,10113.046925,45026.5252,0,187.03175,0.0469771366,0.025540275
J9055,Cetuximab injection,Erbitux,Cetuximab,203518736.89,3640563.9,54663,7039,55.903080534,3723.1534473,28913.018453,0,182346364.14,3394945.5,50555,6476,53.711131486,3606.890795,28157.252029,0,152914507.71,2794657,41886,5084,54.716735438,3650.7307384,30077.597897,0,144716157.58,2529371,36739,4429,57.214286706,3939.0336585,32674.679968,0,138532657.53,2342362,33710,3960,59.142292067,4109.5419024,34982.994326,0,65.91825,0.0336979708,0.01418131
J7677,Revefenacin inh non-com 1mcg,Yupelri,Revefenacin,,,,,,,,,,,,,,,,,,,,,,,,,123252920.97,608771003,115619,20677,0.2024618787,1066.0265265,5960.8705794,0,138164554.55,727813610,137728,24246,0.1898350795,1003.1696863,5698.4473542,0,0.18975,-0.062366304,-0.062366304
J9301,Obinutuzumab inj,Gazyva,Obinutuzumab,81218384.51,1443626,14699,2898,56.259990129,5525.4360508,28025.667533,0,95639692.13,1710556,17372,3407,55.91146512,5505.393284,28071.526895,0,107491982.15,1886756,19036,3797,56.971851236,5646.7735948,28309.713497,0,132781688.11,2292003,23188,4524,57.932597867,5726.3105102,29350.505771,0,137669766.84,2365324,24018,4694,58.203344168,5731.941329,29328.880878,0,63.89475,0.0046734707,0.0085259369
J2785,Regadenoson injection,Lexiscan,Regadenoson,126791153.22,2334705.3,595685,589242,54.307133847,212.84933013,215.17670706,0,130749115.18,2355275,600378,594382,55.513311685,217.77799183,219.97489019,0,134612251,2347019.4,595708,590157,57.354554035,225.97019177,228.09566098,0,120995780.36,2058164.5,521587,516758,58.788197134,231.97621942,234.14399073,0,131961555.79,2224787.4,563067,557917,59.314231909,234.36208442,236.52542545,0,59.48325,0.0089479658,0.0222932824
J7606,"Formoterol fumarate, inh",Formoterol Fumarate*,Formoterol Fumarate*,103672339.39,9994716,166662,28242,10.372714882,622.05145378,3670.8568582,0,113660276.86,10313179,171323,29209,11.020876963,663.42684205,3891.2758691,0,129799804.26,11245322,185551,32875,11.542560032,699.53707746,3948.2830193,0,141414754.03,12009605,198322,32349,11.775137819,713.05631261,4371.5340205,0,131017582.5,11479143,188831,32212,11.413533441,693.83513565,4067.3532379,0,11.426,-0.030709142,0.0241932724
90670,Pcv13 vaccine im,Prevnar 13,Pneumococcal 13-Valent Vaccine,477149944.87,2679109.7,2678876,2660076,178.10018935,178.11572647,179.37455353,0,432793749.75,2282736.6,2282657,2267575,189.59425706,189.60086853,190.86193389,0,389175950.56,1947666,1947580,1931368,199.81657561,199.82539899,201.50274342,0,282415079.15,1292799.1,1292762,1284782,218.45241008,218.45867928,219.81556338,0,129033793.77,559938,559848,555013,230.44300221,230.48004774,232.48787645,0,238.5725,0.0548888068,0.0665341989
J9034,"Inj., bendeka 1 mg",Bendeka,Bendamustine HCL,231552754.37,10027814,54964,9697,23.091049991,4212.8075535,23878.803173,0,233169546.32,10025045.5,55439,9870,23.25870205,4205.8757611,23624.06751,0,207478491.39,8938214,49996,8822,23.212522254,4149.9018199,23518.30553,0,148574711.51,7574092,42166,7482,19.616174653,3523.5666535,19857.619822,0,120158191.31,6572257,36827,6368,18.282637351,3262.7743588,18869.062706,0,19.76,-0.067981517,-0.056702267
J9308,"Injection, ramucirumab",Cyramza,Ramucirumab,105936795.17,1927227.6,14210,3095,54.968492133,7455.0876263,34228.366775,0,100254747.23,1935984,14039,3070,51.784904849,7141.1601417,32656.269456,0,114940594.05,2202745,15685,3485,52.180617389,7328.0582754,32981.519096,0,130097674.99,2396220,17053,3677,54.292875859,7629.01982,35381.472665,0,116423796.95,2071940,15053,3186,56.190718336,7734.2587491,36542.309149,0,62.02325,0.0349556447,0.0055130005
J0256,Alpha 1 proteinase inhibitor,Aralast NP*,Alpha-1-Proteinase Inhibitor*,104221729.89,22198002.8,26538,1217,4.6950949069,3927.2639193,85638.23327,0,96005577.8,24055174.5,30678,1319,3.9910572172,3129.4601278,72786.639727,0,104283076.25,25593552.7,33994,1382,4.0745838404,3067.6906586,75458.087012,0,102288299.19,25897881.6,34833,1380,3.9496782312,2936.5342976,74121.955935,0,111472532.14,27384416.8,37430,1399,4.0706556928,2978.1600892,79680.151637,0,4.534,0.0306297006,-0.035049582
J9358,Inj fam-trastu deru-nxki 1mg,Enhertu,Fam-Trastuzumab Deruxtecn-Nxki,,,,,,,,,,,,,,,,,,,,,,,,,37181509.47,1547669,4188,864,24.024199923,8878.1063682,43034.154479,0,109118974.39,4536106,11566,1904,24.055649138,9434.4608672,57310.385709,0,24.1655,0.001309064,0.001309064
J7503,Tacrol envarsus ex rel oral,Envarsus Xr,Tacrolimus,11061840.65,9122337,14086,1931,1.2126103925,785.30744356,5728.5554894,0,23024145.99,18760620,30314,3687,1.2272593331,759.52187075,6244.6829373,0,43971878.5,34145138,60143,8031,1.2877932577,731.12213391,5475.2681484,0,84668890.18,62168089,117863,12603,1.3619349017,718.36700389,6718.1536285,0,102552113,70977599,143032,13838,1.4448518187,716.98719867,7410.9056945,0,1.449,0.0608817036,0.0447815765
J0490,Belimumab injection,Benlysta,Belimumab,85483995.84,2065145.4,24606,3136,41.393693558,3474.1118361,27258.927245,0,84899148.6,2146394.6,25634,3278,39.554305904,3311.9742764,25899.679256,0,91968250.9,2277569.9,27341,3331,40.379990489,3363.7486156,27609.802131,0,92972318.57,2201102.6,26825,3229,42.238975398,3465.8832645,28792.913772,0,102382337.11,2326672.2,28528,3406,44.003765167,3588.8368308,30059.40608,0,47.21325,0.0417810743,0.0154041044
J7192,Factor viii recombinant nos,Advate*,"Antihemophil.FVIII,full Length*",192983188.94,44853725.5,6489,839,4.3025007798,29740.050692,230015.71983,1,180050688.26,68966719.2,6102,768,2.6106894796,29506.831901,234441.00034,1,150184452.44,78908067.6,5670,726,1.9032838721,26487.55775,206865.63697,0,117861747.99,61654425.2,4330,629,1.9116510714,27219.803231,187379.56755,0,102319393.2,54619299.8,3846,623,1.8733193866,26604.106396,164236.5862,0,1.384,-0.020051612,-0.187688283
J9303,Panitumumab injection,Vectibix,Panitumumab,88775239.58,871686,16417,2641,101.84314028,5407.5190096,33614.252018,0,93716500.94,921519.8,17769,2747,101.69776161,5274.157293,34115.945009,0,97201913.57,933626,18451,2734,104.11226077,5268.110865,35553.004232,0,100540390.74,925883,18480,2684,108.58865617,5440.4973344,37459.161975,0,100065715.7,877721,17571,2525,114.00629095,5694.9357293,39629.986416,0,126.75025,0.0498913512,0.0286064864
J9395,"Injection, fulvestrant",Faslodex*,Fulvestrant*,254010621.37,2688455,134422,18470,94.482005974,1889.6506626,13752.60538,0,249195363.69,2835416,141339,18966,87.886702935,1763.1040526,13139.057455,0,261476863.38,2990326,149341,19728,87.440922287,1750.8712502,13254.098914,0,169167367.66,3072951,153550,20319,55.050460505,1101.708679,8325.5754545,1,99529826.37,3076780,153458,19829,32.348697785,648.58023935,5019.4072505,0,35.8605,-0.412380978,-0.235060788
J9176,"Injection, elotuzumab, 1mg",Empliciti,Elotuzumab,75286220.16,12273671,13958,1435,6.1339610749,5393.7684597,52464.26492,0,84704011.36,13537787,15199,1541,6.2568580345,5572.998971,54966.911979,0,116374151.18,19470480.3,20437,2078,5.9769532845,5694.2873798,56002.960144,0,110020250.18,18124613,17387,1847,6.0702123781,6327.7304986,59567.000639,0,97730345.81,15815039,14729,1554,6.1795829786,6635.2329289,62889.540418,0,6.72225,0.0180175904,0.0018542345
J9317,Sacituzumab govitecan-hziy,Trodelvy,Sacituzumab Govitecan-Hziy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96029680.51,3209914.8,10881,1376,29.916582368,8825.4462375,69789.011999,0,29.928,,
J9223,"Inj. lurbinectedin, 0.1 mg",Zepzelca,Lurbinectedin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88260767.99,505268,6975,1878,174.68109595,12653.873547,46997.214052,0,174.31633333,,
Q5106,"Injection, epoetin alfa, biosimilar, (retacrit) (for non-esrd use), 1000 units",Retacrit (Q5106),Epoetin Alfa-Epbx,,,,,,,,,261027.51,23067,581,340,11.316058005,449.27282272,767.72797059,0,38390295.91,3792844,97916,18126,10.121770342,392.0737766,2117.9684382,0,68132580.71,8027965.9,207016,31342,8.4869045981,329.11746295,2173.8427895,0,87251749.98,10088980.1,266216,37266,8.6482230231,327.74795647,2341.3231895,0,8.75425,0.0190079225,-0.08572417
Q0138,"Ferumoxytol, non-esrd",Feraheme (Q0138),Ferumoxytol,49615146.8,56430159,102907,45526,0.8792310296,482.13578085,1089.8200325,0,61123990.84,68939325,127540,56133,0.8866345999,479.25349569,1088.9136665,0,81052211.76,87749217,163648,70278,0.923680171,495.28385168,1153.3084573,0,85050786.33,87334099,162963,68598,0.9738554276,521.90243387,1239.8435279,0,86557906.39,95763866,178909,75175,0.903868129,483.80968196,1151.4187747,0,0.9625,-0.07186621,0.0069328666
Q5120,Inj pegfilgrastim-bmez 0.5mg,Ziextenzo,Pegfilgrastim-Bmez,,,,,,,,,,,,,,,,,,,,,,,,,16097120.53,52038,4357,1579,309.33395845,3694.5422378,10194.503186,0,85195357.75,318302,25840,7991,267.65574125,3297.0339687,10661.413809,0,272.69425,-0.134735344,-0.134735344
J0222,"Inj., patisiran, 0.1 mg",Onpattro,"Patisiran Sodium,lipid Complex",,,,,,,,,,,,,,,,,,,,,,,,,60532021.65,621134,2340,215,97.454046389,25868.385321,281544.28674,0,82896518.89,851191,3170,279,97.388857366,26150.321416,297120.13939,0,97.64,-0.000668921,-0.000668921
J1555,"Inj cuvitru, 100 mg",Cuvitru,Immun Glob G(Igg)/Gly/Iga Ov50,,,,,,,,,49216544.88,3701058,9884,1002,13.297966387,4979.4157102,49118.308263,0,54379655,4065523,11629,1073,13.375807983,4676.2107662,50680.013979,0,73911993.41,5330907,13018,1231,13.864806385,5677.6765563,60042.236726,0,81924221.42,5791029,14132,1359,14.146746877,5797.0719941,60282.723635,0,14.16375,0.0203349751,0.0208386802
J9023,"Injection, avelumab, 10 mg",Bavencio,Avelumab,,,,,,,,,33977994.9,429277,4641,550,79.151678054,7321.2658694,61778.172545,0,39262481.81,486584,5402,525,80.690038739,7268.1380618,74785.679638,0,44264264.61,537019,5983,755,82.425881784,7398.3393966,58628.165046,0,79095180.38,1005855,11473,1323,78.63477378,6894.0277504,59784.716841,0,85.601,-0.045994146,-0.002181607
J7518,Mycophenolic acid,Mycophenolic Acid*,Mycophenolate Sodium*,111383644.8,41600229,254662,30280,2.6774767225,437.37834777,3678.4559049,0,122547838.71,44040750,274073,32438,2.7826010844,447.13575839,3777.909819,0,139998861.59,44612034,283857,33846,3.1381411928,493.20207566,4136.3488031,0,103231208.93,43377705,276578,33113,2.3798218216,373.24446966,3117.5432286,0,75697918.43,41637235,266482,32505,1.818034229,284.06390837,2328.8084427,0,1.831,-0.23606288,-0.092244084
Q5108,"Injection, pegfilgrastim-jmdb, biosimilar, (fulphila), 0.5 mg",Fulphila,Pegfilgrastim-Jmdb,,,,,,,,,16806704.15,46350,3880,1723,362.60418878,4331.6247809,9754.3262623,0,89767370.23,266542,22168,7084,336.78508539,4049.4122262,12671.847859,0,74247739.7,254665,20538,6623,291.55062415,3615.1397264,11210.590322,0,75403320.91,330735,26371,8069,227.98712235,2859.3273258,9344.8160751,0,229.51625,-0.218018747,-0.143305787
J0485,Belatacept injection,Nulojix,Belatacept,36434031.01,9556611,19199,2146,3.8124426128,1897.7046206,16977.647255,0,36533956.73,11578054,22516,2640,3.1554488112,1622.5775773,13838.619973,0,49352809.39,15921796,30439,3667,3.0997011512,1621.3676333,13458.633594,0,62796412.91,20073721.5,38345,4547,3.1282895356,1637.6688723,13810.515265,0,74281398.69,23514413.6,45217,5174,3.1589730432,1642.7759181,14356.667702,0,3.797,0.0098083976,-0.045918112
Q5103,"Injection, infliximab-dyyb, biosimilar, (inflectra), 10 mg",Inflectra,Infliximab-Dyyb,,,,,,,,,65048864.59,1021568,21514,5510,63.675511165,3023.559756,11805.601559,0,84097835.37,1616025,33322,6805,52.039934636,2523.7931508,12358.241788,0,71257473.61,1603717,32294,6533,44.432698294,2206.5236146,10907.31266,0,71993954.76,1914283.9,37215,7268,37.608817981,1934.5413075,9905.6074243,0,41.2275,-0.153577896,-0.160979804
J9311,"Inj rituximab, hyaluronidase",Rituxan Hycela,"Rituximab/Hyaluronidase,human",,,,,,,,,,,,,,,,,117595637.92,2667688,18783,4962,44.081481013,6260.7484385,23699.241822,0,97461480.72,2333437,16321,4336,41.767350359,5971.5385528,22477.278764,0,68338781.28,1878514,13051,3580,36.3791706,5236.2869726,19089.04505,0,38.72675,-0.129004586,-0.091555692
J0775,"Collagenase, clost hist inj",Xiaflex,Collagenase Clostridium Hist.,41814444.04,1038742,10950,7118,40.254889125,3818.6706886,5874.4653049,0,47829975.59,1144586,12054,7601,41.788013823,3967.9754098,6292.5898684,0,60508779.97,1342638,14099,8535,45.06708433,4291.7072111,7089.4879871,0,55722963.08,1137034.4,11948,7021,49.007279885,4663.7900134,7936.6134568,0,68178745.64,1291639.8,13512,7931,52.784642932,5045.7923061,8596.4879133,0,54.528,0.0770775904,0.0700947622
J0179,"Inj, brolucizumab-dbll, 1 mg",Beovu,Brolucizumab-Dbll,,,,,,,,,,,,,,,,,,,,,,,,,110733938.3,355193,54382,17584,311.75709628,2036.224087,6297.4259725,0,66538895.91,214275,32474,7377,310.5303741,2048.9898353,9019.777133,0,312.7675,-0.003934865,-0.003934865
J7325,Synvisc or synvisc-one,Synvisc*,Hylan G-F 20*,132684339.45,10693350,248532,150048,12.408117143,533.87225568,884.27929362,0,107171714.02,9184760.4,211771,127287,11.668427847,506.07360791,841.96904648,0,90907656.18,8131796.1,185318,112297,11.179283772,490.54952126,809.52880469,0,63075224.94,5910068.3,130501,81260,10.672503555,483.33135332,776.21492665,0,64832002.15,6141733.6,133725,83641,10.555977574,484.81586951,775.12227436,0,10.739,-0.010918336,-0.039608863
J1575,Hyqvia 100mg immuneglobulin,Hyqvia,"Igg/Hyaluronidase,recombinant",38369844.81,2969473,8153,909,12.92143246,4706.224066,42211.050396,0,45755322.63,3314680,9106,944,13.803843095,5024.7444136,48469.62143,0,54359445.72,3903000,10807,1144,13.927605872,5030.0218118,47516.998007,0,63605948.18,4487129,12112,1145,14.175199371,5251.4818511,55551.046445,0,63952848.89,4357219,11645,1102,14.67744653,5491.8719528,58033.438194,0,14.76425,0.0354313999,0.0323690147
J3304,Inj triamcinolone ace xr 1mg,Zilretta,Triamcinolone Acetonide,,,,,,,,,,,,,,,,,37267493.81,2009331.6,52569,38489,18.547209336,708.92529456,968.26349892,0,51631192.65,2809433.4,70754,46193,18.377795555,729.7282507,1117.7276351,0,63872984.1,3588391.5,89035,56615,17.799892821,717.39185826,1128.1989596,0,17.90925,-0.031445705,-0.020353465
J7205,Factor viii fc fusion recomb,Eloctate,"Antihemoph.FVIII Rec,fc Fusion",66846665.23,6875115,1673,140,9.7229886671,39956.165708,477476.18021,1,73071019.93,14673517.4,1999,151,4.9797889584,36553.786858,483914.03927,1,70333515.55,22473504,2003,155,3.1296194643,35114.086645,453764.61645,1,68572400.29,22717988,1807,144,3.0184187213,37948.201599,476197.22424,0,62519533.71,21375729,1754,137,2.9247907152,35643.975889,456346.96139,0,2.1555,-0.031018893,-0.259416974
J0221,Lumizyme injection,Lumizyme,Alglucosidase Alfa,66141626.28,422348,1973,121,156.60456846,33523.378753,546625.01058,0,63025687.79,458078,2192,126,137.58724014,28752.594795,500203.87135,0,67214794.85,470214,2250,132,142.94511616,29873.242156,509202.99129,0,62106434.59,421051,2075,124,147.50335373,29930.811851,500858.34347,0,61675529.63,409816,2067,116,150.49566056,29838.185597,531685.60026,0,176.6385,0.0202863648,-0.009898114
Q5116,"Inj., trazimera, 10 mg",Trazimera,Trastuzumab-Qyyp,,,,,,,,,,,,,,,,,,,,,,,,,11199931.43,134772,3127,775,83.102806443,3581.6857787,14451.524426,0,59996201.53,921566.5,21326,2993,65.102411524,2813.2890148,20045.506692,0,66.7485,-0.216603935,-0.216603935
J0885,"Epoetin alfa, non-esrd",Epogen (J0885)*,Epoetin Alfa*,288292585.9,22398669.9,595682,74090,12.870968999,483.97061838,3891.1133203,0,252105037.92,21147792.8,565506,71243,11.921104028,445.80435561,3538.6639799,0,172117381.99,15775296.1,429450,57688,10.910564271,400.78561413,2983.5907293,0,95950520.66,10212247.4,276032,37311,9.3956322151,347.60651178,2571.6416247,0,58454183.1,7275734.5,198623,25914,8.0341281145,294.29715139,2255.6989697,0,8.434,-0.144908195,-0.111143041
J9205,Inj irinotecan liposome 1 mg,Onivyde,Irinotecan Liposomal,30286145.94,777784,6162,1282,38.939018982,4914.9863583,23624.138799,0,43837561.31,1013511,7997,1608,43.25316776,5481.7508203,27262.164994,0,49623066.33,1116328,8793,1742,44.452048439,5643.4739372,28486.260809,0,53152628.81,1114607,8925,1698,47.687327291,5955.4766174,31303.079393,0,56731827.13,1125840,8765,1713,50.390665752,6472.5416007,33118.404629,0,55.584,0.0566888231,0.0665746876
J7340,Carbidopa levodopa ent 100ml,Duopa,Carbidopa/Levodopa,,,,,,,,,,,,,,,,,55647568.37,262004,8291,847,212.3920565,6711.8041696,65699.608465,0,59128734.57,273447,8541,867,216.23471667,6922.9287636,68199.232491,0,56144672.48,264478,8172,818,212.2848497,6870.3710817,68636.518924,0,212.29725,-0.018266572,-0.000252411
J7189,Factor viia recomb novoseven,Novoseven RT,"Coagulation Factor VIIA,recomb",93482405.33,12440323,1910,118,7.5144676975,48943.667712,792223.77398,1,47790003.41,10274691,1148,138,4.6512350989,41628.922831,346304.37254,1,47853824.7,6771947,913,104,7.0664795073,52413.827711,460132.92981,1,53810055.83,8148269,961,99,6.60386345,55993.814599,543535.91747,1,55643275.35,9441068,1047,111,5.893747969,53145.439685,501290.76892,1,2.2895,-0.10753031,-0.058926954
Q4186,Epifix 1 sq cm,Epifix 1 sq cm,,,,,,,,,,,,,,,,,,54592830.4,353894.6,29889,7384,154.2629653,1826.5191341,7393.3952329,0,59546995.04,373312.9,28528,6381,159.50960987,2087.3175491,9331.9221188,0,55200909.93,355696,25407,5717,155.19125863,2172.6654044,9655.5728407,0,155.054,-0.027072671,0.003
