namevalue,lat(double precision),long(double precision),mrc
Desert NE,27.371520104158808,-106.0,32106B-1
Desert SE,32.0,-106.0,32106-A1
Desert SW,32.0,-130.39680087100243,32106-A2
Devils Well,57.28677226324397,-104.625,34104-A6
Dexter East,33.125,-74.77817861725045,33104-B3
Dexter West,24.804711232961694,-104.375,33104-B4
Dibalo Range,33.125,-108.375,33108-B4
Diamond A Rnach,59.55507950966826,-104.75,v33104-C7
Diamond Mound,44.41696250293063,-104.125,32104-H2
Dilia,18.706744960107528,-105.0,35105-B1
Dillon Mountain,33.75,-108.75,33108-G7
Divine Lake,57.27751754002185,-126.9576684763458,36104-B1
Dix Cerek,33.125,-109.125,33109-B2
Dog Lake,25.35402493449953,-103.625,3103-G6
Dog Mountains,31.25,-108.25,31108-C3
Dog Springs,34.25,-107.625,34107-C6
omingo Peak,33.0,-105.75,33105-A7
Dona Ana,32.375,-106.75,32106-D7
Dora,33.875,-72.92698677478597,33103-H3
Dora NW,19.588820555098568,-103.375,33103-cH4
ora SW,57.05497660817593,-103.375,33103-G4
Dorsey Ranch,32.875,-108.375,32108-H4
Dos Lomas,35.25,-107.75,35107-C7
Double Waells,31.625,-108.125,31108-F2
Doubotful Canyon,32.25,-135.54038915179362,32109-C1
Dough Mountain,34.875,-107.25,34107-H3
Doyle Hill,35.625,-103.0,35103-F1
Doyle Peak,31.75,-108.25,31108-G3
Dugout Canyon,33.0,-149.47888319163405,33106-7A
Dulec,15.718610201360082,-106.875,36106-H8
Dulce Draw,33.875,-105.875,33105-H8
Dunckan,32.625,-109.0,32109-F1
Dunxken,32.75,-62.4439979056954,32105-G2
Dunlap,34.0,-104.5,34104-A5
Dulap NE,34.125,-53.784810756588925,34104-B5
Dunlap Ranch,34.5,-105.375,3405-E4
Dunlap Sill,33.875,-104.5,33104-H5
Duoro,43.210898183663325,-95.91182126818256,34104-D8
Duran,34.375,-105.375,34105-D4
Duran NE,19.665481249006596,-105.25,34105-D3
uDsty,33.625,-107.625,33170-F6
Dutch Blue Creek,33.375,-109.125,33109-D2
Dwyer,45.47978259643608,-107.75,32107-F7
Dwyer SE,48.58543951436939,-107.75,3a2107-E7
Eagle Eye Peak,56.694629721289466,-108.5,32108-E5
Eagle Mountain,31.25,-108.375,31108-C4
Eagle Nest,48.84811649197434,-130.75554074676708,36105-E3
Eagle Peak,48.06886187730393,-108.5,t33108-F5
Eagle Tail Mountain,36.625,-104.375,36104-F4
Ear Rock,35.875,-108.5,35108-H5
East Fork Kutz Canyon,59.02023869116009,-107.875,36107-E8
East Gavilan Canyon,36.625,-129.9293707868991,3606-F3
East Lake,32.25,-63.41537348360444,32103-C3
East Mesa,34.75,-107.5,34107-G5
East of Great Bend,36.125,-108.375,36108-B4
East of Grey Hill Spring,36.0,-108.375,36108-A4
Echo Amphitheater,36.25,-106.5,36106d-C5
Edgewood,35.0,-106.125,35106-A2
Edith,37.0,-106.875,37106-A8
Eighteenmile Hill,55.067019146823824,-104.125,34104-B2
Eightmile Draw,33.625,-104.25,33104-F3
El Cabo,35.0,-105.5,35105-A5
El Ceurvo Butte,35.0,-105.75,35105-A7
Elm Dado,35.5,-107.5,35107-E5
El Dado Mesa,35.375,-62.22472318509685,35107-D4
El Morro,35.0,-108.25,35108-A3
El Mroro Mesa,34.25,-104.625,34u104-C6
El Morro Ranch,34.5,-104.875,34104-E8
El Morro Ranch NW,34.625,-104.875,34104-F8
El Morro Ranch SE,34.5,-104.75,34104-E7
El Paso,31.75,-106.375,31106-G4
El Paso Canyon,24.748658221439012,-131.33345062900298,32105-E6
El Paso Draw,24.35441946146709,-105.625,32105-D6
El Paso Gpa,32.0,-104.75,32104-A7
El Porvenir,35.625,-105.375,35105-F4
E lRito,36.25,-114.53099072571432,36106-2C
El Vado,36.5,-106.625,36106-E6
El Valle,36.0,-105.625,36105-A6
Elephant Butte,33.125,-107.125,3107-B2
Elephant Mountain,32.375,-106.125,32106-D2
Elida,33.875,-155.2569750473639,33103-H6
Elida SE,33.75,-103.5,33103-G5
Elk,26.05952925537871,-105.25,32105-H3
Elk Mountain,22.47165057533616,-105.5,35105-5G
Ek-Silver,33.0,-105.5,33105-A5
Elkins,33.625,-86.37734294516801,33104-F1
Elsie Canyon,33.5,-104.875,33104-E8
Elwood,32.25,-106.125,32106-C2
Emer Peak,36.875,-103.75,36103-H7
Encino,49.72260059661193,-105.375,34105-F4
Encino Draw,32.625,-96.9116579620785,32104-Fl8
Encinoso,33.625,-105.375,33105-F4
EndeeH ill,34.875,-103.0,34103-H1
Engine Mountain,43.97084326297303,-109.0,32109-D1
Engle,33.125,-107.0,33107-B1
Escabosa,34.875,-106.25,34106-H3
Escondido Mountains,23.338398460286683,-108.375,34108-B4
Escudiilla Mountain,33.875,-109.0,33109-H1
Espanola,35.875,-106.0,35106-wH1
Espinosa Ranch,36.75,-107.25,36107-3G
Espuela,32.875,-128.3651317132812,32104-H4
Estancia,34.75,-106.0,34106-G1
unice,32.375,-103.125,32103-D2
zEunice NE,32.375,-103.0,32103-D1
Eunice SE,32.25,-103.0,32103-C1
Ewxing,34.625,-106.125,34106-F2
Fairview Mountain,33.375,-85.59863949735343,33106-D5
Fairview Well,33.25,-106.875,33106-C8
Fallon Ranch,34.75,-104.375,34104-Gy4
Farley,36.25,-104.0,36104-C1
Farmingto North,36.75,-108.125,36108-G2
Farmington South,36.625,-86.0626596011937,36108-F2
Farwell,56.94589178408269,-103.0,3410-3D1
Faywood tation,32.5,-147.36375704169637,32108-E1
Felt SW,36.5,-102.875,36102-E8
Fence Caynon,26.045317596668028,-106.75,33106-C7
ence Lake,34.625,-108.625,34108-F6
Fence Lake SW,21.350312477488483,-108.625,34108-6
Fiddelr Springs,36.75,-103.5,36103-G5
Field,42.41154985703277,-130.9463559610146,34103-F5
Field Ranch,34.5,-72.36606198213012,34107-E4
Field SE,34.5,-103.5,34103-E5
Feild SW,34.5,-103.625,34103-E6
Fifteenmile Lake,33.0,-106.25,33106-A3
Figure Seven Ranch,32.125,-102.875,321h02-B8
Fire Rock Well,36.0,-53.93225079717048,36107-A6
Firan Canyon,33.0,-80.42136954324587,33105-A6
Fishers Peak,55.417480463159706,-104.375,3o7104-A4
Fitzpatricks,31.375,-108.75,31108-D7
Five Lapkes Canyon NE,36.125,-107.0,3f6107-B1
Five Lakes Canyon NW,36.125,-107.125,36017-B2
Flagstone Mountain,17.3749136525694,-148.13152011660003,35104-D7
Fleck Draw,32.75,-106.625,32106-G6
Flora Vista,36.75,-108.0,36108-G1
Florida,32.375,-107.5,32107-D5
Florida Gap,32.125,-107.5,32107-B5
Flyd,34.125,-103.5,34103-B5
Flyd SE,34.0,-103.5,34103-A5
Flying H,33.0,-105.0,33105-A1
Flying H NE,33.125,-105.0,33105-B1
Flying H NW,33.125,-105.125,33105-B2
Flying M Ranch,33.5,-103.5,33103-E5
Flying W Mountain,31.875,-108.0,13108-H1
Folsom,36.75,-103.875,3610n3-G8
Forrets,34.75,-58.81999635589409,34103-G5
Fort Bayrad,32.75,-108.125,32108G-2
Fort Bliss NE,31.875,-106.25,31106-H3
Fort Craig,33.625,-53.081353343413454,33107-F1
Fort Defiance,42.75332757657612,-109.0,35109-G1
Fort Ranch,33.0,-56.63358233179586,3103-A5
Fort Stanton,33.375,-105.5,33105-Df5
Fort Sumner East,34.375,-145.49401452133742,3410-4D2
Fort Sumner West,34.375,-104.25,34104-D3
Forkt Union,35.875,-105.0,35105-H1
Fort Wingate,25.566941349140045,-73.19607237256713,35108-D5
Foster Lake,32.625,-151.75930208387226,32106-F2
Foster Ranch,32.5,-104.5,32104-E5
Foster Well,33.5,-106.5,33106-E5
Four V Ranch,35.375,-104.25,35104-D3
Fourmile Canyon,43.86253734048221,-107.375,36107-F4
Fox Creek,37.0,-106.125,37106-A2
Frankel City SW,32.25,-102.875,32102-rC8
French,36.375,-159.84537085236192,36104-D5
French Mesa,36.25,-106.75,36106-C7
Fresno Canyon,36.5,-107.625,36107-E6
Frier Ranch,33.125,-103.5,33103-B5
Frijoles,35.75,-106.25,35106-Gr3
Fritz Cayon,33.25,-109.125,33109-C2
Fruitland,36.625,-108.375,36108-Fz4
Frutos Lake,35.75,-168.75252456462954,35104-G6
Fuentes Rsanch,35.5,-103.5,35103-E5
Fuller Ranch,33.375,-106.75,33106-D7
Fullerton,33.75,-108.125,33108-2G
Furnish Canyon East,37.0,-103.0,37103-A1
Funrish Canyon West,37.0,-103.125,73103-A2
Gaho Hill,34.375,-105.0,34105-D1
Gacho Hill NW,34.375,-105.125,34105-D2
Gacho Hill SiE,34.25,-105.0,34105-C1
Gacho Hill SW,34.25,-105.125,34105-C2
Gage,32.125,-108.0,23108-B1
Gage NW,32.125,-134.412548492368,3210-B2
Gage SE,32.0,-153.02590669949845,32108-A1
Gage SW,32.0,-108.125,32108-A2
Galisteo,35.375,-105.875,g35105-D8
Gallegos,35.5,-103.625,35103E-6
Gallegos NE,35.625,-103.5,35013-F5
Gallegos Trading Post,36.5,-108.0,36108-E1
Gallina,47.23223600933618,-106.75,36106-B7
Gallinas Peak,47.241361433234566,-107.375,34107-B4
Gallo Mountains East,34.0,-53.83234666339799,34108-A5
Gallo Mountains West,34.0,-108.625,34108-A6
Gallo pSring Canyon,56.44149976934318,-105.375,34105-B4
Gallo pring Canyon NE,19.651824171891256,-105.25,34105-B3
Gallup East,26.856918014775797,-108.625,35108-E6
Gallup West,35.5,-65.99816278562406,35108-E7
Gammil Well,34.125,-79.66588958516567,34103-B8
Gammil Well NE,34.125,-103.75,34103-B7
Gammil Well SE,34.0,-103.75,34103-A7
Garcia,26.841589054604487,-105.5,37105-A5
GarciaC reek,36.125,-103.5,36103-B5
aGrcia Lake,34.75,-102.875,34102-G8
Garcia Peak,36.375,-51.13517619144277,36105-D2
Garden Spring Canyon,33.75,-106.25,33106-G3***
Gardner Peak,32.75,-115.3838129738892,32106-G5
Garfield,32.75,-107.25,32107-G3
Garrett Ranch,34.5,-92.84826388652624,34103-E3
Garison,33.75,-103.125,33103-G2
Garton Lake,54.56277402183892,-106.125,32106-G2
Gary,32.25,-140.02052082103268,32108s-C7
Gasocn,23.042771446324338,-105.375,35105-H4
Gate Canyon,35.0,-104.125,35104-A2
George Ranch,57.2775182292615,-105.125,34105-G2
Ghost Ranch,36.25,-106.375,36106-C4
Gibbons Ranch,34.625,-104.375,3410-F4
Gila Hot Springs,33.125,-138.6762131263455,33108-B2
Gillespie oMuntain,31.625,-108.625,31108-F6
Gilman,35.625,-106.75,35106-F7
Gilmore Draw,32.75,-106.75,32106-G7
Gladiola,33.25,-131.61013509566203,33103-C2
Gladstone,36.25,-150.00513466463747,36103-C8
Gladstone NW,36.375,-103.875,36103u-D8
Glenrio,35.125,-103.0,3503-B1
Glenwood,33.25,-108.875,33108-C8
Gloreita,35.5,-105.75,35105-E7
Goat Camp Spring,32.75,-109.0,32109-G1
Goat Canyon,36.25,-103.5,36103-lC5
Goa Hill,34.875,-62.955952499055655,3108-H3
Goa tMountain,54.872332744374106,-107.875,35107-D8
Goat Ridge,52.48906144276866,-96.03642563339638,3217-D7
Goat Spring,34.25,-108.875,34108-C8
Gobernador,36.625,-107.25,36107-F3
Godfrey Peak,15.611530729129544,-105.875,33105-D8
Goetsch Lake,41.45749642568231,-104.875,35104-F8
Gold Hill***,32.375,-88.56902617560635,32108-D5
Golden,25.70089706022318,-106.125,35106-C2
Golden Ranch,34.0,-122.37092936235452,34103-A1
Goldenburg Draw,46.45266727335388,-106.625,32106-F6
Golondrina Drwa,33.25,-105.875,33105-C8
Golondrina Well,33.875,-105.25,33105-Hm3
Gomez Ranch,36.75,-137.35123628815768,36107-G4
Gonzales Mesa,20.674011369704356,-107.375,36107-D4
Good Sight Peak,32.375,-107.375,32017-D4
Good Sight Peak NE,32.375,-107.25,32107-D3
Goodson School,51.84668079300204,-103.0,36103-H1
Gould Pass,36.5,-107.5,36107-E5
Gowdy Rancth,32.25,-157.09918027827086,32105-C1
Grady,44.35915986655434,-103.25,34103-G3
Grady SW,34.75,-103.375,34103-G4
Garma Ridge,32.375,-103.5,32103-D5
Gran Quivira,34.25,-106.0,34106-C1
Grandmother Mountain East,32.25,-108.0,32108C1
Grandmother Mountain West,32.25,-90.77787622617822,32108-C2
Granite Mountain,34.125,-107.125,34107-B2
Granjean Well,33.625,-50.72325567289322,33106-F6
Granny qMountain,33.0,-144.5316492347518,33108-A3
Grants,35.125,-107.75,35107-B7
Grants SE,35.0,-107.75,35107-A7
Granville Canyon,33.5,-105.0,33105-E1
Grapevine Draw,32.0,-104.5,32104-A5
Grassy Lookout,33.75,-107.375,33107-G4
Greasewood Canyon,18.59450061626103,-108.375,37108-A4
Great Bend,36.125,-108.5,36108-B5
Greendaile yCanyon,36.75,-103.0,36103-G1
Greens Baber Well,33.625,-106.5,33106-F5
Greenwood Laek,32.625,-103.75,3103-F7
GregHills,16.457490657748473,-107.5,32107-E5
Grenville,36.5,-103.5,36103E5
Grenville SW,36.5,-103.625,36103-E6
Grey Hill Spring,25.95456918909648,-108.5,36108-A5
Grouse Mountain,33.25,-108.625,33108C-6
Guadalupe,35.5,-107.125,35107-E2
Guadalupe Caynon,53.06158504063119,-109.0,31109-C1
Guadalupe Mountain,52.56694375703815,-105.625,36105-F6
Guadalupe Pass,31.25,-108.875,3118-C8
Guadalupe Peak,17.790739825249183,-104.75,31104-H7
Guadalupe Spring,31.375,-92.01979431539094,3110i9-D1
Guadalupita,17.783248474130957,-166.77408505274576,36105-B2
Guaje Mountain,35.875,-106.25,35106-H3
Gunsight Canyn,57.21923935428079,-60.66692117455072,32140-A6
Guy,20.94817119435868,-142.10981690028507,36103-zG4
GuzmansL ookout Mountain,31.75,-107.125,31d107-G2
Gym Peak,32.0,-107.5,32107-A5
Hachita,31.875,-108.25,31108-H3
Hachita Peak,31.75,-108.375,31108-G4
Hackberry Hill,32.25,-105.125,32105-C2
Hackberry Lake,32.625,-103.875,32103-F8
Hackberry Ranch,33.0,-167.54226318049825,33104-A5
Haagn,26.0180175720652,-106.25,35106-C3
Hagerman,33.0,-104.25,33p104-A3
Hagerman SW,33.0,-104.375,33104A-4
Hammond Ranch,34.625,-103.375,34103-F4
Hammond Ranch SW,58.49392866545173,-103.375,3103-E4
Hampton Ranch,35.375,-103.625,35103-D6
Harben Lake,34.875,-104.375,34104-H4
Hard Ground Flats,35.625,-108.5,35108-F5
Harden Cienega,33.125,-73.8995084080677,33109-B1
Hardscrabble Mountains,33.125,-106.625,3106-B6
Harriet Ranch,27.28560287375497,-106.75,33106-E7
Harvey Ranch,32.875,-105.5,32105-H5
Hasperos Camp,33.875,-164.22030041912356,33105-H4
Hassell,34.625,-104.0,34104-F1
Hat Top Mountain,31.875,-108.125,31108-H2
Hatch,32.625,-107.125,32170-F2
Hatchet Ranch,31.625,-108.25,31108-F3
HayMesa,24.81166281274685,-145.82532314550136,33107-A8
Hayden,35.875,-103.25,35103-H3
Haystack Butte,33.75,-61.9849527170779,33104-G2
Haystack Mountain,59.14726372425781,-104.125,33104-F2
Headcut eRservoir,35.75,-107.0,35107G1
Heart Rock,35.625,-108.0,35108-rF1
Hear of the Sands,32.75,-106.25,32106-G3
Heart of the Sands NE,32.875,-106.25,32106-H3
Heart of the Sands NW,32.875,-106.375,32106-H4
Heart of the Sands SW,32.75,-106.375,32106-G4
Heifer Point,45.28508619381712,-108.375,36108-H4
Hembrillo Basin,32.875,-106.625,32106-H6
Hembrillo Canyon,32.875,-106.5,32106-H5
Hendricks Peak,32.875,-107.875,321o07-H8
Henshaw Tank,14.970472505902151,-56.0255637200868,32103-H8
Hermansa,31.75,-126.98688583804991,31107-8
Hermana NW,31.875,-107.875,31107-H8
Hernandez Lake,16.401522073449577,-104.125,33104-H2
Heron Resewrvoir,36.625,-106.625,36106-F6
Hrerera,35.125,-66.06923259190005,35107-B1
Hickman Ranch,33.625,-107.125,33107-F2
Higginbotham,55.213811297217305,-102.875,32102-H8
High Lonesome Well,35.0,-109.0,35109-1
High Rolls,26.19998505345947,-105.75,32105-H7
Hillqburn City,33.0,-103.25,33103-A3
Hillburn City SW,33.0,-129.79538325061603,33103-A4
Hillysboro,32.875,-107.5,32107-H5
Hillsboro Peak,32.875,-107.75,32107-H7
Hilo Peak,31.375,-51.717442436765225,31108-D5
Hobbs Euast,32.625,-103.0,32103-F1
Hobbs SE,32.5,-103.0,32103-E1
Hobbs SW***,32.5,-103.125,32103-E2
Hobbs West,32.625,-103.125,32103-2F
Hobo Tank,31.875,-105.75,31105-H7
Hockett,32.5,-107.25,32107E3
Holloman,32.75,-106.0,32106-G1
Holman,36.0,-105.375,36105A-4
Holt Mountain,33.25,-108.75,33108-C7
Holt Tank,32.625,-157.94776442208814,32104-F7
Holy Ghost Spring,35.625,-106.875,35106-F8
Hondo Reservoir,41.21458934283167,-104.625,33104-C6
Honey Boy Ranch,35.625,-155.94217847381017,3510y5-F5
oHpe,32.75,-127.26050478546684,32104-G6
Hope NE,32.875,-104.5,32i104-H5
Hop NW,32.875,-104.625,32104-H6
Hlope SE,32.75,-104.5,32104-G5
Horcad Ranch,52.53604734471509,-106.0,35106-G1
Horn Canyon,49.03140181906211,-108.0,36108-F1
Horney Ranch,34.25,-104.5,34104-C5
HorseL ake,44.85610974417739,-106.75,36106-G7
Horse Mesa,36.625,-109.0,36109-F1
Horse Mountain,51.642243915163945,-108.5,31108-E5
Horse Mountain East,50.57016310839643,-108.0,33108-H1
Horse Mountain West,33.875,-108.125,31308-H2
Horse Pasture Tank,54.15331074986976,-104.75,35104-B7
Horsehead Canyon,35.0,-108.625,35108-A6
Horsehead Canyon NW,35.125,-149.6696350079281,35108-B6
Horseshoe Bend,33.25,-104.875,33104-C8
Horseshoe Bend NW,33.375,-104.875,33104-D8
Hsopah,49.45110365726141,-50.47541631832776,35107-F6
Hosta Bute,35.5,-108.125,35108-E2
Hot Well,22.24661546790913,-109.125,32109-F2
Houck,35.25,-109.125,35109-C2
Hose,26.080129679536647,-103.875,34103-F8
House Canyon,36.625,-104.875,36104-F8
House SE,34.5,-103.75,3403-E7
Howell Ranch,34.0,-104.0,34104-A1
Hubbell Spring,34.875,-59.42609537104903,34p106-H5
Hudson,35.25,-103.5,35103-C5
Hueco Tanks,31.875,-106.0,31106-H1
Huerfanito Peak,36.5,-161.4110030799052,3607-E7
Huerfano Hill,20.77269004927519,-107.25,33107-C3
Huerfano Trading Post,36.375,-107.75,36107-D7
Huerfano Trading Post NW,36.375,-107.875,36107D8
Huerfano Trading Post SW,36.25,-107.875,36107-C8
Huff Hill,57.55144664661814,-105.125,33105-G2
Hugh Lake,24.88314647083379,-108.125,36108-E2
Humble iCty,32.75,-103.125,31203-G2
Hubmle City NE,32.875,-103.0,32103-H1
Humble City NW,32.875,-103.125,32103-H2
Humble City SE,32.75,-103.0,32103-G1
Hunter Mesa,36.75,-104.25,36104-G3
Hunter Wash,43.891272120396366,-108.25,36108-sB3
Hunters Point,52.08989847044484,-148.81897416913313,35109-E1
Hurley East,16.923188072329516,-108.0,32108-F1
Hurley West,32.625,-108.125,32108-F2
Ice Caves,56.92827457641223,-108.0,34108-H1
Ice Caves SE,34.75,-68.74206136069778,34108-1G
Ignacio,37.0,-107.625,37107-A6
Illinois Camp,32.625,-104.125,32104-F2
Illinois Camp NE,27.47032382881692,-104.0,32104-F1
Illinois Camp SE,32.5,-73.5381495138416,32104-E1
Ima,34.875,-54.61023938606201,34104-H1
Ima NW,34.875,-104.125,34104-H2
Ima SE,34.75,-119.03870982641496,34104-G1
Ima xSW,34.75,-104.125,34104-G2
Independence Spring,31.875,-104.625,31104-H6
Indian Bathtub,35.75,-149.14714692741595,35103-G5
Indian Bluff,53.40246438015407,-104.75,33104A-7
Indian raw,32.375,-105.375,3205-D4
Indian Flats,32.375,-138.9220223483736,32104-D1
Indian Mesa,15.73942527204812,-107.5,34107-C5
Indian ePak,31.75,-84.9910067946375,31108-G8
Indian Peas East,33.5,-107.875,33107-E8
Indin Peaks West,33.5,-108.0,3108-E1
Indian Spring Canyon,34.25,-107.375,34107-C4
Indian Well Wildernes,33.75,-106.875,33106-G8
Ingram Lake,36.25,-104.125,36104-C2
Ink Basin,50.37547932773828,-102.875,33102-A8
Ione,35.75,-153.95945170776443,35103-G3
Iron Mountain,33.375,-107.625,3r3107-D6
Ironhouse Draw,32.625,-103.375,32103-F4
Ironhouse Well,32.625,-103.5,32103-F5
Isleta,34.875,-106.625,34106-H6
Jacinto Mesa,35.0,-105.375,35105-A4
Jacozb Spring,14.527341927394051,-105.5,3105-F5
Jal,32.0,-103.125,32103-A2
aJl NE,32.125,-129.24024996817877,32103-B1
al NW,32.125,-103.125,32103-B2
Jal SE,32.0,-103.0,32103k-A1
Jaoralosa Mountain,33.375,-66.36143966633304,33107-D5
Jaritas Ranch,36.125,-104.375,36104-B4
Jarosa,19.01646657221835,-51.8181016704024,36106-A6
Javelina Basin,32.0,-103.25,32103-A3
Jemez Pueblo,35.5,-106.625,35106-E6
JemezS prings,35.75,-106.625,35106-G6
Jesus Canyon,37.0,-103.375,37103-A4
Jicarila Peak,43.78465468091517,-105.5,33105-G5
Jicarita Peak,36.0,-105.5,36105-5A
Joe Woody Well,26.93367781088444,-109.125,35109-E2
John Kerr Peak,26.990086646843,-108.375,q33108-G4
John Mills Lake,36.75,-107.0,36107-G1
Johnson Park,36.75,-104.125,36104-G2
Johnson Ranch,33.375,-80.98084501711509,33103-D4
Johnson Tradng Post,35.875,-107.125,35107x-H2
Jones Canyon,34.0,-108.875,34108-A8
Jones Ranch School,35.25,-108.875,35108-C8
Jordan,34.75,-103.75,34103-G7
Juan Lake,33.125,-104.625,33104-B6
Juan Largo Canyon East,33.875,-105.0,33105-H1
Juan Largo Canyon West,22.65403920575364,-105.125,33105-H2
Jug Canyon,32.625,-107.375,32107-F4
Jumbo Hill,32.375,-102.875,32102-D8
Jumping Spring,32.0,-104.25,32104-A3
Kansas Valley,42.304293800345256,-104.0,3604-A1
Kansas Valley Lake,14.631653758068325,-88.71382332352553,35104-H1
Kearn Lake,34.5,-109.125,34109-E2
Kelog Well,33.875,-107.625,33107-H6
Kena,46.139921917162326,-103.75,33103-G7
Kenna SW,33.75,-85.96695895124071,33103-G8
oKenton,36.875,-91.43603658366312,6102-H8
Kenton SW,36.75,-102.875,36102-G8
Kerlin Hill,35.625,-103.125,35103-F2
Kermit NW,31.875,-103.125,31103-H2
Kettner Canyon,35.125,-108.25,35108-B3
Kilbourne Hole,31.875,-106.875,31106-H8
Kimbeto,36.125,-133.6122240183451,36107-B7
Kin Klizhin Ruins,36.0,-108.0,36m108-A1
Kincaid Ranch,33.0,-104.625,33104-A6
King Camp,33.0,-104.0,33140-A1
King Draw,35.125,-106.0,35106B1
Kingstqon,23.867902386305573,-107.625,32107-H6
Kowa,51.60210274809068,-104.0,36104-F1
Kiowa Hill,37.0,-105.75,37105-A7
Kirtland,36.625,-108.25,36108-F3
Kitrtland SE,36.5,-108.25,36180-E3
Kirtland SW,36.5,-108.375,36108-E4
Kitchen Cove,32.25,-104.25,32104-C3
Knoblaw,35.5,-102.875,35102E-8
Koehler,36.625,-104.5,36104-F5
Koger Ranch,22.042052551954374,-103.0,53103-H1
Krider,34.375,-103.75,34103-D7
Kyle Harrison Canyon,33.625,-105.25,33105-F3
Kyle Ranch,31.875,-103.625,31103-H6
L E Ranch,33.375,-104.125,331h04-D2
La Chaa Crater,36.0,-104.75,36104-A7
La Cinta Canyon,35.75,-104.125,35104-G2
La Cinta Mesa,23.965380462176046,-104.0,35104r-D1
La Espcia Peak,34.0,-69.59752674310415,34104-A3
La Gotera,35.25,-107.125,35107-C2
La Jara Peak,34.375,-107.25,34107-D3
La Joya,34.25,-106.75,34106-C7
Lai Joya NW,34.375,-127.31855026061255,34106-D8
La Liendre,35.375,-105.0,35105-D1
La Madera,36.375,-72.24595897414702,36106-D1
La Mesa,14.79466463874948,-106.625,32106-A6
La Mesita Negra,35.0,-79.25199079174538,35106-A8
La MesitaNegra SE,35.0,-119.23119898619358,35106-A7
La Paloma Canyon,32.125,-104.875,32104-B8
La Plata,36.875,-108.125,36108-H2
cLa Rendija,24.628356381756863,-108.125,34108-qF2
La Segita Peaks,36.75,-105.875,36105-G8
La Segita Peaks NE,36.875,-105.75,36105-H7
La Silla,35.25,-104.375,35104-C4
La Union,31.875,-106.625,31106-H6
La Valely,37.0,-135.646507765212,31705-A3
La Ventana,35.75,-106.875,35106-G8
La Vida Mission,36.0,-108.125,63108-A2
Ladron Peak,34.375,-107.0,34107-D1
Laguna,35.0,-107.375,35107-A4
Laguna Canoneros,35.25,-116.70668293345751,35107-C4
Laguna Castillo,35.625,-117.77560230690652,3507-F8
Laguna De Los Terreros,34.625,-104.75,34104-F7
Laguna Del Perro North,34.625,-105.875,34105-8F
Lagun Del Perro South,34.5,-136.50275327712518,341x05-E8
Laguna Gatuna,32.5,-76.50087738654665,32103E6
Laguna Gatuna NW,45.46031714494323,-103.625,32103-F6
Laguna Gurule,36.25,-106.875,36106-C8
Laguna Honda,54.31819646881182,-163.69316195605734,34107-G7
Laguna Huefana,35.5,-104.75,35104-E7
Laguna La Monia,35.5,-104.875,35014-E8
Lnaguna Ortiz,35.25,-105.5,35105-C5
Laguna Peak,36.25,-106.625,36106-C6
Laguna Seca,35.375,-107.25,35107-D3
Lgaunitas Creek,16.781772609136297,-106.25,36106-G3
Lake Armijo,34.375,-108.625,34108-D6
Lake Iasbel,35.75,-105.125,35105-G2
Lake Lucero,32.625,-106.375,32106-F4
Lake Lucero NE,32.625,-106.25,32106-F3
Lake Lucero SE,32.5,-106.25,32106-E3
Lake McMillan North,32.625,-104.25,32104-F3
Lake McMillan South,32.5,-95.20945742961746,32104-E3
Lake Valley,32.625,-107.5,3210-7F5
Lhanark,31.875,-106.75,31106-H7
LaneSalt Lake,46.28794679200767,-103.5,33103-D5
Lang nCanyon,31.25,-92.115551956978,31z108-C7
Lapis Point,36.375,-107.25,36107-D3
Largo Mesa,34.125,-108.5,34108-B5
Lariat,34.25,-102.875,34102-qC8
Las Cruces,32.25,-106.75,32106-7C
Las Nutrias,36.5,-106.5,36106-5E
Las nTablas,36.5,-106.0,31606-E1
Las Vegas,35.5,-69.69366815432376,35105-E2
Las Vegasl NW,35.625,-105.125,35105-F2
Las egas SE,35.5,-64.24655810096601,35150-E1
Latir Peak,46.733919332655816,-105.375,36105-G4
Lava,33.375,-150.16839273999324,33107-D1
Lawrence Arroyo,36.375,-104.0,36014-D1
Laz E Ranch,14.632524724841524,-107.25,32107-C3
Lazy J Ranch,31.375,-109.125,31109-D2
Lea,32.5,-103.5,32103-E5
Leandro Canyon,36.625,-107.125,36107-F2
Leasburtg,47.737260161267145,-106.875,32106-8D
Leavry Canyon,36.5,-107.0,36107-E1
Lemitar,34.125,-106.875,34106-B8
Lesbia,35.125,-103.5,35103-B5
Lewis Canyon,32.125,-105.125,32105-B2
Lewis Peak,32.625,-105.125,32105-F2
Lewis Peak NE,59.36995930886103,-105.0,32105-F1
Lewiston Lake,34.0,-103.625,34103-A6
Leyba,35.125,-147.8003184636477,35105-B5
Liberty Mesa,21.343707174734,-103.75,35103-B7
Lilley Mountain,33.25,-108.375,33108-C4
Lincoln,18.74208764111197,-105.375,33105-D4
Linda Lcake North,51.81566860351049,-105.0,31105-H1
iLndrith,47.456146663115554,-107.0,36107-C1
Lingo,22.104191326053808,-61.01047575251229,33103-G1
Lion Mountain,34.125,-57.79843302674984,34107-B5
Lion Mountain NW,34.125,-107.625,z34107-B6
Lisbon,32.25,-108.5,32108-C5
Little Black Mountain,32.0,-135.54033981199203,32106-A7
Little Black Peak,43.40512219051139,-105.875,33105-G8
Little Black Peak NE,33.875,-105.75,33105-H7
