"County
Name ","District
Name",Co/Dist Code,Site Code,School Site,Total Enrollment,Telephone,Principal,Principal's Email,Mailing Address,Mailing City,Mailing State,Mailing Zip,Grades  (Low-High),Certified Staff,
CLEVELAND   ,MOORE                         ,14-I002,181,WAYLAND BONDS ES              ,594,(405) 735-4500,Shawna Wilson,shawnawilson@mooreschools.com,14025 South May Avenue,Oklahoma City,OK,73170,PK-06,38,
CLEVELAND   ,MOORE                         ,14-I002,185,OAKRIDGE ES                   ,573,(405) 735-4530,Paula Gifford,paulagifford@mooreschools.com,3201 South Santa Fe,Moore,OK,73160,PK-06,35,
CLEVELAND   ,MOORE                         ,14-I002,190,HERITAGE TRAILS ES            ,591,(405) 735-4520,Shelley Jaques-Mcmillin,shelleymcmillin@mooreschools.com,1801 South Bryant Avenue,Moore,OK,73160,PK-06,36,
CLEVELAND   ,MOORE                         ,14-I002,195,SOUTH LAKE ES                 ,501,(405) 735-4660,Amy Simpson,amysimpson@mooreschools.com,12627 S Portland,Oklahoma City,OK,73170,PK-06,29,
CLEVELAND   ,MOORE                         ,14-I002,196,TIMBER CREEK ES               ,480,(405) 735-4670,Kristen Kuepker,kristenkuepker@mooreschools.com,3501 S Sunnylane,Moore,OK,73160,PK-06,29,
CLEVELAND   ,MOORE                         ,14-I002,610,BRINK JHS                     ,774,(405) 735-4540,Joseph Ross,josephross@mooreschools.com,11420 South Western Avenue,Oklahoma City,OK,73170,07-08,61,
CLEVELAND   ,MOORE                         ,14-I002,650,HIGHLAND EAST JHS             ,671,(405) 735-4580,Mark Archer,markarcher@mooreschools.com,1200 Southeast Fourth Street,Moore,OK,73160,07-08,64,
CLEVELAND   ,MOORE                         ,14-I002,655,HIGHLAND WEST JHS             ,626,(405) 735-4600,Dan Schwarz,danschwarz@mooreschools.com,901 North Santa Fe Avenue,Moore,OK,73160,07-08,52,
CLEVELAND   ,MOORE                         ,14-I002,680,WEST JHS                      ,715,(405) 735-4620,Jeni Dutton,jenidutton@mooreschools.com,9400 South Pennsylvania Avenue,Oklahoma City,OK,73159,07-08,58,
CLEVELAND   ,MOORE                         ,14-I002,685,CENTRAL JHS                   ,611,(405) 735-4560,Tammy Baker,tammybaker@mooreschools.com,400 North Broadway Street,Moore,OK,73160,07-08,64,
CLEVELAND   ,MOORE                         ,14-I002,690,SOUTHRIDGE JHS                ,212,(405) 735-4680,Melanie Smith,melaniesmith@mooreschools.com,14141 S Pennsylvania,Oklahoma City,OK,73170,07-07,20,
CLEVELAND   ,MOORE                         ,14-I002,705,MOORE HS                      ,2463,(405) 735-4700,Mike Coyle,mikecoyle@mooreschools.com,300 North Eastern Avenue,Moore,OK,73160,09-12,216,
CLEVELAND   ,MOORE                         ,14-I002,710,WESTMOORE HS                  ,2298,(405) 735-4800,Mark Hunt,markhunt@mooreschools.com,12613 South Western Avenue,Oklahoma City,OK,73170,09-12,143,
CLEVELAND   ,MOORE                         ,14-I002,715,SOUTHMOORE HS                 ,2035,(405) 735-4900,Danny Reed,dannyreed@mooreschools.com,2901 South Santa Fe,Moore,OK,73170,09-12,142,
CLEVELAND   ,NORMAN                        ,14-I029,107,LAKEVIEW ES                   ,197,(405) 366-5899,Paula Palermo,paulap@norman.k12.ok.us,3310 108Th Avenue Northeast,Norman,OK,73071,PK-05,25,
CLEVELAND   ,NORMAN                        ,14-I029,110,ADAMS ES                      ,604,(405) 366-5972,Patricia Thomason,thomasonp@norman.k12.ok.us,817 Denison Drive,Norman,OK,73069,PK-05,39,
CLEVELAND   ,NORMAN                        ,14-I029,112,CLEVELAND ES                  ,596,(405) 366-5875,Ty Bell,tbell4@norman.k12.ok.us,500 North Sherry Avenue,Norman,OK,73069,PK-05,46,
CLEVELAND   ,NORMAN                        ,14-I029,115,JACKSON ES                    ,556,(405) 366-5884,Craig Stevens,cstevens@norman.k12.ok.us,520 Wylie Road,Norman,OK,73069,PK-05,44,
CLEVELAND   ,NORMAN                        ,14-I029,120,JEFFERSON ES                  ,381,(405) 366-5889,Dominic Barone,dbarone@norman.k12.ok.us,250 North Cockrel Avenue,Norman,OK,73071,PK-05,55,
CLEVELAND   ,NORMAN                        ,14-I029,122,KENNEDY ES                    ,482,(405) 366-5894,Montie Koehn,mkoehn@norman.k12.ok.us,621 Sunrise Street,Norman,OK,73071,PK-05,36,
CLEVELAND   ,NORMAN                        ,14-I029,125,LINCOLN ES                    ,302,(405) 366-5904,Olivia Dean,oscarce@norman.k12.ok.us,915 Classen Boulevard,Norman,OK,73071,PK-05,30,
CLEVELAND   ,NORMAN                        ,14-I029,130,MADISON ES                    ,405,(405) 366-5910,Annette Williams,annettew@norman.k12.ok.us,500 James Drive,Norman,OK,73072,PK-05,36,
CLEVELAND   ,NORMAN                        ,14-I029,135,MCKINLEY ES                   ,321,(405) 366-5914,Carol Emerson,cemerson@norman.k12.ok.us,728 South Flood Avenue,Norman,OK,73069,PK-05,26,
CLEVELAND   ,NORMAN                        ,14-I029,140,EISENHOWER ES                 ,610,(405) 366-5879,Kelly Mccollom,kmccollom@norman.k12.ok.us,1415 Fairlawn Drive,Norman,OK,73071,PK-05,40,
CLEVELAND   ,NORMAN                        ,14-I029,145,WILSON ES                     ,322,(405) 366-5932,Chris Crelia,ccrelia@norman.k12.ok.us,800 North Peters Avenue,Norman,OK,73069,PK-05,33,
CLEVELAND   ,NORMAN                        ,14-I029,150,MONROE ES                     ,439,(405) 366-5927,Lori Connery,lconnery@norman.k12.ok.us,1601 Mcgee Drive,Norman,OK,73072,PK-05,39,
CLEVELAND   ,NORMAN                        ,14-I029,151,RONALD REAGAN ES              ,569,(405) 366-5994,Kelly Otis,kotis@norman.k12.ok.us,1601 24Th Ave Se,Norman,OK,73071,PK-05,59,
CLEVELAND   ,NORMAN                        ,14-I029,153,ROOSEVELT ES                  ,637,(405) 447-6581,Tiffany Dixon,tdixon2@norman.k12.ok.us,4250 West Tecumseh Road,Norman,OK,73072,PK-05,47,
CLEVELAND   ,NORMAN                        ,14-I029,155,TRUMAN ES                     ,415,(405) 366-5980,Robye Jackson,rjackson@norman.k12.ok.us,600 Parkside Road,Norman,OK,73072,03-05,34,
CLEVELAND   ,NORMAN                        ,14-I029,160,WASHINGTON ES                 ,551,(405) 366-5984,Linda Parsons,lparsons@Norman.k12.ok.us,600 48Th Street Southeast,Norman,OK,73026,PK-05,39,
CLEVELAND   ,NORMAN                        ,14-I029,165,TRUMAN PRIMARY SCHOOL         ,498,(405) 366-5949,Kristie Eselin,keselin@norman.k12.ok.us,601 Meadow Ridge Road,Norman,OK,73072,PK-06,40,
CLEVELAND   ,NORMAN                        ,14-I029,170,DIMENSIONS ACADEMY            ,94,(405) 579-1880,Paul Tryggestad,tryggestad@norman.k12.ok.us,1101 East Main Street,Norman,OK,73071,KG-08,32,
CLEVELAND   ,NORMAN                        ,14-I029,500,IRVING MS                     ,877,(405) 366-5941,Alice Graddy,aliceg@norman.k12.ok.us,125 Vicksburg Avenue,Norman,OK,73071,06-08,62,
CLEVELAND   ,NORMAN                        ,14-I029,501,ALCOTT MS                     ,724,(405) 366-5845,Dana Morris,dmorris@norman.k12.ok.us,1919 West Boyd Street,Norman,OK,73069,06-08,52,
CLEVELAND   ,NORMAN                        ,14-I029,502,LONGFELLOW MS                 ,709,(405) 366-5948,Shelly Ellis,sellis@norman.k12.ok.us,215 North Ponca Avenue,Norman,OK,73071,06-08,64,
CLEVELAND   ,NORMAN                        ,14-I029,504,WHITTIER MS                   ,1120,(405) 366-5956,Gayla Mears,gmears@norman.k12.ok.us,2000 West Brooks Street,Norman,OK,73069,06-08,69,
CLEVELAND   ,NORMAN                        ,14-I029,705,NORMAN HS                     ,2001,(405) 366-5812,Scott Beck,sbeck@norman.k12.ok.us,911 West Main Street,Norman,OK,73069,09-12,149,
CLEVELAND   ,NORMAN                        ,14-I029,710,NORMAN NORTH HS               ,2378,(405) 366-5954,Peter Liesenfeld,peterl@norman.k12.ok.us,1809 Stubbeman Avenue,Norman,OK,73069,09-12,189,
CLEVELAND   ,NORMAN                        ,14-I029,740,DIMENSIONS ACADEMY            ,258,(405) 579-1880,Paul Tryggestad,tryggestad@norman.k12.ok.us,1101 East Main Street,Norman,OK,73071,09-12,35,
CLEVELAND   ,NOBLE                         ,14-I040,105,KATHERINE I. DAILY ES         ,546,(405) 872-3406,Michael Prior,MPrior@nobleps.com,300 South Fifth Street,Noble,OK,73068,PK-01,35,
CLEVELAND   ,NOBLE                         ,14-I040,110,PIONEER INTERMEDIATE ES       ,412,(405) 872-3472,Karen Canfield,KCanfield@nobleps.com,611 Ash Street,Noble,OK,73068,04-05,27,
CLEVELAND   ,NOBLE                         ,14-I040,115,JOHN K. HUBBARD ES            ,442,(405) 872-9201,Nathan Gray,NGray@nobleps.com,1104 Maguire Road,Noble,OK,73068,02-03,33,
CLEVELAND   ,NOBLE                         ,14-I040,510,CURTIS INGE MS                ,619,(405) 872-3495,Ronnie Fulks,RFulks@nobleps.com,1201 North Eighth Street,Noble,OK,73068,06-08,59,
CLEVELAND   ,NOBLE                         ,14-I040,705,NOBLE HS                      ,839,(405) 872-3441,Steve Barrett,Sbarrett@nobleps.com,4601 East Etowah Road,Noble,OK,73068,09-12,63,
CLEVELAND   ,LEXINGTON                     ,14-I057,105,LEXINGTON ES                  ,490,(405) 527-7236,Julie Malone,jmalone@lexington.k12.ok.us,420 Northeast Fourth Street,Lexington,OK,73051,PK-04,40,
CLEVELAND   ,LEXINGTON                     ,14-I057,110,LEXINGTON INTERMEDIATE SCHOOL ,140,(405) 527-7236,Julie Malone,jmalone@lexington.k12.ok.us,420 Northeast Fourth Street,Lexington,OK,73051,05-06,22,
CLEVELAND   ,LEXINGTON                     ,14-I057,510,LEXINGTON MS                  ,182,() -,,,,,,,07-08,25,
CLEVELAND   ,LEXINGTON                     ,14-I057,705,LEXINGTON HS                  ,313,(405) 527-7236,David Mclain,dmcclain@lexington.k12.ok.su,801 East Broadway,Lexington,OK,73051,09-12,35,
CLEVELAND   ,LITTLE AXE                    ,14-I070,105,LITTLE AXE ES                 ,641,(405) 447-0913,Brian Tupper,brian.tupper@littleaxepss.org,2000 168Th Avenue Northeast,Norman,OK,73026,PK-05,44,
CLEVELAND   ,LITTLE AXE                    ,14-I070,505,LITTLE AXE MS                 ,288,(405) 329-2156,Dalton Griffin,dalton.griffin@littleaxeps.org,2000 168Th Avenue Northeast,Norman,OK,73026,06-08,33,
CLEVELAND   ,LITTLE AXE                    ,14-I070,715,LITTLE AXE HS                 ,351,(405) 329-1612,Barry Thomas,carrie.tucker@littleaxeps.org,2000 168Th Avenue Northeast,Norman,OK,73026,09-12,35,
COAL        ,COTTONWOOD                    ,15-C004,105,COTTONWOOD PUBLIC SCHOOL      ,178,(580) 927-3907,John Daniel,jdaniel@cottonwoodps.org,Post Office Box 347,Coalgate,OK,74538,PK-08,25,
COAL        ,COALGATE                      ,15-I001,105,EMERSON ES                    ,383,(580) 927-2350,Charles Canida,ctcanida@coalgateschools.org,2 West Cedar,Coalgate,OK,74538,PK-06,39,
COAL        ,COALGATE                      ,15-I001,505,WALLACE BYRD MS               ,115,(580) 927-3560,Phil Wilkenson,pwilkenson@coalgateschools.org,2 West Cedar,Coalgate,OK,74538,07-08,26,
COAL        ,COALGATE                      ,15-I001,705,COALGATE HS                   ,219,(580) 927-2592,Kris Hall,khall@coalgateschools.org,2 West Cedar,Coalgate,OK,74538,09-12,28,
COAL        ,TUPELO                        ,15-I002,105,TUPELO ES                     ,191,(580) 845-2802,Lance Britt,lbritt@tupelo.k12.ok.us,200 South 7Th,Tupelo,OK,74572,PK-08,19,
COAL        ,TUPELO                        ,15-I002,705,TUPELO HS                     ,86,(580) 845-2381,Jeff Hiatt,jhiatt@tupelo.k12.ok.us,200 South 7Th,Tupelo,OK,74572,09-12,15,
COMANCHE    ,FLOWER MOUND                  ,16-C048,105,FLOWER MOUND PUBLIC SCHOOL    ,333,(580) 353-4088,Dax Trent,dtrent@flowermound.k12.ok.us,2805 Southeast Flower Mound Road,Lawton,OK,73501,PK-05,19,
COMANCHE    ,BISHOP                        ,16-C049,105,BISHOP PUBLIC SCHOOL          ,536,(580) 353-4870,Howard Hampton,hamptonh@bishop.k12.ok.us,2204 Southwest Bishop Road,Lawton,OK,73505,PK-06,29,
COMANCHE    ,CACHE                         ,16-I001,105,CACHE PRIMARY ES              ,335,(580) 429-3542,Jacqueline Green,jgreen@cache.k12.ok.us,102 East H Ave,Cache,OK,73527,PK-01,28,
COMANCHE    ,CACHE                         ,16-I001,110,CACHE INTERMEDIATE ES         ,397,(580) 429-8536,Rellon Sampler,ssampler@cache.k12.ok.us,102 East H Ave,Cache,OK,73527,02-04,29,
COMANCHE    ,CACHE                         ,16-I001,505,CACHE MS                      ,312,(580) 429-8489,Mitch Ange,mange@cache.k12.ok.us,102 East H Ave,Cache ,OK,73527,07-08,33,
COMANCHE    ,CACHE                         ,16-I001,530,CACHE 5TH AND 6TH GRADE MS    ,293,(580) 429-0222,Debbie Hoffman,dhoffman@cache.k12.ok.us,102 East H Ave,Cache,OK,73527,05-06,30,
COMANCHE    ,CACHE                         ,16-I001,705,CACHE HS                      ,533,(580) 429-3214,Cindy White,cindy.white@cacheps.org,102 East H Ave,Cache,OK,73527,09-12,50,
COMANCHE    ,INDIAHOMA                     ,16-I002,105,INDIAHOMA ES                  ,148,(580) 246-3333,Greg Ellis,greg.ellis@indiahomaps.org,307 Chebahtah,Indiahoma,OK,73552,PK-08,22,
COMANCHE    ,INDIAHOMA                     ,16-I002,705,INDIAHOMA HS                  ,63,(580) 246-3333,Greg Ellis,gellis@indiahoma.k12.ok.us,307 Chebahtah,Indiahoma,OK,73552,09-12,13,
COMANCHE    ,STERLING                      ,16-I003,105,STERLING ES                   ,295,(580) 365-4166,Sandra Fehring,sfehring@sterling.k12.ok.us,Post Office Box 158,Sterling,OK,73567,PK-08,28,
COMANCHE    ,STERLING                      ,16-I003,705,STERLING HS                   ,121,(580) 365-4303,Marty Curry,currym@sterling.k12.ok.us,Post Office Box 158,Sterling,OK,73567,09-12,16,
COMANCHE    ,GERONIMO                      ,16-I004,105,GERONIMO ES                   ,195,(580) 353-0882,Amy Latimer,ALATIMER@GERONIMO.K12.OK.US,800 West Main Street,Geronimo,OK,73543,PK-06,15,
COMANCHE    ,GERONIMO                      ,16-I004,505,GERONIMO MS                   ,48,(580) 355-3160,Heath Selcer,HSELCER@GERONIMO.K12.OK.US,800 West Main Street,Geronimo,OK,73543,07-08,10,
COMANCHE    ,GERONIMO                      ,16-I004,705,GERONIMO HS                   ,89,(580) 355-3160,Heath Selcer,HSELCER@GERONIMO.K12.OK.US,800 West Main Street,Geronimo,OK,73543,09-12,13,
COMANCHE    ,LAWTON                        ,16-I008,105,ADAMS ES                      ,240,(580) 353-7983,Lisa Bell,labell@lawtonps.org,3501 Northwest Ferris Avenue,Lawton,OK,73505,KG-05,16,
COMANCHE    ,LAWTON                        ,16-I008,106,ALMOR WEST ES                 ,329,(580) 536-6006,Stan Melby,smelby@lawtonps.org,6902 Southwest Delta Avenue,Lawton,OK,73505,PK-05,22,
COMANCHE    ,LAWTON                        ,16-I008,108,CARRIAGE HILLS ES             ,357,(580) 248-6161,Cheryl Scammahorn,cadams@lawtonps.org,215 Southeast Warwick Way,Lawton,OK,73501,PK-05,23,
COMANCHE    ,LAWTON                        ,16-I008,110,CLEVELAND ES                  ,395,(580) 353-8861,Calvin Prince,cprince@lawtonps.org,1202 Southwest 27Th Street,Lawton,OK,73505,PK-05,25,
COMANCHE    ,LAWTON                        ,16-I008,114,CROSBY PARK ES                ,292,(580) 353-7107,Dana Moore,dmoore@lawtonps.org,1602 Northwest Horton Boulevard,Lawton,OK,73505,KG-05,20,
COMANCHE    ,LAWTON                        ,16-I008,122,EDISON ES                     ,436,(580) 536-4223,Donna Catlin,dcatlin@lawtonps.org,5801 Northwest Columbia Avenue,Lawton,OK,73505,KG-05,27,
COMANCHE    ,LAWTON                        ,16-I008,125,EISENHOWER ES                 ,324,(580) 355-4599,Tamie Barrett,tbarrett@lawtonps.org,315 Southwest 52Nd Street,Lawton,OK,73505,KG-05,20,
COMANCHE    ,LAWTON                        ,16-I008,127,FREEDOM ES                    ,1133,(580) 713-0060,,,5720 Geronimo Road,Lawton,OK,73503,PK-05,57,
COMANCHE    ,LAWTON                        ,16-I008,140,RIDGECREST ES                 ,520,(580) 355-6033,Ora Fitzgerald,ofitzgerald@lawtonps.org,1614 Northwest 47Th Street,Lawton,OK,73505,KG-05,38,
COMANCHE    ,LAWTON                        ,16-I008,148,HUGH BISH ES                  ,344,(580) 248-2244,Sherry Havron,shavron@lawtonps.org,5611 Northwest Alan A Dale Lane,Lawton,OK,73505,KG-05,70,
COMANCHE    ,LAWTON                        ,16-I008,160,BEGINNINGS ACADEMY            ,384,(580) 585-6407,Rhonda Weber,rweber@lawtonps.org,501 Northwest Woodridge Drive,Lawton,OK,73507,PK-PK,19,
COMANCHE    ,LAWTON                        ,16-I008,165,LINCOLN ES                    ,387,(580) 355-4799,David Dehaven,ddehaven@lawtonps.org,601 Southwest Park Avenue,Lawton,OK,73501,PK-05,24,
COMANCHE    ,LAWTON                        ,16-I008,168,PAT HENRY ES                  ,530,(580) 355-2617,Karen Cooksey,kcooksey@lawtonps.org,1401 Northwest Bessie Avenue,Lawton,OK,73507,KG-05,43,
COMANCHE    ,LAWTON                        ,16-I008,173,PIONEER PARK ES               ,404,(580) 355-5844,Sally Greenlee,sgreenlee@lawtonps.org,3005 Northeast Angus Place,Lawton,OK,73507,KG-05,21,
COMANCHE    ,LAWTON                        ,16-I008,183,SULLIVAN VILLAGE ES           ,487,(580) 355-0800,Brenda Breeze,bbreeze@lawtonps.org,3802 Southeast Elmhurst Lane,Lawton,OK,73501,PK-05,29,
COMANCHE    ,LAWTON                        ,16-I008,195,WASHINGTON ES                 ,227,(580) 353-6299,Traci Newell,tnewell@lawtonps.org,805 Northwest Columbia Avenue,Lawton,OK,73507,PK-05,13,
COMANCHE    ,LAWTON                        ,16-I008,200,LEARNING TREE ACADEMY         ,194,(580) 355-6197,Rhonda Weber,rweber@lawtonps.org,1908 Northwest 38Th Street,Lawton,OK,73505,PK-PK,13,
COMANCHE    ,LAWTON                        ,16-I008,205,WHITTIER ES                   ,317,(580) 355-5238,Melanie Nungesser,mnungesser@lawtonps.org,1115 Northwest Laird Avenue,Lawton,OK,73507,KG-05,17,
COMANCHE    ,LAWTON                        ,16-I008,220,WOODLAND HILLS ES             ,480,(580) 536-7991,Lisa Carson,lcarson@lawtonps.org,405 Northwest Woodland Drive,Lawton,OK,73505,PK-05,23,
COMANCHE    ,LAWTON                        ,16-I008,530,MACARTHUR MS                  ,788,(580) 353-5111,Regina Lambert,rlambert@lawtonps.org,510 Northeast 45Th Street,Lawton,OK,73507,06-08,67,
COMANCHE    ,LAWTON                        ,16-I008,535,CENTRAL MS                    ,736,(580) 355-8544,Blake Thomas,bthomas@lawtonps.org,1201 Northwest Fort Sill Boulevard,Lawton,OK,73507,06-08,92,
COMANCHE    ,LAWTON                        ,16-I008,540,TOMLINSON MS                  ,709,(580) 585-6416,Eddie Williams,ewilliams@lawtonps.org,702 Northwest Homestead Drive,Lawton,OK,73505,06-08,68,
COMANCHE    ,LAWTON                        ,16-I008,545,EISENHOWER MS                 ,858,(580) 353-1040,Beverly Mattingly,bmattingly@lawtonps.org,5702 West Gore Boulevard,Lawton,OK,73505,06-08,66,
COMANCHE    ,LAWTON                        ,16-I008,705,EISENHOWER HS                 ,1249,(580) 355-9144,Charlotte Oates,coates@lawtonps.org,5202 West Gore Boulevard,Lawton,OK,73505,09-12,91,
COMANCHE    ,LAWTON                        ,16-I008,710,LAWTON HS                     ,1734,(580) 355-5170,Regina Deloach,rdeloach@lawtonps.org,601 Northwest Fort Sill Boulevard,Lawton,OK,73507,09-12,119,
COMANCHE    ,LAWTON                        ,16-I008,715,MACARTHUR HS                  ,1124,(580) 355-5230,Rod Elam,relam@lawtonps.org,4402 East Gore Boulevard,Lawton,OK,73501,09-12,77,
COMANCHE    ,FLETCHER                      ,16-I009,105,FLETCHER ES                   ,286,(580) 549-6020,Sandra Butler,sbuter@fletcherschools.org,Post Office Box 489,Fletcher,OK,73541,PK-06,21,
COMANCHE    ,FLETCHER                      ,16-I009,615,FLETCHER JHS                  ,63,(580) 549-3031,Amanda Grimes,agrimes@fletcherschools.org,Post Office Box 489,Fletcher,OK,73541,07-08,16,
COMANCHE    ,FLETCHER                      ,16-I009,715,FLETCHER HS                   ,133,(580) 549-6015,Amanda Grimes,agrimes@fletcherschools.org,Post Office Box 489,Fletcher,OK,73541,09-12,17,
COMANCHE    ,ELGIN                         ,16-I016,105,ELGIN ES                      ,924,(580) 492-3680,Robert Hughes,rhughes@elginps.net,Post Office Box 369,Elgin,OK,73538,PK-04,50,
COMANCHE    ,ELGIN                         ,16-I016,105,ELGIN ES                      ,924,(580) 492-3680,Todd Osborn,tosborn@elginps.net,Post Office Box 369,Elgin,OK,73538,PK-04,50,
COMANCHE    ,ELGIN                         ,16-I016,505,ELGIN MS                      ,670,(580) 492-3655,Melissa Hitt,mhitt@elginps.net,Post Office Box 369,Elgin,OK,73538,05-08,45,
COMANCHE    ,ELGIN                         ,16-I016,705,ELGIN HS                      ,673,(580) 492-3670,Curtis Lorah,clorah@elginps.net,Post Office Box 369,Elgin,OK,73538,09-12,51,
COMANCHE    ,CHATTANOOGA                   ,16-I132,105,CHATTANOOGA ES                ,153,(580) 597-6638,Cristy Fischer,cfischer@chatty.k12.ok.us,Po Box 129,Chattanooga,OK,73528,PK-08,22,
COMANCHE    ,CHATTANOOGA                   ,16-I132,705,CHATTANOOGA HS                ,71,(580) 597-3347,James Higdon,jhigdon@chatty.k12.ok.us,Po Box 129,Chattanooga,OK,73528,09-12,17,
COTTON      ,WALTERS                       ,17-I001,105,WALTERS ES                    ,352,(580) 875-3144,Danna Thompson,dnthompson@waltersps.org,418 South Broadway Street,Walters,OK,73572,PK-05,28,
COTTON      ,WALTERS                       ,17-I001,505,WALTERS MS                    ,148,(580) 875-3214,Laurie Graham,lkgraham@waltersps.org,418 South Broadway Street,Walters,OK,73572,06-08,22,
COTTON      ,WALTERS                       ,17-I001,705,WALTERS HS                    ,211,(580) 875-3257,Laura Booher,llbooher@waltersps.org,418 South Broadway Street,Walters,OK,73572,09-12,30,
COTTON      ,TEMPLE                        ,17-I101,105,TEMPLE ES                     ,131,(580) 342-6839,Kolby Johnson,kjohnson@temple.k12.ok.us,Post Office Box 400,Temple,OK,73568,PK-08,16,
COTTON      ,TEMPLE                        ,17-I101,715,TEMPLE HS                     ,46,(580) 342-6221,Kolby Johnson,kjohnson@temple.k12.ok.us,Post Office Box 400,Temple,OK,73568,09-12,8,
COTTON      ,BIG PASTURE                   ,17-I333,105,BIG PASTURE ES                ,154,(580) 281-3460,Diane Bejessie,dianelar@yahoo.com,Post Office Box 167,Randlett,OK,73562,PK-08,18,
COTTON      ,BIG PASTURE                   ,17-I333,705,BIG PASTURE HS                ,43,(580) 281-3276,Danny Mccuiston,dmccuiston@bigpasture.org,Post Office Box 167,Randlett,OK,73562,09-12,11,
CRAIG       ,WHITE OAK                     ,18-C001,105,WHITE OAK PUBLIC SCHOOL       ,46,(918) 256-4484,David Money,dmoney@whiteoakschool.net,27355 South 4340 Road,Vinita,OK,74301,PK-08,7,
CRAIG       ,KETCHUM                       ,18-I006,105,KETCHUM ES                    ,270,(918) 782-9543,Joy Taylor,jtaylor@ketchumwarrior.com,Post Office Box 720,Ketchum,OK,74349,PK-05,27,
CRAIG       ,KETCHUM                       ,18-I006,505,KETCHUM MS                    ,125,(918) 782-3242,Jennifer Turner,jturner@ketchumwarriors.com,Post Office Box 720,Ketchum,OK,74349,06-08,19,
CRAIG       ,KETCHUM                       ,18-I006,705,KETCHUM HS                    ,202,(918) 782-4481,Joe Gramlich,jgramlich@ketchumwarriors.com,Post Office Box 720,Ketchum,OK,74349,09-12,23,
CRAIG       ,WELCH                         ,18-I017,115,WELCH ES                      ,171,(918) 788-3129,Kim Hall,khall@welchwildcats.net,Po Box 189,Welch,OK,74369,PK-05,18,
CRAIG       ,WELCH                         ,18-I017,515,WELCH MS                      ,64,(918) 788-3129,Kim Hall,khall@welchwildcats.net,Po Box 189,Welch,OK,74369,06-08,22,
CRAIG       ,WELCH                         ,18-I017,715,WELCH HS                      ,108,(918) 788-3129,Rc Mckeon,cmckeon@welchwildcats.net,Po Box 189,Welch,OK,74369,09-12,30,
CRAIG       ,BLUEJACKET                    ,18-I020,105,BLUEJACKET ES                 ,85,(918) 784-2266,Amy Rogers,arogers@bluejacket.k12.ok.us,Post Office Box 29,Bluejacket,OK,74333,PK-05,9,
CRAIG       ,BLUEJACKET                    ,18-I020,505,BLUEJACKET MS                 ,61,(918) 784-2133,Tracy Mendez,tmendez@bluejacket.k12.ok.us,Post Office Box 29,Bluejacket,OK,74333,06-08,9,
CRAIG       ,BLUEJACKET                    ,18-I020,705,BLUEJACKET HS                 ,78,(918) 784-2133,Shellie Baker,sbaker@bluejacket.k12.ok.us,Post Office Box 29,Bluejacket,OK,74333,09-12,10,
CRAIG       ,VINITA                        ,18-I065,200,VINITA ES                     ,741,(918) 256-5350,Holly Lankford,lankfoha@vinitahornets.com,101 S. Smith,Vinita,OK,74301,PK-05,58,
CRAIG       ,VINITA                        ,18-I065,200,VINITA ES                     ,741,(918) 256-5350,Mary Smith,smithml@vinitahornets.com,101 S. Smith,Vinita,OK,74301,PK-05,58,
CRAIG       ,VINITA                        ,18-I065,510,EWING HALSELL MS              ,346,(918) 256-2402,Duwayne King,kingdl@vinitahornets.com,226 North Miller,Vinita,OK,74301,06-08,35,
CRAIG       ,VINITA                        ,18-I065,705,VINITA HS                     ,490,(918) 256-6777,Michelle Gibson,gibsontm@vinitahornets.com,801 North Adair,Vinita,OK,74301,09-12,52,
CREEK       ,LONE STAR                     ,19-C008,105,LONE STAR PUBLIC SCHOOL       ,904,(918) 224-0201,Justin Whitehouse,jwhitehouse@lonestar.k12.ok.us,2945 S Hickory,Sapulpa,OK,74066,PK-08,62,
CREEK       ,GYPSY                         ,19-C012,105,GYPSY PUBLIC SCHOOL           ,82,(918) 324-5365,Rachel Collins,rcollins@gypsy.k12.ok.us,30899 South 417Th West Avenue,Depew,OK,74028,PK-08,11,
CREEK       ,PRETTY WATER                  ,19-C034,105,PRETTY WATER PUBLIC SCHOOL    ,265,(918) 224-4952,Jeff Taylor,jtaylor@prettywater.k12.ok.us,15223 West 81St Street,Sapulpa,OK,74066,PK-08,16,
CREEK       ,ALLEN-BOWDEN                  ,19-C035,105,ALLEN-BOWDEN PUBLIC SCHOOL    ,403,(918) 224-4440,Dawna Watkins,d-watkins@allenbowden.k12.ok.us,7049 Frankoma Road,Tulsa,OK,74131,PK-08,29,
CREEK       ,BRISTOW                       ,19-I002,110,EDISON ES                     ,521,(918) 367-5521,Debbie Ponder,dponder@bristow.k12.ok.us,111 W. 9Th Ave.,Bristow,OK,74010,PK-02,37,
CREEK       ,BRISTOW                       ,19-I002,115,COLLINS ES                    ,400,(918) 367-5551,Vicki Groom,vgroom@bristow.k12.ok.us,420 N. Main,Bristow,OK,74010,03-05,31,
CREEK       ,BRISTOW                       ,19-I002,505,BRISTOW MS                    ,393,(918) 367-3551,Brian Burden,bburden@bristow.k12.ok.us,420 N. Main,Bristow,OK,74010,06-08,46,
CREEK       ,BRISTOW                       ,19-I002,705,BRISTOW HS                    ,467,(918) 367-2241,Brandon Poteet,bpoteet@bristow.k12.ok.us,420 N. Main,Bristow,OK,74010,09-12,52,
