OBJECTID,LARID,LARNAME,CLASSIFICATION,GISACRES,CREATOR,CREATEDATE,LASTEDITOR,LASTEDITDATE,REGION,AGENCY,GlobalID,ShapeSTArea,ShapeSTLength
120,LAR0122,Coyote Valley LAR,1,133.7166792,,,BRENT.SHAFRANEK,2020/12/07 16:36:02+00,Pacific,Central California,{8BCF6EAF-03F3-4B14-9890-6317AEEE226F},3.38140567718375e-05,0.0370478976974976
121,LAR0123,Cuyapaipe LAR,1,7872.32593544,,,BRENT.SHAFRANEK,2020/12/07 16:38:25+00,Pacific,Southern California,{55949232-8230-41BA-B964-F011BBE95147},0.00213556254752116,0.277555863943805
122,LAR0124,Dry Creek LAR,1,153.76339611,,,BRENT.SHAFRANEK,2020/12/07 16:26:27+00,Pacific,Central California,{0CDB2FE5-9FEE-473A-A333-5BDD17FEC886},3.9187671424529e-05,0.0321822606311517
123,LAR0125,Elem LAR,1,82.1376182,,,BRENT.SHAFRANEK,2020/12/07 16:36:02+00,Pacific,Central California,{44F05DC1-E0FC-4F90-831B-5F1703B58C45},2.08432451342975e-05,0.0227328385117456
124,LAR0126,Elk Valley LAR,1,873.03502888,,,BRENT.SHAFRANEK,2020/12/07 16:26:46+00,Pacific,Northern California,{7ADD720E-5E46-4F05-ABB6-FB19A399BDC0},0.000212695796120176,0.105845187417566
125,LAR0127,Enterprise LAR,1,132.6376402,,,BRENT.SHAFRANEK,2020/12/07 16:26:59+00,Pacific,Central California,{D84800E1-7E94-4E64-9BC4-6E84041CBE6A},3.35160119133655e-05,0.0330151087089562
126,LAR0128,Fort Bidwell LAR,1,6407.51072462,,,BRENT.SHAFRANEK,2020/12/07 16:36:36+00,Pacific,Northern California,{A2E81D63-4FF7-4377-AECF-59DE57E276B8},0.00155843564656593,0.211658517086473
127,LAR0129,Fort Independence LAR,1,877.6290754,,,BRENT.SHAFRANEK,2020/12/07 16:36:02+00,Pacific,Central California,{29F28D91-9F7B-4D3C-BD2F-D64211DB5D1C},0.000229371771557264,0.0814655684993871
128,LAR0130,Graton LAR,1,411.96359413,,,BRENT.SHAFRANEK,2020/12/07 16:36:02+00,Pacific,Central California,{6C670841-9FEF-4431-A1ED-89F9F66A0BCC},0.00010549739707667,0.0862658098091578
129,LAR0131,Greenville LAR,1,475.41066485,,,BRENT.SHAFRANEK,2020/12/07 16:27:56+00,Pacific,Northern California,{04E9BB58-622F-4452-AD2D-56C9BA8F8C8D},0.000118642749015165,0.0751496577607251
130,LAR0132,Grindstone Indian LAR,1,175.84150092,,,BRENT.SHAFRANEK,2020/12/07 16:36:02+00,Pacific,Central California,{47141A1C-3425-491B-913B-AA3FD62B9C7B},4.37830919065225e-05,0.0321897078187278
131,LAR0133,Guidiville LAR,1,78.31092445,,,BRENT.SHAFRANEK,2020/12/07 16:28:22+00,Pacific,Central California,{FBA8CDE5-C42B-4770-936A-BC2159F854CC},1.98284609424605e-05,0.0334513973087577
132,LAR0134,Hoopa Valley LAR,1,159599.52176418,,,BRENT.SHAFRANEK,2020/12/07 16:36:36+00,Pacific,Northern California,{5E0F5E81-0594-4049-A87C-D32442794B96},0.0392764554857257,0.802641055933917
133,LAR0135,Hopland LAR,1,3501.30898238,,,BRENT.SHAFRANEK,2020/12/07 16:28:43+00,Pacific,Central California,{67E6CA6C-83E5-4ED8-9B5A-1FC35315D350},0.000888662511392965,0.193885105917649
134,LAR0136,Inaja and Cosmit LAR,1,1269.68525988,,,BRENT.SHAFRANEK,2020/12/07 16:38:25+00,Pacific,Southern California,{0F2D2BCB-482E-4881-A782-D36A3790301F},0.000347704840655933,0.100910300176423
135,LAR0137,Jackson LAR,1,2245.1432587,,,BRENT.SHAFRANEK,2020/12/07 16:36:02+00,Pacific,Central California,{A61410FF-1616-45B3-B25B-16CF7D01DEDB},0.000574773775214491,0.152108475906815
136,LAR0138,Jamul LAR,1,8.78564096,,,BRENT.SHAFRANEK,2020/12/07 16:38:25+00,Pacific,Southern California,{E320EC42-A006-42B4-BF24-BE7ABDFC6AA7},2.4143016119525e-06,0.0103953906278171
137,LAR0139,Karuk LAR,1,1265.70022279,,,BRENT.SHAFRANEK,2020/12/07 16:29:29+00,Pacific,Northern California,{C462738A-AC15-4AFB-A6D2-3B31E5CFB3BE},0.000308505063056419,0.271723308825159
138,LAR0140,La Jolla LAR,1,12688.25098021,,,BRENT.SHAFRANEK,2020/12/07 16:29:39+00,Pacific,Southern California,{4EF55834-299F-421C-B2C6-D798CB6CD1EE},0.00346351878653641,0.457662121956321
139,LAR0141,La Posta LAR,1,5467.11074666,,,BRENT.SHAFRANEK,2020/12/07 16:38:25+00,Pacific,Southern California,{5EDB7456-EC69-4F86-92F0-5C8C3E79E35B},0.00150187361991607,0.254403274755304
140,LAR0142,Laytonville LAR,1,341.53913767,,,BRENT.SHAFRANEK,2020/12/07 16:36:02+00,Pacific,Central California,{AE08522A-DACD-4D77-BA57-94D19067A32C},8.5854329831285e-05,0.04277434167613
141,LAR0143,Likely LAR,1,2.32939744,,,BRENT.SHAFRANEK,2020/12/07 16:36:36+00,Pacific,Northern California,{120A6717-F123-41A0-806C-797C3084F417},5.723307002245e-07,0.00308865424263361
142,LAR0144,Lone Pine LAR,1,372.85011338,,,BRENT.SHAFRANEK,2020/12/07 16:36:03+00,Pacific,Central California,{938D619F-0F11-4477-A3FC-BEE659662DA8},9.7756199598112e-05,0.0504120328831895
143,LAR0145,Lookout LAR,1,71.2447432,,,BRENT.SHAFRANEK,2020/12/07 16:36:36+00,Pacific,Northern California,{A753090F-72C4-4C6F-8699-F6562AC00053},1.7502262631642e-05,0.0168936201680713
144,LAR0146,Los Coyotes LAR,1,35263.16685118,,,BRENT.SHAFRANEK,2020/12/07 16:38:26+00,Pacific,Southern California,{E79558DD-9E68-45EB-A9BF-7D6D2D2A49A7},0.00962534714937504,0.558962414249279
145,LAR0147,Lytton LAR,1,15.29253754,,,BRENT.SHAFRANEK,2020/12/07 16:31:14+00,Pacific,Northern California,{852454E7-2407-4181-8245-CA192D0D700B},3.9378758379605e-06,0.0110779246701489
146,LAR0148,Manchester Point Arena LAR,1,605.29174108,,,BRENT.SHAFRANEK,2020/12/07 16:31:25+00,Pacific,Central California,{E6C00FA4-573B-4694-AE09-F1D81003BCDD},0.000153748899941399,0.0795708218858812
147,LAR0149,Manzanita LAR,1,6454.41944252,,,BRENT.SHAFRANEK,2020/12/07 16:38:26+00,Pacific,Southern California,{76E1F321-9FD1-4FF9-AEC4-75EB4F022FF1},0.00177265990146551,0.235704637288121
148,LAR0150,Mesa Grande LAR,1,2603.38166865,,,BRENT.SHAFRANEK,2020/12/07 16:31:43+00,Pacific,Southern California,{34957006-9392-4BDF-B6C3-9709E7B9903F},0.000712188086060072,0.274335873296418
149,LAR0151,Middletown LAR,1,181.67663689,,,BRENT.SHAFRANEK,2020/12/07 16:36:03+00,Pacific,Central California,{9E0FF089-0814-4DB9-A2C4-6199F27136D3},4.62840537108055e-05,0.0312938691871065
150,LAR0152,Montgomery Creek LAR,1,120.8693432,,,BRENT.SHAFRANEK,2020/12/07 16:36:36+00,Pacific,Northern California,{B2720670-509D-44F4-B15D-4407D8F8313A},2.9864654255029e-05,0.0232407696077795
151,LAR0153,Mooretown LAR,1,785.65661132,,,BRENT.SHAFRANEK,2020/12/07 16:41:33+00,Pacific,Central California,{862673D5-137B-496E-9E0D-A009E33B6B0B},0.000198413745247531,0.113553101991089
152,LAR0154,Morongo LAR,1,50679.90315579,,,BRENT.SHAFRANEK,2020/12/07 16:38:26+00,Pacific,Southern California,{61DC7B3C-230D-40A0-9973-FA6BC5A7E647},0.0137286502113124,1.76074627806898
153,LAR0155,Northfork LAR,1,224.63364544,,,BRENT.SHAFRANEK,2020/12/07 16:41:41+00,Pacific,Central California,{A3DEA117-77CE-481C-82B6-FA3539B189E2},5.84143641814885e-05,0.0581054534340684
154,LAR0156,Pala LAR,1,19087.71142414,,,BRENT.SHAFRANEK,2020/12/07 16:38:26+00,Pacific,Southern California,{568386F5-C3B4-48C4-8749-64101644A22F},0.00520869831260207,0.91454308951741
155,LAR0157,Paskenta LAR,1,3877.947404,,,BRENT.SHAFRANEK,2020/12/07 16:42:21+00,Pacific,Central California,{2127B84B-D573-42D6-B58E-8BB381D65EF2},0.000972002217910739,0.185993908575289
156,LAR0158,Pauma and Yuima LAR,1,8460.5019055,,,BRENT.SHAFRANEK,2020/12/07 16:38:26+00,Pacific,Southern California,{5D9E7F22-735D-4C9B-8EA5-7F4475FE637F},0.00230760588589999,0.293980676339384
157,LAR0159,Pechanga LAR,1,10042.45208521,,,BRENT.SHAFRANEK,2020/12/07 16:42:33+00,Pacific,Southern California,{D93BE996-0144-45E2-B874-F81572C0F406},0.00273650140562783,0.500718971963171
158,LAR0160,Picayune LAR,1,322.80296665,,,BRENT.SHAFRANEK,2020/12/07 16:36:03+00,Pacific,Central California,{20017A5D-F370-415D-B91B-833B174DFFE4},8.39554922536985e-05,0.0649778116444321
159,LAR0161,Pinoleville LAR,1,180.18705773,,,BRENT.SHAFRANEK,2020/12/07 16:42:42+00,Pacific,Central California,{B2ED5456-DA68-4B92-A220-38BA3CD3BC97},4.56134131654435e-05,0.0395032875782514
160,LAR0162,Potter Valley LAR,1,171.76577005,,,BRENT.SHAFRANEK,2020/12/07 16:42:55+00,Pacific,Central California,{F37E5D13-FC8D-4755-BCC7-693203773013},4.3370662405927e-05,0.0610792332983624
161,LAR0163,Quartz Valley LAR,1,1255.03585924,,,BRENT.SHAFRANEK,2020/12/07 16:43:06+00,Pacific,Northern California,{5F2EAE04-4F3C-46C9-BB02-465F09303F69},0.000306448080362396,0.124388103449314
162,LAR0164,Ramona LAR,1,798.25195912,,,BRENT.SHAFRANEK,2020/12/07 16:38:26+00,Pacific,Southern California,{CC8BE2DC-B542-4924-B846-978FA3BFD70F},0.00021711674327929,0.112847994853121
163,LAR0165,Redding LAR,1,47.83911605,,,BRENT.SHAFRANEK,2020/12/07 16:43:16+00,Pacific,Northern California,{2D4367E2-8376-4692-93CE-99C4A2588A47},1.18784818271915e-05,0.0236887975646503
164,LAR0166,Redwood Valley LAR,1,398.71482566,,,BRENT.SHAFRANEK,2020/12/07 16:43:26+00,Pacific,Central California,{EFF3A9AC-A1BD-4A84-9EC3-34D9ABC77022},0.000100777730322843,0.0726228118176501
165,LAR0167,Resighini LAR,1,420.82885564,,,BRENT.SHAFRANEK,2020/12/07 16:36:36+00,Pacific,Northern California,{BEA38BD8-2048-434F-8212-BB4FAE2ACACA},0.00010290569809653,0.0671151824966713
166,LAR0168,Rincon LAR,1,6602.12241848,,,BRENT.SHAFRANEK,2020/12/07 16:38:26+00,Pacific,Southern California,{D120E20F-05A6-42D8-82B4-B6EB13E67663},0.00180277732961625,0.303812444316927
167,LAR0169,Roaring Creek LAR,1,139.70204088,,,BRENT.SHAFRANEK,2020/12/07 16:36:37+00,Pacific,Northern California,{0B4F59EB-07C0-4A2C-89A2-F677EAA5D6B5},3.4487294606401e-05,0.0240800003738151
168,LAR0170,Robinson LAR,1,481.33425871,,,BRENT.SHAFRANEK,2020/12/07 16:43:35+00,Pacific,Central California,{C8D46163-7C54-4987-8945-62A8F70CC27C},0.000121884310931746,0.132118858740954
169,LAR0171,Rohnerville LAR,1,331.58227176,,,BRENT.SHAFRANEK,2020/12/07 16:43:45+00,Pacific,Northern California,{1F090C14-726F-456A-B446-31E02BD97578},8.21880642204995e-05,0.0591320755936399
170,LAR0172,Round Valley LAR,1,106538.07270549,,,BRENT.SHAFRANEK,2020/12/07 16:43:56+00,Pacific,Central California,{C94D1161-A1B1-4C84-BAF7-ABE8CF747350},0.0267048707120375,2.383707069113
171,LAR0173,San Manuel LAR,1,1414.89469237,,,BRENT.SHAFRANEK,2020/12/07 16:38:27+00,Pacific,Southern California,{1BEAE8CD-F495-4F99-9580-50266DD15B86},0.000382365689516512,0.109844466054174
172,LAR0174,San Pasqual LAR,1,2833.02319415,,,BRENT.SHAFRANEK,2020/12/07 16:44:39+00,Pacific,Southern California,{1163FD84-DF46-4C1B-B5C5-3D8BADC9C412},0.000772657585456538,0.349432877481059
173,LAR0175,Santa Rosa Cahuilla LAR,1,15853.46580877,,,BRENT.SHAFRANEK,2020/12/07 16:38:27+00,Pacific,Southern California,{5C0E58BC-61E1-488E-A3D2-9D0F5FE78A52},0.00431443631857645,0.438119375596455
174,LAR0176,Santa Rosa LAR,1,2474.71006737,,,BRENT.SHAFRANEK,2020/12/07 16:36:03+00,Pacific,Central California,{6ED867FA-CD35-457B-8E06-7B741A2971AB},0.000651901348991703,0.207012147663588
175,LAR0177,Santa Ynez LAR,1,212.9352341,,,BRENT.SHAFRANEK,2020/12/07 16:44:18+00,Pacific,Southern California,{20FFA3DA-7E4B-4BC3-808E-64B990FD8B36},5.72370505467975e-05,0.0649915205608274
176,LAR0178,Santa Ysabel LAR,1,21978.37920474,,,BRENT.SHAFRANEK,2020/12/07 16:44:31+00,Pacific,Southern California,{0031638D-3BDD-41BA-8DA3-0EF5F32FCFED},0.00600817004801053,0.740323426898772
177,LAR0179,Scotts Valley LAR,1,1.33167975,,,BRENT.SHAFRANEK,2020/12/07 16:36:03+00,Pacific,Central California,{4C067AC4-83BC-414E-BBAD-A63868B72C4E},3.376517363435e-07,0.00241682207053759
178,LAR0181,Sherwood Valley LAR,1,896.63077795,,,BRENT.SHAFRANEK,2020/12/07 16:44:50+00,Pacific,Central California,{783E629B-0647-467D-84A4-609B1C4BD07C},0.000226008381368742,0.123193588079585
179,LAR0182,Shingle Springs LAR,1,461.1412607,,,BRENT.SHAFRANEK,2020/12/07 16:45:00+00,Pacific,Central California,{01973040-DFFF-4BD3-B42A-6F381A677C6C},0.00011755469777212,0.100448059211544
180,LAR0183,Smith River LAR,1,370.88586287,,,BRENT.SHAFRANEK,2020/12/07 16:39:06+00,Pacific,Northern California,{561957B3-D71E-438E-B96B-FBE4D6E4CFB5},9.00748577183015e-05,0.0888012881760385
181,LAR0184,Soboba LAR,1,11189.64883118,,,BRENT.SHAFRANEK,2020/12/07 16:38:27+00,Pacific,Southern California,{0F44EDA5-6F96-4297-AA6E-86ED2F6CBB17},0.00303729068932293,0.431854187692363
182,LAR0185,Stewarts Point LAR,1,904.05158558,,,BRENT.SHAFRANEK,2020/12/07 16:36:03+00,Pacific,Central California,{BD0EB233-F5F6-491F-87C0-4A362B02AF91},0.00023056542682614,0.07755635650139
183,LAR0186,Susanville LAR,1,1860.11889405,,,BRENT.SHAFRANEK,2020/12/07 16:45:27+00,Pacific,Northern California,{E3742EA2-2C90-4333-B773-C6D704949378},0.000462513066844127,0.175745614731913
184,LAR0187,Sycuan LAR,1,1421.06132199,,,BRENT.SHAFRANEK,2020/12/07 16:38:27+00,Pacific,Southern California,{4A9ECF3B-3A9D-4203-99AC-A5B6B0DFB57D},0.000390163634925309,0.123815018145554
185,LAR0188,Table Bluff LAR,1,152.97141141,,,BRENT.SHAFRANEK,2020/12/07 16:36:37+00,Pacific,Northern California,{E1817C2B-EC1E-458F-AC26-51F8FA735925},3.78783552512455e-05,0.0267499273771227
186,LAR0189,Table Mountain LAR,1,700.81592977,,,BRENT.SHAFRANEK,2020/12/07 16:36:03+00,Pacific,Central California,{BB424169-F9DE-473B-AA6D-0C4BB9F44017},0.000182809118063339,0.108944306449149
187,LAR0190,Timbisha Shoshone LAR,1,12515.13365265,,,BRENT.SHAFRANEK,2020/12/07 16:39:50+00,Pacific,Central California,{6E416A1A-6CF5-4208-9A93-43A80F46E5CD},0.0032526397665676,0.60269323885394
188,LAR0191,Torres-Martinez LAR,1,45902.0932912,,,BRENT.SHAFRANEK,2020/12/07 16:40:02+00,Pacific,Southern California,{E9A08165-72C7-4F30-9729-4CBC69A69A9B},0.0125039246311685,2.94039084804587
189,LAR0192,Trinidad LAR,1,168.67013274,,,BRENT.SHAFRANEK,2020/12/07 16:39:16+00,Pacific,Northern California,{77268A14-0A6E-4B56-A20E-B18FDE624F10},3.9397998582742e-05,0.0481539920275675
190,LAR0193,Tule River LAR,1,84365.96931469,,,BRENT.SHAFRANEK,2020/12/07 16:36:04+00,Pacific,Central California,{9695D441-423D-41F6-9EFA-29847F2C2891},0.0222803490289239,0.722314243671288
191,LAR0194,Tuolumne LAR,1,1164.21400915,,,BRENT.SHAFRANEK,2020/12/07 16:36:04+00,Pacific,Central California,{A5DE8266-37D9-4C2E-BCFD-7B8B0AF53C76},0.000299690168648877,0.162563036998056
192,LAR0195,Twenty-Nine Palms LAR,1,656.48861424,,,BRENT.SHAFRANEK,2020/12/07 16:40:13+00,Pacific,Southern California,{27AF6568-77E6-4598-8CBB-4C4807D36323},0.000178698856925376,0.087422747582123
193,LAR0196,Upper Lake LAR,1,834.46950002,,,BRENT.SHAFRANEK,2020/12/07 16:40:26+00,Pacific,Central California,{830ADE09-F0CE-47C6-8117-AFCE07D2F26C},0.000211201613074765,0.10924581633688
194,LAR0198,Wilton LAR,1,121.63527506,,,BRENT.SHAFRANEK,2020/12/07 16:40:43+00,Pacific,Central California,{DC678A6E-445D-41C7-90DA-06E6011565B2},3.1131173444007e-05,0.0347039914077345
195,LAR0199,XL Ranch LAR,1,17540.69341663,,,BRENT.SHAFRANEK,2020/12/07 16:40:59+00,Pacific,Northern California,{6E69595F-C409-477E-8F63-C000D538B501},0.00428499606494151,1.38180175009838
196,LAR0200,Yocha Dehe Wintun LAR,1,1886.66300185,,,BRENT.SHAFRANEK,2020/12/07 16:41:12+00,Pacific,Central California,{5C730D2E-18B4-4B18-BC27-033DCAF5765A},0.000480495318175718,0.25848848695073
197,LAR0201,Yurok LAR,1,99587.81071771,,,BRENT.SHAFRANEK,2020/12/07 16:41:23+00,Pacific,Northern California,{E4BB53D2-EDAC-467F-87F4-B1718A886AD7},0.0244062302339753,1.81365827059256
198,LAR0202,Blackfeet LAR,1,3514327.96009631,,,BRENT.SHAFRANEK,2020/12/07 16:47:07+00,Rocky Mountain,Blackfeet,{3A03A9D5-3951-452E-A2A4-A8E98A273FFA},0.758056467327118,4.42269752764743
199,LAR0204,Fort Belknap LAR,1,1466401.46199209,,,BRENT.SHAFRANEK,2020/12/07 16:47:25+00,Rocky Mountain,Fort Belknap,{BECD6321-3D18-4241-9C85-5663D9F25900},0.319188655387192,5.98695502540917
200,LAR0205,Fort Peck LAR,1,4776789.51567395,,,BRENT.SHAFRANEK,2020/12/07 16:47:40+00,Rocky Mountain,Fort Peck,{A4EC537E-B695-4D4C-9085-98271983051A},1.0364678387139,7.52321924126699
201,LAR0206,Northern Cheyenne LAR,1,915269.59502556,,,BRENT.SHAFRANEK,2020/12/07 16:47:54+00,Rocky Mountain,Northern Cheyenne,{77517411-6B2E-4DC7-9572-0960C8CAF8F1},0.20937462637033,3.21368679379729
202,LAR0207,Rocky Boys LAR,1,253695.74935576,,,BRENT.SHAFRANEK,2020/12/07 16:48:05+00,Rocky Mountain,Rocky Boy's,{76A23260-7390-4854-8A24-C4E4BD52934C},0.0551434646046316,3.37264675584453
203,LAR0208,Wind River LAR,1,3901717.02498001,,,BRENT.SHAFRANEK,2020/12/07 16:48:22+00,Rocky Mountain,Wind River,{A3B21697-B5DF-4C25-9BD0-5A85A24C8835},0.927568080467549,21.9470478631683
204,LAR0209,Alabama and Coushatta LAR,1,6225.63941331,,,BRENT.SHAFRANEK,2020/12/07 16:49:01+00,Southern Plains,Unknown,{6059C14E-A45A-4D85-B2AE-E032B6DC2F93},0.00174778374913657,0.24796796637418
205,LAR0210,Iowa LAR,1,20728.05427413,,,BRENT.SHAFRANEK,2020/12/07 16:49:13+00,Southern Plains,Horton,{D0480968-BB65-459F-ADA9-80B0DE685FED},0.00518592853914748,0.476064937095071
206,LAR0211,Kickapoo (Kansas) LAR,1,32703.974222,,,BRENT.SHAFRANEK,2020/12/07 16:49:25+00,Southern Plains,Horton,{734E7B41-CAB3-4F04-95CE-7284AAAB343C},0.00821772805404697,0.40659057890704
207,LAR0212,Kickapoo Traditional (Texas) LAR,1,163.96498908,,,BRENT.SHAFRANEK,2020/12/07 16:49:44+00,Southern Plains,Unknown,{18B27213-C225-4EB3-85C4-C7F42F820822},4.70078679511545e-05,0.0327674936249319
208,LAR0213,Potawatomi (Kansas) LAR,1,130123.70910573,,,BRENT.SHAFRANEK,2020/12/07 16:49:55+00,Southern Plains,Horton,{A4DA4234-CB62-40EC-A7D8-C15A690A3571},0.0328654582386949,0.777124893218165
209,LAR0214,Sac and Fox (KS-NE) LAR,1,25593.05041047,,,BRENT.SHAFRANEK,2020/12/07 16:50:14+00,Southern Plains,Horton,{5D96C6E2-5AC6-4FE6-A133-F891D5269557},0.00645381484022159,0.68930010409389
210,LAR0238,Ysleta Del Sur LAR,1,96.64553392,,,BRENT.SHAFRANEK,2020/12/07 16:50:39+00,Southwest,Unknown,{4A2DDEE8-C853-4C87-BB1B-09CCA126566E},2.68328312586205e-05,0.0501334527062743
211,LAR0243,Carson LAR,1,266.49066366,,,BRENT.SHAFRANEK,2020/12/07 17:03:47+00,Western,Western Nevada,{B639A453-8071-4488-B4D6-7794845BD81A},6.74998642494655e-05,0.0331165257004099
212,LAR0244,Cedar City LAR,1,3313.74016651,,,BRENT.SHAFRANEK,2020/12/07 17:04:05+00,Western,Southern Paiute,{DDF526C6-785F-4A94-82E1-D89762439A4B},0.000857349712791239,0.139893348749032
213,LAR0246,Cocopah LAR,1,9635.08742548,,,BRENT.SHAFRANEK,2020/12/07 17:04:18+00,Western,Fort Yuma,{184D4DFA-8CDC-46BE-8297-7FC71284E715},0.00265041611517654,0.722361262831018
214,LAR0247,Colorado River LAR,1,432093.75700313,,,BRENT.SHAFRANEK,2020/12/07 17:04:29+00,Western,Colorado River,{807D0619-253D-4AFA-9C3B-F968E11EBD77},0.117075649338303,2.05859039311464
215,LAR0252,Fort Apache LAR,1,2454629.90647497,,,BRENT.SHAFRANEK,2020/12/07 17:04:45+00,Western,Fort Apache,{6B5FBCCF-CE09-4748-82B9-760F3E96135A},0.665113386471362,5.42126302450884
216,LAR0254,Fort McDowell LAR,1,36181.16792906,,,BRENT.SHAFRANEK,2020/12/07 17:04:57+00,Western,Salt River,{EF1029AE-BC0E-4548-B8D5-780884321BBE},0.00983525686831462,0.43915376025201
217,LAR0256,Fort Yuma (Quechan) LAR,1,73961.8493492,,,BRENT.SHAFRANEK,2020/12/07 17:05:14+00,Western,Fort Yuma,{376000FA-0B68-4F74-93C6-3F47E5C58D7D},0.0203060383857653,0.867481281039433
218,LAR0257,Gila Bend LAR,1,422.08622787,,,BRENT.SHAFRANEK,2020/12/07 17:05:26+00,Western,Unknown,{962468BE-FA2A-4451-A146-3A613EB13B7E},0.000115615845939331,0.0572881355952717
219,LAR0258,Gila River LAR,1,535611.72297833,,,BRENT.SHAFRANEK,2020/12/07 17:05:45+00,Western,Pima,{59466247-11C7-4D3E-A688-1FDBDFE69774},0.146438560829612,2.48612854455188
220,LAR0261,Hopi LAR,1,2698310.40189486,,,BRENT.SHAFRANEK,2020/12/07 17:06:22+00,Western,Hopi,{13377441-7488-4AD7-948C-B652AC97E0E8},0.714372901639065,20.3905097046216
221,LAR0262,Hualapai LAR,1,1566111.67260635,,,BRENT.SHAFRANEK,2020/12/07 17:06:36+00,Western,Truxton Canon,{B1D416D2-FC57-4422-9EB1-D40352FCD1B8},0.414631020478369,4.37407808358572
222,LAR0264,Kaibab LAR,1,190236.49097202,,,BRENT.SHAFRANEK,2020/12/07 17:06:49+00,Western,Southern Paiute,{E551E467-BB9F-408D-8385-8FC4A3B6F60B},0.0496723822709206,1.02646053058182
223,LAR0266,Las Vegas LAR,1,6063.45688649,,,BRENT.SHAFRANEK,2020/12/07 17:06:59+00,Western,Southern Paiute,{28AD5271-A2F6-4B2B-868D-E53446A5DC4F},0.00159482003123144,0.17664634774658
224,LAR0267,Lovelock Indian LAR,1,34.61772286,,,BRENT.SHAFRANEK,2020/12/07 17:07:17+00,Western,Unknown,{8EBD4E2E-C31C-4B7C-A79C-DF4EC82591B9},8.6381070625595e-06,0.0130913504967365
225,LAR0268,Maricopa (Ak-Chin) LAR,1,31215.70593396,,,BRENT.SHAFRANEK,2020/12/07 17:07:28+00,Western,Pima,{B8ADD2CE-AF9C-44F6-A54F-3D2B85326C94},0.00854872693373546,0.690564503334414
226,LAR0270,Odgers Ranch LAR,1,3429.20346987,,,BRENT.SHAFRANEK,2020/12/07 17:07:40+00,Western,Eastern Nevada,{E31FEA11-3E4C-4F00-997B-2FD5E9ACA84F},0.000854176134778029,0.398268818827329
227,LAR0271,Pascua Yaqui LAR,1,1253.70336062,,,BRENT.SHAFRANEK,2020/12/07 17:07:54+00,Western,Unknown,{3908D9A3-A861-4CF8-AD45-2218A382489D},0.000346785165951394,0.120749444873597
228,LAR0275,Salt River LAR,1,77301.14540568,,,BRENT.SHAFRANEK,2020/12/07 17:08:05+00,Western,"Salt River
",{AB394163-AA3B-49FF-95B8-6084CD3276F2},0.0210466457667835,0.87207148020878
229,LAR0276,San Carlos LAR,1,2669137.40667854,,,BRENT.SHAFRANEK,2020/12/07 17:08:21+00,Western,San Carlos,{9E78F34F-7306-47A6-8366-0964EDA5709A},0.728246174191047,6.65603091156772
230,LAR0277,San Xavier LAR,1,99721.18384613,,,BRENT.SHAFRANEK,2020/12/07 17:08:35+00,Western,Papago,{28147BB0-ADC2-47E0-B977-B4D88FF2DB8C},0.0276007607012768,0.806914527457675
231,LAR0278,Shivwitz LAR,1,45478.47634787,,,BRENT.SHAFRANEK,2020/12/07 17:08:45+00,Western,Southern Paiute,{6597E09D-83B0-4024-98CE-4A2B5D6034EE},0.0118347953934259,0.485628059534287
232,LAR0279,Skull Valley LAR,1,34277.27786225,,,BRENT.SHAFRANEK,2020/12/07 17:09:02+00,Western,Uintah & Ouray,{8C8DCF51-0601-42B9-999A-D8DFA08ADA5F},0.00852628394190653,0.577894754878826
233,LAR0281,Stewart LAR,1,1301.701631,,,BRENT.SHAFRANEK,2020/12/07 17:09:17+00,Western,Western Nevada,{212C43D1-5350-4E2B-BF78-C77D915C6911},0.000329859910309723,0.184877154528357
234,LAR0283,Tohono O'odham LAR,1,3892295.6067446,,,BRENT.SHAFRANEK,2020/12/07 17:09:39+00,Western,Papago,{FB7E8572-21EA-4DAC-92AF-7E2313A95CDD},1.07612478939966,6.25442758279364
235,LAR0284,Tonto Apache LAR,1,556.06914233,,,BRENT.SHAFRANEK,2020/12/07 17:09:48+00,Western,Truxton Canon,{3BE2B83E-F046-4581-9EFB-D4C7490A27F9},0.000150156303066168,0.0637113854286507
236,LAR0287,Winnemucca LAR,1,598.97189025,,,BRENT.SHAFRANEK,2020/12/07 17:09:58+00,Western,Western Nevada,{CF5AB3BB-2ADB-440E-BE98-7C3BE09AF099},0.000147729962226532,0.0614637093951912
237,LAR0288,Woodfords LAR,1,811.46659928,,,BRENT.SHAFRANEK,2020/12/07 17:10:09+00,Western,Western Nevada,{3CA4574A-24B2-46B5-B972-54E30C773B19},0.000206576312608289,0.150322249462146
238,LAR0289,Yavapai LAR,1,2062.30993527,,,BRENT.SHAFRANEK,2020/12/07 17:10:28+00,Western,Unknown,{403663CB-00A3-4821-A062-376871BB1941},0.000554662660856886,0.14544434667494
239,LAR0290,Yerington LAR,1,2736.01805526,,,BRENT.SHAFRANEK,2020/12/07 17:10:40+00,Western,Western Nevada,{4A445A34-C741-4A16-BEEB-BC408E269D19},0.00069361753486497,0.175049186798978
240,LAR0292,Mille Lacs LAR,1,136337.57076242,,,BRENT.SHAFRANEK,2020/12/07 16:07:49+00,Midwest,Minnesota,{2E27974C-970B-4507-BD84-768101582601},0.0308621547924013,2.01393721077096
