zip(long),eiaid(long),utilityname,statevalue,servicetype,ownership,commrate(double precision),indrate(double precision),resrate(double precision)
71245,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71001,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71269,3641,"Claiborne Electric Coop, Inc",LA,Bundled,yCooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71039,3641,"Claiborne Electric oCop, Inc",LA,undled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71023,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71019,3641,"Claibone Electric Coop, Inc",LA,Bunled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71072,3641,"Clraiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.2357594226036707,0.0758700962659698,0.0924331030805565
71220,3641,"Claiborne Electric Coop, Inc",LxA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71291,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71006,48343,"Claiborne Electric Coop, Inc",LA,Budled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71045,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71227,3641,"Claiborne Electric Coop, Inc",LA,Bundyled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71280,3641,"Claiborne Electric Coop, Inc",A,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71002,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.1922127696986714,0.0924331030805565
71225,3641,"Claiborne Electric Coop, Inc",vLA,Bundld,ooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71251,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71070,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71235,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperativne,0.0935449690599305,0.0758700962659698,0.0924331030805565
71079,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.2624882244390912
71422,3641,"Claiborne Electric Coop, Inc",A,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71241,3641,"Claiborne Electric Coop, Inc",LA,undled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71264,-14951,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71238,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71247,3641,"Cliaborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
71080,-15563,Claiborne Electric Coop Inc,LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.2548779748878244
71211,3641,"Claiborne Electric Coop, Inc",LA,Bundled,Cooperative,0.0935449690599305,0.0758700962659698,0.0924331030805565
98376,3644,PUD No 1 of Clallam County,WA,Bundled,Political Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
98382,3644,PUD No 1 of Clallam County,WA,Bundled,Political Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
172612,3644,PUD No 1 of Clallam County,WA,Bundled,Politicl Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
98381,3644,PUD No 1 of Clallam County,WA,Bundled,Political Subdivison,0.0890633806577159,0.0691933169331693,0.1074274392438058
98305,3644,PUD No 1 of Clallam County,WA,Budled,Political Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
98357,3644,PUD No 1 of Clallam County,WA,Bundled,Political Subdivision,0.0890633806577159,0.0691933169331693,0.0328320875420454
98368,3644,PUD No 1 of Clallam County,WA,Bundled,oPlitical Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
98320,3644,PU No 1 of Clallam County,A,Bundled,Political Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
98362,3644,PUD No 1 of Clallam County,WA,Bundled,Political Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
98326,3644,PUD No 1 of Clallam County,WA,Bundled,Political Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
98363,3644,PUD No 1 of Clallam County,WgA,Bundled,Political Subdivision,0.0890633806577159,0.1554378906145417,0.1074274392438058
98331,3644,PUD No 1 of Calllam County,WA,Bundled,Political Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
98343,3644,PUD No 1 of Clallam County,WA,Bundled,Political Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
98324,42469,PUD No 1 of Clallam County,A,Bundled,Political Subdivision,0.0890633806577159,0.0691933169331693,0.1074274392438058
74017,3647,City of Claremore,OK,Bundled,Municipal,0.1144402713156567,0.0485079864132723,0.1426397180725293
74018,3647,City of Claremore,KO,Bundled,Municipal,0.1144402713156567,0.0485079864132723,0.1426397180725293
98607,3660,PUD No 1 of Clark County - (WA),A,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98661,3660,PUD No 1 of Clark County - (WA),WzA,Bundlged,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98662,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Poltiical Subdivision,0.2335424595321068,0.0556873383987221,0.0925410593311463
98684,3660,PUD No 1 of Clark County - (WA),WA,Budnled,PoliticalS ubdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98671,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98685,3660,PUD No 1 of Clark County - WA),WA,undled,Political Subdivision,0.2212244871320676,0.0556873383987221,0.0925410593311463
98616,3660,PUD No 1 of Clark County - (WA),WA,Bundeld,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98660,3660,PDU No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98683,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98663,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0322833160290275,0.0556873383987221,0.0925410593311463
98601,3660,PUD No 1 of Clark County - (WA),eWA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98604,3660,PUD No 1 of Clark Coubnty - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
148587,3660,PUD No 1 of Clark County - (WA),WA,Bundled,PoliticalSubdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98686,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0386806936194325,0.0556873383987221,0.0925410593311463
98606,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98665,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98675,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98642,-14436,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98629,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98664,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Politiacl Subdivision,0.0758475067170491,0.0556873383987221,0.2572712374345385
98682,3660,PUD No 1 o fClark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.2265790323261505
155495,3660,PUD No 1 of Clark ounty - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98610,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.2556374029300484
98622,3660,PUD No 1 of Clark Counoty - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98666,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98668,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
98687,3660,PUD No 1 of Clark County - (WA),WA,Bundled,Political Subdivision,0.0758475067170491,0.0556873383987221,0.0925410593311463
40322,3687,Clark Energy Coop Inc - (KY),Y,Bunlded,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40311,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.0304553477306997,0.0844163182280483,0.1080580378472853
40387,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40391,3687,Clark Energy Coop Inc - (KY),KY,Bundlezd,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40351,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40346,3687,Clark Energy Coop Inc - i(KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40475,3687,Clark Enery Coop Inc - (KY),Y,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
41360,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40353,3687,Clark nEergy Coop Inc - (KY),KY,Bundled,Coperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40316,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40509,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.2177625664714362,0.0844163182280483,0.1080580378472853
40376,3687,Clark Energy Coop Inc - (KY),KwY,Bundled,Coopeerative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40472,-14728,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40385,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
41472,3687,Clark Energy Coop Inc - (K)Y,KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40374,-15956,Clark Energy Coop yInc - (KY),KY,Bundled,Cooperative,0.037589603998998,0.0844163182280483,0.1080580378472853
41425,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.0391550944210965
40371,3687,Clark Energy Coop Inc - (KY),KwY,Bundled,Cooperative,0.1077285672198762,0.1687390083934585,0.1080580378472853
40312,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40380,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40334,3687,Clark Energy Coop Inc - (KY),KY,undled,Coowperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
41301,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40358,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.2480223087093647
40515,52520,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40361,3687,Clark Energy Coop Inc -(KY),KY,undled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40337,42817,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40516,3687,Clark Energy Coop Inc - (KY),KY,Bundvled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40336,3687,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
40360,3687,Clark Energy Coop Inc - (KY),YK,Bundled,tCooperative,0.1077285672198762,0.0844163182280483,0.0325951593556642
40366,38491,Clark Energy Coop Inc - (KY),KY,Bundled,Cooperative,0.1077285672198762,0.0844163182280483,0.1080580378472853
37043,3704,City of Clarksville - (TN),TN,Bundled,Municipal,0.108902302518812,0.0653985989181519,0.1117365531504174
37042,3704,City of Clarksville - (TN),TN,Bundled,Municipal,0.108902302518812,0.0653985989181519,0.1117365531504174
37044,3704,City of Clarksville - (TN),TN,Bundled,Municipal,0.0281249073582891,0.0653985989181519,0.1117365531504174
37040,3704,Cty of Clarksville - (TN),TN,Bundled,Municipal,0.108902302518812,0.0653985989181519,0.1117365531504174
72863,42879,Clarksville Light & Water Co,AR,Bundled,Municipal,0.0870719484548383,0.0653295377368033,0.0877742191827004
72830,3705,Clarksville Light & Water Co,RA,Bundled,Municipal,0.0870719484548383,0.0653295377368033,0.0877742191827004
72422,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.2186879315528581,0.0770977440209774,0.1314533882303094
72430,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72453,3712,Clay County Electric Coop Corp,RA,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72459,3712,Clay County Electric Coop Corp,RA,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72460,3712,Clay CountyElectric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72413,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72455,3712,Clay County Electric Coop Corp,AR,Bundeld,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
166115,3712,Clay County Electric Coo Corp,AR,Bundlde,Cooperative,0.1243481307846596,0.0770977440209774,0.2541309073065821
156291,3712,Clay County Electric Coop Codrp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.042472076852669
72425,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72412,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.1773073448589022,0.1314533882303094
72461,3712,Clay County Electric Coop Corp,AR,Bundled,Coopreative,0.1243481307846596,0.1798138324216741,0.1964970151004272
72554,3712,lay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72449,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1963839311206127,0.0770977440209774,0.1314533882303094
72444,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperatie,0.1243481307846596,0.0770977440209774,0.1314533882303094
192262,3712,Clay County Electric Coop Corp,AR,Bundled,Copoerative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72436,39401,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72542,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
147856,3712,Clay County Electric Coop Corp,R,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72424,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.24289924747576
72456,3712,Clay County Electric Coop Corp,RA,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72415,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72454,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72470,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperatgive,0.2318918216292029,0.0770977440209774,0.042779456319846
72478,3712,Clay County Electric Coop Corp,RA,Bundled,Cooperative,0.1949665963139635,0.0770977440209774,0.1314533882303094
72476,3712,Clay Cuonty Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72462,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.1243481307846596,0.0770977440209774,0.2187882849016555
72464,3712,Clay County ElectricCoop Corp,AR,undled,Cooperative,0.1243481307846596,0.0770977440209774,0.1314533882303094
72441,3712,Clay County Electric Coop Corp,AR,Bundled,Cooperative,0.2084615988656709,0.0770977440209774,0.1314533882303094
166842,3712,Clay County Electric Coop Corp,MO,Bundled,Cooperative,0.1162011173184357,0.0,0.1337078651685393
63933,3712,Clay County Electric Coop Corp,MO,Bundled,Cooperative,0.1162011173184357,0.0,0.1337078651685393
63857,3712,Clay County Electric Coop Corp,MO,Bundled,Cooperative,0.1162011173184357,0.0,0.1337078651685393
63961,3712,Clay County Electricw Coop Corp,MO,Bundlted,Cooperative,0.2058805291604893,0.0,0.1337078651685393
167606,3712,Clay County Electric Coop Corp,MO,Bundled,Cooperative,0.1162011173184357,0.0,0.1337078651685393
63852,-14556,Clay County Electric cCoop Corp,O,Bunled,Cooperative,0.1162011173184357,0.0,0.1337078651685393
63942,3712,Clay County Electric Coop Corp,MO,Bundled,Cooperative,0.1162011173184357,0.0,0.1337078651685393
63953,48937,Clay County Electric Coop Corp,MO,Bundled,Cooperative,0.1162011173184357,0.0,0.1337078651685393
63954,3712,Clay County Electric Coop Corp,MoO,Bundled,Cooperative,0.1162011173184357,0.0,0.1337078651685393
63876,3712,Clay County Electric Coop Corp,MO,undled,Cooperative,0.028045718707159,0.0,0.0323842019337976
32181,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.2061364833422909
32065,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.21856221984955,0.0604400901033828,0.1147732941357848
32061,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32068,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32605,3757,"Clay Electric Cooperative, Inc",FL,Bundfled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32131,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32693,3757,"Clay Electric Cooperative, Inc",FxL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32087,3757,"Clay Electric Cooperative, Inc",FgL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32148,3757,"Clay Electreic Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32653,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.2474473427128756
32177,48848,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32696,3757,"Clay Electric Cooperative, Inc",FL,Bundled,sCooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32656,-15266,"Clay Electric Cooperative, Inc",FqL,Bunled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32139,3757,"ClayElectric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32043,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32190,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32110,3757,"Clay Electric Cooperative, Inc",FL,Bundleod,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32003,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.2280285265765821,0.0604400901033828,0.1147732941357848
32189,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32058,3757,"Clay Electric Cooperative, Inc",FL,Bundwled,Coopverative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32180,3757,"Clay Electric Cooperative, Inc",FL,nBundled,ooperative,0.1024358455309872,0.1717107376015775,0.1147732941357848
32073,3757,"Clay Electric Cooperative, Inc",LF,Bunbdled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
159870,3757,"Clay Electric Cooperative, Inc",FgL,Budnled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32193,3757,"Clay Electric Cooperative, Inc",FL,Budnled,Cooperative,0.1024358455309872,0.0604400901033828,0.0299816340306024
32044,47764,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32040,3757,"Clay ElectricC ooperative, Inc",L,Bundled,Cooyperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32113,3757,"Clay Electric Cooperative, Inc",FuL,undled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32054,3757,"Clay Electric eCooperative, Inc",kFL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32609,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32643,3757,"Clay Electric Cooperative, Inc",lFL,Bunedled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32666,3757,"Clay Electric Cooperative, Inc",FL,Bunfdled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32669,3757,"Clay Electric Cooperative, Inc",FyL,Bundled,Coopertive,0.1024358455309872,0.0604400901033828,0.1147732941357848
32038,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32222,3757,"Clay Electric Cooperative, Inc",FL,Bkundled,Coaoperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32234,3757,"Cla Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32618,3757,"Clay Electric Cooperative, Inc",L,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32641,53254,"Clay Electric Cooperative, Inc",FL,Bndled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32631,3757,"Clay Electric Cooperative, Inc",vFL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32083,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.0364581386859398
32601,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32025,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32603,3757,"Clay Electric Cooperative, Inc",FL,Bvundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32640,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32140,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32694,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32622,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.2175933987887988,0.0604400901033828,0.1147732941357848
32608,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperaxtive,0.1024358455309872,0.0604400901033828,0.1147732941357848
32033,3757,"Clay Electric Cooperative, Inc",FL,Budled,Cooperative,0.1024358455309872,0.0604400901033828,0.0394089159238418
32221,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32244,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Coopeartive,0.1024358455309872,0.0604400901033828,0.1147732941357848
32091,3757,"Clay Electric Cooperative, Inc",FL,undled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32667,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32615,3757,"Clay Electric Cooperaitve, Inc",FL,Bundletd,oCoperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32112,3757,"Clay Electric Cooperative, Inc",FL,Bunlded,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32611,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32134,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperaive,0.1024358455309872,0.0604400901033828,0.1147732941357848
32607,3757,"Clay Electric Cooperative, Icn",FL,Bundled,Cooperative,0.2368005375217011,0.0604400901033828,0.0411802546484802
32024,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32050,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.2151777564366754,0.0604400901033828,0.1147732941357848
32006,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32007,3757,"Clay Electric Cooperative, Inc",FL,Budnled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32614,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32616,-14771,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32697,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Coozperative,0.1830172099357813,0.0604400901033828,0.1147732941357848
32030,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32149,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32067,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32635,3757,"Clay Electric Cooperative, Inc",L,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32662,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooprerative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32160,3757,"Clay Electric Cooperatve, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
155500,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
32655,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.0283731186619957,0.0604400901033828,0.1147732941357848
32079,3757,"Clay Electric Cooperative, Inc",L,Bundled,Cooperative,0.1024358455309872,0.1958429361650577,0.1147732941357848
32185,3757,"Clay Electric Cooperative, Inc",FL,Bundled,Cooperative,0.1024358455309872,0.0604400901033828,0.1147732941357848
37311,3758,City of Cleveland - (TN),TN,Bundled,Municipal,0.1070976251114048,0.0593109058160478,0.1138161582739714
