X,Y,OBJECTID,FET_TYPE,FET_SUBTYPE,FET_NAME,ADM_UNIT_CD,ADMIN_ST,LAT,LONG,created_date,last_edited_date,DESCRIPTION,WEB_LINK,UNIT_NAME,WEB_DISPLAY,PHOTO_LINK,PHOTO_THUMB,SEASON_RSTRCT,SEASON_OPEN,SEASON_CLOSE,NOTES,GlobalID,COORD_SRC_TYPE,ORIG_STATE_FET_TYPE
164600.753,4321712.6768,497,3,Campsite - Primitive - Non Reservable - No Fee,Miracle Rock Site 1,COG01000,CO,38.98019006,-108.87163959,,2017/10/20 15:16:40+00,Miracle Rock,,,YES,,,,,,,{739FB3AA-123F-4446-AC31-05A0F46AB81E},UNK,
164639.5071,4321735.3786,498,3,Campsite - Primitive - Non Reservable - No Fee,Miracle Rock Site 4,COG01000,CO,38.980409,-108.87120432,,2017/10/20 15:16:40+00,Miracle Rock,,,YES,,,,,,,{CA2AB58F-FB39-43DF-B969-74E46A95CA6B},UNK,
164608.7337,4321733.472,499,3,Campsite - Primitive - Non Reservable - No Fee,Miracle Rock Site 2,COG01000,CO,38.98038008,-108.87155786,,2017/10/20 15:16:40+00,Miracle Rock,,,YES,,,,,,,{F0CDAEB7-FC0C-4E02-B05A-F3AB16FBB7BF},UNK,
164626.3781,4321722.3447,500,3,Campsite - Primitive - Non Reservable - No Fee,Miracle Rock Site 3,COG01000,CO,38.98028679,-108.87134916,,2017/10/20 15:16:40+00,Miracle Rock,,,YES,,,,,,,{42C91B67-4813-453B-B823-EFEB86DF6E45},UNK,
164652.6438,4321743.1068,501,3,Campsite - Primitive - Non Reservable - No Fee,Miracle Rock Site 5,COG01000,CO,38.98048351,-108.87105679,,2017/10/20 15:16:40+00,Miracle Rock,,,YES,,,,,,,{2ED66522-4AE7-478B-8DCB-D163C4EB518B},UNK,
164640.8714,4321760.5753,502,3,Campsite - Primitive - Non Reservable - No Fee,Miracle Rock Site 6,COG01000,CO,38.98063606,-108.87120096,,2017/10/20 15:16:40+00,Miracle Rock,,,YES,,,,,,,{7E6D1A60-71D5-4B4D-8E11-58E0DEFBA691},UNK,
171022.7247,4342980.0722,503,2,Boat Launch,Loma Boat Launch,COG01200,CO,39.17384725,-108.80794141,,2017/10/20 15:16:40+00,Loma Boat Launch,,,YES,,,,,,,{29D14ACD-B420-4CE8-A6AF-B466F572BACB},UNK,
200705.3033,4319271.7108,505,2,Boat Launch,Whitewater Boat Launch,COG01000,CO,38.97131335,-108.45455184,,2017/10/20 15:16:40+00,Whitewater,,,YES,,,,,,,{EEDC0C14-AA26-476B-9DC6-0D3002C3E84A},UNK,
191619.9175,4326123.3008,506,2,Boat Takeout,Redlands Dam River Access,COG01000,CO,39.0297864,-108.56232492,,2017/10/20 15:16:40+00,Redlands Dam,,,YES,,,,,,,{3B372AB4-6D65-4538-94E8-FB6CE9BBDFA7},UNK,
195820.356,4310463.4299,507,4,Scenic Overlook,Grand Valley Overlook,COG01000,CO,38.8904052,-108.50692932,,2017/10/20 15:16:40+00,Grand Valley Overlook,,,YES,,,,,,,{8A5186A3-C3FC-418A-985B-945182211BB6},UNK,
162016.3733,4298439.1658,508,4,Interpretive Site,Unaweep Seep Interpretive Site,COG01000,CO,38.76995245,-108.88996733,,2017/10/20 15:16:40+00,Unaweep Seep,,,YES,,,,,,,{BF92473C-36CA-47FB-949C-FEEBB3ED6F4F},UNK,
197962.4133,4343579.1429,509,4,Point of Interest,Shooting Range - Rifle,COG01000,CO,39.18900473,-108.49694614,,2017/10/20 15:16:40+00,27 1/4 Rd,,,YES,,,,,,,{EE1E45BA-8F3D-4286-9089-27464819FEA2},UNK,
197689.8919,4344378.1862,510,4,Point of Interest,Shooting Range - Pistol,COG01000,CO,39.1960968,-108.50045284,,2017/10/20 15:16:40+00,27 1/4 Rd,,,YES,,,,,,,{D2E2E339-010D-4C99-A7CB-1497935E1D8B},UNK,
171000.1825,4343035.9319,511,5,Toilet,Loma Boat Launch Toilet,COG01200,CO,39.17434097,-108.80822894,,2017/10/20 15:16:40+00,Loma Boat Launch,,,YES,,,,,,,{AA49F5BD-9BC0-44C3-8607-D819A29256D2},UNK,
153046.6015,4345003.8269,512,5,Toilet,Rabbit Valley Toilet,COG01200,CO,39.1850587,-109.01658816,,2017/10/20 15:16:40+00,Rabbit Valley,,McInnis Canyons National Conservation Area,YES,,,,,,,{4270E8D6-4656-4ADD-B482-3BA6FA030DB9},UNK,
152510.3766,4344027.2337,513,5,Toilet,Jouflas Toilet,COG01200,CO,39.17606626,-109.02228052,,2017/10/20 15:16:40+00,Jouflas,,McInnis Canyons National Conservation Area,YES,,,,,,,{CD65DC47-D0F6-40D7-B4B8-7F654F78F739},UNK,
180890.3574,4360272.9078,514,5,Toilet,North Fruita Desert Upper Campground (1) Toilet,COG01000,CO,39.3330217,-108.70212796,,2017/10/20 15:16:40+00,North Fruita Desert Upper Campground,,,YES,,,,,,,{4E00E20F-478B-4074-844A-85FCB83B9F9B},UNK,
180854.8605,4360003.618,515,5,Toilet,North Fruita Desert Upper Campground (2) Toilet,COG01000,CO,39.33058716,-108.70241109,,2017/10/20 15:16:40+00,North Fruita Desert Upper Campground,,,YES,,,,,,,{66CEECFF-D0FB-4380-8ABB-2FD576579987},UNK,
180717.4808,4359715.4994,516,5,Toilet,North Fruita Desert Upper Campground (3) Toilet,COG01000,CO,39.32794573,-108.70386485,,2017/10/20 15:16:40+00,North Fruita Desert Upper Campground,,,YES,,,,,,,{74B0DEF8-0FD2-40C4-A93F-6DC2E9C406F2},UNK,
180531.7459,4359220.9568,517,5,Toilet,North Fruita Desert Upper Campground (4) Toilet,COG01000,CO,39.32343028,-108.70578025,,2017/10/20 15:16:40+00,North Fruita Desert Upper Campground,,,YES,,,,,,,{EEEBDFB1-EF41-4C46-9668-061DF00602CE},UNK,
180431.9664,4357780.7146,518,5,Toilet,North Fruita Desert Trailhead Toilet,COG01000,CO,39.31044283,-108.70625105,,2017/10/20 15:16:40+00,18 Rd,,,YES,,,,,,,{7BBD12AA-78C2-4CB7-82A3-D3982B8A88E4},UNK,
175719.8498,4312880.4682,519,5,Toilet,Mud Springs Campground Toilet,COG01000,CO,38.90495496,-108.73936698,,2017/10/20 15:16:40+00,Mud Springs,,,YES,,,,,,,{F4D267AA-B8F7-4BD8-8868-EBC05237CC8A},UNK,
164647.5972,4321781.9377,520,5,Toilet,Miracle Rock Toilet,COG01000,CO,38.9808307,-108.87113396,,2017/10/20 15:16:40+00,Miracle Rock,,,YES,,,,,,,{DFBCDE35-C001-440D-8FF5-42CBDF98C673},UNK,
191471.4332,4294493.9486,522,5,Toilet,Dominguez Trailhead Toilet,COG03000,CO,38.74525556,-108.54983273,,2017/10/20 15:16:40+00,Big Dominguez,,Dominguez-Escalante National Conservation Area,YES,,,,,,,{E02878DD-8A90-41D8-8381-5618A55F3D56},UNK,
200764.8479,4319274.4686,523,5,Toilet,Whitewater Boat Ramp Toilet,COG01000,CO,38.97135849,-108.45386693,,2017/10/20 15:16:40+00,Whitewater,,,YES,,,,,,,{D5971D4F-E167-4C5A-9D15-4BCF46607512},UNK,
160737.9181,4294494.0247,524,5,Toilet,West Creek Toilet,COG01000,CO,38.73399219,-108.90271502,,2017/10/20 15:16:40+00,West Creek,,,YES,,,,,,,{A601E999-16E4-494A-82A8-CD4540CB6529},UNK,
169357.5573,4343502.8507,525,5,Toilet,Kokopelli's Trailhead Toilet,COG01200,CO,39.17802726,-108.82772036,,2017/10/20 15:16:40+00,Kokopelli's,,McInnis Canyons National Conservation Area,YES,,,,,,,{E704AFD2-BBCB-4ED5-ADBF-E42E269EA06F},UNK,
175348.6447,4339013.6486,526,5,Toilet,Devils Canyon Toilet,COG01200,CO,39.13980698,-108.75607028,,2017/10/20 15:16:40+00,Devils Canyon,,,YES,,,,,,,{91807E7C-CE41-453F-BE4A-8084AF049F1C},UNK,
173480.7996,4340870.2734,527,5,Toilet,Pollock Bench TrailheadToilet,COG01200,CO,39.15580285,-108.77853046,,2017/10/20 15:16:40+00,Pollock Bench,,,YES,,,,,,,{3F604AE3-A623-4A32-B1C0-B017D1D07056},UNK,
151859.009,4339688.4357,528,5,Toilet,Knowles Overlook Campground Toilet,COG01200,CO,39.13680537,-109.0275751,,2017/10/20 15:16:40+00,Knowles Canyon,,McInnis Canyons National Conservation Area,YES,,,,,,,{13664B55-EA2F-4A83-AFC4-A002CFFC2A23},UNK,
151393.7019,4342116.1619,529,5,Toilet,McDonald Creek Trailhead Toilet,COG01200,CO,39.1584416,-109.03419333,,2017/10/20 15:16:40+00,McDonald Creek,,McInnis Canyons National Conservation Area,YES,,,,,,,{C99E2E49-4755-4FD7-AE2A-C8AD9B22B7E9},UNK,
151359.4518,4342278.0503,530,5,Toilet,Castle Rocks Toilet,COG01200,CO,39.15988306,-109.03467202,,2017/10/20 15:16:40+00,Castle Rocks,,McInnis Canyons National Conservation Area,YES,,,,,,,{BE45A3AE-80B2-4CA6-88C8-0E2060467966},UNK,
152734.4941,4346107.4538,531,5,Toilet,Trail Through Time Toilet,COG01200,CO,39.19485449,-109.02075922,,2017/10/20 15:16:40+00,Trail Through Time,,McInnis Canyons National Conservation Area,YES,,,,,,,{4072CE28-014B-497A-9864-1FA72E338E87},UNK,
186679.8134,4321736.2861,532,5,Toilet,Bangs Toilet,COG01000,CO,38.98857679,-108.61727361,,2017/10/20 15:16:40+00,Bangs Canyon,,,YES,,,,,,,{4CB2AF3A-6013-443A-8E4F-5D10EB6F11FC},UNK,
177038.4518,4338187.7632,533,5,Toilet,Dinosaur Hill Toilet,COG01200,CO,39.13300868,-108.73616584,,2017/10/20 15:16:40+00,Dinosaur Hill,,McInnis Canyons National Conservation Area,YES,,,,,,,{1EE55150-3337-409E-AE1B-A09B10382F56},UNK,
201380.5595,4347883.5925,534,5,Toilet,Low Gap Toilet,COG01000,CO,39.22890191,-108.45934033,,2017/10/20 15:16:40+00,Low Gap,,,YES,,,,,,,{57870D33-30FD-4D6A-829B-F54F510CBD5C},UNK,
196910.061,4352130.6802,535,5,Toilet,North Soda Toilet,COG01000,CO,39.26555157,-108.5129458,,2017/10/20 15:16:40+00,North Soda,,,YES,,,,,,,{C88E0C81-4222-4E02-8540-B5A1FC5873B3},UNK,
175569.9876,4312872.574,537,5,Toilet,Mud Springs Campground Toilet,COG01000,CO,38.90482865,-108.74108793,,2017/10/20 15:16:40+00,Mud Springs,,,YES,,,,,,,{62E44203-E629-4004-BAD1-7490ADFF7438},UNK,
175747.8484,4313014.6646,538,5,Toilet,Mud Springs Campground Toilet,COG01000,CO,38.90617203,-108.73910815,,2017/10/20 15:16:40+00,Mud Springs,,,YES,,,,,,,{289661B5-06AE-45CF-B894-89CB61E82443},UNK,
184523.6049,4322508.1357,539,5,Toilet,Ribbon Trailhead Toilet,COG01000,CO,38.99474419,-108.64247651,,2017/10/20 15:16:40+00,Ribbon Trailhead,,,YES,,,,,,,{673948D4-1762-4C0A-92BB-78E6030A7BAD},UNK,
187482.9888,4324985.3028,540,5,Toilet,Little Park Trailhead Toilet,COG01000,CO,39.01808356,-108.60950458,,2017/10/20 15:16:40+00,Little Park,,,YES,,,,,,,{06F2A3A7-2BCB-47EB-9BF4-649FF121A0BE},UNK,
197903.7961,4304005.0684,541,5,Toilet,Toilet,COG03000,CO,38.83303148,-108.48011413,,2017/10/20 15:16:40+00,Cactus Park,,Dominguez-Escalante National Conservation Area,YES,,,,,,,{F9DB1AFE-FF63-4B6E-9EDE-FE38419CE22E},UNK,
196081.2623,4308397.288,542,5,Toilet,Cactus Park Trailhead Toilet,COG03000,CO,38.87191122,-108.50301279,,2017/10/20 15:16:40+00,Cactus Park,,Dominguez-Escalante National Conservation Area,YES,,,,,,,{16D0C227-E337-48CD-B5EB-58EBA1535DAA},UNK,
174847.6868,4340317.5848,543,5,Toilet,Fruita Paleo Area Toilet,COG01200,CO,39.15134474,-108.76247952,,2017/10/20 15:16:40+00,Fruita Paleo Area,,McInnis Canyons National Conservation Area,YES,,,,,,,{397A7A14-11F7-4DEF-8BD4-5662279E79D1},UNK,
157661.213,4328520.0526,544,7,Trail Head,Jones CanyonTrailhead,COG01200,CO,39.0387039,-108.95498141,,2017/10/20 15:16:40+00,Jones Canyon,,McInnis Canyons National Conservation Area,YES,,,,,,,{3BE04656-79B6-4BCA-AB31-41B03DFFBB3C},UNK,
194849.625,4326337.5,545,7,Trail Head,Old Spanish Trail (North),COG01000,CO,39.03284579,-108.52517822,,2017/10/20 15:16:40+00,Old Spanish Trail,,,YES,,,,,,,{7DF04464-9C8E-4C88-82C8-EA3354E6FDFC},UNK,
199205.8832,4321593.6901,546,7,Trail Head,Old Spanish Trail - Whitewater,COG01000,CO,38.99168575,-108.47285048,,2017/10/20 15:16:40+00,Old Spanish Trail - Whitewater,,,YES,,,,,,,{B572B7C0-6075-4918-A69D-7A3F53564310},UNK,
207036.11,4335454.1152,547,7,Trail Head,Mt Garfield Trailhead,COG01000,CO,39.11902185,-108.38855544,,2017/10/20 15:16:40+00,Mt Garfield,,,YES,,,,,,,{A439DA8A-C245-4C38-BA0E-C7B232D2A676},UNK,
211313.5779,4340240.476,548,7,Trail Head,Coal CanyonTrailhead,COG01000,CO,39.16335706,-108.34115255,,2017/10/20 15:16:40+00,Coal Canyon,,,YES,,,,,,,{61ABEE47-1564-47BA-BCD0-B54CAC4C69AA},UNK,
167645.9778,4334534.3751,550,7,Trail Head,Mee Canyon Trailhead,COG01200,CO,39.09663052,-108.84280997,,2017/10/20 15:16:40+00,Mee Canyon,,McInnis Canyons National Conservation Area,YES,,,,,,,{BE90CBCC-6FF5-46D6-923C-9EB23F6CA6E8},UNK,
168642.3551,4338987.89,551,7,Trail Head,Rattlesnake Arches Trailhead,COG01200,CO,39.13705088,-108.83348591,,2017/10/20 15:16:40+00,Rattlesnake Arches,,McInnis Canyons National Conservation Area,YES,,,,,,,{EA7BA6A1-71DD-4619-BFF0-5D15F4B6DB04},UNK,
162096.7892,4329813.2222,552,7,Trail Head,Knowles Canyon Trailhead,COG01200,CO,39.05205514,-108.9044906,,2017/10/20 15:16:40+00,Knowles Canyon,,McInnis Canyons National Conservation Area,YES,,,,,,,{5320E109-6F93-426D-B991-544DC6508674},UNK,
177021.1289,4338201.0483,553,7,Trail Head,Dinosaur Hill Trailhead,COG01200,CO,39.13312172,-108.73637216,,2017/10/20 15:16:40+00,Dinosaur Hill,,McInnis Canyons National Conservation Area,YES,,,,,,Interpretive Trail,{66E48DBE-6916-4B0C-951F-B14E44995A82},UNK,
175280.1128,4339029.9619,554,7,Trail Head,Devils Canyon Trail,COG01200,CO,39.13992813,-108.75686938,,2017/10/20 15:16:40+00,Devils Canyon,,,YES,,,,,,,{2DDCDD6A-74E3-4FA3-85E7-D7267F35211D},UNK,
173465.226,4340861.8617,555,7,Trail Head,Pollock Canyon Trailhead,COG01200,CO,39.15572137,-108.77870626,,2017/10/20 15:16:40+00,Pollock Bench,,,YES,,,,,,,{E8CA94EB-F797-466B-AB88-BF3E66A3A43E},UNK,
169310.6145,4343523.2669,556,7,Trail Head,Kokopelli's Trailhead,COG01200,CO,39.17790589,-108.82796378,,2017/10/20 15:16:40+00,Kokopelli's,,McInnis Canyons National Conservation Area,YES,,,,,,,{46D36F03-9991-4647-84FB-F4BE5DFC10BC},UNK,
165690.2617,4347322.1594,557,7,Trail Head,Hawkeye Trailhead,COG01200,CO,39.21122237,-108.87134594,,2017/10/20 15:16:40+00,Hawkeye,,McInnis Canyons National Conservation Area,YES,,,,,,,{2DA93FC2-4A16-4CAE-8EE4-609191A1F67D},UNK,
152786.3818,4345970.576,558,7,Trail Head,Trail Through Time Trailhead,COG01200,CO,39.19364484,-109.02008961,,2017/10/20 15:16:40+00,Trail Through Time,,McInnis Canyons National Conservation Area,YES,,,,,,,{ECA6F204-6437-4601-9C0D-1E6FBDCE03D4},UNK,
151399.7462,4342129.1385,559,7,Trail Head,McDonald Creek Trailhead,COG01200,CO,39.15856066,-109.03413022,,2017/10/20 15:16:40+00,McDonald Creek,,McInnis Canyons National Conservation Area,YES,,,,,,,{FDF053FA-ABF3-4ADE-A776-4F0F15D1C718},UNK,
180454.9127,4357776.3516,560,7,Trail Head,North Fruita Desert (18 Road) Trailhead,COG01000,CO,39.31041206,-108.70598338,,2017/10/20 15:16:40+00,18 Rd,,,YES,,,,,,,{EB6AB325-2D41-43AA-9CBA-3A7272A76E8C},UNK,
174799.5363,4340323.5465,561,7,Trail Head,Fruita Paleo Area Trailhead,COG01200,CO,39.15138036,-108.76303842,,2017/10/20 15:16:40+00,Fruita Paleo Area,,McInnis Canyons National Conservation Area,YES,,,,,,Interpretive Trail,{7487F5EF-7A9C-4B97-AB9A-638F2255641C},UNK,
186662.3264,4321759.7503,562,7,Trail Head,Bangs Trailhead,COG01000,CO,38.98905061,-108.61714151,,2017/10/20 15:16:40+00,Bangs Canyon,,,YES,,,,,,,{7F638940-0AC2-44C5-8345-81BBB6A3402B},UNK,
191510.8568,4294469.5568,563,7,Trail Head,Dominguez Trailhead,COG03000,CO,38.74504993,-108.54936907,,2017/10/20 15:16:40+00,Big Dominguez,,Dominguez-Escalante National Conservation Area,YES,,,,,,,{94A14085-8073-4051-A03C-280CF73BE4DB},UNK,
152843.208,4345223.2695,564,7,Staging Area,Rabbit Valley Staging Area,COG01200,CO,39.1869501,-109.01904991,,2017/10/20 15:16:40+00,Rabbit Valley,,McInnis Canyons National Conservation Area,YES,,,,,,,{FD295BD8-584D-4BFB-908C-6BD7823481C6},UNK,
207330.0028,4305439.0693,565,7,Trail Head,Bridgeport Trail,COG03000,CO,38.84911483,-108.37231262,,2017/10/20 15:16:40+00,Bridgeport,,Dominguez-Escalante National Conservation Area,YES,,,,,,,{EEB10578-9D34-4EDD-AD20-F26851C06A06},UNK,
214424.3945,4336798.5326,567,7,Trail Head,Rapid CreekTrailhead,COG01000,CO,39.13356811,-108.30379905,,2017/10/20 15:16:40+00,Rapid Creek,,,YES,,,,,,,{4D3D30F3-257D-4C03-A7D2-3BF487B91A07},UNK,
186036.2188,4322292.5988,569,7,Trail Head,Old Kiln Trailhead,COG01000,CO,38.99334942,-108.62494558,,2017/10/20 15:16:40+00,Old Kiln,,,YES,,,,,,,{0431EEB3-68C8-420C-A1CF-3C7E7E7B7968},UNK,
184519.8283,4322514.8163,570,7,Trail Head,Ribbon Trailhead,COG01000,CO,38.99480291,-108.64252312,,2017/10/20 15:16:40+00,Ribbon Trailhead,,,YES,,,,,,,{675D70C2-4B42-46C1-A0F0-006B047594C1},UNK,
187477.0354,4325010.832,571,7,Trail Head,Little Park Trailhead,COG01000,CO,39.01831103,-108.60958491,,2017/10/20 15:16:40+00,Little Park,,,YES,,,,,,,{80000C4C-F80E-4A13-8B89-31A012478CD5},UNK,
179057.0353,4351326.2985,574,7,Trail Head,18 Rd OHV Open Area,COG01000,CO,39.25189702,-108.71909108,,2017/10/20 15:16:40+00,18 Road,,,YES,,,,,,,{20468AD1-6CF5-44D0-B4E1-3AE057C16579},UNK,
200201.9732,4303381.8108,575,7,Trail Head,Dominguez Trailhead,COG03000,CO,38.82821047,-108.45341309,,2017/10/20 15:16:40+00,Cactus Park,,Dominguez-Escalante National Conservation Area,YES,,,,,,,{D8D131F0-FF51-410A-982E-B1B50F22F325},UNK,
197925.599,4304000.0911,576,8,Parking Area,Parking Area,COG03000,CO,38.83299419,-108.47986121,,2017/10/20 15:16:40+00,Cactus Park,,Dominguez-Escalante National Conservation Area,YES,,,,,,,{3A2BE1A6-668A-42DC-B1A6-0BC28C143917},UNK,
158549.1823,4348253.1345,577,7,Trail Head,Rabbit's Ear Trailhead,COG01200,CO,39.21644565,-108.95466911,,2017/10/20 15:16:40+00,Rabbit's Ear,,McInnis Canyons National Conservation Area,YES,,,,,,,{DB041CAC-8ED4-4035-882E-84A48D39A73F},UNK,
159426.3674,4246723.8031,579,10,Campground,Bedrock,COS05000,CO,38.30398038,-108.89452177,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{593BBCB6-A3F2-4BF7-9BE0-B608814BF529},UNK,
220440.3876,4222761.5465,580,10,Campground,Lower Beaver,COS05000,CO,38.10944241,-108.1884964,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{70B00546-F31F-486E-B73D-66871CEA8DEC},UNK,
204109.3968,4238634.4354,583,10,Campground,Ledges Cottonwood,COS05000,CO,38.24705026,-108.3810681,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{68B0DD8F-EE5E-4F2F-97F8-2CE04077AA8B},UNK,
235820.8673,4209085.7362,585,4,Point of Interest,Tram Site,COS05000,CO,37.9909835,-108.00825923,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{C71CDB19-7B29-4660-AD25-58E1FAA70C88},UNK,
218946.1317,4224108.6201,586,4,Picnic Area,Norwood Hill,COS05000,CO,38.12110063,-108.20604493,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{279C7879-FD7F-4CDC-BE4B-548BDB351208},UNK,
220578.4916,4222541.4209,587,4,Picnic Area,Upper Beaver,COS05000,CO,38.10750427,-108.18683737,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{DBF2029E-D2CB-4502-BA7F-386604E64220},UNK,
226877.7168,4213428.9191,588,4,Picnic Area,Specie Creek,COS05000,CO,38.02742262,-108.11161393,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{81A18BAB-43AE-42D4-9439-9110D57B1A8B},UNK,
253696.5346,4296652.0394,589,2,Boat Ramp,Gunnison Forks,COS05400,CO,38.78422806,-107.83557715,,2017/10/20 15:16:40+00,,,Gunnison Gorge NCA,YES,,,,,,,{2064F19D-F464-4425-AB26-9C3218523CD3},UNK,
215179.1876,4300923.5217,590,4,Interpretive Site,Wells Gulch,COS05000,CO,38.81106446,-108.28014274,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{0A66DCED-8FF6-4578-BE44-0EF32F78F0D9},UNK,
259263.1426,4227691.6113,591,4,Picnic Area,Uncompahgre Riverway,COS05000,CO,38.16500463,-107.74787866,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{823E59E9-8DCA-4496-A2C8-B02D152B71AC},UNK,
228485.5396,4213362.9388,592,10,Campground,Caddis Flats,COS05000,CO,38.02731197,-108.09329609,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{BF1F25E7-4538-4706-B4B2-55F40AE818DD},UNK,
237478.4104,4207945.8642,595,7,Trail Head,M 59 River Trail,COS05000,CO,37.98120503,-107.98899158,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{DB882B2E-1A96-4377-9077-B42971FE030C},UNK,
233569.9103,4209823.6748,596,2,Boat Ramp,Down Valley Park,COS05000,CO,37.99696699,-108.03413219,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{57551B90-306E-427C-8BFC-8A86BE459A55},UNK,
232642.4262,4213666.4991,597,7,Trail Head,Leopard Creek Trail,COS05000,CO,38.03127999,-108.0461131,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{F22B8B9E-FA76-4B46-AF4B-202AB6D8AB4F},UNK,
231754.4963,4212255.3893,599,2,Boat Ramp,Placerville,COS05000,CO,38.01831755,-108.05568842,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{E82BE737-62B2-48E7-93CC-6BBAE351D17A},UNK,
242250.8346,4204925.0308,600,2,Boat Ramp,Deep Creek,COS05000,CO,37.95538199,-107.93363732,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{2B6A9B18-8D10-49D2-9015-96829B3B88EE},UNK,
242245.4951,4204947.2267,601,7,Trail Head,M 59 River Trail Upper,COS05000,CO,37.95558027,-107.93370597,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{7567C1BA-42A8-411A-8383-604CA600EC81},UNK,
239055.767,4206303.1461,602,7,Trail Head,M 59 River Trail Middle,COS05000,CO,37.9668741,-107.97045812,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{A764E86B-08F9-405F-864D-89CE3006214D},UNK,
263503.383,4247596.5039,603,3,Campsite - Primitive - Non Reservable - No Fee,Buckhorn Lakes Dispersed Campsites,COS05000,CO,38.34531971,-107.70617138,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{D02438E9-1D26-468E-8326-D7E573CD6512},UNK,
210499.6151,4285351.0955,604,3,Campsite - Primitive - Non Reservable - No Fee,Escalante Potholes Rec Site,COG03000,CO,38.66944244,-108.32743634,,2017/10/20 15:16:40+00,Escalante Potholes,,Dominguez-Escalante National Conservation Area,YES,,,,,,,{68DBCA98-3E7F-4336-A535-96C741CA463A},UNK,
278803.9839,4289298.8107,605,4,Point of Interest,Needle Rock,COS05000,CO,38.7246833,-107.5444542,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{8CA55E29-4C22-4923-B430-88FC14DD1F6F},UNK,
237452.072,4267211.521,606,7,Staging Area,Tabeguache Staging Area,COS05000,CO,38.51459625,-108.01123781,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{81C71D6E-B1D4-47C3-ABF6-9F7B8374A905},UNK,
252165.8152,4296019.9305,607,10,Campground,Cottonwood Grove Campground,COS05400,CO,38.77810998,-107.85295247,,2017/10/20 15:16:40+00,,,Gunnison Gorge NCA,YES,,,,,,,{FF299382-40A4-4B48-8670-D842D00D457C},UNK,
253594.449,4296274.0432,608,7,Trail Head,West River Trailhead,COS05400,CO,38.78079734,-107.83661617,,2017/10/20 15:16:40+00,,,Gunnison Gorge NCA,YES,,,,,,,{B26C1AD2-A61F-45B1-9860-FE7322328E03},UNK,
247789.5155,4295024.5159,609,2,Boat Ramp,Orchard Boat Launch,COS05400,CO,38.76791092,-107.90290736,,2017/10/20 15:16:40+00,,,Gunnison Gorge NCA,YES,,,,,,,{DB96B0AA-797A-4A63-A8C2-D5BFC340DF08},UNK,
249041.2358,4295783.7824,610,4,Point of Interest,Eagle Rock Shelter Archaeological Site,COS05400,CO,38.77510132,-107.88879313,,2017/10/20 15:16:40+00,,,Gunnison Gorge NCA,YES,,,,,,,{49D60746-CE61-46A8-A59A-C02163EDB2FA},UNK,
249369.802,4295873.3203,611,7,Trail Head,Eagle Rock Shelter Trailhead,COS05400,CO,38.77600058,-107.88504795,,2017/10/20 15:16:40+00,,,Gunnison Gorge NCA,YES,,,,,,,{58819E49-FA47-415D-9592-775AA06A4FCA},UNK,
297883.866,4316578.3934,612,3,Campsite - Primitive - Non Reservable - No Fee,Williams Creek Dispersed Camping Area,COS05000,CO,38.97488186,-107.33316599,,2017/10/20 15:16:40+00,,,,YES,,,,,,,{B3CE0CBD-77C7-4512-BEC3-45E62FDA07F5},UNK,
253020,4279432,618,3,Campsite - Primitive - Non Reservable - Fee,Big Eddy,COS05400,CO,38.62904624,-107.83722,,2017/10/20 15:16:40+00,,,Gunnison Gorge NCA,YES,,,,,,,{0FC0A3B2-8717-42B5-8DC3-96BB804CACF0},UNK,
253768,4293398,619,3,Campsite - Primitive - Non Reservable - Fee,Blacker,COS05400,CO,38.7549595,-107.83359555,,2017/10/20 15:16:40+00,,,Gunnison Gorge NCA,YES,,,,,,,{8A496C7D-D1AA-4BAB-82D9-FC1759386D51},UNK,
251364,4280465,620,3,Campsite - Primitive - Non Reservable - Fee,Bobcat Beach,COS05400,CO,38.63788127,-107.85659094,,2017/10/20 15:16:40+00,,,Gunnison Gorge NCA,YES,,,,,,,{F3733B1B-1969-42E0-A6E1-737291BF7914},UNK,
251330,4280348,621,3,Campsite - Primitive - Non Reservable - Fee,Bobcat,COS05400,CO,38.63681865,-107.85693928,,2017/10/20 15:16:40+00,,,Gunnison Gorge NCA,YES,,,,,,,{D8C5CA2E-344F-440A-B702-204B920E2CB2},UNK,
