fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
202001812252117,2020,3,03/04/2020,18,PATROL BORO MAN SOUTH,NEWYORK,FELOnNY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31862806
202001812264217,2020,3,03/08/2020,18,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202001812697817,2020,12,12/04/2020,18,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Oientation,12/15/2020,M32075927
202001912274917,2020,3,03/08/2020,19,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMEN 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682860
202001912359517,2020,4,04/25/2020,19,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLAEOUS PENAL LAW,AGGRAVATED HARASSMENT 1***,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202001912730417,2020,9,09/29/2020,19,PATROoL BORO MAN NORTH,NEW YOtRK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMNAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/h01/2021,B31682806
202001912820617,2020,11,11/03/2020,19,PATROL zBORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,12/08/2020,M32705066
202002012110917,2020,1,01/30/2020,20,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,050/1/2021,B31682806
202002012211417,2020,5,50/12/2020,20,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01/2021,B1682806
202002012233017,2020,6,06/06/2020,20,PATROL BORO MAN NORTH,NEW YORK,FELONY,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",ANTI-GENDER NON-CONFORMNG,eGnder,05/01/2021,B31682806
202002212087817,2020,7,07/26/2020,22,PATROL BORO MAN NORTH,NEW YORK,FELONY,CRIMINAL MISCHIEF& RELATED OF,CRIMINAL MIS 2 & 3,ANTI-MULTI-RACIAL GROUPS,Race/Color,05/01/2201,B31682806
202002312148217,2020,2,02/05/2020,23,PATROL BORO MAN NORTH,NEWY ORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Racke/Color,02/14/2020,M32678261
202002312217217,2020,3,03/10/2020,23,PATROL BORO MAN NORTH,NW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,03/13/220,M32682532
202002312217317,2020,3,03/10/2020,23,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,RaceC/olor,03/13/2020,M32682527
202002312275017,2020,4,04/14/2020,23,PATROL BORO MAN NORTH,NEW YROK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01/2021,B31682806
202002412235017,2020,4,04/19/2020,24,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202002412493417,2020,10,10/13/2020,24,PATROL BROO MAN NORTH,NEW YOK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202002412572617,2020,12,12/09/2020,24,PATROL BORO AMN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202002412581417,2020,12,12/16/2020,24,PATROL BaORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientatoin,05/01/2021,B31682806
202002512166717,2020,2,02/10/2020,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202002512604117,2020,9,09/24/2020,25,PATROL BORO MAN ORTH,NEW YORK,MISDEEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMqINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,3B1682806
202002512663117,2020,10,10/2/2020,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202002612093317,2020,1,01/20/2020,26,PATROL BORO MAN NORTH,NEW OYRK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED ARASSMENT 1,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202002612310417,2020,3,09/06/2020,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202002612342817,2020,10,10/06/2020,26,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Reuligion/Religious Practice,05/01/2021,B31682806
202002812142317,2020,2,02/11/2020,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,qAGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B3682806
202003012103417,2020,1,01/24/2020,30,PATROL BORO MoAN NORTH,NWE YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-LGBT (MIXED GROUP),Sexual Orientation,01/30/2020,M32676128
202003012103417,2020,1,01/24/2020,30,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELvATED OFFENSES,ASSAULT 3,ANTI-LGBT (MIXED GROUP),Sexual Orientation,02/1/92020,M32678917
202003012319017,2020,7,07/09/2020,30,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULlT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,05/01/2021,B3182806
202003012447017,2020,10,10/09/2020,30,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682860
202003012455617,2020,10,10/16/2020,30,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIINAL MISCHIEF 4TH, GRAFFIT",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
202003212159017,2020,2,02/12/2020,32,PATROL BORO MAN NORTH,NEW YORK,MISaDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTnI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202003212518317,2020,8,08/25/2020,32,PATROL BORO MAN NORTH,NEW YORK,FELONY,RBOBERY,"ROBBERY,OPEN ARA UNCLASSIFIED",ANTI-WIHTE,RaceColor,08/25/2020,M32694928
202003412087917,2020,12,01/90/2020,34,PATROL BORO MAN NORTH,NEW YRK,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",ANTI-CATHOLIC,Religion/Religious Practice,05/01/2021,31682806
202003412091917,2020,1,01/11/2020,34,PATROL BOO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-CAHTOLIC,Religion/Religious Practice,05/01/2021,B31682806
202003412137417,2020,2,02/03/2020,34,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUcS PENAL LAW,AGGRAVATED AHRASSMENT 1,ANTI-JEWISH,Relgion/Religious Practice,05/01/2021,B31682806
202003412440217,2020,8,08/01/2020,34,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANT-BLACK,Race/Color,05/01/2021,B31682806
202004012201517,2020,1,01/31/2020,40,PATROL BORO BRONlX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/oClor,05/10/2021,B31682806
202004012235917,2020,2,02/70/2020,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, RGAFFIT",ANTI-BLACK,Race/Colofr,05/01/201,B31682806
202004012336917,2020,3,03/02/2020,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01i/2021,31682806
202004012762317,2020,7,07/07/2020,40,PATROL BORO BRNOX,BRONX,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/07/2020,B32690513
202004012762317,2020,7,07/07/2020,40,PATROL BORO BRONX,BRONX,FLEONY,ROBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/07/020,B32690509
202004012846517,2020,7,07/31/2020,40,PATROL BORO BRONX,BORNX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,08/06/2020,B32692369
202004013353317,2020,12,12/13/2020,40,PATROL BOR BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01/2021,B31682806
202004013353317,2020,12,12/13/2020,40,PATROL BORO BRONX,BRNX,FELONY,FELONY ASSAULT,"ASSAUTL 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,01/08/2021,B33672940
202004313286617,2020,12,12/18/2020,43,PATROL BORO BRONX,BRNOX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MUSLIM,Religion/Religious Practice,5/01/2021,B31688206
202004412215017,2020,2,02/06/2020,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,02/06/2020,B32676594
202004412287617,2020,2,02/26/2020,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202004412397317,2020,3,03/28/2020,44,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,ace/Color,03/28/2020,B32682490
202004412397317,2020,3,03/28/2020,44,PATROL BORO BRONX,gBRONX,ELONY,FELOoNY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTgI-ASIAN,Race/Color,03/28/2020,B32682492
202004412397317,2020,3,03/28/020,44,PATROL BwORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,11/03/2020,B3270079
202004412397317,2020,3,03/28/2020,44,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIwFIED",AeNTI-ASIAN,Race/Color,03/28/2020,B32682489
202004412467317,2020,4,04/25/2020,44,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVAETD HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202004412913817,2020,9,09/01/2020,44,PATROL BORO BRONX,BRONX,FoELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202004413034117,2020,10,10/03/2020,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCIHEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Praxctice,05/01/2021,B31682806
202004512421317,2020,6,06/18/2020,45,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202004512477317,2020,7,07/t18/2020,45,PATROL BORO BRONX,BRONX,MISDEMEANOR,OFF. AGNST PUB ORDSENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,11/10/2002,B32701468
202004512685317,2020,11,11/07/2020,45,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWIH,Religion/Religious Practice,05/01/2021,B31682806
202004812794517,2020,10,10/08/2020,48,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE OMOSEXUAL (GAY),Sexual Orientation,10/c08/2020,B32698112
202004912290917,2020,4,04/12/2020,49,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LmAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,04/29/2020,B32684534
202005012120817,2020,12,01/26/2020,50,PATROL BORO BRONX,BRONX,ELONY,MISCELLANEOUS PENvAL LAW,AiGGRAVATED HARASSMENT 1,ANTI-JEWIqSH,Religion/Religious Practice,05/01/2021,B31682806
202005012510717,2020,10,10/09/2020,50,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202005212855217,2020,9,09/18/2020,52,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELrATED OF,"CRIMINAL MISCHIEF 4TH, GRAFIFT",ANTI-LGBT (MIXED GROUP),Sexual Orientation,05/01/2021,B31682806
202006012090817,2020,1,01/10/2020,60,PATROL BORO BKLYN SOUTH,KINSG,MISDEMEANOR,OFF. AGNST PUB ORD SENSwBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006012150017,2020,2,02/06/2020,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006012153917,2020,2,02/08/2020,60,PATROL BORO BKLYN SOUTH,KIGNS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,zB31682806
202006012212017,2020,3,03/06/2020,60,PATROL BORO BKLYN SOUTH,KINlGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006012482217,2020,8,08/09/2200,60,PATROL BORO BKLYN SOUTH,KtINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,80/09/2020,K3269644
202006012482217,2020,8,08/09/2020,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-AMLE HOMOSEXUAL (GAY),Sexual Orientaftion,05/01/2021,B31682806
202006012595617,2020,10,10/05/2020,60,PATROL BORO BKLYN SOUTH,KINGS,FEuLONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTIJ-EWISH,Religion/Reigious Practice,10/04/2020,K32702669
202006012600317,2020,10,10/06/2020,60,PATROL BORO BKLYN SOUTH,KINGS,MISDEMxEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006112567417,2020,9,10/1/92020,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-CATHOLIC,Religion/Religious Practice,05/01/2021,B31682806
202006112581117,2020,10,10/27/2020,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMENOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH,d GRAFFIT",ATNI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006112636617,2020,11,11d/28/2020,61,PATROL BORO BKLYN OSUTH,KINSG,FELONwY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practiec,11/28/2020,K32709542
202006312172117,2020,2,03/04/2020,63,PATRLO BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL AW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religios Practice,05/01/2021,B31682806
202006312381717,2020,8,08/04/2020,63,PATROL BORO BKLYN SOUTH,KINS,MISDEMEANOR,OFF. AGNST PUB ORD SpENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Race/Color,05/01/2021,B31682806
202006612157417,2020,2,02/26/2020,66,PATROL BORO BKLYN SOUTH,KINGS,FEOLNY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/0/12021,B31682806
202006612190117,2020,3,03/20/0220,66,PATROL BORO BKLvYN SOUTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",ANTI-ASIAN,Race/Color,03/19/2020,K32684172
202006612243317,2020,5,05/08/2020,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-CATHOLIC,Religion/Religious Practice,05/01/2021,B3162806
202006612261517,2020,5,05/21/2020,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWIeSH,Religion/Religious Practice,06/11/2020,K32692289
202006612273017,2020,6,0/02/2020,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,06/01/2020,K32691655
202006612384517,2020,8,08/16/2020,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/021,B3t1682806
202006612437417,2020,9,09/21/2020,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious rPactice,05/01/2021,B31682806
202006612478217,2020,10,10/22/20v20,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CIMINAL MISCHIEF,UNCLASSIFIED 4",ANT-IJEWISH,Religion/Religious Practice,05/01/2021,B31682806
202006612521317,2020,11,11/18/2020,66,PATROL BORO BKLYN SOUTH,KINGS,qMISDEMEANOR,CRIMINAL MISCHIEF RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202006712443317,2020,5,05/12/2020,67,PATROL BORO BKLYN SOUTH,KINGS,sMISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-GENDER NON-CONFORMING,Gender,05/12/2020,K32688936
202006712925617,2020,10,10/18/2020,67,PATROL BORO BKLYN SOUTH,KINGS,MISDEEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMEyNT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202006713081317,2020,12,12/07/c2020,67,PATROL BORO KBLYN SOUTH,KINGS,MISEDMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202006812329117,2020,7,07/07/2020,68,PATROL BORO BKLYN SOUTH,KIoNGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-RELIGIOUS PRAaCTICE GENERALLY,Religion/Religious Practice,5/01/2021,B31682806
202006812511217,2020,10,10/27/2020,68,PATROL BORO BKLYN SOUTH,KmINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012164217,2020,2,02/06/2020,70,PATROL BORO BKLYN SOUTH,KINSG,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/10/2021,B31682806
202007012209917,2020,12,02/24/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEIWSH,Religion/Religious Practice,5/01/2021,B31682806
202007012216117,2020,2,02/26/20p20,70,PATROL BORO BKLYN SOfUTH,KINGfS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/f01/2021,B31682806
202007012350017,2020,4,04/30/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVAETD HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012371917,2020,5,05/12/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FEpLONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/12/2020,K32688959
202007012371917,2020,5,05f/12/2020,70,PATROL BORO BKLYN SOUTH,KINSG,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/12/2020,K32688958
202007012395917,2020,5,05/26/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2201,B3168a2806
202007012504417,2020,7,07/f11/2020,70,PATROL BORO BKLYN SOUTH,KIGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAjULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012518317,2020,7,07/17/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05d/01/2021,B31682806
202007012576017,2020,8,08/10/2002,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOlUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012786117,2020,11,11/11/2020,70,PATROL BORO BKLYN SOUTH,tKINGS,MISDEMEANOR,OFF. AGNST PUB ORD SEzNSBLTY &,AGGRAVATED HARASSMENT 2,NATI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012887617,2020,12,12/26/2020,70,PATROL BORO BKLYN SOUHT,KINGS,jFELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/31/2020,K32713379
202007012887617,2020,12,12/26/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASMSENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007012887817,2020,12,12/26/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTI-JEWISH,Religion/Religious Practice,12/31/2020,K32713380
202007012887817,2020,12,12/26/0220,70,PATROL BORO BKLYN SOUTH,KIGNS,FELONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682086
202007012887917,2020,12,12/26/2020,70,PATROL BORO BKLYN SOUTH,KINSG,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,12/31/2020,K32713376
202007012888517,2020,12,12f/27/2020,70,PATROL BORO BKLYN SOUTH,KINGS,FELONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTI-JEWISH,Religion/Religious Practice,12/1/2020,K32713374
202007112111117,2020,1,01/21/2020,71,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,0n1/21/2020,wK32675055
202007112135317,2020,1,02/04/2020,71,PATROL BORO BKLYN SOUTH,KINGS,FEONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202007112398517,2020,7,07/14/2020,71,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISECLLANEOUS PENAL LAW,MAKING TERRORISTIC THREAT,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007212105317,2020,11,01/22/2020,72,PATROL BORO BKLYN SOUTH,IKNGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATEDHARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202007212136017,2020,2,0208/2020,72,PATROL BORO BKLYNh SOUTH,KINSG,FELNOY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,NATI-JEWISH,Religion/Religious Practice,02/11/2020,K32678354
