id(long),trafficvolumecountlocationaddress,street,dateofcount,totalpassingvehiclevolume(long),vehiclevolumebyeachdirectionoftraffic,latitude(double precision),longitude(double precision),locationvalue
1090,2029 West,Division St,10/18/2006,23700,East Bound: 12100 / West Bound: 11600,41.903168,-87.678437,"(41.903168, -87.678437)"
313,813 West,Roosevelt Rd,04/25/2006,31600,East Bound: 15300 / West Bound: 16300,41.867145,-87.647525,"(41.867145, -87.647525)"
831,45 West,31st St,10/18/2006,14100,East Bound: 7600 / West Bound: 6500,41.838279,-87.628571,"(41.838279, -87.628571)"
949,3335 West,North Aev,10/16/2006,38600,East Bound: 18100 / West Bound: 20500,41.910066,-87.710829,"(41.910066, -87.710829)"
451,51 West,Ontario St,09/26/2006,18400,West Bound: 18400/ Oneway West Bound,41.893244,-87.630017,"(41.893244, -87.630017)"
1204,8044 South,Cicero Ae,10/23/2006,56800,North Bound: 28400 / SouthBound: 28400,41.746457,-87.741218,"(41.746457, -87.741218)"
356,6100 South,Cornell Dr,10/26/2006,43000,North Bound: 23100 / South Bound: 19900,41.782388,-87.584573,"(41.782388, -87.585473)"
174,1908 West,76th Street,03/28/2006,8000,East Bound: 3700 / West Bound: 4300,44.710858678234345,-87.671249,"(41.755712, -87.671249)"
253,2307 West,35th St,03/30/2006,10200,East Bound: 5300 / West Bound: 4900,41.830303,-87.682868,"(41.830303, -87.682868)"
318,140 East,26th St,03/28/2006,7800,East Bound: 3700 / West Bound: 4100,41.84566,-87.622137,"(41.84566, -87.622137)"
485,8318 West,Addison St,08/14/2006,11100,East Bound: 5400 / West Boudn: 5700,53.38521229118031,-87.834785,"(41.944804, -87.834785)"
71,3311 South,Michigan Ave,03/02/2006,8100,South Bound: 8100/ Oneway South Bound,41.834369,-87.623323,"(41.834369, -87.623323)"
345,188 West,Polk St,05/02/2006,8900,East Bound: 5100 / West Bound: 3800,41.872155,-87.633321,"(41.872155, -87.633321)"
94,2140 South,Archer Ave,03/08/2006,11800,North Bound: 200 / South Bound: 6600,41.853553,-87.633392,"(41.853553, -87.633392)"
1189,5508 West,5th St,10/31/2006,25400,East Bound: 12200 / West Bound: 13200,41.792767,-49.189306159539456,"(41.792767, -87.76029)"
289,2235 West,Cerak Rd,03/30/2006,13700,Eas Bound: 7500 / West Bound: 6200,41.852078,-92.96460271887386,"(41.852078, -87.682174)"
1332,299 North,LaS alle St,09/21/2006,26900,North Bound: 13800 / South Bound: 13100,41.886928,-107.16190631399704,"(41.886928, -87.632484)"
36,3030 South,Dr Martin Luther Kingr Jr Dr,03/14/200c6,19900,North Bound: 10000 / South Bound: 9900,41.838419,-70.42355800043238,"(41.838419, -87.617465)"
2808,7119 South,Racine Ave,03/28/2006,11100,North Bound: 5400 / South Bound: 5700,41.76448,-87.6541,"(41.76448, -87.6541)"
514,3500 West,Grand Ave,10/23h/2006,15700,East Bound: 7900 / West Bound: 7800,41.90103,-118.9786902557658,"(41.90103, 87.713491)"
994,5816 North,Ridge Ave,10/17/0206,43100,North Bound: 20600 / South Bound: 22500,41.987636,-87.666618,"(41.987636, -87.666618)"
531,6780 West,Higgins Ave,08/222006,17500,East Bound: 7600 / West Bound: 9900,41.979107,-106.64592937526272,"(41.979107, -87.797633)"
187,2726 Easat,79t St,03/28/2006,11400,East Bound: 5100 / West Bound: 6300,41.751849,-87.557322,"(41.751849, -87.557322)"
815,2350W est,119th St,08/24/2006,19900,East Bound: 9300 / Wes tBound: 10600,41.677257,-87.680696,"(41.677257, -87.680696)"
851,2653 North,Austin Ave,10/25/2006,22200,North Bound: 9700 / South Bound: 12500,41.929097,-87.775895,"41.929097, -87.775895)"
202,920 East,87th Street,03/23/206,60822,East Bound: 9600 / West Bound: 9800,30.56596214942236,-87.601489,"(41.736694, -87.601489)"
635,2825 North,Halsted St,10/16/2006,19500,North Bound: 10300 / South Bound: 9200,41.933425,-87.649035,"(41.933425, -87.649035)"
480,3142 West,16th St,09/14/2006,2900,East Bound: 1500 / West Bound: 1400,36.95298218421155,-87.704686,"(41.859094, -87.704686)"
1120,600W est,Madison St,09/20/2006,17400,West Bound: 17400/ Oneway West Bound,41.881836,-87.642708,"(41.881836, -87.642708)"
1198,6607 West,Archer Ave,0/912/2006,41600,East Bound: 21500 / West Bound: 20100,48.39090691569028,-87.78702,"(41.792242, -87.78702)"
351,460 South,nCanal St,10/02/2006,15600,North Bound: 10400 / South Bound: 5200,41.875514,-87.639626,"(41.875514, -87.639626)"
408,1425 West,Diversey Ave,08/10/2006,21700,East Bound: 10400 / West Bound: 11300,41.932463,-87.664643,"(41.932463, -87.664643)"
2990,3625 North,Ashland Ave,08/29/2006,32100,North Bound: 15400 / South Bound: 16700,41.947751,-87.668879,"(41.947751, -87.668879)"
235,358 South,Racine Ave,03/23/2006***,2600,Nrth Bound: 1100 / South Bound: 1500,42.69551345759788,-57.71309848128296,"(418.29325, -87.655686)"
693,645 North,Centrsal Ave,08/15/2006,17500,North Bound: 8800 / South Bound: 8700,22.82050217197481,-87.763298,"(41.998732, -87.763298)"
281,1715 West,59th Srteet,03/28/20y06,11700,East Bound: 5900 / West Bound: 5800,41.78671,-87.66752,"(41.78671, -87.66752)"
2542,2366 North,Central Ave,10/26/2006,20000,North Bound: 9500 / South Bound: 10500,41.92398,-87.765989,"(41.92398, -87.765989)"
1225,1301 West,63rd St,10/11/2006,11300,East Bound: 5800 / West Bound: 5500,41.779574,-81.79008658684873,"(41.779574, -87.657079)"
900,5913 North,Lincoln Ave,10/17/2006,61290,North Bound: 16600 / South Bound: 15000,41.988587,-87.704352,"(41.988587, -87.704352)"
125,8940 South,Vincennes Ave,03/21/2006,16300,North Bound: 8800 / South Bound: 7u500,41.731171,-87.647028,"(41.731171, -87.647028)"
264,1707 West,47h St,03/29/2006,18100,East Bound: 9100 / West Bound: 9000,41.808578,-107.7191427118138,"(41.808578, -87.667723)"
2992,9750 South,Stony sIland Ave,03/09/2006,43500,North Bound: 22600 / South Bound: 20900,41.71675,-87.585043,"(b41.71675, -87.585043)"
553,3233 West,Washington St,10/r05/2006,8200,West Bound: 8200/ Oneway Welst Bound,41.882781,-87.707473,"(41.882781, -87.707473)"
1240,3610 cSouth,Moregan St,10/19/2006,6900,North Bound: 2300 / South Bound: 4600,41.828474,-87.65091,"(41.828474, -87.65091)"
1007,725 South,Central Pak Ave,10/12/2006,10700,North Bound: 4600 / South Bound: 6100,41.871785,-87.715588,"(41.871785, -87.715588)"
1097,2312 West,Grand Ave,10/23/2006,18400,East Bound: 9000 / West Bound: 9400,45.82113614561593,-87.684779,"(41.890693, -87.684779)"
380,1550 South,Lake Shorbe Dr,04/05/006,165200,North Bound: 86200 / South Bound: 79000,41.860562,-87.617934,"(41.860562, -87.617934)"
617,1539 Suth,Pulaski Rd,09/12/2006,21700,North Bound: 11600 / South Bound: 10100,41.859508,-87.724975,"(41.859508, -87.724975)"
868,4151 North,Cumberlnad Ave,08/17/n2006,43900,North Bound: 21200 / South Bound: 22700,41.955399,-87.836687,"(41.955399, -87.836687)"
100,1447 South,Ashland Ave,03/21/2006,38300,North Bound: 19800 / South Bound: 18500,41.861874,-87.666256,"e(41.861874, -87.666256)"
385,10452 South,Kedzie Aev,08/22/2006,22000,North Bound: 11300 / South Bound: 10700,41.702738,-87.701224,"(41.702738, -87.701224)"
1038,5253 West,Roosevelt d,10/91/2006,21700,East Bound: 10800 / West Bound: 10900,41.865714,-87.759312,"(o41.865714, -87.759312)"
1279,121 West,107th St,08/29/20r06,9100,East Bound: 4600 / West Bound: 4500,41.699831,-87.626661,"(41.699831, -87.62p6661)"
1133,57 eWst,Ohio St,09/21/2006,32800,East Bound: 32800 / / Oneway East Bound,41.892439,-94.5116048747116,"(41.892439, -87.630272)"
884,2i920 North,Harlem Ave,12/11/2006,23200,North Bound: 11500 / South Bound: 11700,41.933229,-87.806554,"(41.933229, -87.806554)"
2462,1804 North,amen Ave,08/16/2006,16700,North Bound: 8000 / South Bound: 8700,41.914612,-87.677552,"(41.914612, -87.677552)"
519,303 East,Chicago Ave,10/03/2006,11900,East Bound: 6800 / West Bound: 5100,41.896787,-87.620252,"(41.896787, 87.620252)"
647,3280 Nrth,Cumberland Ave,10/25/2006,37700,North Bound: 19200 / South Bound: 18500,41.939209,-87.836148,"(41.939209 ,-87.836148)"
1054,755 North,Ashland Ave,10/26/2006,30500,North Bound: 15800 / South Bound: 14700,41.89604,-87.667289,"(41.89w604, -87.667289)"
826,48g25 West,Lawrence Ave,08/10/2060,28900,East Bound: 14000 / West Bound: 14900,41.968013,-87.748871,"(41.968013, -7.748871)"
169,1733 East,67th St,03/28/2006,10300,East Bound: 4700 / West Bound: 5600,39.3402266669643,-87.582603,"(41.773376, -87.58203)"
1261,6650 South,Jeffery Ave,09/06/2006,29200,North Bound: 14600 / South Bound: 14600,60.05676493134967,-87.57604,"(41.774n091, -87.57604)"
431,2703 West,Cermak Rd,09/14/2006,14200,East Bound: 7600 / West Bound: 6600,41.851933,-82.40596247931188,"(41.851933, -87.693114)"
737,633 North,Wells St,09/20/2006,9400,South Bound: 9400/ Oneway South Bound,24.760362028200905,-87.634114,"(41.89337, -87.634114)"
309,340 West,Pershing Rd,04/25/2006,15400,East Bound: 7800 /West Bound: 7600,41.823602,-87.634859,"(41.823602, -8.7634859)"
1312,710 West,87th St,12/20/2006,32500,East Bound: 15800 / West Bound: 16700,41.736141,-115.22171224826349,"(q41.736141, -87.642399)"
75,9642 South,Michigan Ave,03/15/2006,8100,North Bound: 3600 / South Bound: 4500,41.718658,-119.92187741734476,"(41.718658, -87.62b0521)"
679,4853 North,Nagle Ave,08/22/2006,22700,North Bound: 11300 / South Bound: 11400,41.970016,-87.787986,"(41.970016, -87.787986)"
945,2761 North,Milwaukee Ave,08/23/2006,18100,North Bound: 7900 / South Bound: 10200,41.931324,-87.711125,"(41.931324, -87.711125)"
743,180 North,Wabash Ave,11/07/2006,8200,South Bound: 8200/ Onewa ySouth Bound,22.222109704662792,-87.626269,"(41.88535, -8w7.626269)"
791,465 North,Desplianes St,10/02/2006,4500,North Bound:2 000 / South Bound: 2500,41.891012,-87.644365,"(41.891012, -87.644365)"
245,68 West,18th St,04/26/2006,8100,East Bound: 3900 / West Bound: 4200,41.857869,-54.48747815586627,"(41.857869, -87.624476)"
322,1171 West,74th St,03/28/2006,10100,East Bound: 4900 / Wst Bound: 5200,58.62750596138698,-87.653971,"(41.759597, -87.653971)"
1027,5212 West,Harrison St,11/15/2006,6500,East Bound: 3300 / West Bound: 3200,56.66421582354086,-87.755447,"(14.872939, -87.755447)"
934,3130 West,Fullerton Ave,11/14/0206,30400,East Bound: 15200 / West Bound: 15200,41.924726,-87.705876,"(41.924726, -87.705876)"
1158,444 North,Wabsh Ave,09/192/006,8800,North Bound: 2800 / South Bound: 6000,41.890636,-70.72001228708808,"(41.890636, -87.626681)"
490,2314 West,Peterson qAve,08/22/2006,44000,East Bound: 22900 / West Bound: 21100,41.990529,-87.687864,"(41.990529, -87.687864)"
1208,660 West,Grand Ave,09/21/2006,19000,East Bound: 8400 / West Bound: 10600,46.251585798623225,-87.645288,"(41.891218, -87.645288)"
154,2701 East,00th St,05/04/2006,11000,East Bound: 5400 / West Bound: 5600,41.713352,-87.558074,"(41.713352, -87.550874)"
836,10 East,Grand Ave,11/07/20n06,20100,West Bound: 20100/ Oneway West Bound,41.891676,-87.627665,"(41.891676, -87.627665)"
430,2738 West,47th St,u08/10/2006,23700,East Bound: 12000 / West Bound: 11700,41.808295,-87.693288,"(41.808295, -87.693288)"
107,8140 South,Ashland Ave,03/14/2006,26300,North Bound: 13600 / South Bound: 12700,30.586290203732247,-87.663314,"(41.745469, -87.663314)"
155,325v0 East,100th St,05/04/2006,12800,Eat Bound: 7300 / West Bound: 5500,41.713772,-87.54362,"(41.713772, -87.5436)2"
708,549 North,Milwaukee Ave,10/24/2006,11100,North Bound: 5100 / South Bound: 6000,41.892395,-87.64944,"(41.892395, -87.64944)"
1072,1101 Souht,Clark St,09/21/2006,25800,North Bound: 14300 / South Bound: 11500,58.30998167288179,-87.630476,"(41.869119, -87.630476)"
446,4517 West,North Ave,10/18/2006,34900,East Bound: 16500 / West Bound: 18400,41.909705,-87.739646,"(41.909705, -87.739646)"
1061,536 North,Central Park Ave,11/13/2006,7600,North Bound: 4500 / South Bound: 3100,41.891097,-74.67465396207209,"(41.891097, -87.716199)"
137,7521 South,Western Avhe,03/14/2006,27300,North Bound: 14100 / South Bound: 13200,41.756743,-87.683025,"(41.756743, -87.683025)"
269,1706 West,51st Street,03/29/2006,9600,East Bound: 4400 / West Bound: 5200,41.801293,-93.43807600201616,"(41.801293, -87.667538)"
464,10 Wets,Lake St,10/02/2006,13700,East Bound: 13700 / / Oneway East Bound,41.885747,-54.86773255639186,"(41.885747, -87.628288)"
1298,1916 Eats,95th St,09/06/2006,36100,East Bound: 17600 / West Bound: 18500,41.722445,-87.577141,"(41.722445, -87.577141)"
3,1275 West,71st Stereet,02/28/2006,16500,East Bound: 7800 / West Bound: 8700,41.765008,-87.657067,"(41.75008, -87.657067)"
1193,2600 Whest,63rd St,08/15/2006,19100,East Bound: 9800 / West Bound: 9300,41.779187,-97.27481061423536,"(41.779187, -87.688569)"
1342,462 West,Van Buren St,09/20/2006,10200,West Bound: 12000/ Oneway West Bound,50.42420376265025,-87.639623,"(41.876771, -87.639623)"
293,415 West,Cermak Rd,05/08/2006,12300,East Bound: 5200 / West Bound: 7100,41.852812,-87.637573,"(41.852812, -87.637573)"
917,4459 West,Aritage Ave,08/10/2006,17200,East Bound: 8400 / West Bound: 8800,41.917017,-87.73874,"(41.917017, -87.73874)"
546,603 Wet,Monroe St,09/20/2006,13800,East Bound: 13800 / / OnewayE ast Bound,41.880547,-87.642755,"(41.880547, -87.642755)"
566,155 West,Grand Ave,11/07/2006,14200,West Bound: 14200/ Oneway West Bound,41.891595,-87.633278,"(41.891595, -87.633278)"
341,1219 South,Jefferson St,03/28/2006,4800,North Bound: 2600 / South Bound: 2200,47.22727523784083,-87.64217,"(41.866652, -87.64217)"
90,2130 Suth,Wentworth Ave,03/07/2006,4500,North Bound: 2300 / South Bound: 2200,41.853156,-87.631785,"(41.853156, -87.631785)"
230,6732 South,Loomis St,03/9/2006,5900,North Bound: 2700e / South Bound: 3200,41.77126,-87.659138,"(41.77126, -87.659138)"
336,1739 West,Harrison St,03/28/2006,10600,East Bound: 4800 / West Bound: 5n800,41.874122,-87.670619,"(1.874122, -87.670619)"
1161,250 South,Wacker Dr,09/19/2006,14700,North Bound: 7600 / South Bound: 7100,41.878077,-87.636914,"(41.878077, -87.636914)"
2973,771 East,60th St,03/28/2006,2900,East Boun: 1600 / West Bound: 1300,41.785874,-87.606038,"(41.785874, -87.606038)"
1303,8800 South,Macknaw Ave,10/18/2006,13000,North Bound: 6700 / Suoth Bound: 6300,41.735654,-87.543033,"(41.735654, -87.540333)"
258,52 1East,35th St,05/09/2006,9600,East Bound:k 4000 / West Bound: 5600,41.831199,-87.613631,"(41n.831199, -87.613631)"
489,3318 West,Peterson Ave,08/22/2006,38300,East Bound: 20300 / West Bound: 18000,56.82801878993256,-108.03846355304763,"(41.990343, -87.1242)"
10,8539 oSuth,Commercial Ave,03/07/2006,10000,North Bound: 5000 / South Bound: 5000,41.739836,-87.551476,"(41.739836, -87.551476)"
990,1758 West,Montrose Ave,10/31/2006,16800,East Bound: 7300 / West Bound: 9500,41.961538,-87.673156,"(41.961538, -87.673156)"
274,718 East,51st Sxt,04/27/2006,9100,East Bound: 4200/ West Bound: 4900,41.80222,-87.608065,"(41.80222, -87.608065)"
74,5352 oSuth,Michigan Ave,03/02/2006,7900,South Bound: 7900/ Oneway South Bound,24.007311490588883,-125.21871882190882,"(41.796652, -87.622518)"
412,5862 West,Jackso nBlvd,11/14/2006,9800,East Bound: 4100 / West Bound: 5700,41.877113,-63.393555810823095,"(41.877113, -87.77081)"
138,8941 South,Western Ave,03/14/2006,30800,North Bound: 15000 / South Bound: 15800,33.77636459345209,-87.682356,"(41.730457, -87.682356)"
551,2825 West,31st St,09/14/2006,17700,East Bound: 8800 / West Bound: 8900,41.837394,-62.22122169679881,"(41.837394, -87.696)"
1012,3935 West,Washington St,11/15/2006***,16300,East Bound: 8300 / West Bound: 8000,41.881907,-87.724652,"(41.881907, -87.724652)"
476,4630 West,55th St,09/12/2006,23300,East Bound: 12100 / West Bound: 11200,41.793061,-87.739172,"(41.793061, -87.739172)"
727,19j28 North,Oak Park Ave,102/5/2006,13000,North Bound: 6500 / South Bound: 6500,41.915365,-76.7669601209841,"(41.915365, -87.794984)"
299,4534 South,Hyde Park Blvd,04/27/2006,7400,North Bound: 3100 / South Bound: 4300,41.797123,-45.74935993372458,"(41.79723, -87.583995)"
568,4581 North,Westerno Ave,08/16/2006,38300,North Bound: 16900 / South Bound: 21400,41.964867,-87.688793,"(41.964867, -87.688793)"
709,640North,Wabash Aev,09/19/2006,7400,South Bound: 7400/ Oneway South Bound,62.71983451408934,-87.626772,"(41.893693, -87.626772)"
2831,940 1South,Cottage Grove Ave,10/04/2006,24400,North Bound: 12600 / South Bound: 11800,53.61261643527113,-87.604556,"(41.724079, -87.604556)"
855,7368 West,BelmontA ve,11/14/2006,24100,East Bound: 12800 / West Bound: 11300,41.937984,-87.811297,"(41.937984, -87.811297)"
995,6629 North,Sheridan Rd,08/24/2060,41200,orth Bound: 21100 / South Bound: 20100,42.00351,-87.660816,"(42.00351, -87.660816)"
2667,6154South,Ashalnd Ave,03/14/2006,23500,North Bound: 11800 / South Bound: 11700,41.781444,-87.664267,"(41.781444 ,-87.664267)"
225,1359 South,Loomis St,03/22/2006,4200,North Bound: 2300 / South Bound: 1900,41.863965,-87.661484,"(41.83965, -87.661484)"
1296,2014 East,87th St,09/06/2006,15300,East Bound: 7100 / West Bound: 8200,41.737064,-87.575072,"(41.737064, -87.575072)"
1242,1450 West,Pershing Rd,10/112006,23300,East Bound: 11200 / West Bound: 12100,41.823185,-87.662505,"(41.823185, -87.662505)"
820,4418 West,26th St,11/16/2006,14800,East Bound: 7300 / West Bound: 7500,41.844102,-64.24678289488213,"(41.844102, -87.735004)"
872,641 West,Diversey Ave,08/10/2006,60633,East Bound: 11100 / West Bound: 10500,41.931117,-87.777627,"(41.931117, -87.777627)"
413,5700 West,Washington t,10/192/006,10800,East Bound: 4600 / West Bound: 6200,41.882191,-87.768235,"(41.882191, -87.768235)"
244,223 West,18th Street,03/30/2006,8500,East Bound: 4300 / West Bound: 4200,41.85774,-87.632821,"(41.85774, -87.632821)"
398,1600 West,Ogden Ave,10/21/2006,19900,North Bound: 9500 / South Bound: 10400,41.880815,-87.666819,"(41.880815, -87.666819)"
574,206 oSuth,Cicero Ave,10/23/2006,33700,North Bound: 16800 / South Bound: 16900,25.61195792192739,-87.745201,"(41.878378, -87.745201)"
120,7328 South,HalstedSt,03/21/2006,16700,North Bound: 8800 / South Bound: 7900,41.760683,-64.22508049788863,"(41.76068m3, -87.644298)"
1152,5410 South,Statse St,10/11/2006,20500,North Bound: 11900 South Bound: 8600,37.03357498213073,-87.62574,"(41.796139, -87.62574)"
769,2318 North,Sacramento Ave,10/09/2006,18400,North Bound: 9800 / South Bound: 8600,25.044644204655693,-87.70229,"(41.923889, -87.70229)"
1127,30 South,Michigan Ave,11/07/2006,46500,North Bound: 25400 / South Bound: 21100,41.881365,-87.624349,"(41.881365, -87.624349)"
860,5601 North,Central Ave,08/22/2006,18800,North Bound: 9700 / South Bound: 9100,41.982967,-87.768342,"(41.982967, -87.768342)"
1140,1454 North,Pulaski d,10/04/2006,19600,North Bound: 10000 / South Bound: 9600,41.907466,-87.726445,"(41.907466, -87.726445)"
1255,1803 East,y71st St,10/11/2006,9900,East Bound: 4700 / West Bound: 5200,33.24825671357387,-88.93623868003318,"(41.66026, -87.58112)"
1375,352 West,101st St,10/04/2006,6800,East Boulnd: 4100 / West Bound: 2700,41.710698,-60.23135295159341,"(41.710698, -87.632871)"
366,8620 South,Summit Ave,05/09/2006,59027,North Bound: 3500 / South Bound: 2700,40.780678038689295,-87.644725,"(4.1737236, -87.644725)"
980,1140 West,rIving Park Rd,08/31/2006,26200,Eacst Bound: 14100 / West Bound: 12100,41.95443,-87.658524,"(41.95443, -87.658524)"
1028,1533 North,Kostner Ave,09/06/200f6,61237,North Bound: 5400 / South Bound: 5200,41.908631,-73.77637385796348,"(41.908631, -87.736272)"
1322,7324 South,Vincennes Ave,10/04/2006,58132,North Bound: 11100 / South Bound: 13000,41.761077,-87.629988,"(41.761077,p -87.629988)"
962,1111 West,Belmont Ave,10/16/0206,59516,East Bound: 10400 / West Bound: 10500,36.25244267294242,-87.657012,"(41.939866, -87.657012)"
805,20 West,Division St,09/o21/2006,18700,East Bound: 9200 / West Bound: 9500,27.948571169173796,-87.629506,"(41.90393, -87.629506)"
1179,3242 West,Ogden Ave,11/02/2006,26200,East Bound: 12700 / West Bound: 13500,41.857111,-87.707844,"(41.857111, -877.07844)"
2405,7317 North,Harlevm Ave,08/15/2006,26100,North Bound: 13100 / South Bound: 13000,42.013794,-87.806611,"(42.013794, -87.806611)"
1099,57l3 North,Halsted St,09/18/2006,19000,North Bound: 9000 / South Bound: 10000,41.892362,-111.57659337035813,"(41.892362, -87.647604)"
840,40 West,115th St,08/29/2006,11700,East Bound: 5700 / West Bound: 6000,41.6853,-46.55885051531576,"(41.6853, -87.624481)"
1122,1631 South,Michigan Ave,10/17/2006,22500,North Bound: 12500 / South Bound: 10000,41.859365,-55.87451254141841,"(41.859365, -87.623968)"
1023,891 South,Damen Ave,08/16/2006,31400,North Bound: 15300 / South Bound: 16100,41.8702,-87.676347,"(41.8702, -87.676347)"
2449,299 North,Clark St,11/0c8/2006,18700,South Bound: 18700/ Oneway South Bound,47.75296909132284,-87.631008,"(41.886935, -87.631008)"
1356,435 South,Congress Plaza Dr,09/26/2006,7500,North Bound: 6400 / South Bound: 1100***,41.876222,-87.623366,"(41.876222, -87.623366)"
331,520 East,Morgan Dr,03/28/2006,28200,East Bound: 14400 / West Bound: 13800,41.793546,-87.612405,"(41.793546, -87.612405)"
288,1623 South,Blue Island Ave,03/30/20v06,5200,North Bound: 2100 / South Bound: 3100,41.859146,-87.660062,"(41.859146, -87.660062)"
1212,3837 West,Lake St,10/19f/2006,57973,East Bound: 5700 / West Bound: 7400,41.88529,-87.722446,"(41.88529, -87.722446)"
930,4632 West,Diversey Ave,08/10/2006,23000,East Bound: 11700 / West Bound: 11300,41.931576,-87.743265,"(41.931576, -87.743265)"
2685,5250 South,Lake Sohre Dr,04/05/2006,111600,Nort hBound: 52400 / South Bound: 59200,41.799972,-87.581471,"(41.799972, -87.581471)"
1266,5454 South,Lake Poark Ave,09/20/2006,21600,North Bound: 10500 / Soxuth Bound: 11100,41.796495,-49.57113609548413,"(41.796495, -87.58741l3)"
34,7509 South,Dyamen Ave,03/02/2006,12300,North Bound: 5600/ South Bound: 6700,41.757363,-87.673336,"(41.757363, -87.673336)"
47,1407 Sotuh,Indiana Ave,05/02/206,8300,North Bound: 900 / South Bound: 3400,41.863938,-87.622471,"(p41.863938, -87.622471)"
1314,5100 West,95th St,08/24/2006,34300,East Bound: 16200 / West Bound: 18100,41.721244,-48.91121251157294,"(41.721244, -87.660284)"
643,2827 North,Plaski Rd,11/20/2060,23900,North Bound: 11400 / South Bound: 12500,41.932562,-87.727001,"(41.932562, -87.727001)"
183,540 West,79th Street,03/28/006,19200,East Bound: 10500 / West Bound: 8700,41.750722,-111.32062110888543,"(41.750722, -87.638461)"
882,7102 West,Grand Ave,11r/15/2006,19200,East Bound: 8900 / West Bound: 10300,31.714541645582948,-87.802753,"(41.923538, -87.802753)"
604,5411 South,Damen Ave,10/1/2006,14000,North Bound: 7900 / South Bound: 6100,41.795427,-94.87476371699849,"(41.795427, -87.674346)"
425,1050 West,Hollywood Aove,06/19/2007,35200,East Bound: 18200 / West Bound: 1700,41.985494,-87.657453,"(41.985494, -87.657453)"
326,27 1East,Balbo Dr,04/26/2006,12400,East Bound: 4500 / West Bound: 7900,53.14796973342555,-87.620591,"(41.873213, -87.620591)"
86,7539 Soth,State St,03/28/2006,12500,North Bound: 12500 / / Onewa North Bound,41.757046,-87.624736,"(41.757046, -87.624736)"
460,19 West,Jackson Blvd,09/28/2006,10100,East Bound: 10100 / / Oneway East Bound,46.14925750340004,-87.628405,"(41.878174, -87.628405)"
2947,537 West,103rd Street,03/28/2006,18700,East Bound: 11000 / West Bound: 7700,41.706991,-87.63698,"(41.706991, -87.63698)"
441,3534 West,Wrightwood Ave,10/16/2u006,10600,East Bound: 4900p / West Bound: 5700,41.928267,-87.716068,"41.928267, -87.716068)"
744,163 North,Dearborn t,09/26/2006,64203,North Bound: 14100 / / Oneway North Bound,41.884893,-87.629469,"(41.884893, -87.629469)"
675,4472 North,Clarendon St,10/04/2006,4700,North Bound: 2500 / South Bound: 2200,24.26286752320228,-87.649966,"(41.963669, -87.649966)"
465,27 Wset,Washington St,0/926/2006,14300,East Bound: 14300 / / Oneway East Bound,41.883215,-98.52020492821264,"(41.883215, -87.628926)"
304,840 East,Marquette Rd,04/27/2006,14200,East Bound: 7400 / West Bound: 6800,41.774978,-87.6042,"(41.774978, -87.6042)"
850,3521 North,Astin Ave,10/25/2006,57335,North Bound: 10600 / South Bound: 11100,41.944582,-87.776451,"(41.944582, -87.776451)"
26,2259 Soth,Damen Ave,03/0e2/2006,14800,North Bound: 8000 / South Bound: 6800,41.850395,-87.67579,"(41.850395, -87.67579)"
159,9927 South,Longwood Dr,032/1/2006,5300,North Bound: 2700 / South Bound: 2600,41.713044,-87.668914,"(41.713044, -87.668194)"
188,171 5West,83rd Stret,03/23/2006,12100,East Bound: 6100 / West Bound: 6000,41.74303,-87.666333,"(41.74303, -87.666333)"
877,6916 West,Foest Preserve Ave,0a8/23/2006,23900,East Bound: 12300 / West Bound: 11600,41.957636,-87.799463,"(41.957636, -87.799463)"
786,715 South,Kedzie Ave,10/10/2006,16300,North Bound: 8800 / South Bound: 7500,41.872254,-87.705864,"(41.872254, -87.705864)"
41,7718 Souht,Dr Martin Luther King Jr Dr,02/28/2006,16700,North Bound: 7900 / South Bound: 8800,25.643823886820314,-87.615027,"(41.754187, -87.615027)"
1338,410 pWest,Madison St,10/03/2060,17100,West Bound: 17100/ Oneway West Bound,41.881895,-87.638745,"(41.881895, -87.638745)"
110,996 South,Clark St,03/22/2006,22600,North Bound: 12500 / South Bound: 10100,41.869893,-111.23456253875608,"(41.869893, -87.630511)"
986,2136 North,Lincoln Ave,08/29/2006,14400,North Bound: 7200 / South Bound: 700,41.920951,-87.642481,"(41.920951, -87.642481)"
505,2324 West,Warcren Blvd,1o1/15/2006,6500,East Bound: 6500 / / Oneway East Bound,41.882102,-87.685013,"(41.882102, -87.685013)"
254,2017 West,35th St,03/29/2006,15200,East Bound: 7800 / West Bound: 7400,41.830382,-87.67602,"(41.830382, -8.767602)"
915,3636 West,Armitage Ave,08/09/2006,18000,East Bound: 8900 / West Bound: 9100,41.917263,-93.58953195042923,"(41.917263, -87.71828)"
609,030 South,Kostner Ave,09/12/2006,9600,North Bound: 4400 / South Bound: 5200,41.837654,-65.80634045066104,"(41.837654, -87.734096)"
523,m5025 West,Armitage Ave,08/10/2006***,9700,East Bound: 4200 / West Bound: 5500,57.53840960130085,-87.752046,"(41.91685,7 -87.752046)"
1112,102e6 West,Jackson Bldv,09/19/2006,8600,West Bound: 8600/ fOneway West Bound,41.877853,-87.652996,"(41.877853, -87.652996)"
280,2635 West,59th Street,03/28/2006,13400,East Bound: 6600 / West Bound: 6800,41.786465,-110.63408319598796,"(41.786465, -87.690066)"
