GSPAR_ID,ALTAR_ID,REPORT_YEAR,BASIN_NAME,SUBBASIN_NUMBER,SINGLE_MULTIPLE_AR,ANNUAL_REPORT_AREA,AQUIFER_NAME,CHANGE_AMOUNT
186,,2022,180/400 FOOT AQUIFER,3-004.01,Single Annual Report,Entire Basin,400-Foot Aquifer,-10400
187,,2022,EAST SIDE AQUIFER,3-004.02,Single Annual Report,Entire Basin,Eastside Aquifer,-17800
188,,2022,FOREBAY AQUIFER,3-004.04,Single Annual Report,Entire Basin,Basin Fill Aquifer,-69400
189,,2022,UPPER VALLEY AQUIFER,3-004.05,Single Annual Report,Entire Basin,Upper Valley Aquifer,-26100
190,,2022,LANGLEY AREA,3-004.09,Single Annual Report,Entire Basin,Aromas Sands in Langley Area,4900
191,,2022,MODESTO,5-022.02,Single Annual Report,Entire Basin,Eastern Principal Aquifer,-124200
191,,2022,MODESTO,5-022.02,Single Annual Report,Entire Basin,Western Lower Principal Aquifer,-27300
191,,2022,MODESTO,5-022.02,Single Annual Report,Entire Basin,Western Upper Principal Aquifer,-20800
192,,2022,COLUSA,5-021.52,Single Annual Report,Entire Basin,Primary Aquifer,-377170
193,,2022,CHOWCHILLA,5-022.05,Single Annual Report,Entire Basin,Combined Lower Aquifer and Undifferentiated Unconfined Zone,-56235
193,,2022,CHOWCHILLA,5-022.05,Single Annual Report,Entire Basin,Upper Aquifer,-93389
194,,2022,YUCAIPA,8-002.07,Single Annual Report,Entire Basin,Yucaipa Subbasin,-4558
195,,2022,BIG VALLEY,5-004,Single Annual Report,Entire Basin,Big Valley Principal Aquifer,-2763
196,,2022,MADERA,5-022.06,Multiple Annual Reports,Madera Basin - GFWD GSA,Consolidated Aquifer,-21
197,,2022,NORTH YUBA,5-021.60,Single Annual Report,Entire Basin,North Yuba Subbasin Aquifer,-7000
198,,2022,SOUTH YUBA,5-021.61,Single Annual Report,Entire Basin,South Yuba Subbasin Aquifer,-10000
199,,2022,PASO ROBLES AREA,3-004.06,Single Annual Report,Entire Basin,Paso Robles Formation Aquifer,-117100
200,,2022,SANTA CRUZ MID-COUNTY,3-001,Single Annual Report,Entire Basin,Aromas Red Sands,-111
200,,2022,SANTA CRUZ MID-COUNTY,3-001,Single Annual Report,Entire Basin,Purisima A,132
200,,2022,SANTA CRUZ MID-COUNTY,3-001,Single Annual Report,Entire Basin,Purisima AA,152
200,,2022,SANTA CRUZ MID-COUNTY,3-001,Single Annual Report,Entire Basin,Purisima BC,5
200,,2022,SANTA CRUZ MID-COUNTY,3-001,Single Annual Report,Entire Basin,Purisima F/DEF,-361
200,,2022,SANTA CRUZ MID-COUNTY,3-001,Single Annual Report,Entire Basin,Tu,486
201,,2022,ANDERSON,5-006.03,Single Annual Report,Entire Basin,Principal Aquifer,-3158
202,,2022,ENTERPRISE,5-006.04,Single Annual Report,Entire Basin,Principal Aquifer,-254
203,,2022,EASTERN SAN JOAQUIN,5-022.01,Single Annual Report,Entire Basin,Principal Aquifer,-122000
204,,2022,DELTA-MENDOTA,5-022.07,Single Annual Report,Entire Basin,Lower Aquifer,-71700
204,,2022,DELTA-MENDOTA,5-022.07,Single Annual Report,Entire Basin,Upper Aquifer,-387300
205,,2022,SAN LUIS OBISPO VALLEY,3-009,Single Annual Report,Entire Basin,San Luis Obispo Basin Aquifer,-2092
206,,2022,EAST BAY PLAIN,2-009.04,Single Annual Report,Entire Basin,Deep Aquifer,0
206,,2022,EAST BAY PLAIN,2-009.04,Single Annual Report,Entire Basin,Intermediate Aquifer,0
206,,2022,EAST BAY PLAIN,2-009.04,Single Annual Report,Entire Basin,Lower Shallow Aquifer,-30
206,,2022,EAST BAY PLAIN,2-009.04,Single Annual Report,Entire Basin,Upper Shallow Aquifer,70
207,,2022,BOWMAN,5-006.01,Single Annual Report,Entire Basin,Lower Aquifer,-11000
207,,2022,BOWMAN,5-006.01,Single Annual Report,Entire Basin,Upper Aquifer,-6000
208,,2022,RED BLUFF,5-021.50,Single Annual Report,Entire Basin,Lower Aquifer,-52000
208,,2022,RED BLUFF,5-021.50,Single Annual Report,Entire Basin,Upper Aquifer,-35000
209,,2022,CORNING,5-021.51,Single Annual Report,Entire Basin,Principal Aquifer,-90000
210,,2022,ANTELOPE,5-021.54,Single Annual Report,Entire Basin,Lower Aquifer,-2000
210,,2022,ANTELOPE,5-021.54,Single Annual Report,Entire Basin,Upper Aquifer,-3000
211,,2022,LOS MOLINOS,5-021.56,Single Annual Report,Entire Basin,Lower Aquifer,-2000
211,,2022,LOS MOLINOS,5-021.56,Single Annual Report,Entire Basin,Upper Aquifer,-12000
212,,2022,MONTEREY,3-004.10,Single Annual Report,Entire Basin,180-Foot Aquifer,-130
212,,2022,MONTEREY,3-004.10,Single Annual Report,Entire Basin,400-Foot Aquifer,-1
212,,2022,MONTEREY,3-004.10,Single Annual Report,Entire Basin,Deep Aquifers,-17
212,,2022,MONTEREY,3-004.10,Single Annual Report,Entire Basin,Dune Sand Aquifer,16
212,,2022,MONTEREY,3-004.10,Single Annual Report,Entire Basin,El Toro Primary Aquifer System,-800
213,,2022,SANTA YNEZ RIVER VALLEY,3-015,Multiple Annual Reports,Western Management Area ,Lower Aquifer,5200
213,,2022,SANTA YNEZ RIVER VALLEY,3-015,Multiple Annual Reports,Western Management Area ,Upper Aquifer,-1400
214,,2022,SANTA YNEZ RIVER VALLEY,3-015,Multiple Annual Reports,Central Management Area,CMA Buellton Aquifer,-1000
215,,2022,FILLMORE,4-004.05,Single Annual Report,Entire Basin,Fillmore Subbasin Aquifer,-6162
216,,2022,BIG VALLEY,5-015,Single Annual Report,Entire Basin,Principal Aquifer ,2700
217,,2022,PIRU,4-004.06,Single Annual Report,Entire Basin,Piru Subbasin Aquifer,-7758
218,,2022,SIERRA VALLEY,5-012.01,Single Annual Report,Entire Basin,Lower Aquifer,-2204
218,,2022,SIERRA VALLEY,5-012.01,Single Annual Report,Entire Basin,Upper Aquifer,-6613
219,,2022,NORTH AMERICAN,5-021.64,Single Annual Report,Entire Basin,Principal Aquifer,-8600
220,,2022,TEMESCAL,8-002.09,Single Annual Report,Entire Basin,Temescal Subasin,-4355
221,,2022,BEDFORD-COLDWATER,8-004.02,Single Annual Report,Entire Basin,Bedford Management Area,-519
221,,2022,BEDFORD-COLDWATER,8-004.02,Single Annual Report,Entire Basin,Coldwater Management Area,-416
222,,2022,MOUND,4-004.03,Single Annual Report,Entire Basin,Hueneme Aquifer,720
222,,2022,MOUND,4-004.03,Single Annual Report,Entire Basin,Mugu Aquifer,37
223,,2022,SAN GORGONIO PASS,7-021.04,Single Annual Report,Entire Basin,7-021.04,-9838
224,,2022,SOUTH AMERICAN,5-021.65,Single Annual Report,Entire Basin,Principal Aquifer,-1100
225,,2022,TURLOCK,5-022.03,Single Annual Report,Entire Basin,Eastern Principal Aquifer,-96100
225,,2022,TURLOCK,5-022.03,Single Annual Report,Entire Basin,Western Lower Principal Aquifer,-102400
225,,2022,TURLOCK,5-022.03,Single Annual Report,Entire Basin,Western Upper Principal Aquifer,-76100
226,,2022,PETALUMA VALLEY,2-001,Single Annual Report,Entire Basin,Principal Aquifer,-4000
227,,2022,SUTTER,5-021.62,Single Annual Report,Entire Basin,Principal Aquifer,-45000
228,,2022,UKIAH VALLEY,1-052,Single Annual Report,Entire Basin,Aquifers I and II,900
230,,2022,TRACY,5-022.15,Single Annual Report,Entire Basin,Lower,-6500
230,,2022,TRACY,5-022.15,Single Annual Report,Entire Basin,Upper,-8800
231,,2022,YOLO,5-021.67,Single Annual Report,Entire Basin,Tehama Formation,-192260
233,,2022,WESTSIDE,5-022.09,Single Annual Report,Entire Basin,Lower Aquifer,-100000
233,,2022,WESTSIDE,5-022.09,Single Annual Report,Entire Basin,Upper Aquifer,10000
234,,2022,SONOMA VALLEY,2-002.02,Single Annual Report,Entire Basin,Deep Aquifer System,-10
234,,2022,SONOMA VALLEY,2-002.02,Single Annual Report,Entire Basin,Shallow Aquifer System,-480
235,,2022,SANTA ROSA PLAIN,1-055.01,Single Annual Report,Entire Basin,Deep Aquifer System,0
235,,2022,SANTA ROSA PLAIN,1-055.01,Single Annual Report,Entire Basin,Shallow Aquifer System,-400
236,,2022,MADERA,5-022.06,Multiple Annual Reports,Madera_RCWD_Adopted,unconfined,-4500
237,,2022,SAN GABRIEL VALLEY,4-013,Single Annual Report,Entire Basin,Spadra Basin (one primary aquifer),420
238,,2022,UPPER VENTURA RIVER,4-003.01,Single Annual Report,Entire Basin,Alluvial Aquifer,848
239,,2022,OXNARD,4-004.02,Single Annual Report,Entire Basin,Fox Canyon Aquifer,-630
239,,2022,OXNARD,4-004.02,Single Annual Report,Entire Basin,Grimes Canyon Aquifer,-210
239,,2022,OXNARD,4-004.02,Single Annual Report,Entire Basin,Hueneme Aquifer,-270
239,,2022,OXNARD,4-004.02,Single Annual Report,Entire Basin,Mugu Aquifer,-520
239,,2022,OXNARD,4-004.02,Single Annual Report,Entire Basin,Oxnard Aquifer,-5300
240,,2022,PLEASANT VALLEY,4-006,Single Annual Report,Entire Basin,Fox Canyon Aquifer,-73
240,,2022,PLEASANT VALLEY,4-006,Single Annual Report,Entire Basin,Older Alluvium,-2039
241,,2022,LAS POSAS VALLEY,4-008,Single Annual Report,Entire Basin,Fox Canyon Aquifer,-5076
242,,2022,ELSINORE VALLEY,8-004.01,Single Annual Report,Entire Basin,Deep Semiconfined,474
242,,2022,ELSINORE VALLEY,8-004.01,Single Annual Report,Entire Basin,Shallow Unconfined,-376
243,,2022,NAPA VALLEY,2-002.01,Single Annual Report,Entire Basin,Quaternary Alluvium,11910
244,,2022,BUTTE,5-021.70,Single Annual Report,Entire Basin,Primary Aquifer,-37500
244,,2022,BUTTE,5-021.70,Single Annual Report,Entire Basin,Very Deep Aquifer,-9
245,,2022,VINA,5-021.57,Single Annual Report,Entire Basin,Single Principal Aquifer,-90700
246,,2022,WYANDOTTE CREEK,5-021.69,Single Annual Report,Entire Basin,Single Principal Aquifer,-13200
247,,2022,BEAR VALLEY,8-009,Single Annual Report,Entire Basin,Primary Alluvial Aquifer,1345
248,,2022,TULELAKE,1-002.01,Single Annual Report,Entire Basin,Tulelake,-14400
249,,2022,KINGS,5-022.08,Single Annual Report,Entire Basin,unconfined,-680000
250,,2022,SANTA MARGARITA,3-027,Single Annual Report,Entire Basin,Butano,230
250,,2022,SANTA MARGARITA,3-027,Single Annual Report,Entire Basin,Lompico,20
250,,2022,SANTA MARGARITA,3-027,Single Annual Report,Entire Basin,Monterey,200
250,,2022,SANTA MARGARITA,3-027,Single Annual Report,Entire Basin,Santa Margarita,640
251,,2022,SOLANO,5-021.66,Single Annual Report,Entire Basin,Alluvial/Upper Tehama Zone,42638
251,,2022,SOLANO,5-021.66,Single Annual Report,Entire Basin,Basal Tehama,-82
252,,2022,SANTA MONICA,4-011.01,Single Annual Report,Entire Basin,Ballona Aquifer,250
252,,2022,SANTA MONICA,4-011.01,Single Annual Report,Entire Basin,Silverado Aquifer,50
253,,2022,EAST CONTRA COSTA,5-022.19,Single Annual Report,Entire Basin,Deep Zone,0
253,,2022,EAST CONTRA COSTA,5-022.19,Single Annual Report,Entire Basin,Shallow Zone,-9700
254,,2022,COSUMNES,5-022.16,Single Annual Report,Entire Basin,Principal Aquifer,-27000
255,,2022,TULARE LAKE,5-022.12,Single Annual Report,Entire Basin,A-zone,-11020
255,,2022,TULARE LAKE,5-022.12,Single Annual Report,Entire Basin,B-zone,-36944
255,,2022,TULARE LAKE,5-022.12,Single Annual Report,Entire Basin,C-zone,-67795
256,,2022,UPPER SAN LUIS REY VALLEY,9-007.01,Single Annual Report,Entire Basin,Upper San Luis Rey Subbasin,-575
257,,2022,KAWEAH,5-022.11,Single Annual Report,Entire Basin,Confined Aquifer,-17000
257,,2022,KAWEAH,5-022.11,Single Annual Report,Entire Basin,Unconfined Aquifer,-342000
258,,2022,TULE,5-022.13,Multiple Annual Reports,Tule Subbasin Alpaugh GSP,Upper Aquifer,-4000
259,,2022,CASTAC LAKE VALLEY,5-029,Single Annual Report,Entire Basin,Castac Basin principal aquifer,-210
260,,2022,OJAI VALLEY,4-002,Single Annual Report,Entire Basin,Primary production aquifer,934
261,,2022,CUYAMA VALLEY,3-013,Single Annual Report,Entire Basin,Principal Aquifer,-38500
262,,2022,MADERA,5-022.06,Multiple Annual Reports,Madera Subbasin Joint GSP,Combined Upper Aquifer and Undifferentiated Unconfined Zone,-178942
262,,2022,MADERA,5-022.06,Multiple Annual Reports,Madera Subbasin Joint GSP,Lower Aquifer Zone,-7313
263,,2022,TULE,5-022.13,Multiple Annual Reports,Pixley ID GSA,Upper Aquifer,-34000
264,,2022,TULE,5-022.13,Multiple Annual Reports,LTRID GSA,Upper Aquifer,-57000
265,,2022,SAN PASQUAL VALLEY,9-010,Single Annual Report,Entire Basin,Principal Aquifer,-1804
266,,2022,TULE,5-022.13,Multiple Annual Reports,DEID GSA,Upper Aquifer,-20000
267,,2022,TULE,5-022.13,Multiple Annual Reports,Basin 5-022.13 TCWA - Tule,Upper Aquifer,-13000
268,,2022,TULE,5-022.13,Multiple Annual Reports,Basin 5-022.13 - ETGSA GSP,Upper Aquifer,-39000
269,,2022,MADERA,5-022.06,Multiple Annual Reports,Madera_NewStone_Adopted,unconfined,-3129
270,,2022,KERN COUNTY,5-022.14,Single Annual Report,Entire Basin,Kern County Subbasin,-1.74047e+06
271,,2022,WHITE WOLF,5-022.18,Single Annual Report,Entire Basin,Principal Aquifer,-44300
272,,2022,SAN JACINTO,8-005,Single Annual Report,Entire Basin,SJGB Principal Aquifer,300
273,,2022,EEL RIVER VALLEY,1-010,Single Annual Report,Entire Basin,Alluvial Aquifer,527
274,,2022,SANTA YNEZ RIVER VALLEY,3-015,Multiple Annual Reports,Eastern Management Area,Careaga Sand,-495
274,,2022,SANTA YNEZ RIVER VALLEY,3-015,Multiple Annual Reports,Eastern Management Area,Paso Robles Formation,-10983
277,,2022,PLEASANT VALLEY,5-022.10,Single Annual Report,Entire Basin,confinded,35
,47,2021,BORREGO SPRINGS,7-024.01,Single Annual Report,Entire Basin,Borrego Springs Subbasin,-5040
,51,2021,COASTAL PLAIN OF ORANGE COUNTY,8-001,Single Annual Report,Entire Basin,"Combined Shallow, Principal and Deep Aquifers",-49120
,52,2021,PAJARO VALLEY,3-002.01,Single Annual Report,Entire Basin,Aromas Red Sands,-9424
,53,2021,MISSION CREEK,7-021.02,Single Annual Report,Entire Basin,Mission Creek Subbasin Main Aquifer,-6516
,54,2021,INDIO,7-021.01,Single Annual Report,Entire Basin,Indio Subbasin,5954
,55,2021,LIVERMORE VALLEY,2-010,Single Annual Report,Entire Basin,Main Basin,-17400
,56,2021,SANTA CLARA,2-009.02,Single Annual Report,Entire Basin,Santa Clara Subbasin,-27400
,57,2021,TAHOE SOUTH,6-005.01,Single Annual Report,Entire Basin,Basin-Fill Aquifer,-4127
,58,2021,NILES CONE,2-009.01,Single Annual Report,Entire Basin,AHF Aquifer,-2770
,58,2021,NILES CONE,2-009.01,Single Annual Report,Entire Basin,Centerville Aquifer,-87
,58,2021,NILES CONE,2-009.01,Single Annual Report,Entire Basin,Deep Aquifer,-60
,58,2021,NILES CONE,2-009.01,Single Annual Report,Entire Basin,Fremont Aquifer,-2
,58,2021,NILES CONE,2-009.01,Single Annual Report,Entire Basin,Newark Aquifer,-4104
,59,2021,LLAGAS AREA,3-003.01,Single Annual Report,Entire Basin,Llagas Subbasin,-4200
,60,2022,SANTA CLARA,2-009.02,Single Annual Report,Entire Basin,Santa Clara Subbasin,2500
,61,2022,LLAGAS AREA,3-003.01,Single Annual Report,Entire Basin,Llagas Subbasin,-300
,62,2022,MISSION CREEK,7-021.02,Single Annual Report,Entire Basin,Principal Aquifer,-6013
,63,2022,INDIO,7-021.01,Single Annual Report,Entire Basin,Indio Subbasin,-76786
,64,2022,COASTAL PLAIN OF ORANGE COUNTY,8-001,Single Annual Report,Entire Basin,Basin 8-1 Aquifer,-3454
,65,2022,PAJARO VALLEY,3-002.01,Single Annual Report,Entire Basin,Aromas Red Sands,1182
,66,2022,BORREGO SPRINGS,7-024.01,Single Annual Report,Entire Basin,Borrego Springs Subbasin,-5965
,67,2022,LIVERMORE VALLEY,2-010,Single Annual Report,Entire Basin,Main Basin,-6622
,68,2022,NILES CONE,2-009.01,Single Annual Report,Entire Basin,AHF Aquifer,-558
,68,2022,NILES CONE,2-009.01,Single Annual Report,Entire Basin,Centerville Aquifer,-48
,68,2022,NILES CONE,2-009.01,Single Annual Report,Entire Basin,Deep Aquifer,-29
,68,2022,NILES CONE,2-009.01,Single Annual Report,Entire Basin,Fremont Aquifer,-2
,68,2022,NILES CONE,2-009.01,Single Annual Report,Entire Basin,Newark Aquifer,-1713
,69,2022,TAHOE SOUTH,6-005.01,Single Annual Report,Entire Basin,TVS SUBBASIN,-952
