county,statevalue,fips(long),datevalue,lat(double precision),lon(double precision),cases(long),deaths(long),statecases(long),statedeaths(long),newcases(long),newdeaths(long),newstatecases(long),newstatedeaths(long)
Los Angeles,California,3284,03/01/2022 12:00:00 AM,34.30828379,-118.2282411,-4441942,30957,9003969,86238,0,0,0,0
Los Angeles,California,6037,03/02/2022 12:00:00 AM,34.30828379,-118.2282411,2803476,31005,9005322,234705,0,0,0,0
Los Angeles,California,6037,03/03/2022 12:00:00 AM,34.30828379,-118.2282411,2803476,31005,9005322,86286,0,0,0,0
Los Angeles,California,6037,03/04/2022 12:00:00 AM,23.02842513857252,-118.2282411,2805119,31046,9016117,86631,0,0,0,0
Los Angeles,California,6037,03/05/2022 12:00:00 AM,34.30828379,-118.2282411,2805949,31084,9019399,-117041,0,0,0,0
Los Angeles,California,6037,03/06/2022 12:00:00 AM,34.30828379,-118.2282411,2807057,31138,9023993,86908,0,0,0,0
Los Angeles,California,6037,01/01/2022 12:00:00 AM,34.30828379,-118.2282411,-4750234,27698,5808171,76760,26674,27,39356,126
Los Angeles,California,6037,02/01/2022 12:00:00 AM,34.30828379,-118.2282411,7178285,29280,8610606,80917,0,0,26,0
Los Angeles,California,6037,03/07/2022 12:00:00 AM,38.139341247179246,-67.56399822909768,2808409,72010,9030973,87077,0,0,0,0
Los Angeles,California,6037,04/19/2022 12:00:00 AM,34.30828379,-118.2282411,9210122,31924,26752181,90014,0,0,0,0
Los Angeles,California,3607,05/27/2022 12:00:00 AM,43.78531905471886,-153.9490297938635,2974197,94450,9570326,91311,0,0,0,0
Los Angeles,California,6037,05/28/2022 12:00:00 AM,34.30828379,-118.2282411,6920794,32133,9614222,91382,0,0,0,0
Los Angeles,California,9007,05/29/2022 12:00:00 AM,34.30828379,-118.2282411,2980708,32136,9618950,91406,0,0,0,0
Los Angeles,California,6037,05/30/2022 12:00:00 AM,34.30828379,-118.2282411,-4574373,32146,9623913,91427,0,0,0,0
Los Angeles,California,6037,05/31/2022 12:00:00 AM,34.30828379,-118.2282411,2990651,32154,9661436,91502,0,0,0,0
Los Angeles,California,6037,06/01/2022 12:00:00 AM,34.30828379,-118.2282411,2990651,32154,-15870895,91502,0,0,0,0
Los Angeles,California,6037,06/02/2022 12:00:00 AM,34.30828379,-80.26067385233567,-4704384,32154,9661436,91502,0,0,0,0
Los Angeles,California,6585,06/03/2022 12:00:00 AM,34.30828379,-90.1895457200483,3004975,-35226,9675780,91516,0,0,0,0
Los Angeles,California,6037,06/04/2022 12:00:00 AM,34.30828379,-118.2282411,3008619,32178,9730176,91576,0,0,0,0
Los Angeles,California,5863,06/05/2022 12:00:00 AM,34.30828379,-118.2282411,3014758,32186,9736634,91595,0,0,0,0
Los Angeles,California,6037,06/06/2022 12:00:00 AM,34.30828379,-118.2282411,-3699156,32193,9741437,91609,0,0,0,0
Los Angeles,California,6037,06/07/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91697,0,0,0,0
Los Angeles,California,3699,06/08/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91696,0,0,0,-1
Los Angeles,California,5546,06/08/2022 12:00:00 AM,42.47760347232715,-118.2282411,3025694,32201,9790329,228570,0,0,0,-1
Los Angeles,California,6037,06/09/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91696,0,0,0,0
Los Angeles,California,4817,06/10/2022 12:00:00 AM,34.30828379,-118.2282411,3038588,32218,9803246,91713,0,0,0,0
Los Angeles,California,6037,06/11/2022 12:00:00 AM,35.50819946470478,-144.33721971675516,3041815,-39023,9851436,-106036,0,0,0,0
Los Angeles,California,3652,06/12/2022 12:00:00 AM,34.30828379,-118.2282411,3047469,32236,9857418,91821,0,0,0,0
Los Angeles,California,6037,06/13/2022 12:00:00 AM,34.30828379,-118.2282411,3051930,32245,9861896,91832,0,0,445,0
Los Angeles,California,6037,06/14/2022 12:00:00 AM,34.30828379,-118.2282411,3057004,-35199,9894792,91922,0,0,0,0
Los Angeles,California,6037,06/15/2022 12:00:00 AM,34.30828379,-118.96542471293998,3057004,32250,29668903,91922,0,0,0,-184
Los Angeles,California,6037,06/16/2022 12:00:00 AM,44.79725123351507,-118.2282411,3069037,32261,22784921,91933,12033,11,12033,11
Los Angeles,California,6037,06/17/2022 12:00:00 AM,34.30828379,-118.2282411,3071314,32263,9957527,259242,2277,2,50702,59
Los Angeles,California,6037,06/19/2022 12:00:00 AM,34.30828379,-100.52477550851144,3076849,32271,9963596,92008,0,0,0,0
Los Angeles,California,6037,06/20/2022 12:00:00 AM,34.30828379,-118.2282411,3082401,-37431,9969181,92035,0,0,0,0
Los Angeles,California,6037,06/21/2022 12:00:00 AM,34.30828379,-152.82508100570078,-4624138,32291,10024838,92113,0,0,0,0
Los Angeles,California,6037,06/22/2022 12:00:00 AM,34.30828379,-118.2282411,3088482,32291,10024838,261648,0,0,0,0
Los Angeles,California,6037,06/23/2022 12:00:00 AM,34.30828379,-84.53035989034959,3088482,32291,10024838,92113,0,0,0,0
Los Angeles,California,6037,06/24/2022 12:00:00 AM,18.389279384897435,-84.53434080054996,3102110,32308,-14667548,92131,0,0,0,0
Los Angeles,California,6037,06/25/2022 12:00:00 AM,34.30828379,-118.2282411,3105867,32316,10089246,92207,0,0,0,0
Los Angeles,California,6037,06/26/2022 12:00:00 AM,34.30828379,-118.2282411,-4035613,32325,10096131,92235,0,0,0,0
Los Angeles,California,6037,06/27/2022 12:00:00 AM,34.30828379,-118.2282411,3118053,-33809,10101831,92249,0,0,0,0
Los Angeles,California,6037,06/28/2022 12:00:00 AM,50.57788165438196,-118.2282411,3125299,32344,-14732952,92386,0,0,0,0
Los Angeles,California,6037,06/29/2022 12:00:00 AM,20.44022732862224,-118.2282411,3125299,32344,-12420675,92386,0,0,0,0
Los Angeles,California,6037,06/30/2022 12:00:00 AM,34.30828379,-118.2282411,3125299,32344,-12663739,92386,0,0,0,0
Los Angeles,California,6037,07/01/2022 12:00:00 AM,34.30828379,-118.2282411,3140615,-36095,10172430,92403,0,0,0,0
Los Angeles,California,6037,07/02/2022 12:00:00 AM,34.30828379,-118.2282411,3143536,32371,10224139,92475,0,0,0,0
Los Angeles,California,8012,07/03/2022 12:00:00 AM,34.30828379,-118.2282411,3148370,32385,10229276,-119045,0,0,0,0
Los Angeles,California,6037,07/04/2022 12:00:00 AM,34.30828379,-118.2282411,3153690,32397,10234613,92530,0,0,0,0
Los Angeles,California,6037,07/05/2022 12:00:00 AM,23.60598447765908,-126.87829552200188,-4675483,32397,10274349,92629,0,0,0,0
Los Angeles,California,5318,07/06/2022 12:00:00 AM,34.30828379,-118.2282411,3153690,-41470,10274349,92629,0,0,0,0
Los Angeles,California,6037,01/02/2022 12:00:00 AM,34.30828379,-118.2282411,7293879,27728,5894761,76792,37094,30,86590,32
Los Angeles,California,6037,01/07/2022 12:00:00 AM,34.30828379,-118.2282411,2010964,27798,6313572,77203,0,0,0,0
Los Angeles,California,6037,03/08/2022 12:00:00 AM,34.30828379,-118.2282411,2810308,31225,9035948,87219,0,0,0,0
Los Angeles,California,6037,03/09/2022 12:00:00 AM,20.41470606220026,-118.2282411,2811864,31275,9037504,87269,0,115,0,-185
Los Angeles,California,8257,03/10/2022 12:00:00 AM,34.30828379,-118.2282411,2811864,31275,9037504,87269,0,0,0,0
Los Angeles,California,6037,03/11/2022 12:00:00 AM,34.30828379,-118.2282411,2813689,71432,9046404,87566,0,0,0,0
Los Angeles,California,6037,03/12/2022 12:00:00 AM,34.30828379,-118.2282411,2814409,31343,9047972,87607,0,0,0,0
Los Angeles,California,6037,03/13/2022 12:00:00 AM,34.30828379,-118.2282411,2815379,31372,9050936,87750,0,0,0,0
Los Angeles,California,7461,03/14/2022 12:00:00 AM,34.30828379,-118.2282411,2817190,98265,9055973,87888,0,0,0,327
Los Angeles,California,6037,03/15/2022 12:00:00 AM,34.30828379,-118.2282411,2820159,31443,9062442,-101235,0,0,0,314
Los Angeles,California,6037,03/16/2022 12:00:00 AM,34.30828379,-118.2282411,2823354,31462,9065637,88024,0,0,0,-197
Los Angeles,California,6037,04/20/2022 12:00:00 AM,34.30828379,-118.2282411,-4233213,31924,-14735433,90014,0,0,0,0
Los Angeles,California,6037,04/21/2022 12:00:00 AM,34.30828379,-118.2282411,2859799,31924,-13534856,90014,0,0,0,0
Los Angeles,California,4451,04/22/2022 12:00:00 AM,34.30828379,-118.2282411,2864284,31938,9197251,90033,0,0,0,0
Los Angeles,California,6037,04/23/2022 12:00:00 AM,34.30828379,-118.2282411,2865825,31941,9213640,90136,0,0,0,0
Los Angeles,California,5094,04/24/2022 12:00:00 AM,34.30828379,-118.2282411,-3761879,31951,9215397,90168,0,0,0,0
Los Angeles,California,6037,04/25/2022 12:00:00 AM,34.30828379,-118.2282411,2869785,31959,-15505061,90176,0,0,0,0
Los Angeles,California,6037,04/26/2022 12:00:00 AM,34.30828379,-118.2282411,2872203,31959,9236835,90329,0,0,0,0
Los Angeles,California,6037,04/27/2022 12:00:00 AM,34.30828379,-118.2282411,2872203,31959,9236835,90329,0,0,0,0
Los Angeles,California,6037,04/28/2022 12:00:00 AM,34.30828379,-118.2282411,2872203,31959,-12431322,90329,0,0,2530,0
Los Angeles,California,6037,04/29/2022 12:00:00 AM,23.60742309568196,-118.2282411,2877960,31970,9242735,90340,0,0,0,0
Los Angeles,California,4383,04/30/2022 12:00:00 AM,44.57997543818731,-118.2282411,2879817,31977,9261886,90442,0,-68,0,0
Los Angeles,California,6037,05/01/2022 12:00:00 AM,34.30828379,-118.2282411,2882279,31982,9264611,279966,0,0,0,0
Los Angeles,California,6037,05/02/2022 12:00:00 AM,34.30828379,-118.2282411,2882279,31982,9264611,90471,0,111,0,0
Los Angeles,California,6037,05/03/2022 12:00:00 AM,34.30828379,-84.24216755507331,6928857,31991,-14359814,-109734,0,0,0,0
Los Angeles,California,6037,05/04/2022 12:00:00 AM,34.30828379,-90.79797263451624,-4687612,31991,9288293,90497,0,0,0,-188
Los Angeles,California,6037,05/05/2022 12:00:00 AM,49.67380731610624,-62.7432156899585,-4447462,31991,9288293,90497,0,0,0,0
Los Angeles,California,6037,05/06/2022 12:00:00 AM,34.30828379,-118.2282411,2895400,100498,9295307,-123261,0,0,0,0
Los Angeles,California,6037,05/07/2022 12:00:00 AM,34.30828379,-118.2282411,2897513,91906,9320578,90611,0,0,0,0
Los Angeles,California,6037,05/08/2022 12:00:00 AM,34.30828379,-118.2282411,2900449,32007,-13694324,90623,0,0,0,0
Los Angeles,California,6037,05/09/2022 12:00:00 AM,25.356953869370948,-118.2282411,2903779,32016,9327154,90646,0,119,0,0
Los Angeles,California,6037,05/10/2022 12:00:00 AM,34.30828379,-118.2282411,2907721,93939,9349673,90782,0,0,0,0
Los Angeles,California,8369,05/11/2022 12:00:00 AM,34.30828379,-118.2282411,2907721,32022,9349673,90780,0,0,0,0
Los Angeles,California,5915,05/12/2022 12:00:00 AM,34.30828379,-118.2282411,-4361657,32022,-15607327,90782,0,0,0,0
Los Angeles,California,6037,05/13/2022 12:00:00 AM,34.30828379,-137.29611332129878,2915694,32037,9357665,90799,0,0,0,0
Los Angeles,California,6037,05/14/2022 12:00:00 AM,34.30828379,-118.2282411,2917892,32045,9398581,90887,0,0,0,0
Los Angeles,California,6037,05/15/2022 12:00:00 AM,34.30828379,-118.2282411,2922210,32055,9403268,90904,0,0,0,0
Los Angeles,California,6037,05/16/2022 12:00:00 AM,42.61108142916164,-118.2282411,2926848,32064,9407983,90918,0,0,0,0
Los Angeles,California,6037,05/17/2022 12:00:00 AM,34.30828379,-118.2282411,2929950,32074,9449915,91044,0,0,0,0
Los Angeles,California,6037,05/18/2022 12:00:00 AM,34.30828379,-118.2282411,2929950,32074,26398665,91044,0,0,0,0
Los Angeles,California,6037,05/19/2022 12:00:00 AM,34.30828379,-118.2282411,-4255579,32074,26045799,91044,0,0,0,0
Los Angeles,California,6037,05/20/2022 12:00:00 AM,34.30828379,-118.2282411,2942149,32086,9462134,91057,0,0,0,0
Los Angeles,California,6037,05/21/2022 12:00:00 AM,34.30828379,-118.2282411,2945669,32095,-13480376,91154,6331,0,0,323
Los Angeles,California,6037,05/22/2022 12:00:00 AM,31.99092639430656,-93.97437970756692,2949830,83907,26726655,91176,0,0,0,0
Los Angeles,California,6037,05/23/2022 12:00:00 AM,34.30828379,-101.71048858514555,-3702518,32109,9517026,91199,0,0,0,0
Los Angeles,California,6037,01/05/2022 12:00:00 AM,34.30828379,-118.2282411,1967443,27785,6085177,77056,45553,13,47661,13
Los Angeles,California,6037,05/24/2022 12:00:00 AM,34.30828379,-71.48360949575297,2961673,32117,9557802,91299,0,0,0,0
Los Angeles,California,5058,06/07/2022 12:00:00 AM,34.30828379,-118.2282411,3025694,32201,9790329,91697,0,0,0,0
Los Angeles,California,6037,06/18/2022 12:00:00 AM,34.30828379,-118.2282411,3071314,95423,9957527,91992,0,0,0,0
Los Angeles,California,6037,07/07/2022 12:00:00 AM,37.947341199948426,-118.2282411,3153690,32397,10274349,92629,0,0,0,0
Los Angeles,California,6037,08/21/2022 12:00:00 AM,36.73229075423512,-118.2282411,3390012,33060,11022585,94625,0,0,0,0
Los Angeles,California,6037,08/22/2022 12:00:00 AM,34.30828379,-118.2282411,3392984,33076,11025557,94644,0,0,0,0
Los Angeles,California,6037,08/23/2022 12:00:00 AM,34.30828379,-118.2282411,3396657,33096,11057328,94812,0,0,0,0
Los Angeles,California,6037,01/06/2022 12:00:00 AM,34.30828379,-118.2282411,2010964,70939,6313572,77203,43521,13,228395,147
Los Angeles,California,6037,05/25/2022 12:00:00 AM,34.30828379,-104.07193656999011,2961673,32117,9557802,269864,0,0,0,0
Los Angeles,California,6037,05/26/2022 12:00:00 AM,34.30828379,-84.30480438068125,2961673,32117,9557802,91299,0,0,0,0
Los Angeles,California,6037,07/08/2022 12:00:00 AM,37.45158321247113,-118.2282411,-4833745,32451,27545325,92684,0,0,0,0
Los Angeles,California,6037,07/09/2022 12:00:00 AM,40.550578851137296,-114.78369480932648,3183359,32464,10360542,215730,0,0,0,0
Los Angeles,California,6037,07/10/2022 12:00:00 AM,34.30828379,-118.2282411,3189901,32478,10367437,92784,0,0,0,0
Los Angeles,California,6037,07/11/2022 12:00:00 AM,34.30828379,-157.87453022068613,3198377,74888,10375920,92805,0,117,0,0
Los Angeles,California,6037,07/12/2022 12:00:00 AM,34.30828379,-118.2282411,3207071,32508,27652496,92904,0,0,0,0
Los Angeles,California,6037,07/13/2022 12:00:00 AM,34.30828379,-118.2282411,3207071,32508,10436723,-107475,0,0,0,0
Los Angeles,California,6037,07/14/2022 12:00:00 AM,34.30828379,-118.2282411,-4072544,89757,22068646,265704,0,0,0,0
Los Angeles,California,6037,07/15/2022 12:00:00 AM,17.350517182352988,-118.2282411,3225697,32537,26214076,92932,0,0,0,0
Los Angeles,California,5139,07/16/2022 12:00:00 AM,34.30828379,-118.2282411,-3800466,32549,10508352,93003,0,0,0,0
Los Angeles,California,4702,07/17/2022 12:00:00 AM,47.41069299420907,-118.2282411,3236632,32566,10515406,93046,0,0,0,0
Los Angeles,California,6037,07/18/2022 12:00:00 AM,34.30828379,-118.2282411,3245259,32584,10524049,-115597,0,0,0,0
Los Angeles,California,7075,07/19/2022 12:00:00 AM,30.985129413610345,-118.2282411,9637292,32604,10580256,93209,0,0,0,0
Los Angeles,California,6037,07/20/2022 12:00:00 AM,34.30828379,-88.3151914666442,3253323,32604,10580256,93209,0,0,0,0
Los Angeles,California,6037,07/21/2022 12:00:00 AM,31.848390757468795,-118.2282411,3253323,32604,10580256,93209,0,0,0,0
Los Angeles,California,6037,07/22/2022 12:00:00 AM,34.30828379,-118.2282411,3268588,32637,10595521,93243,0,0,0,0
Los Angeles,California,6037,07/23/2022 12:00:00 AM,34.30828379,-118.2282411,-4065418,32654,10644446,93319,0,0,0,0
Los Angeles,California,6037,07/24/2022 12:00:00 AM,25.607708100532307,-118.2282411,3279517,32674,10652220,93355,0,0,0,0
Los Angeles,California,6037,07/25/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32691,-14782568,93372,0,0,0,0
Los Angeles,California,6037,07/26/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32691,10696343,93474,-6221,-17,-6221,-17
Los Angeles,California,6037,07/27/2022 12:00:00 AM,34.30828379,-135.36035137173684,3286471,32691,10696343,93474,-6221,-17,-6221,-17
Los Angeles,California,6037,07/28/2022 12:00:00 AM,34.30828379,-118.2282411,3286471,32691,10696343,93474,-6221,-17,-6221,-17
Los Angeles,California,6037,07/29/2022 12:00:00 AM,44.11197062283407,-118.2282411,3286471,32691,30442136,93474,-19501,-65,-19501,-56
Los Angeles,California,6037,07/30/2022 12:00:00 AM,34.30828379,-63.922987636787504,3286471,32691,10696343,231631,-22814,-72,-65355,-135
Los Angeles,California,4678,07/31/2022 12:00:00 AM,34.30828379,-118.2282411,3315921,32785,10768334,93655,0,0,0,0
Los Angeles,California,6037,08/01/2022 12:00:00 AM,34.30828379,-83.43931545669884,7594161,32807,10773393,93688,0,0,0,302
Los Angeles,California,4506,08/02/2022 12:00:00 AM,46.24682519990336,-118.2282411,3325622,32826,10810291,93816,0,0,0,0
Los Angeles,California,6037,08/03/2022 12:00:00 AM,34.30828379,-118.2282411,3325622,32826,10810291,-107122,0,0,0,0
Los Angeles,California,6037,08/04/2022 12:00:00 AM,34.30828379,-136.43200012975566,3325622,32826,10810291,93816,0,0,0,0
Los Angeles,California,5872,08/05/2022 12:00:00 AM,34.30828379,-118.2282411,7908584,32856,10820659,264619,0,0,0,0
Los Angeles,California,6037,08/06/2022 12:00:00 AM,34.30828379,-118.2282411,3338352,32869,10824009,93924,0,0,0,0
Los Angeles,California,6037,08/07/2022 12:00:00 AM,34.30828379,-118.2282411,3342851,32888,27002114,286947,0,0,0,318
Los Angeles,California,6037,08/08/2022 12:00:00 AM,22.768248585455027,-118.2282411,3347143,95985,10865618,-123992,0,0,0,0
Los Angeles,California,6037,08/09/2022 12:00:00 AM,34.30828379,-118.2282411,3351082,32922,-14521770,94119,0,0,0,0
Los Angeles,California,6037,08/10/2022 12:00:00 AM,34.30828379,-118.2282411,6902063,32922,10901301,94119,0,0,0,0
Los Angeles,California,6037,08/11/2022 12:00:00 AM,34.30828379,-148.84364129143302,3351082,32922,10901310,94119,0,0,0,296
Los Angeles,California,6037,08/12/2022 12:00:00 AM,34.30828379,-118.2282411,3361061,32948,-14458653,94147,0,0,0,0
Los Angeles,California,4258,08/13/2022 12:00:00 AM,40.368005749209416,-118.2282411,3363706,93754,10942596,-113052,0,0,0,0
Los Angeles,California,6037,08/14/2022 12:00:00 AM,34.30828379,-118.2282411,3368366,32975,-13861548,94276,0,0,0,0
Los Angeles,California,6037,08/15/2022 12:00:00 AM,23.581899306684683,-118.2282411,3371673,32991,30682389,-122050,0,0,0,0
Los Angeles,California,6037,08/16/2022 12:00:00 AM,34.30828379,-118.2282411,3371673,32991,10978199,94440,0,0,0,0
Los Angeles,California,6037,08/17/2022 12:00:00 AM,34.30828379,-118.2282411,-4258040,32991,10978199,94440,0,0,0,0
Los Angeles,California,7020,08/18/2022 12:00:00 AM,34.30828379,-117.06038795540942,-4048457,32991,10978199,-101235,0,0,0,0
Los Angeles,California,6037,08/19/2022 12:00:00 AM,34.30828379,-118.2282411,3383792,33027,10990337,94476,0,110,0,0
Los Angeles,California,7275,08/20/2022 12:00:00 AM,34.30828379,-118.2282411,3386161,33041,11018223,94590,0,119,0,0
Los Angeles,California,6037,03/24/2020 12:00:00 AM,27.308181247776965,-118.2282411,1465,26,5110,147,0,0,431,48
Los Angeles,California,6037,03/25/2020 12:00:00 AM,34.30828379,-118.2282411,1829,32,5863,129,364,6,753,-18
Los Angeles,California,6037,03/26/2020 12:00:00 AM,34.30828379,-118.2282411,-4309372,44,7155,149,645,12,1292,20
Los Angeles,California,6037,03/27/2020 12:00:00 AM,34.30828379,-118.2282411,3019,54,8233,173,545,10,1078,24
Los Angeles,California,6037,03/28/2020 12:00:00 AM,34.30828379,-118.2282411,-3728072,92219,9431,200,499,10,1198,27
Los Angeles,California,6037,03/29/2020 12:00:00 AM,34.30828379,-118.2282411,-3904799,78,10809,241,527,14,1378,41
Los Angeles,California,7622,03/30/2020 12:00:00 AM,34.30828379,-118.2282411,4566,89,12044,267,521,11,1235,26
Los Angeles,California,6037,03/31/2020 12:00:00 AM,34.30828379,-118.2282411,-3932133,93,-13832348,287,39,115,795,20
Los Angeles,California,6037,04/01/2020 12:00:00 AM,34.30828379,-118.2282411,5955,132,15035,-111363,1350,39,2196,64
Los Angeles,California,9047,04/02/2020 12:00:00 AM,36.50665195623312,-118.2282411,8945020,147,-14756311,384,422,15,1006,33
Los Angeles,California,6037,04/03/2020 12:00:00 AM,34.30828379,-151.5839618046838,6936,169,17369,431,559,22,1328,47
Los Angeles,California,6037,04/04/2020 12:00:00 AM,31.238001990915706,-118.2282411,7559,198,18934,497,623,29,1565,66
Los Angeles,California,6037,04/05/2020 12:00:00 AM,17.768922653005035,-162.26732164075534,-4573571,223,-15492381,551,396,25,811,54
Los Angeles,California,6037,04/06/2020 12:00:00 AM,34.30828379,-118.2282411,8443,-36367,21120,256652,488,19,1375,39
Los Angeles,California,6037,04/07/2020 12:00:00 AM,34.30828379,-118.2282411,8453,244,21720,609,10,2,600,19
Los Angeles,California,6037,04/08/2020 12:00:00 AM,34.30828379,-118.2282411,8894,-37812,22810,-106162,441,25,1090,36
Los Angeles,California,6037,04/09/2020 12:00:00 AM,34.30828379,-118.2282411,9433,322,23959,711,539,53,1149,66
Los Angeles,California,6037,04/10/2020 12:00:00 AM,34.30828379,-160.85302826327634,10047,-36729,24125441,776,614,-68,1501,65
Los Angeles,California,6037,04/11/2020 12:00:00 AM,34.30828379,-118.2282411,10517,405,26719,872,470,45,1259,96
Los Angeles,California,6037,04/12/2020 12:00:00 AM,34.30828379,-118.2282411,10854,99706,31420033,963,337,52,968,91
Los Angeles,California,6037,04/13/2020 12:00:00 AM,34.30828379,-118.2282411,11400,497,29470,1045,546,40,1783,82
Los Angeles,California,6037,04/14/2020 12:00:00 AM,34.30828379,-118.2282411,12021,576,30805,1145,621,79,1335,100
Los Angeles,California,6037,04/15/2020 12:00:00 AM,34.30828379,-118.2282411,12341,600,31660,274671,320,24,855,40
Los Angeles,California,6037,04/16/2020 12:00:00 AM,49.07806504006967,-118.2282411,13823,619,33946,1224,1482,19,2286,323
Los Angeles,California,6037,04/17/2020 12:00:00 AM,34.30828379,-118.2282411,15153,663,35793,1289,1330,44,1847,65
Los Angeles,California,6037,04/18/2020 12:00:00 AM,34.30828379,-118.2282411,16447,732,37739,229234,1294,69,1946,140
Los Angeles,California,6037,04/19/2020 12:00:00 AM,34.30828379,-118.2282411,17537,797,-15878730,1530,1090,65,2207,101
Los Angeles,California,6037,04/20/2020 12:00:00 AM,34.30828379,-118.2282411,18545,850,41803,1622,1008,53,1857,92
Los Angeles,California,6447,04/21/2020 12:00:00 AM,34.30828379,-118.2282411,19133,895,42771,1689,588,45,968,-187
Los Angeles,California,6037,04/22/2020 12:00:00 AM,34.30828379,-169.8265928304352,19567,916,43888,1727,434,21,1117,38
Los Angeles,California,6037,04/23/2020 12:00:00 AM,34.30828379,-118.2282411,20423,944,45387,1782,856,28,1499,55
Los Angeles,California,6037,04/24/2020 12:00:00 AM,26.086210660381184,-118.2282411,7455818,1002,46714,268542,573,58,1327,79
Los Angeles,California,8073,04/25/2020 12:00:00 AM,34.30828379,-118.2282411,22485,95985,49310,-114474,1489,54,2596,89
Los Angeles,California,6037,04/26/2020 12:00:00 AM,34.30828379,-118.2282411,23220,1111,50712,2029,735,55,1402,79
Los Angeles,California,6037,04/27/2020 12:00:00 AM,34.30828379,-118.2282411,24262,1174,-12741982,2128,1042,63,1824,99
Los Angeles,California,7023,04/28/2020 12:00:00 AM,34.30828379,-118.2282411,24894,1209,53833,2182,632,35,1297,54
Los Angeles,California,4715,04/29/2020 12:00:00 AM,34.30828379,-154.98860875687456,9376846,1231,55323,2220,805,22,1490,38
Los Angeles,California,6037,04/30/2020 12:00:00 AM,34.30828379,-104.62531584418738,26225,1257,56419,2284,526,26,1096,64
Los Angeles,California,6037,05/01/2020 12:00:00 AM,39.00113978385352,-118.2282411,6908292,1315,59039,2383,1611,58,2620,99
Los Angeles,California,6037,05/02/2020 12:00:00 AM,34.30828379,-118.2282411,9618339,84188,61245,2466,829,54,2206,83
Los Angeles,California,6037,05/03/2020 12:00:00 AM,34.30828379,-118.2282411,29511,89246,24903478,2538,846,49,1624,72
Los Angeles,California,6037,05/04/2020 12:00:00 AM,34.30828379,-118.2282411,30319,1470,23087249,2617,808,52,1695,79
Los Angeles,California,6037,05/05/2020 12:00:00 AM,41.82531882946777,-118.2282411,31241,1515,67285,2692,922,45,2721,75
Los Angeles,California,6037,05/06/2020 12:00:00 AM,26.596604732492963,-80.78339990733839,-4619232,1531,68231,2723,462,16,946,31
Los Angeles,California,4548,05/07/2020 12:00:00 AM,32.920669510292626,-118.2282411,32263,1570,70039,2785,560,39,1808,62
Los Angeles,California,6037,05/08/2020 12:00:00 AM,34.30828379,-118.2282411,33211,1616,71770,2884,948,46,1731,99
Los Angeles,California,6653,05/09/2020 12:00:00 AM,34.30828379,-118.2282411,34538,1660,73603,2954,1327,44,1833,70
Los Angeles,California,6037,05/10/2020 12:00:00 AM,34.30828379,-118.2282411,35392,1711,75580,3054,854,51,1977,100
Los Angeles,California,6037,05/11/2020 12:00:00 AM,21.11985500096071,-118.2282411,36316,1753,77427,-117497,924,116,1847,82
Los Angeles,California,6037,05/12/2020 12:00:00 AM,34.30828379,-118.2282411,37360,1793,79471,3206,1044,-71,2044,70
Los Angeles,California,6037,05/13/2020 12:00:00 AM,34.30828379,-118.2282411,38011,1821,80809,3240,6285,28,1338,34
Los Angeles,California,6037,05/14/2020 12:00:00 AM,34.30828379,-102.5150117467139,38458,1840,82320,3282,447,19,1511,42
Los Angeles,California,6037,05/15/2020 12:00:00 AM,34.30828379,-118.2282411,39573,1913,23398594,216628,1115,73,2315,123
Los Angeles,California,6037,05/16/2020 12:00:00 AM,34.30828379,-118.2282411,40895,87047,86839,3498,1322,60,2204,93
Los Angeles,California,6037,05/17/2020 12:00:00 AM,26.429105130814584,-118.2282411,42037,2016,88951,3579,1142,43,2112,81
Los Angeles,California,6037,05/18/2020 12:00:00 AM,21.1432974092503,-137.29475723217303,43070,2053,91239,3661,1033,37,2288,82
Los Angeles,California,6037,05/19/2020 12:00:00 AM,34.30828379,-118.2282411,44121,2092,93404,-107145,1051,39,2165,72
Los Angeles,California,6037,05/20/2020 12:00:00 AM,34.30828379,-118.2282411,45017,-36241,94818,3751,896,14,1414,18
Los Angeles,California,6037,05/21/2020 12:00:00 AM,34.30828379,-118.2282411,46023,2116,97152,3766,1006,10,2334,15
Los Angeles,California,6037,05/22/2020 12:00:00 AM,34.30828379,-118.2282411,47845,2145,100312,3816,1822,29,3160,50
Los Angeles,California,6037,05/23/2020 12:00:00 AM,34.30828379,-118.2282411,8105448,2201,102035,3894,916,56,1723,78
Los Angeles,California,6037,05/24/2020 12:00:00 AM,29.695877909906923,-118.2282411,49860,2241,104893,3986,1099,40,2858,92
Los Angeles,California,8274,05/25/2020 12:00:00 AM,34.30828379,-118.2282411,51678,2294,107723,246412,1818,53,2830,85
Los Angeles,California,8108,05/26/2020 12:00:00 AM,34.30828379,-118.2282411,-4148902,2339,110937,4137,2068,45,3214,66
Los Angeles,California,6037,05/27/2020 12:00:00 AM,34.30828379,-118.2282411,55001,2362,112919,4169,1255,115,1982,32
Los Angeles,California,6037,05/28/2020 12:00:00 AM,34.30828379,-118.2282411,56011,91031,115688,4214,1010,24,2769,45
