OBJECTID,DEF_FEATURE,COORD_SRC,ACCURACY_FT,SHAPE_Length
526,ROAD_OFFSET,UNK,,0.000920323792442353
527,SUBDIVISION,CADNSDI,,0.000185142003717896
528,SUBDIVISION,CADNSDI,,0.085689940211109
529,SUBDIVISION,CADNSDI,,0.0349578697329332
530,SUBDIVISION,CADNSDI,,0.104619753043121
531,ROAD,DLG,,0.0412846709788371
532,ROAD,DLG,,0.0452470014361442
533,ROAD_OFFSET,UNK,,0.00829125464397816
534,FENCE,DRG,,0.042582885371472
535,ROAD_OFFSET,UNK,,0.0355185014120458
536,SUBDIVISION,CADNSDI,0,0.032735455079611
537,SUBDIVISION,CADNSDI,0,0.00900121069670731
538,ROAD,SOURCEL,0,0.00582076976279028
539,ROAD,SOURCEL,0,0.00443532463732118
540,ROAD,SOURCEL,0,0.0111080480094168
541,ROAD,SOURCEL,0,0.0165424891889647
542,SUBDIVISION,CADNSDI,0,0.0294668688405634
543,SUBDIVISION,CADNSDI,0,0.0873581619629738
544,ROAD,SOURCEL,0,0.048543886496983
545,ROAD,SOURCEL,0,0.0405078120796884
546,ROAD,SOURCEL,0,6.46752972979575e-05
547,ROAD_OFFSET,SOURCEL,0,0.0563074866378618
548,UNKNOWN,UNK,,0.0129804778079297
549,SUBDIVISION,SOURCEL,0,0.0206811519685867
550,SUBDIVISION,SOURCEL,0,0.00363779761939661
551,ROAD_OFFSET,SOURCEL,0,0.250716739860654
552,ROAD_OFFSET,SOURCEL,0,0.0608728481986376
553,ROAD,SOURCEL,0,0.159561991354189
554,ROAD,SOURCEL,0,6.47310819076604e-05
555,ROAD_OFFSET,SOURCEL,0,0.0278470742697387
556,ROAD_OFFSET,SOURCEL,0,0.0608948529811005
557,TRAIL,SOURCEL,0,0.00346814323465294
558,TRAIL,SOURCEL,0,0.00258279327755352
559,TRAIL,SOURCEL,0,4.2566546712403e-05
560,ROAD,SOURCEL,0,0.0643818012800458
561,SUBDIVISION,SOURCEL,0,0.00911624141864899
562,SUBDIVISION,SOURCEL,0,0.00419763245484961
563,SUBDIVISION,SOURCEL,0,0.00126000428483438
564,SUBDIVISION,SOURCEL,0,0.0145536664492136
565,SUBDIVISION,SOURCEL,0,0.0012816269211447
566,SHORELINE,DRG,40,0.00636795194312831
567,SUBDIVISION,SOURCEL,0,0.014368892951609
568,SUBDIVISION,SOURCEL,0,0.00185290646412499
569,SUBDIVISION,SOURCEL,0,0.0164012160882726
570,SUBDIVISION,SOURCEL,0,0.00646008293314941
571,SUBDIVISION,SOURCEL,0,0.00206109702210949
572,ROAD,SOURCEL,0,0.0612102487274678
573,UNKNOWN,DRG,40,0.00258404326948716
574,ROAD,SOURCEL,0,0.0518137419032173
575,SUBDIVISION,SOURCEL,0,0.0261215491434594
576,SUBDIVISION,SOURCEL,0,0.00738995077956501
577,SUBDIVISION,SOURCEL,0,0.000519999999994525
578,SUBDIVISION,SOURCEL,0,0.0144603457773176
579,SUBDIVISION,SOURCEL,0,0.0254024864599684
580,SUBDIVISION,SOURCEL,0,0.0143500278564823
581,SUBDIVISION,SOURCEL,0,0.00497785095588342
582,SUBDIVISION,SOURCEL,0,0.00430250740148247
583,ROAD_OFFSET,SOURCEL,40,0.165997522788579
584,ROAD_OFFSET,SOURCEL,40,0.0196881881142311
585,ROAD_OFFSET,SOURCEL,40,0.0192500860505926
586,ROAD_OFFSET,SOURCEL,40,0.0414504994473681
587,ROAD_OFFSET,SOURCEL,40,0.051197777710755
588,ROAD,DLG,,3.28511000163863e-05
589,SUBDIVISION,CADNSDI,,0.0256615330183115
590,ROAD_OFFSET,UNK,,0.00485370725762677
591,SUBDIVISION,CADNSDI,,8.00761557096866e-05
592,SUBDIVISION,CADNSDI,,0.0323725092451035
593,SUBDIVISION,CADNSDI,,0.0661787742634505
594,ROAD,DLG,,0.0101999265530925
595,SUBDIVISION,CADNSDI,,0.0365450879149446
596,SUBDIVISION,CADNSDI,,0.00733997520424321
597,SUBDIVISION,CADNSDI,,0.0137806281692587
598,ROAD,DLG,,0.0073336426294257
599,ROAD,DLG,,0.0030174277482452
600,ROAD_OFFSET,UNK,,0.0125363215252025
601,ROAD_OFFSET,UNK,,0.0126485196789984
602,SUBDIVISION,CADNSDI,,0.0145702146628584
603,ROAD,DLG,,0.0143231041009656
604,ROAD,DLG,,0.00243848727320277
605,SUBDIVISION,CADNSDI,,0.00208616208715971
606,SUBDIVISION,CADNSDI,,0.00254963263191387
607,SUBDIVISION,CADNSDI,,0.00366174277198385
608,UNKNOWN,UNK,,0.00440241426429468
609,SUBDIVISION,CADNSDI,,0.00363861215182035
610,SUBDIVISION,CADNSDI,,0.0157374161585604
611,SUBDIVISION,CADNSDI,,0.0292673537766938
612,SUBDIVISION,CADNSDI,,0.0123547637978818
613,SUBDIVISION,CADNSDI,,0.00655432717848667
614,SUBDIVISION,CADNSDI,,0.0072772223166971
615,SUBDIVISION,CADNSDI,,0.00505824324137553
616,UNKNOWN,UNK,,0.0112044809657987
617,SUBDIVISION,CADNSDI,,0.00633478972633555
618,SUBDIVISION,CADNSDI,,0.0202288467192628
619,SUBDIVISION,CADNSDI,,0.0289597473459407
620,SUBDIVISION,CADNSDI,,0.137407630959889
621,ROAD,DLG,,0.159542845861019
622,ROAD_OFFSET,SOURCEL,40,0.0884896857862636
623,ELEVATION,DRG,0,0.00646359537162177
624,POWERLINE,DRG,0,0.0120454120100972
625,ELEVATION,DRG,0,0.0110778612852107
626,ELEVATION,DRG,0,0.00512993696449097
627,ELEVATION,DRG,0,0.00654988302070034
628,ELEVATION,DRG,0,0.000527806096355592
629,ELEVATION,DRG,0,0.00399745570658804
630,ELEVATION,DRG,0,0.0031037434275787
631,ROAD,DLG,,0.0339646359189901
632,SUBDIVISION,CADNSDI,0,0.0149023434981802
633,SUBDIVISION,CADNSDI,0,5.89821020735715e-05
634,SUBDIVISION,CADNSDI,0,0.0501740725402008
635,SUBDIVISION,CADNSDI,0,6.2914069621453e-05
636,SUBDIVISION,CADNSDI,0,0.0037553405605731
637,SUBDIVISION,CADNSDI,0,8.03105678665692e-05
638,SUBDIVISION,CADNSDI,0,0.0157356064714456
639,SUBDIVISION,CADNSDI,0,7.53037066085277e-05
640,SUBDIVISION,CADNSDI,0,0.000114740215545655
641,ROAD,DLG,0,0.0609613784692028
642,ROAD,DLG,0,0.011040916805261
643,ROAD,DLG,40,0.00479750402756757
644,ROAD,DLG,,0.0120639786227059
645,ROAD,DLG,,0.0104639670380902
646,ROAD,DLG,,0.0314998153456133
647,SUBDIVISION,CADNSDI,0,0.0370523719813883
648,SUBDIVISION,CADNSDI,0,8.78221917225544e-05
649,ROAD,SOURCEL,0,0.00267234410548939
650,ROAD,SOURCEL,0,0.0403988246454714
651,ROAD,SOURCEL,0,0.0023963213355045
652,ROAD,SOURCEL,0,0.00119386735228826
653,ROAD,SOURCEL,0,0.0615445620682234
654,SUBDIVISION,CADNSDI,,4.3902186612861e-05
655,ROAD,SOURCEL,0,0.00394145209662898
656,ROAD,DOQ,40,0.0200781826914815
657,ROAD,DLG,40,7.44433711274408e-05
658,ROAD_OFFSET,DOQ,100,0.0004527879018315
659,SUBDIVISION,CADNSDI,0,0.00226366261616444
660,SUBDIVISION,CADNSDI,0,0.00973001232030853
661,SUBDIVISION,CADNSDI,0,0.0340786815658427
662,ROAD_OFFSET,DOQ,100,0.00319968447574716
663,ROAD_OFFSET,DOQ,100,0.00344082732796449
664,SUBDIVISION,CADNSDI,0,0.0090437746876048
665,SUBDIVISION,CADNSDI,0,0.000910480365622036
666,SUBDIVISION,CADNSDI,0,8.34920337301739e-05
667,SUBDIVISION,CADNSDI,0,0.0620442877896881
668,SUBDIVISION,CADNSDI,0,0.0108159551547154
669,ROAD_OFFSET,SOURCEL,0,0.0855198247018525
670,ROAD_OFFSET,DOQ,100,0.00115824474531262
671,ROAD_OFFSET,DOQ,100,0.000351272165386115
672,POINT-TO-POINT,DIS,3,0.000177495756582337
673,ROAD_OFFSET,SOURCEL,0,0.0411959571472073
674,ROAD,SOURCEL,0,0.126555743057964
675,POINT-TO-POINT,DIS,40,7.26635409848904e-05
676,POINT-TO-POINT,DIS,20,7.170606851802e-05
677,ROAD,SOURCEL,0,6.4372650231479e-05
678,ROAD,SOURCEL,0,0.0846928738152315
679,ROAD,SOURCEL,0,6.65515879424483e-05
680,WATERCOURSE,SOURCEL,0,0.00597628281504262
681,ROAD,SOURCEL,0,0.00830642547608823
682,ROAD,SOURCEL,0,0.0810477645646147
683,SUBDIVISION,CADNSDI,0,0.01508331895567
684,SUBDIVISION,CADNSDI,0,0.0124707468846305
685,ROAD,SOURCEL,0,0.0265680335736588
686,TRAIL,DLG,40,0.0102261771026299
687,VEGETATION,DRG,40,0.015707626902156
688,ROAD,SOURCEL,0,0.0154417724705493
689,SUBDIVISION,CADNSDI,0,0.128089531095176
690,WATERCOURSE,MAP,40,0.00606122097996501
691,RIDGE,DRG,40,0.087417384455127
692,ELEVATION,SOURCEL,0,0.478905390497518
693,ELEVATION,SOURCEL,0,0.00768266212707805
694,ROAD,DLG,,0.084685675320604
695,ROAD,DLG,,0.00638246969646716
696,ROAD,DLG,,0.0358083860851077
697,SUBDIVISION,CADNSDI,0,0.16288471095745
698,SUBDIVISION,CADNSDI,0,0.0348640031593284
699,SUBDIVISION,CADNSDI,0,0.00660677090792877
700,SUBDIVISION,CADNSDI,0,0.0784643786230188
701,ROAD_OFFSET,SOURCEL,40,0.103099000259054
702,ROAD_OFFSET,UNK,,0.041022949238735
703,ROAD_OFFSET,UNK,,0.0228128207604537
704,ROAD,DLG,,0.045551378509932
705,SUBDIVISION,CADNSDI,,0.0248115930948507
706,SUBDIVISION,CADNSDI,,0.00257851651623578
707,SUBDIVISION,CADNSDI,,0.0817287750840755
708,SUBDIVISION,CADNSDI,,0.0628022564152622
709,SUBDIVISION,CADNSDI,,0.0088178713762895
710,SUBDIVISION,CADNSDI,,0.0166835611282698
711,RIDGE,DRG,,0.00942637664194958
712,SUBDIVISION,CADNSDI,,0.0106682804640417
713,SUBDIVISION,CADNSDI,,0.0155879533714872
714,SUBDIVISION,CADNSDI,,0.0131058688915757
715,SUBDIVISION,CADNSDI,,0.00519739756336227
716,SUBDIVISION,CADNSDI,,0.137051257215192
717,SUBDIVISION,CADNSDI,,0.0260484853590223
718,ROAD,SOURCEL,40,0.000583574600374062
719,ROAD,SOURCEL,40,0.00607121407458799
720,ROAD,SOURCEL,40,0.00506175889903678
721,POWERLINE,DRG,3,0.0162723849277261
722,ROAD_OFFSET,GPS,3,0.00299282317859837
723,POWERLINE,GPS,3,0.00252175158320976
724,WATERCOURSE,GPS,3,0.00428763205569221
725,MINERAL_DISTURBANCE,DOQ,100,0.00714572048028961
726,POWERLINE,GPS,3,0.00115246434391246
727,ROAD,GPS,3,0.00950111466351409
728,ROAD_OFFSET,UNK,,0.01283072237466
729,UNKNOWN,MAP,20,0.000803359156204574
730,ROAD_OFFSET,DOQ,10,0.0019156577524998
731,SUBDIVISION,CADNSDI,0,0.0680741885819702
732,SUBDIVISION,CADNSDI,40,0.0725097403069534
733,SUBDIVISION,CADNSDI,0,0.0498706804327269
734,SUBDIVISION,CADNSDI,100,0.0247202728367295
735,SUBDIVISION,CADNSDI,,0.0925496619679514
736,ROAD_OFFSET,SOURCEL,40,0.0208035179246802
737,POINT-TO-POINT,DIS,40,7.93075066512811e-05
738,ROAD_OFFSET,SOURCEL,40,0.0328555906470544
739,ROAD_OFFSET,SOURCEL,40,0.0308048307956409
740,ROAD_OFFSET,SOURCEL,40,0.0213145709291955
741,ROAD_OFFSET,SOURCEL,40,0.0433799957960522
742,ROAD_OFFSET,SOURCEL,40,6.64923924953269e-05
743,ROAD_OFFSET,DOQ,40,0.00273502767430536
744,SUBDIVISION,CADNSDI,0,0.000345648536507364
745,ROAD_OFFSET,SOURCEL,40,0.00213417147418533
746,POINT-TO-POINT,MAP,40,9.2698156529979e-05
747,ROAD_OFFSET,DOQ,100,0.000440680435561958
748,ROAD_OFFSET,SOURCEL,40,0.0222239036020603
749,ROAD_OFFSET,SOURCEL,40,0.0221874091607573
750,ROAD_OFFSET,SOURCEL,40,0.0144274626683441
751,POINT-TO-POINT,DIS,40,5.61041971886606e-05
752,ROAD_OFFSET,SOURCEL,40,0.0391800728417372
753,POINT-TO-POINT,DIS,40,7.51666343320729e-05
754,POINT-TO-POINT,DIS,40,6.42923067464735e-05
755,ROAD_OFFSET,SOURCEL,40,0.0106533855378675
756,FENCE,DRG,40,6.54095345273907e-05
757,ROAD_OFFSET,SOURCEL,40,0.0546104655050221
758,POINT-TO-POINT,DIS,40,6.33170030977679e-05
759,ROAD_OFFSET,SOURCEL,40,0.0442313341737349
760,SUBDIVISION,CADNSDI,0,0.000167432404426518
761,SUBDIVISION,CADNSDI,0,0.00180329095121169
762,SUBDIVISION,CADNSDI,0,0.0243176260940204
763,SUBDIVISION,CADNSDI,0,0.00031788472420851
764,SUBDIVISION,CADNSDI,0,0.00601829857914374
765,ROAD_OFFSET,SOURCEL,40,0.00046611741641947
766,ROAD_OFFSET,SOURCEL,40,0.000483985958481541
767,ROAD_OFFSET,SOURCEL,40,0.00576647748070383
768,ROAD_OFFSET,SOURCEL,40,0.00579269997617471
769,ROAD_OFFSET,SOURCEL,40,9.95116018784659e-05
770,ROAD_OFFSET,SOURCEL,40,0.082407814019089
771,SUBDIVISION,CADNSDI,0,7.73973417869216e-05
772,SUBDIVISION,CADNSDI,0,0.0159605122369937
773,SUBDIVISION,CADNSDI,0,7.20760009800191e-05
774,ROAD_OFFSET,SOURCEL,40,9.48837942101916e-05
775,SUBDIVISION,CADNSDI,0,5.58456193109345e-05
776,ROAD,SOURCEL,0,0.041269322684426
777,ROAD_OFFSET,DOQ,100,0.00161278308569913
778,ROAD_OFFSET,SOURCEL,40,0.202645731402232
779,ROAD_OFFSET,SOURCEL,40,0.09096585583717
780,ROAD_OFFSET,SOURCEL,40,0.019481312126086
781,ROAD_OFFSET,SOURCEL,40,0.024824524211904
782,SUBDIVISION,CADNSDI,,0.0172911803724123
783,SUBDIVISION,CADNSDI,,0.0918510561782249
784,SUBDIVISION,CADNSDI,,0.0170785473535005
785,SUBDIVISION,CADNSDI,,0.0038627572010646
786,FENCE,DRG,,0.0263102990165928
787,ROAD_OFFSET,SOURCEL,40,0.0698405038614264
788,ROAD_OFFSET,SOURCEL,40,0.22271280709049
789,ROAD_OFFSET,SOURCEL,40,0.0824293695207567
790,ROAD,SOURCEL,40,0.000203942659501912
791,SUBDIVISION,CADNSDI,,0.0256421908339767
792,SUBDIVISION,CADNSDI,,0.045569392357141
793,SUBDIVISION,CADNSDI,,0.0233363962765103
794,SUBDIVISION,CADNSDI,,0.261947203743564
795,SUBDIVISION,CADNSDI,,0.00262882032099271
796,ROAD_OFFSET,UNK,,0.13235258198087
797,ROAD_OFFSET,DOQ,40,0.0329947210227091
798,ROAD_OFFSET,UNK,,0.0329021958486008
799,ROAD_OFFSET,SOURCEL,40,0.0559286778992809
800,ROAD_OFFSET,SOURCEL,40,0.0130804456449998
801,ROAD_OFFSET,SOURCEL,40,0.00397189779387063
802,ROAD_OFFSET,SOURCEL,40,0.0328932455839025
803,ROAD_OFFSET,SOURCEL,40,0.00940520896960655
804,ROAD_OFFSET,SOURCEL,40,0.0921534679214234
805,ROAD_OFFSET,SOURCEL,40,0.0546294703951696
806,WATERCOURSE,DRG,40,0.000137656025584672
807,ROAD_OFFSET,SOURCEL,40,0.0119567036339131
808,ROAD_OFFSET,SOURCEL,40,0.0423301480940433
809,ROAD_OFFSET,SOURCEL,40,0.0346124453154879
810,ROAD_OFFSET,SOURCEL,40,0.0439550496312674
811,ROAD_OFFSET,SOURCEL,40,0.165977436709933
812,ROAD_OFFSET,SOURCEL,40,0.0665478820485843
813,ROAD_OFFSET,SOURCEL,40,0.0819313268478329
814,ROAD_OFFSET,SOURCEL,40,0.0703730725151651
815,ROAD_OFFSET,SOURCEL,40,0.0438572338280556
816,ROAD_OFFSET,SOURCEL,0,0.0369146968228483
817,ROAD_OFFSET,SOURCEL,40,0.0312703596257201
818,ROAD_OFFSET,SOURCEL,40,0.0707335010237743
819,ROAD_OFFSET,SOURCEL,40,0.0186873530709824
820,ROAD_OFFSET,SOURCEL,40,0.0931521455001802
821,ROAD_OFFSET,SOURCEL,40,0.0198272793648887
822,SHORELINE,SOURCEL,0,0.100339724618282
823,ROAD_OFFSET,SOURCEL,40,0.0079637495354356
824,ROAD_OFFSET,SOURCEL,40,0.0169115507145932
825,ROAD_OFFSET,SOURCEL,40,0.000123330023792883
826,ROAD,SOURCEL,0,0.00253131676253542
827,ROAD,SOURCEL,0,9.7251518004295e-05
828,ROAD,SOURCEL,0,0.000939664182328247
829,ROAD,SOURCEL,0,7.51643037192472e-05
830,ROAD_OFFSET,SOURCEL,40,0.0305117398325811
831,ROAD,SOURCEL,0,0.0201031970310505
832,ROAD,SOURCEL,0,5.98371263592029e-05
833,ROAD_OFFSET,SOURCEL,40,0.000109416935417053
834,ROAD_OFFSET,SOURCEL,40,0.0143281386650977
835,ROAD_OFFSET,SOURCEL,40,0.0125632679265885
836,SUBDIVISION,CADNSDI,0,0.000989845988065953
837,ROAD_OFFSET,SOURCEL,40,0.015669179000554
838,ROAD_OFFSET,SOURCEL,40,0.0468001914534431
839,PARKING_AREA,MAP,40,7.35534941408497e-05
840,ROAD_OFFSET,SOURCEL,40,0.00381548091768883
841,ROAD_OFFSET,SOURCEL,40,0.0046270713108008
842,ROAD_OFFSET,SOURCEL,40,0.011523524312457
843,ROAD_OFFSET,SOURCEL,40,0.0192410429048739
844,POINT-TO-POINT,DIS,40,0.000355181798501607
845,SUBDIVISION,CADNSDI,0,6.44975542288044e-05
846,ROAD_OFFSET,DOQ,100,0.00220002230521972
847,FENCE,SOURCEL,0,0.0147428904998229
848,ROAD_OFFSET,DOQ,100,0.0016448426554305
849,ROAD_OFFSET,SOURCEL,40,0.0427456176904748
850,ROAD_OFFSET,SOURCEL,40,0.0784631587325802
851,ROAD_OFFSET,SOURCEL,40,0.0260783008434817
852,ROAD_OFFSET,SOURCEL,40,0.139847425974018
853,ROAD_OFFSET,SOURCEL,40,0.167621301911202
854,ROAD_OFFSET,SOURCEL,40,0.0194838289483373
855,ROAD_OFFSET,SOURCEL,40,0.0399994402076815
856,SUBDIVISION,CADNSDI,0,7.53659876687622e-05
857,ROAD_OFFSET,SOURCEL,40,0.0914817150395871
858,ROAD_OFFSET,SOURCEL,40,0.0159598571706803
859,ROAD_OFFSET,SOURCEL,40,0.000531272745403801
860,ROAD_OFFSET,SOURCEL,40,0.0108551723800963
861,POINT-TO-POINT,DIS,0,5.93186245429825e-05
862,SUBDIVISION,CADNSDI,0,7.86592261005419e-05
863,ROAD_OFFSET,SOURCEL,40,0.0109330705589173
864,ROAD_OFFSET,SOURCEL,40,0.01663587148495
865,ROAD_OFFSET,SOURCEL,40,0.033732236980264
866,ROAD_OFFSET,SOURCEL,40,0.0578678641942856
867,ROAD_OFFSET,SOURCEL,40,0.00118993425904173
868,SUBDIVISION,CADNSDI,0,0.00340627976229359
869,ROAD_OFFSET,SOURCEL,0,0.0267025383143118
870,SUBDIVISION,CADNSDI,0,0.000324185019426476
871,ROAD_OFFSET,SOURCEL,40,0.015593108305481
872,ROAD,SOURCEL,0,6.07041856746782e-05
873,ROAD,SOURCEL,0,6.96790091623904e-05
874,ROAD_OFFSET,SOURCEL,0,0.066546512252046
875,ROAD_OFFSET,SOURCEL,0,6.74345407810797e-05
876,ROAD_OFFSET,SOURCEL,0,0.00692082934618093
877,ROAD_OFFSET,SOURCEL,0,0.0543734521739063
878,ROAD_OFFSET,SOURCEL,0,0.00783233302287204
879,ROAD_OFFSET,SOURCEL,0,0.0606497099428765
880,ROAD_OFFSET,SOURCEL,40,0.00409118829720072
881,VEGETATION,MAP,40,0.0326112408660323
882,ROAD_OFFSET,SOURCEL,40,0.271643208843332
883,ROAD_OFFSET,SOURCEL,40,0.0105683106337213
884,ROAD_OFFSET,SOURCEL,40,0.0103920330237121
885,ROAD_OFFSET,SOURCEL,40,0.0381843539500636
886,WATERCOURSE,DRG,40,0.00300079595666928
887,PARKING_AREA,MAP,40,0.0535869333160997
888,PARKING_AREA,MAP,40,0.0101063638759113
889,ROAD_OFFSET,DRG,40,0.100227384294029
890,ROAD_OFFSET,SOURCEL,0,0.0910214736972629
891,ROAD,SOURCEL,0,0.0254633363276425
892,ROAD,SOURCEL,0,8.63781930084865e-05
893,ROAD_OFFSET,SOURCEL,40,0.104389264851869
894,ROAD_OFFSET,SOURCEL,40,0.00128897635335852
895,TRAIL,MAP,40,0.00218510968596304
896,MINERAL_DISTURBANCE,MAP,40,0.0190680991151474
897,SUBDIVISION,CADNSDI,0,0.0394000189570387
898,SUBDIVISION,CADNSDI,0,0.0199204270280886
899,SUBDIVISION,CADNSDI,0,0.0312338653198255
900,SUBDIVISION,CADNSDI,0,0.249444247793013
901,SUBDIVISION,CADNSDI,0,0.0908578163155287
902,SUBDIVISION,CADNSDI,0,0.0341399488271942
903,SUBDIVISION,CADNSDI,0,0.0342298791010476
904,SUBDIVISION,CADNSDI,0,0.0412049185575084
905,ROAD,SOURCEL,0,0.0198679432416474
906,ROAD,SOURCEL,0,0.0691954465339352
907,ROAD,SOURCEL,0,0.379863007583085
908,UNKNOWN,UNK,-1,7.3266028036675e-05
909,ROAD_OFFSET,SOURCEL,40,0.00130402763560645
910,SUBDIVISION,CADNSDI,0,8.00713049986372e-05
911,ROAD_OFFSET,SOURCEL,40,0.00844955754999989
912,RIDGE,DRG,40,0.0170606242979041
913,ELEVATION,SOURCEL,0,0.00280655060363468
914,WATERCOURSE,MAP,40,0.00878335184985882
915,ROAD_OFFSET,SOURCEL,40,0.00844503030004409
916,ROAD_OFFSET,SOURCEL,40,0.0324260322561062
917,ROAD_OFFSET,SOURCEL,40,0.0608925269447857
918,ROAD_OFFSET,SOURCEL,40,0.0642237630806212
919,SUBDIVISION,CADNSDI,0,6.73560914499503e-05
920,ROAD_OFFSET,SOURCEL,40,0.0609499039123531
921,ROAD_OFFSET,SOURCEL,0,0.0167480370133351
922,ROAD,SOURCEL,0,0.0160851397670587
923,ROAD,SOURCEL,0,0.0316480961396194
924,ROAD_OFFSET,SOURCEL,40,0.0279147420089815
925,SUBDIVISION,CADNSDI,0,0.0134602809519412
926,SUBDIVISION,CADNSDI,0,0.136610816902094
927,SUBDIVISION,CADNSDI,0,0.0405508356832503
928,SUBDIVISION,CADNSDI,0,0.0345064385276884
929,SUBDIVISION,CADNSDI,0,0.00428010698876013
930,RIDGE,DRG,40,0.00949051137086998
931,POINT-TO-POINT,DIS,40,0.0128536328274187
932,SUBDIVISION,CADNSDI,0,0.000683093366568335
933,VEGETATION,MAP,40,0.0288128619057989
934,SUBDIVISION,CADNSDI,0,0.120928233962038
935,ROAD,SOURCEL,0,0.143462520140796
936,SUBDIVISION,CADNSDI,0,0.0294980539552935
937,SUBDIVISION,CADNSDI,0,0.043687683839429
938,SUBDIVISION,CADNSDI,0,0.0218408372552871
939,SHORELINE,CADNSDI,0,0.0167896969631785
940,SHORELINE,CADNSDI,0,0.0121265869728984
941,FENCE,SOURCEL,0,0.0144645301164806
942,POWERLINE,MAP,40,0.0107309599394928
943,ROAD,SOURCEL,0,0.101847837297078
944,ROAD,SOURCEL,0,0.217083378519648
945,ROAD,SOURCEL,0,0.0151101268305553
946,ROAD,DRG,40,0.00430646921049077
947,SUBDIVISION,CADNSDI,0,0.166503809567691
948,ROAD_OFFSET,DLG,40,0.00449010800132293
949,ROAD_OFFSET,DLG,40,0.00328375291941544
950,ROAD_OFFSET,SOURCEL,0,0.0246172367446777
951,FENCE,SOURCEL,0,0.0894538731211493
952,WATERCOURSE,SOURCEL,0,0.0121897943450558
953,SUBDIVISION,CADNSDI,0,0.0199783923722275
954,SUBDIVISION,CADNSDI,0,0.0307727027342427
955,SUBDIVISION,CADNSDI,0,0.0340348365330873
956,SUBDIVISION,CADNSDI,0,0.0340113127020843
957,SUBDIVISION,CADNSDI,0,0.0339689398333138
958,SUBDIVISION,CADNSDI,0,0.0409764117483017
959,SUBDIVISION,CADNSDI,0,0.0242962249906822
960,ROAD,SOURCEL,0,0.249533227346491
961,SUBDIVISION,CADNSDI,0,0.0458497084516751
962,SUBDIVISION,CADNSDI,0,0.08867110315079
963,SUBDIVISION,CADNSDI,0,0.0784976885131628
964,SUBDIVISION,CADNSDI,0,0.102400972191569
965,SUBDIVISION,CADNSDI,0,0.0926562254869878
966,SUBDIVISION,CADNSDI,0,0.0562904621200583
967,ROAD_OFFSET,SOURCEL,40,0.0694958180608871
968,ROAD_OFFSET,SOURCEL,40,0.0559340949902035
969,ROAD_OFFSET,SOURCEL,40,0.0560465908611734
970,ROAD_OFFSET,SOURCEL,40,7.55443095143795e-05
971,ROAD_OFFSET,SOURCEL,40,0.0112014317480174
972,ROAD_OFFSET,SOURCEL,40,0.0253857069841492
973,ROAD_OFFSET,SOURCEL,40,0.013384057148208
974,ROAD_OFFSET,SOURCEL,40,0.00496645136018634
975,ROAD_OFFSET,SOURCEL,40,0.115713792401742
976,SUBDIVISION,CADNSDI,0,0.024663902490404
977,SUBDIVISION,CADNSDI,0,5.68999082874213e-05
978,ROAD_OFFSET,SOURCEL,40,0.0703410523987504
979,SUBDIVISION,CADNSDI,0,5.68380951251847e-05
980,SUBDIVISION,CADNSDI,0,0.0320683628129815
981,ROAD_OFFSET,SOURCEL,40,0.0502371356734738
982,ROAD_OFFSET,SOURCEL,40,0.050529787502172
983,SUBDIVISION,CADNSDI,0,0.000286940000234451
984,SUBDIVISION,CADNSDI,0,0.0169673641949478
985,SUBDIVISION,GCD,0,0.00737708036806897
986,SUBDIVISION,CADNSDI,0,0.0123325157542225
987,FENCE,DRG,40,0.0500512694439241
988,SUBDIVISION,CADNSDI,0,0.0461032035117781
989,SUBDIVISION,CADNSDI,0,0.0407628900850024
990,SUBDIVISION,CADNSDI,0,0.00771197487520946
991,SUBDIVISION,CADNSDI,0,0.00619578104626211
992,SUBDIVISION,CADNSDI,0,0.0483381376802629
993,SUBDIVISION,CADNSDI,0,0.0411319975627573
994,SUBDIVISION,CADNSDI,0,0.00517359878587021
995,ROAD_OFFSET,SOURCEL,40,0.0180790985812453
996,ROAD_OFFSET,SOURCEL,0,0.0211281700511618
997,ROAD_OFFSET,SOURCEL,40,0.036022281502686
998,ROAD_OFFSET,SOURCEL,40,0.00441903216434788
999,ROAD,SOURCEL,0,0.0113179915275228
1000,SUBDIVISION,CADNSDI,0,0.00602587786957468
1001,ROAD,SOURCEL,0,0.0014198686564955
1002,SUBDIVISION,CADNSDI,0,0.0065322254025865
1003,SUBDIVISION,CADNSDI,0,0.00181122936368414
1004,ROAD,SOURCEL,0,0.0760471405376176
1005,ROAD,SOURCEL,0,0.0340580812215986
1006,ROAD,SOURCEL,0,0.0174026500994372
1007,ROAD,SOURCEL,0,0.0446313152474995
1008,ROAD,SOURCEL,0,0.00301817535545548
1009,SUBDIVISION,CADNSDI,0,0.0183856041101285
1010,ROAD,SOURCEL,0,0.0012530649282418
1011,ROAD,SOURCEL,0,0.000295960443832258
1012,SUBDIVISION,CADNSDI,0,0.00829544470809607
1013,SUBDIVISION,CADNSDI,0,0.000710525279509295
1014,FENCE,DRG,40,0.113453762680179
1015,RIDGE,DRG,40,0.00510170951139752
1016,FENCE,DRG,40,0.0914123794550685
1017,ELEVATION,DRG,40,0.0713705643178529
1018,FENCE,DRG,40,0.0317820247604484
1019,SUBDIVISION,CADNSDI,0,0.0171024644397757
1020,FENCE,DRG,40,0.0201275861439075
1021,UNKNOWN,DRG,40,0.00198169312755946
1022,FENCE,DRG,40,0.0119314223230261
