Agency Number,Agency Name,Class Field,Class Description,Statutory Reference,Calendar Year,Month,Total Amount
10500,CAPITOL IMPROVEMENT AUTHORITY,470,OCIA 2002A Series Revenue Bond,"TITLE 73, SECTION 185",2013,1,$128791.47
10500,CAPITOL IMPROVEMENT AUTHORITY,471,OCIA 2002A Construction Fund,"TITLE 73, SECTION 315 & 321",2013,1,$19968.89
10500,CAPITOL IMPROVEMENT AUTHORITY,472,OCIA  - Mental Health,TITLE 62 SEC 34.9,2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,473,OCIA - Attorney General,TITLE 62 SEC 34.9,2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,474,OCIA - Native American,TITLE 62 SEC 34.9,2013,1,$1142674.73
10500,CAPITOL IMPROVEMENT AUTHORITY,475,DOT Hiway&Bridges Const 2010B,TITLE 62 SEC 34.9,2013,1,$33033856.44
10500,CAPITOL IMPROVEMENT AUTHORITY,476,OCIA - Historical Society,TITLE 62 SEC 34.9,2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,477,OCIA 2005D Revenue Fund,"TITLE 62, SECTION 34.48",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,478,OCIA 2005D Construction Fund,"TITLE 62, SECTION 34.48",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,479,DOT Highways & Bridges Constru, ,2013,1,$0.01
10500,CAPITOL IMPROVEMENT AUTHORITY,480,State Highway Cap Impr Rfnd,"TITLE 73, SECTION 153 AND PROVISIONS OF SENATE",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,481,State Hwy Cap Impr Rfnd,"TITLE 73, SECTION 153 AND PROVISIONS OF SENATE",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,482,DOT Highways & Bridges Sinking, ,2013,1,$1246810.42
10500,CAPITOL IMPROVEMENT AUTHORITY,483,OCIA Series 2003C Revenue Bond,"TITLE 73, SECTION 302",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,484,OCIA Series 2003C Const. Bond,"TITLE 73, SECTION 302",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,485,OCIA Series 2003D Revenue Bond,"TITLE 62, SECTION 34.48",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,486,OCIA Series 2003D Const. Bond,"TITLE 62, SECTION 34.48",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,487,OCIA Series 2003E Revenue Bond,"TITLE 62, SECTION 34.48",2013,1,$149.84
10500,CAPITOL IMPROVEMENT AUTHORITY,488,OCIA Series 2004A Revenue Fund,"TITLE 62, SECTION 34.9",2013,1,$927346.25
10500,CAPITOL IMPROVEMENT AUTHORITY,489,DOT Hiways&Bridges Sink 2010B, ,2013,1,$0.01
10500,CAPITOL IMPROVEMENT AUTHORITY,490,American Recov. & Reinv. Act, ,2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,491,OCIA Series 2000A Revenue Fund,"TITLE 69, SECTION 1511",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,492,OCIA Series 2000A Constr Fund,"TITLE 69, SECTION 1511",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,493,OCIA 1998B Road Revenue Fund,"TITLE 69, SEC. 2002",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,494,OCIA 1998B Road Constr Fund,"TITLE 69, SEC. 2002",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,495,Fac. Rev. 1995 Construction Fd,"TITLE 73, SEC. 178-182",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,496,Fac. Rev. Bond Revenue Fund,"TITLE 73, SEC 178-182",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,497,St Bldg Revenue 1996 Bond Fund,"TITLE 73, SEC. 168.5",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,498,OCIA 1998A Prison Constr Fund,"TITLE 73, SEC 177.1",2013,1,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,499,OCIA 1998A Lease Fund,"TITLE 73, SEC. 177.1; HB 1880 SEC.1",2013,1,$0.00
10800,CARL ALBERT STATE COLLEGE,290,Educational & Gen Op Fund,"TITLE 70, SEC. 3901",2013,1,$2215343.13
10800,CARL ALBERT STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2013,1,$4309455.02
10800,CARL ALBERT STATE COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2013,1,$27000.02
10800,CARL ALBERT STATE COLLEGE,475,Revenue Bond Fund,"TITLE 70, SEC. 4001",2013,1,$1.00
10800,CARL ALBERT STATE COLLEGE,479,Capital Bond Projects, ,2013,1,$0.00
10800,CARL ALBERT STATE COLLEGE,490,American Recov. & Reinv. Act, ,2013,1,$0.00
11700,COMMERCIAL PET BREEDERS BOARD,210,Comm Pet Breeders Enforce Fund, ,2013,1,$260009.99
12000,UNIV. OF CENTRAL OKLA.,290,Educ & Gen Operations Fund,"TITLE 70, SEC. 3901",2013,1,$40231968.63
12000,UNIV. OF CENTRAL OKLA.,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2013,1,$2770169.53
12000,UNIV. OF CENTRAL OKLA.,340,Bond Transfer Fund,"TITLE 62, SEC. 7.5",2013,1,$273.00
12000,UNIV. OF CENTRAL OKLA.,430,Agency Relationship Fund,"TITLE 62, SEC. 7.5",2013,1,$200224.25
12000,UNIV. OF CENTRAL OKLA.,452,OCIA State Facilities Rev Bond,"TITLE 73, SEC. 301",2013,1,$9481.49
12000,UNIV. OF CENTRAL OKLA.,470,Inst Fund For Cap Imprvmts,"TITLE 70, SEC. 3510 G",2013,1,$1134.73
12000,UNIV. OF CENTRAL OKLA.,475,Revenue Bond Fund,"TITLE 70, SEC. 4004",2013,1,$6798.80
12000,UNIV. OF CENTRAL OKLA.,477,Stadium Rev Bond Fund,"TITLE 70, CH 50, ARTICLE X, SEC. 4002",2013,1,$76674.75
12000,UNIV. OF CENTRAL OKLA.,479,Capital Bond Projects, ,2013,1,$0.00
12000,UNIV. OF CENTRAL OKLA.,490,American Recov. & Reinv. Act, ,2013,1,$20236.45
12000,UNIV. OF CENTRAL OKLA.,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2013,1,$2647315.16
12000,UNIV. OF CENTRAL OKLA.,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2013,1,$3605.55
12500,DEPARTMENT OF MINES,200,Dept. Of Mines Rev Fund,"TITLE 45, SEC. 938",2013,1,$30483.65
12500,DEPARTMENT OF MINES,205,Okla Miner Training Instr Rev,"TITLE 45, SEC. 938.1",2013,1,$114256.76
12500,DEPARTMENT OF MINES,400,"Fed Funds, US Dept Of Interior","TITLE 62, SEC. 41.8",2013,1,$28401.52
12500,DEPARTMENT OF MINES,405,Fed Funds-U.S. Dept. Of Labor,"TITLE 62, SEC. 41.8",2013,1,$0.00
12700,COMMISSION ON CHILDREN AND YOUTH,200,Okla. Comm On Children & Youth,"TITLE 10, SEC. 601.10",2013,1,$959626.54
12700,COMMISSION ON CHILDREN AND YOUTH,205,Positive Youth Dev Rev Fnd,"SB156, 49TH LEGIS. CH.249 (2003)",2013,1,$0.00
13100,DEPARTMENT OF CORRECTIONS,200,Dept Of Corrections Rev Fund,"TITLE 57, SEC. 557",2013,1,$13670264.72
13100,DEPARTMENT OF CORRECTIONS,205,Inmate & Emp. Welfare and Cant,"TITLE 57, SEC. 537.1",2013,1,$3707214.03
13100,DEPARTMENT OF CORRECTIONS,210,Ok Com Sentencing Revolving Fd,"TITLE 57, SEC 557.2",2013,1,$1086900.04
13100,DEPARTMENT OF CORRECTIONS,220,Private Prison & Halfway House,"TITLE 57, SEC. 561.4",2013,1,$0.00
13100,DEPARTMENT OF CORRECTIONS,280,Dept Of Corr Industries Fund,"TITLE 57, SEC. 541",2013,1,$6282837.10
13100,DEPARTMENT OF CORRECTIONS,410,Federal Funds-Title 1,"TITLE 62, SEC. 34.48",2013,1,$473744.73
13100,DEPARTMENT OF CORRECTIONS,430,Agency Relationship Fund,"TITLE 62, SEC. 34.48",2013,1,$104551.27
13100,DEPARTMENT OF CORRECTIONS,490,ARRA, ,2013,1,$259801.52
14000,ST. BD. OF PODIATRIC MED. EXAM.,200,Revolving Fund,"TITLE 62, SEC. 155; TITLE 59, SEC. 154",2013,1,$55700.39
14500,ST. BD. OF CHIROPRACTIC EXAM.,200,Revolving Fund,"TITLE 62, SEC. 155; TITLE 59, SEC. 161.20",2013,1,$5606.12
15000,UNIV.OF SCIENCE & ARTS OF OK,290,Educational & Gen Op Fund,"TITLE 70, SEC. 3901",2013,1,$1386401.42
15000,UNIV.OF SCIENCE & ARTS OF OK,295,Capitol Improvements Rev Fund,"TITLE 70, SEC. 3901",2013,1,$358590.76
15000,UNIV.OF SCIENCE & ARTS OF OK,296,1998 Bond Construction Fund,"TITLE 70, SEC. 4004",2013,1,$35.28
15000,UNIV.OF SCIENCE & ARTS OF OK,340,Bond Transfer Fund,"TITLE 62, SECTION 7.5",2013,1,$0.00
15000,UNIV.OF SCIENCE & ARTS OF OK,400,Oil & Gas & Mining Leases,"TITLE 70, SEC. 4301",2013,1,$234576.84
15000,UNIV.OF SCIENCE & ARTS OF OK,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2013,1,$14882.75
15000,UNIV.OF SCIENCE & ARTS OF OK,452,OCIA State Facilities Rev Bond,"TITLE 73, SECTION 301",2013,1,$3022.44
15000,UNIV.OF SCIENCE & ARTS OF OK,460,Donated Funds For Cap Imprvmt,"TITLE 70, SEC. 4306",2013,1,$195.00
15000,UNIV.OF SCIENCE & ARTS OF OK,479,Capital Bond Projects, ,2013,1,$0.00
15000,UNIV.OF SCIENCE & ARTS OF OK,490,American Recov. & Reinv. Act, ,2013,1,$0.00
15000,UNIV.OF SCIENCE & ARTS OF OK,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2013,1,$1357572.06
15000,UNIV.OF SCIENCE & ARTS OF OK,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2013,1,$822544.17
16000,DEPARTMENT OF COMMERCE,205,Okla. Commerce Rev Fund,"TITLE 74, SEC. 5012",2013,1,$2354275.97
16000,DEPARTMENT OF COMMERCE,206,Native Am Cul & Edu Auth Fund,"TITLE 74, SEC. 1226",2013,1,$885383.99
16000,DEPARTMENT OF COMMERCE,210,Energy Conserv Assist Fund,"TITLE 63, SEC. 2901",2013,1,$523.94
16000,DEPARTMENT OF COMMERCE,216,Community Devmt Center Program,"TITLE 74, SEC 5020.1",2013,1,$34012.72
16000,DEPARTMENT OF COMMERCE,225,Rural Economic Action Plan, ,2013,1,$2373779.72
16000,DEPARTMENT OF COMMERCE,235,Minority Bus Dev Program Fund,"TITLE 74, SECTION 5013.1",2013,1,$1.00
16000,DEPARTMENT OF COMMERCE,240,Capital Improve Program Rev Fd,"TITLE 74, SECTION 5013.3",2013,1,$28077.91
16000,DEPARTMENT OF COMMERCE,245,Ok Viticulture Enology Revl Fd, ,2013,1,$209428.19
16000,DEPARTMENT OF COMMERCE,250,Oklahoma Main Street Fund,"SB 210, SECTION 36",2013,1,$0.00
16000,DEPARTMENT OF COMMERCE,255,Okla. Quick Action Closing Fd, ,2013,1,$6725049.00
16000,DEPARTMENT OF COMMERCE,280,State Data Center Rev Fund,"TITLE 74, SEC. 5019",2013,1,$0.00
16000,DEPARTMENT OF COMMERCE,285,Strat. Military Planning Comm,"TITLE 74, SECTION 5403",2013,1,$0.00
16000,DEPARTMENT OF COMMERCE,286,OK Opportunity Fund,TITLE 62 SECTION 48,2013,1,$143762.20
16000,DEPARTMENT OF COMMERCE,287,OK Bioenergy Center Rev Fund, ,2013,1,$0.00
16000,DEPARTMENT OF COMMERCE,340,CMIA Programs Disbursing Fund,"TITLE 62, SECTIONS 34.48 & 34.9",2013,1,$0.00
16000,DEPARTMENT OF COMMERCE,400,HHS-Community Serv Blk Grant,"TITLE 74, SEC. 1524B",2013,1,$5080.61
16000,DEPARTMENT OF COMMERCE,405,Okla. DHS-Liheap,"TITLE 74, SEC. 1524B",2013,1,$1143600.07
16000,DEPARTMENT OF COMMERCE,412,U.S. Dept. Of Energy,"TITLE 74, SEC. 1524B",2013,1,$0.00
16000,DEPARTMENT OF COMMERCE,416,Oil Settlement Fund- Exxon,"TITLE 62, SEC. 34.9",2013,1,$2432428.71
16000,DEPARTMENT OF COMMERCE,426,Oil Setlmt Fund-Stripper Well,"TITLE 62, SEC. 34.9",2013,1,$1315857.13
16000,DEPARTMENT OF COMMERCE,440,Dept. Of Ed Community Action,"TITLE 62, SEC. 7.5",2013,1,$0.00
16000,DEPARTMENT OF COMMERCE,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2013,1,$127262.33
16000,DEPARTMENT OF COMMERCE,450,HUD-Community Dev. Blk Grant,"TITLE 74, SEC. 1524B",2013,1,$0.00
16000,DEPARTMENT OF COMMERCE,455,HUD-COMMUNITY DEV. BLK GRANT,"TITLE 62, SEC. 34.9",2013,1,$583570.69
16000,DEPARTMENT OF COMMERCE,460,Military Base Pro & Exp Bond F, ,2013,1,$0.00
16000,DEPARTMENT OF COMMERCE,470,DOL Workforce Inv. Act,"TITLE 62, SEC. 34.9",2013,1,$67593.14
16000,DEPARTMENT OF COMMERCE,490,American Recov. & Reinv. Act, ,2013,1,$418758.50
16500,CONNORS STATE COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2013,1,$3542179.67
16500,CONNORS STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2013,1,$1276836.64
16500,CONNORS STATE COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. A41.8",2013,1,$262946.08
16500,CONNORS STATE COLLEGE,490,American Recov. & Reinv. Act, ,2013,1,$0.00
17000,CONSTRUCTION INDUSTRIES BOARD,205,Plumbing Licensing Rev Fund,"TITLE 59, SECTION 1018 AS AMENDED BY SB 1211",2013,1,$515281.90
17000,CONSTRUCTION INDUSTRIES BOARD,215,Oklahoma Inspectors Rev Fund,"TITLE 59, SECTION 1042, AS AMENDED BY SB 1211",2013,1,$99424.07
17000,CONSTRUCTION INDUSTRIES BOARD,217,Home Inspec Lic Act Revol Fund, ,2013,1,$366700.67
17000,CONSTRUCTION INDUSTRIES BOARD,245,Electrical Rev Fund,"TITLE 59, SECTION 1694, AS AMENDED BY SB 1211",2013,1,$1707104.14
17000,CONSTRUCTION INDUSTRIES BOARD,275,Oklahoma Mechanical Licensing,"TITLE 59, SECTION 1850.13 AS AMENDED BY SB 1211",2013,1,$2603525.62
17000,CONSTRUCTION INDUSTRIES BOARD,295,Roofing Contractor Reg Rev Fnd, ,2013,1,$213272.11
17000,CONSTRUCTION INDUSTRIES BOARD,490,American Recov. & Reinv. Act, ,2013,1,$0.00
18500,CORPORATION COMMISSION,202,Corp. Commission Rev Fund,"TITLE 17, SEC. 180.7",2013,1,$2495946.19
18500,CORPORATION COMMISSION,205,Undergr Stor Tank Indemn. Fd.,"TITLE 17, SEC. 353",2013,1,$114580.02
18500,CORPORATION COMMISSION,210,Undrgr Storage Tank Rev. Fd.,"TITLE 17, SEC. 315",2013,1,$514030.14
18500,CORPORATION COMMISSION,215,Corp.Comm. Plugging Fund,"TITLE 17, SECTION 180.10",2013,1,$2433194.53
18500,CORPORATION COMMISSION,220,Public Utility Regulation R F,"TITLE 17,SECTION 180.11",2013,1,$3159150.77
18500,CORPORATION COMMISSION,225,Leaking Undergrd Stg Tank,"TITLE 17, SECTION 365",2013,1,$1006021.58
18500,CORPORATION COMMISSION,230,Oil & Gas Division Fund,"TITLE 17, SEC 57",2013,1,$1262397.51
18500,CORPORATION COMMISSION,240,Emergency 911 Assessment Fund,"TITLE 17, SEC. 139.109",2013,1,$5195.30
18500,CORPORATION COMMISSION,245,Trucking One-Stop Shop Fund,TITLE 47 SECTION 1167D,2013,1,$3103675.64
18500,CORPORATION COMMISSION,400,Federal Funds,"TITLE 62, SEC. 41.8",2013,1,$12403.53
18500,CORPORATION COMMISSION,405,Undergrd Storage Tank Grant Pr, ,2013,1,$1363.30
18500,CORPORATION COMMISSION,425,Leaking Storage Tank Trust Fun,"TITLE 82, SEC. 934.1 B, AMENDED BY HB 1415,",2013,1,$9966.21
18500,CORPORATION COMMISSION,490,American Recov. & Reinv. Act, ,2013,1,$5900.49
18500,CORPORATION COMMISSION,494,Surplus Property Fund,"TITLE 74, SECTION 62.5",2013,1,$0.00
18500,CORPORATION COMMISSION,495,Surplus Property Fund,"TITLE 74, SECTION 62.5",2013,1,$0.00
18500,CORPORATION COMMISSION,567,Corp Commission Gas Seep Fund,TITLE 52 SECTION 317.1,2013,1,$0.00
19000,ST BD OF COSMETOLOGY AND BARBERING,200,Bd Of Cosmetology Rev Fund,"TITLE 59, SEC. 199.15",2013,1,$904608.65
19900,COURT OF CRIMINAL APPEALS,200,Revolving Fund,"TITLE 62, SECTION 34.56 & 34.9",2013,1,$6043.65
20400,J. M. DAVIS ARMS & HIST. MUSEUM,200,J M Davis Memorial Comm Fund,"TITLE 53, SEC. 201D",2013,1,$42653.64
21500,OKLAHOMA ST.BOARD OF DENTISTRY,200,State Dental Fund,"TITLE 59, SEC. 328.42",2013,1,$885001.65
21900,DISTRICT COURTS,235,Lengthy Trial Revolving Fund,"TITLE 28, SECTION 86",2013,1,$1209129.46
21900,DISTRICT COURTS,443,Interagency Reimb Fund,"TITLE 74, SECTION 581",2013,1,$787161.36
22000,DISTRICT ATTORNEYS COUNCIL,210,District Atty Council Rev.,"TITLE 19, SEC. 215.28",2013,1,$5401335.05
22000,DISTRICT ATTORNEYS COUNCIL,225,District Atty Evidence Fd.,"TITLE 19, SEC. 215.40",2013,1,$102866.47
22000,DISTRICT ATTORNEYS COUNCIL,230,Crime Victims Comp Rev Fund,"TITLE 21, SEC. 142.17",2013,1,$4836136.91
22000,DISTRICT ATTORNEYS COUNCIL,240,Sexual Assault Exam Fund,"TITLE 21, SEC. 142.20",2013,1,$33.17
22000,DISTRICT ATTORNEYS COUNCIL,405,JAG Trust Fund,TITLE 62 SEC. 34.48,2013,1,$9155070.00
22000,DISTRICT ATTORNEYS COUNCIL,410,Federal Funds,"TITLE 19, SEC. 215.28 H3",2013,1,$25885.98
22000,DISTRICT ATTORNEYS COUNCIL,415,Federal Fund JRJ Grant Program, ,2013,1,$0.00
22000,DISTRICT ATTORNEYS COUNCIL,420,Federal Funds-Victims Of Crime,"TITLE 19, SECTION 215.28",2013,1,$2412.46
22000,DISTRICT ATTORNEYS COUNCIL,425,State-Tribal Crime Victim Liai, ,2013,1,$4418.62
22000,DISTRICT ATTORNEYS COUNCIL,490,American Recov. & Reinv. Act, ,2013,1,$0.00
22000,DISTRICT ATTORNEYS COUNCIL,491,ARRA - JAG Program, ,2013,1,$586999.68
22000,DISTRICT ATTORNEYS COUNCIL,492,ARRA - VAWA Grant, ,2013,1,$0.00
23000,EAST CENTRAL UNIVERSITY,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2013,1,$10368423.38
23000,EAST CENTRAL UNIVERSITY,295,Capitol Improvements Rev Fund,"TITLE 70, SEC. 3901",2013,1,$2572758.67
23000,EAST CENTRAL UNIVERSITY,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2013,1,$1423040.18
23000,EAST CENTRAL UNIVERSITY,470,Student Fees Fund,"TITLE 70, SECTION 3510G",2013,1,$63.10
23000,EAST CENTRAL UNIVERSITY,479,Capital Bond Projects, ,2013,1,$0.00
23000,EAST CENTRAL UNIVERSITY,480,Student Housing Revenue Bond,"TITLE 70, SECTION 4006",2013,1,$386.14
23000,EAST CENTRAL UNIVERSITY,481,Fine Arts Center Revenue Bonds,"TITLE 70, SECTION 4002",2013,1,$22.76
23000,EAST CENTRAL UNIVERSITY,482,Bus/Conf Ctr Construction Fund, ,2013,1,$1241494.09
23000,EAST CENTRAL UNIVERSITY,490,American Recov. & Reinv. Act, ,2013,1,$0.00
23000,EAST CENTRAL UNIVERSITY,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2013,1,$1392278.09
23000,EAST CENTRAL UNIVERSITY,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2013,1,$804777.70
24000,EASTERN OKLA. STATE COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2013,1,$376772.29
24000,EASTERN OKLA. STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2013,1,$124676.91
24000,EASTERN OKLA. STATE COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2013,1,$1070379.43
24000,EASTERN OKLA. STATE COLLEGE,475,Student Facilities Const. Fund,"TITLE 70, SEC. 4002.1",2013,1,$6240.70
24000,EASTERN OKLA. STATE COLLEGE,479,Capital Bond Projects, ,2013,1,$0.00
24000,EASTERN OKLA. STATE COLLEGE,490,American Recov. & Reinv. Act, ,2013,1,$0.00
24100,REDLANDS COMMUNITY COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2013,1,$6480.26
24100,REDLANDS COMMUNITY COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2013,1,$245970.71
24100,REDLANDS COMMUNITY COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2013,1,$51010.39
24100,REDLANDS COMMUNITY COLLEGE,450,Master Lease Purchase Fund,"TITLE 70, SECTION 3206.6",2013,1,$0.00
24100,REDLANDS COMMUNITY COLLEGE,479,Capital Bond Projects, ,2013,1,$0.00
24100,REDLANDS COMMUNITY COLLEGE,490,American Recov. & Reinv. Act, ,2013,1,$0.00
26500,DEPARTMENT OF EDUCATION,200,Transportation Revolving Fund,"TITLE 70, SEC. 9-110",2013,1,$6034.94
26500,DEPARTMENT OF EDUCATION,205,School Lunch Workshop Rev Fund,"TITLE 70, SEC. 3-104 PARAGRAPH 14",2013,1,$7114.63
26500,DEPARTMENT OF EDUCATION,210,Ok Natl Bd Cert Revolving Fund,"TITLE 70, SEC. 6-204.4",2013,1,$20.83
26500,DEPARTMENT OF EDUCATION,220,Statistical Serv Rev Fund,"TITLE 70, SEC. 3-104 PARAGRAPH 23",2013,1,$219578.46
26500,DEPARTMENT OF EDUCATION,225,Grants And Donations Fund,"TITLE 70, SEC. 3-104 PARAGRAPH 12",2013,1,$506085.52
26500,DEPARTMENT OF EDUCATION,235,Drug Abuse Ed Rev Fund,"TITLE 63, SEC. 2-417",2013,1,$206623.68
26500,DEPARTMENT OF EDUCATION,240,Teachers' Certification Fund,"TITLE 70, SEC. 3-104 PARAPGRAPH 6B",2013,1,$896646.55
26500,DEPARTMENT OF EDUCATION,245,Adult Education Rev Fund,"TITLE 70, SEC. 3-110",2013,1,$471051.42
26500,DEPARTMENT OF EDUCATION,250,Ok Early Intervention Rev Fund,"TITLE 70, SECTION 13-124.1",2013,1,$7385527.29
26500,DEPARTMENT OF EDUCATION,255,Motor Vehicle Driver Education,"TITLE 47, SECTION 1132.2",2013,1,$0.00
26500,DEPARTMENT OF EDUCATION,260,School Consolidation Assist Fu,"TITLE 70, SECTION 7-203",2013,1,$1437406.00
26500,DEPARTMENT OF EDUCATION,270,Education Reform Revol. Fund,"TITLE 70, SEC. 18-400",2013,1,$0.00
26500,DEPARTMENT OF EDUCATION,275,Charter Schools Incentive Fund,"TITLE 70, SECTION 3-144",2013,1,$43877.00
26500,DEPARTMENT OF EDUCATION,285,Income Tax Checkoff Revolv Fnd,"TITLE 68, SEC. 2368.5C",2013,1,$20515.00
26500,DEPARTMENT OF EDUCATION,286,Ok Youth and Govt Revolving Fd,"TITLE 68, SEC. 2368.17C",2013,1,$514.00
26500,DEPARTMENT OF EDUCATION,290,"OK Sch Psy, SLP & ANC Revolvin",TITLE 70 SECTION 6-206.1,2013,1,$0.00
26500,DEPARTMENT OF EDUCATION,340,CMIA Programs Disbursing Fund,"TITLE 62, SEC 34.48,34.9",2013,1,$106018618.80
26500,DEPARTMENT OF EDUCATION,400,Common Sch Bldg Equal. Fund,"ARTICLE X, SEC. 32",2013,1,$1865587.94
26500,DEPARTMENT OF EDUCATION,430,Agency Relationship Fund,"TITLE 62, SEC. 34.48,34.9",2013,1,$126013.12
26500,DEPARTMENT OF EDUCATION,435,School Lunch Div Fed Adm Fund,"TITLE 70, SECTION 3-104 PARA. 10 & 11",2013,1,$961420.87
26500,DEPARTMENT OF EDUCATION,440,Federal Indian Educ Fund,"TITLE 62, SEC. 34.48, 34.9",2013,1,$0.00
26500,DEPARTMENT OF EDUCATION,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2013,1,$352164.54
26500,DEPARTMENT OF EDUCATION,450,Federal Educational Programs,"TITLE 62, SEC. 34.48, 34.9 AND TITLE 70, SEC. 18-104",2013,1,$3913450.53
26500,DEPARTMENT OF EDUCATION,490,ARRA,"TITLE 62, SEC. 34.48 & 34.9",2013,1,$6499309.89
26600,OKLA. EDUC. TELEVISION AUTH.,200,Revolving Fund,"TITLE 62, SEC. 156",2013,1,$521649.17
26600,OKLA. EDUC. TELEVISION AUTH.,400,Federal Funds,"TITLE 62, SEC. 34.48, 34.9",2013,1,$0.00
26900,OK. COMM. FOR TEACHER PREP.,205,Edu Leadership Okla Rev Fund,"TITLE 70, SEC. 6-204.3",2013,1,$831616.29
26900,OK. COMM. FOR TEACHER PREP.,210,Donations Fund,"TITLE 60, SEC. 383",2013,1,$52874.29
26900,OK. COMM. FOR TEACHER PREP.,215,Prof Development Inst Revol Fd,"TITLE 70, SEC. 6-204.5",2013,1,$125837.55
26900,OK. COMM. FOR TEACHER PREP.,220,Teachers' Comp Exam Rev Fund,"TITLE 70, SEC. 6-191",2013,1,$239283.03
27000,STATE ELECTION BOARD,200,Revolving Fund,"TITLE 26, SEC. 3-107",2013,1,$451643.25
27000,STATE ELECTION BOARD,205,Election System Rev Fund,"TITLE 26, SECTION 3-107.1",2013,1,$418623.69
27000,STATE ELECTION BOARD,210,HAVA Special Depository Fund,"TITLE 26, SEC 3-107.2",2013,1,$12041985.65
28500,OKLAHOMA FUNERAL BOARD,200,Funeral Dir & Embalmers Fd,"TITLE 62, SEC. 155; TITLE 59, SEC. 396.1C",2013,1,$63693.58
29000,EMPLOYMENT SECURITY COMMISSION,200,Ok Emp Sec Comm Rev Fund,"TITLE 40, SEC. 4-901",2013,1,$11996587.60
29000,EMPLOYMENT SECURITY COMMISSION,225,Special Distributions,"TITLE 62, SECTION 34.9",2013,1,$303414.13
29000,EMPLOYMENT SECURITY COMMISSION,288,OESC Computer Fund,"TITLE 40, SEC. 6-101",2013,1,$0.00
29000,EMPLOYMENT SECURITY COMMISSION,340,CMIA Programs Disbursing Fund,"TITLE 62, SEC. 34.64",2013,1,$126930.04
29000,EMPLOYMENT SECURITY COMMISSION,400,Emplmt Security Admw Fund,"TITLE 40, SEC. 4-602",2013,1,$2802739.72
29000,EMPLOYMENT SECURITY COMMISSION,490,American Recov. & Reinv. Act, ,2013,1,$905970.02
29200,DEPT. OF ENVIRONMENTAL QUALITY,200,Revolving Fund,"TITLE 27A,SECTION 2-3-401",2013,1,$17565727.11
29200,DEPT. OF ENVIRONMENTAL QUALITY,210,Environmental Education Rev.,"TITLE 47, SEC 1104.2(B)",2013,1,$9267.77
29200,DEPT. OF ENVIRONMENTAL QUALITY,215,Environmental Trust Fund,"TITLE 27A, SEC. 2-3-403",2013,1,$0.53
