X,Y,OBJECTID,FIELD_VISIT,VISIT_DATE,OBSERVER,ORGANIZATION,STYLE_FAIL,LS_TYPE1,LS_TYPE2,MATERIAL,ACTIVITY,FAIL_DATE,WIDTH_M,DEPTH_M,LENGTH_M,HEIGHT_M,ELEV_CROWN,ASPECT,SLIDE_ANGLE,SLOPE_ANGLE,AREA_ESTIMATE,TOE_CONDITION,BR_ON_SLOPE,BR_CONTROL,TALUS,SPRINGS,SEEPS,PIPING,OUTSIDE_ME,HEADCUTS,SURF_OBSERV,CAUSE1,CAUSE2,COMMENTS,SOURCE,SOURCEPUB_DATE,BANK_POSITION,REMEDIATED,TOWN,GlobalID,Creator,CreateDate,Editor,EditDate,VERIFIED,RPTDATE_GEO,LS_DAY_GEO,LS_MONTH_GEO,LS_YEAR_GEO
506481.0,196720.199999999,3074,Yes,2013/07/22 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide/Flow,,Earth,Active,,,,,,249.9,74,49,46,100-1000,Partly Removed,No,No,No,No,No,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,Landslide type is complex (translational slide-flow with single-grain detachment). On left (west) side of brook. Stream terrace deposit at top.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{1936B20D-CE7F-4CE8-AA00-A67F8B8B9009},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
506529.3,196686.5,3075,Yes,2013/07/22 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,246,226,50,43,<100,Partly Removed,No,No,No,No,No,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,On right (east) bank. Note distinct terrace at top.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Right,,Plainfield,{7F66EF2A-169F-489C-A947-3A234DE9E56A},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
506809.8,196309.199999999,3076,Yes,2013/07/29 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide/Flow,,Earth,Active,,,,,,263.3,220,40,44,>1000,Partly Removed,No,No,No,No,No,No,Yes,Unsure,sand,Stream Erosion,Heavy rainfall,Landslide is complex translational slide-flow with single-grain detachment. On right (east) bank upstream of sharp bend to right. Stream terrace deposits over ice-contact.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Right,,Plainfield,{B2FFD486-5300-4A5C-9DED-49208F3CC114},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
506752.9,196517.5,3077,Yes,2013/07/29 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Inactive,,,,,,259.7,270,40,,>1000,Intact,No,No,No,No,No,No,Yes,Unsure,sand,,,On right bank. Inactive landslide (was active in 2001). Old site GB-19.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Right,,Plainfield,{C2888909-829F-49C4-A967-0FC29FD76E0B},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
506614.7,195910.4,3078,Yes,2013/07/16 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide-Gully Complex,Translational Slide/Flow,,Earth,Active,,,,,,306.3,304,61,,>1000,Partly Removed,No,No,No,No,No,No,Yes,Yes,sand,Stream Erosion,Heavy rainfall,On right (south) side of gully.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Right,,Plainfield,{9229DFBB-10A0-49A2-9BD8-371143D8FB31},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
506612.1353,196123.612600001,3079,Yes,2013/07/16 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide-Gully Complex,Translational Slide,,Earth,Active,,,,,,287.7,147,57,,100-1000,Partly Removed,No,No,No,No,No,No,No,Yes,sand,Stream Erosion,Heavy rainfall,On left (west) side of gully.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{9C608AD5-442E-4DBC-AA8E-EF766D497BA5},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
506682.4,195964.4,3080,Yes,2013/07/16 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide-Gully Complex,Translational Slide/Flow,,Earth,Active,,,,,,296,315,47,,>1000,Partly Removed,No,No,No,No,No,No,Yes,Yes,sand,Stream Erosion,Heavy rainfall,On right (east) bank of gully. Translational slide/flow and single-grain detachment.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Right,,Plainfield,{6C3CFF91-0851-4F19-9EE2-BBAB48494F6A},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
506700.6,196591.1,3081,Yes,2013/07/29 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide/Flow,,Debris,Active,,,,,,257.9,195,49,,>1000,Partly Removed,No,No,No,No,No,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,On right (east) bank. Translational slide/flow and single-grain detachment. Old site GB-18.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Right,,Plainfield,{441F5965-203F-497B-80BE-380EA5706C0A},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507056.3,195783.4,3082,Yes,2013/07/29 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide-Gully Complex,Translational Slide/Flow,,Earth,Active,,,,,,282.5,80,42,,>1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,cobble gravel,Stream Erosion,Heavy rainfall,On left (west) bank. Translational slide/flow and single-grain detachment. Stream terrace deposits over ice contact.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{FE36C7B5-F4DD-4747-A988-201738A6936C},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507110.3,195642.800000001,3083,Yes,2013/07/29 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Other,,Debris,Active,,,,,,285,123,49,,100-1000,Partly Removed,No,No,No,No,No,No,Yes,No,cobble gravel,Stream Erosion,Heavy rainfall,On left (west) bank. Single-grain detachment. Stream terrace deposit.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{A3E6563F-BB5E-48AA-9E15-28EC60C48241},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507095.4,195557.300000001,3084,Yes,2013/07/30 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide/Flow,,Earth,Active,,,,,,289.9,113,43,36,>1000,Partly Removed,No,No,No,No,Yes,No,Yes,Unsure,dense till,Stream Erosion,Heavy rainfall,On right (east) bank. Translational slide/flow and single-grain detachment.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Right,,Plainfield,{200FF2B3-59CE-443C-8442-047B1CC367C3},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507074.3,195416.5,3085,Yes,2013/07/30 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Other,,Debris,Active,,,,,,287.4,90,49,,100-1000,Partly Removed,No,No,No,No,Yes,No,Yes,Unsure,gravel/sand,Stream Erosion,Heavy rainfall,On left (west) bank. Single-grain detachment. Stream terrace deposit.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{CAB72214-387E-4A42-8A90-4A45273DCAC8},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507086.7,195239.9,3086,Yes,2013/07/30 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Other,,Debris,Active,,,,,,296.6,120,45,,100-1000,Partly Removed,No,No,No,No,No,No,Yes,Yes,gravel/sand,Stream Erosion,Heavy rainfall,On left (west) bank. Single-grain detachment. Stream terrace deposit.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{45A5F116-AAE0-4CBC-807C-270FF23E99E9},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507067.1,195104.5,3087,Yes,2013/07/30 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide/Flow,,Earth,Active,,,,,,305.4,70,57,,>1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,"On left bank. Translational slide/flow, rotational slump, and single-grain detachment. Old site GB-94.","Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{58D2BE12-B8B2-497E-871A-2AC6C0366228},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507119.7,195039.800000001,3088,Yes,2013/07/30 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide-Gully Complex,Translational Slide/Flow,,Debris,Active,,,,,,314.8,55,35,,>1000,Partly Removed,No,No,No,No,Yes,No,Yes,Unsure,dense till,Stream Erosion,Heavy rainfall,"On left bank. Translational slide/flow, irregular block detachment.","Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{2F08F849-B26E-4059-B99A-FEAA304F0CCA},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507253.2,194990.800000001,3089,Yes,2013/08/01 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide-Gully Complex,Translational Slide,,Earth,Active,,,,,,326.7,281,37,,>1000,Partly Removed,No,No,No,No,Yes,No,Yes,No,sand/silt,Stream Erosion,Heavy rainfall,On right bank. Translational slide and single-grain detachment. Some rip-rap at base of slope.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Right,,Plainfield,{F06472EF-8CEE-44FA-B5AD-138D09088E63},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507225.6,194869.9,3090,Yes,2013/08/01 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,327.3,297,35,,>1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,sand/silt,Stream Erosion,Heavy rainfall,On right bank. Translational slide and irregular block detachment. Old site GB-179.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Right,,Plainfield,{5112F0A3-9353-4F17-8EDC-471247A17692},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507129.3,194840.199999999,3091,Yes,2013/07/30 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide/Flow,,Earth,Active,,,,,,307.5,142,37,,<100,Intact,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,On left bank. Slope has stabilized since the early 2000s.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{281F7DA4-6801-432F-A117-49A61C6E4191},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507100.3,194731.5,3092,Yes,2013/07/30 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide-Gully Complex,Translational Slide/Flow,,Earth,Active,,,,,,316.1,70,40,,100-1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,On left bank. Single-grain detachment.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{7EB4932A-E146-4DDE-B218-3A83A01A3D07},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507255.6,194543.1,3093,Yes,2013/07/30 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,322.5,40,35,34,100-1000,Partly Removed,No,No,No,No,No,No,Yes,Yes,sand/silt,Stream Erosion,Heavy rainfall,On left bank. Reactivated translational slide. Intermittent stream flows in a couple meters downstream of lower end of slide.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{32140A3E-54ED-4F3B-82B3-52718A6741CE},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507260.2,194479.9,3094,Yes,2013/07/30 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Other,,Earth,Active,,,,,,327.3,109,60,,>1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,On left bank. Irregular block detachment and single-grain detachment. Failure surface being dissected by rilling.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Left,,Plainfield,{F01C5019-118B-4380-9E2C-C84992491756},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507309.7,194339.1,3095,Yes,2013/08/01 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Other,,Earth,Active,,,,,,328.3,120,54,,100-1000,Partly Removed,No,No,No,No,No,No,Yes,Yes,pebble gravel,Stream Erosion,Heavy rainfall,Single-grain detachment. Stream terrace deposit.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{55CAAE0B-F140-403A-AD76-4376FA79CA55},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507259.8,194362.1,3096,Yes,2013/08/01 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Gully,Translational Slide,,Earth,Active,,,,,,336.8,,,,100-1000,Partly Removed,No,No,No,No,Yes,No,No,,dense till,Heavy Rainfall,,Translational slide and Irregular block detachment in gully.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{AD94B32C-02B0-4D34-B127-FB7CB5871FDE},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507265.7,194203.4,3097,Yes,2013/08/01 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,338.3,94,45,,100-1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,Translational slide and Irregular block detachment.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{AA60D277-2B72-433E-B424-F9AF31A5C0C8},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507316.7,194107.1,3098,Yes,2013/08/01 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,334.9,87,45,,100-1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,Translational slide and Irregular block detachment.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{51959C70-79F1-4AEC-B0B4-9EC6C0581A13},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507341.4,193995.199999999,3099,Yes,2013/08/01 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,338.6,70,75,,100-1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,Translational slide and Irregular block detachment. Slide surface has eroded back 100-150 cm since 2011 floods. Stream terrace deposit at top.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{DCEA1CEE-7B09-4A84-A312-A17090968DB6},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507374.1,193871.4,3100,Yes,2013/08/01 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Other,,Earth,Active,,,,,,340.8,310,45,,<100,Unsure,No,No,No,No,No,No,Unsure,Yes,dense till,Stream Erosion,Heavy rainfall,Landslide in dense till. Irregular block detachment. No details.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{DBAE9892-5C3E-45C9-AE1B-897E615C1063},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507299.1,193857.800000001,3101,Yes,2013/08/06 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,345.3,103,40,,100-1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,Translational slide and irregular block detachment.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{AC8C8529-A58B-4E19-B49D-B250930508F5},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507297.5,193814.0,3102,Yes,2013/08/06 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide-Gully Complex,Translational Slide,,Earth,Active,,,,,,349.3,67,43,,<100,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,Translational slide and irregular block detachment. Fresh till in streambed. Gully in central part of slide.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{2CEF4D45-8045-49A5-9F6B-2F923903895C},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507357.5,193717.800000001,3103,Yes,2013/08/06 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,349.3,61,45,45,<100,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,Translational slide and irregular block detachment. Note fresh till at base.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{6E9E7039-9287-488D-BE70-F7DF327FD674},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507357.3,193434.800000001,3104,Yes,2013/08/06 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,346.2,117,60,40,<100,Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,Translational slide and irregular block detachment. Fresh till exposure at base. Note gully downstream.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{2C969BA3-D641-4778-B0FF-99B2DBC51E26},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507343.8,193328.699999999,3105,Yes,2013/08/06 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,361.8,64,37,37,100-1000,Partly Removed,No,Yes,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,Translational slide and irregular block detachment. Bedrock in stream on right.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,Right,,Plainfield,{2CD20870-6000-4343-8DF0-C214D9DCAB3C},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507327.9,193247.800000001,3106,Yes,2013/08/06 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide-Gully Complex,Translational Slide,,Earth,Active,,,,,,360.6,96,37,,>1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,dense till,Stream Erosion,Heavy rainfall,Translational slide and Irregular block detachment. Gullies on upstream end and in center of slide. Old site GB-44.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{249E709F-A965-4F09-A0D5-DDFB4745E60E},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507348.4,193075.199999999,3107,Yes,2013/08/06 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,357.8,90,42,,100-1000,Partly Removed,No,No,No,No,Yes,No,Yes,Yes,gravel/sand,Stream Erosion,Heavy rainfall,Translational slide and single-grain detachment. Stream terrace deposit at top.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{BA5221A0-0DBC-4A01-88F1-C36F7280383C},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507357.7,192743.5,3108,Yes,2013/08/06 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,370.3,85,43,,100-1000,Partly Removed,Yes,Yes,No,No,No,No,Yes,Yes,gravel/sand,Stream Erosion,Heavy rainfall,Translational slide and single-grain detachment.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{FA721849-0E9B-4356-9169-FD35F120DFFE},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507369.1,192692.9,3109,Yes,2013/08/06 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide-Gully Complex,Translational Slide,,Earth,Active,,,,,,374.3,65,34,,100-1000,Partly Removed,Yes,Yes,No,No,No,No,Yes,Yes,gravel/sand,Stream Erosion,Heavy rainfall,Translational slide and single-grain detachment. Gully at downstream end.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{EFB40413-898E-40B0-AD41-554B75C49EA9},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507418.2,192688.9,3110,Yes,2013/08/12 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Other,,Earth,Active,,,,,,367,243,49,50,100-1000,Partly Removed,No,No,No,No,No,No,Yes,Yes,cobble gravel,Stream Erosion,Heavy rainfall,Single-grain detachment. Stream terrace deposit.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{CD4FBD79-C7A1-4251-A2BF-84C1EC4DF585},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507371.8887,192562.5408,3111,Yes,2013/08/12 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Gully,Translational Slide,,Earth,Active,,,,,,373.7,,40,,>1000,Unsure,Yes,Yes,No,No,Yes,No,No,Yes,loose till,Stream Erosion,Heavy rainfall,Translational slide and single-grain detachment.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{118D3D30-1765-420E-8CDD-64BA6D574C5C},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507376.7,192521.0,3112,Yes,2013/08/12 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Other,,Earth,Active,,,,,,379.5,30,40,,>1000,Partly Removed,No,Yes,No,No,Yes,No,Yes,No,sand,Stream Erosion,Heavy rainfall,Freshly eroded till at base indicates active fluvial shear at base. Note that boulders in stream are mossy. Irregular block detachment.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{1BE69A81-096A-4629-BC5D-A380166D7156},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507373.7,192477.1,3113,Yes,2013/08/12 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Gully,Translational Slide,,Earth,Active,,,,,,385.9,,,,>1000,Partly Removed,No,No,No,No,Yes,No,No,Yes,sand,Stream Erosion,Heavy rainfall,Translational slide and single-grain detachment. Gully bottom trends 061 degrees. Bedrock present at outlet of gully on north side.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{BA0B56B1-8E29-4EEE-B003-A40C75888267},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
507572.9,192469.800000001,3114,Yes,2013/08/12 00:00:00+00,"G. Springston, E. Thomas",Norwich University,Landslide,Translational Slide,,Earth,Active,,,,,,387.7,245,36,,>1000,Partly Removed,No,Yes,No,No,Yes,No,Yes,No,diamict,Stream Erosion,Heavy rainfall,Translational slide and irregular block detachment. Slide is reactivated. Bedrock in stream upstream.,"Springston, G., 2017, Landslide Inventory of Washington County, Central Vermont: Vermont Geological Survey Open File Report VG2017-7.",2017,,,Plainfield,{AD70BEDB-7F62-4CFB-A976-82BDBA4E7A6A},ANR_ADMIN,2020/01/08 20:32:07+00,ANR_ADMIN,2020/01/08 20:32:07+00,Yes,,,,
