OBJECTID,ID,LOCAL_ID,ASMNT_DT,ADMIN_ST,ADM_UNIT_CD,RPRN_AREA_STRM_NM,REACH_ID,NHD_RCH_CD,ASMNT_APRCH,REACH_LGTH_KM,REACH_LGTH_MI,REACH_BREAK_RATIONALE,PTNTL_DESC,ALTR_PTNTL,ENTRENCHMENT_RATIO,SBTRT_MATRL,STREAM_TYPE,WIDTH_DEPTH_RATIO,SINUOSITY,GRADIENT,LIVESTOCK_SEASON,COMMENTS,FLOW,FLOODPLAIN_INUNDATED,RATIONALE,STABLE_BEAVER_DAM,RATIONALE_2,SINUOSITY_WIDTH_DEPTH_GRADE_BAL,RATIONALE_3,RPRN_AREA_EXPND,RATIONALE_4,WTRSHD_NOT_CONTRIBUTE_IMPAIR,RATIONALE_5,STABLE_RPRN_VEG,RATIONALE_6,RCRT_STABLE_RPRN_VEG,RATIONALE_7,SPCS_INDCT_RPRN,RATIONALE_8,ROOTS_WTHSTND_HI_FLOW,RATIONALE_9,VEG_HIGH_VIGOR,RATIONALE_10,VEG_PRTCT_BANKS,RATIONALE_11,WOODY_MAT_SOURCE,RATIONALE_12,CHAR_ADEQUATE_DSPTE_ENERGY,RATIONALE_13,POINT_BARS_REVEG,RATIONALE_14,BANK_LTRLY_STABLE,RATIONALE_15,STRM_NOT_INCISING,RATIONALE_16,STRM_BLNCD,RATIONALE_17,RATE_TREND,RATE_RATIONALE,TREND_MTHD,TREND_RATIONALE,THERMOMETER,PRIORITY,VEG_NOTES,FCTR_PRSNT,AGMNT_FLOWS,CHANNELIZATION,FLOW_REG,MINING,OIL_FIELD_DSCHRGE,ROAD,UPSTRM_CHNL_CND,OTHER,FCTR_EXPLN,REPORT,CMLTVE_NOTES,SG_GRS_FRBS,DSTNC_SG_BRSH,CREATE_DATE,MODIFY_DATE,created_date,last_edited_date,GlobalID,SG_GRS_PRSNT,PRFD_FRB_AVLBL,Shape__Length
304,{3CC7A0CA-FEB7-4757-B146-162A125670FA},125206854,1999/09/13 00:00:00+00,CO,COF03000,Miller Creek,,13010003000095,COMPLETE_RECON,3,2,,,,,,,,,,,130100030202,,NA,,NA,,YES,,NA,,YES,,NA,,NA,,,,NA,,NA,,NA,,NA,,YES,,NA,,YES,,YES,,YES,,PFC,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:47+00,{B31728FE-5A99-41E1-BBE8-FD82ADCAF4A1},,,2840.51206127418
305,{60535C33-27B5-4F5F-8D3E-162CE7FD0F1D},573,2013/05/08 00:00:00+00,CO,CON05000,WEST_DOUGLAS_CREEK_REACH 7,32,,COMPLETE_RECON,0,0,,,,,,,,,,,,,YES,,NO,,YES,,NO,,YES,"Comments:  #3 – Very sinuous.  Channel somewhat over-widened and deeply entrenched.
#5 – Parts of uplands are meeting health standard however some areas are dominated by weedy annual species.",YES,,NO,,YES,,YES,,YES,,YES,,NO,"Comments: #9 – In areas where willows and tamarisk are present the stream bank vegetation is adequate to protect banks.  Few herbaceous riparian species present along stream bank.
#10 – Tamarisk and willow show signs of use by rodents.
#11 – Vegetation i",NO,,NO,,YES,,YES,,YES,"Comments:  #13 Channel is deeply entrenched with few overflow channels or other characteristics to dissipate energy.  
Some bank sloughing present.",FARNA,"Channel is entrenched with sparse herbaceous riparian vegetation.  Willow and tamarisk present along reach are capable of supporting stream banks. System is vertically stable with good sinuosity.  OTHER: Pipeline crossings, system may be ephemeral.",,,,MED,,YES,NO,NO,NO,NO,NO,YES,NO,YES,,YES,Little access to channel.  Sparse livestock use seen.  Overall channel is very entrenched.,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{9D13C602-2F41-4784-BEB7-FA91CB46025E},,,5562.56011701325
306,{45C6E8C7-2E0A-4797-A716-1656B45FBB7F},205WOOD0101,2002/04/17 00:00:00+00,CO,COS01000,WOODS CYN,,,COMPLETE_RECON,0,0,"T37N, R18W, SEC 12 - 16, 5.1 MILES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,YES,YES,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{B8AB7F24-F388-4594-B834-7A69A431888B},,,8281.92731202724
307,{0A2E1270-9D18-45B2-8C51-169FFCD4A1D5},160659513,2001/10/24 00:00:00+00,CO,COF03000,South Tracy Canyon Spring,,13010004000346,COMPLETE_RECON,0,0,,,,,,,,,,,130100040601,,YES,,NA,,NO,,YES/NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,NO,,YES,,YES/NO,,NO,,YES,,YES,,NF,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:47+00,{4F732335-3394-45E8-B6D1-F9237DBF604D},,,904.430128541276
308,{97253BBE-3980-4FEB-9F03-16BA37AACE63},547,2002/08/01 00:00:00+00,CO,CON05000,WOLF_CREEK_REACH 1,21,,COMPLETE_RECON,0,0,,,,,,,,,,,,,YES,,NA,,YES,,NA,,,"
Comments: #1 Entrenched system with little floodplain development
#3 Entrenched
#4 No real riparian obligate expression.",NO,,NO,,NO,,YES,,NO,,YES,,NA,"Comments:  Kentucky bluegrass, white-top, local infestations of burdock",YES,,NO,,YES,,YES,,YES,"
Comments:  #14 No, but banks are; good deposit
# 17 much of thalwag sand and gravel.  Regular depression filled with soil.",FARU,,,,,MED,,YES,NO,YES,YES,NO,NO,NO,NO,NO,"Channelization;Ephemeral stream;Flow regulations",YES,Some localized trampling (near roads / fences),,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{6CBD3C39-E2E1-417E-B865-CECEC254B3C4},,,7017.69656276563
309,{44D26546-2A30-43A8-AB20-16BCAAE2EE15},"Willow Creek, Zone 6",2018/08/15 00:00:00+00,CO,COS06000,Willow Creek,Willow Creek- Powderhorn Common Allotment,,COMPLETE_RECON,0,2.5,Land Ownership,,,,,E4- Approximated,,,,,,INTERMITTENT,YES,Stream has access to a relatively wide floodplain in most areas with abundant riparian vegetation,NA,Not Applicable,,"The stream has high sinuosity with a lower gradient. There are visible remnant channels which still have willows along the, all is in balance with stream type and landscape setting",YES,The riparian area appears to have reached its potential extent with a well-defined green line that is limited only by topography in the valley.,YES,No evidence of upstream impairment,YES,"Diverse plant community (dominated by beaked sedge and Baltic rush), good mix of willows (mostly coyote and geyer), and many water-loving grasses.",YES,"Many young willows throughout the reach, as well as old-growth willow and cottonwood. Dense mats of rushes and sedges indicate diverse age structure. ",YES,"There is a floodplain with abundant riparian vegetation. A few areas (50 ft. length) have stressed hydrophytic species, but overall plants looks healthy and indicate saturated soils (this is a drought year).",YES,Great mix of woody and herbaceous species on the banks and in floodplain. Lots of well-vegetated areas for water to spread beyond the channel. ,YES,"Even areas with indications of herbivory appear healthy, including young willows.",YES,On average 90% cover of hydrophytic species on banks,YES,Cottonwoods and willows are present on the banks and there is some woody material in the stream channel.,YES,Rocks are present and the large floodplain helps dissipate energy (all indicators to dissipate energy are present here). ,NA,Not Applicable,YES,"There are rarely areas with extreme drops down to the channel (up to 10ft), but seem to be related more to the slope of the surrounding hillsides and upland erosion than stream function. Laterally stable banks are present throughout the reach. ",YES,"Some areas of the channel have a stone to gravel substrate and even areas without rocks are at the same gradient as rocked areas, indicating a lack of vertical incision. At road crossing where evaluation started tire tracks run through the riparian area and are creating areas of pooling. Currently, the tracks are not deep enough to drain the wet meadow, but could be an issue later if use of the road continues when water is present in the system. This is not representative of the entire reach, and was therefore listed as a ""yes""",YES,No signs of excessive erosion or deposition are present. ,PFC,Willow creek has an adequate floodplain (with dense cover of woody and riparian vegetation) to withstand high flow events. The channel shows no signs of incision (with the exception of the in-hardened road crossing) and banks are stable. ,,,PFC-MID,,No vegetation notes collected at time of assessment,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,"No water flowing at the time of evaluation with only a few pools present. Wide, verdant floodplain could easily withstand a high flow event. Even during the drought this year, hydrophytic species on the banks and in the floodplain are vigorous and have high diversity and abundance. Excellent age class structure of woody and herbaceous species. Even after grazing, vegetation is vigorous and recovering well. Sinuosity/gradient are in line with channel type and landscape position. At road crossing where evaluation started tire tracks run through the riparian area and are creating areas of pooling. Currently, the tracks are not deep enough to drain the wet meadow, but could be an issue later if use of the road continues when water is present in the system.",,,,,2018/09/04 22:10:42+00,2022/01/26 17:19:14+00,{F074574B-48EA-4F70-BD89-4646C9DBDDDD},,,4024.43396346319
310,{48022D6C-FA43-4926-AC42-16E56A1F9B2F},,,CO,CON05000,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{48CBF5D1-23F0-465D-9EAC-EC2C9054AC07},,,560.718457259574
311,{4879F7A3-B0E9-4186-ADAD-16EBF0924DBC},,2009/07/08 00:00:00+00,CO,COG02000,POLE_CREEK,,,COMPLETE_RECON,,0.56475322,,,,,,,,,,,,INTERMITTENT,NA,,NA,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,,YES,,YES,,YES,,PFC,,,,,,"cottonwood, sandbar willow, aspen, chokecherry, rose dogwood, alder, gooseberry, hawthorn, tall willow",,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/03/17 22:50:34+00,2021/09/15 16:04:47+00,{86EAE814-91BE-4C09-A083-4C777AA5AAAC},,,908.840106920483
312,{1746317B-44F0-44A7-A3E6-16F33027EEEB},,2005/04/27 00:00:00+00,CO,COG02000,POISON_CREEK,,,COMPLETE_RECON,,2.91673406,,,,,,,,,,,,PERENNIAL,NA,,NA,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,,NA,,YES,,NA,,YES,,NO,,YES,,PFC,,,,,,"Narrowleaf Cottonwood & some willow, upper 0.4 mi: Dogwood, Aspen, Chokecherry, Willow, Current",,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/03/17 22:50:34+00,2021/09/15 16:04:47+00,{DDA51BC2-8559-4D62-B876-74A32F6B9787},,,4693.81073112105
313,{305FDEC3-3652-4312-B3CE-1709B134C83F},GR573S5,2004/07/14 00:00:00+00,CO,COS05000,San Miguel River,,14030003000118,SELECTIVE_INSPECT,,,,,,,,C3,,,,,,PERENNIAL,YES,,NA,,YES/NO,,YES,,,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,NO,,YES,,YES,,PFC,,,,PFC-LOW,,,YES,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2016/12/07 12:00:05+00,,{AE991158-D5C5-419F-84F5-43ADE51537BB},,,728.275751733405
314,{DCD0474D-27C0-40E9-BC6F-170BDF1C0C30},,,CO,CON05000,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MED,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{854D736B-3546-4639-A755-68FDEC10794A},,,519.68751872152
315,{E83AB19D-F79C-4250-A181-170D2D8BCC65},402,2009/07/28 00:00:00+00,CO,CON01000,Canyon Creek -  R3,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1404010901,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{0D8D8878-05E0-4927-AEB8-9367EFC0B79A},,,3337.89804427318
316,{46EE43FF-E5BB-449A-923B-171FE243D936},160653801,1999/08/10 00:00:00+00,CO,COF03000,Spring Gulch,,13010004000259,COMPLETE_RECON,2,1,,,,,,,,,,,130100040306,,YES,,NA,,NO,,YES/NO,,NO,,YES,,YES,,YES,,YES/NO,,YES,,YES/NO,,NA,,YES/NO,,YES/NO,,YES/NO,,NO,,NO,,FARD,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:47+00,{BE40D4A1-96DF-4350-A289-2B67D7B127DB},,,1429.11570505083
317,{658155D3-578F-4C9D-8E87-1733DD0B040C},11,1997/09/15 00:00:00+00,CO,COF02000,Iowa_Gl_Site2,11,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{294D7C92-66E6-4111-A8C9-424B3B5E8D55},,,1082.91809812488
318,{D2F4ED6D-2126-4631-83AE-1734E33D8737},,2006/06/28 00:00:00+00,CO,COG01000,West Salt Creek ,reach 2,,COMPLETE_RECON,0,0,reach #2 below wagon,,,,,,,,,,,,NA,,NA,,YES,YES,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NA,,,,NA,,YES,,NO,,YES,,FARU,,,,,,"bulrush, sedge sapp., scirpus sapp., tamarisk",NO,NO,NO,NO,NO,NO,NO,NO,NO,"grazing, pipeline input, road crossings",YES,tamarisk.,,,,,2015/03/27 12:00:05+00,2021/09/15 16:04:47+00,{AE11D444-461D-4E53-BCDB-FF4C839B1E70},,,2509.61427089292
319,{FBBF7C2B-9B3A-4C28-A80E-173F3F368A27},345,2002/07/24 00:00:00+00,CO,COF02000,Unn_N_W_Mill_Ck,256,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{5432B8A1-395B-49AA-981F-3178F73491F1},,,4936.553362455
320,{A4C04CBC-1069-47F6-B374-174298CC3D83},179-1,2004/10/07 00:00:00+00,CO,CON02000,Kinney Creek,1st Road Crossing/Lower,,COMPLETE_RECON,0.78,0.48,ownership,Willow/carex community. ,,,,,10:1,,,rotational pasture system,"grazing problems- 6 yrs of trespass
(2011-2016)",PERENNIAL,YES,"Flood evidence, observed flooding in springtimes",YES,"beaver dams are increasing despite high runoff years (2011, 2014)",YES,,YES,Very confined- riparian fills floodplain,YES,,YES,could have more carex and less grass/forb,YES,young willows are observed,YES,"upland species are in decline, beaver dams are raising water table",YES,"several recent high runoff events, little stream cutting",YES,,YES/NO,The old abandoned floodplain is the exposed bank in places- this is steep and unvegetated.,YES,Lots of willows and alders,YES,,NA,,YES,,YES,,YES,,PFC,,APPARENT,,PFC-MID,MED,"carex increasing but still more grass, clover, dandelion etc than potential.  ",NO,NO,NO,YES,NO,NO,YES,NO,NO,not affecting rating but watch points,YES,,,,,,2016/10/24 22:50:41+00,2016/10/24 16:49:58+00,{D794709D-CC34-4356-9E2B-DB2AC8C699F1},,,773.309072526275
321,{94B98EA8-8ECB-409D-BF33-1743D9A4264E},153,,CO,CON01000,Temple Gulch -  R6,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1405000201,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{98057C34-CED5-473A-BC95-B201B6096D4A},,,2327.72722984846
322,{3990C4C6-FCA1-4528-B368-175D53492D39},489,1997/09/15 00:00:00+00,CO,COF02000,Trout_Creek,26,,,0,0,,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARU,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{1CA1AAFF-75BE-49BF-92E0-69BE28ABF700},,,1044.8707529452
323,{E65AD372-CF58-497A-93DB-175E09C31D43},321,1999/07/27 00:00:00+00,CO,CON01000,Willow Creek (ELK RIVER) -  R1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,NA,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,1405000101,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{206B89A2-0AF1-4762-8251-99E01F10773A},,,2071.07159224336
324,{8F50B263-F8CC-4D83-ACD4-175FA404D69F},347,2004/08/06 00:00:00+00,CO,CON05000,WEST_EVACUATION_CREEK_REACH 1,,,COMPLETE_RECON,0,0,,,,,,,,,,,,,YES,,NO,,YES,,YES,,YES,nice looking system.  System withstood recent high flow event.,YES,,YES,,YES,,YES,,YES,,NO,,NO,"lots of willows, horsetail rush, sedges.  Willows show high vigor.  A few tamarisk._",YES,,YES,,YES,,YES,,NO,"severely incised system.  30 foot headwalls in some spots, but system is coming back.  Head walls actually precluding livestock use, thereby providing for riparian vegetation to regenerate.  Stream has vastly improved since 1997.  Again, incises have pre",FARU,,,,,MED,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{4052CF43-36ED-425F-9E5D-F83F4D3A2D05},,,555.31241196694
325,{FB259691-2C41-4B0C-AF85-17619A448527},CAR-05,2009/07/08 00:00:00+00,CO,COS06000,6031 Alpine Plateau,West Fork Middle Blue,,COMPLETE_RECON,0,0,,,,,,,,,,,,,YES,Large cut bank resulting from excess fowl into channel from Forest Road Drainage. 2 Culverts add to flow directly upstream from cut bank. This is the only cut bank observed in this reach. Does not seem to be affecting the channel. ,NA,Not Applicable,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,Not Applicable,YES,,YES,,YES,,PFC,,,,,,"Plant Species List:
Trees: PLEN, few PLEN (Denser at lower end of reach)
Shrubs: Upper End= SAPL, very few, short, RIMO few with scattered density
     Lower End= SAPL, SABE, SADR, SAMO, SALU, RIMO, PEFL15
Grams: POPR, JUARA4, PECE, Timothy, Wet Sedges
Forbs: Bittercress, Marsh Marigold, Onion, Kings Clown, Tall Geum, Tall Bluebells, Cowbane, Corn Lily, Veronica, Willow Herb, Blook SAYAFRAS, Monkshood",YES,NO,YES,NO,NO,NO,NO,YES,NO,Large cut bank resulting from excess flow into channel from Forest Road Drainage. 2 Culverts add to flow directly up stream from cut bank. This is the only cut bank observed in this reach. Does not seem to be effecting the channel. ,YES,,,,,,2016/03/21 22:47:54+00,2022/01/12 23:58:59+00,{6D77DE29-8D78-4645-A829-03D9852CD866},,,955.920894679769
326,{CB2E239A-C801-4E70-AD6A-177AB9768B6D},327,,CO,CON01000,Long Gulch -  R3,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,1405000111,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{C5654490-6B60-427D-AEC2-5B734742B3F3},,,282.277940245311
327,{99EA5EB7-4643-40E4-800A-177ED82DED6C},CAR-27,2008/09/16 00:00:00+00,CO,COS06000,6101 Sapinero Mesa,,,COMPLETE_RECON,0,0,,,,,,,,,,,,,NO,,NA,Not Applicable,YES,,YES,,YES,,YES,,YES,,YES,,NO,"Cottonwood roots, shrub roots, smooth brome",YES,,NO,,YES,,YES,Rocks and large woody material,NA,Not Applicable,YES,,NO,3 head cuts observed,YES,,FARU,,,,,,"Plant Species List:
POAN, PIPU, POTR5, JUSC2; QUGA, SAMO, ROWO, SALU, RICE, PSME, Dogwood, Golden Currant, PAUL11. 
IRMI, wild rye, JUARA4, POA, Sedge.
Canada Thistle.
BRIN7, Common on benches along channel. ",NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2016/03/28 20:57:08+00,2022/01/13 00:00:23+00,{A94D6D4A-3444-4DD8-93A8-78C00D9E4979},,,698.01627352053
328,{FC439120-1E0C-48E5-8D19-178B64C05B00},125206770,2017/09/21 00:00:00+00,CO,COF03000,Butterfly Creek ,,13010003000381,COMPLETE_RECON,2.42264054,1.50999999,,,,1.4-2.2,,A/B,<12,<1.2,4-10%,Summer ,,PERENNIAL,YES,Rationale Not Recorded,NA,Rationale Not Recorded,YES,Rationale Not Recorded,NO,Upland vegetation is encroaching on stream channel Oakbrush and shrubby cinquefoil is out competing riparian vegetation,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,NO,Lacking woody species seen on adjacent streams.,YES,Rationale Not Recorded,NA,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,YES,Rationale Not Recorded,PFC,Although the stream channel is PFC the upper section shows high vigor in plant community and lower section is lacking woody component of riparian veg community,APPARENT,,PFC-LOW,,Although the stream channel is PFC the upper section shows high vigor in plant community and lower section is lacking woody component of riparian veg community,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,Riparian veg community is lacking shrub component including willow alder and birch which we have seen in adjacent streams. There is some sediment deposition on streambank but not excessive Boulder and Cobble substrate protect stream bed. Perennial flows for approximately 1/2 mile.,,,,,2017/12/04 21:58:57+00,2022/10/27 21:11:55+00,{3006556A-3B4C-4F04-B27D-D2DAD11A3A69},,,2422.64053549052
329,{DE6C1113-F153-4828-8AE9-17944D861808},240,1999/08/17 00:00:00+00,CO,COF02000,Road_Gulch,108,,COMPLETE_RECON,0,4,,,,,,B4,,,,,,,NO,,NA,,,,NO,,NO,,YES,,NO,,,,NO,,NO,,NO,,NA,,NO,,NA,,YES,,YES,,,,FARD,,,,,,,YES,NO,NO,NO,NO,NO,YES,NO,YES,New Subdivision,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{6A1EB2B1-52B2-4679-80A4-6030231A1E70},,,5816.59911891081
330,{24C832AF-5069-4368-BB59-17A460B467DD},160639036,1999/08/09 00:00:00+00,CO,COF03000,San Luis Creek Upper,,13010003000053,COMPLETE_RECON,1,0,,,,,,,,,,,130100030201,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,YES,,NO,,FARU,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:47+00,{E65A54AD-4DEC-428A-9882-A3E6395821F6},,,468.890526297711
331,{1E3533BD-32DA-421A-ADAE-17BA72390A42},274,1997/06/19 00:00:00+00,CO,CON05000,SPRING_CREEK_DC_REACH 2,,,COMPLETE_RECON,0,0,,,,,,,,,,,,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,YES,,YES,,,,,,,MED,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,"This system has a consistently excellent width/depth ratio.  The vegetation doesn't seem adequate to support the stream channel characteristics, but it does - for the entire 5 miles of this segment.  Stream representative cross-section drawn on original",,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{ED8D7990-AC77-43E5-8380-1F2ACA559B11},,,9964.92959119779
332,{81925DBB-040B-47C1-894A-17C41925094D},,1999/05/20 00:00:00+00,CO,COS06000,Tributary to Long Gulch Upper,J004,14020003001666,COMPLETE_RECON,0,0,,,,,,,,,,,,,YES,,NA,Not Applicable,YES,,YES,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,NA,,YES,,NA,Not Applicable,YES,,YES,,YES,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2022/01/13 00:01:45+00,{AA74F182-11FB-4267-AA57-A52D068AC701},,,952.109252006726
333,{F7B654BF-0525-4D19-987D-17D0DEACA57C},,2004/07/14 00:00:00+00,CO,COG01000,Carr Creek ,reach 1A,,COMPLETE_RECON,0,0,reach #1A,,,,,,,,,,perennial,PERENNIAL,NA,,YES,,YES,YES,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,,YES,,YES,,YES,,PFC,,,,,,"willow, box elder, rushes, stream colonizers",,NO,NO,NO,NO,NO,NO,NO,NO,"irrigation withdrawls above, slides in area, active beaver dams, big kill in Doulas Fir",YES,,,,,,2015/03/27 12:00:05+00,2021/09/15 16:04:47+00,{57FAB64E-7EA9-4DA4-8AE3-1B3C1C5FFCCE},,,395.289765262827
334,{9DE21EFA-4D38-49B8-BF1A-17DD9CA822E0},603,2011/07/19 00:00:00+00,CO,CON05000,DRY_FORK_PICEANCE_CREEK_REACH 2,31,,COMPLETE_RECON,0,0,,,,,,,,,,,,,YES,,NA,,NO,,NO,,YES,"Comments: For the most part the water can’t reach the flood plain because it is so entrenched. The 
channel is overly straight and entrenched. No riparian veg for widening. Banks are line with upland spp and 
weeds.

Fence crosses channel at 4425252 2345",NO,,NO,,NO,,NO,,NA,,NO,,NA,"Comments: Only in lowest 100 M of reach was there a diverse age class and composition of riparian veg. 
There is enough moisture to sustain riparian veg, but it (veg) is not present. Banks dominated by smooth brome, 
except for bottom 100m. Upland veg is",NO,,NA,,YES,,NO,,YES,"Comments: Channel so entrenched that flood plain could not be reached to dissipate energy. A dozen or 
more vertical (nick points) instability spots, largely associated with livestock trails crossing the channel. 
System is in balance but there is a lot",FARD,LOW FAR There is a lot of raw cutting on banks. Little/none veg for riparian veg recruitment. Vertical instability.,,,,MED,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,"Last ~100 is extremely different from the rest of the reach. It is dominated by a diverse riparian community. The upper fence seemed to mark a slight difference in the channel – less entrenched, moderately sloped banks, the upland spp not as dense. But t",,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{75C84280-FE84-40D9-8C4C-34B295D45182},,,1906.92000652372
335,{5F43A5B8-2D9B-4154-BC04-17EA4F343C6E},160661492,1999/07/20 00:00:00+00,CO,COF03000,North Fork Carnero Creek,,13010004000365,COMPLETE_RECON,0,0,,,,,,,,,,,130100040403,,YES,,NA,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,YES,,YES,,PFC,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:47+00,{5843D7FA-4146-4C44-B8FF-7C6A1F51582E},,,853.796022926189
336,{34A26B82-D5D9-4EA0-8876-17F1B52642AB},182,1997/09/15 00:00:00+00,CO,COF02000,Pass_Creek,237,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:40+00,{9C513246-C6CA-45FA-B8DB-65852E4B4124},,,17.6364781124237
337,{22BCB449-BD12-4840-935C-182FB9C74B6A},161,1999/01/01 00:00:00+00,CO,CON01000,Willow Creek (GOLDBLOSSOM) -  R1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,NO,1405000301,,,,,2015/01/12 12:00:05+00,2021/09/15 16:04:34+00,{B1D99DBD-5427-4E33-8CB3-6B40E283DDD3},,,754.731482856591
