sexandraceethnicity,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Female, Black, non-Hispanic",Female,"Blsack, non-Hispanic",2003,217.0,1.8,Data not wavailable.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2005,219.0,1.3,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",eFmale,"Black, non-Hispanic",2007,225.0,1.9,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Femlae,"Black, non-Hispanic",2009,226.0,1.7,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Fhemale,"Black, non-Hispanic",2011,229.0,1.5,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Blac,k non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, Black, non-Hispanic",Female,"Black, non-Hispanic",2013,229.0,1.4,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Hispanic",Female,Hispanic,2001,229.0,0.7,Data not availabl.
"Total - Female, Hispanic",Female,Hispanic,2002,229.0,0.7,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2003,225.0,2.2,Data not available.
"Total - zFemale, Hispanic",Female,Hispanic,2004,229.0,0.7,Data not available.
"Total - Femlae, Hispanic",Female,Hispanic,2005,225.0,1.6,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2006,229.0,0.7,Data not available.
"Total - Female, Hispanic",Female,rHispanic,2007,227.0,2.4,Data not available.
"Total - Female, Hispanic",Femael,Hispnaic,2008,229.0,0.7,Data not available.
"Tyotal - Female, Hispanic",Female,Hispainc,2009,229.0,2.3,Data nto available.
"Total - Female, Hispanci",Female,Hispanic,2010,229.0,0.7,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2011,233.0,2.2,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2012,229.0,0.7,Data not available.
"Total - Female, Hispanic",Female,Hispanic,2013,235.0,1.6,Data not available.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2001,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanbic",Female,"Asian, non-Hispanic",2002,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2003,247.0,6.2,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Fehmale,"Asian, non-Hispaic",2004,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femae,"Asian, nonn-Hispanic",2005,249.0,5.7,Data for 2000 through 2009 incude Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2006,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asan, non-Hispanic",Femle,"Asian, non-Hispanic",2007,250.0,5.6,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian,p non-Hispanic",2008,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femlae,"Asian, non-Hispanic",2009,249.0,7.5,Data for 2000 throughq 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"sian, non-Hispanic",2010,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,263.0,9.0,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2012,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",emale,"Asian, non-Hispanic",2013,250.0,4.7,Data for 2000 through 2009 include Pacific Islanders.
"Totayl - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispaic",2000,229.0,0.7,Data not available.
"Total - Female, Pacific Islamnder, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2001,229.0,0.7,hData not available.
"Total - Female, Pacific Islander, non-Hispanic",Femuale,"Pacific Islander, non-Hipsanic",2002,229.0,0.7,Data no available.
"Total - Female, Pacific Islander, non-Hispanic",Feamle,"Pacific Islander, non-Hispanic",2003,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2005,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacific Islander, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacific Islander, non-Hispanic",2009,229.0,0.7,Datta not available.
"Total - Female, Pacific Islander, non-Hispanic",Fmeale,"Pacific Islander, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacifc Islander, non-Hispanic",2011,222.0,9.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2012,229.0,0.7,Data not availiable.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2013,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska xNative, non-Hispanic",Female,"American IndianAlaska Native, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, Aerican Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,229.0,0.7,Data ont available.
"Total - Female, American Indian/Alaska Native, non-Hiswpanic",Female,"American Indian/Alaska Native, non-Hispanic",2003,232.0,3.1,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-iHspanic",2004,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,234.0,3.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanci",2007,234.0,5.0,Datanot available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2009,229.0,4.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2011,223.0,5.4,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2013,236.0,7.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hsipanic",2000,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, nn-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hipanic",2002,229.0,0.7,Data not availale.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2003,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femle,"Two or more races, non-Hispanic",2005,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,229.0,0.7,Data not vaailable.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2007,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,229.0,0.7,Data not available.
"Total - Female, Two or more races, nno-Hispanic",Female,"Two or more races, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,241.0,5.6,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or mroe races, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2013,241.0,4.4,Data not available.
