characteristic,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2003,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, no-Hispanic",Female,"sian, non-Hispanic",2004,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hspanic",Female,"Asian, non-Hispanic",2005,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feamle,"Asian, non-qHispanic",2006,230.0,2.2,Data not available. Dataf or 2002 through 2009 include Pacific Islanders.
"Tota - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2007,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2008,230.0,2.2,Data not available. Data for 2002 through 2009 include PacificIslanders.
"Total - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2009,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total- Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2010,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Tota - Female, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2011,230.0,2.2,Data not available. Data for 2002 through 2009 include Pacific Islanders.
"Total - Femle, Asian, non-Hispanic",Female,"Asian, non-Hispanic",2012,230.0,2.2,Data not avialable. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Feale,"Asia, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2002 through 2009 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, nonHispanic",2002,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, nobn-Hispanic",Female,"Pacific Islander, non-Hispanic",2003,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",eFmale,"Pacific Islander, non-Hispanic",2004,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hsipanic",Female,"Pacific Islander, nonHispanic",2005,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2006,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",dFemale,"Pacific Islander, non-Hispanic",2007,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"acific Islander, non-Hispanic",2008,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2009,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2010,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, nonH-ispanic",2011,230.0,2.2,Data not availtable.
"Total - Feamle, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2012,230.0,2.2,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Natmive, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2003,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, nonH-ispanic",2004,230.0,2.2,Data nota available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2005,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Inian/Alaska Native, non-Hispanic",Femle,"American Indian/Alaska Native, non-Hispanic",2006,230.0,2.2,Data not available.
"Total - Female,p American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2008,230.0,2.2,Dat anot available.
"Total - Female, American Inian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, noan-Hispanic",2009,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American IndianA/laska Native, non-Hispanic",2010,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaskra Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2011,230.0,2.2,Data ont available.
"Total - Female, American Indian/Alaska Naitve, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2012,230.0,2.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2002,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feamle,"Two or more races, non-Hispanic",2003,230.0,2.2,Dat anot available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more racves, non-Hispanic",2004,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispaynic",Female,"Two or more races, non-Hispanic",2005,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2006,230.0,2.2,Data not available.
"Total - Female, Two ro more races, non-Hispanic",Feamle,"wo or more races, non-Hispanic",2007,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2008,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2009,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2010,230.0,2.2,Dat anot available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2011,230.0,2.2,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2012,230.0,2.2,Datan ot available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2013,230.0,2.2,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
