yearvalue,statevalue,county,hai,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,infectionsreported,infectionspredicted(double precision),patientdays(long)
2020H1,California,Los Angels,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088.0,Sutter Delta Medical Center,Long-Term Acute Care Hospital,Pediatric,8,2.15,13981
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042.0,"John Muir Medical Center, Concord Campus",Long-Term Acute Care Hospital,"Community, 125-250 Beds",0,1.5,10168
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039.0,Contra Costa Regional Medical Center,Long-Term Acute Care Hospital,"Community, <125 Beds",5,1.34,8802
2020H1,California,Los Angeles,Methcillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000035.0,Enloe Rehabilitation Center,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,-2.4701099680913363,8608
2020H1,alifornia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000040.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Acute Care vHospital,Major Teaching,10,6.14,-41233
2020H1,Californai,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000027.0,Fresno Surgical Hospital,Acute Care Hospital,Major Teaching,2,2.84,37571
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000038.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Acute Care Hospital,Long-Term Acute Care,2,0.9,22172
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,Highland Hospital,Acute Care Hospital,Rehabilitation Unit,0,0.39,9270
2020H1,California,Los Agneles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000028.0,Contra Costa Regional Medical Center,Rehabilitation Hospital or Unit,"Community, 125-250 Beds",0,0.27,14001
020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),648660755.0178906,The General Hospital,Acute Care Hospital,Rehabilitation Unit,1,1.65,69737
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085.0,Providence Queen of the Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.26,6436
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000035.0,Encompass Health Rehabilitation Hospital of Bakersfield,Acute Care Hospital,"Community, 125-250 Beds",0,4.462089198724242,20658
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000092.0,"Alta Bates Summit Medical Center, Rehabilitation Unit",Acute Care oHspital,"Community, <125 Beds",0,0.43,12963
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095.0,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Cfare Hospital,Major Teaching,t5,4.73,43441
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095.0,Barton Memorial Hospital,Rehabilitation Hospital or Unit,"Community, <125 Beds",0,0.07,3451
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001709.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,Rehabilitation Unit,0,-2.30754733361048,-36140
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096.0,Jerold Phelps Community Hospital,Acute Care Hospital,Long-Term Acute Care,4,2.15,32806
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096.0,Alta Bates Summit Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,w0,0.08,4068
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000027.0,Providence Queen of the Valley Medical Center,Acute Care Hospital,Rehabilitation Unit,1,1.04,69402
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000107.0,"John Muir Medical Center, Concord Campus",Long-Term Acute Care Hospital,Major Teaching,,0.5,4031
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000108.0,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Rehabilitation Unit,,0.2,8780
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111.0,Alta Bates Summit Medical Center,Amcute Care Hospital,Major Teaching,1,1.79,25852
2020H1,California,Los Angeles,Methicillin-Resisgtant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111.0,Contra Costa Regional Medical Center,Rehabilitation Hospital or Unit,Long-Term Acute Care,0,0.06,2901
2200H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000112.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Acute Care Hospital,Free-Standing Rehabilitation,***,0.12,3596
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000105.0,Barton Memorial Hospital,Acute Care Hospital,Critical Access,,0.64,12563
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),720595341.6689061,Enloe Rehabilitation Center,Acute Care Hospital,Major Teaching,0,0.94,-43707
2020H1,Cajlifornia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099.0,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,0,1.41,38002
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099.0,"Kaiser Foundation Hospital, Oakland/Richmond",Rehabilitation Hospital or Unit,"Community, <125 Beds",0,0.03,1395
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000133.0,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute aCre Hospital,"Community, 125-250 Beds",0,0.22,4654
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077.0,Fresno Surgical Hospital,Acute Care Hospital,Rehabilitation Unit,,0.63,15852
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077.0,Fresno Surgical Hospital,Rehabilitation Hospital or Unit,"Community, 125-250 Beds",0,0.06,-34030
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000123.0,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Long-Term Acute Care,2,3.28,44987
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,AcuteCare Hospital,"Community, 125-250 Beds",1,1.1,24568
20201H,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066.0,Providence Redwood Memorial Hospital,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,6,1.59,36388
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066.0,"Alta Bates Summit Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,0.04,1923
u2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157.0,St Rose Hospital,Aute Care Hospital,"Community, >250 Beds",0,0.29,8852
2020H1,Califonia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157.0,Providence Queen of the Valley Medical Center,Rehabilitation Hospital or Unit,"Community, <125 Beds",0,0.04,2184
20201H,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081.0,Enloe Rehabilitation Center,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,***,1.77,36592
2020H1,Caulifornia,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000100.0,Sutter Delta Medical Center,Acute Care Hospital,Critical Access,1,0.75,26816
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Acute Care Hospital,Rehabilitation Unit,0,1.35,37554
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Rehabilitation Hospital or Unit,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,0.02,1171
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000162.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Acute Care Hospital,Long-Term Acute Care,2,6.46,69301
2m020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000125.0,"John Muir Medical Center, Concord Campus",Acut Care Hospital,"Community, <125 Beds",***,0.21,7317
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000041.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Acute CareH ospital,"Community, 125-250 Beds",0,1.15,18088
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000049.0,Enloe Rehabilitation Center,Acute Care Hospital,Rehabilitation Unit,3,1.8,34972
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064.0,Providence Queen of the Valley Medical Center,Acute Care oHspital,"Community, <125 Beds",0,0.07,1907
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstrem Infections (MRSA BSI),930000128.0,Alta Bates Summit Medical Center,Acute Care Hospital,Rehabilitation Unit,5,3.16,49251
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103.0,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,1,2.4,30493
2020H1,California,Los Angeles,Methicilli-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103.0,"Alta Bates Summit Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,"Community, <125 Beds",0,0.04,2120
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000127.0,Alta Bates Summit Medical Center,Acute Caer Hospital,"Community, >250 Beds",2,2.02,82114
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000163.0,Oroville Hospital,Acute Care Hospital,Rehabilitation Unit,0,0.63,6140
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000187.0,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,1,0.47,10205
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129.0,Fresno Surgical Hospital,Acute Care Hospital,"Communitry, >250 Beds",5,1.62,30485
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129.0,"Sutter Coast Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,"Community, 125-250 Beds",0,0.03,68439
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000188.0,St Rose Hospital,Acute Care Hospital,Rehabilitation Unit,0,0.01,586
2020H1,California,Los Angeles,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000028.0,Fresno Surgical Hospital,Acute Care Hospital,Rehabilitation Unit,0,1.05,22071
2020H1,California,Madera,Methicillin-Resistant Sltaphylococcus aureus Bloodstream Infections (MRSA BSI),40000111.0,Eden Medical Center,Acute Care Hofspital,"Community, <125 Beds",0,0.27,7225
2020H1,California,Madera,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000129.0,"Sutter Coast Hospital, Rehabilitation Unit",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,0,-2.3434427954109123,32029
2020H1,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000944.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Acute Care oHspital,"Community, <125 Beds",0,0.35,-43636
2020H1,California,Marin,Mthicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000946.0,Centinela Hospital Medical Center,Long-Term Acute Care Hospital,"Community, >250 Beds",0,3.77,8410
2020H1,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000953.0,California Rehabilitation Institute,Acute Care Hospital,Rehabilitation Unit,2,4.525231961749853,15774
2020H1,California,Marin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000982.0,Providence Redwood Memorial Hospital,Acute Care Hospital,Rehabilitation Unit,1,0.09,3035
2020Hi1,California,Mariposa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000105.0,"Kaiser Foundation Hospital, Fremont",Critical Access Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,0.04,1942
020H1,California,Melndocino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000023.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Critical Access Hospital,Rehabilitation Unit,0,0.04,2109
2020Hi1,California,Mercaed,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000110.0,"Alta Bates Summit Medical Center, Rehabilitation Unit",Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,0,0.06,2857
2020H1,California,Merced,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000113.0,Highland Hospital,Acute Care Hospital,Rehabilitation Unit,1,0.64,20562
2200H1,California,Modoc,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000011.0,Oroville Hospital,Critical Access Hospital,"Community, >250 Beds",0,-2.4079712848627888,575
2020H1,California,Mono,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000005.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Critical Access Hospital,"Community, <125 Beds",,0.02,868
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000137.0,Sutter Delta Medical Center,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,k0,1.08,26381
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000137.0,St Rose Hospital,Rehabilitation Hospital or Unit,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,,-2.5394569818768837,1653
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000141.0,"Kaiser Foundation Hospital, Fremont",Acute Care Hosital,"Community, <125 Beds",0,4.766212669693907,943
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000145.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Acute Care Hospital,Free-Standing Rehabilitation,0,0.58,15346
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000145.0,"Alta Bates Summit Medical Center, Alta Bates Campus",Rehabilitation Hospital or Unit,Long-Term Acute Care,0,-2.8469089697927403,4188
2020H1,California,Monterey,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000147.0,Providence Queen of the Valley Medical Center,Acute Care Hospital,Rehabilitation Unit,w0,0.82,20728
2020H1,California,Napa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infcetions (MRSA BSI),110000041.0,Providence Queen of the Valley Medical Center,Acute Care Hospital,Rehabilitation Unit,0,0.45,13306
2020H1,California,Napa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Rehabilitation Hospital or Unit,Major Teaching,0,-2.6776533558738804,1489
2020H1,California,Nevada,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,Acute Care Hofspital,"Community, <125 Beds",0,0.29,8031
2020H1,Califorina,Nevada,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Critical Access Hospital,"Community, <125 Beds",0,0.07,77360
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000002.0,Providence Queen of the Valley Medical Center,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,0,0.9,17274
2020H1,Calfornia,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000074.0,Highland Hospital,Acute Care Hospital,Rehabilitation Unit,0,0.27,-34488
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000006.0,Enloe Rehabilitation Center,Acute Care Hospitla,"Community, <125 Beds",1,0.15,3245
2020H1,California,Oraneg,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000007.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,Pediatric,0,1.28,33291
2020H1,Californai,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000008.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,0,0.49,21087
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001097.0,Barton Memorial Hospital,Rehabilitation Hospital or Unit,"Community, >250 Beds",0,0.11,6005
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000013.0,Highland Hospital,Acute Care Hospital,Rehabilitation Unit,0,0.2,5671
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000011.0,Eden Medical Center,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,2,2.39,38844
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000058.0,Contra Costa Regional Medical Center,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,0,0.41,9428
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001674.0,Highland Hospital,Acute Care Hospital,Rehabilitation Unit,0,0.01,583
220H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001022.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Acute Cahre Hospital,"Community, <125 Beds",0,0.38,8681
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000014.0,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,Critical Access,1,2.7,54351
202H01,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000014.0,Barton Memorial Hospital,Rehabilitation Hospital or Unit,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,0,0.06,3019
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891.0,Highland Hospital,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,0,0.04,-35447
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000015.0,"Alta Bates Summit Medical Center, Rehabilitation Unit",Acute Caer Hospital,"Community, <125 Beds",2,0.15,5030
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013929.0,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,Acute Care Hospital,Critical Access,2,1.35,29296
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745.0,STATE OF CALIFORNIA POOLED DATA - Acute Care Hospitals,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,2,0.84,20757
2020H1,Califorania,Orange,Methicillin-Resistan tStaphylococcus aureus Bloodstream Infections (MRSA BSI),60001360.0,"John Muir Medical Center, Concord Campus",Long-Term Acute Care Hospital,"Community, 125-250 Beds",2,1.03,7055
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607.0,"Alta Bates Summit Medical Center, Alta Bates Campus",Long-Term Acute Care Hospital,"Community, >250 Beds",1,0.93,6660
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000017.0,STATE OF CALIFORNIA POOLED DATA - Critical Access Hospitals,Long-Term Acute Care Hospital,"Community, 125-250 Beds",5,2.17,15236
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000024.0,STATE OF CALIFORNIA POOLED DATA - Long-term Acute Care Hospitals,AcuteCare Hospital,"Community, 125-250 Beds",0,0.13,4533
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000025.0,Alta Bates Summit Medical Center,Acute Care Hospital,"Community, 125-250 Beds",,1.31,20878
2020H1,California,Orange,Methicillin-Resisatant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000208.0,"Enloe Medical Center, Esplanade",Acute Car eHospital,"Community, 125-250 Beds",2,0.62,21958
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstram Infections (MRSA BSI),60000063.0,Fresno Surgical Hospital,Acute Caer Hospital,"Community, 125-250 Beds",0,0.79,19916
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infemctions (MRSA BSI),60000073.0,Highland Hospital,Acute Care Hosiptal,"Community, >250 Beds",1,1.75,-43385
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000062.0,Highland Hospital,Acutpe Care Hospital,"Community, <125 Beds",0,0.49,7640
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000060.0,Providence Queen of the Valley Medical Center,Acute Care Hosppital,"Community, >250 Beds",0,1.7,31153
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream nfections (MRSA BSI),60001207.0,"Sutter Coast Hospital, Rehabilitation Unit",Acute Care Hsopital,Pediatric,0,0.1,4250
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000066.0,Providence Queen of the Valley Medical Center,Acute Care Hospiwtal,"Comrmunity, <125 Beds",z0,0.11,5176
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000060.0,Oroville Hospital,Rehabilitation Hospital or Unit,Rehaiblitation Unit,0,4.8455085321996485,2515
2m020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000067.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",2,1.45,36479
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000068.0,Eden Medical Center,Acute Care Hospitadl,"Community, >250 Beds",0,2.97,34953
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections MRSA BSI),60000068.0,Eden Medical Center,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2840
l2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000021.0,South Coast Global Medical Center,Acute Care ospital,"Community, 125-250 Beds",w0,0.25,6325
2020H1,Califonria,Orange,Methicillin-Resistant Staphylococcus aureus Bolodstream Infections (MRSA BSI),60000071.0,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,4,4.884965365130938,53200
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000071.0,"University of California Irvine Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,c0,0.03,1568
2020H1,California,Orange,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),576079470.0969183,West Anaheim Medical Center,Acute aCre Hospital,"Community, <125 Beds",7,-2.652755670901138,12158
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),-288928956.6153915,"Kaiser Foundation Hzospital, Roseville",Acute Care Hospital,Major Teaching,,2.74,53487
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000109.0,Sutter Auburn Faith Hospital,Acute Care Hsopital,"Community, <125 Beds",0,0.24,6054
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000134.0,Sutter Roseville Medical Center,Acute CareHospital,"Community, >250 Beds",0,1.8,41850
2020H1,California,Placer,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000134.0,"Sutter Roseville Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabiltiation Unit,0,0.12,6529
2020H1,California,Plumas,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),-284462051.01355374,"Eastern Plumas Hospital, Portola Campus",Critical Access Hospital,Critical Access,***,0.01,468
2020H1,alifornia,Plumas,Methicillin-Resistant Satphylococcus aureus Bloodstream Infections (MRSA BSI),230000015.0,Plumas DistrictHospital,Critical Access Hospital,Critical Access,m0,0.02,763
2020H1,California,Plumas,Methicillin-Resistant Staphylococcus aukreus Bloodstream Infections (MRSA BSI),756739527.1872579,Seneca District Hospital,Critical Access Hospital,Critical Access,0,0.0,215
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006.0,Corona Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0.77,15948
2020H1,Californai,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),-294662483.20784473,Desert Regional Medical Center,Acute Care Hosipital,Major Teaching,2,4.48,41162
