sexandraceethnicity,sex,raceethnicity,yearvalue(long),score(double precision),standarderroronscore(double precision),noteonscore
"Total - Female, Asian, non-Hispanic",Femael,"Asian, no-nHispanic",2008,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",emale,"Asian, non-Heispanic",2009,249.0,7.5,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",eFmale,"Asian,g non-Hispanic",2010,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Femael,"Asian, non-Hispaniuc",2011,263.0,9.0,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",Febmale,"Asian, non-Hipanic",2012,229.0,0.7,Data not available. Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Asian, non-Hispanic",emale,"Asian, non-Hispanci",2013,250.0,4.7,Data for 2000 through 2009 include Pacific Islanders.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2000,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",emale,"Pacific Islander, on-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Female,"Pacific Islander, nn-Hispanic",2003,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",emale,"Pacific Islander, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",eFemale,"Pacific Islander, non-Hipsanic",2005,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femael,"Pacific Islander, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",eFmale,"Pacific Islander, non-iHspanic",2007,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Feqmale,"Pacific Islander,j non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femlae,"Pacific Islander,u non-Hispanic",2009,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femae,"Pacific Islnder, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",emale,"Pacific Islandegr, non-Hispanic",2011,222.0,9.4,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Feale,"Pacific Iswlander, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, Pacific Islander, non-Hispanic",Femlae,"Pacific Ilsander, non-Hispanic",2013,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2000,229.0,0.7,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femalze,"American Indian/Alaska Native, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Ailaska Native, non-Hispanic",2003,232.0,3.1,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fepmale,"American Indian/Alaska Native, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",emale,"American Indian/Alaskba Native, non-Hispanic",2005,234.0,3.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femle,"American Indian/Alaska Native,m non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Female,"American Indian/Alaska Native, non-Hispanic",2007,234.0,5.0,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fpemale,"American Indian/Alaska Naitve, non-Hispanic",2008,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",eFmale,"American Indian/AlaskaNative, non-Hispanic",2009,229.0,4.2,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",emale,"American nIdian/Alaska Native, non-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fgemale,"American Indian/Alaska Native, non-Hispanci",2011,223.0,5.4,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Femrale,"American Indian/Alaska Natizve, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, American Indian/Alaska Native, non-Hispanic",Fmeale,"Apmerican Indian/Alaska Native, non-Hispanic",2013,236.0,7.8,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2000,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or morre races, non-Hispanic",2001,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fenmale,"Two or more races, non-Hispanic",2002,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femwale,"Two or more races, non-Hispanic",2003,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Female,"Two or more races, non-Hispanic",2004,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",emale,"Two or more arces, non-Hispanic",2005,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Feamle,"Two or more racles, non-Hispanic",2006,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",sFemale,"Two or more races, non-Hisspanic",2007,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femle,"Two or more races, non-iHspanic",2008,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Fmale,"Two or more roaces, non-Hispanic",2009,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femlae,"Two or more races, vnon-Hispanic",2010,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",emale,"Two or more races,o non-Hispanic",2011,241.0,5.6,Data not available.
"Total - Female, Two or more races, non-Hispanic",Femael,"Tw or more races, non-Hispanic",2012,229.0,0.7,Data not available.
"Total - Female, Two or more races, non-Hispanic",emale,"Two or more races, nn-Hispanic",2013,241.0,4.4,Data not available.
