ID,Zip_Code,Tenant_Age,Tenant_Gender,Tenant_Race,Hispanic_Y_N,Month_s__Covered,Verified_Monthly_Income,F__in_house__hold,Amount_Paid,Date_Paid,Council_District,ObjectId
194,40203,44,Female,White,Non-Hispanic,Deposit + 2 Months Rent,0,1,742,3/16/2022,4,265
26,40214,48,Female,African American,Non-Hispanic,Dec deposit,,1,852,12/10/2021,21,266
425,40228,51,Female,Mixed Race,Non-Hispanic,Deposit Only,10092,1,350,3/3/2022,2,267
440,40218,32,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10356,1,1950,3/16/2022,10,268
628,40218,36,Female,African American,Non-Hispanic,deposit / december / january,2700,3,2130,12/10/2021,10,269
629,40210,28,Female,African American,Non-Hispanic,deposit / december / january,739,3,2356,12/10/2021 0:00,4,270
147,40211,20,Female,Mixed Race,Non-Hispanic,deposit,0,2,800,12/8/2021,5,271
23,40211,32,Female,African American,Non-Hispanic,deposit and dec rent,,4,2469,12/8/2021,5,272
627,40211,55,Male,Mixed Race,Non-Hispanic,deposit / december / january,1600,1,2625,12/8/2021,4,273
625,40211,54,Female,Mixed Race,Non-Hispanic,deposit / december / january,1300,1,2550,12/8/2021,5,274
626,40211,59,Male,Mixed Race,Non-Hispanic,deposit / december / january,1500,1,2625,12/8/2021,5,275
50,40210,39,Female,African American,Non-Hispanic,dep / nov,,3,1100,12/8/2021,6,276
483,40214,35,Female,African American,Non-Hispanic,deposit,16000,3,400,12/8/2021,25,277
263,40215,52,Female,White,Non-Hispanic,Deposit,811,2,1125,12/8/2021,21,278
493,40229,49,Female,African American,Non-Hispanic,deposit / december,18000,1,1350,12/8/2021,24,279
623,40299,40,Male,African American,Non-Hispanic,dec deposit and rent,,1,1361.48,12/8/2021,11,280
253,40211,38,Female,African American,Non-Hispanic,deposit,794,4,1000,12/7/2021,5,281
372,40215,46,Female,White,Non-Hispanic,deposit / december / january,3150,5,2325,12/7/2021,15,282
145,40215,23,Female,African American,Non-Hispanic,deposit and Dec rent,0,1,896,12/7/2021,3,283
146,40205,30,Female,White,Non-Hispanic,deposit + december and january rent,0,1,1900,12/7/2021,8,284
143,40211,29,Female,African American,Non-Hispanic,Dec deposit,0,3,300,12/6/2021,5,285
305,40216,57,Female,White,Non-Hispanic,dep / dec / jan,1300,1,2640,12/6/2021,3,286
142,40211,59,Female,White,Hispanic,deposit and dec/january rent,0,2,1001,12/6/2021,5,287
38,40212,52,Female,White,Non-Hispanic,Dec deposit,,1,936,12/6/2021,5,288
48,40215,27,Female,African American,Non-Hispanic,Dec deposit and rent,,2,856.86,12/6/2021,3,289
27,40210,30,Female,African American,Non-Hispanic,deposit / dec,,3,155.76,12/6/2021,6,290
267,40214,79,Female,African American,Unknown,deposit,829.2,1,760,12/6/2021,21,291
47,40203,39,Female,African American,Non-Hispanic,december,,1,809.43,12/6/2021,6,292
366,40213,35,Female,White,Non-Hispanic,Deposit / Dec / Jan,2979,1,1769,12/6/2021,21,293
327,40206,73,Male,White,Non-Hispanic,deposit/Nov,1885,2,1400,12/6/2021,4,294
388,40206,31,Male,African American,Non-Hispanic,dep / dec / jan,5300,4,3198,12/6/2021,4,295
369,40219,43,Female,African American,Non-Hispanic,dep / oct / nov,3040,1,2053.37,12/6/2021,24,296
144,40218,38,Male,White,Non-Hispanic,Dec deposit and rent,0,1,90,12/6/2021,10,297
15,40258,44,Female,White,Non-Hispanic,dep / dec,1917,2,1075,12/1/2021,14,298
25,40211,28,Female,African American,Non-Hispanic,Dec deposit,,3,1100,12/1/2021,1,299
533,40211,44,Male,African American,Non-Hispanic,deposit,24000,1,300,12/1/2021,5,300
141,40211,22,Female,African American,Non-Hispanic,Dec deposit,0,3,300,12/1/2021,4,301
56,40215,40,Female,White,Unknown,Nov and Dec rent,,1,1500,12/1/2021,3,302
282,40210,38,Female,African American,Non-Hispanic,dep / nov / dec,1000,4,1000,12/1/2021,6,303
19,40210,32,Female,African American,Non-Hispanic,Decdeposit and rent,,1,117,12/1/2021,6,304
37,40204,64,Male,White,Non-Hispanic,Dec deposit and rent,,1,1675,12/1/2021,8,305
138,40210,27,Female,White,Non-Hispanic,Dec deposit,0,2,100,11/30/2021,6,306
139,40210,32,Female,White,Non-Hispanic,Dec deposit,0,5,100,11/30/2021,6,307
134,40203,28,Female,African American,Non-Hispanic,deposit / december,0,4,104,11/30/2021,6,308
36,40204,19,Female,White,Non-Hispanic,Dec deposit and rent,,1,880,11/30/2021,6,309
136,40218,73,Female,African American,Non-Hispanic,Deposit and Nov/Dec rent,0,1,284.33,11/30/2021,10,310
49,40219,31,Female,African American,Non-Hispanic,deposit / prorate november,,3,1002,11/30/2021,24,311
137,40207,33,Female,White,Non-Hispanic,Dec deposit,0,1,500,11/30/2021,9,312
350,40299,29,Female,African American,Non-Hispanic,Deposit/Nov/Dec,2500,1,2008,11/30/2021,20,313
370,40216,30,Female,African American,Non-Hispanic,"Deposit, Oct/Nov",3041,2,2700,11/29/2021,1,314
351,40258,29,Female,African American,Non-Hispanic,Deposit,2500,4,930,11/29/2021,12,315
252,40215,49,Female,African American,Non-Hispanic,Deposit/Oct/Nov,794,1,676,11/29/2021,3,316
574,40220,20,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,31000,2,3705,2/28/2022,11,317
466,40211,66,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,13800,1,1041,2/25/2022,5,318
396,40219,63,Male,Others,Hispanic,Deposit + 2 Months Rent,8400,1,541.94,3/16/2022,21,319
567,40258,59,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,28800,1,1702,2/24/2022,14,320
576,40212,49,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,31200,4,2837,2/24/2022,5,321
583,40207,40,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,33540,1,2748.65,3/16/2022,9,322
192,40211,38,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,0,3,1580,2/24/2022,5,323
614,40253,46,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,43000,4,4000,3/10/2022,25,324
204,40258,44,Female,White,Non-Hispanic,Deposit Only,0,4,1200,2/24/2022,12,325
383,40216,45,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,3840,5,6300,3/10/2022,1,326
184,40211,35,Male,African American,Non-Hispanic,Deposit Only,0,1,700,2/24/2022,4,327
468,40216,42,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,14200,1,1578.34,3/10/2022,1,328
415,40211,65,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10032,1,723,2/24/2022,5,329
446,40216,50,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,11000,1,950,3/10/2022,3,330
201,40214,28,Female,African American,Non-Hispanic,Deposit Only,0,2,400,2/24/2022,25,331
521,40216,31,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,21650,2,1776,3/10/2022,12,332
530,40212,57,Female,White,Non-Hispanic,Deposit + 2 Months Rent,23376,1,2097,2/24/2022,5,333
424,40211,33,Female,White,Non-Hispanic,Deposit + 2 Months Rent,10092,3,1804,3/10/2022,1,334
181,40203,38,Female,Others,Non-Hispanic,Deposit Only,0,2,1500,2/24/2022,4,335
475,40211,58,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,14820,1,2250,3/10/2022,5,336
488,40203,22,Transgender,African American,Non-Hispanic,Deposit + 2 Months Rent,16800,1,1989,2/24/2022,6,337
554,40214,42,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,26424,2,2065,3/10/2022,12,338
399,40204,65,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,9371,1,1247,2/24/2022,4,339
618,40211,31,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,44100,3,3600,3/10/2022,1,340
441,40204,48,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10368,1,1075,2/24/2022,6,341
597,40210,66,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,36000,2,3400,3/10/2022,3,342
581,40219,28,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,32640,2,2302,2/24/2022,24,343
403,40208,43,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,9528,1,1034,3/10/2022,6,344
429,40203,58,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10092,1,726,3/10/2022,4,345
617,40229,27,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,44000,3,5100,2/24/2022,24,346
463,40214,25,Male,Mixed Race,Non-Hispanic,Deposit + 2 Months Rent,13478,1,722,3/10/2022,21,347
348,40228,38,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,2400,1,4790,2/24/2022,23,348
510,40203,37,Female,White,Non-Hispanic,Deposit + 2 Months Rent,19734,1,1722,3/10/2022,4,349
404,40203,51,Female,White,Non-Hispanic,Deposit + 2 Months Rent,9528,1,1062,2/24/2022,19,350
209,40204,37,Male,White,Non-Hispanic,Deposit Only,0,1,798,3/10/2022,8,351
604,40219,48,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,38000,3,4500,2/18/2022,2,352
566,40228,43,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,28800,2,3075,3/10/2022,23,353
590,40216,37,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,34000,2,2250,3/3/2022,1,354
586,40258,42,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,33600,1,2385,3/3/2022,14,355
498,40214,28,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,18000,2,2371,3/3/2022,12,356
199,40211,43,Female,African American,Non-Hispanic,Deposit Only,0,2,900,3/3/2022,1,357
419,40212,62,Male,White,Non-Hispanic,Deposit + 2 Months Rent,10080,1,1650,3/3/2022,5,358
539,40215,45,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,24207.95,2,1199,3/3/2022,3,359
491,40212,34,Female,Mixed Race,Non-Hispanic,Deposit + 2 Months Rent,17220,3,1817.43,3/3/2022,5,360
426,40210,31,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10092,4,1582,3/3/2022,4,361
467,40215,59,Female,White,Non-Hispanic,Deposit + 2 Months Rent,14100,1,1800,3/3/2022,15,362
500,40215,34,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,18828,2,1139,3/3/2022,3,363
187,40215,53,Female,African American,Non-Hispanic,Deposit Only,0,1,821,3/3/2022,3,364
607,40215,29,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,39000,1,2775,3/3/2022,21,365
515,40203,56,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,20424,1,1222,3/3/2022,4,366
445,40202,22,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,11000,1,1375.3,3/3/2022,4,367
203,40218,57,Male,White,Non-Hispanic,Deposit Only,0,1,725,3/3/2022,10,368
455,40218,40,Male,White,Non-Hispanic,Deposit + 2 Months Rent,12000,2,3996,3/3/2022,10,369
595,40219,30,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,35800,3,4400,3/3/2022,2,370
560,40219,49,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,27816,5,1762,3/3/2022,2,371
600,40258,56,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,36480,1,3600,2/17/2022,14,372
428,40216,22,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10092,1,870,2/17/2022,12,373
499,40216,29,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,18432,1,1582,2/17/2022,3,374
459,40211,35,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,13000,1,1350,2/17/2022,5,375
615,40214,26,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,43400,1,1699,2/17/2022,12,376
513,40215,25,Female,White,Non-Hispanic,Deposit + 2 Months Rent,20000,4,1550,2/17/2022,3,377
186,40215,54,Male,African American,Non-Hispanic,Deposit Only,0,1,746,2/17/2022,3,378
616,40215,52,Female,White,Non-Hispanic,Deposit + 2 Months Rent,44000,2,3150,2/17/2022,15,379
394,40203,31,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,8064,3,2400,2/17/2022,5,380
598,40214,36,Female,African American,Unknown,Deposit + 2 Months Rent,36000,4,1402,2/17/2022,21,381
442,40208,32,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10454,2,908,2/17/2022,6,382
193,40203,32,Female,African American,Non-Hispanic,Deposit Only,0,4,1000,2/17/2022,6,383
541,40204,46,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,25000,3,1519,2/17/2022,6,384
575,40206,32,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,31200,1,3600,2/17/2022,9,385
543,40218,44,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,25200,2,2100,2/10/2022,12,386
462,40258,58,Male,White,Non-Hispanic,Deposit + 2 Months Rent,13296,1,2043,2/10/2022,14,387
526,40216,43,Female,Mixed Race,Hispanic,Deposit Only,22800,5,750,2/10/2022,3,388
582,40216,51,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,32640,3,3300,2/10/2022,1,389
621,40211,35,Male,African American,Non-Hispanic,Deposit + 1 Month Rent,51000,3,1987.5,2/10/2022,5,390
476,40216,73,Female,White,Non-Hispanic,Deposit + 2 Months Rent,14832,1,1620,2/10/2022,3,391
578,40211,36,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,31680,3,2000,2/10/2022,1,392
452,40210,63,Female,African American,Non-Hispanic,Deposit + 1 Month Rent,11928,1,1400,2/10/2022,1,393
177,40210,26,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,0,3,103.83,2/10/2022,6,394
552,40208,38,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,26400,1,2643.94,2/10/2022,15,395
414,40214,43,Female,White,Non-Hispanic,Deposit + 2 Months Rent,10000,1,2000,2/10/2022,21,396
189,40208,56,Male,White,Non-Hispanic,Deposit + 1 Month Rent,0,1,1596,2/10/2022,6,397
534,40213,37,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,24000,1,3300,2/10/2022,2,398
529,40212,53,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,23000,1,2025,2/2/2022,5,399
517,40216,58,Male,African American,Non-Hispanic,Deposit + 1 Month Rent,20748,1,1335,2/2/2022,3,400
98,40210,37,Female,White,Non-Hispanic,deposit / october,0,3,100,10/7/2021,6,401
300,40211,34,Female,African American,Non-Hispanic,Deposit/Oct/Nov,1250,4,1306.6,11/29/2021,4,402
29,40219,37,Female,African American,Non-Hispanic,deposit,,4,500,10/7/2021,13,403
344,40258,28,Female,African American,Non-Hispanic,Dep / Nov / Dec,2333,2,3195,11/23/2021,14,404
55,40219,21,Male,African American,Non-Hispanic,deposit / october,,1,741,10/7/2021,2,405
113,40299,34,Female,White,Non-Hispanic,deposit,0,2,1070,11/3/2021,11,406
335,40208,44,Female,African American,Non-Hispanic,"1/2 Aug, Sept, 1/2 Oct and deposit",2070,7,2355,8/13/2021,6,407
296,40211,59,Male,Mixed Race,Non-Hispanic,deposit / november / december,1200,1,2550,11/23/2021,5,408
323,40257,32,Female,African American,Non-Hispanic,deposit / october,1800,3,1700,10/7/2021,10,409
112,40299,34,Female,White,Non-Hispanic,deposit,0,2,1300,11/3/2021,11,410
317,40206,24,Female,African American,Non-Hispanic,"dep, 1/2 Aug, Sept and 1/2 Oct",1644,1,2210,8/13/2021,15,411
299,40211,81,Male,Mixed Race,Non-Hispanic,deposit / november / december,1250,1,2550,11/23/2021,4,412
293,40258,28,Female,African American,Non-Hispanic,deposit / october,1200,3,1075,10/4/2021,14,413
322,40258,28,Female,African American,Non-Hispanic,deposit / Aug prorate / September,1750,2,4900,11/3/2021,14,414
75,40228,26,Female,Mixed Race,Non-Hispanic,Dep / Aug / Sept,0,3,2250,8/13/2021,2,415
133,40203,25,Female,White,Non-Hispanic,deposit,0,4,980,11/23/2021,6,416
294,40211,25,Female,African American,Non-Hispanic,deposit / prorated september,1200,4,455,10/4/2021,4,417
2,40211,32,Female,African American,Non-Hispanic,deposit / november,794,4,319,11/2/2021,1,418
69,40214,20,Female,African American,Non-Hispanic,August Deposit,0,2,750,8/11/2021,25,419
280,40215,35,Female,White,Non-Hispanic,Dep / Nov,1000,2,1525,11/22/2021,15,420
268,40219,24,Female,African American,Non-Hispanic,deposit,830,3,400,10/4/2021,24,421
8,40211,28,Female,African American,Non-Hispanic,deposit / november,1500,3,2400,11/2/2021,1,422
70,40210,56,Female,African American,Non-Hispanic,Dep/Aug/Sept,0,1,2250,8/11/2021,3,423
281,40203,53,Female,Mixed Race,Non-Hispanic,deposit / october / november,1000,1,3000,11/22/2021,5,424
96,40203,61,Male,African American,Non-Hispanic,Dep and July and August rent,0,1,272.83,9/27/2021,6,425
13,40210,38,Female,White,Non-Hispanic,deposit / november,1917,4,1225,11/2/2021,4,426
74,40215,41,Female,African American,Non-Hispanic,Dep / PR Aug / Sept,0,2,2021.29,8/11/2021,3,427
332,40272,38,Female,African American,Non-Hispanic,Dep / Nov,2000,4,1435,11/21/2021,14,428
97,40219,23,Female,African American,Non-Hispanic,October rent,0,2,910,9/23/2021,13,429
356,40203,43,Male,African American,Non-Hispanic,october / november,2600,3,873,11/2/2021,6,430
76,40202,19,Female,African American,Non-Hispanic,August Dep and Rent,0,1,1580,8/11/2021,4,431
174,40215,53,Female,African American,Non-Hispanic,Dep / Nov,0,1,2125,11/19/2021,3,432
31,40202,53,Female,African American,Non-Hispanic,"dep/prorate Aug, full Sept",,1,672,9/22/2021,4,433
111,40203,62,Male,African American,Non-Hispanic,deposit / october,0,3,217,11/2/2021,4,434
66,40210,27,Female,African American,Non-Hispanic,August deposit and rent,0,4,259.16,8/10/2021,6,435
40,40211,45,Male,White,Non-Hispanic,deposit / nov,,1,605.5,11/19/2021,4,436
325,40203,39,Female,African American,Non-Hispanic,deposit / nov / dec,1800,5,2362,11/19/2021,4,437
379,40203,28,Female,African American,Non-Hispanic,Deposit / Nov,3262,3,1700,11/19/2021,5,438
364,40208,44,Female,African American,Non-Hispanic,nov / dec,2800,4,1752,11/19/2021,6,439
130,40203,44,Female,White,Non-Hispanic,deposit,0,1,50,11/19/2021,4,440
129,40203,31,Male,White,Non-Hispanic,deposit,0,1,50,11/19/2021,4,441
114,40214,30,Male,White,Non-Hispanic,deposit,0,3,958,11/19/2021,21,442
233,40203,64,Male,White,Non-Hispanic,deposit/Nov,550,1,540,11/19/2021,6,443
237,,27,Male,Mixed Race,Non-Hispanic,deposit,625,1,0,11/19/2021,6,444
131,40206,37,Female,White,Non-Hispanic,deposit,0,1,760,11/19/2021,4,445
367,40216,36,Male,African American,Non-Hispanic,nov / dec,3000,1,1560,11/17/2021,12,446
225,40210,28,Female,African American,Non-Hispanic,deposit / prorate november,328,4,362,11/17/2021,3,447
622,40291,27,Male,African American,Non-Hispanic,deposit / nov/dec,0,1,1935.07,11/17/2021,24,448
128,40203,37,Female,White,Non-Hispanic,dep / nov / dec,0,3,1586,11/17/2021,4,449
122,40258,30,Female,White,Non-Hispanic,Deposit,0,1,700,11/15/2021,1,450
307,40212,38,Female,African American,Non-Hispanic,Dep / nov,1400,3,1950,11/15/2021,5,451
266,40211,55,Female,White,Non-Hispanic,deposit,814,1,300,11/15/2021,5,452
382,40216,44,Female,African American,Non-Hispanic,dep / november / december,3600,2,3300,11/15/2021,3,453
12,40211,23,Female,Mixed Race,Non-Hispanic,deposit / october / november,1600,1,3000,11/15/2021,1,454
121,40212,36,Male,African American,Non-Hispanic,deposit / november / december,0,2,1350,11/15/2021,5,455
311,40211,51,Female,African American,Non-Hispanic,dep / november,1500,2,1700,11/15/2021,4,456
224,40210,24,Female,African American,Non-Hispanic,deposit,225,3,930,11/15/2021,4,457
393,40210,35,Female,White,Non-Hispanic,Nov rent,8000,2,156.67,11/15/2021,6,458
127,40203,46,Female,White,Non-Hispanic,Dep / nov,0,1,385,11/15/2021,6,459
126,40203,28,Female,African American,Non-Hispanic,Dep / nov,0,2,231.3,11/15/2021,4,460
123,40203,62,Male,White,Hispanic,Dep / nov,0,1,348.9,11/15/2021,4,461
124,40203,58,Male,African American,Non-Hispanic,Dep / nov,0,1,100,11/15/2021,4,462
125,40203,53,Male,African American,Non-Hispanic,Dep / nov,0,1,53.27,11/15/2021,4,463
279,40218,25,Female,African American,Non-Hispanic,dep / prorate november / december,1000,1,2573.62,11/15/2021,10,464
235,40218,26,Female,Mixed Race,Non-Hispanic,deposit ,600,3,1007,11/15/2021,2,465
547,40059,26,Female,Unknown,Unknown,deposit / prorate november / december,26000,,0,11/15/2021,16,466
33,40215,47,Female,White,Non-Hispanic,deposit,,1,839,11/10/2021,15,467
120,40210,30,Female,African American,Non-Hispanic,deposit,0,7,930,11/10/2021,4,468
119,40203,23,Male,African American,Non-Hispanic,deposit /  november,0,1,1200,11/10/2021,6,469
18,40208,21,Male,African American,Non-Hispanic,deposit / november,2453,1,1278,11/10/2021,6,470
5,40211,22,Male,African American,Non-Hispanic,deposit / october / november,1200,1,1800,11/9/2021,4,471
251,40204,54,Male,African American,Non-Hispanic,deposit / sept / oct,794,1,808,11/8/2021,25,472
117,40210,44,Female,African American,Non-Hispanic,deposit,0,2,100,11/8/2021,6,473
116,40210,21,Female,White,Non-Hispanic,deposit,0,1,100,11/8/2021,6,474
115,40210,23,Female,African American,Non-Hispanic,deposit,0,2,100,11/8/2021,6,475
118,40210,26,Male,White,Non-Hispanic,deposit,0,7,100,11/8/2021,6,476
1,40203,31,Female,African American,Non-Hispanic,deposit,350,4,965,11/8/2021,6,477
261,40219,27,Female,African American,Non-Hispanic,dep/aug/sept,800,1,400,11/8/2021,24,478
132,40212,29,Female,African American,Non-Hispanic,deposit,0,4,1100,11/5/2021,5,479
3,40210,61,Female,African American,Non-Hispanic,deposit,1040,1,607,11/5/2021,5,480
10,40203,47,Female,African American,Non-Hispanic,deposit / november,1583,3,1316,11/5/2021,4,481
295,40208,22,Female,African American,Non-Hispanic,pending tenant/HUD amts,1200,1,1282,11/3/2021,15,482
331,40204,44,Female,White,Non-Hispanic,deposit / october / november,2000,1,2250,11/3/2021,8,483
532,40218,53,Female,African American,Non-Hispanic,deposit / september / october,23532,1,2700,11/3/2021,10,484
236,40212,27,Female,African American,Non-Hispanic,deposit,615,2,300,9/20/2021,5,485
250,40218,57,Female,African American,Non-Hispanic,deposit,794,2,928,11/2/2021,10,486
94,40215,32,Female,White,Non-Hispanic,Sept Deposit,0,1,450,9/20/2021,3,487
67,40203,21,Female,African American,Non-Hispanic,August deposit ,0,1,725,8/10/2021,6,488
110,40212,50,Female,African American,Non-Hispanic,deposit / november,0,2,711,11/1/2021,5,489
30,40203,19,Female,African American,Non-Hispanic,Sept deposit,,1,650,9/20/2021,6,490
72,40211,47,Female,White,Non-Hispanic,Dep / Aug,0,5,1320,8/9/2021,5,491
135,40210,23,Female,African American,Non-Hispanic,deposit / november,0,3,100,11/1/2021,6,492
292,40203,54,Male,African American,Non-Hispanic,deposit,1150,1,500,9/20/2021,4,493
68,40215,35,Female,Mixed Race,Non-Hispanic,August deposit,0,1,600,8/9/2021,15,494
57,40211,32,Female,African American,Non-Hispanic,Nov deposit,"$3,333 ",5,900,11/1/2021,1,495
275,40203,30,Female,African American,Non-Hispanic,deposit,925,4,2050,9/20/2021,4,496
78,40203,63,Male,Mixed Race,Non-Hispanic,Dep,0,1,746,8/6/2021,4,497
106,40214,32,Female,African American,Non-Hispanic,deposit,0,2,825,10/28/2021,12,498
248,40214,54,Female,African American,Non-Hispanic,deposit,794,1,725,9/20/2021,15,499
71,40218,56,Female,White,Non-Hispanic,August Deposit,0,1,700,8/6/2021,10,500
413,40214,41,Female,African American,Non-Hispanic,deposit,10000,1,825,10/28/2021,12,501
341,40210,31,Female,African American,Non-Hispanic,dep / PR Sept / Oct,2300,5,2069,9/19/2021,1,502
65,40215,45,Female,African American,Non-Hispanic,Aug/ Sept,0,2,1322,8/4/2021,3,503
107,40212,43,Female,White,Non-Hispanic,deposit,0,3,300,10/28/2021,5,504
276,40203,57,Female,African American,Non-Hispanic,deposit / PR Aug rent / Sept rent,925,1,2240,9/16/2021,6,505
63,40210,37,Female,African American,Non-Hispanic,Dep / Aug / Sept,0,3,2850,8/4/2021,4,506
365,40210,40,Female,Mixed Race,Non-Hispanic,deposit,2880,4,1350,10/28/2021,6,507
291,40203,58,Female,African American,Non-Hispanic,deposit,1100,2,930,9/16/2021,4,508
64,40203,23,Female,African American,Non-Hispanic,Dep/Aug/Sept,0,3,1784,8/4/2021,4,509
109,40214,23,Female,Mixed Race,Non-Hispanic,deposit,0,1,828,10/28/2021,21,510
303,40211,65,Female,African American,Non-Hispanic,dep / sept / oct,1276,1,925.75,9/14/2021,5,511
61,40214,65,Female,White,Non-Hispanic,Dep/Aug/Sep,0,2,2290,8/4/2021,13,512
328,40204,29,Female,African American,Non-Hispanic,deposit/oct.,1900,3,1712,10/27/2021,6,513
93,40216,24,Male,African American,Non-Hispanic,Sept deposit,0,1,699,9/13/2021,1,514
62,40215,49,Female,White,Non-Hispanic,August Dep and Aug/Sept Rent,0,4,2400,8/4/2021,15,515
306,40220,22,Female,Mixed Race,Non-Hispanic,deposit / october / november,1400,2,729,10/26/2021,11,516
6,40210,31,Female,White,Non-Hispanic,Sept Deposit and rent,1250,4,206.4,9/13/2021,6,517
59,40210,31,Male,African American,Non-Hispanic,Dep/July PR/Aug/Sep,0,1,2400,8/2/2021,6,518
302,40212,66,Male,Mixed Race,Non-Hispanic,deposit / october / november,1270,1,2505,10/25/2021,5,519
92,40210,42,Female,African American,Non-Hispanic,Sept deposit and rent,0,6,345.17,9/13/2021,6,520
58,40215,54,Female,African American,Non-Hispanic,Dep/July/Aug,0,2,1188,8/2/2021,15,521
17,40210,33,Female,African American,Non-Hispanic,deposit / november,2167,6,1225,10/25/2021,6,522
34,40210,33,Female,African American,Non-Hispanic,Sept deposit and rent,,4,336,9/13/2021,6,523
60,40203,61,Male,African American,Non-Hispanic,July deposit and July and August rent,0,1,765.5,8/2/2021,6,524
304,40210,70,Male,Mixed Race,Non-Hispanic,deposit / october / november,1300,1,2655,10/25/2021,4,525
230,40215,61,Male,African American,Non-Hispanic,Dep / Sept / Oct,500,1,1500,9/2/2021,3,526
95,40210,32,Female,African American,Non-Hispanic,Sept deposit,0,2,100,9/2/2021,6,527
91,40203,22,Female,African American,Non-Hispanic,Sept deposit,0,2,100,9/2/2021,4,528
511,40212,29,Female,White,Non-Hispanic,August and Sept rent and deposit,20000,2,1350,8/31/2021,5,529
310,40208,62,Female,White,Non-Hispanic,dep / aug / sept,1500,2,2400,8/31/2021,3,530
527,40208,23,Male,African American,Non-Hispanic,Dep and Sept,23000,2,1847,8/31/2021,15,531
329,40208,28,Female,African American,Non-Hispanic,"Dep, Sept/Oct",2000,2,2550,8/31/2021,6,532
584,40204,34,Female,African American,Non-Hispanic,August and Sept rent and deposit,33600,5,3000,8/31/2021,6,533
270,40203,43,Female,White,Non-Hispanic,dep / sept / oct,851,1,2250,8/31/2021,6,534
90,40219,35,Female,African American,Non-Hispanic,Sept deposit,0,4,500,8/31/2021,24,535
489,40210,36,Female,African American,Non-Hispanic,August and Sept rent and deposit,17000,2,2475,8/30/2021,4,536
277,40214,34,Female,White,Non-Hispanic,Dep/Aug,1000,1,631,8/30/2021,21,537
83,40202,23,Male,African American,Non-Hispanic,August deposit and rent,0,1,1580,8/30/2021,4,538
312,40203,20,Male,African American,Non-Hispanic,August deposit and rent,1580,1,1580,8/30/2021,4,539
289,40205,19,Female,African American,Non-Hispanic,August deposit,1083,1,650,8/30/2021,8,540
373,40220,48,Female,African American,Non-Hispanic,dep / sept / oct,3194,5,3900,8/30/2021,26,541
227,40299,35,Female,African American,Non-Hispanic,dep / aug prorate / app fee,400,2,1084,8/30/2021,11,542
89,40212,35,Male,White,Non-Hispanic,August deposit,0,1,300,8/26/2021,5,543
