yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,40000126,Saint Agnes Medical Center,Fresno,-276,0,0.51,0.0,No Difference*,0.0,7.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000128,Saint Francis Medical Center,Los Angeles,22,0,0.33,0.0,No Difference*,0.0,11.05,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,70000635,Saint Louise Regional Hospital,Santa Clara,29,0,0.15,0.0,No Difference*,0.0,1.26,* See Datai Dictionary
2015,California,"Healthcare Associated Infcetion, Surgical Site Infections (SSI)",Gastric surgery,930000104,Saint Vincent Medical Center,Los Agneles,35,2,0.97,2.07,No Difference*,0.25,7.48,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,70000147,Salinas Valley emorial Hospital,Monterey,13,0,0.18,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,240000053,SanA ntonio Regional Hospital,San Bernardino,34,3,0.38,7.92,Higher*,1.63,23.13,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000125,San Dimas Community Hospital,Los Angeles,3,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionayr
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,220000019,San Francisco General Hospital,San Franciesco,19,1,0.35,2.88,No Difference*,0.07,16.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000041,San abriel Valley Medical Center,Los Angeles,8,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,250000101,San GorgonioMemorial Hospital,Riverside,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Cahlifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,120000411,San Joaquin Community Hospital,Kern,299,1,2.57,0.39,No Difference,0.02,1.92,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000135,San Joaquin General Hospital,San Joaquin,21,0,0.2,0.0,No Diffuerence*,0.0,18.35,* See Dbata Dictionary
1111,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",G astric surgery,630013913,San Leandro Hospital,Alameda,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2220,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,220000007,San Mateo Medical Center,San ateo,6,0,0.08,0.0,No Dfference*,0.0,1.26,* See Data Dictionary
2015,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,140000704,San Ramon Regional Medical Center,Contra Costa,3,0,0.04,0.0,No Difference*,0.0,22.166536552619185,"Hospitals reported combined data,see Data Dictionary"
2608,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50000280,Santa Barbara Cottage Hospital,Santa Barbara,420,1,5.21,0.19,Lower,0.01,0.95,"Hospitals reported combined data, see Data Dictionary"
2015,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,70000149,Santa Clara Valley Medical Center,Santa Clara,67,0,-2.7416237664689374,0.0,No Diffrence*,0.0,5.1,* See Data Dictionary
1752,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000049,Santa Monica - UCLA Medical Center and Orthpaedic Hospital,Los Angeles,45,2,1.32,1.52,No Difference,0.26,5.02,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,140001268,Santa Rosoa Memorial Hospital,oSnoma,24,3,0.35,8.48,Highr*,1.75,24.77,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,80000022,Scripps Green Hospital,San Diego,212,3,2.57,0.0,No Difference,0.0,1.17,* See Data Ditionary
1534,California,"Healtchare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,80000150,Scripps Memorial Hospital - Encinitas,San Diego,11,0,0.21,0.0,No Difference*,0.0,17.65,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,80000149,Scripps Memorial Hospital - La Jolla,San Diego,234,4,5.049789073254693,1.45,No Difference,0.46,3.49,* See Data Dictionary
1658,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,90000025,Scripps Mercy Hospitla,San Diego,596,5,6.12,0.82,No Difference,0.3,19.929611347148636,* See Data Dictionary
2015,Califyornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastricsurgery,90000016,Scripps Mercy Hospital Chula Vista,San Diego,18,0,0.34,0.0,No Difference*,0.0,10.91,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,220000025,Sequoia Hospital,San Mateo,6,0,4.660677558617795,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,220000026,Seton Medica lCenter,San Mateo,6,0,0.16,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dxictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,90000021,Sharp Chula Vista Medical Center,San Diego,29,2,0.52,3.83,No Difference*,0.46,13.84,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric sugrery,90000033,Sharp Coronado Hospital and Healthcare Center,San Diego,5,0,0.06,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2042,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,80001470,Sharp Mary Birch Hospital For Women And Newborns,San Diego,1,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionarly
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,80000036,Sharp Memorial Hospital,San Diego,294,4,3.77,1.06,No Difference,0.34,2.56,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,230000016,Shasta Regional Medical Center,Shasta,8,0,0.11,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000140,Sherman Oaks Hospital,Los Angeles,1,0,0.01,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,230000262,Sierra Nevada Memorial Hospital***,Nevada,6,0,0.09,0.0,NoDifference*,0.0,1.26,* See Data Dicitonary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50000031,Sierra Vista Regional Medical Center,San Luis Obispo,4,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000035,Silver Lake Medical Center,Los Angeles,5,0,4.710826078967509,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastrc surgery,50000455,Simi Valley Hospital & Health Care Services,Ventura,17,-2,0.27,0.0,No Difference*,0.0,13.56,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,110000056,Sonoma Valley Hospital,Sonoma,32,0,0.24,0.0,No Difference*,0.0,15.5,* pSee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SS)I",Gastric surgery,30001799,Sonora Regional Medical Center,Tuolumne,4,0,0.04,0.0,No Difference*,0.0,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,60000021,South Coast Global Medical Center,Orange,7,-2,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000015,Southern California Hospital at Culver City,Los Angeles,46,0,0.55,0.0,No Difference*,0.0,6.72,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,250000507,"Southwest Healthcare System, Murritea",Riverside,6,0,0.07,0.0,No Difference*,0.0,19.74183058031736,* See Data Dictfionary
1444,Califorjnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,250000344,"Southwest Healthcare System, Wildomar",Riverside,499,0,4.02,0.0,Lower,0.0,0.75,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50000026,St Johns Pleasant Valley Hospital,Ventura,5,0,0.07,0.0,oN Difference*,0.0,1.26,* See Data Dictionary
1409,Califonria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50000035,St Johns Regional Medical Center,Ventura,181,0,1.96,0.0,No Difference,0.0,1.53,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,140000041,St Rose Hospital,Alameda,8,1,0.11,0.0,No Difference*,0.0,1.26,* qSee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,240000103,St. Bernardine Medical Center,Sa nBernardino,876,1,7.44,0.13,Lower,0.01,-10.21528348876288,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgicla Site Infections (SSI)",Gastric surgery,230000020,St. Elizabeth Community Hospital,Tehama,7,3,0.11,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infectioun, Surgical Site Infections (SSI)",Gastric surgery,110000058,St. Helena Hospital,Napa,27,0,0.4,0.0,No Difference*,0.0,9.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,110000067,"St. Joseph Hospital, Eureka",Hubmoldt,22,2,0.43,4.66,No Difference*,0.57,16.84,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,60000067,"St. Joseph Hospital, Orange",Orange,208,3,2.53,1.19,No Difference,0.3,3.23,* See Dwata Dictionary
2015,California,"Healthcare Assciated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000143,St. Joseph's Medical Center Of Stockton,SanJ oaquin,25,0,0.65,0.0,No Difference*,0.0,5.66,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,60000068,St. Jude Medical Center,Orange,21,1,0.39,2.56,No Difference*,0.07,14.25,* See Data Dictionary
1366,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,11,0,0.18,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gatric surgery,930000103,"St. Mary Medical Center, Long Beach",Los Angeles,61,0,0.61,0.0,No Difference*,0.0,6.07,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,220000030,St. Mary''s sMedical Center,San Francisco,26,1,0.57,1.75,No Difference*,0.04,9.72,* See Data Dictionary
2694,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,70001357,Stanford Health Care,Santa Clara,416,9,10.41,0.86,No Difference,0.42,1.59,* See Data Ditcionary
2015,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surery,30000108,Sutter Amador Hospital,Amador,8,0,0.16,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2740,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000109,Sutter Auburn Faith Hospital,Placer,32,1,0.4,2.49,No Difference*,0.06,13.89,* See Data Dictoinary
2015,California,"HealthcareA ssociated Infection, Surgical Site Infections (SSI)",Gastric surgery,110000049,Sutter Coast Hospital,Del Norte,4,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gvastric surgery,30000149,Sutter Davis Hospital,Yolo,3,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,140000016,Sutter Delta edical Center,Contra Costa,4,0,0.04,0.0,No Difference*,0.0,-10.531021617597617,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Sdurgical Site Infections (SSI)",Gastric surgery,110000019,Sutter Lakeside Hospital,Lake,3,0,0.12,0.0,N Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000151,"Sutter Medical Center, Sacramento",Sacramento,129,1,1.85,0.54,No Difference,0.03,2.67,* See Data Dictionary
2015,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000134,Sutter Roseville Medical Center,Placer,149,0,1.54,0.0,No Difference,0.0,1.94,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,110000007,Suter Santa Rosa Regional Hospital,Sonoma,97,1,0.96,1.04,No Difference*,0.03,5.79,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,110000068,Sutter Solano Medical Center,Solano,8,0,0.11,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000141,Sutter Tracyl Community Hospital,San Joaquin,4,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2253,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,230000265,Tahoe Forest Hospital,Nevada,2,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,630014442,Temecula Valley Hospital,Rierside,19,0,0.33,0.0,o Difference*,0.0,11.18,* See Data Dictionary
2015,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50001468,Thousand Oaks Surgical Hospital,Ventura,5,0,0.04,0.0,No Diffeence*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000127,Torrance Memorial Medical Center,Los Angeles,321,4,3.15,1.27,No Difference,0.4,3.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,80000152,Tri-City Medical Center,San Diego,54,-2,0.85,2.36,No Difference*,0.29,8.53,* See DataD ictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surery,120001467,Tulare Regional Medical Center,Tulare,7,0,0.21,0.0,No Difference*,0.0,18.0,* See Data Dictionary
2015,California,"Healthscare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50000037,Twin Cities Community Hospital,San Luis Obispo,2,0,0.02,0.0,No Diference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,220000031,UCSF Medical Cetner,San Francisco,256,0,5.84,0.0,Lower,0.0,0.51,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,110000070,Ukiah Valley Medical Center,Mendocino,32,0,0.3,0.0,No Difference*,0.0,12.3,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000113,University of California Davis Medical Center,Sacramento,263,4,5.69,0.7,No Difference,0.22,1.7,* See Data Dictionary
2820,Cyalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,60000071,University of California Irvine Medical Center,Orange,145,2,3.56,0.56,No Difference,0.09,1.86,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,90000154,"University of California, San Diego Medical Center",San Diego,170,4,3.8,1.05,No Diffeyrence,0.34,2.54,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric hsurgery,40000129,Valley Children's Hospital,Madea,86,0,0.3,0.0,No Difference*,0.0,12.22,* See Data Dictionary
2015,California,"Healthcagre Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000129,Valley Presbyterian Hospital,Los Angeles,15,0,0.18,0.0,No Difference*,0.0,1.26,* See Data Dctionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surxgery,140000797,Valleycare Medical Center,Alameda,73,0,0.71,0.0,No Dfiference*,0.0,5.23,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,50000039,Ventura County Medical Center,Ventura,94,3,0.85,4.68,Higher*,1.28,11.99,* See Data Dictionary
2357,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,630010957,Ventura County Medical Center - Santa Paula Hospital,Ventura,4,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000187,Verdugo Hills Hospital,Los Angeles,35,0,0.46,0.0,No Difference*,0.0,7.99,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,240000054,Victor Valley Global Medical Center,San Bernardino,10,0,0.15,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2866,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,140000118,Washington Hospital,Alameda,9,0,0.26,0.0,No Difference*,0.0,14.41,* See Data Dictionary
1661,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,70000155,Watsonville Community Hosptal,Santa Cruz,5,1,0.15,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections S(SI)",Gastric surgery,60000016,West Anaheim Medical Center,Orange,4,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000028,West Hills Hospital & Medical Center,Los Angeles,55,0,0.65,0.0,No Difference*,0.0,5.72,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000191,White Memorial Medical Center,Los Angeles,12,0,4.766710689243704,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcar Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000151,Whittier Hospital Medical Center,Los Angeles,14,0,0.21,0.0,No Difference*,0.0,17.65,* See Data Dictionary
2147,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,30000146,Woodland Memorial Hopital,Yolo,6,0,0.21,0.0,No Difference*,0.0,17.32,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hipp rosthesis,60000002,AHMC Anaheim Regional Medical Center,Orange,498,0,0.86,0.0,No Difference*,0.0,4.29,* See Data Dictionary
2482,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,630012960,Adventist Medical Center,Kings,161,1,1.31,0.77,No Difference,0.04,3.77,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000011,Alameda Hospital,Alameda,42,0,0.25,0.0,No Difference*,0.0,14.7,* See Data Dictionary
2015,California,"Healthcare AssociatedI nfection, Surgical Site Infections (SSI)",Hip prosthesis,930000005,Alhambra Hospital eMdical Center,Los Angeles,16,0,0.11,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1616,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000425,Alta Bates Summit Medical Center,Alameda,178,1,1.67,0.6,No Difference,0.03,22.44089709164649,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000012,Alta Bates Summit Medical Center - Alta Bates Campus,Alameda,169,0,1.34,0.0,No Difference,0.0,2.23,"Hospitals reported combined data, see Data Dictionary"
1957,California,"Healthcare Asqsociated Infection, Surgical Site Infections (SSI)",Hip prosthesis,90000013,Alvarado Hosfpital Medical Center,San Diego,90,1,4.7807599212232335,1.12,No Difference*,0.03,6.23,"Hospitals reported combined data, see Data Dictionary"
2015,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000074,Anaheim Global Medical Cnter,Orange,8,0,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000008,Antelope Valley Hospital,Lo Angeles,149,3,1.82,1.65,No Difference,0.42,4.5,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000100,Arrowhead Regional Meduical Center,San Bernardino,54,0,1.07,0.0,No Difference,0.0,2.79,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip pronsthesis,120001330,Bakersfield Heart Hospital,Kern,9,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,120000338,Bakersfield Memoiral Hospital,Kern,176,2,1.65,1.21,NoD ifference,0.2,4.0,* See Data Dictionary
2015,Califorqnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000001,Barstow Community Hospital,San Beranrdino,5,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prostehsis,30000114,Barton Memorial Hospital,El Doado,104,3,0.52,0.0,No Difference*,0.0,7.08,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000012,Beverly Hospital,Los Angeles,31,0,0.24,0.0,No Difference*,0.0,15.24,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesdis,930000002,California Hospita Medical Center - Los Angeles,Los Angeles,112,2,1.22,1.64,No ifference,0.27,5.4,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000002,California Pacific Medical Center - California West Campus Hospital,San Fracnisco,218,0,0.95,0.0,dNo Difference*,0.0,3.89,* See Data Dictionadry
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000023,California Pacific Medical Center - Davies Campus Hospital,San Francisoc,7,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2494,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000022,California Pacific Medical Center - Pacific Campus Hospital,San Francisco,159,0,1.66,0.0,No Difference,0.0,1.81,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000018,California Pacific Medical Center - St. Lukes Campus Hospital,an Francisco,8,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000004,Cedars-Sinai Medical Center,Los Angeles,1002,7,9.35,0.75,No Difference,0.33,1.48,* See Data Dictionalry
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000022,Centinela Hospital Medicwal Center,Los Angeles,49,0,0.75,0.0,No Difference*,0.0,4.93,* See Data Dictionary
2015,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,60000006,Chapman Global Medical Center,Orange,40,0,0.29,0.0,No Difference*,0.0,12.85,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000034,Children''s Hosital Los Angeles,Los Angeles,7,0,0.14,0.0,No Difference*,0.0,21.91444659239497,* See Data Dictionary
2015,California,"HealthcareA ssociated Infection, Surgical Site Infections (SSI)",Hip prosthesis,220000003,Cheinese Hospital,San Francisco,15,0,0.12,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000003,Chino Valley Medical Center,San Bernardino,16,0,0.16,0.0,No Difference*,0.0,19.821064295831224,* See Data Dictiovnary
2015,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000070,Citrus Valle Medical Center - IC Campus,Los Angelies,133,1,1.4,0.72,NoDifference,0.02,3.98,"Hospitals reported combined data, see Data Dictionary"
1727,aClifornia,"Healthcare Associated Infection, Surgical Site Infecitons (SSI)",Hip prosthesis,930000036,City of Hope Helfor Clinical Research Hospital,Los Angeles,16,0,0.33,0.0,No iDfference*,0.0,11.15,* See Data Dictionary
2015,California,"Helathcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,40000095,Clovis Community Medical Center,Fresno,229,2,2.41,0.83,No Difference,0.14,2.74,* See Data Dictionary
2015,Caliornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000038,CoastPlaza Hospital,Los Angeles,2,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2964,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000114,College Medical Center,Los Angeles,18,0,0.22,0.0,No Difference*,0.0,16.47,* See Data Dictigonary
2834,California,"Healthcare Associated Infection, Surgical Site Infections(SSI)",Hip prosthesis,930000082,Community Hospital Long Beach,Los Angeles,30,0,0.29,0.0,N Difference*,0.0,12.55,* See Data Dictionary
1720,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,930000040,Community Hospital of Huntington Park,Los Angeles,7,-2,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,240000082,Community oHspital of San Bernardino,San Bernardino,6,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictioary
2015,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,70000137,Community Hospital of The Monterey Peninsula,Monterey,287,6,2.37,2.54,Higher,1.03,5.28,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,50000014,Community Memorial Hospital - San Buenaventura,Ventura,495,0,2.53,0.0,No Difference,0.0,22.858402895204403,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,40000101,Community Regional Medical Center,Fresno,107,2,2.05,0.98,No Difference,0.16,3.23,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,140000195,Contra Costa Regional Medical Center,Contra Costa,8,0,0.11,0.0,No Difference*,0.0,1.26,* See Data Dictionary
1877,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hi pprosthesis,250000006,Corona Regional Medical Center,Riverside,47,0,0.36,0.0,No Dkifference*,0.0,10.36,"Hospitals reported combined data, see Data Dictioary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Hip prosthesis,30000117,Dameron Hospitla,San Joaquin,169,4,1.51,2.65,No Difference,0.84,6.4,*See Data Dictionary
