X,Y,OBJECTID_12,ProjectID,RchID,SegID,SGAT_ID,GlobalID,ProjectName,OrganizationID,Observers,IsNotAssessed,WhyNotAssessed,IsAdminJudgement,AdminJudgementEntity,AdminStreamTypeDeparture,SegmentLocation,SegmentLength,CompletionDate,SevenDayRain,Weather,KnownFloodHistory,SketchDone,PhotoLogDone,WatershedZone,Segmentation,SegmentationComment,AlluvialFan,ConfinementType,ValleyWidth,ValleyWidthDetermination,InRockGorge,HumanChangedWidth,IsNoGradeControl,BankfullWidth,MaximumDepth,MeanDepth,FloodproneWidth,RecentlyAbandonedFloodplain,SinuosityType,RifflesType,RiffleSpacingDistance,IsRiffleSpacingDistanceNA,SiltClayPresent,DetritusPercent,WoodyDebrisNumber,LargestBedParticle,LargestBarParticle,StraighteningLength,ParticleUnits,StreamType,Bedform,BedMaterial,SubclassSlope,ReferenceStreamType,ReferenceBedform,ReferenceBedMaterial,ReferenceSubclassSlope,TypicalBankSlope,MaterialTypeLower,MaterialTypeUpper,ConsistencyLower,ConsistencyUpper,ChannelCanopy,MassFailures,FailureMeanHeight,Gullies,GullyMeanHeight,SpringSeep,AdjacentWetland,FlowStatus,DebrisJamsNumber,Impoundments,ImpoundmentLocation,StormwaterInputsNumber,UpstreamFlowRegulation,IsNoChannelConstriction,BridgeCulvertAssessment,BeaverDamsNumber,BeaverDamAffectedLength,BarMidNumber,BarPointNumber,BarSideNumber,BarDiagonalNumber,BarDeltaNumber,BarIslandNumber,FloodChutesNumber,NeckCutoffsNumber,ChannelAvulsionsNumber,BraidingNumber,SteepRifflesNumber,HeadCutsNumber,TributaryRejuvenation,StreamFord,Straightening,Dredging,Comments,HabAssessStreamType,HabAssessCondition,GeoAssessConfinement,ChannelEvolutionModel,AdjustmentNarrative,GeoAssessCondition,GeoAssessSensitivity,DateEdited,IsRiffleSpacingApplicable,IsBarParticleNotApplicable,IsBedParticleNotApplicable,IsBarBedParticleNotEvaluated,IsQCPassed,IsQC2Passed,MassFailuresNumber,GulliesNumber,FieldMeasuredSlope,FlowRegType,FlowRegUse,FlowRegUpDownStream,IsNoStormwaterInputs,HumanElevatedFloodplain,IsQC3Passed,SubBedForm,rhaStreamType,rhaDepartureType,rhaComments,GulliesLength,RCHAFFBYMAJFLOOD,CHANDIMSSIGCHANGEBYFLOOD,CHANDIMRESPMAJFLOOD,ChannelEnlargement,FLOODAFFCROSSCOMMENT,ESRI_OID
502857.9117,255939.406400001,1574,90,R44T6.01,B,90_R44T6.01B,{1475C301-7B76-418B-B374-DD2305EA0CDF},Upper Missisquoi,36,DB/AW,0,,0,,,"The downstream end of this segment is approximately 1400' upstream of the Hazen Notch crossing, approximately 450' west of the Valley Road/Hazen Notch intersection.",1595.42004394531,2010/08/18 00:00:00+00,Yes,"Sunny; 80 degrees",No,Yes,Yes,,Subreach,substrate size/slope/confinement,None,SC,222,Measured,No,No,1,81,4.80000019073486,3.67000007629395,105,5.80000019073486,Low,Sedimented,122,0,No,5,62,27.6000003814697,,0,inches,B,Riffle-Pool,Cobble,c,B,Riffle-Pool,Cobble,c,Undercut,,,,,Open,None,,None,,Minimal,Abundant,Moderate,0,None,,,,1,No,0,0,1,2,1,1,0,1,2,0,0,1,1,0,No,No,None,None,,,,Confined,F,"  Some historic degradation, current aggradation and minor widening.  Floodplain likely to develop at existing elevation with channel width overwidened to 81 feet.",Fair,High,2011/07/15 10:38:29+00,,1,0,0,32767,2143354879,0,0,,None,,None,1,,0,,Riffle-Pool,,,,,,,,,408
503594.3787,255824.103399999,1571,90,R44,C,90_R44C,{4E9852A1-0A2C-44D8-93D6-6175E3CFE268},Upper Missisquoi,36,DB/AW,0,,0,,,"R44 is best accessed from Hazen Notch Road, approximately 1400' south of the Hazen Notch Road/Rte 100 intersection.  the downstream end of Segment C is just upstream of this crossing.",1118.33996582031,2010/08/17 00:00:00+00,Yes,"Sunny; 80 degrees",No,Yes,Yes,,Subreach,substrate size/valley width,None,SC,187,Measured,No,No,1,60,7.30000019073486,5.40000009536743,262,7.30000019073486,Low,Complete,126,0,No,0,32,7.19999980926514,4.5,0,inches,E,Riffle-Pool,Gravel,None,E,Riffle-Pool,Gravel,,Steep,,,,,Open,None,,None,,Minimal,Minimal,Moderate,0,None,,,,0,Yes,0,0,0,2,4,0,0,0,1,1,0,0,0,0,No,No,None,None,,,,Confined,F,Minor adjustments.  Riffle pool system in a semi-confined valley.,Good,High,2011/08/02 12:07:27+00,,0,0,0,32767,2143354879,0,0,,None,,None,1,,0,,Riffle-Pool,,,0,,,,,,409
523208.107,157535.619100001,1484,159,R16T2.05,E,159_R16T2.05E,{C4653F28-E7E1-4AE0-9125-8F847A3DFC4D},Ompompanoosuc,17,"MN, PD",1,no property access,1,BCE,No,Segment begins where there is no landowner permission at start of pasture on both sides of stream and continues until just upstream of Marsh Hill Road.,1489,2010/09/29 00:00:00+00,No,sunny,No,Yes,Yes,,Property Access,,None,VB,622,Estimated,No,Yes,1,,,,,,,,,0,,,,,,780.77001953125,,E,Riffle-Pool,Gravel,None,,,,,Steep,,,,,Open,None,,None,,Minimal,Minimal,Low,0,,,,,0,Yes,0,0,,,,,,,0,0,0,0,0,0,,No,Straightening   ,None,,,,,,,Fair,,2011/02/02 14:51:55+00,,,,,32743,2143354843,0,0,,None,,None,1,,1,,,,,0,,,,,,410
440095.3947,46116.7876999993,836,24,M03,B,24_M03B,{45FB4AA1-3DB1-494A-9A2A-6FC0A14D9CED},Walloomsac,43,Eva Walker and Chris Cummings,0,,0,,,From 350 feet upstream of the Paper Mill Dam to the dam (impounded).,349,2006/09/21 00:00:00+00,Yes,Sunny and cool.,Yes,Yes,Yes,,None,,None,BD,803,Measured,No,No,0,120,6.61999988555908,4.98999977111816,400,6.61999988555908,Low,Not Applicable,,0,Yes,0,20,4,,0,inches,C,Riffle-Pool,Sand,None,,,,,Steep,,,,,Open,None,0,None,0,None,None,Moderate,0,Large,In Reach,0,Run-of-river Dam,1,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,None,None,Entire reach is backwatered. Dense shrub cover on most of the banks. Fine sediments comprise bed.,Low,Fair,Unconfined,,Aggradation.  Small reach above the Paper Mill dam.  Used same data as measured for impounded reach M04 upstream.,Good,High,2010/06/07 15:28:28+00,Not Applicable,1,0,0,32767,2147483631,,,,Large Run of River,Other,None,1,,1,,,,,,,,,,,411
485675.3354,236264.0572,872,31,R14,B,31_R14B,{995BC54E-B9FC-44F4-8CED-951B7506DE13},Lamoille LCRPC HUC2,17,Mike Blazewicz & Pam DeAndrea,1,bedrock gorge,1,Bear Creek Environmental,No,Segment begins where reach becomes a bedrock gorge just upstream from major point bar.,2421,2006/07/27 00:00:00+00,Yes,cloudy,Yes,Yes,Yes,,Grade Controls,,None,NC,300,Estimated,Yes,No,0,,,,,,,,,0,,,,,,0,,F,Bedrock,Bedrock,None,F,Bedrock,Bedrock,None,Steep,,,,,Open,Multiple,62.5,None,0,Minimal,None,Moderate,0,None,,0,None,0,No,0,0,,,,,,,0,0,0,0,0,0,,No,None,None,"Lamoille River segment R14-B begins at Dog Head Falls, a bedrock waterfall east of Johnson Village.  It continues downstream to Slide Falls, another large bedrock drop on the mainstem of the Lamoille River.  Due to the influence of bedrock on the stream channel this reach received only a partial geomorphic assessment.",,,,,,Good,,2007/05/22 14:53:33+00,,0,0,0,16359,2146435035,2,,,None,,,1,,1,,,,,,,,,,,412
478058.5826,188596.2158,1694,36,T5.02,B,36_T5.02B,{695CCF5F-3477-4F1D-A6C3-15F0FF4BC8B9},Mad River,21,"N. Miller, M. Tarpley, M. Lescaze",0,,0,,,grazed section on Pine Brook from LB mass failure at top of grazed section downstream to fence crossing stream at end of grazed section,3167,2006/09/20 00:00:00+00,Yes,Sunny,Yes,Yes,Yes,,Other Reason,,None,NW,213,Measured,No,No,1,39,3.21000003814697,1.61000001430511,158.100006103516,4.19999980926514,Low,Complete,60,0,Yes,3,35,473,320,1106.08996582031,mm,C,Riffle-Pool,Gravel,b,,,,,Steep,,,,,Open,One,20,None,0,Abundant,None,Low,0,None,,0,None,0,No,0,0,3,5,7,3,2,0,4,0,0,0,0,0,No,Yes,Straightening,None,Grazing along stream has worsened the degree of bank erosion.  Sub-reach designation due to change in valley confinement and channel slope.  Therefore much of the variation between segments A and B is natural and not solely due to the land use practices.,High,Fair,Unconfined,F,,Fair,Very High,2007/01/02 16:18:30+00,,0,0,0,32767,2112815103,,,,None,,,1,,1,,,,,,,,,,,413
503373.6449,256053.4099,1570,90,R44,B,90_R44B,{6B1AB53F-A1F1-4D97-B9A0-3BE8B1AED4B1},Upper Missisquoi,36,DB/AW,0,,0,,,"R44 is best accessed from Hazen Notch Road, approximately 1400' south of the Hazen Notch Road/Rte 100 intersection.  The downstream end of Segment B is approximately 2250' downstream of this crossing.",1202.30004882812,2010/08/17 00:00:00+00,Yes,"Sunny; 80 degrees",No,Yes,Yes,,Subreach,"Valley width;channel dimensions",None,SC,105,Measured,No,No,0,36.5,6.59999990463257,4.36999988555908,75,6.59999990463257,Low,Complete,133,0,No,0,77,21.2000007629395,2.40000009536743,0,inches,G,Step-Pool,Boulder,None,G,Step-Pool,Boulder,None,Steep,,,,,Open,None,,None,,Minimal,Minimal,Moderate,0,None,,,,1,No,0,0,1,2,1,0,0,2,1,0,0,1,0,0,No,No,None,None,"Step 2.14: Stream type does not match up well to classification system.  The existing condition best reflects the G stream type, although the entrenchment is greater than 1.4. Stream type G selected as the closest fit. ",,,Confined,F,"Bedrock, semi-confined valley, entrenched channel. Relatively stable within this setting.",Good,High,2011/08/10 14:43:01+00,,0,0,0,32767,2143354879,0,0,,None,,None,1,,0,,Step-Pool,Step-Pool,,0,,,,,,414
574880.8602,276068.0831,1434,67,M02,B,67_M02B,{D00470D4-A420-42CD-AB5C-12153A415193},Keyer Brook,27,"Staci Pomeroy, Tamara Colten Stevens",0,,0,,,"Snowmobile bridge, downstream to weir.",3989,2006/06/13 00:00:00+00,Yes,partly sunny,Yes,Yes,No,,Grade Controls,,None,VB,500,Estimated,No,No,0,34,2.59999990463257,2.09999990463257,42.2000007629395,5.5,Low,Complete,,0,No,25,17,200,160,0,mm,F,Riffle-Pool,Gravel,None,,,,,Undercut,,,,,Open,None,,None,,Minimal,None,Moderate,0,Small,In Reach,0,Run-of-river Dam,1,No,0,0,0,2,2,0,0,0,0,0,0,0,3,0,No,No,None,None,,High,Good,Unconfined,F,widening,Fair,Very High,2007/12/05 12:00:00+00,Not Evaluated,0,0,0,32767,1071644671,,,,Small Run of River,Other,None,1,,0,,,,,,,,,,,415
573338.6715,275448.4081,1433,67,M03,B,67_M03B,{1EAE3981-A25F-42B2-9C8B-6FB5E124F63F},Keyer Brook,27,"Staci Pomeroy, Tamara Colten Stevens, Jared",0,,0,,,'crazy river movement'.,408,2006/07/25 00:00:00+00,No,sunny,Yes,Yes,No,,Planform and Scope,,None,SC,192,Measured,No,No,1,55,2.29999995231628,1.29999995231628,192,2.29999995231628,Low,Sedimented,,0,No,5,12,,,0,,D,Plane Bed,Gravel,b,,,,,Steep,,,,,Open,None,0,None,0,Minimal,None,Low,0,None,,0,None,1,No,0,,1,0,2,0,0,0,2,0,0,1,1,0,No,No,None,None,lots of deposition acting similarly to a questionable alluvial fan,High,Good,Confined,F,"aggredation////

6/29/2018 (DEC):  Seg C has more D stream type characteristics and Seg B has more Cb stream type characteristics, based on brief 5/21/18 site visit and desktop review.  Cross section data and other info entered for Seg B may actually be for segment C.  Needs more detailed field review",Fair,Very High,2018/06/29 13:37:16+00,Not Applicable,1,1,0,32767,1071120383,,,,None,,,1,,0,,,,,,,,,,,416
573232.3826,275368.4592,1435,67,M03,C,67_M03C,{A264FC16-1AB6-475E-976A-C6969FE2C4AC},Keyer Brook,27,"Staci Pomeroy, Tamara Colten Stevens, Jared",0,,0,,,Jacobs Chopping trib. to just above 'crazy river movement'.,813,2006/07/25 00:00:00+00,No,sunny,Yes,Yes,No,,Planform and Scope,,None,SC,105.599998474121,Measured,No,No,0,39.5999984741211,2.40000009536743,1.39999997615814,105.599998474121,3.90000009536743,Moderate,Sedimented,150,0,No,10,6,,,0,,C,Plane Bed,Gravel,None,,,,,Undercut,,,,,Open,None,0,None,0,Minimal,None,Low,0,None,,0,None,1,No,0,,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,None,None,,High,Good,Confined,F,"aggredation////
6/29/2018 (DEC):  Seg C has more D stream type characteristics and Seg B has more Cb stream type characteristics, based on brief 5/21/18 site visit and desktop review.  Cross section data and other info entered for Seg B may actually be for segment C.  Needs more detailed field review",Fair,High,2018/06/29 13:37:50+00,,1,1,0,32767,1071120383,,,,None,,,1,,0,,,,,,,,,,,417
469884.641,182018.980900001,1693,36,T9.03,B,36_T9.03B,{13BEB229-B19F-48B2-9E12-FB29238A47A4},Mad River,21,"N. Miller, M. Tarpley",0,,0,,,Begins at confluence with Rice Brook and flows through golf course to just below golf course pedestrian bridge,1154,2006/06/08 00:00:00+00,Yes,"overcast, light rain",Yes,Yes,Yes,,Other Reason,,None,NC,40.2000007629395,Measured,No,Yes,1,21.7999992370605,2.45000004768372,0.980000019073486,30.2000007629395,2.45000004768372,Low,Complete,15,0,Yes,2,0,770,290,935.929992675781,mm,F,Step-Pool,Cobble,None,,,,,Steep,,,,,Open,None,0,None,0,None,None,High,0,None,,1,None,0,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No,No,Straightening,None,"Segmented due to channel restoration, constructed channel through golf course.  Banks consist of vertical stone walls.",High,Fair,Confined,F,,Fair,Very High,2007/01/02 16:18:29+00,,0,0,0,32767,2147483647,,,,None,,,0,,1,,,,,,,,,,,418
514456.9745,136248.0112,6,103,M04-T2.01,B,103_M04-T2.01B,{A537A8D2-A570-46ED-A1B3-082E32E8D60A},Blood Brook,23,"EBM, DPR, KD",0,,0,,,Starting approximately 150 feet upstream from Brigham Hill Bridge and continuing upstream to just before Norwich Pool empoundment.,718.005798339844,2006/09/21 00:00:00+00,Yes,hazy sun,Yes,Yes,Yes,,Corridor Encroachment,,None,SC,95.0999984741211,Measured,No,No,1,30.1000003814697,3.04999995231628,2.20000004768372,95.0999984741211,3.75,Moderate,Not Applicable,,0,Yes,1,20,12,7.80000019073486,660.950012207031,inches,C,Plane Bed,Cobble,b,,,,,Steep,,,,,Closed,None,,None,,None,None,Low,6,Large,Upstream,1,Store-release Dam,1,No,0,0,0,1,2,2,0,1,0,0,0,0,0,2,No,No,Straightening   ,None,Store-release dam upstream of segment. Approximately 300 feet of segment right up agains Beaver Meadow Road (map doesn't accurately show this).,High,Fair,Confined,F,Primary process is degredation. Upstream dam affects sediment load (reducing) and flow. Channel has been confined by Beaver Meadow road along approximately 300 feet of it's length. This is a subreach C channel within a reference B reach.,Fair,High,2008/12/02 15:05:13+00,Not Applicable,0,0,0,32767,2145910783,,,,,,Up Stream,0,,1,,,,,,,,,,,419
577009.4958,271223.373400001,1421,70,M01,B,70_M01B,{1EECCCC9-D16B-4610-8FB9-77C636DB7054},Bolter Brook,27,"Staci Pomeroy, Tamara Colten Stevens, Jared",0,,0,,,"From above snowmobile bridge, downstream to Route 102 bridge",1770,2006/07/27 00:00:00+00,No,overcast and humid,Yes,Yes,No,,Depositional Features,,None,VB,570,Estimated,No,No,1,28,2.09999990463257,0.910000026226044,168,3.09999990463257,Moderate,Sedimented,90,0,No,25,25,267,130,0,mm,C,Riffle-Pool,Gravel,None,,,,,Shallow,,,,,Closed,One,10,None,,None,None,Low,3,None,,0,None,1,No,0,,0,3,4,0,0,0,6,0,0,1,0,0,No,No,None,None,Christmas tree plantation on right bank. Perhaps a few more debris jams upstream of where we left the river,High,Good,Unconfined,F,aggredation,Good,High,2007/05/08 12:00:00+00,,0,0,0,32767,1071644671,,,,None,,,1,,0,,,,,,,,,,,420
525845.0632,206977.2063,1062,6,T1.06,C,6_T1.06C,{E96A043B-2FDD-4E1B-B3BC-5932E4A8882E},Stevens River,7,D Ruddell,1,beaver dam,0,,,Start of beaver ponds upstream of Still Run to Slack St/Bayley Hazen Rd junction,1956.40002441406,2010/10/05 00:00:00+00,Yes,"Mostly sunny, clouding in, 50's",No,Yes,Yes,,Other Reason,Beaver-controlled segment with overall slope ~1.8 pct,None,VB,850,Estimated,,No,1,,,,,,,,,0,,0,,,,111.559997558594,,C,Riffle-Pool,Gravel,None,,,,,Undercut,,,,,Open,None,,None,,Abundant,Abundant,Moderate,2,,,,,1,No,6,1100,,,,,,,1,0,0,0,0,0,,No,Straightening   ,None,"Multiple beaver dams and high tree mortality through much of segment_beavers have built on foundation of an old human dam just US of Still Run at base of this segment (T1.06C). Overall slope for this segment (1956 ft) is ~1.8 pct, and next segment DS (T1.06B) is ~2.9 pct over 700 ft_assumed that overall reference for reach is Cb riffle-pool. T1.06A at base of reach is ~10 pct slope over 632 ft.",,,,,,,,2011/06/15 20:56:39+00,,0,0,0,32742,2143354841,0,0,,None,,None,1,,1,,,,,0,,,,,,421
503842.6521,252506.4955,1590,90,R45S3.02,C,90_R45S3.02C,{D8BF70A2-B9DB-45ED-A482-84DB07C641F0},Upper Missisquoi,17,"MN,PD",0,,0,,,Segment begins where channel branches to a north and south branch upstream. It continues for 393 feet until waterfall.,393,2011/10/21 00:00:00+00,Yes,cloudy,No,Yes,Yes,,Channel Dimensions,,Yes,VB,394,Measured,No,No,0,27,1.85000002384186,0.910000026226044,55.2000007629395,1.85000002384186,Low,Complete,33,0,No,0,7,17.7000007629395,5.09999990463257,0,inches,B,Step-Pool,Cobble,None,B,Step-Pool,Cobble,None,Steep,,,,,Closed,None,,None,,Abundant,None,Moderate,0,,,,,1,No,0,0,2,0,7,0,0,1,1,0,0,0,1,0,No,No,None,None,"North and south branch in this segment since the channel splits at the top with an island in between. A flood chute from Ace Brook enters the north branch. At top of south branch, there is a major change in slope, which is a result of sediment dropping out from upstream.  The sediment plug was caused by debris in the channel holding back sediment.  This feature was indexed as a steep riffle to indicate it was formed from depositional processes and not downcutting of the channel. However, if the debris lets loose, the held back sediment will be transported downstream as the feature will then act as a head cut. Alluvial fan indexed in this segment due to abrupt change in slope.  Does not have typical fan shaped wedge.

Valley width measured from valley wall to valley wall and not from valley wall to center of drainage line between Ace Brook and Unnamed trib 3.

It is recommened to determine the meander width ratio and the wavelength ratio to help assess the stability of the reach. This was not done as part of Phase 1.

Pebble count was done in North Branch. Did not do a pebble count in South Branch . It is recommended that a pebble count be done in South Branch in future assessments to capture the smaller substrate size in this channel.          

2015 ASSESSMENT NOTES:  A channel avulsion occurred on Ace Brook R45S3.1S1.01-C between 2011 and 2015, which caused all flow to abandon the Ace Brook channel and flow into the tributary toward the downstream end of R45S3.02-C. Two cross sections were measured in this segment in 2011 and repeated in 2015. The lower of the two cross sections captured flow from both brooks in 2015. This cross section was noted as being the less representative of the two cross sections in 2011. The upper cross section changed very little between 2011 and 2015. The upper portion of the segment is very stable, with two bedrock grade controls deterring channel adjustment. The addition of the flow from Ace Brook to the lower portion of the segment has resulted in channel enlargement and associated adjustments. This section of the brook has incised and widened since it was last measured in 2011. In 2015, the geomorphic and habitat condition of R45S3.02-C were both good. Habitat features were similar between the two years. The brook is experiencing additional adjustments at the downstream end of the segment, but remains stable above.",,,Unconfined,F,"Channel not incised. There are two channels in this segment that split at the top and are two step-pool channels. There is an island in between the two channels. Near the bottom of the North Branch, a flood chute enters from Ace Brook.  Minor aggradation with mid channel bars on upstream end. Channel system has widened in the sense that the flow has split. Planform is minor with some flood chutes.",Good,Moderate,2016/05/16 12:05:03+00,,0,0,0,32767,2143354879,0,0,,None,,None,1,,0,Cascade,Step-Pool,,Really nice habitat in this segment.,0,,,,,,422
502987.461,173331.8859,1273,3,M17,B,3_M17B,{BDF7A9CD-CDDB-4A77-A766-E0891619F543},White River - First Branch,4,"DR, HW - Redstart",0,,0,,,Sky Acres Rd US to Tilton Rd,1958,2012/07/12 00:00:00+00,No,"mostly sunny, 80s",Yes,Yes,Yes,,Valley Width,less confined by Rte 110 than DS segment of this reach,None,NW,100,Measured,No,Yes,0,23,2.90000009536743,1.83000004291534,104.400001525879,4.80000019073486,Moderate,Sedimented,40,0,No,7,69,7.40000009536743,5.5,1277.30004882812,inches,C,Riffle-Pool,Cobble,b,,,,,Steep,,,,,Closed,None,,None,,Abundant,Minimal,Low,5,,,,,0,Yes,0,0,3,11,4,3,0,0,3,0,0,1,3,0,Yes,No,Straightening   ,None,"Large sediment deposits likely due to both Irene and 2009 and 2010 flash flooding; small in-stream pool (human) reported by neighborhood boy to have been blown out in Irene. Trib rejuv noted may be more related to flash flooding impacts on the trib than to response to incision on the mainstem. Borderline c/b slope (2.3 pct), particularly given presence of two grade controls that account for some of this gradient",,,Unconfined,F,"Minor to major aggradation, widening and altered planform  following historic incision; adjustments restricted to some extent by significant road encroachment. Trib rejuvenation is likely related more to Irene impacts on trib than stream processes on First Branch mainstem.",Fair,High,2013/06/10 17:25:03+00,,0,0,0,32767,1858142207,0,0,,Small Withdrawal,Drinking,None,0,,1,Plane Bed,Riffle-Pool,Riffle-Pool,"Ph1 step-pool bedform more representative of downstream segment, which has 3.5 pct slope (GIS). This segment has lower gradient (2.3 pct), and two ledge grade controls account for some of that gradient. Regardless, riffle-pool features are likely due in large part to significant sedimentation post-Irene (hence step-pool to riffle-pool STHD); tributary just US of M18 reach break (US end of this segment) was particularly hard hit.",0,Yes,No,No,0,primary indications of flood impacts were from tributary,423
486424.7323,121878.717,1657,160,M25,C,160_M25C,{F659416D-F860-4E32-9702-31C321204DB3},Ottauquechee,17,"Pam, Emily",0,,0,,,"This segment begins where the river gains floodplain access and continues upstream 1,700 feet until the next Route 4 bridge crossing.",1717,2012/08/14 00:00:00+00,Yes,cloudy,Yes,Yes,Yes,,Channel Dimensions,,None,SC,197,Measured,No,Yes,1,72,3.90000009536743,2.6800000667572,116.400001525879,6.80000019073486,Low,Sedimented,381,0,No,0,4,14.3999996185303,11.8000001907349,1505.42004394531,inches,B,Riffle-Pool,Gravel,c,,,,,Steep,,,,,Open,None,,None,,Minimal,None,Moderate,0,None,,,,1,No,0,0,1,1,7,2,1,0,0,0,0,0,3,0,No,No,Straightening   ,None,"Change in valley confinement from narrow to semi-confined due to US Route 4.  Deposition in floodplain from TSI reported by landowner.  Some of the sedimetn was removed from the floodplain.  

Top of reach has failing revetment.",,,Unconfined,F,"Major incision from historic channel straightening has led to a stream type departure from a C to B.  Would have floodplain access if not for incision. Road embankment has changed confinement.  Minor widening, but planform is major due to straightening. Aggradation causing changes in the channel thalweg. Some flood work may have been done in the channel, but not significant and not throughout the whole segment.",Fair,Very High,2012/12/21 10:32:39+00,,0,0,0,32767,2143354879,0,0,,None,,None,0,,1,Plane Bed,Riffle-Pool,,,0,Yes,No,No,0,"The channel dimensions of the cross section were not significantly changed by flooding or floodwork.  It appears that the right floodplain may have had significant deposition from TSI, but was then cleared out.  The area is a residential lawn.  It is likely that the 'new' floodplain is at the same elevation as before TSI.  Bankfull elevation was identified.  No channel enlargement percentage is calculated.  DMS defaults to 0%.",424
502579.4513,155556.283500001,1285,3,T1.01,D,3_T1.01D,{C2FA6CE0-9DB1-4439-9C77-53BEA717FB6D},White River - First Branch,4,"DR, AS- Redstart",0,,0,,,Across from 131 Strafford Rd. upstream to just W of 149 Strafford Rd where field starts,1042,2012/11/05 00:00:00+00,Yes,"Cloudy, flurries, low 40s",Yes,Yes,Yes,,Banks and Buffers,"Subreach, broader section of valley than US or DS segments. Reach broken into 5 segments:
T101A - C3a Step-pool, 1670 ft;
T101B- F3a Step-pool, 1802 ft;
T101C- C4b Step-pool, 1808 ft;
T101D- E5 Riffle-pool, 1042 ft;
T101E- C4b  Riffle-pool, 968 ft. 
Believe C3b Step-pool would be the most likely overall reference, Ph 1 updated (from A4 Step-pool) to reflect that.",None,VB,450,Measured,No,No,1,18.5,2.84999990463257,1.82000005245209,155,4.94999980926514,Moderate,Sedimented,71.3000030517578,0,No,5,16,4.69999980926514,3.70000004768372,1035.53002929688,inches,E,Riffle-Pool,Sand,None,E,Riffle-Pool,Sand,None,Steep,,,,,Open,None,,None,,Minimal,Minimal,Moderate,3,,,,,0,Yes,0,0,2,2,3,0,0,0,2,0,0,0,0,0,No,No,Straightening,None,"Although valley is broader, primary difference between this segment and the upstream segment is banks and buffers. Horse shed and pasture close to stream though crossing to paddock is in next segment downstream due to change in slope. Sand D50 substrate may be due in part to sedimentation related to recent flood impacts and lack of buffers; surrounding soils are loamy sands over sand or glaciofluvial outwash terraces. Limited steps occur in localized areas of higher slope. Bridge in segment is a VAST snowmobile xing. Quite possible the stream was ditched through these fields historically, contributing to current reduced sinuosity (atypical of E-type stream in this setting).",,,Unconfined,F,"Major aggradation, planform change and widening following historic incision. Possible that subsequent aggradation has offset some of the incision following historic ditching of the stream through these fields.",Fair,Very High,2013/07/29 17:05:05+00,,0,0,0,32767,2143354879,0,0,,None,,None,0,,1,Step-Pool,Riffle-Pool,,Sand D50 substrate likely due in part to sedimentation related to recent flood impacts and lack of buffers. Notable lack of refugia.,0,No,,,,,425
475109.5814,235010.848999999,1781,177,M07,B,177_M07B,{058B9E86-CE16-48D1-AFAB-D50BD0BC2791},Brewster River,51,"JHB, MPL",0,,0,,,"Begins at the top of the bedrock gorge 550ft downstream of campground rd., ends 150 feet upstream of fourth tributary.",1517,2014/06/03 00:00:00+00,No,Sunny and 85,Yes,Yes,Yes,,Grade Controls,Segmented out a gorge in the lower reach,None,BD,400,Measured,No,No,1,51.25,2.40000009536743,1.5900000333786,76,3.25,Low,Sedimented,300,0,No,2,4,570,220,0,mm,B,Plane Bed,Cobble,c,,,,,Steep,,,,,Open,None,,None,,Abundant,None,Low,0,,,,,1,No,0,0,1,1,1,0,0,0,0,0,0,0,2,0,No,No,None,None,Two large bars (point and side) filled much of the widened channel leading to concentrated flow and two steep riffles. Heavy scour along the left bank (without erosion indexed) indicates that lower benches were likely scoured away when the channel widened during recent flooding.,,,Unconfined,F,"This segment incised and widened during 2011 flooding and scoured away lower benches. The current channel has access to a narrow floodplain bench. The campground is located on a historic terrace and is only accessible in the largest events. The entire segment has light development and floodplain clearing associated with the Brewster River Campground on the left bank. Recent widening reduced floodplain width and the channel is currently still widening, but may transition to stage IV with continuing aggradation. // Staci -8/14/17 updated sensitivity from high to moderate based on stream type B3",Fair,Moderate,2017/08/14 11:35:11+00,,0,0,0,32767,2143354879,0,0,1.25      ,None,,None,1,,0,Riffle-Pool,Plane Bed,,"This segment had minimal woody habitat, suggesting that LWD is either trapped in the upstream gorge or is removed along the campground property. ",0,Yes,Yes,No,26,"Segment slope was measured at 1.25%, Ph1 slope of 2.9% is due to vertical drop within gorge (approximately 4-5% slope). Plane bed by reference due to valley setting and channel slope.",426
507024.7057,264936.2633,1568,90,R35,B,90_R35B,{1F474A02-C5F7-42E4-B90B-FEF976CFE986},Upper Missisquoi,36,DB/AW,0,,0,,,Downstream end of segment is approximately 700' upstream of Lane Road crossing.,7411.240234375,2010/07/27 00:00:00+00,Yes,"Sunny; 80 degrees",No,Yes,Yes,,Substrate Size,Floodprone width is narrower,None,VB,1047,Measured,No,No,1,90.0999984741211,6.80000019073486,3.97000002861023,490,8.69999980926514,High,Sedimented,436,0,Yes,0,130,6.5,3.20000004768372,0,inches,C,Riffle-Pool,Gravel,None,,,,,Steep,,,,,Open,None,,None,,Minimal,Minimal,Moderate,1,None,,,,0,Yes,0,0,5,9,12,1,0,2,0,0,0,0,0,0,No,No,None,None,,,,Unconfined,F,HIstoric degradation with reduced access to floodplain.  Minor widening and planform adjustment.,Good,High,2011/07/05 14:57:54+00,,0,0,0,32767,2143354879,0,0,,Small Withdrawal,Irrigation,None,0,,0,,Riffle-Pool,,,0,,,,,,427
