Agency Number,Agency Name,Class Field,Class Description,Statutory Reference,Calendar Year,Month,Total Amount
10500,CAPITOL IMPROVEMENT AUTHORITY,467,OCIA 2005B Att Gen - Admin,"TITLE 62, SECTION 34.48",2014,01,$25139.79
10500,CAPITOL IMPROVEMENT AUTHORITY,468,OCIA 2005B Att. Gen. - Constru,"TITLE 62, SECTION 34.48",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,469,Regents 2005F 2010B Partial, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,470,OCIA 2002A Series Revenue Bond,"TITLE 73, SECTION 185",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,471,OCIA 2002A Construction Fund,"TITLE 73, SECTION 315 & 321",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,472,OCIA  - Mental Health,TITLE 62 SEC 34.9,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,473,OCIA - Attorney General,TITLE 62 SEC 34.9,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,474,OCIA - Native American,TITLE 62 SEC 34.9,2014,01,$87588.92
10500,CAPITOL IMPROVEMENT AUTHORITY,475,DOT Hiway&Bridges Const 2010B,TITLE 62 SEC 34.9,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,476,OCIA - Historical Society,TITLE 62 SEC 34.9,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,477,OCIA 2005D Revenue Fund,"TITLE 62, SECTION 34.48",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,478,OCIA 2005D Construction Fund,"TITLE 62, SECTION 34.48",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,479,DOT Highways & Bridges Constru, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,480,State Highway Cap Impr Rfnd,"TITLE 73, SECTION 153 AND PROVISIONS OF SENATE",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,481,State Hwy Cap Impr Rfnd,"TITLE 73, SECTION 153 AND PROVISIONS OF SENATE",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,482,DOT Highways & Bridges Sinking, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,483,OCIA Series 2003C Revenue Bond,"TITLE 73, SECTION 302",2014,01,$39.17
10500,CAPITOL IMPROVEMENT AUTHORITY,484,OCIA Series 2003C Const. Bond,"TITLE 73, SECTION 302",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,485,OCIA Series 2003D Revenue Bond,"TITLE 62, SECTION 34.48",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,486,OCIA Series 2003D Const. Bond,"TITLE 62, SECTION 34.48",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,487,OCIA Series 2003E Revenue Bond,"TITLE 62, SECTION 34.48",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,488,OCIA Series 2004A Revenue Fund,"TITLE 62, SECTION 34.9",2014,01,$987.84
10500,CAPITOL IMPROVEMENT AUTHORITY,489,DOT Hiways&Bridges Sink 2010B, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,490,American Recov. & Reinv. Act, ,2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,491,OCIA Series 2000A Revenue Fund,"TITLE 69, SECTION 1511",2014,01,$47.97
10500,CAPITOL IMPROVEMENT AUTHORITY,492,OCIA Series 2000A Constr Fund,"TITLE 69, SECTION 1511",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,493,OCIA 1998B Road Revenue Fund,"TITLE 69, SEC. 2002",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,494,OCIA 1998B Road Constr Fund,"TITLE 69, SEC. 2002",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,495,Fac. Rev. 1995 Construction Fd,"TITLE 73, SEC. 178-182",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,496,Fac. Rev. Bond Revenue Fund,"TITLE 73, SEC 178-182",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,497,St Bldg Revenue 1996 Bond Fund,"TITLE 73, SEC. 168.5",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,498,OCIA 1998A Prison Constr Fund,"TITLE 73, SEC 177.1",2014,01,$0.00
10500,CAPITOL IMPROVEMENT AUTHORITY,499,OCIA 1998A Lease Fund,"TITLE 73, SEC. 177.1; HB 1880 SEC.1",2014,01,$0.00
10800,CARL ALBERT STATE COLLEGE,290,Educational & Gen Op Fund,"TITLE 70, SEC. 3901",2014,01,$2386087.13
10800,CARL ALBERT STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2014,01,$3649441.70
10800,CARL ALBERT STATE COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$28291.57
10800,CARL ALBERT STATE COLLEGE,475,Revenue Bond Fund,"TITLE 70, SEC. 4001",2014,01,$1.00
10800,CARL ALBERT STATE COLLEGE,479,Capital Bond Projects, ,2014,01,$0.00
10800,CARL ALBERT STATE COLLEGE,490,American Recov. & Reinv. Act, ,2014,01,$0.00
11700,COMMERCIAL PET BREEDERS BOARD,210,Comm Pet Breeders Enforce Fund, ,2014,01,$260510.15
12000,UNIV. OF CENTRAL OKLA.,290,Educ & Gen Operations Fund,"TITLE 70, SEC. 3901",2014,01,$70250968.38
12000,UNIV. OF CENTRAL OKLA.,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2014,01,$3039992.12
12000,UNIV. OF CENTRAL OKLA.,340,Bond Transfer Fund,"TITLE 62, SEC. 7.5",2014,01,$0.00
12000,UNIV. OF CENTRAL OKLA.,430,Agency Relationship Fund,"TITLE 62, SEC. 7.5",2014,01,$679728.71
12000,UNIV. OF CENTRAL OKLA.,452,OCIA State Facilities Rev Bond,"TITLE 73, SEC. 301",2014,01,$9481.49
12000,UNIV. OF CENTRAL OKLA.,470,Inst Fund For Cap Imprvmts,"TITLE 70, SEC. 3510 G",2014,01,$1134.73
12000,UNIV. OF CENTRAL OKLA.,475,Revenue Bond Fund,"TITLE 70, SEC. 4004",2014,01,$2820.02
12000,UNIV. OF CENTRAL OKLA.,477,Stadium Rev Bond Fund,"TITLE 70, CH 50, ARTICLE X, SEC. 4002",2014,01,$72333.64
12000,UNIV. OF CENTRAL OKLA.,479,Capital Bond Projects, ,2014,01,$0.00
12000,UNIV. OF CENTRAL OKLA.,490,American Recov. & Reinv. Act, ,2014,01,$11366.97
12000,UNIV. OF CENTRAL OKLA.,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2014,01,$2435724.66
12000,UNIV. OF CENTRAL OKLA.,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2014,01,$301219.99
12500,DEPARTMENT OF MINES,200,Dept. Of Mines Rev Fund,"TITLE 45, SEC. 938",2014,01,$14772.07
12500,DEPARTMENT OF MINES,205,Okla Miner Training Instr Rev,"TITLE 45, SEC. 938.1",2014,01,$96235.29
12500,DEPARTMENT OF MINES,400,"Fed Funds, US Dept Of Interior","TITLE 62, SEC. 41.8",2014,01,$35897.57
12500,DEPARTMENT OF MINES,405,Fed Funds-U.S. Dept. Of Labor,"TITLE 62, SEC. 41.8",2014,01,$0.00
12700,COMMISSION ON CHILDREN AND YOUTH,200,Okla. Comm On Children & Youth,"TITLE 10, SEC. 601.10",2014,01,$648963.44
12700,COMMISSION ON CHILDREN AND YOUTH,205,Positive Youth Dev Rev Fnd,"SB156, 49TH LEGIS. CH.249 (2003)",2014,01,$0.00
13100,DEPARTMENT OF CORRECTIONS,200,Dept Of Corrections Rev Fund,"TITLE 57, SEC. 557",2014,01,$1063144.11
13100,DEPARTMENT OF CORRECTIONS,205,Inmate & Emp. Welfare and Cant,"TITLE 57, SEC. 537.1",2014,01,$878560.21
13100,DEPARTMENT OF CORRECTIONS,210,Ok Com Sentencing Revolving Fd,"TITLE 57, SEC 557.2",2014,01,$1128894.04
13100,DEPARTMENT OF CORRECTIONS,220,Private Prison & Halfway House,"TITLE 57, SEC. 561.4",2014,01,$0.00
13100,DEPARTMENT OF CORRECTIONS,280,Dept Of Corr Industries Fund,"TITLE 57, SEC. 541",2014,01,$5882311.42
13100,DEPARTMENT OF CORRECTIONS,410,Federal Funds-Title 1,"TITLE 62, SEC. 34.48",2014,01,$355032.74
13100,DEPARTMENT OF CORRECTIONS,430,Agency Relationship Fund,"TITLE 62, SEC. 34.48",2014,01,$253729.56
13100,DEPARTMENT OF CORRECTIONS,490,ARRA, ,2014,01,$31935.63
14000,ST. BD. OF PODIATRIC MED. EXAM.,200,Revolving Fund,"TITLE 62, SEC. 155; TITLE 59, SEC. 154",2014,01,$56900.68
14500,ST. BD. OF CHIROPRACTIC EXAM.,200,Revolving Fund,"TITLE 62, SEC. 155; TITLE 59, SEC. 161.20",2014,01,$33922.60
14800,BOARD OF BEHAVIOR HEALTH LICENSURE,230,Lic Marital & Fam Ther Revl Fd, ,2014,01,$128297.48
14800,BOARD OF BEHAVIOR HEALTH LICENSURE,255,Lic Prof Counselors Revl Fund, ,2014,01,$407132.48
14800,BOARD OF BEHAVIOR HEALTH LICENSURE,257,Lic Behavrl Practnr Revl Fund, ,2014,01,$38686.41
15000,UNIV.OF SCIENCE & ARTS OF OK,290,Educational & Gen Op Fund,"TITLE 70, SEC. 3901",2014,01,$1343427.79
15000,UNIV.OF SCIENCE & ARTS OF OK,295,Capitol Improvements Rev Fund,"TITLE 70, SEC. 3901",2014,01,$295418.21
15000,UNIV.OF SCIENCE & ARTS OF OK,296,1998 Bond Construction Fund,"TITLE 70, SEC. 4004",2014,01,$36.00
15000,UNIV.OF SCIENCE & ARTS OF OK,340,Bond Transfer Fund,"TITLE 62, SECTION 7.5",2014,01,$0.00
15000,UNIV.OF SCIENCE & ARTS OF OK,400,Oil & Gas & Mining Leases,"TITLE 70, SEC. 4301",2014,01,$234576.84
15000,UNIV.OF SCIENCE & ARTS OF OK,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$27944.92
15000,UNIV.OF SCIENCE & ARTS OF OK,452,OCIA State Facilities Rev Bond,"TITLE 73, SECTION 301",2014,01,$3022.44
15000,UNIV.OF SCIENCE & ARTS OF OK,460,Donated Funds For Cap Imprvmt,"TITLE 70, SEC. 4306",2014,01,$195.00
15000,UNIV.OF SCIENCE & ARTS OF OK,479,Capital Bond Projects, ,2014,01,$0.00
15000,UNIV.OF SCIENCE & ARTS OF OK,490,American Recov. & Reinv. Act, ,2014,01,$0.00
15000,UNIV.OF SCIENCE & ARTS OF OK,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2014,01,$728351.76
15000,UNIV.OF SCIENCE & ARTS OF OK,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2014,01,$1143549.65
16000,DEPARTMENT OF COMMERCE,205,Okla. Commerce Rev Fund,"TITLE 74, SEC. 5012",2014,01,$2493235.22
16000,DEPARTMENT OF COMMERCE,206,Native Am Cul & Edu Auth Fund,"TITLE 74, SEC. 1226",2014,01,$883520.90
16000,DEPARTMENT OF COMMERCE,210,Energy Conserv Assist Fund,"TITLE 63, SEC. 2901",2014,01,$523.94
16000,DEPARTMENT OF COMMERCE,216,Community Devmt Center Program,"TITLE 74, SEC 5020.1",2014,01,$34012.72
16000,DEPARTMENT OF COMMERCE,225,Rural Economic Action Plan, ,2014,01,$3272344.08
16000,DEPARTMENT OF COMMERCE,235,Minority Bus Dev Program Fund,"TITLE 74, SECTION 5013.1",2014,01,$1.00
16000,DEPARTMENT OF COMMERCE,240,Capital Improve Program Rev Fd,"TITLE 74, SECTION 5013.3",2014,01,$28077.91
16000,DEPARTMENT OF COMMERCE,245,Ok Viticulture Enology Revl Fd, ,2014,01,$352850.19
16000,DEPARTMENT OF COMMERCE,250,Oklahoma Main Street Fund,"SB 210, SECTION 36",2014,01,$0.00
16000,DEPARTMENT OF COMMERCE,255,Okla. Quick Action Closing Fd, ,2014,01,$9725049.00
16000,DEPARTMENT OF COMMERCE,280,State Data Center Rev Fund,"TITLE 74, SEC. 5019",2014,01,$0.00
16000,DEPARTMENT OF COMMERCE,285,Strat. Military Planning Comm,"TITLE 74, SECTION 5403",2014,01,$0.00
16000,DEPARTMENT OF COMMERCE,286,OK Opportunity Fund,TITLE 62 SECTION 48,2014,01,$143762.20
16000,DEPARTMENT OF COMMERCE,287,OK Bioenergy Center Rev Fund, ,2014,01,$0.00
16000,DEPARTMENT OF COMMERCE,340,CMIA Programs Disbursing Fund,"TITLE 62, SECTIONS 34.48 & 34.9",2014,01,$0.00
16000,DEPARTMENT OF COMMERCE,400,HHS-Community Serv Blk Grant,"TITLE 74, SEC. 1524B",2014,01,$123384.05
16000,DEPARTMENT OF COMMERCE,405,Okla. DHS-Liheap,"TITLE 74, SEC. 1524B",2014,01,$2237593.43
16000,DEPARTMENT OF COMMERCE,412,U.S. Dept. Of Energy,"TITLE 74, SEC. 1524B",2014,01,$699918.95
16000,DEPARTMENT OF COMMERCE,416,Oil Settlement Fund- Exxon,"TITLE 62, SEC. 34.9",2014,01,$2780579.28
16000,DEPARTMENT OF COMMERCE,426,Oil Setlmt Fund-Stripper Well,"TITLE 62, SEC. 34.9",2014,01,$2355905.32
16000,DEPARTMENT OF COMMERCE,440,Dept. Of Ed Community Action,"TITLE 62, SEC. 7.5",2014,01,$0.00
16000,DEPARTMENT OF COMMERCE,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2014,01,$2509.82
16000,DEPARTMENT OF COMMERCE,450,HUD-Community Dev. Blk Grant,"TITLE 74, SEC. 1524B",2014,01,$0.00
16000,DEPARTMENT OF COMMERCE,455,HUD-COMMUNITY DEV. BLK GRANT,"TITLE 62, SEC. 34.9",2014,01,$203502.14
16000,DEPARTMENT OF COMMERCE,460,Military Base Pro & Exp Bond F, ,2014,01,$0.00
16000,DEPARTMENT OF COMMERCE,470,DOL Workforce Inv. Act,"TITLE 62, SEC. 34.9",2014,01,$66918.58
16000,DEPARTMENT OF COMMERCE,490,American Recov. & Reinv. Act, ,2014,01,$26345.58
16500,CONNORS STATE COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2014,01,$177753.82
16500,CONNORS STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2014,01,$3394695.90
16500,CONNORS STATE COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. A41.8",2014,01,$317487.10
16500,CONNORS STATE COLLEGE,490,American Recov. & Reinv. Act, ,2014,01,$0.00
17000,CONSTRUCTION INDUSTRIES BOARD,205,Plumbing Licensing Rev Fund,"TITLE 59, SECTION 1018 AS AMENDED BY SB 1211",2014,01,$553371.92
17000,CONSTRUCTION INDUSTRIES BOARD,215,Oklahoma Inspectors Rev Fund,"TITLE 59, SECTION 1042, AS AMENDED BY SB 1211",2014,01,$103743.31
17000,CONSTRUCTION INDUSTRIES BOARD,217,Home Inspec Lic Act Revol Fund, ,2014,01,$384763.07
17000,CONSTRUCTION INDUSTRIES BOARD,245,Electrical Rev Fund,"TITLE 59, SECTION 1694, AS AMENDED BY SB 1211",2014,01,$1922233.65
17000,CONSTRUCTION INDUSTRIES BOARD,275,Oklahoma Mechanical Licensing,"TITLE 59, SECTION 1850.13 AS AMENDED BY SB 1211",2014,01,$2709687.58
17000,CONSTRUCTION INDUSTRIES BOARD,295,Roofing Contractor Reg Rev Fnd, ,2014,01,$216422.05
17000,CONSTRUCTION INDUSTRIES BOARD,490,American Recov. & Reinv. Act, ,2014,01,$0.00
18500,CORPORATION COMMISSION,202,Corp. Commission Rev Fund,"TITLE 17, SEC. 180.7",2014,01,$4426611.22
18500,CORPORATION COMMISSION,205,Undergr Stor Tank Indemn. Fd.,"TITLE 17, SEC. 353",2014,01,$146490.37
18500,CORPORATION COMMISSION,210,Undrgr Storage Tank Rev. Fd.,"TITLE 17, SEC. 315",2014,01,$828955.48
18500,CORPORATION COMMISSION,215,Corp.Comm. Plugging Fund,"TITLE 17, SECTION 180.10",2014,01,$3533953.55
18500,CORPORATION COMMISSION,220,Public Utility Regulation R F,"TITLE 17,SECTION 180.11",2014,01,$3028126.04
18500,CORPORATION COMMISSION,225,Leaking Undergrd Stg Tank,"TITLE 17, SECTION 365",2014,01,$1024944.01
18500,CORPORATION COMMISSION,230,Oil & Gas Division Fund,"TITLE 17, SEC 57",2014,01,$2604843.50
18500,CORPORATION COMMISSION,240,Emergency 911 Assessment Fund,"TITLE 17, SEC. 139.109",2014,01,$0.00
18500,CORPORATION COMMISSION,245,Trucking One-Stop Shop Fund,TITLE 47 SECTION 1167D,2014,01,$3951760.72
18500,CORPORATION COMMISSION,400,Federal Funds,"TITLE 62, SEC. 41.8",2014,01,$4389.68
18500,CORPORATION COMMISSION,405,Undergrd Storage Tank Grant Pr, ,2014,01,$1366.77
18500,CORPORATION COMMISSION,425,Leaking Storage Tank Trust Fun,"TITLE 82, SEC. 934.1 B, AMENDED BY HB 1415,",2014,01,$2926.72
18500,CORPORATION COMMISSION,490,American Recov. & Reinv. Act, ,2014,01,$6287.30
18500,CORPORATION COMMISSION,494,Surplus Property Fund,"TITLE 74, SECTION 62.5",2014,01,$0.00
18500,CORPORATION COMMISSION,495,Surplus Property Fund,"TITLE 74, SECTION 62.5",2014,01,$0.00
18500,CORPORATION COMMISSION,567,Corp Commission Gas Seep Fund,TITLE 52 SECTION 317.1,2014,01,$0.00
19000,ST BD OF COSMETOLOGY AND BARBERING,200,Bd Of Cosmetology Rev Fund,"TITLE 59, SEC. 199.15",2014,01,$1015584.29
19900,COURT OF CRIMINAL APPEALS,200,Revolving Fund,"TITLE 62, SECTION 34.56 & 34.9",2014,01,$6103.53
20400,J. M. DAVIS ARMS & HIST. MUSEUM,200,J M Davis Memorial Comm Fund,"TITLE 53, SEC. 201D",2014,01,$24407.21
21500,OKLAHOMA ST.BOARD OF DENTISTRY,200,State Dental Fund,"TITLE 59, SEC. 328.42",2014,01,$1206016.40
21900,DISTRICT COURTS,235,Lengthy Trial Revolving Fund,"TITLE 28, SECTION 86",2014,01,$866064.41
21900,DISTRICT COURTS,443,Interagency Reimb Fund,"TITLE 74, SECTION 581",2014,01,$990041.13
22000,DISTRICT ATTORNEYS COUNCIL,210,District Atty Council Rev.,"TITLE 19, SEC. 215.28",2014,01,$4820597.92
22000,DISTRICT ATTORNEYS COUNCIL,225,District Atty Evidence Fd.,"TITLE 19, SEC. 215.40",2014,01,$196430.83
22000,DISTRICT ATTORNEYS COUNCIL,230,Crime Victims Comp Rev Fund,"TITLE 21, SEC. 142.17",2014,01,$3354493.36
22000,DISTRICT ATTORNEYS COUNCIL,240,Sexual Assault Exam Fund,"TITLE 21, SEC. 142.20",2014,01,$42340.22
22000,DISTRICT ATTORNEYS COUNCIL,405,JAG Trust Fund,TITLE 62 SEC. 34.48,2014,01,$8421869.15
22000,DISTRICT ATTORNEYS COUNCIL,410,Federal Funds,"TITLE 19, SEC. 215.28 H3",2014,01,$33416.99
22000,DISTRICT ATTORNEYS COUNCIL,415,Federal Fund JRJ Grant Program, ,2014,01,$0.13
22000,DISTRICT ATTORNEYS COUNCIL,420,Federal Funds-Victims Of Crime,"TITLE 19, SECTION 215.28",2014,01,$0.00
22000,DISTRICT ATTORNEYS COUNCIL,425,State-Tribal Crime Victim Liai, ,2014,01,$215.69
22000,DISTRICT ATTORNEYS COUNCIL,490,American Recov. & Reinv. Act, ,2014,01,$0.00
22000,DISTRICT ATTORNEYS COUNCIL,491,ARRA - JAG Program, ,2014,01,$10.51
22000,DISTRICT ATTORNEYS COUNCIL,492,ARRA - VAWA Grant, ,2014,01,$0.00
23000,EAST CENTRAL UNIVERSITY,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2014,01,$8776532.79
23000,EAST CENTRAL UNIVERSITY,295,Capitol Improvements Rev Fund,"TITLE 70, SEC. 3901",2014,01,$615932.54
23000,EAST CENTRAL UNIVERSITY,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$1520956.29
23000,EAST CENTRAL UNIVERSITY,470,Student Fees Fund,"TITLE 70, SECTION 3510G",2014,01,$64.37
23000,EAST CENTRAL UNIVERSITY,479,Capital Bond Projects, ,2014,01,$0.00
23000,EAST CENTRAL UNIVERSITY,480,Student Housing Revenue Bond,"TITLE 70, SECTION 4006",2014,01,$393.93
23000,EAST CENTRAL UNIVERSITY,481,Fine Arts Center Revenue Bonds,"TITLE 70, SECTION 4002",2014,01,$23.23
23000,EAST CENTRAL UNIVERSITY,482,Bus/Conf Ctr Construction Fund, ,2014,01,$41597.62
23000,EAST CENTRAL UNIVERSITY,490,American Recov. & Reinv. Act, ,2014,01,$0.00
23000,EAST CENTRAL UNIVERSITY,600,Section 13-Const & Purch Bldg,"TITLE 70, SEC. 3904",2014,01,$1379526.45
23000,EAST CENTRAL UNIVERSITY,650,New College-Const & Purch Bldg,"TITLE 70, SEC. 3904",2014,01,$1128495.26
24000,EASTERN OKLA. STATE COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2014,01,$1290019.30
24000,EASTERN OKLA. STATE COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2014,01,$182083.14
24000,EASTERN OKLA. STATE COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$936720.56
24000,EASTERN OKLA. STATE COLLEGE,475,Student Facilities Const. Fund,"TITLE 70, SEC. 4002.1",2014,01,$1.00
24000,EASTERN OKLA. STATE COLLEGE,479,Capital Bond Projects, ,2014,01,$0.00
24000,EASTERN OKLA. STATE COLLEGE,490,American Recov. & Reinv. Act, ,2014,01,$0.00
24100,REDLANDS COMMUNITY COLLEGE,290,Educational & Gen Op Rev Fund,"TITLE 70, SEC. 3901",2014,01,$21436.94
24100,REDLANDS COMMUNITY COLLEGE,295,Capital Improvements Rev Fund,"TITLE 70, SEC. 3901",2014,01,$130496.68
24100,REDLANDS COMMUNITY COLLEGE,430,Agency Relationship Fund,"TITLE 62, SEC. 41.8",2014,01,$31692.12
24100,REDLANDS COMMUNITY COLLEGE,450,Master Lease Purchase Fund,"TITLE 70, SECTION 3206.6",2014,01,$0.00
24100,REDLANDS COMMUNITY COLLEGE,479,Capital Bond Projects, ,2014,01,$0.00
24100,REDLANDS COMMUNITY COLLEGE,490,American Recov. & Reinv. Act, ,2014,01,$0.00
26500,DEPARTMENT OF EDUCATION,200,Transportation Revolving Fund,"TITLE 70, SEC. 9-110",2014,01,$6034.94
26500,DEPARTMENT OF EDUCATION,205,School Lunch Workshop Rev Fund,"TITLE 70, SEC. 3-104 PARAGRAPH 14",2014,01,$6114.63
26500,DEPARTMENT OF EDUCATION,210,Ok Natl Bd Cert Revolving Fund,"TITLE 70, SEC. 6-204.4",2014,01,$20.83
26500,DEPARTMENT OF EDUCATION,220,Statistical Serv Rev Fund,"TITLE 70, SEC. 3-104 PARAGRAPH 23",2014,01,$79153.24
26500,DEPARTMENT OF EDUCATION,225,Grants And Donations Fund,"TITLE 70, SEC. 3-104 PARAGRAPH 12",2014,01,$1122511.76
26500,DEPARTMENT OF EDUCATION,235,Drug Abuse Ed Rev Fund,"TITLE 63, SEC. 2-417",2014,01,$222327.70
26500,DEPARTMENT OF EDUCATION,240,Teachers' Certification Fund,"TITLE 70, SEC. 3-104 PARAPGRAPH 6B",2014,01,$864017.51
26500,DEPARTMENT OF EDUCATION,245,Adult Education Rev Fund,"TITLE 70, SEC. 3-110",2014,01,$513719.14
26500,DEPARTMENT OF EDUCATION,250,Ok Early Intervention Rev Fund,"TITLE 70, SECTION 13-124.1",2014,01,$7894778.13
26500,DEPARTMENT OF EDUCATION,255,Motor Vehicle Driver Education,"TITLE 47, SECTION 1132.2",2014,01,$900000.00
26500,DEPARTMENT OF EDUCATION,260,School Consolidation Assist Fu,"TITLE 70, SECTION 7-203",2014,01,$4154283.00
26500,DEPARTMENT OF EDUCATION,270,Education Reform Revol. Fund,"TITLE 70, SEC. 18-400",2014,01,$37709438.06
26500,DEPARTMENT OF EDUCATION,275,Charter Schools Incentive Fund,"TITLE 70, SECTION 3-144",2014,01,$25429.00
26500,DEPARTMENT OF EDUCATION,280,Publ School Classroom Sup Revl,"TITLE 70, SEC 1-123",2014,01,$11884.00
26500,DEPARTMENT OF EDUCATION,285,Income Tax Checkoff Revolv Fnd,"TITLE 68, SEC. 2368.5C",2014,01,$20515.00
26500,DEPARTMENT OF EDUCATION,286,Ok Youth and Govt Revolving Fd,"TITLE 68, SEC. 2368.17C",2014,01,$393.00
26500,DEPARTMENT OF EDUCATION,290,"OK Sch Psy, SLP & ANC Revolvin",TITLE 70 SECTION 6-206.1,2014,01,$0.00
26500,DEPARTMENT OF EDUCATION,340,CMIA Programs Disbursing Fund,"TITLE 62, SEC 34.48,34.9",2014,01,$51986890.09
26500,DEPARTMENT OF EDUCATION,400,Common Sch Bldg Equal. Fund,"ARTICLE X, SEC. 32",2014,01,$1866008.07
26500,DEPARTMENT OF EDUCATION,430,Agency Relationship Fund,"TITLE 62, SEC. 34.48,34.9",2014,01,$48404.21
26500,DEPARTMENT OF EDUCATION,435,School Lunch Div Fed Adm Fund,"TITLE 70, SECTION 3-104 PARA. 10 & 11",2014,01,$2312328.66
26500,DEPARTMENT OF EDUCATION,440,Federal Indian Educ Fund,"TITLE 62, SEC. 34.48, 34.9",2014,01,$0.00
26500,DEPARTMENT OF EDUCATION,443,Interagency Reimbursement Fund,"TITLE 74, SEC. 581",2014,01,$363621.99
26500,DEPARTMENT OF EDUCATION,450,Federal Educational Programs,"TITLE 62, SEC. 34.48, 34.9 AND TITLE 70, SEC. 18-104",2014,01,$2888341.24
26500,DEPARTMENT OF EDUCATION,490,ARRA,"TITLE 62, SEC. 34.48 & 34.9",2014,01,$1524802.33
26600,OKLA. EDUC. TELEVISION AUTH.,200,Revolving Fund,"TITLE 62, SEC. 156",2014,01,$371232.65
26600,OKLA. EDUC. TELEVISION AUTH.,400,Federal Funds,"TITLE 62, SEC. 34.48, 34.9",2014,01,$0.00
26900,OK. COMM. FOR TEACHER PREP.,205,Edu Leadership Okla Rev Fund,"TITLE 70, SEC. 6-204.3",2014,01,$738703.74
26900,OK. COMM. FOR TEACHER PREP.,210,Donations Fund,"TITLE 60, SEC. 383",2014,01,$52874.29
26900,OK. COMM. FOR TEACHER PREP.,215,Prof Development Inst Revol Fd,"TITLE 70, SEC. 6-204.5",2014,01,$0.55
26900,OK. COMM. FOR TEACHER PREP.,220,Teachers' Comp Exam Rev Fund,"TITLE 70, SEC. 6-191",2014,01,$308957.38
27000,STATE ELECTION BOARD,200,Revolving Fund,"TITLE 26, SEC. 3-107",2014,01,$374064.69
27000,STATE ELECTION BOARD,205,Election System Rev Fund,"TITLE 26, SECTION 3-107.1",2014,01,$221924.15
27000,STATE ELECTION BOARD,210,HAVA Special Depository Fund,"TITLE 26, SEC 3-107.2",2014,01,$10250351.62
28500,OKLAHOMA FUNERAL BOARD,200,Funeral Dir & Embalmers Fd,"TITLE 62, SEC. 155; TITLE 59, SEC. 396.1C",2014,01,$226464.46
29000,EMPLOYMENT SECURITY COMMISSION,200,Ok Emp Sec Comm Rev Fund,"TITLE 40, SEC. 4-901",2014,01,$15455537.07
29000,EMPLOYMENT SECURITY COMMISSION,225,Special Distributions,"TITLE 62, SECTION 34.9",2014,01,$303414.13
29000,EMPLOYMENT SECURITY COMMISSION,288,OESC Computer Fund,"TITLE 40, SEC. 6-101",2014,01,$0.00
