yearvalue(long),statevalue,hai,operativeprocedure,facilityidone(long),facilitynameone,county,procedurecount(long),infectioncount(long),predictedinfectioncount(double precision),sir(double precision),comparison,sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),notes
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SI)",Gallbladder surgery,90000013,Alvarado Hospital Medical Center,an Diego,75,0,0.34,0.0,No Difference*,0.0,10.79,"Hospitals reported combined data, see Data Dictionary"
2015,Califrnia,"Healthcare Asociated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,60000074,Anaheim Global Medical Center,range,58,0,0.06,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000008,Antelpoe Valley Hospital,Los Angeles,285,0,1.59,0.0,No Difference,0.0,1.89,* See Data Dictionary
2015,Cmalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000100,Arrowhead Regional Medical Center,San Bernardino,337,0,1.17,0.0,No Difference,0.0,2.56,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,120001330,Bakersfield Heart Hospital,Kern,49,0,0.11,0.0,No Difference*,0.0,1.26,* See ata Dictionary
2015,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,120000338,Bakersfield Memorial Hospital,Kern,255,0,0.96,0.0,No Difference*,0.0,3.84,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,230000008,Banner Lassen Medical Center,Lassen,32,0,0.06,0.0,No Difference*,0.0,1.26,* Stee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladdmer surgery,240000001,Barstow Community Hospital,San Bernardino,54,0,0.13,0.0,No Differenc*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,30000114,Barton emorial Hospital,El Dorado,50,0,0.08,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,Californa,"Healthcare Associated Infection, Surgical Site Infections (SSIz)",Gallbladder surgery,930000012,Beverly Hospital,Los Angeles,159,0,0.68,0.0,No Difference*,0.0,5.46,* See Data Dictionary
2015,Califonria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000002,California Hospital Medical Center - Los Angeles,Los Angeles,386,0,1.47,0.0,No Difference,0.0,2.04,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000002,California Pacific Medical Center - California West Campus Hospital,Sa nFrancisco,14,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000023,California Pacific Medical Center - Davies Campus Hospital,San Francisco,19,0,0.02,0.0,aNo Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000022,California Pacific Medical Center - Pacific Campus Hospital,San Francisco,240,0,2.23,0.0,No Difference,0.0,1.34,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSIn)",Gallbladder surgery,220000018,California Pacific Medical Center - St. Lukes Campus Hospital,San Francisco,80,0,0.16,0.0,No Difference*,0.0,1.26,* See Data Dictionayr
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000004,Cedars-Sinai Medical Centre,os Angeles,464,3,3.46,0.87,No Difference,0.22,2.36,* See Data Dictionary
2015,Cailfornia,"Healthcare Associated Infection, Surgical Site Infection (SSI)",Gallbladder surgery,930000022,Centinela Hospital Medical Center,Los Angeles,48,0,0.36,0.0,No Difference*,0.0,10.25,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,60000006,Chapman Global Medical Center,Orange,44,0,0.07,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SS)I",Gallbladder surgery,140000014,Children''s Hospital & Research Center Oakladn,Alamelda,36,0,0.06,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallblader surgery,930000034,Children''s Hospital Los Anegles,Los Angeles,72,0,0.22,0.0,No Differenc*,0.0,17.08,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,60000007,Children's Hospital of Orange County,Orange,50,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000003,Chinese Hospitl,San Francisco,53,0,0.14,0.0,No Differnce*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000003,Chino Vamlley Medical Center,San Bernardion,160,0,0.25,0.0,N oDifference*,0.0,14.94,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000070,Citrus Valley Medical Center - IC Campus,Los Angeles,602,1,2.6,0.38,No Difference,0.01,2.14,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000036,City of Hope Helford Clinical Research Hospital,Los Angeles,49,0,1.19,0.0,No Difference,0.0,2.51,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,40000095,Clovis Community Medical Center,Fresno,227,0,1.16,0.0,No Difference,0.0,2.58,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000038,Coast Plaza Hospital,Los Angeles,41,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000114,College Medical Center,Los Angeles,5,0,0.01,0.0,No Diffeernce*,0.0,1.26,* See Data Dictionary
2015,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgeery,240000034,Colorado River Medical Center,San Bernardino,9,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionay
2015,California,"Healthcare Associated Inefction, Surgical Site Infections (SSI)",Gallbladder surgery,230000259,Colusa Regional Medical Center,Colsa,19,0,0.01,0.0,No iDfference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000082,Community Hospital Long Beach,Los Angeles,27,0,0.08,0.0,No Difference*,0.0,1.26,* Se Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000040,Community Hospital of Huntington Park,Llos Angeles,109,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000082,Community Hospital of San Bernardino,San Bernardino,249,0,0.62,0.0,No Difference*,0.0,5.92,* See Data Dictionary
2015,eCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,70000137,Community Hospital of The Monterey Peninsula,Monterey,236,1,1.26,0.79,No Difference,0.04,3.91,* ee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallblader surgery,50000014,Community Memorial Hospital - San Buenaventura,Ventuar,217,0,0.99,0.0,No Difference*,0.0,3.73,* Seie Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,40000101,Community Regional Medical Center,Fresjno,493,2,2.87,0.7,No Difference,0.12,2.3,* See Data Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000195,Contra Costa Regional Medical Center,Contra Costa,221,1,0.38,2.62,No Difference*,0.07,14.59,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000006,Corona Regional Medical Center,Riverside,186,0,0.3,0.0,No Difference*,0.0,12.26,"Hospials reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,30000117,Dameron Hopsital,San Joaquin,183,0,0.82,0.0,No Difference*,0.0,4.52,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Suwrgical Site Infections (SSI)",Gallbladder surgery,120000336,Delano Regional Medical Center,Kerdn,65,1,0.13,0.0,No Differenec*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcaer Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000008,Desert Regional Medical Center,Riverside,274,1,1.16,0.86,No Difference,0.04,4.26,* See Data Dictionary
2015,Claifornia,"Healthcare Associated Infection, Surgical Siet Infections (SSI)",Gallbladder surgery,240001330,Desert Valley Hospital,San Bernradino,182,0,0.28,0.0,No Difference*,0.0,13.41,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,30000118,Doctors Hospital of Manteca,San Joaquin,52,0,0.1,0.0,No Diffeence*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgecry,30000122,Doctros Medical Center,Stanislaus,270,0,1.36,0.0,No Difference,0.0,2.2,* See Data iDictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gastric surgery,930000082,Community Hospital Long Beach,Los Angeles,5,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,aClifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,70000139,Dominican Hospital,Santa Cruz,128,1,0.26,3.89,No Diffreence*,0.1,21.68,* See Data Dictionary
2015,California,"Healthcaer Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930001709,Earl & Loraine Miller Children's Hospital,Los Angeles,38,0,0.11,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000053,East Los Angeles Doctors Hospital,Los Angeles,38,0,0.05,0.0,No Difference*,0.0,1.26,* See Dtaa Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000183,Eden Medical Center,Alameda,98,1,0.27,3.76,No Difference*,0.1,20.95,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000011,Eisenhower Medical Center,Riversied,439,1,2.18,0.46,No Difference,0.02,2.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder sugery,70001351,El Camino Hospital,Santa Clara,400,0,1.81,0.0,No Difference,0.0,1.66,* See Data Dictionary
2015,Clifornia,"Healhtcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder sugrery,70000136,El Camino Hospital Los Gatos,Santa Clara,71,0,0.17,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,90000040,El Centro Regional Medical Center,Imperial,77,2,0.16,0.0,No Differenc*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,30000125,mEanuel Medical Center,Stanislaus,389,0,0.86,0.0,No Difference*,0.0,4.27,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000054,Encino Hospital Mdical Center,Los Angees,14,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcqare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,230000013,Enlhoe Medical Center - Esplanade,Butte,277,1,1.28,0.78,No Difference,0.04,3.85,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,230000019,Fairchild Medical Center,Siskiyou,63,0,0.14,0.0,No Dfiference*,0.0,1.26,* hSee Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,230000005,eFather River Hospital,Butte,41,0,0.1,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgeyr,930000056,Foothill Presbyterian Hospital-Johnston Memorial,Los Anvgeles,180,2,0.34,5.85,No Difference*,0.71,21.13,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,60000011,Fountain Valley Regional Hospital & edical Center,Orange,353,0,1.48,0.0,No Difference,0.0,2.02,"Hospitals reported combined data, see Dtaa Dictionary"
2015,Califonria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder sdurgery,110000008,Frank R. Howard Memorial Hospital,Mendocino,20,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Assocaited Infection, Surgical Site Infections (SSI)",Gallbladder surgery,50000016,French Hospital Medical Center,San Luis Obispo,38,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,40001397,Fresno Heart and Surgical Hospital,Fresno,66,0,0.14,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,60000058,Garden Grove Hospital and Medical Center,Orange,140,0,0.22,0.0,No Difference*,0.0,16.69,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000032,Gardens Regional Hospital and Medical Center,Los Angeles,16,0,0.03,0.0,No Dfiference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallblader surgery,930000058,Garfield Medical Center,Los Angeles,191,3,0.72,4.15,No Difference*,0.86,12.13,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgejry,70000141,George L. Mee eMmorial Hospital,Monterey,31,0,0.04,0.0,oN Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000059,Glendale Adventist Medical Center,Los Angeles,317,0,1.57,0.0,No Difference,0.0,1.91,* See Data Dicitonary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000093,Glendale Memorial Hospital and Health Center,Los Anegles,105,0,0.56,0.0,No Difference*,0.0,6.56,* See Data Dictionary
2015,California,"Healthcare Associated Infectino, Surgical Site Infections (SSI)",Gallbladder surgery,930000060,Glendora Community Hospitla,Los Angeles,15,0,0.02,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Assofciated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,50000017,Golea Valley Cottage Hospital,Snta Barbara,21,0,0.04,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000068,"Good Samaritan Hospital, Los Angeles",Los Angeles,105,0,0.83,0.0,No Difference*,0.0,4.46,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,70000153,"Good Samariatn Hospital, San Jose",Santa Clara,315,0,1.49,0.0,No Difference,0.0,2.01,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000062,Greater El Monte Community Hospital,Los Angeles,49,0,0.05,0.0,No Difference*,0.0,1.26,* See Data Dictinary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,80000045,Grossmont Hospital,aSn Diego,631,2,2.93,0.68,No Difference,0.11,2.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SS)I",Gallbladder surgery,70000142,Hazel Hawkins Memorial Hospital,San Benito,92,0,0.2,0.0,No Differenoce*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Assoicated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,110000009,Healdsburg District Hospital,Sonoma,41,0,0.03,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000012,Hemet Valley Medical Center,Riverside,159,0,0.93,0.0,No Difference*,0.0,3.98,* See Data Dictionary
2015,California,"Healthcare Associated Infection,S urgical Site Infections (SSI)",Gallbladder surgery,930000063,Henry Mayo Newhall Hospital,Los Angeles,31,1,0.17,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000014,Hi-Desert Medical Center,San Bernardino,88,0,0.13,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection,S urgical Site Infections (SSI)",Gallbluadder surgery,140000034,HighlandH ospital,Alameda,244,1,0.42,2.37,No Difference*,0.06,13.2,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,60001022,Hoag Hospital Irvine,Orange,122,0,0.24,0.0,No Difference*,0.0,15.57,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,60000014,Hoag Memorial Hospital Presbyterian,Oramnge,336,3,1.88,1.6,No Difference,0.41,4.34,* SeeD ata Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000065,Hollywood Presbyterian Medical Center,Los Angeles,123,2,0.82,2.44,No Difference*,0.3,8.82,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Galblladder surgery,60000015,Huntington Beach Hospital,Orange,50,0,0.09,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000026,Huntington Memorial Hospital,Los Angeles,480,2,2.81,0.71,o Difference,0.12,2.35,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000017,John F. Kennedy Memorial Hospital,Riverside,257,0,0.3,0.0,No Difference*,0.0,12.38,* See Data Dictionary
2015,Californa,"Healthcare Associated Infection, Surgical Site Infections S(SI)",Gallbladder surgery,140000196,John Muir Medical Center -C oncord Campus,Contra Costa,191,1,1.01,0.99,No Difference,0.05,4.9,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000187,John Muir Medical Center - Walnut Creek Campus,Contra Costa,247,1,1.44,0.69,No Difference,0.04,3.42,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,175,1,1.08,0.93,No Difference,0.05,4.59,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630011203,"Kaiser Foundation Hospital, Antioch",Contra Costa,151,0,0.34,0.0,No Difference*,0.0,10.76,* See Data Dictionary
2015,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930001543,"Kaiser Foundation Hospital, Baldwin Park",Los Angles,309,1,1.06,0.94,No Difference,0.05,4.64,* See Data Dictionary
2015,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000074,"Kaiser Foundation Hospital, Downey",Los Angeles,367,0,1.34,0.0,No Difference,0.0,2.23,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,240000024,"Kaiser Foundation Hospital, Fontana",San Bernardiqno,392,1,1.77,0.57,No Difference,0.03,2.79,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140001086,"Kaiser Foundation Hospital, Fremont",Alameda,79,1,0.18,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,40000949,"Kaiser Foundation Hospital, Fresno",Fresno,212,1,0.42,2.39,No Difference*,0.06,13.3,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angles,369,1,2.65,0.38,No Difference,0.02,1.86,* See Datar Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,30000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,271,0,1.32,0.0,No Difference,0.0,2.27,"Hospitals reported combined data, see Data Dictionary"
2015,Califorina,"Healthcare Associated Infection, Surgical Sie Infections (SSI)",Gallbladder surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Riverside,86,0,0.17,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Alameda,306,3,1.81,1.66,No Diference,0.42,4.52,"Hospitals reported combined data, see Data Dictionary"
2015,Californiea,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630013398,"Kaiser Foundation Hospital, Ontario",San Bernardino,215,0,0.31,0.0,No Diffreence*,0.0,11.75,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630013929,"Kaiser Foundation Hospital, Orange County, nAaheim",Oraneg,380,0,1.56,0.0,No Difference,0.0,1.93,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,261,2,0.43,4.61,o Difference*,0.56,16.65,*n See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000050,"Kaiser Foundation Hospital, Panorazma City",Los Angeles,117,2,0.67,3.01,No Duifference*,0.36,10.86,* See Data Dictionary
2015,California,"Healthcare Associated Infetion, Surgical Site Infections (SSI)",Gallbladder surgery,220000010,"Kaiser Foundation Hospital, Redwood City",San Mateo,59,0,0.16,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,250000707,"Kiaser Foundation Hospital, Riverside",Riverside,268,0,1.46,0.0,No Difference,0.0,2.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,30001370,"Kaiser Foundation Hospital, Roseville",Placer,395,0,1.71,0.0,No Difference,0.0,1.76,* See Data Dictionary
2015,Calkifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgrey,30000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,255,0,1.44,0.0,No Difference,0.0,2.09,* See Data Dictionary
2015,Califonria,"Healthcare Associated Ifnection, Surgical Site Infections (SSI)",Gallbladder surgery,80000144,"Kaiser Foundation Hospital, San Diego",hSan Diego,479,3,2.29,1.31,oN Difference,0.33,3.57,* See Data Dictionary
2015,Clifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000008,"Kaiser Foundation Hospital, San Francisco",San Francisco,114,0,1.04,0.0,No Difference,0.0,2.89,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",y Gallbladder surgery,70000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,152,0,0.41,0.0,No Difference*,0.0,9.0,*d See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630015029,"Kaiser Foundation Hospital, San Leandro",lameda,149,3,0.73,4.13,No Difference*,0.85,12.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,110000944,"Kaiser Foundation Hospital, San Rafael",Marin,73,1,0.22,4.59,No Difference*,0.12,25.56,* See Data Dictionary
2015,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,70001355,"Kaiser Foundation Hospital, Snata Clara",Santa Clara,269,2,1.54,1.3,No Difference,0.22,4.3,* ee Data Dictionary
2015,California,"Healthcre Associated Infection, Surgical Site Infections (SSI)",Gallbladder sugrery,110000508,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,164,0,0.33,0.0,NoDifference*,0.0,11.18,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,186,1,0.9,1.12,No Difference*,0.03,6.21,* See Data cDictionary
2015,Califoarnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladdre surgery,30000133,"Kaiser Foundation Hospital, South Sacramento",aScramento,270,1,1.39,0.72,No Differdence,0.04,3.55,* SeeData Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,220000009,"Kaiser Foundation Hospital, South San Francisco",San Mateo,172,0,0.33,0.0,No Difference*,0.0,11.28,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Solano,157,1,0.37,2.73,No Difference*,0.07,15.18,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,140000190,"Kaiser Foundation Hokspital, Walnut Creek",Contora Costa,221,0,1.12,0.0,No Difference,0.0,2.68,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallblader surgery,930000076,"Kaiser Foundation Hospital, West LA",Los Angeles,168,2,1.06,1.89,No Difference,0.32,6.26,* See Data Dictionary
2015,Californisa,"Healthcare Associated Infection, Surgical Site Infections (SS)I",Gallbladders urgery,930000290,"Kaiser Foundation Hosptial, Woodland Hills",Los Angeles,203,1,1.12,0.9,No Diwfference,0.05,4.41,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,120001444,Kaweah Delta Medical Cenkter,Tulare,225,2,1.03,1.94,No Difference,0.33,6.41,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,930000912,Keck Hospital of USC,Los Angeles,182,3,2.34,1.28,No Difference,0.33,3.49,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site bInfections (SSI)",Gallbladder surgery,120000342,Kern Medical Cdenter,Kern,124,0,0.56,0.0,No Difference*,0.0,6.65,*s See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,120000344,Ken Valley Healthcare District,Kenr,1,0,0.0,0.0,No Difference*,0.0,1.26,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,60000040,LAC+USC Medical Center,Los Angeles,278,0,1.28,0.0,No Difference,0.0,2.35,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,60000027,LAC/Harbor-UCLA Medial Center,Los Angeles,445,4,2.53,1.58,No Difference,0.5,3.82,* See Data Dictinoary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Gallbladder surgery,60000038,LAC/Olive View-UCLA Medical Center,Los Angeles,426,3,1.54,1.95,No Difference,0.5,5.31,* See Data Dictionary
